Codigo Municipio,Densidad,Umbral
08224,45.81,Poblado
08225,7.4,Despoblado11
08226,31.68,Poblado
08227,93.14,Poblado
08228,88.89,Poblado
08229,6.27,Despoblado11
08230,1602.92,Poblado
08231,771.16,Poblado
08232,451.5,Poblado
08233,45.24,Poblado
08234,135.59,Poblado
08235,744.35,Poblado
08236,171.03,Poblado
08237,262.87,Poblado
08238,1393.91,Poblado
08239,25.49,Poblado
08240,677.57,Poblado
08241,3.1,Despoblado11
08242,20.3,Poblado
08243,20.67,Poblado
08244,1111.96,Poblado
08245,16824.96,Poblado
08246,323.64,Poblado
08247,101.37,Poblado
08248,539.58,Poblado
08249,114.2,Poblado
08250,367.94,Poblado
08251,439.7,Poblado
08252,4026.34,Poblado
08253,6.42,Despoblado11
08254,35.42,Poblado
08255,3.31,Despoblado11
08256,198.65,Poblado
08257,5.53,Despoblado11
08258,16.15,Poblado
08259,570.27,Poblado
08260,1660.27,Poblado
08261,289.22,Poblado
08262,567.45,Poblado
08263,3029.63,Poblado
08264,825.7,Poblado
08265,315.17,Poblado
08266,1854.08,Poblado
08267,328.54,Poblado
08268,25.26,Poblado
08269,121.14,Poblado
08270,691.46,Poblado
08271,6.38,Despoblado11
08272,5.8,Despoblado11
08273,56.31,Poblado
08274,250.87,Poblado
08275,17.41,Poblado
08276,7.22,Despoblado11
08277,5.29,Despoblado11
08278,244.41,Poblado
08279,3180.42,Poblado
08280,4.33,Despoblado11
08281,972.02,Poblado
08282,1133.21,Poblado
08283,507.15,Poblado
08284,210.46,Poblado
08285,1076.41,Poblado
08286,257.66,Poblado
08287,60.24,Poblado
08288,66.93,Poblado
08289,447.81,Poblado
08290,280.97,Poblado
08291,174.86,Poblado
08292,213.84,Poblado
08293,9.59,Despoblado11
08294,137.6,Poblado
08295,647.3,Poblado
08296,244.26,Poblado
08297,4.44,Despoblado11
08298,1536.83,Poblado
08299,19.07,Poblado
08300,379.53,Poblado
08301,3325.37,Poblado
08302,1215.27,Poblado
08303,5.77,Despoblado11
08304,120.26,Poblado
08305,2006.48,Poblado
08306,129.57,Poblado
08307,1991.67,Poblado
08308,2.65,Despoblado11
08901,6.3,Despoblado11
08902,356.64,Poblado
08903,20.17,Poblado
08904,14223.66,Poblado
08905,559.37,Poblado
09001,0.83,Despoblado11
09003,19.16,Poblado
09006,3.79,Despoblado11
09007,6.67,Despoblado11
09009,17.88,Poblado
09010,4.44,Despoblado11
09011,1.88,Despoblado11
09012,3.26,Despoblado11
09013,6.93,Despoblado11
09014,1.44,Despoblado11
09016,7.99,Despoblado11
09017,10.79,Despoblado11
09018,259.93,Poblado
09019,6.75,Despoblado11
09020,6.13,Despoblado11
09021,3.73,Despoblado11
09022,6.7,Despoblado11
09023,57.76,Poblado
09024,6.72,Despoblado11
09025,16.81,Poblado
09026,5.47,Despoblado11
09027,4.57,Despoblado11
09029,8.31,Despoblado11
09030,3.62,Despoblado11
09032,3.44,Despoblado11
09033,5.52,Despoblado11
09034,5.33,Despoblado11
09035,10.46,Despoblado11
09036,2.2,Despoblado11
09037,1.93,Despoblado11
09038,10.66,Despoblado11
09039,3.85,Despoblado11
09041,9.02,Despoblado11
09043,4.73,Despoblado11
09044,2.6,Despoblado11
09045,2.61,Despoblado11
09046,5.28,Despoblado11
09047,7.33,Despoblado11
09048,13.15,Poblado
09050,2.19,Despoblado11
09051,11.46,Despoblado21
09052,5.36,Despoblado11
09054,3.37,Despoblado11
09055,3.08,Despoblado11
09056,79.62,Poblado
09057,19.74,Poblado
09058,45.56,Poblado
09059,1625.73,Poblado
09060,10.4,Despoblado11
09061,7.9,Despoblado11
09062,2.92,Despoblado11
09063,19.11,Poblado
09064,10.58,Despoblado11
09065,8.11,Despoblado11
09066,5.06,Despoblado11
09067,14.76,Poblado
09068,9.24,Despoblado11
09070,1.91,Despoblado11
09071,1.2,Despoblado11
09072,17.45,Poblado
09073,153.53,Poblado
09074,96.39,Poblado
09075,9.66,Despoblado21
09076,1.96,Despoblado11
09077,5.05,Despoblado11
09078,6.17,Despoblado11
09079,5.24,Despoblado11
09082,10.91,Despoblado11
09083,2.29,Despoblado11
09084,11.97,Despoblado21
09085,24.53,Poblado
09086,36.11,Poblado
09088,4.01,Despoblado11
09090,2.95,Despoblado11
09091,6.42,Despoblado11
09093,14.11,Poblado
09094,2.23,Despoblado11
09095,8.04,Despoblado11
09098,9.81,Despoblado11
09100,3.32,Despoblado11
09101,4.77,Despoblado11
09102,2.56,Despoblado11
09103,5.75,Despoblado11
09104,3.24,Despoblado11
09105,3.25,Despoblado11
09108,18.94,Poblado
09109,5.61,Despoblado11
09110,2.62,Despoblado11
09112,3.84,Despoblado11
09113,12.95,Poblado
09114,7.47,Despoblado11
09115,11.94,Despoblado11
09117,8.98,Despoblado11
09119,4.07,Despoblado11
09120,2.4,Despoblado11
09122,3.34,Despoblado11
09123,5.19,Despoblado11
09124,12.2,Despoblado21
09125,7.06,Despoblado11
09127,2.25,Despoblado11
09128,12.24,Despoblado11
09129,2.29,Despoblado11
09130,7.21,Despoblado11
09131,50.77,Poblado
09132,18.39,Poblado
09133,3.95,Despoblado11
09134,9.63,Despoblado11
09135,5.06,Despoblado11
09136,13.08,Poblado
09137,9.77,Despoblado11
09138,15.21,Poblado
09139,8.59,Despoblado11
09140,4.15,Despoblado11
09141,64.01,Poblado
09143,0.94,Despoblado11
09144,4.21,Despoblado11
09148,6.03,Despoblado11
09149,2.51,Despoblado11
09151,8.44,Despoblado11
09152,6.58,Despoblado11
09154,19.11,Poblado
09155,0.34,Despoblado11
09159,6.85,Despoblado11
09160,9.66,Despoblado11
09162,6.91,Despoblado11
09163,9.57,Despoblado11
09164,6.91,Despoblado11
09166,3.03,Despoblado11
09167,4.33,Despoblado11
09168,10.4,Despoblado21
09169,4.79,Despoblado11
09170,17.68,Poblado
09172,2.79,Despoblado11
09173,4.07,Despoblado11
09174,10.94,Despoblado11
09175,1.67,Despoblado11
09176,9.53,Despoblado11
09177,10.99,Despoblado11
09178,11.52,Despoblado11
09179,3.26,Despoblado11
09180,4.31,Despoblado11
09181,5.78,Despoblado11
09182,6.21,Despoblado11
09183,2.64,Despoblado11
09184,0.29,Despoblado11
09189,2.04,Despoblado11
09190,2.45,Despoblado11
09191,1.92,Despoblado11
09192,2.52,Despoblado11
09194,15.84,Poblado
09195,4.54,Despoblado11
09196,6.55,Despoblado11
09197,7.87,Despoblado11
09198,4.25,Despoblado11
09199,6.86,Despoblado11
09200,1.56,Despoblado11
09201,1.86,Despoblado11
09202,4.26,Despoblado11
09206,5.22,Despoblado11
09208,5.03,Despoblado11
09209,27.24,Poblado
09211,14.3,Poblado
09213,3.45,Despoblado11
09214,8.39,Despoblado11
09215,3.34,Despoblado11
09216,3.84,Despoblado11
09217,3.32,Despoblado11
09218,19.88,Poblado
09219,351.07,Poblado
09220,3.92,Despoblado11
09221,65.36,Poblado
09223,7.81,Despoblado11
09224,5.63,Despoblado11
09225,3.74,Despoblado11
09226,4.63,Despoblado11
09227,7.99,Despoblado11
09228,11.8,Despoblado21
09229,11.14,Despoblado11
09230,4.89,Despoblado11
09231,2.81,Despoblado11
09232,3.12,Despoblado11
09235,7.57,Despoblado11
09236,6.11,Despoblado11
09238,7.54,Despoblado11
09239,4.07,Despoblado11
09241,38.01,Poblado
09242,3.46,Despoblado11
09243,3.85,Despoblado11
09244,2.85,Despoblado11
09246,11.56,Despoblado11
09247,3.29,Despoblado11
09248,4.45,Despoblado11
09249,7.02,Despoblado11
09250,11.76,Despoblado21
09251,8.57,Despoblado11
09253,8.16,Despoblado11
09255,3.12,Despoblado11
09256,6.94,Despoblado11
09257,9.09,Despoblado11
09258,6.16,Despoblado11
09259,5.85,Despoblado11
09261,8.93,Despoblado11
09262,5.27,Despoblado11
09265,3.28,Despoblado11
09266,1.51,Despoblado11
09267,5.04,Despoblado11
09268,3.97,Despoblado11
09269,4.36,Despoblado11
09270,2.87,Despoblado11
09272,4.49,Despoblado11
09273,5.28,Despoblado11
09274,36.67,Poblado
09275,5.4,Despoblado11
09276,27.21,Poblado
09277,8.72,Despoblado11
09279,12.38,Despoblado11
09280,2.99,Despoblado11
09281,14.62,Poblado
09283,3.72,Despoblado11
09287,49.19,Poblado
09288,6.87,Despoblado11
09289,26.64,Poblado
09292,9.25,Despoblado11
09294,10.56,Despoblado11
09295,3.82,Despoblado11
09297,15.29,Poblado
09298,2.51,Despoblado11
09301,65.17,Poblado
09302,3.73,Despoblado11
09303,2.39,Despoblado11
09304,22.95,Poblado
09306,2.75,Despoblado11
09307,11.32,Despoblado11
09308,4.19,Despoblado11
09309,16.26,Poblado
09310,1.65,Despoblado11
09311,8.43,Despoblado11
09312,8.96,Despoblado11
09314,2.89,Despoblado11
09315,33.22,Poblado
09316,3.75,Despoblado11
09317,2.39,Despoblado11
09318,1.39,Despoblado11
09321,44.89,Poblado
09323,3.17,Despoblado11
09325,4.66,Despoblado11
09326,19.75,Poblado
09327,0.94,Despoblado11
09328,2.48,Despoblado11
09329,10.98,Despoblado11
09330,63.22,Poblado
09332,23.19,Poblado
09334,2.45,Despoblado11
09335,3.32,Despoblado11
09337,6.11,Despoblado11
09338,62.35,Poblado
09339,8.71,Despoblado11
09340,2.2,Despoblado11
09343,8.43,Despoblado11
09345,6.65,Despoblado11
09346,3.01,Despoblado11
09347,5.55,Despoblado11
09348,9.62,Despoblado11
09350,10.43,Despoblado11
09351,3.89,Despoblado11
09352,4.67,Despoblado11
09353,8.25,Despoblado11
09354,3.26,Despoblado11
09355,5.39,Despoblado11
09356,4.34,Despoblado11
09358,4.03,Despoblado11
09360,2.98,Despoblado11
09361,1.67,Despoblado11
09362,26.74,Poblado
09363,10.34,Despoblado11
09365,6.73,Despoblado11
09366,6.18,Despoblado11
09368,2.78,Despoblado11
09369,11.05,Despoblado21
09372,52.64,Poblado
09373,3.03,Despoblado11
09374,10.22,Despoblado11
09375,2.94,Despoblado11
09377,62.89,Poblado
09378,1.67,Despoblado11
09380,7.3,Despoblado11
09381,1.36,Despoblado11
09382,2.51,Despoblado11
09384,12.41,Despoblado11
09386,5.36,Despoblado11
09387,9.31,Despoblado11
09388,2.56,Despoblado11
09389,3.01,Despoblado11
09390,7.73,Despoblado11
09391,6.33,Despoblado11
09392,9.23,Despoblado11
09394,20.57,Poblado
09395,2.27,Despoblado11
09396,7.37,Despoblado11
09398,3.18,Despoblado11
09400,13.82,Poblado
09403,3.39,Despoblado11
09405,7.57,Despoblado11
09406,20.55,Poblado
09407,1.94,Despoblado11
09408,2.56,Despoblado11
09409,2.39,Despoblado11
09410,15.18,Poblado
09411,4.78,Despoblado11
09412,6.54,Despoblado11
09413,3.63,Despoblado11
09414,2.13,Despoblado11
09415,3.77,Despoblado11
09416,3.58,Despoblado11
09417,2.4,Despoblado11
09418,3.88,Despoblado11
09419,3.01,Despoblado11
09421,7.88,Despoblado11
09422,2.87,Despoblado11
09423,5.2,Despoblado11
09424,7.19,Despoblado11
09425,15.69,Poblado
09427,5.28,Despoblado11
09428,7.77,Despoblado11
09429,4.56,Despoblado11
09430,0.92,Despoblado11
09431,2.8,Despoblado11
09432,4.42,Despoblado11
09433,3.35,Despoblado11
09434,134.08,Poblado
09437,6.97,Despoblado11
09438,51.42,Poblado
09439,100.62,Poblado
09440,4.09,Despoblado11
09441,5.58,Despoblado11
09442,17.36,Poblado
09443,5.58,Despoblado11
09444,4.69,Despoblado11
09445,3.6,Despoblado11
09446,1.92,Despoblado11
09447,2.07,Despoblado11
09448,6.49,Despoblado11
09449,14.39,Poblado
09450,4.07,Despoblado11
09451,12.27,Despoblado21
09454,7.84,Despoblado11
09455,4.44,Despoblado11
09456,12.48,Despoblado11
09458,67.38,Poblado
09460,4.85,Despoblado11
09463,3.22,Despoblado11
09464,3.46,Despoblado11
09466,4.18,Despoblado11
09467,6.05,Despoblado11
09471,19.92,Poblado
09472,5.37,Despoblado11
09473,3.94,Despoblado11
09476,3.84,Despoblado11
09478,4.79,Despoblado11
09480,6.24,Despoblado11
09482,3.33,Despoblado11
09483,11.29,Despoblado11
09485,4.86,Despoblado11
09901,9.97,Despoblado21
09902,5.29,Despoblado11
09903,26.63,Poblado
09904,5.53,Despoblado11
09905,1.9,Despoblado11
09906,5.21,Despoblado11
09907,52.11,Poblado
09908,2.56,Despoblado11
10001,7.28,Despoblado11
10002,7.13,Despoblado11
10003,11.91,Despoblado11
10004,9.1,Despoblado11
10005,14.65,Poblado
10006,26.75,Poblado
10007,17.69,Poblado
10008,2.95,Despoblado11
10009,3.25,Despoblado11
10010,22.89,Poblado
10011,6.63,Despoblado11
10012,21.26,Poblado
10013,8.98,Despoblado11
10014,54.12,Poblado
10015,36.36,Poblado
10016,31.63,Poblado
10017,1.71,Despoblado11
10018,21.75,Poblado
10019,50.13,Poblado
10020,19.22,Poblado
10021,44.22,Poblado
10022,18.67,Poblado
10023,8.33,Despoblado11
10024,34.08,Poblado
10025,17.05,Poblado
10026,16.59,Poblado
10027,6.68,Despoblado11
10028,8.91,Despoblado11
10029,3.71,Despoblado11
10030,8.76,Despoblado11
10031,11.33,Despoblado11
10032,5.19,Despoblado11
10033,4.54,Despoblado11
10034,12.02,Despoblado11
10035,37.85,Poblado
10036,48.72,Poblado
10037,54.52,Poblado
10038,2.54,Despoblado11
10039,56.73,Poblado
10040,6.64,Despoblado11
10041,8.33,Despoblado11
10042,2.89,Despoblado11
10043,11.28,Despoblado21
10044,11.56,Despoblado11
10045,11.84,Despoblado21
10046,8.09,Despoblado11
10047,53.2,Poblado
10048,6.66,Despoblado11
10049,34.66,Poblado
10050,28.69,Poblado
10051,18.46,Poblado
10052,6.78,Despoblado11
10053,10.94,Despoblado11
10054,21.56,Poblado
10055,28.5,Poblado
10056,4.4,Despoblado11
10057,3.4,Despoblado11
10058,12.01,Despoblado21
10059,7.34,Despoblado11
10060,8.12,Despoblado11
10061,11.29,Despoblado21
10062,7.96,Despoblado11
10063,10.36,Despoblado11
10064,8.77,Despoblado11
10065,4.18,Despoblado11
10066,5.08,Despoblado11
10067,119.18,Poblado
10068,16.09,Poblado
10069,8.58,Despoblado11
10070,5.73,Despoblado11
10071,3.59,Despoblado11
10072,27.56,Poblado
10073,7.98,Despoblado11
10075,5.92,Despoblado11
10076,13.78,Poblado
10077,5.48,Despoblado11
10078,14.87,Poblado
10079,19.23,Poblado
10080,17.92,Poblado
10081,2.38,Despoblado11
10082,10.78,Despoblado11
10083,2.82,Despoblado11
10084,15.0,Poblado
10085,5.0,Despoblado11
10086,21.29,Poblado
10087,26.72,Poblado
10088,3.52,Despoblado11
10089,24.29,Poblado
10090,8.17,Despoblado11
10091,11.73,Despoblado11
10092,8.74,Despoblado11
10093,11.61,Despoblado21
10094,2.26,Despoblado11
10095,3.24,Despoblado11
10096,66.11,Poblado
10097,2.84,Despoblado11
10098,7.04,Despoblado11
10099,16.67,Poblado
10100,58.45,Poblado
10101,19.57,Poblado
10102,5.78,Despoblado11
10103,3.21,Despoblado11
10104,103.93,Poblado
10105,46.22,Poblado
10106,5.41,Despoblado11
10107,21.31,Poblado
10108,3.95,Despoblado11
10109,5.69,Despoblado11
10110,32.38,Poblado
10111,37.61,Poblado
10112,16.78,Poblado
10113,18.4,Poblado
10114,25.89,Poblado
10115,126.24,Poblado
10116,12.44,Despoblado21
10117,26.08,Poblado
10118,10.03,Despoblado11
10119,3.75,Despoblado11
10120,3.8,Despoblado11
10121,78.7,Poblado
10122,14.51,Poblado
10123,13.57,Poblado
10124,14.46,Poblado
10125,5.33,Despoblado11
10126,14.65,Poblado
10127,58.89,Poblado
10128,53.3,Poblado
10129,22.86,Poblado
10130,39.59,Poblado
10131,109.07,Poblado
10132,8.72,Despoblado11
10133,11.23,Despoblado21
10134,11.55,Despoblado11
10135,12.91,Poblado
10136,3.41,Despoblado11
10137,19.54,Poblado
10138,15.55,Poblado
10139,3.34,Despoblado11
10140,15.24,Poblado
10141,4.62,Despoblado11
10142,25.99,Poblado
10143,3.21,Despoblado11
10144,50.96,Poblado
10145,30.18,Poblado
10146,11.11,Despoblado11
10147,40.81,Poblado
10148,181.51,Poblado
10149,13.01,Poblado
10150,4.07,Despoblado11
10151,2.11,Despoblado11
10152,11.83,Despoblado11
10153,11.6,Despoblado11
10154,18.07,Poblado
10155,24.31,Poblado
10156,3.83,Despoblado11
10157,20.42,Poblado
10158,9.16,Despoblado11
10159,6.03,Despoblado11
10160,6.45,Despoblado11
10161,4.1,Despoblado11
10162,4.35,Despoblado11
10163,9.38,Despoblado11
10164,30.45,Poblado
10165,8.4,Despoblado11
10166,6.23,Despoblado11
10167,3.58,Despoblado11
10168,7.54,Despoblado11
10169,6.63,Despoblado11
10170,3.95,Despoblado11
10171,4.19,Despoblado11
10172,16.21,Poblado
10173,14.39,Poblado
10174,12.9,Poblado
10175,6.47,Despoblado11
10176,3.75,Despoblado11
10177,78.7,Poblado
10178,9.29,Despoblado11
10179,14.81,Poblado
10180,40.44,Poblado
10181,14.58,Poblado
10182,1.18,Despoblado11
10183,13.9,Poblado
10184,38.55,Poblado
10185,14.97,Poblado
10186,8.72,Despoblado11
10187,42.86,Poblado
10188,27.69,Poblado
10189,30.61,Poblado
10190,2.76,Despoblado11
10191,48.31,Poblado
10192,12.06,Despoblado21
10193,58.2,Poblado
10194,18.37,Poblado
10195,13.58,Poblado
10196,38.52,Poblado
10197,6.43,Despoblado11
10198,42.28,Poblado
10199,8.1,Despoblado11
10200,7.68,Despoblado11
10201,20.8,Poblado
10202,15.53,Poblado
10203,10.3,Despoblado11
10204,12.23,Despoblado11
10205,12.48,Despoblado11
10206,9.54,Despoblado11
10207,9.63,Despoblado11
10208,2.51,Despoblado11
10209,6.11,Despoblado11
10210,9.11,Despoblado11
10211,11.39,Despoblado11
10212,16.3,Poblado
10213,2.8,Despoblado11
10214,9.72,Despoblado11
10215,9.61,Despoblado11
10216,13.4,Poblado
10217,14.37,Poblado
10218,8.18,Despoblado11
10219,8.78,Despoblado11
10901,34.2,Poblado
10902,37.76,Poblado
10903,65.29,Poblado
10904,36.69,Poblado
10905,32.95,Poblado
11001,11.58,Despoblado11
11002,107.29,Poblado
11003,54.19,Poblado
11004,1398.16,Poblado
11005,41.22,Poblado
11006,58.66,Poblado
11007,160.1,Poblado
11008,72.52,Poblado
11009,10.82,Despoblado11
11010,138.95,Poblado
11011,72.29,Poblado
11012,9288.13,Poblado
11013,17.01,Poblado
11014,265.33,Poblado
11015,417.4,Poblado
11016,584.78,Poblado
11017,31.15,Poblado
11018,62.06,Poblado
11019,16.58,Poblado
11020,179.14,Poblado
11021,22.33,Poblado
11022,2375.89,Poblado
11023,24.23,Poblado
11024,41.39,Poblado
11025,395.52,Poblado
11026,116.41,Poblado
11027,559.81,Poblado
11028,213.15,Poblado
11029,87.09,Poblado
11030,348.33,Poblado
11031,3171.75,Poblado
11032,408.22,Poblado
11033,230.7,Poblado
11034,32.84,Poblado
11035,44.05,Poblado
11036,46.08,Poblado
11037,99.58,Poblado
11038,236.3,Poblado
11039,47.52,Poblado
11040,8.16,Despoblado11
11041,57.23,Poblado
11042,19.19,Poblado
11901,116.28,Poblado
11902,19.8,Poblado
11903,58.24,Poblado
12001,18.16,Poblado
12002,11.47,Despoblado11
12003,15.23,Poblado
12004,39.93,Poblado
12005,109.56,Poblado
12006,7.47,Despoblado11
12007,30.71,Poblado
12008,11.81,Despoblado21
12009,815.23,Poblado
12010,12.15,Despoblado21
12011,226.35,Poblado
12012,28.25,Poblado
12013,10.23,Despoblado11
12014,1.74,Despoblado11
12015,6.21,Despoblado11
12016,54.23,Poblado
12017,8.7,Despoblado11
12018,13.63,Poblado
12020,4.7,Despoblado11
12021,261.43,Poblado
12022,9.99,Despoblado11
12024,10.39,Despoblado11
12025,4.52,Despoblado11
12026,13.26,Poblado
12027,577.89,Poblado
12028,523.31,Poblado
12029,24.7,Poblado
12031,90.19,Poblado
12032,742.78,Poblado
12033,23.01,Poblado
12034,72.88,Poblado
12036,12.45,Despoblado11
12037,0.55,Despoblado11
12038,3.55,Despoblado11
12039,47.6,Poblado
12040,1550.25,Poblado
12041,3.02,Despoblado11
12042,8.3,Despoblado11
12043,12.09,Despoblado11
12044,7.8,Despoblado11
12045,11.52,Despoblado21
12046,6.57,Despoblado11
12048,4.31,Despoblado11
12049,24.21,Poblado
12050,13.13,Poblado
12051,5.25,Despoblado11
12052,10.77,Despoblado11
12053,205.82,Poblado
12055,2.82,Despoblado11
12056,16.49,Poblado
12057,41.31,Poblado
12058,7.61,Despoblado11
12059,9.92,Despoblado11
12060,43.92,Poblado
12061,11.58,Despoblado21
12063,8.63,Despoblado11
12064,8.47,Despoblado21
12065,10.84,Despoblado11
12067,1121.43,Poblado
12068,2.18,Despoblado11
12069,4.14,Despoblado11
12070,34.05,Poblado
12071,21.08,Poblado
12072,11.06,Despoblado11
12073,6.38,Despoblado11
12074,98.01,Poblado
12075,11.15,Despoblado21
12076,7.45,Despoblado11
12077,478.87,Poblado
12078,12.46,Despoblado11
12079,14.39,Poblado
12080,6.76,Despoblado11
12081,95.06,Poblado
12082,262.34,Poblado
12083,3.16,Despoblado11
12084,230.49,Poblado
12085,367.42,Poblado
12087,2.23,Despoblado11
12088,4.09,Despoblado11
12089,99.81,Poblado
12090,4.69,Despoblado11
12091,4.73,Despoblado11
12092,4.11,Despoblado11
12093,2.32,Despoblado11
12094,47.82,Poblado
12095,135.36,Poblado
12096,12.07,Despoblado21
12097,2.85,Despoblado11
12098,13.68,Poblado
12099,29.13,Poblado
12100,30.45,Poblado
12101,22.13,Poblado
12102,11.36,Despoblado21
12103,5.48,Despoblado11
12104,86.05,Poblado
12105,12.1,Despoblado21
12106,50.82,Poblado
12107,49.54,Poblado
12108,24.93,Poblado
12109,58.02,Poblado
12110,12.32,Despoblado21
12111,9.9,Despoblado21
12112,4.29,Despoblado11
12113,9.32,Despoblado11
12114,14.72,Poblado
12115,2.54,Despoblado11
12116,2.55,Despoblado11
12117,188.06,Poblado
12118,8.61,Despoblado11
12119,13.57,Poblado
12120,49.22,Poblado
12121,22.72,Poblado
12122,12.0,Despoblado21
12123,11.38,Despoblado21
12124,55.61,Poblado
12125,13.54,Poblado
12126,470.32,Poblado
12127,1.11,Despoblado11
12128,26.08,Poblado
12129,23.53,Poblado
12130,4.59,Despoblado11
12131,5.24,Despoblado11
12132,10.28,Despoblado11
12133,11.24,Despoblado11
12134,11.69,Despoblado11
12135,927.61,Poblado
12136,505.85,Poblado
12137,9.42,Despoblado11
12138,302.35,Poblado
12139,2.74,Despoblado11
12140,33.27,Poblado
12141,2.18,Despoblado11
12142,3.68,Despoblado11
12901,359.95,Poblado
12902,115.39,Poblado
13001,3.79,Despoblado11
13002,8.11,Despoblado11
13003,7.89,Despoblado11
13004,22.46,Poblado
13005,45.83,Poblado
13006,2.3,Despoblado11
13007,19.27,Poblado
13008,12.2,Despoblado11
13009,10.36,Despoblado21
13010,1.91,Despoblado11
13011,21.3,Poblado
13012,4.88,Despoblado11
13013,35.59,Poblado
13014,12.29,Despoblado11
13015,5.55,Despoblado11
13016,11.34,Despoblado21
13017,1.55,Despoblado11
13018,16.37,Poblado
13019,17.25,Poblado
13020,34.98,Poblado
13021,8.2,Despoblado11
13022,8.02,Despoblado11
13023,136.44,Poblado
13024,4.11,Despoblado11
13025,4.37,Despoblado11
13026,5.45,Despoblado11
13027,10.78,Despoblado11
13028,43.6,Poblado
13029,3.82,Despoblado11
13030,11.69,Despoblado21
13031,32.32,Poblado
13032,45.12,Poblado
13033,19.19,Poblado
13034,263.38,Poblado
13035,7.88,Despoblado11
13036,10.45,Despoblado11
13037,14.2,Poblado
13038,9.88,Despoblado11
13039,40.57,Poblado
13040,10.99,Despoblado11
13041,4.13,Despoblado11
13042,4.12,Despoblado11
13043,4.97,Despoblado11
13044,26.29,Poblado
13045,5.87,Despoblado11
13046,12.14,Despoblado11
13047,37.44,Poblado
13048,5.26,Despoblado11
13049,4.91,Despoblado11
13050,16.49,Poblado
13051,3.59,Despoblado11
13052,21.5,Poblado
13053,37.63,Poblado
13054,41.17,Poblado
13055,2.2,Despoblado11
13056,132.56,Poblado
13057,5.76,Despoblado11
13058,27.64,Poblado
13059,1.36,Despoblado11
13060,2.34,Despoblado11
13061,72.08,Poblado
13062,11.77,Despoblado11
13063,8.52,Despoblado11
13064,98.78,Poblado
13065,16.49,Poblado
13066,36.36,Poblado
13067,5.29,Despoblado11
13068,2.95,Despoblado11
13069,20.22,Poblado
13070,16.23,Poblado
13071,204.28,Poblado
13072,1.74,Despoblado11
13073,2.6,Despoblado11
13074,18.72,Poblado
13075,2.33,Despoblado11
13076,29.06,Poblado
13077,30.07,Poblado
13078,32.4,Poblado
13079,114.37,Poblado
13080,2.37,Despoblado11
13081,11.4,Despoblado21
13082,148.6,Poblado
13083,29.43,Poblado
13084,3.07,Despoblado11
13085,19.07,Poblado
13086,1.66,Despoblado11
13087,61.76,Poblado
13088,14.93,Poblado
13089,6.01,Despoblado11
13090,3.67,Despoblado11
13091,4.59,Despoblado11
13092,15.38,Poblado
13093,35.92,Poblado
13094,3.46,Despoblado11
13095,7.46,Despoblado11
13096,34.49,Poblado
13097,41.26,Poblado
13098,5.17,Despoblado11
13901,12.39,Despoblado11
13902,14.36,Poblado
13903,18.74,Poblado
13904,34.28,Poblado
14001,12.36,Despoblado21
14002,80.68,Poblado
14003,8.78,Despoblado11
14004,42.36,Poblado
14005,46.58,Poblado
14006,13.59,Poblado
14007,52.11,Poblado
14008,9.69,Despoblado11
14009,14.01,Poblado
14010,93.38,Poblado
14011,7.27,Despoblado11
14012,58.62,Poblado
14013,88.38,Poblado
14014,27.9,Poblado
14015,29.74,Poblado
14016,3.32,Despoblado11
14017,179.51,Poblado
14018,93.87,Poblado
14019,35.22,Poblado
14020,12.09,Despoblado11
14021,256.71,Poblado
14022,300.65,Poblado
14023,18.57,Poblado
14024,67.63,Poblado
14025,57.93,Poblado
14026,5.63,Despoblado11
14027,317.05,Poblado
14028,43.04,Poblado
14029,8.7,Despoblado11
14030,149.94,Poblado
14031,28.57,Poblado
14032,9.23,Despoblado11
14033,21.64,Poblado
14034,6.23,Despoblado11
14035,12.58,Poblado
14036,5.21,Despoblado11
14037,30.01,Poblado
14038,121.32,Poblado
14039,20.93,Poblado
14040,132.27,Poblado
14041,65.87,Poblado
14042,133.9,Poblado
14043,15.77,Poblado
14044,59.86,Poblado
14045,189.94,Poblado
14046,77.04,Poblado
14047,9.25,Despoblado11
14048,90.7,Poblado
14049,104.45,Poblado
14050,119.69,Poblado
14051,12.26,Despoblado21
14052,161.96,Poblado
14053,45.52,Poblado
14054,52.0,Poblado
14055,77.19,Poblado
14056,174.03,Poblado
14057,55.63,Poblado
14058,74.55,Poblado
14059,78.88,Poblado
14060,20.42,Poblado
14061,5.04,Despoblado11
14062,6.43,Despoblado11
14063,57.67,Poblado
14064,3.37,Despoblado11
14065,120.16,Poblado
14066,317.9,Poblado
14067,83.97,Poblado
14068,53.51,Poblado
14069,20.17,Poblado
14070,11.97,Despoblado11
14071,5.48,Despoblado11
14072,45.57,Poblado
14073,7.52,Despoblado11
14074,10.96,Despoblado11
14075,15.02,Poblado
14901,121.18,Poblado
14902,29.89,Poblado
15001,65.48,Poblado
15002,399.41,Poblado
15003,15.33,Poblado
15004,327.53,Poblado
15005,351.13,Poblado
15006,38.36,Poblado
15007,34.51,Poblado
15008,208.34,Poblado
15009,538.21,Poblado
15010,23.6,Poblado
15011,218.93,Poblado
15012,57.2,Poblado
15013,106.48,Poblado
15014,41.75,Poblado
15015,110.86,Poblado
15016,101.24,Poblado
15017,604.22,Poblado
15018,21.41,Poblado
15019,168.81,Poblado
15020,54.36,Poblado
15021,136.87,Poblado
15022,77.85,Poblado
