Codigo Municipio,Densidad,Umbral
15023,131.73,Poblado
15024,44.9,Poblado
15025,20.39,Poblado
15027,55.74,Poblado
15028,246.32,Poblado
15029,41.61,Poblado
15030,6488.71,Poblado
15031,498.27,Poblado
15032,34.97,Poblado
15033,75.03,Poblado
15034,23.38,Poblado
15035,487.72,Poblado
15036,783.85,Poblado
15037,160.18,Poblado
15038,28.27,Poblado
15039,19.54,Poblado
15040,81.67,Poblado
15041,91.47,Poblado
15042,34.54,Poblado
15043,87.1,Poblado
15044,15.92,Poblado
15045,20.32,Poblado
15046,73.32,Poblado
15047,23.12,Poblado
15048,194.81,Poblado
15049,24.74,Poblado
15050,11.11,Despoblado21
15051,409.24,Poblado
15052,37.66,Poblado
15053,115.2,Poblado
15054,581.57,Poblado
15055,205.72,Poblado
15056,58.86,Poblado
15057,382.69,Poblado
15058,845.67,Poblado
15059,80.17,Poblado
15060,103.73,Poblado
15061,26.17,Poblado
15062,61.66,Poblado
15064,60.08,Poblado
15065,171.95,Poblado
15066,35.1,Poblado
15067,285.79,Poblado
15068,59.33,Poblado
15069,262.71,Poblado
15070,40.23,Poblado
15071,96.8,Poblado
15072,187.17,Poblado
15073,389.93,Poblado
15074,48.35,Poblado
15075,595.93,Poblado
15076,28.41,Poblado
15077,45.95,Poblado
15078,444.79,Poblado
15079,22.69,Poblado
15080,14.75,Poblado
15081,15.17,Poblado
15082,236.95,Poblado
15083,14.13,Poblado
15084,25.92,Poblado
15085,30.3,Poblado
15086,30.2,Poblado
15087,77.9,Poblado
15088,35.13,Poblado
15089,95.34,Poblado
15090,20.6,Poblado
15091,40.16,Poblado
15092,36.98,Poblado
15093,32.89,Poblado
15901,79.74,Poblado
15902,34.1,Poblado
16001,1.21,Despoblado11
16002,12.07,Despoblado11
16003,1.58,Despoblado11
16004,6.25,Despoblado11
16005,7.45,Despoblado11
16006,4.11,Despoblado11
16007,15.71,Poblado
16008,2.19,Despoblado11
16009,1.47,Despoblado11
16010,4.3,Despoblado11
16011,1.69,Despoblado11
16012,3.31,Despoblado11
16013,0.6,Despoblado11
16014,7.18,Despoblado11
16015,8.25,Despoblado11
16016,4.72,Despoblado11
16017,4.88,Despoblado11
16018,10.14,Despoblado11
16019,2.62,Despoblado11
16020,1.18,Despoblado11
16022,2.59,Despoblado11
16023,17.82,Poblado
16024,3.04,Despoblado11
16025,1.78,Despoblado11
16026,2.63,Despoblado11
16027,7.94,Despoblado11
16029,1.41,Despoblado11
16030,1.27,Despoblado11
16031,2.87,Despoblado11
16032,4.6,Despoblado11
16033,19.54,Poblado
16034,4.19,Despoblado11
16035,2.9,Despoblado11
16036,2.94,Despoblado11
16038,5.99,Despoblado11
16039,9.55,Despoblado11
16040,1.94,Despoblado11
16041,5.48,Despoblado11
16042,9.56,Despoblado11
16043,2.26,Despoblado11
16044,1.47,Despoblado11
16045,5.37,Despoblado11
16046,3.32,Despoblado11
16047,7.23,Despoblado11
16048,11.33,Despoblado21
16049,4.54,Despoblado11
16050,5.26,Despoblado11
16051,5.33,Despoblado11
16052,11.12,Despoblado11
16053,7.05,Despoblado11
16055,8.22,Despoblado11
16056,5.98,Despoblado11
16057,1.64,Despoblado11
16058,4.58,Despoblado11
16060,17.45,Poblado
16061,37.88,Poblado
16062,0.85,Despoblado11
16063,14.51,Poblado
16064,8.04,Despoblado11
16065,8.53,Despoblado11
16066,62.25,Poblado
16067,4.29,Despoblado11
16068,7.11,Despoblado11
16070,1.15,Despoblado11
16071,2.25,Despoblado11
16072,2.24,Despoblado11
16073,4.85,Despoblado11
16074,0.73,Despoblado11
16078,59.29,Poblado
16079,1.45,Despoblado11
16081,1.72,Despoblado11
16082,2.33,Despoblado11
16083,1.05,Despoblado11
16084,1.79,Despoblado11
16085,5.35,Despoblado11
16086,19.02,Poblado
16087,8.28,Despoblado11
16088,2.18,Despoblado11
16089,4.63,Despoblado11
16091,1.31,Despoblado11
16092,2.56,Despoblado11
16093,1.38,Despoblado11
16094,4.11,Despoblado11
16095,5.25,Despoblado11
16096,12.54,Poblado
16097,1.38,Despoblado11
16098,14.97,Poblado
16099,6.06,Despoblado11
16100,8.9,Despoblado11
16101,4.39,Despoblado11
16102,13.66,Poblado
16103,7.33,Despoblado11
16104,2.33,Despoblado11
16106,36.92,Poblado
16107,2.01,Despoblado11
16108,1.96,Despoblado11
16109,1.93,Despoblado11
16110,2.82,Despoblado11
16111,6.25,Despoblado11
16112,5.31,Despoblado11
16113,18.75,Poblado
16115,1.79,Despoblado11
16116,3.17,Despoblado11
16117,15.26,Poblado
16118,23.86,Poblado
16119,4.83,Despoblado11
16121,3.67,Despoblado11
16122,7.16,Despoblado11
16123,3.99,Despoblado11
16124,26.72,Poblado
16125,20.4,Poblado
16126,3.79,Despoblado11
16128,2.02,Despoblado11
16129,2.22,Despoblado11
16130,10.28,Despoblado11
16131,1.33,Despoblado11
16132,2.48,Despoblado11
16133,34.26,Poblado
16134,80.71,Poblado
16135,2.19,Despoblado11
16137,1.95,Despoblado11
16139,7.94,Despoblado11
16140,1.68,Despoblado11
16141,2.12,Despoblado11
16142,4.02,Despoblado11
16143,1.5,Despoblado11
16145,11.45,Despoblado11
16146,1.82,Despoblado11
16147,1.51,Despoblado11
16148,9.36,Despoblado21
16149,3.86,Despoblado11
16150,1.13,Despoblado11
16151,4.39,Despoblado11
16152,0.75,Despoblado11
16153,20.08,Poblado
16154,29.49,Poblado
16155,10.01,Despoblado11
16156,4.07,Despoblado11
16157,3.6,Despoblado11
16158,26.51,Poblado
16159,6.07,Despoblado11
16160,2.79,Despoblado11
16161,1.77,Despoblado11
16162,2.53,Despoblado11
16163,2.31,Despoblado11
16165,1.99,Despoblado11
16166,7.31,Despoblado11
16167,8.66,Despoblado11
16169,2.21,Despoblado11
16170,11.1,Despoblado21
16171,23.78,Poblado
16172,8.87,Despoblado21
16173,2.1,Despoblado11
16174,5.07,Despoblado11
16175,95.3,Poblado
16176,2.54,Despoblado11
16177,1.46,Despoblado11
16181,2.64,Despoblado11
16185,2.39,Despoblado11
16186,8.17,Despoblado11
16187,2.7,Despoblado11
16188,7.64,Despoblado11
16189,2.7,Despoblado11
16190,25.05,Poblado
16191,17.57,Poblado
16192,0.8,Despoblado11
16193,4.18,Despoblado11
16194,2.77,Despoblado11
16195,7.51,Despoblado11
16196,15.83,Poblado
16197,1.61,Despoblado11
16198,12.05,Despoblado21
16199,0.61,Despoblado11
16202,9.88,Despoblado11
16203,146.79,Poblado
16204,3.76,Despoblado11
16205,2.24,Despoblado11
16206,6.72,Despoblado11
16209,3.01,Despoblado11
16211,2.69,Despoblado11
16212,5.98,Despoblado11
16213,2.52,Despoblado11
16215,5.55,Despoblado11
16216,5.56,Despoblado11
16217,5.83,Despoblado11
16218,3.75,Despoblado11
16219,5.05,Despoblado11
16224,1.58,Despoblado11
16225,1.24,Despoblado11
16227,1.3,Despoblado11
16228,5.19,Despoblado11
16231,1.34,Despoblado11
16234,1.52,Despoblado11
16236,19.71,Poblado
16237,3.6,Despoblado11
16238,4.9,Despoblado11
16239,5.55,Despoblado11
16240,3.23,Despoblado11
16242,10.14,Despoblado21
16243,6.07,Despoblado11
16244,7.06,Despoblado11
16245,11.37,Despoblado21
16246,6.45,Despoblado11
16247,3.23,Despoblado11
16248,31.53,Poblado
16249,13.61,Poblado
16250,3.53,Despoblado11
16251,14.61,Poblado
16253,6.34,Despoblado11
16254,2.95,Despoblado11
16255,3.8,Despoblado11
16258,2.05,Despoblado11
16259,2.02,Despoblado11
16263,7.78,Despoblado11
16264,5.39,Despoblado11
16265,2.0,Despoblado11
16266,11.49,Despoblado21
16269,8.92,Despoblado11
16270,8.97,Despoblado11
16271,31.54,Poblado
16272,2.09,Despoblado11
16273,15.8,Poblado
16274,2.39,Despoblado11
16275,0.71,Despoblado11
16276,1.39,Despoblado11
16277,1.91,Despoblado11
16278,0.84,Despoblado11
16279,7.35,Despoblado11
16280,5.78,Despoblado11
16901,4.39,Despoblado11
16902,1.65,Despoblado11
16903,13.08,Poblado
16904,4.48,Despoblado11
16905,22.9,Poblado
16906,3.48,Despoblado11
16908,4.04,Despoblado11
16909,5.7,Despoblado11
16910,1.73,Despoblado11
17001,32.19,Poblado
17002,56.48,Poblado
17003,1.59,Despoblado11
17004,70.62,Poblado
17005,67.36,Poblado
17006,37.34,Poblado
17007,59.68,Poblado
17008,349.6,Poblado
17009,75.47,Poblado
17010,33.02,Poblado
17011,170.6,Poblado
17012,133.09,Poblado
17013,193.62,Poblado
17014,18.88,Poblado
17015,1830.13,Poblado
17016,59.53,Poblado
17018,55.34,Poblado
17019,533.48,Poblado
17020,141.26,Poblado
17021,4.7,Despoblado11
17022,542.68,Poblado
17023,2265.13,Poblado
17024,45.87,Poblado
17025,256.94,Poblado
17026,79.24,Poblado
17027,765.67,Poblado
17028,10.53,Despoblado11
17029,24.91,Poblado
17030,63.03,Poblado
17031,4.41,Despoblado11
17032,106.33,Poblado
17033,141.3,Poblado
17034,341.89,Poblado
17035,45.64,Poblado
17036,98.77,Poblado
17037,7.27,Despoblado11
17038,62.78,Poblado
17039,23.51,Poblado
17040,16.77,Poblado
17041,15.67,Poblado
17042,23.29,Poblado
17043,1.99,Despoblado11
17044,231.23,Poblado
17046,1286.3,Poblado
17047,264.0,Poblado
17048,528.37,Poblado
17049,284.71,Poblado
17050,96.43,Poblado
17051,10.61,Despoblado11
17052,17.15,Poblado
17054,19.08,Poblado
17055,44.34,Poblado
17056,86.97,Poblado
17057,79.24,Poblado
17058,23.85,Poblado
17060,15.46,Poblado
17061,16.72,Poblado
17062,643.99,Poblado
17063,11.38,Despoblado11
17064,9.56,Despoblado11
17065,29.72,Poblado
17066,2457.84,Poblado
17067,167.69,Poblado
17068,16.08,Poblado
17069,17.64,Poblado
17070,16.74,Poblado
17071,85.9,Poblado
17073,229.98,Poblado
17074,72.89,Poblado
17075,23.53,Poblado
17076,18.91,Poblado
17077,42.98,Poblado
17078,15.31,Poblado
17079,2615.65,Poblado
17080,4.83,Despoblado11
17081,46.26,Poblado
17082,26.42,Poblado
17083,1281.66,Poblado
17084,29.07,Poblado
17085,57.7,Poblado
17086,58.28,Poblado
17087,39.35,Poblado
17088,61.95,Poblado
17089,114.84,Poblado
17090,49.03,Poblado
17091,21.69,Poblado
17092,173.36,Poblado
17093,58.89,Poblado
17094,115.78,Poblado
17095,793.76,Poblado
17096,1.93,Despoblado11
17097,21.76,Poblado
17098,27.22,Poblado
17099,2.55,Despoblado11
17100,22.77,Poblado
17101,30.97,Poblado
17102,10.86,Despoblado11
17103,160.56,Poblado
17105,13.35,Poblado
17106,32.3,Poblado
17107,8.29,Despoblado11
17109,10.52,Despoblado11
17110,135.93,Poblado
17111,77.43,Poblado
17112,5.52,Despoblado11
17114,1249.54,Poblado
17115,43.51,Poblado
17116,8.8,Despoblado11
17117,855.77,Poblado
17118,1303.44,Poblado
17119,12.04,Despoblado11
17120,90.19,Poblado
17121,25.99,Poblado
17123,24.67,Poblado
17124,97.86,Poblado
17125,5.06,Despoblado11
17126,66.4,Poblado
17128,56.32,Poblado
17129,21.67,Poblado
17130,37.55,Poblado
17132,44.43,Poblado
17133,45.65,Poblado
17134,16.59,Poblado
17135,60.02,Poblado
17136,19.56,Poblado
17137,139.33,Poblado
17138,118.12,Poblado
17139,199.47,Poblado
17140,24.18,Poblado
17141,511.17,Poblado
17142,100.55,Poblado
17143,4.34,Despoblado11
17144,44.83,Poblado
17145,42.98,Poblado
17146,157.43,Poblado
17147,145.51,Poblado
17148,48.0,Poblado
17149,21.71,Poblado
17150,156.09,Poblado
17151,38.18,Poblado
17152,433.35,Poblado
17153,55.74,Poblado
17154,4.02,Despoblado11
17155,4875.95,Poblado
17157,26.8,Poblado
17158,29.2,Poblado
17159,12.37,Despoblado11
17160,1395.1,Poblado
17161,43.03,Poblado
17162,5.39,Despoblado11
17163,81.99,Poblado
17164,69.08,Poblado
17165,123.3,Poblado
17166,67.06,Poblado
17167,60.5,Poblado
17168,155.11,Poblado
17169,196.84,Poblado
17170,5.72,Despoblado11
17171,7.1,Despoblado11
17172,15.43,Poblado
17173,14.11,Poblado
17174,6.96,Despoblado11
17175,212.08,Poblado
17176,21.19,Poblado
17177,82.48,Poblado
17178,114.07,Poblado
17180,190.45,Poblado
17181,79.75,Poblado
17182,195.85,Poblado
17183,7.11,Despoblado11
17184,32.61,Poblado
17185,95.34,Poblado
17186,1227.93,Poblado
17187,75.61,Poblado
17188,29.61,Poblado
17189,134.68,Poblado
17190,66.41,Poblado
17191,28.73,Poblado
17192,3.6,Despoblado11
17193,211.28,Poblado
17194,2.25,Despoblado11
17195,27.79,Poblado
17196,15.92,Poblado
17197,20.36,Poblado
17198,42.83,Poblado
17199,181.86,Poblado
17200,74.11,Poblado
17201,2.79,Despoblado11
17202,154.31,Poblado
17203,51.13,Poblado
17204,159.64,Poblado
17205,23.41,Poblado
17206,11.61,Despoblado11
17207,34.37,Poblado
17208,14.04,Poblado
17209,169.06,Poblado
17210,35.83,Poblado
17211,126.12,Poblado
17212,4.84,Despoblado11
17213,166.9,Poblado
17214,425.0,Poblado
17215,525.24,Poblado
17216,13.78,Poblado
17217,41.46,Poblado
17218,13.42,Poblado
17220,21.71,Poblado
17221,654.72,Poblado
17222,28.57,Poblado
17223,85.15,Poblado
17224,7.4,Despoblado11
17225,65.78,Poblado
17226,131.44,Poblado
17227,38.46,Poblado
17228,23.68,Poblado
17230,125.79,Poblado
17232,13.73,Poblado
17233,101.47,Poblado
17234,24.38,Poblado
17901,13.32,Poblado
17902,34.01,Poblado
17903,136.02,Poblado
18001,12.22,Despoblado11
18002,7.76,Despoblado11
18003,243.42,Poblado
18004,20.94,Poblado
18005,47.25,Poblado
18006,118.73,Poblado
18007,6.83,Despoblado11
18010,9.66,Despoblado11
18011,328.57,Poblado
18012,26.49,Poblado
18013,13.51,Poblado
18014,191.34,Poblado
18015,20.5,Poblado
18016,11.22,Despoblado21
18017,310.58,Poblado
18018,46.02,Poblado
18020,6.72,Despoblado21
18021,5658.47,Poblado
18022,406.31,Poblado
18023,37.19,Poblado
18024,42.24,Poblado
18025,19.89,Poblado
18027,379.79,Poblado
18028,49.15,Poblado
18029,17.86,Poblado
18030,11.9,Despoblado11
18032,21.67,Poblado
18033,15.86,Poblado
18034,14.01,Poblado
18035,31.53,Poblado
18036,3189.09,Poblado
18037,57.24,Poblado
18038,34.28,Poblado
18039,18.63,Poblado
18040,14.72,Poblado
18042,9.44,Despoblado11
18043,42.92,Poblado
18044,9.77,Despoblado11
18045,11.83,Despoblado11
18046,9.87,Despoblado11
18047,1260.55,Poblado
18048,193.75,Poblado
18049,20.82,Poblado
18050,40.41,Poblado
18051,11.59,Despoblado21
18053,13.3,Poblado
18054,44.2,Poblado
18056,10.88,Despoblado11
18057,1807.73,Poblado
18059,265.16,Poblado
18061,13.77,Poblado
18062,2395.89,Poblado
18063,32.49,Poblado
18064,8.76,Despoblado11
18065,49.64,Poblado
18066,64.85,Poblado
18067,18.44,Poblado
18068,26.96,Poblado
18069,7.89,Despoblado11
18070,43.25,Poblado
18071,93.54,Poblado
18072,17.37,Poblado
18074,7.87,Despoblado11
18076,11.33,Despoblado11
18077,35.25,Poblado
18078,12.56,Poblado
18079,274.74,Poblado
18082,10.45,Despoblado11
18083,9.56,Despoblado21
18084,500.67,Poblado
18085,5.1,Despoblado11
18086,6.11,Despoblado11
18087,2630.52,Poblado
18088,15.17,Poblado
18089,56.95,Poblado
18093,170.38,Poblado
18094,12.16,Despoblado21
18095,272.62,Poblado
18096,10.76,Despoblado11
18097,10.8,Despoblado11
18098,15.3,Poblado
18099,20.34,Poblado
18100,263.24,Poblado
18101,2858.49,Poblado
18102,51.05,Poblado
18103,51.24,Poblado
18105,20.57,Poblado
18106,61.7,Poblado
18107,13.14,Poblado
18108,11.53,Despoblado21
18109,70.81,Poblado
18111,1064.5,Poblado
18112,11.14,Despoblado11
18114,16.83,Poblado
18115,270.58,Poblado
18116,59.82,Poblado
18117,10.84,Despoblado11
18119,54.26,Poblado
18120,14.18,Poblado
18121,9.97,Despoblado11
18122,45.73,Poblado
18123,5.4,Despoblado11
18124,12.28,Despoblado11
18126,70.34,Poblado
18127,4572.19,Poblado
18128,53.01,Poblado
18132,31.94,Poblado
18133,127.99,Poblado
18134,91.51,Poblado
18135,21.02,Poblado
18136,23.66,Poblado
18137,14.99,Poblado
18138,64.49,Poblado
18140,566.69,Poblado
18141,9.04,Despoblado11
18143,38.73,Poblado
18144,97.85,Poblado
18145,2094.82,Poblado
18146,4.07,Despoblado11
18147,43.73,Poblado
18148,17.61,Poblado
18149,291.59,Poblado
18150,100.21,Poblado
18151,18.03,Poblado
18152,9.3,Despoblado11
18153,1138.46,Poblado
18154,11.55,Despoblado21
18157,108.51,Poblado
18158,106.01,Poblado
18159,10.32,Despoblado11
18161,48.51,Poblado
18162,64.68,Poblado
18163,18.58,Poblado
18164,4.62,Despoblado11
18165,865.72,Poblado
18167,108.11,Poblado
18168,14.84,Poblado
18170,13.45,Poblado
18171,31.27,Poblado
18173,357.26,Poblado
18174,32.15,Poblado
18175,396.21,Poblado
18176,18.29,Poblado
18177,15.26,Poblado
18178,47.07,Poblado
18179,12.33,Despoblado21
18180,9.05,Despoblado11
18181,5.24,Despoblado11
18182,38.08,Poblado
18183,12.12,Despoblado11
18184,36.95,Poblado
18185,15.69,Poblado
18187,10.45,Despoblado11
18188,182.62,Poblado
18189,76.92,Poblado
18192,29.68,Poblado
18193,968.32,Poblado
18194,24.64,Poblado
18901,27.94,Poblado
18902,35.49,Poblado
18903,14.44,Poblado
18904,13.89,Poblado
18905,564.54,Poblado
18906,12.02,Despoblado21
18907,19.48,Poblado
18908,47.72,Poblado
18909,15.28,Poblado
18910,23.31,Poblado
18911,825.88,Poblado
18912,18.03,Poblado
18913,80.6,Poblado
18914,372.33,Poblado
18915,17.71,Poblado
18916,446.99,Poblado
19001,2.08,Despoblado11
19002,1.91,Despoblado11
19003,1.59,Despoblado11
19004,3.44,Despoblado11
19005,6.23,Despoblado11
19006,20.26,Poblado
19007,16.27,Poblado
19008,1.88,Despoblado11
19009,5.67,Despoblado11
19010,1.14,Despoblado11
19011,3.59,Despoblado11
19013,5.15,Despoblado11
19015,6.66,Despoblado11
19016,3.23,Despoblado11
19017,2.41,Despoblado11
19018,10.7,Despoblado11
19019,2.2,Despoblado11
19020,4.28,Despoblado11
19021,12.37,Despoblado11
19022,15.46,Poblado
19023,9.51,Despoblado11
19024,945.04,Poblado
19027,2.43,Despoblado11
19031,0.98,Despoblado11
19032,1.79,Despoblado11
19033,3.31,Despoblado11
19034,0.63,Despoblado11
19036,17.32,Poblado
19037,5.35,Despoblado11
19038,0.81,Despoblado11
19039,1.99,Despoblado11
19040,0.96,Despoblado11
19041,11.61,Despoblado21
19042,1.92,Despoblado11
19043,3.71,Despoblado11
19044,4.54,Despoblado11
19045,3.68,Despoblado11
19046,1784.1,Poblado
19047,3.26,Despoblado11
19048,0.71,Despoblado11
19049,1.33,Despoblado11
19050,2.15,Despoblado11
19051,2.43,Despoblado11
19052,1.61,Despoblado11
19053,9.51,Despoblado11
19054,3.45,Despoblado11
19055,3.23,Despoblado11
19057,2.67,Despoblado11
19058,310.63,Poblado
19059,1.58,Despoblado11
19060,2.13,Despoblado11
19061,1.72,Despoblado11
19064,1.72,Despoblado11
19065,1.1,Despoblado11
19066,5.45,Despoblado11
19067,0.41,Despoblado11
19070,6.31,Despoblado11
19071,245.18,Poblado
19073,2.41,Despoblado11
19074,7.51,Despoblado11
19075,5.77,Despoblado11
19076,1.78,Despoblado11
19078,2.15,Despoblado11
19079,0.56,Despoblado11
19080,5.45,Despoblado11
19081,2.87,Despoblado11
19082,6.43,Despoblado11
19086,9.59,Despoblado11
19087,1.52,Despoblado11
19088,6.66,Despoblado11
19089,2.2,Despoblado11
19090,2.96,Despoblado11
19091,3.97,Despoblado11
19092,6.93,Despoblado11
19095,1.91,Despoblado11
19096,3.55,Despoblado11
19097,1.38,Despoblado11
19098,4.06,Despoblado11
19099,1.78,Despoblado11
19102,5.64,Despoblado11
19103,1.87,Despoblado11
19104,1.18,Despoblado11
19105,83.69,Poblado
19106,7.17,Despoblado11
19107,11.69,Despoblado11
19108,5.15,Despoblado11
19109,1.46,Despoblado11
19110,2.27,Despoblado11
19111,7.05,Despoblado11
19112,4.16,Despoblado11
19113,15.91,Poblado
19114,1.17,Despoblado11
19115,0.9,Despoblado11
19116,1.11,Despoblado11
19117,163.09,Poblado
19118,0.61,Despoblado11
19119,11.86,Despoblado21
19120,2.51,Despoblado11
19121,7.92,Despoblado11
19122,2.77,Despoblado11
19123,3.88,Despoblado11
19124,15.16,Poblado
19125,2.31,Despoblado11
19126,75.7,Poblado
19127,2.53,Despoblado11
19129,2.53,Despoblado11
19130,369.71,Poblado
19132,4.82,Despoblado11
19133,23.34,Poblado
19134,1.25,Despoblado11
19135,8.06,Despoblado11
19136,1.35,Despoblado11
19138,7.36,Despoblado11
19139,0.98,Despoblado11
19142,10.42,Despoblado11
19143,60.94,Poblado
19145,3.52,Despoblado11
19146,1.49,Despoblado11
19147,3.13,Despoblado11
19148,1.27,Despoblado11
19150,4.6,Despoblado11
19151,32.84,Poblado
19152,11.03,Despoblado21
19153,2.29,Despoblado11
19154,2.58,Despoblado11
19155,4.35,Despoblado11
19156,35.54,Poblado
19157,6.48,Despoblado11
19159,2.51,Despoblado11
19160,38.35,Poblado
19161,8.6,Despoblado11
19162,3.03,Despoblado11
19163,1.35,Despoblado11
19165,1.16,Despoblado11
19166,8.53,Despoblado11
19167,5.4,Despoblado11
19168,11.36,Despoblado11
19169,4.56,Despoblado11
19170,1.88,Despoblado11
19171,255.31,Poblado
19172,4.89,Despoblado11
19173,2.3,Despoblado11
19174,9.34,Despoblado21
19175,0.91,Despoblado11
19176,11.36,Despoblado21
19177,8.74,Despoblado11
19178,1.97,Despoblado11
19179,3.24,Despoblado11
19181,1.93,Despoblado11
19182,2.12,Despoblado11
19183,2.6,Despoblado11
19184,5.43,Despoblado11
19185,0.95,Despoblado11
19186,5.4,Despoblado11
19187,10.72,Despoblado11
19188,2.35,Despoblado11
19189,8.05,Despoblado11
19190,19.11,Poblado
19191,0.84,Despoblado11
19192,56.68,Poblado
19193,3.22,Despoblado11
19194,4.94,Despoblado11
19195,1.66,Despoblado11
19196,5.22,Despoblado11
19197,3.32,Despoblado11
19198,1.25,Despoblado11
19199,0.81,Despoblado11
19200,11.29,Despoblado11
19201,2.04,Despoblado11
19202,1.54,Despoblado11
19203,1.23,Despoblado11
19204,3.4,Despoblado11
19208,2.38,Despoblado11
19209,2.46,Despoblado11
19210,1.15,Despoblado11
19211,5.93,Despoblado11
19212,11.38,Despoblado11
19213,3.62,Despoblado11
19214,1.69,Despoblado11
19215,5.66,Despoblado11
19216,2.26,Despoblado11
19217,1.27,Despoblado11
19218,4.67,Despoblado11
19219,1.08,Despoblado11
19220,241.35,Poblado
19221,1.95,Despoblado11
19222,2.71,Despoblado11
19223,2.94,Despoblado11
19224,7.3,Despoblado11
19225,117.87,Poblado
19226,1.49,Despoblado11
19227,2.06,Despoblado11
19228,1.92,Despoblado11
19229,3.1,Despoblado11
19230,64.32,Poblado
19231,2.61,Despoblado11
19232,1.18,Despoblado11
19233,6.03,Despoblado11
19234,3.62,Despoblado11
19235,1.95,Despoblado11
19237,2.36,Despoblado11
19238,1.14,Despoblado11
19239,4.05,Despoblado11
19240,1.63,Despoblado11
19241,1.93,Despoblado11
19242,4.54,Despoblado11
19243,1.1,Despoblado11
19244,1.57,Despoblado11
19245,13.74,Poblado
19246,2.99,Despoblado11
19247,5.39,Despoblado11
19248,6.22,Despoblado11
19249,2.58,Despoblado11
19250,2.09,Despoblado11
19251,0.98,Despoblado11
19252,2.56,Despoblado11
19254,1.47,Despoblado11
19255,1.81,Despoblado11
19256,2.37,Despoblado11
19257,11.11,Despoblado21
19258,3.36,Despoblado11
19259,2.44,Despoblado11
19260,2.02,Despoblado11
19261,1.73,Despoblado11
19262,1.58,Despoblado11
19263,7.32,Despoblado11
19264,0.81,Despoblado11
19265,1.13,Despoblado11
19266,13.05,Poblado
19267,0.65,Despoblado11
19268,1.0,Despoblado11
19269,3.25,Despoblado11
19270,1.72,Despoblado11
19271,1.85,Despoblado11
19272,2.6,Despoblado11
19274,44.97,Poblado
19277,0.59,Despoblado11
19278,1.06,Despoblado11
19279,95.72,Poblado
19280,234.09,Poblado
19281,3.22,Despoblado11
19282,1.73,Despoblado11
19283,1.01,Despoblado11
19284,0.67,Despoblado11
19285,0.89,Despoblado11
19286,46.18,Poblado
19287,2.71,Despoblado11
19288,0.43,Despoblado11
19289,0.72,Despoblado11
19290,37.24,Poblado
19291,9.16,Despoblado11
19293,62.07,Poblado
19294,2.53,Despoblado11
19296,2.52,Despoblado11
19297,4.33,Despoblado11
19298,6.67,Despoblado11
19299,4.79,Despoblado11
19300,65.52,Poblado
19301,2.17,Despoblado11
19302,5.39,Despoblado11
19303,5.28,Despoblado11
19304,11.53,Despoblado11
19305,2.83,Despoblado11
19306,3.7,Despoblado11
19307,1.1,Despoblado11
19308,2.34,Despoblado11
19309,1.34,Despoblado11
19310,0.52,Despoblado11
19311,2.08,Despoblado11
19314,2.05,Despoblado11
19317,1.91,Despoblado11
19318,7.58,Despoblado11
19319,587.96,Poblado
19321,3.95,Despoblado11
19322,2.33,Despoblado11
19323,4.44,Despoblado11
19324,5.91,Despoblado11
19325,9.18,Despoblado11
19326,264.91,Poblado
19327,11.86,Despoblado11
19329,5.62,Despoblado11
19330,6.55,Despoblado11
19331,140.55,Poblado
19332,2.08,Despoblado11
19333,0.86,Despoblado11
19334,1.53,Despoblado11
19335,5.44,Despoblado11
19901,0.84,Despoblado11
20001,27.91,Poblado
20002,69.35,Poblado
20003,121.37,Poblado
20004,24.29,Poblado
20005,229.43,Poblado
20006,30.34,Poblado
20007,45.75,Poblado
20008,45.92,Poblado
20009,538.5,Poblado
20010,505.08,Poblado
20011,75.05,Poblado
20012,151.52,Poblado
20013,263.94,Poblado
20014,92.42,Poblado
20015,28.83,Poblado
20016,37.2,Poblado
20017,213.07,Poblado
20018,218.92,Poblado
20019,465.12,Poblado
20020,11.0,Despoblado11
20021,73.76,Poblado
20022,23.94,Poblado
20023,215.88,Poblado
20024,39.94,Poblado
20025,44.2,Poblado
20026,27.19,Poblado
20027,86.27,Poblado
20028,192.25,Poblado
20029,108.13,Poblado
20030,1108.43,Poblado
20031,9.25,Despoblado11
20032,293.12,Poblado
20033,67.8,Poblado
20034,102.56,Poblado
20035,28.93,Poblado
20036,588.61,Poblado
20037,21.14,Poblado
20038,33.74,Poblado
20039,262.84,Poblado
20040,511.48,Poblado
20041,76.98,Poblado
20042,837.3,Poblado
20043,77.4,Poblado
20044,242.5,Poblado
20045,1484.27,Poblado
20046,627.76,Poblado
20047,73.6,Poblado
20048,43.9,Poblado
20049,527.39,Poblado
20050,108.57,Poblado
20051,199.98,Poblado
20052,167.05,Poblado
20053,705.7,Poblado
20054,50.69,Poblado
20055,662.03,Poblado
20056,190.83,Poblado
20057,29.73,Poblado
20058,135.55,Poblado
20059,106.49,Poblado
20060,20.0,Poblado
20061,621.41,Poblado
20062,184.34,Poblado
20063,172.99,Poblado
20064,1399.21,Poblado
20065,274.47,Poblado
20066,17.81,Poblado
20067,1215.72,Poblado
20068,14.33,Poblado
20069,3089.21,Poblado
20070,158.46,Poblado
20071,529.42,Poblado
20072,276.65,Poblado
20073,239.16,Poblado
20074,192.02,Poblado
20075,330.55,Poblado
20076,1840.99,Poblado
20077,878.47,Poblado
20078,99.51,Poblado
20079,1621.67,Poblado
20080,524.86,Poblado
20081,897.52,Poblado
20901,78.1,Poblado
