Codigo Municipio,Deuda (Miles de €)
05092,0.0
05093,387.0
05094,0.0
05095,0.0
05096,0.0
05097,0.0
05099,0.0
05100,431.0
05101,0.0
05102,1145.0
05103,0.0
05104,0.0
05105,60.0
05106,0.0
05107,0.0
05108,0.0
05109,110.0
05110,721.0
05112,0.0
05113,0.0
05114,17.0
05115,0.0
05116,0.0
05117,56.0
05118,0.0
05119,0.0
05120,0.0
05121,0.0
05122,0.0
05123,0.0
05124,0.0
05125,0.0
05126,0.0
05127,11.0
05128,26.0
05129,0.0
05130,0.0
05131,0.0
05132,0.0
05133,0.0
05134,19.0
05135,0.0
05136,0.0
05138,0.0
05139,99.0
05140,0.0
05141,0.0
05142,0.0
05143,0.0
05144,0.0
05145,0.0
05147,0.0
05148,0.0
05149,0.0
05151,0.0
05152,22.0
05153,0.0
05154,0.0
05155,0.0
05156,0.0
05157,0.0
05158,18.0
05159,0.0
05160,0.0
05161,0.0
05162,0.0
05163,208.0
05164,0.0
05165,295.0
05166,70.0
05167,0.0
05168,1398.0
05169,60.0
05170,0.0
05171,0.0
05172,0.0
05173,0.0
05174,0.0
05175,0.0
05176,0.0
05177,84.0
05178,44.0
05179,37.0
05180,0.0
05181,0.0
05182,581.0
05183,0.0
05184,695.0
05185,0.0
05186,1068.0
05187,260.0
05188,0.0
05189,17.0
05190,0.0
05191,0.0
05192,0.0
05193,21.0
05194,27.0
05195,0.0
05196,0.0
05197,0.0
05198,0.0
05199,0.0
05200,0.0
05201,0.0
05204,98.0
05205,0.0
05206,0.0
05207,91.0
05208,12.0
05209,0.0
05210,0.0
05211,0.0
05212,0.0
05213,0.0
05214,0.0
05215,0.0
05216,0.0
05217,0.0
05218,0.0
05219,0.0
05220,43.0
05221,510.0
05222,0.0
05224,0.0
05225,0.0
05226,0.0
05227,0.0
05228,0.0
05229,12.0
05230,0.0
05231,0.0
05232,0.0
05233,0.0
05234,0.0
05235,0.0
05236,0.0
05237,0.0
05238,100.0
05239,0.0
05240,1565.0
05241,1357.0
05242,160.0
05243,0.0
05244,0.0
05245,0.0
05246,0.0
05247,0.0
05249,0.0
05251,0.0
05252,0.0
05253,0.0
05254,200.0
05256,0.0
05257,14.0
05258,67.0
05259,0.0
05260,0.0
05261,0.0
05262,296.0
05263,0.0
05264,0.0
05265,0.0
05266,0.0
05267,0.0
05901,0.0
05902,223.0
05903,0.0
05904,0.0
05905,0.0
09001,0.0
09003,0.0
09006,0.0
09007,0.0
09009,58.0
09010,0.0
09011,0.0
09012,68.0
09013,0.0
09014,0.0
09016,0.0
09017,0.0
09018,6189.0
09019,0.0
09020,0.0
09021,0.0
09022,0.0
09023,0.0
09024,0.0
09025,30.0
09026,0.0
09027,0.0
09029,0.0
09030,50.0
09032,0.0
09033,0.0
09034,0.0
09035,0.0
09036,0.0
09037,0.0
09038,0.0
09039,0.0
09041,0.0
09043,19.0
09044,0.0
09045,0.0
09046,0.0
09047,0.0
09048,0.0
09050,15.0
09051,0.0
09052,0.0
09054,40.0
09055,0.0
09056,2634.0
09057,0.0
09058,0.0
09059,147305.0
09060,110.0
09061,0.0
09062,0.0
09063,0.0
09064,78.0
09065,0.0
09066,0.0
09067,0.0
09068,0.0
09070,0.0
09071,0.0
09072,151.0
09073,446.0
09074,0.0
09075,0.0
09076,0.0
09077,86.0
09078,0.0
09079,0.0
09082,0.0
09083,0.0
09084,0.0
09085,0.0
09086,0.0
09088,0.0
09090,0.0
09091,35.0
09093,0.0
09094,41.0
09095,0.0
09098,0.0
09100,0.0
09101,0.0
09102,0.0
09103,0.0
09104,0.0
09105,0.0
09108,0.0
09109,0.0
09110,0.0
09112,0.0
09113,115.0
09114,0.0
09115,0.0
09117,11.0
09119,0.0
09120,0.0
09122,115.0
09123,0.0
09124,1299.0
09125,0.0
09127,0.0
09128,0.0
09129,102.0
09130,0.0
09131,0.0
09132,0.0
09133,0.0
09134,160.0
09135,0.0
09136,0.0
09137,0.0
09138,0.0
09139,0.0
09140,0.0
09141,12.0
09143,0.0
09144,0.0
09148,0.0
09149,0.0
09151,215.0
09152,0.0
09154,0.0
09155,0.0
09159,0.0
09160,0.0
09162,0.0
09163,0.0
09164,0.0
09166,0.0
09167,0.0
09168,93.0
09169,0.0
09170,0.0
09172,0.0
09173,0.0
09174,0.0
09175,0.0
09176,0.0
09177,0.0
09178,0.0
09179,0.0
09180,0.0
09181,0.0
09182,0.0
09183,0.0
09184,0.0
09189,0.0
09190,75.0
09191,0.0
09192,55.0
09194,458.0
09195,0.0
09196,0.0
09197,0.0
09198,0.0
09199,0.0
09200,0.0
09201,0.0
09202,0.0
09206,0.0
09208,0.0
09209,1998.0
09211,426.0
09213,0.0
09214,0.0
09215,89.0
09216,0.0
09217,0.0
09218,0.0
09219,19182.0
09220,0.0
09221,0.0
09223,409.0
09224,0.0
09225,0.0
09226,0.0
09227,0.0
09228,0.0
09229,0.0
09230,0.0
09231,35.0
09232,0.0
09235,32.0
09236,0.0
09238,434.0
09239,0.0
09241,0.0
09242,0.0
09243,0.0
09244,0.0
09246,0.0
09247,0.0
09248,20.0
09249,0.0
09250,0.0
09251,266.0
09253,0.0
09255,0.0
09256,356.0
09257,0.0
09258,0.0
09259,0.0
09261,0.0
09262,0.0
09265,67.0
09266,0.0
09267,0.0
09268,0.0
09269,0.0
09270,24.0
09272,40.0
09273,0.0
09274,373.0
09275,8.0
09276,0.0
09277,0.0
09279,24.0
09280,0.0
09281,6.0
09283,0.0
09287,0.0
09288,0.0
09289,96.0
09292,0.0
09294,0.0
09295,0.0
09297,0.0
09298,0.0
09301,0.0
09302,0.0
09303,0.0
09304,0.0
09306,0.0
09307,40.0
09308,0.0
09309,75.0
09310,0.0
09311,0.0
09312,14.0
09314,24.0
09315,0.0
09316,0.0
09317,0.0
09318,0.0
09321,2376.0
09323,0.0
09325,0.0
09326,0.0
09327,0.0
09328,0.0
09329,0.0
09330,40.0
09332,0.0
09334,0.0
09335,0.0
09337,0.0
09338,0.0
09339,0.0
09340,0.0
09343,33.0
09345,49.0
09346,0.0
09347,40.0
09348,0.0
09350,0.0
09351,0.0
09352,25.0
09353,0.0
09354,0.0
09355,0.0
09356,0.0
09358,0.0
09360,0.0
09361,0.0
09362,0.0
09363,0.0
09365,0.0
09366,0.0
09368,0.0
09369,0.0
09372,0.0
09373,0.0
09374,0.0
09375,0.0
09377,108.0
09378,0.0
09380,0.0
09381,0.0
09382,0.0
09384,0.0
09386,0.0
09387,0.0
09388,0.0
09389,0.0
09390,0.0
09391,6.0
09392,0.0
09394,481.0
09395,0.0
09396,0.0
09398,0.0
09400,47.0
09403,0.0
09405,0.0
09406,0.0
09407,0.0
09408,0.0
09409,0.0
09410,1073.0
09411,0.0
09412,0.0
09413,88.0
09414,0.0
09415,0.0
09416,0.0
09417,0.0
09418,0.0
09419,15.0
09421,0.0
09422,0.0
09423,0.0
09424,0.0
09425,0.0
09427,0.0
09428,15.0
09429,0.0
09430,0.0
09431,0.0
09432,16.0
09433,0.0
09434,1517.0
09437,0.0
09438,0.0
09439,0.0
09440,0.0
09441,0.0
09442,96.0
09443,0.0
09444,0.0
09445,0.0
09446,0.0
09447,0.0
09448,89.0
09449,0.0
09450,0.0
09451,0.0
09454,0.0
09455,0.0
09456,0.0
09458,0.0
09460,0.0
09463,0.0
09464,0.0
09466,0.0
09467,0.0
09471,0.0
09472,0.0
09473,0.0
09476,0.0
09478,0.0
09480,0.0
09482,0.0
09483,0.0
09485,0.0
09901,10.0
09902,0.0
09903,1404.0
09904,0.0
09905,0.0
09906,142.0
09907,561.0
09908,0.0
24001,0.0
24002,15.0
24003,0.0
24004,41.0
24005,0.0
24006,0.0
24007,0.0
24008,3871.0
24009,0.0
24010,3901.0
24011,51.0
24012,0.0
24014,2137.0
24015,226.0
24016,70.0
24017,0.0
24018,0.0
24019,11.0
24020,148.0
24021,214.0
24022,8.0
24023,47.0
24024,0.0
24025,0.0
24026,364.0
24027,0.0
24028,67.0
24029,92.0
24030,2285.0
24031,44.0
24032,0.0
24033,0.0
24034,974.0
24036,0.0
24037,84.0
24038,1554.0
24039,308.0
24040,0.0
24041,0.0
24042,1.0
24043,0.0
24044,0.0
24046,204.0
24047,0.0
24049,220.0
24050,0.0
24051,0.0
24052,0.0
24053,0.0
24054,0.0
24055,30.0
24056,1213.0
24057,151.0
24058,0.0
24059,191.0
24060,0.0
24061,89.0
24062,0.0
24063,0.0
24064,123.0
24065,515.0
24066,50.0
24067,37.0
24068,138.0
24069,0.0
24070,1752.0
24071,23.0
24073,152.0
24074,27.0
24076,0.0
24077,31.0
24078,127.0
24079,0.0
24080,0.0
24081,0.0
24082,925.0
24083,87.0
24084,0.0
24086,0.0
24087,0.0
24088,323.0
24089,88674.0
24090,0.0
24091,0.0
24092,0.0
24093,0.0
24094,0.0
24095,144.0
24096,0.0
24097,13.0
24098,28.0
24099,86.0
24100,72.0
24101,127.0
24102,0.0
24103,102.0
24104,0.0
24105,0.0
24106,27.0
24107,199.0
24108,0.0
24109,171.0
24110,0.0
24112,0.0
24113,90.0
24114,2101.0
24115,33282.0
24116,0.0
24117,0.0
24118,0.0
24119,301.0
24120,157.0
24121,204.0
24122,253.0
24123,0.0
24124,0.0
24125,0.0
24127,0.0
24129,0.0
24130,169.0
24131,0.0
24132,0.0
24133,141.0
24134,2642.0
24136,34.0
24137,237.0
24139,999.0
24141,38.0
24142,8910.0
24143,31.0
24144,0.0
24145,114.0
24146,48.0
24148,0.0
24149,0.0
24150,0.0
24151,25.0
24152,0.0
24153,0.0
24154,101.0
24155,0.0
24156,0.0
24157,813.0
24158,0.0
24159,109.0
24160,0.0
24161,1.0
24162,14.0
24163,1792.0
24164,0.0
24165,46.0
24166,69.0
24167,115.0
24168,67.0
24169,867.0
24170,303.0
24171,244.0
24172,0.0
24173,9.0
24174,0.0
24175,487.0
24176,0.0
24177,0.0
24178,38.0
24179,18.0
24180,0.0
24181,57.0
24182,0.0
24183,140.0
24184,0.0
24185,285.0
24187,47.0
24188,2295.0
24189,664.0
24190,0.0
24191,0.0
24193,0.0
24194,240.0
24196,587.0
24197,157.0
24198,39.0
24199,0.0
24201,0.0
24202,5808.0
24203,0.0
24205,93.0
24206,361.0
24207,24.0
24209,1053.0
24210,58.0
24211,0.0
24212,0.0
24213,0.0
24214,0.0
24215,0.0
24216,15.0
24217,0.0
24218,0.0
24219,203.0
24221,0.0
24222,7982.0
24223,220.0
24224,0.0
24225,0.0
24226,0.0
24227,0.0
24228,0.0
24229,0.0
24230,0.0
24901,90.0
24902,0.0
34001,0.0
34003,0.0
34004,3589.0
34005,117.0
34006,0.0
34009,0.0
34010,0.0
34011,0.0
34012,0.0
34015,9.0
34017,0.0
34018,22.0
34019,0.0
34020,0.0
34022,300.0
34023,2821.0
34024,0.0
34025,0.0
34027,387.0
34028,0.0
34029,205.0
34031,41.0
34032,0.0
34033,0.0
34034,34.0
34035,0.0
34036,9.0
34037,0.0
34038,0.0
34039,0.0
34041,0.0
34042,0.0
34045,34.0
34046,0.0
34047,919.0
34048,0.0
34049,0.0
34050,0.0
34051,0.0
34052,0.0
34053,0.0
34055,0.0
34056,0.0
34057,14.0
34058,66.0
34059,15.0
34060,0.0
34061,0.0
34062,0.0
34063,0.0
34066,0.0
34067,0.0
34068,0.0
34069,1070.0
34070,0.0
34071,0.0
34072,36.0
34073,0.0
34074,288.0
34076,0.0
34077,0.0
34079,489.0
34080,1445.0
34081,0.0
34082,0.0
34083,19.0
34084,0.0
34086,0.0
34087,0.0
34088,0.0
34089,0.0
34091,0.0
34092,8.0
34093,0.0
34094,0.0
34096,0.0
34098,106.0
34099,0.0
34100,0.0
34101,25.0
34102,0.0
34103,0.0
34104,0.0
34106,40.0
34107,0.0
34108,0.0
34109,0.0
34110,0.0
34112,0.0
34113,22.0
34114,0.0
34116,0.0
34120,31520.0
34121,0.0
34122,0.0
34123,1152.0
34124,0.0
34125,0.0
34126,0.0
34127,0.0
34129,0.0
34130,0.0
34131,0.0
34132,0.0
34133,0.0
34134,0.0
34135,0.0
34136,0.0
34137,0.0
34139,0.0
34140,0.0
34141,0.0
34143,0.0
34146,0.0
34147,0.0
34149,0.0
34151,0.0
34152,0.0
34154,0.0
34155,0.0
34156,0.0
34157,467.0
34158,256.0
34159,48.0
34160,0.0
34161,0.0
34163,0.0
34165,0.0
34167,0.0
34168,0.0
34169,0.0
34170,0.0
34171,0.0
34174,0.0
34175,0.0
34176,0.0
34177,0.0
34178,0.0
34179,0.0
34180,24.0
34181,0.0
34182,0.0
34184,0.0
34185,0.0
34186,0.0
34189,0.0
34190,0.0
34192,0.0
34196,0.0
34199,0.0
34201,0.0
34202,0.0
34204,0.0
34205,0.0
34206,264.0
34208,0.0
34210,0.0
34211,0.0
34213,0.0
34214,0.0
34215,51.0
34216,0.0
34217,0.0
34218,0.0
34220,0.0
34221,0.0
34222,0.0
34223,0.0
34224,0.0
34225,488.0
34227,0.0
34228,0.0
34229,0.0
34230,0.0
34231,104.0
34232,534.0
34233,0.0
34234,0.0
34236,0.0
34237,0.0
34238,0.0
34240,0.0
34241,0.0
34242,0.0
34243,0.0
34245,0.0
34246,0.0
34901,0.0
34902,0.0
34903,0.0
34904,0.0
37001,0.0
37002,0.0
37003,0.0
37004,0.0
37005,0.0
37006,0.0
37007,307.0
37008,1903.0
37009,0.0
37010,536.0
37011,0.0
37012,0.0
37013,0.0
37014,0.0
37015,0.0
37016,101.0
37017,0.0
37018,0.0
37019,63.0
37020,195.0
37021,0.0
37022,0.0
37023,0.0
37024,22.0
37025,43.0
37026,40.0
37027,61.0
37028,0.0
37029,0.0
37030,0.0
37031,0.0
37032,0.0
37033,11.0
37034,0.0
37035,0.0
37036,0.0
37037,0.0
37038,0.0
37039,17.0
37040,0.0
37041,0.0
37042,0.0
37044,0.0
37045,0.0
37046,2936.0
37047,0.0
37049,65.0
37050,0.0
37051,0.0
37052,80.0
37054,42.0
37055,0.0
37056,0.0
37057,37.0
37058,0.0
37059,0.0
37060,7.0
37061,32.0
37062,1.0
37063,0.0
37065,0.0
37067,855.0
37068,0.0
37069,0.0
37070,0.0
37071,0.0
37072,0.0
37073,0.0
37074,26.0
37077,0.0
37078,341.0
37079,40.0
37080,0.0
37081,0.0
37082,209.0
37083,12.0
37085,0.0
37086,0.0
37087,143.0
37088,0.0
37089,0.0
37090,0.0
37091,0.0
37092,0.0
37096,0.0
37097,0.0
37098,269.0
37099,0.0
37100,0.0
37101,0.0
37102,0.0
37103,102.0
37104,0.0
37106,0.0
37107,5050.0
37108,0.0
37109,0.0
37110,0.0
37112,0.0
37113,341.0
37114,0.0
37115,0.0
37116,70.0
37117,0.0
37118,0.0
37119,23.0
37120,29.0
37121,124.0
37122,0.0
37123,10.0
37124,110.0
37125,69.0
37126,0.0
37127,86.0
37128,20.0
37129,29.0
37130,44.0
37131,0.0
37132,0.0
37133,0.0
37134,0.0
37135,0.0
37136,0.0
37137,0.0
37138,0.0
37139,0.0
37140,633.0
37141,0.0
37142,0.0
37143,0.0
37144,0.0
37145,77.0
37146,0.0
37147,99.0
37148,0.0
37149,0.0
37150,0.0
37151,31.0
37152,74.0
37154,0.0
37155,41.0
37156,5899.0
37157,0.0
37158,41.0
37159,17.0
37160,0.0
37161,80.0
37162,0.0
37163,0.0
37164,22.0
37165,0.0
37166,0.0
37167,0.0
37168,300.0
37169,0.0
37170,1972.0
37171,304.0
37172,0.0
37173,10.0
37174,616.0
37175,80.0
37176,30.0
37177,0.0
37178,0.0
37179,0.0
37180,0.0
37181,33.0
37182,0.0
37183,245.0
37184,98.0
37185,0.0
37186,0.0
37187,105.0
37188,70.0
37189,0.0
37190,0.0
37191,0.0
37192,0.0
37193,238.0
37194,0.0
37195,0.0
37196,0.0
37197,42.0
37198,0.0
37199,74.0
37200,0.0
37201,0.0
37202,977.0
37203,0.0
37204,116.0
37205,106.0
37206,0.0
37207,0.0
37208,0.0
37209,0.0
37211,0.0
37212,51.0
37213,0.0
37214,0.0
37215,0.0
37216,0.0
37217,0.0
37218,0.0
37219,0.0
37221,175.0
37222,0.0
37223,0.0
37224,0.0
37225,0.0
37226,0.0
37228,0.0
37229,0.0
37230,11.0
37231,0.0
37232,0.0
37233,0.0
37234,50.0
37235,0.0
37236,0.0
37237,35.0
37238,0.0
37239,0.0
37240,0.0
37241,0.0
37242,65.0
37243,0.0
37244,0.0
37245,0.0
37246,2831.0
37247,13.0
37248,0.0
37249,0.0
37250,467.0
37251,0.0
37252,0.0
37253,0.0
37254,0.0
37255,0.0
37256,0.0
37257,0.0
37258,0.0
37259,0.0
37260,21.0
37261,34.0
37262,0.0
37263,0.0
37264,0.0
37265,0.0
37266,0.0
37267,0.0
37268,0.0
37269,13.0
37270,0.0
37271,85.0
37272,0.0
37273,0.0
37274,134337.0
37275,0.0
37276,0.0
37277,0.0
37278,105.0
37279,28.0
37280,0.0
37281,0.0
37282,174.0
37283,0.0
37284,0.0
37285,132.0
37286,86.0
37287,0.0
37288,8.0
37289,0.0
37290,0.0
37291,0.0
37292,0.0
37293,0.0
37294,1728.0
37296,0.0
37297,0.0
37298,0.0
37299,0.0
37300,250.0
37301,0.0
37302,362.0
37303,106.0
37304,0.0
37305,12.0
37306,298.0
37307,0.0
37309,0.0
37310,0.0
37311,0.0
37312,81.0
37313,285.0
37314,0.0
37315,0.0
37316,612.0
37317,13.0
37318,0.0
37319,0.0
37320,0.0
37321,0.0
37322,1145.0
37323,0.0
37324,0.0
37325,25.0
37327,0.0
37328,170.0
37329,0.0
37330,0.0
37331,0.0
37332,42.0
37333,0.0
37334,0.0
37335,0.0
37336,0.0
37337,29.0
37338,0.0
37339,0.0
37340,0.0
37341,0.0
37342,0.0
37343,0.0
37344,0.0
37345,0.0
37346,176.0
37347,82.0
37348,0.0
37349,0.0
37350,0.0
37351,0.0
37352,0.0
37353,0.0
37354,2470.0
37355,91.0
37356,0.0
37357,0.0
37358,0.0
37359,0.0
37360,0.0
37361,0.0
37362,1198.0
37363,0.0
37364,1227.0
37365,17.0
37366,0.0
37367,0.0
37368,0.0
37369,134.0
37370,0.0
37371,23.0
37372,90.0
37373,285.0
37374,179.0
37375,49.0
37376,1224.0
37377,0.0
37378,0.0
37379,24.0
37380,0.0
37381,0.0
37382,0.0
40001,76.0
40002,0.0
40003,22.0
40004,67.0
40005,0.0
40006,0.0
40007,0.0
40008,0.0
40009,0.0
40010,26.0
40012,0.0
40013,0.0
40014,22.0
40015,0.0
40016,0.0
40017,0.0
40018,0.0
40019,0.0
40020,97.0
40021,0.0
40022,0.0
40024,0.0
40025,0.0
40026,0.0
40028,11.0
40029,0.0
40030,0.0
40031,0.0
40032,124.0
40033,56.0
40034,32.0
40035,44.0
40036,46.0
40037,0.0
40039,174.0
40040,3859.0
40041,0.0
40043,794.0
40044,0.0
40045,0.0
40046,85.0
40047,0.0
40048,0.0
40049,0.0
40051,0.0
40052,0.0
40053,0.0
40054,0.0
40055,0.0
40056,0.0
40057,687.0
40058,0.0
40059,0.0
40060,25.0
40061,0.0
40062,0.0
40063,5580.0
40065,64.0
40068,25.0
40069,0.0
40070,0.0
40071,0.0
40072,0.0
40073,145.0
40074,0.0
40075,0.0
40076,2051.0
40077,206.0
40078,0.0
40079,198.0
40080,0.0
40081,0.0
40082,0.0
40083,0.0
40084,0.0
40086,231.0
40087,0.0
40088,0.0
40089,0.0
40091,25.0
40092,63.0
40093,0.0
40094,0.0
40095,116.0
40097,0.0
40099,0.0
40100,0.0
40101,143.0
40103,0.0
40104,0.0
40105,0.0
40106,11.0
40107,118.0
40108,0.0
40109,0.0
40110,32.0
40111,0.0
40112,1518.0
40113,0.0
40115,300.0
40118,0.0
40119,0.0
40120,0.0
40121,66.0
40122,0.0
40123,42.0
40124,69.0
40125,0.0
40126,0.0
40127,0.0
40128,21.0
40129,13.0
40130,0.0
40131,0.0
40132,0.0
40134,102.0
40135,129.0
40136,45.0
40138,769.0
40139,0.0
40140,0.0
40141,0.0
40142,0.0
40143,0.0
40144,0.0
40145,58.0
40146,42.0
40148,77.0
40149,0.0
40150,41.0
40151,11.0
40152,0.0
40154,0.0
40155,3647.0
40156,0.0
40157,0.0
40158,0.0
40159,0.0
40160,0.0
40161,0.0
40162,0.0
40163,0.0
40164,0.0
40165,0.0
40166,0.0
40168,0.0
40170,0.0
40171,0.0
40172,0.0
40173,0.0
40174,336.0
40176,394.0
40177,0.0
40178,19.0
40179,150.0
40180,106.0
40181,4738.0
40182,0.0
40183,0.0
40184,108.0
40185,741.0
40186,0.0
40188,0.0
40189,0.0
40190,0.0
40191,30.0
40192,0.0
40193,0.0
40194,23378.0
40195,269.0
40196,0.0
40198,0.0
40199,0.0
40200,0.0
40201,0.0
40202,0.0
40203,1211.0
40204,0.0
40205,14.0
40206,63.0
40207,0.0
40208,232.0
40210,0.0
40211,0.0
40212,0.0
40213,0.0
40214,58.0
40215,0.0
40216,0.0
40218,0.0
40219,242.0
40220,0.0
40221,0.0
40222,0.0
40223,0.0
40224,0.0
40225,195.0
40228,255.0
40229,0.0
40230,0.0
40231,23.0
40233,0.0
40234,0.0
40901,0.0
40902,15.0
40903,0.0
40904,0.0
40905,0.0
40906,1002.0
42001,552.0
42003,0.0
42004,389.0
42006,0.0
42007,0.0
42008,0.0
42009,0.0
42010,7.0
42011,0.0
42012,0.0
42013,0.0
42014,0.0
42015,0.0
42016,0.0
42017,0.0
42018,0.0
42019,150.0
42020,1525.0
42021,0.0
42022,31.0
42023,0.0
42024,0.0
42025,447.0
42026,0.0
42027,0.0
42028,0.0
42029,0.0
42030,21.0
42031,0.0
42032,79.0
42033,0.0
42034,0.0
42035,272.0
42036,0.0
42037,0.0
42038,0.0
42039,197.0
42041,0.0
42042,0.0
42043,246.0
42044,0.0
42045,359.0
42046,0.0
42048,0.0
42049,0.0
42050,0.0
42051,0.0
42052,0.0
42053,0.0
42054,0.0
42055,0.0
42056,0.0
42057,48.0
42058,32.0
42059,0.0
42060,71.0
42061,40.0
42062,0.0
42063,0.0
42064,0.0
42065,0.0
42068,0.0
42069,0.0
42070,0.0
42071,0.0
42073,0.0
42075,0.0
42076,0.0
42078,242.0
42079,0.0
42080,0.0
42081,0.0
42082,0.0
42083,0.0
42084,0.0
42085,0.0
42086,0.0
42087,0.0
42088,0.0
42089,0.0
42090,0.0
42092,69.0
42093,0.0
42094,0.0
42095,0.0
42096,48.0
42097,0.0
42098,0.0
42100,0.0
42103,588.0
42105,28.0
42106,0.0
42107,161.0
42108,0.0
42110,98.0
42111,221.0
42113,0.0
42115,0.0
42116,30.0
42117,0.0
42118,0.0
42119,0.0
42120,0.0
42121,22.0
42123,0.0
42124,0.0
42125,0.0
42127,0.0
42128,0.0
42129,22.0
42130,0.0
42131,0.0
42132,88.0
42134,2557.0
42135,164.0
42139,0.0
42140,0.0
42141,56.0
42142,29.0
42144,0.0
42145,0.0
42148,0.0
42149,283.0
42151,0.0
42152,0.0
42153,0.0
42154,0.0
42155,42.0
42156,0.0
42157,0.0
42158,0.0
42159,0.0
42160,0.0
42161,57.0
42162,139.0
42163,0.0
42164,71.0
42165,90.0
42166,0.0
42167,58.0
42168,0.0
42171,120.0
42172,0.0
42173,21453.0
42174,0.0
42175,0.0
42176,0.0
42177,0.0
42178,0.0
42181,0.0
42182,0.0
42183,0.0
42184,0.0
42185,0.0
42187,0.0
42188,150.0
42189,0.0
42190,0.0
42191,9.0
42192,0.0
42193,0.0
42194,0.0
42195,0.0
42196,46.0
42197,0.0
42198,71.0
42200,0.0
42201,0.0
42202,0.0
42204,0.0
42205,0.0
42206,0.0
42207,0.0
42208,0.0
42209,142.0
42211,98.0
42212,0.0
42213,0.0
42215,141.0
42216,0.0
42217,0.0
42218,48.0
42219,0.0
47001,0.0
47002,0.0
47003,0.0
47004,24.0
47005,0.0
47006,0.0
47007,0.0
47008,0.0
47009,24.0
47010,1623.0
47011,77.0
47012,0.0
47013,0.0
47014,30.0
47015,0.0
47016,38.0
47017,0.0
47018,0.0
47019,0.0
47020,11.0
47021,0.0
47022,0.0
47023,1890.0
47024,0.0
47025,20.0
47026,8.0
47027,874.0
47028,0.0
47029,0.0
47030,0.0
47031,0.0
47032,0.0
47033,0.0
47034,6.0
47035,143.0
47036,0.0
47037,0.0
47038,0.0
47039,0.0
47040,10.0
47041,57.0
47042,0.0
47043,28.0
47044,0.0
47045,9.0
47046,0.0
47047,0.0
47048,0.0
47049,7.0
47050,2175.0
47051,38.0
47052,2903.0
47053,0.0
47054,193.0
47055,0.0
47056,0.0
47057,0.0
47058,85.0
47059,0.0
47060,37.0
47061,46.0
47062,8.0
47063,0.0
47064,8.0
47065,398.0
47066,10.0
47067,33.0
47068,0.0
47069,0.0
47070,0.0
47071,97.0
47073,0.0
47074,0.0
47075,1801.0
47076,2860.0
47077,0.0
47078,30.0
47079,0.0
47080,0.0
47081,0.0
47082,141.0
47083,0.0
47084,630.0
47085,10152.0
47086,801.0
47087,0.0
47088,0.0
47089,11.0
47090,675.0
47091,0.0
47092,11.0
47093,0.0
47094,0.0
47095,0.0
47096,0.0
47097,0.0
47098,126.0
47099,108.0
47100,83.0
47101,523.0
47102,16.0
47103,96.0
47104,1327.0
47105,14.0
47106,0.0
47109,0.0
47110,11.0
47111,955.0
47112,687.0
47113,49.0
47114,2249.0
47115,0.0
47116,200.0
47117,12.0
47118,0.0
47119,0.0
47121,138.0
47122,158.0
47123,0.0
47124,0.0
47125,0.0
47126,0.0
47127,0.0
47128,0.0
47129,269.0
47130,10.0
47131,99.0
47132,0.0
47133,442.0
47134,8.0
47135,0.0
47137,0.0
47138,26.0
47139,124.0
47140,0.0
47141,0.0
47142,0.0
47143,0.0
47144,0.0
47145,257.0
47146,0.0
47147,0.0
47148,0.0
47149,0.0
47150,13.0
47151,0.0
47152,0.0
47153,10.0
47154,0.0
47155,133.0
47156,20.0
47157,308.0
47158,199.0
47159,213.0
47160,0.0
47161,2419.0
47162,0.0
47163,15.0
47164,289.0
47165,1725.0
47166,0.0
47167,0.0
47168,0.0
47169,0.0
47170,0.0
47171,233.0
47172,0.0
47173,58.0
47174,45.0
47175,3807.0
47176,0.0
47177,19.0
47178,6.0
47179,0.0
47180,0.0
47181,0.0
47182,0.0
47183,0.0
47184,93.0
47185,11.0
47186,204898.0
47187,0.0
47188,0.0
47189,0.0
47190,0.0
47191,0.0
47192,0.0
47193,0.0
47194,0.0
47195,0.0
47196,0.0
47197,0.0
47198,20.0
47199,0.0
47200,0.0
47203,0.0
47204,0.0
47205,0.0
47206,0.0
47207,0.0
47208,0.0
47209,0.0
47210,70.0
47211,9.0
47212,168.0
47213,0.0
47214,280.0
47215,27.0
47216,0.0
47217,17.0
47218,98.0
47219,0.0
47220,0.0
47221,0.0
47222,0.0
47223,0.0
47224,8.0
47225,0.0
47226,26.0
47227,0.0
47228,0.0
47229,0.0
47230,0.0
47231,0.0
47232,0.0
49002,0.0
49003,459.0
49004,0.0
49005,0.0
49006,0.0
49007,261.0
49008,668.0
49009,30.0
49010,0.0
49011,0.0
49012,0.0
49013,174.0
49014,0.0
49015,0.0
49016,0.0
49017,0.0
49018,0.0
49019,0.0
49020,54.0
49021,6253.0
49022,38.0
49023,303.0
49024,144.0
49025,0.0
49026,0.0
49027,0.0
49028,0.0
49029,59.0
49030,0.0
49031,0.0
49032,0.0
49033,188.0
49034,81.0
49035,0.0
49036,0.0
49037,0.0
49038,0.0
49039,0.0
49040,18.0
49041,0.0
49042,0.0
49043,22.0
49044,0.0
49046,0.0
49047,65.0
49048,0.0
49050,70.0
49052,31.0
49053,1154.0
49054,39.0
49055,0.0
49056,8.0
49057,0.0
49058,62.0
49059,0.0
49061,0.0
49062,32.0
49063,0.0
49064,359.0
49065,252.0
49066,0.0
49067,0.0
49068,0.0
