Codigo Municipio,Deuda (Miles de €)
22069,425.0
22072,0.0
22074,511.0
22075,24.0
22076,0.0
22077,0.0
22078,452.0
22079,322.0
22080,46.0
22081,106.0
22082,16.0
22083,408.0
22084,276.0
22085,20.0
22086,0.0
22087,0.0
22088,0.0
22089,0.0
22090,0.0
22094,16.0
22095,0.0
22096,0.0
22099,229.0
22102,0.0
22103,2240.0
22105,84.0
22106,0.0
22107,0.0
22109,162.0
22110,217.0
22111,0.0
22112,4252.0
22113,290.0
22114,69.0
22115,581.0
22116,1475.0
22117,2879.0
22119,358.0
22122,0.0
22124,70.0
22125,15617.0
22126,0.0
22127,0.0
22128,0.0
22129,124.0
22130,12563.0
22131,0.0
22133,264.0
22135,120.0
22136,708.0
22137,83.0
22139,0.0
22141,19.0
22142,15.0
22143,12.0
22144,20.0
22149,105.0
22150,0.0
22151,79.0
22155,0.0
22156,56.0
22157,0.0
22158,13282.0
22160,0.0
22162,0.0
22163,0.0
22164,0.0
22165,20.0
22167,167.0
22168,165.0
22170,2735.0
22172,0.0
22173,0.0
22174,476.0
22175,99.0
22176,32.0
22177,0.0
22178,16.0
22181,0.0
22182,227.0
22184,116.0
22186,48.0
22187,234.0
22188,0.0
22189,276.0
22190,24.0
22193,96.0
22195,77.0
22197,160.0
22199,6160.0
22200,169.0
22201,87.0
22202,0.0
22203,0.0
22204,222.0
22205,69.0
22206,88.0
22207,188.0
22208,196.0
22209,0.0
22212,295.0
22213,2999.0
22214,280.0
22215,53.0
22217,6.0
22218,0.0
22220,0.0
22221,47.0
22222,287.0
22223,0.0
22225,1423.0
22226,1021.0
22227,219.0
22228,157.0
22229,69.0
22230,0.0
22232,0.0
22233,38.0
22234,54.0
22235,0.0
22236,0.0
22239,80.0
22242,0.0
22243,0.0
22244,0.0
22245,48.0
22246,0.0
22247,0.0
22248,86.0
22249,0.0
22250,194.0
22251,60.0
22252,0.0
22253,0.0
22254,53.0
22901,527.0
22902,31.0
22903,141.0
22904,97.0
22905,83.0
22906,29.0
22907,1487.0
22908,49.0
22909,0.0
44001,39.0
44002,83.0
44003,0.0
44004,235.0
44005,69.0
44006,0.0
44007,0.0
44008,161.0
44009,671.0
44010,46.0
44011,0.0
44012,315.0
44013,11313.0
44014,2196.0
44016,457.0
44017,0.0
44018,0.0
44019,0.0
44020,0.0
44021,0.0
44022,238.0
44023,0.0
44024,0.0
44025,912.0
44026,117.0
44027,125.0
44028,0.0
44029,29.0
44031,0.0
44032,0.0
44033,148.0
44034,85.0
44035,80.0
44036,34.0
44037,326.0
44038,202.0
44039,101.0
44040,24.0
44041,28.0
44042,0.0
44043,48.0
44044,0.0
44045,150.0
44046,0.0
44047,0.0
44048,81.0
44049,449.0
44050,2346.0
44051,1196.0
44052,0.0
44053,170.0
44054,0.0
44055,0.0
44056,56.0
44059,385.0
44060,38.0
44061,0.0
44062,0.0
44063,377.0
44064,0.0
44065,0.0
44066,0.0
44067,289.0
44068,91.0
44070,0.0
44071,572.0
44074,0.0
44075,0.0
44076,469.0
44077,0.0
44080,0.0
44082,0.0
44084,0.0
44085,0.0
44086,130.0
44087,0.0
44088,15.0
44089,0.0
44090,34.0
44092,99.0
44093,0.0
44094,0.0
44096,60.0
44097,0.0
44099,933.0
44100,161.0
44101,0.0
44102,0.0
44103,68.0
44105,108.0
44106,0.0
44107,253.0
44108,146.0
44109,46.0
44110,0.0
44111,232.0
44112,0.0
44113,85.0
44114,153.0
44115,0.0
44116,0.0
44117,39.0
44118,0.0
44119,0.0
44120,0.0
44121,236.0
44122,602.0
44123,0.0
44124,0.0
44125,61.0
44126,425.0
44127,0.0
44128,0.0
44129,0.0
44130,0.0
44131,0.0
44132,0.0
44133,67.0
44135,37.0
44136,0.0
44137,61.0
44138,58.0
44141,0.0
44142,0.0
44143,41.0
44144,399.0
44145,484.0
44146,35.0
44147,44.0
44148,0.0
44149,58.0
44150,0.0
44151,393.0
44152,7.0
44153,2101.0
44154,0.0
44155,528.0
44156,0.0
44157,0.0
44158,516.0
44159,40.0
44160,307.0
44161,145.0
44163,169.0
44164,51.0
44165,78.0
44167,0.0
44168,0.0
44169,48.0
44171,95.0
44172,14.0
44173,0.0
44174,205.0
44175,0.0
44176,37.0
44177,0.0
44178,0.0
44179,75.0
44180,0.0
44181,0.0
44182,123.0
44183,8.0
44184,0.0
44185,0.0
44187,0.0
44189,0.0
44190,0.0
44191,99.0
44192,0.0
44193,78.0
44194,143.0
44195,69.0
44196,0.0
44197,0.0
44198,0.0
44199,0.0
44200,21.0
44201,394.0
44203,0.0
44204,0.0
44205,0.0
44206,51.0
44207,0.0
44208,0.0
44209,213.0
44210,185.0
44211,115.0
44212,0.0
44213,0.0
44215,105.0
44216,38102.0
44217,10.0
44218,0.0
44219,0.0
44220,197.0
44221,93.0
44222,0.0
44223,0.0
44224,0.0
44225,91.0
44226,24.0
44227,0.0
44228,40.0
44229,0.0
44230,21.0
44231,0.0
44232,0.0
44234,0.0
44235,0.0
44236,48.0
44237,76.0
44238,0.0
44239,0.0
44240,0.0
44241,137.0
44243,0.0
44244,118.0
44245,77.0
44246,707.0
44247,0.0
44249,0.0
44250,0.0
44251,0.0
44252,17.0
44256,0.0
44257,0.0
44258,0.0
44260,357.0
44261,0.0
44262,0.0
44263,47.0
44264,46.0
44265,0.0
44266,0.0
44267,0.0
44268,0.0
50001,0.0
50002,36.0
50003,0.0
50004,351.0
50005,389.0
50006,1249.0
50007,0.0
50008,1822.0
50009,121.0
50010,0.0
50011,101.0
50012,0.0
50013,68.0
50014,256.0
50015,0.0
50016,0.0
50017,0.0
50018,194.0
50019,0.0
50020,113.0
50021,0.0
50022,0.0
50023,10.0
50024,0.0
50025,8076.0
50026,290.0
50027,0.0
50028,64.0
50029,524.0
50030,213.0
50031,70.0
50032,13.0
50033,0.0
50034,1185.0
50035,0.0
50036,0.0
50037,0.0
50038,970.0
50039,0.0
50040,0.0
50041,0.0
50042,0.0
50043,0.0
50044,36.0
50045,132.0
50046,35.0
50047,0.0
50048,0.0
50050,0.0
50051,0.0
50052,38.0
50053,337.0
50054,0.0
50055,3145.0
50056,111.0
50057,1095.0
50058,0.0
50059,271.0
50060,0.0
50061,115.0
50062,142.0
50063,18.0
50064,444.0
50065,0.0
50066,2110.0
50067,8188.0
50068,158.0
50069,0.0
50070,0.0
50071,0.0
50072,26.0
50073,1443.0
50074,2838.0
50075,0.0
50076,62.0
50077,42.0
50078,303.0
50079,11.0
50080,0.0
50081,0.0
50082,40.0
50083,0.0
50084,0.0
50085,0.0
50086,0.0
50087,0.0
50088,351.0
50089,529.0
50090,0.0
50091,25.0
50092,0.0
50093,0.0
50094,1751.0
50095,6128.0
50096,0.0
50098,30.0
50099,4034.0
50100,0.0
50101,512.0
50102,493.0
50104,0.0
50105,300.0
50106,0.0
50107,0.0
50108,0.0
50109,45.0
50110,159.0
50111,12.0
50113,298.0
50114,720.0
50115,577.0
50116,123.0
50117,6.0
50118,837.0
50119,161.0
50120,49.0
50121,133.0
50122,0.0
50123,0.0
50124,361.0
50125,58.0
50126,1772.0
50128,43.0
50129,600.0
50130,85.0
50131,65.0
50132,0.0
50133,0.0
50134,0.0
50135,111.0
50136,123.0
50137,164.0
50138,0.0
50139,122.0
50140,139.0
50141,0.0
50142,0.0
50143,408.0
50144,0.0
50146,84.0
50147,453.0
50148,372.0
50149,0.0
50150,0.0
50151,48.0
50152,1113.0
50153,558.0
50154,39.0
50155,0.0
50156,36.0
50157,155.0
50159,51.0
50160,182.0
50161,24.0
50162,10.0
50163,1254.0
50164,61.0
50165,63.0
50166,39.0
50167,130.0
50168,0.0
50169,103.0
50170,0.0
50171,0.0
50172,43.0
50173,132.0
50174,0.0
50175,337.0
50176,270.0
50177,301.0
50178,169.0
50179,0.0
50180,109.0
50181,132.0
50182,9137.0
50183,0.0
50184,47.0
50185,64.0
50186,62.0
50187,0.0
50188,0.0
50189,654.0
50190,129.0
50191,0.0
50192,147.0
50193,22.0
50194,0.0
50195,0.0
50196,0.0
50197,0.0
50198,0.0
50199,73.0
50200,221.0
50201,0.0
50202,38.0
50203,0.0
50204,0.0
50205,0.0
50206,0.0
50207,0.0
50208,718.0
50209,492.0
50210,0.0
50211,0.0
50212,155.0
50213,33.0
50214,0.0
50215,0.0
50216,226.0
50217,120.0
50218,0.0
50219,1388.0
50220,0.0
50221,0.0
50222,63.0
50223,110.0
50224,0.0
50225,688.0
50227,38.0
50228,59.0
50229,0.0
50230,1515.0
50231,205.0
50232,13.0
50233,0.0
50234,126.0
50235,1483.0
50236,0.0
50237,67.0
50238,0.0
50239,0.0
50240,200.0
50241,233.0
50242,0.0
50243,168.0
50244,94.0
50245,0.0
50246,0.0
50247,0.0
50248,550.0
50249,111.0
50250,24.0
50251,9976.0
50252,6901.0
50253,140.0
50254,0.0
50255,0.0
50256,0.0
50257,61.0
50258,0.0
50259,0.0
50260,0.0
50261,37.0
50262,408.0
50263,68.0
50264,47.0
50265,0.0
50266,0.0
50267,97.0
50268,0.0
50269,121.0
50270,0.0
50271,52.0
50272,4073.0
50273,0.0
50274,0.0
50275,13.0
50276,0.0
50277,0.0
50278,179.0
50279,79.0
50280,77.0
50281,0.0
50282,0.0
50283,15.0
50284,0.0
50285,122.0
50286,0.0
50287,0.0
50288,168.0
50289,27.0
50290,89.0
50291,259.0
50292,56.0
50293,0.0
50294,0.0
50295,0.0
50296,0.0
50297,757000.0
50298,2660.0
50901,0.0
50902,0.0
50903,86.0
33001,0.0
33002,1605.0
33003,0.0
33004,29321.0
33005,131.0
33006,596.0
33007,0.0
33008,288.0
33009,78.0
33010,51.0
33011,2275.0
33012,1539.0
33013,0.0
33014,5501.0
33015,200.0
33016,7434.0
33017,1215.0
33018,0.0
33019,180.0
33020,3060.0
33021,888.0
33022,0.0
33023,1090.0
33024,167244.0
33025,4159.0
33026,4856.0
33027,0.0
33028,0.0
33029,0.0
33030,0.0
33031,12597.0
33032,3516.0
33033,4321.0
33034,2895.0
33035,6282.0
33036,10279.0
33037,12084.0
33038,0.0
33039,0.0
33040,2002.0
33041,1049.0
33042,1438.0
33043,107.0
33044,123933.0
33045,1713.0
33046,35.0
33047,0.0
33048,0.0
33049,3435.0
33050,0.0
33051,2682.0
33052,35.0
33053,65.0
33054,0.0
33055,1521.0
33056,809.0
33057,0.0
33058,0.0
33059,2171.0
33060,1807.0
33061,0.0
33062,0.0
33063,0.0
33064,0.0
33065,34.0
33066,15470.0
33067,0.0
33068,982.0
33069,138.0
33070,2419.0
33071,637.0
33072,200.0
33073,2443.0
33074,588.0
33075,0.0
33076,2014.0
33077,166.0
33078,0.0
07001,2638.0
07002,7994.0
07003,6485.0
07004,1856.0
07005,1817.0
07006,4708.0
07007,0.0
07008,6840.0
07009,745.0
07010,2256.0
07011,56501.0
07012,1065.0
07013,3109.0
07014,10420.0
07015,26294.0
07016,991.0
07017,150.0
07018,440.0
07019,718.0
07020,2301.0
07021,0.0
07022,7711.0
07023,1087.0
07024,8105.0
07025,411.0
07026,23578.0
07027,15936.0
07028,548.0
07029,1794.0
07030,330.0
07031,37195.0
07032,18917.0
07033,11750.0
07034,975.0
07035,236.0
07036,5345.0
07037,3808.0
07038,2197.0
07039,1162.0
07040,225217.0
07041,749.0
07042,5896.0
07043,1914.0
07044,5252.0
07045,1239.0
07046,7600.0
07047,497.0
07048,10008.0
07049,396.0
07050,1356.0
07051,8916.0
07052,5309.0
07053,539.0
07054,18345.0
07055,5676.0
07056,371.0
07057,8099.0
07058,1885.0
07059,1137.0
07060,828.0
07061,7084.0
07062,7909.0
07063,471.0
07064,3744.0
07065,1668.0
07901,0.0
07902,503.0
35001,180.0
35002,8958.0
35003,1558.0
35004,20546.0
35005,0.0
35006,3072.0
35007,2451.0
35008,3516.0
35009,10923.0
35010,0.0
35011,4961.0
35012,8754.0
35013,544.0
35014,14901.0
35015,28200.0
35016,99326.0
35017,7659.0
35018,14655.0
35019,24209.0
35020,4250.0
35021,5044.0
35022,16814.0
35023,4116.0
35024,17588.0
35025,32.0
35026,68397.0
35027,8603.0
35028,15357.0
35029,4563.0
35030,3423.0
35031,4346.0
35032,0.0
35033,250.0
35034,15369.0
38001,36276.0
38002,341.0
38003,0.0
38004,2110.0
38005,1662.0
38006,11284.0
38007,1448.0
38008,2383.0
38009,1078.0
38010,5254.0
38011,9025.0
38012,0.0
38013,3732.0
38014,481.0
38015,388.0
38016,899.0
38017,15198.0
38018,1181.0
38019,10964.0
38020,2418.0
38021,0.0
38022,7923.0
38023,52701.0
38024,4401.0
38025,62.0
38026,13517.0
38027,724.0
38028,16635.0
38029,961.0
38030,1610.0
38031,5851.0
38032,4432.0
38033,1985.0
38034,249.0
38035,9819.0
38036,6685.0
38037,9548.0
38038,84395.0
38039,2007.0
38040,4012.0
38041,877.0
38042,5022.0
38043,2758.0
38044,471.0
38045,2883.0
38046,5296.0
38047,727.0
38048,561.0
38049,307.0
38050,1344.0
38051,2055.0
38052,633.0
38053,307.0
38901,895.0
39001,244.0
39002,351.0
39003,0.0
39004,0.0
39005,380.0
39006,0.0
39007,0.0
39008,8158.0
39009,0.0
39010,0.0
39011,0.0
39012,700.0
39013,0.0
39014,0.0
39015,0.0
39016,7625.0
39017,0.0
39018,1221.0
39019,16.0
39020,11857.0
39021,59.0
39022,0.0
39023,843.0
39024,721.0
39025,1126.0
39026,549.0
39027,491.0
39028,575.0
39029,234.0
39030,0.0
39031,0.0
39032,0.0
39033,23.0
39034,0.0
39035,4653.0
39036,130.0
39037,671.0
39038,0.0
39039,68.0
39040,1841.0
39041,327.0
39042,2331.0
39043,0.0
39044,2567.0
39045,61.0
39046,0.0
39047,2491.0
39048,319.0
39049,0.0
39050,0.0
39051,0.0
39052,6376.0
39053,0.0
39054,1076.0
39055,519.0
39056,0.0
39057,76.0
39058,0.0
39059,731.0
39060,586.0
39061,0.0
39062,221.0
39063,160.0
39064,0.0
39065,0.0
39066,0.0
39067,222.0
39068,0.0
39069,0.0
39070,0.0
39071,207.0
39072,24.0
39073,1378.0
39074,1669.0
39075,123283.0
39076,636.0
39077,89.0
39078,54.0
39079,5634.0
39080,0.0
39081,0.0
39082,380.0
39083,0.0
39084,358.0
39085,2565.0
39086,0.0
39087,20027.0
39088,112.0
39089,0.0
39090,142.0
39091,0.0
39092,0.0
39093,19.0
39094,203.0
39095,520.0
39096,0.0
39097,55.0
39098,194.0
39099,168.0
39100,153.0
39101,0.0
39102,0.0
05001,11.0
05002,898.0
05005,0.0
05007,0.0
05008,0.0
05010,0.0
05012,0.0
05013,0.0
05014,3299.0
05015,0.0
05016,4454.0
05017,0.0
05018,0.0
05019,46334.0
05021,777.0
05022,340.0
05023,0.0
05024,0.0
05025,0.0
05026,83.0
05027,0.0
05029,0.0
05030,0.0
05033,0.0
05034,0.0
05035,70.0
05036,0.0
05037,0.0
05038,0.0
05039,0.0
05040,0.0
05041,1249.0
05042,0.0
05043,0.0
05044,0.0
05045,0.0
05046,0.0
05047,1188.0
05048,0.0
05049,0.0
05051,0.0
05052,0.0
05053,0.0
05054,405.0
05055,698.0
05056,8.0
05057,764.0
05058,0.0
05059,0.0
05060,0.0
05061,0.0
05062,0.0
05063,0.0
05064,0.0
05065,0.0
05066,349.0
05067,0.0
05069,0.0
05070,0.0
05072,0.0
05073,0.0
05074,60.0
05075,0.0
05076,0.0
05077,0.0
05078,15.0
05079,0.0
05080,0.0
05081,0.0
05082,868.0
05083,0.0
05084,0.0
05085,0.0
05086,0.0
05087,64.0
05088,0.0
05089,26.0
05090,0.0
