Codigo Municipio,Nacimientos,Matrimonios,Defunciones
10108,2.0,0.0,6.0
10109,1.0,2.0,33.0
10110,16.0,4.0,35.0
10111,9.0,6.0,26.0
10112,9.0,4.0,28.0
10113,19.0,4.0,40.0
10114,14.0,2.0,10.0
10115,29.0,13.0,41.0
10116,56.0,11.0,42.0
10117,0.0,0.0,3.0
10118,2.0,1.0,5.0
10119,3.0,0.0,22.0
10120,1.0,1.0,5.0
10121,80.0,30.0,99.0
10122,1.0,0.0,1.0
10123,1.0,1.0,11.0
10124,5.0,2.0,15.0
10125,2.0,2.0,15.0
10126,17.0,4.0,31.0
10127,62.0,15.0,35.0
10128,62.0,21.0,66.0
10129,1.0,1.0,6.0
10130,14.0,7.0,16.0
10131,195.0,51.0,162.0
10132,1.0,0.0,7.0
10133,11.0,9.0,20.0
10134,0.0,0.0,10.0
10135,9.0,5.0,11.0
10136,0.0,0.0,1.0
10137,3.0,1.0,5.0
10138,4.0,0.0,5.0
10139,0.0,0.0,2.0
10140,13.0,6.0,15.0
10141,3.0,0.0,6.0
10142,7.0,2.0,15.0
10143,0.0,0.0,3.0
10144,5.0,0.0,14.0
10145,0.0,0.0,0.0
10146,15.0,6.0,16.0
10147,8.0,2.0,20.0
10148,424.0,124.0,301.0
10149,2.0,2.0,9.0
10150,1.0,0.0,3.0
10151,2.0,1.0,4.0
10152,2.0,0.0,1.0
10153,0.0,0.0,9.0
10154,0.0,0.0,3.0
10155,7.0,3.0,15.0
10156,2.0,0.0,0.0
10157,1.0,1.0,2.0
10158,1.0,0.0,10.0
10159,2.0,1.0,4.0
10160,3.0,1.0,6.0
10901,15.0,3.0,9.0
10161,0.0,0.0,0.0
10162,0.0,0.0,7.0
10163,4.0,0.0,2.0
10164,4.0,1.0,13.0
10165,0.0,1.0,4.0
10166,0.0,0.0,6.0
10167,1.0,0.0,1.0
10168,0.0,0.0,2.0
10169,0.0,0.0,5.0
10170,1.0,0.0,8.0
10171,1.0,0.0,5.0
10172,4.0,2.0,13.0
10173,13.0,0.0,6.0
10174,0.0,0.0,2.0
10175,13.0,2.0,25.0
10176,1.0,1.0,5.0
10177,21.0,8.0,18.0
10178,6.0,1.0,7.0
10179,0.0,2.0,8.0
10180,111.0,14.0,57.0
10181,4.0,4.0,7.0
10182,0.0,0.0,2.0
10183,5.0,4.0,5.0
10184,7.0,2.0,13.0
10187,2.0,1.0,18.0
10188,4.0,2.0,14.0
10185,3.0,0.0,10.0
10186,5.0,1.0,9.0
10190,2.0,2.0,14.0
10189,17.0,4.0,56.0
10191,8.0,2.0,6.0
10192,4.0,0.0,14.0
10193,15.0,9.0,19.0
10194,2.0,1.0,7.0
10195,68.0,18.0,112.0
10196,1.0,0.0,6.0
10197,0.0,0.0,5.0
10198,8.0,3.0,13.0
10199,2.0,1.0,6.0
10200,3.0,0.0,9.0
10201,0.0,0.0,4.0
10202,7.0,0.0,8.0
10203,34.0,18.0,72.0
10204,4.0,1.0,6.0
10205,15.0,5.0,20.0
10902,4.0,0.0,7.0
10206,0.0,1.0,6.0
10207,0.0,0.0,9.0
10208,0.0,0.0,2.0
10209,2.0,1.0,4.0
10210,5.0,0.0,11.0
10211,3.0,6.0,7.0
10212,22.0,7.0,27.0
10214,0.0,1.0,3.0
10213,0.0,0.0,7.0
10215,0.0,0.0,9.0
10216,17.0,4.0,12.0
10217,3.0,2.0,10.0
10218,6.0,1.0,22.0
10219,8.0,6.0,31.0
11001,42.0,14.0,50.0
11002,38.0,11.0,47.0
11003,12.0,4.0,12.0
11004,1474.0,370.0,866.0
11005,47.0,22.0,66.0
11006,293.0,118.0,227.0
11007,211.0,52.0,167.0
11008,249.0,93.0,142.0
11901,67.0,36.0,46.0
11009,3.0,2.0,5.0
11010,69.0,22.0,58.0
11011,23.0,8.0,20.0
11012,956.0,350.0,1203.0
11013,43.0,9.0,27.0
11015,1027.0,307.0,433.0
11016,177.0,48.0,124.0
11014,287.0,48.0,140.0
11017,35.0,13.0,37.0
11018,19.0,5.0,25.0
11019,16.0,5.0,23.0
11020,2350.0,746.0,1474.0
11021,91.0,20.0,86.0
11022,696.0,186.0,575.0
11023,135.0,31.0,95.0
11024,77.0,19.0,86.0
11025,63.0,19.0,49.0
11026,55.0,15.0,68.0
11027,982.0,333.0,573.0
11028,455.0,167.0,252.0
11029,77.0,25.0,45.0
11030,369.0,123.0,191.0
11031,1014.0,334.0,648.0
11902,37.0,17.0,31.0
11033,322.0,69.0,169.0
11032,755.0,257.0,451.0
11034,19.0,0.0,39.0
11035,156.0,48.0,155.0
11036,5.0,1.0,8.0
11037,63.0,28.0,59.0
11038,174.0,60.0,149.0
11039,129.0,41.0,121.0
11040,1.0,0.0,2.0
11041,107.0,38.0,92.0
11042,12.0,1.0,26.0
39001,16.0,6.0,27.0
39002,47.0,15.0,42.0
39003,1.0,0.0,4.0
39004,3.0,7.0,23.0
39005,17.0,10.0,12.0
39006,14.0,4.0,25.0
39007,4.0,1.0,12.0
39008,186.0,90.0,141.0
39009,49.0,21.0,31.0
39010,1.0,2.0,14.0
39011,26.0,11.0,28.0
39012,80.0,30.0,84.0
39013,6.0,2.0,9.0
39014,6.0,1.0,19.0
39015,4.0,0.0,16.0
39016,276.0,122.0,208.0
39027,37.0,12.0,26.0
39017,6.0,1.0,16.0
39018,103.0,36.0,33.0
39019,26.0,27.0,27.0
39020,333.0,148.0,188.0
39021,2.0,0.0,8.0
39022,15.0,3.0,14.0
39023,80.0,22.0,44.0
39024,19.0,14.0,30.0
39025,108.0,48.0,108.0
39026,16.0,8.0,29.0
39028,99.0,32.0,26.0
39029,5.0,2.0,6.0
39030,24.0,20.0,28.0
39031,19.0,13.0,9.0
39032,6.0,4.0,9.0
39033,2.0,0.0,11.0
39034,2.0,1.0,3.0
39035,93.0,24.0,130.0
39036,21.0,0.0,11.0
39037,9.0,6.0,32.0
39038,22.0,14.0,19.0
39039,4.0,2.0,11.0
39040,43.0,21.0,44.0
39041,10.0,4.0,19.0
39042,69.0,36.0,51.0
39043,10.0,12.0,13.0
39044,39.0,29.0,36.0
39045,3.0,1.0,6.0
39046,7.0,2.0,22.0
39047,22.0,6.0,23.0
39048,14.0,10.0,14.0
39049,2.0,1.0,4.0
39050,5.0,1.0,8.0
39051,0.0,0.0,1.0
39052,358.0,148.0,130.0
39053,0.0,1.0,3.0
39054,77.0,28.0,47.0
39055,9.0,6.0,17.0
39056,33.0,15.0,38.0
39057,21.0,13.0,36.0
39058,8.0,2.0,11.0
39059,68.0,20.0,156.0
39060,90.0,40.0,84.0
39061,30.0,15.0,31.0
39062,21.0,10.0,13.0
39063,1.0,2.0,22.0
39064,12.0,6.0,19.0
39065,0.0,1.0,4.0
39066,6.0,3.0,9.0
39067,2.0,4.0,13.0
39068,7.0,6.0,9.0
39069,29.0,8.0,26.0
39070,1.0,1.0,0.0
39071,1.0,0.0,5.0
39072,1.0,0.0,9.0
39080,25.0,10.0,51.0
39073,136.0,43.0,70.0
39074,119.0,63.0,62.0
39075,1470.0,520.0,1834.0
39076,31.0,26.0,44.0
39077,2.0,1.0,8.0
39078,11.0,4.0,24.0
39079,98.0,43.0,129.0
39081,3.0,1.0,3.0
39082,18.0,7.0,23.0
39083,6.0,1.0,17.0
39084,12.0,3.0,8.0
39085,77.0,39.0,69.0
39086,1.0,1.0,4.0
39087,413.0,168.0,561.0
39088,0.0,0.0,1.0
39089,0.0,0.0,4.0
39090,10.0,6.0,9.0
39095,29.0,9.0,31.0
39091,18.0,7.0,29.0
39092,7.0,4.0,22.0
39093,0.0,2.0,7.0
39094,2.0,1.0,17.0
39101,1.0,1.0,7.0
39096,3.0,3.0,12.0
39097,7.0,1.0,20.0
39098,14.0,6.0,29.0
39099,23.0,16.0,35.0
39100,6.0,1.0,14.0
39102,16.0,13.0,26.0
12002,2.0,1.0,2.0
12003,12.0,2.0,22.0
12004,62.0,13.0,73.0
12005,98.0,33.0,80.0
12006,0.0,1.0,4.0
12007,8.0,1.0,5.0
12008,1.0,0.0,1.0
12009,375.0,138.0,189.0
12010,0.0,0.0,1.0
12011,52.0,29.0,58.0
12901,50.0,25.0,34.0
12012,40.0,10.0,39.0
12013,0.0,2.0,4.0
12014,1.0,1.0,3.0
12015,0.0,0.0,0.0
12016,12.0,9.0,28.0
12001,8.0,4.0,20.0
12017,0.0,0.0,3.0
12018,3.0,0.0,4.0
12020,5.0,0.0,4.0
12022,2.0,0.0,7.0
12024,0.0,0.0,1.0
12025,1.0,0.0,4.0
12026,8.0,1.0,24.0
12027,316.0,67.0,217.0
12028,161.0,58.0,79.0
12029,11.0,3.0,18.0
12021,39.0,15.0,53.0
12032,389.0,113.0,323.0
12031,56.0,32.0,30.0
12033,36.0,8.0,45.0
12034,18.0,9.0,17.0
12036,4.0,3.0,14.0
12037,0.0,0.0,0.0
12038,2.0,0.0,2.0
12039,6.0,5.0,7.0
12040,1807.0,510.0,1237.0
12041,1.0,0.0,4.0
12042,4.0,2.0,21.0
12043,5.0,4.0,6.0
12044,3.0,1.0,9.0
12052,5.0,3.0,11.0
12053,19.0,5.0,23.0
12055,1.0,0.0,0.0
12056,0.0,0.0,8.0
12045,4.0,0.0,2.0
12046,2.0,1.0,7.0
12048,2.0,0.0,7.0
12049,5.0,4.0,4.0
12050,11.0,1.0,22.0
12051,1.0,0.0,7.0
12057,9.0,3.0,7.0
12058,1.0,0.0,2.0
12059,2.0,1.0,4.0
12060,2.0,3.0,6.0
12061,3.0,0.0,9.0
12063,0.0,0.0,1.0
12064,1.0,0.0,2.0
12065,1.0,0.0,6.0
12067,5.0,0.0,7.0
12068,0.0,0.0,1.0
12069,0.0,0.0,0.0
12070,11.0,0.0,16.0
12071,9.0,2.0,31.0
12074,7.0,4.0,12.0
12072,9.0,4.0,22.0
12073,1.0,0.0,5.0
12075,0.0,0.0,1.0
12076,0.0,0.0,6.0
12077,77.0,29.0,48.0
12078,2.0,3.0,17.0
12079,5.0,0.0,8.0
12080,15.0,5.0,38.0
12081,8.0,1.0,7.0
12082,146.0,35.0,130.0
12083,0.0,0.0,4.0
12084,272.0,89.0,195.0
12085,119.0,28.0,40.0
12087,0.0,0.0,0.0
12088,1.0,0.0,0.0
12089,76.0,33.0,60.0
12090,1.0,0.0,3.0
12093,0.0,0.0,0.0
12094,21.0,6.0,9.0
12091,0.0,0.0,3.0
12092,0.0,1.0,2.0
12095,5.0,6.0,19.0
12096,7.0,5.0,8.0
12097,0.0,0.0,0.0
12098,6.0,3.0,8.0
12101,5.0,0.0,7.0
12902,39.0,12.0,14.0
12099,10.0,2.0,7.0
12100,17.0,3.0,28.0
12102,10.0,2.0,6.0
12103,0.0,0.0,1.0
12104,84.0,29.0,92.0
12105,4.0,1.0,15.0
12106,14.0,8.0,17.0
12107,3.0,0.0,2.0
12108,6.0,1.0,9.0
12109,10.0,5.0,10.0
12110,1.0,1.0,5.0
12111,4.0,2.0,14.0
12112,1.0,0.0,2.0
12113,0.0,1.0,5.0
12114,1.0,1.0,3.0
12115,0.0,1.0,4.0
12116,0.0,0.0,0.0
12119,1.0,0.0,3.0
12120,1.0,0.0,3.0
12117,49.0,12.0,63.0
12118,0.0,0.0,2.0
12121,12.0,3.0,23.0
12122,10.0,4.0,18.0
12124,33.0,6.0,36.0
12125,0.0,1.0,5.0
12126,357.0,103.0,264.0
12123,0.0,0.0,0.0
12127,1.0,0.0,3.0
12128,16.0,3.0,16.0
12132,4.0,0.0,9.0
12134,1.0,1.0,5.0
12135,574.0,167.0,373.0
12136,23.0,6.0,37.0
12129,15.0,3.0,38.0
12130,2.0,0.0,10.0
12131,0.0,0.0,2.0
12133,0.0,0.0,4.0
12137,1.0,0.0,1.0
12138,318.0,79.0,252.0
12139,2.0,2.0,7.0
12140,14.0,4.0,22.0
12141,2.0,0.0,4.0
12142,0.0,1.0,4.0
13001,15.0,3.0,38.0
13002,8.0,3.0,34.0
13003,0.0,2.0,12.0
13004,7.0,4.0,21.0
13005,302.0,117.0,267.0
13006,4.0,1.0,7.0
13007,9.0,7.0,15.0
13008,4.0,0.0,7.0
13009,9.0,7.0,31.0
13010,6.0,2.0,11.0
13011,39.0,13.0,95.0
13012,5.0,1.0,3.0
13013,98.0,21.0,72.0
13014,3.0,0.0,10.0
13015,38.0,16.0,91.0
13016,5.0,4.0,34.0
13017,1.0,1.0,7.0
13903,2.0,2.0,9.0
13018,14.0,4.0,13.0
13019,69.0,25.0,69.0
13020,69.0,26.0,77.0
13021,2.0,2.0,6.0
13022,2.0,1.0,7.0
13023,127.0,46.0,97.0
13024,4.0,0.0,11.0
13025,4.0,0.0,4.0
13026,0.0,1.0,7.0
13027,20.0,14.0,50.0
13028,150.0,41.0,131.0
13029,0.0,0.0,1.0
13030,0.0,1.0,1.0
13031,30.0,24.0,24.0
13032,7.0,0.0,23.0
13033,11.0,4.0,32.0
13038,11.0,10.0,34.0
13034,809.0,293.0,542.0
13035,4.0,0.0,5.0
13036,7.0,1.0,16.0
13037,7.0,1.0,17.0
13039,168.0,65.0,148.0
13040,4.0,2.0,12.0
13041,1.0,0.0,3.0
13042,5.0,4.0,14.0
13043,0.0,0.0,5.0
13044,34.0,11.0,36.0
13045,3.0,0.0,16.0
13046,2.0,2.0,12.0
13047,89.0,22.0,80.0
13048,1.0,0.0,18.0
13049,8.0,3.0,11.0
13050,2.0,1.0,8.0
13904,7.0,2.0,3.0
13051,1.0,0.0,6.0
13052,88.0,31.0,109.0
13053,198.0,79.0,151.0
13054,44.0,15.0,71.0
13055,4.0,0.0,11.0
13056,211.0,71.0,86.0
13057,9.0,3.0,25.0
13058,69.0,16.0,50.0
13059,0.0,0.0,4.0
13060,0.0,0.0,5.0
13061,92.0,14.0,67.0
13062,11.0,3.0,8.0
13063,37.0,9.0,57.0
13064,41.0,19.0,25.0
13065,33.0,7.0,37.0
13066,55.0,13.0,17.0
13067,0.0,1.0,2.0
13068,13.0,3.0,11.0
13069,2.0,3.0,13.0
13070,9.0,3.0,12.0
13071,519.0,164.0,488.0
13072,8.0,0.0,5.0
13901,4.0,1.0,16.0
13902,10.0,0.0,9.0
13073,4.0,0.0,7.0
13074,9.0,3.0,15.0
13075,0.0,0.0,3.0
13076,1.0,4.0,7.0
13077,32.0,8.0,51.0
13078,134.0,26.0,147.0
13079,157.0,31.0,154.0
13080,2.0,0.0,8.0
13081,4.0,1.0,9.0
13082,410.0,108.0,312.0
13083,40.0,13.0,39.0
13084,4.0,2.0,25.0
13085,21.0,5.0,38.0
13086,1.0,0.0,7.0
13087,313.0,100.0,264.0
13088,4.0,1.0,12.0
13089,12.0,4.0,33.0
13090,8.0,4.0,13.0
13091,3.0,2.0,14.0
13092,16.0,10.0,35.0
13093,34.0,14.0,68.0
13094,0.0,1.0,1.0
13095,0.0,0.0,1.0
13096,106.0,28.0,95.0
13097,32.0,7.0,28.0
13098,17.0,5.0,37.0
14001,32.0,12.0,40.0
14002,127.0,44.0,114.0
14003,10.0,7.0,38.0
14004,13.0,4.0,22.0
14005,78.0,45.0,62.0
14006,22.0,3.0,16.0
14007,197.0,79.0,183.0
14008,34.0,16.0,46.0
14009,25.0,12.0,45.0
14010,45.0,19.0,51.0
14011,1.0,1.0,7.0
14012,69.0,25.0,75.0
14013,202.0,63.0,193.0
14014,16.0,14.0,37.0
14015,15.0,11.0,31.0
14016,12.0,6.0,24.0
14017,170.0,58.0,83.0
14018,45.0,24.0,39.0
14019,83.0,28.0,95.0
14020,2.0,0.0,8.0
14021,3450.0,1206.0,2624.0
14022,43.0,17.0,50.0
14023,16.0,10.0,28.0
14024,20.0,4.0,26.0
14025,21.0,8.0,46.0
14026,28.0,15.0,54.0
14027,99.0,35.0,104.0
14028,3.0,1.0,7.0
14029,30.0,6.0,72.0
14030,125.0,39.0,62.0
14031,4.0,2.0,19.0
14032,3.0,0.0,4.0
14033,23.0,11.0,13.0
14034,3.0,1.0,5.0
14035,46.0,19.0,99.0
14036,40.0,11.0,45.0
14037,28.0,7.0,54.0
14038,501.0,129.0,275.0
14039,10.0,5.0,41.0
14040,42.0,21.0,34.0
14041,40.0,22.0,35.0
14042,217.0,66.0,218.0
14043,87.0,31.0,91.0
14044,21.0,6.0,21.0
14045,42.0,13.0,34.0
14046,60.0,28.0,36.0
14047,22.0,6.0,9.0
14048,16.0,5.0,10.0
14049,215.0,56.0,207.0
14050,35.0,11.0,32.0
14051,8.0,6.0,43.0
14052,89.0,26.0,158.0
14053,65.0,23.0,70.0
14054,188.0,73.0,167.0
14055,188.0,80.0,223.0
14056,315.0,101.0,263.0
14057,64.0,25.0,63.0
14058,101.0,40.0,120.0
14059,7.0,3.0,11.0
14061,2.0,2.0,19.0
14060,69.0,30.0,44.0
14062,5.0,5.0,14.0
14063,9.0,4.0,17.0
14064,0.0,0.0,7.0
14065,32.0,11.0,25.0
14066,78.0,24.0,59.0
14067,76.0,24.0,28.0
14068,3.0,1.0,9.0
14069,66.0,16.0,116.0
14070,9.0,6.0,42.0
14071,9.0,2.0,25.0
14072,6.0,8.0,28.0
14073,21.0,12.0,45.0
14074,17.0,13.0,50.0
14075,4.0,0.0,5.0
15001,42.0,18.0,74.0
15002,395.0,185.0,131.0
15003,13.0,6.0,38.0
15004,52.0,19.0,55.0
15005,367.0,152.0,188.0
15006,28.0,16.0,94.0
15007,14.0,6.0,77.0
15008,41.0,12.0,62.0
15009,134.0,52.0,155.0
15010,5.0,1.0,34.0
15011,148.0,58.0,161.0
15012,29.0,16.0,49.0
15013,74.0,32.0,62.0
15014,27.0,8.0,70.0
15015,15.0,13.0,49.0
15016,34.0,11.0,56.0
15017,240.0,104.0,166.0
15018,5.0,7.0,22.0
15019,271.0,138.0,273.0
15901,22.0,9.0,68.0
15020,15.0,9.0,74.0
15021,59.0,30.0,60.0
15022,46.0,20.0,78.0
15023,57.0,22.0,75.0
15024,37.0,12.0,70.0
15025,12.0,3.0,18.0
15026,3.0,9.0,35.0
15027,14.0,5.0,24.0
15028,11.0,4.0,24.0
15029,35.0,11.0,107.0
15030,2055.0,937.0,2334.0
15031,314.0,136.0,193.0
15032,22.0,16.0,70.0
15033,24.0,4.0,33.0
15034,17.0,9.0,37.0
15035,103.0,47.0,131.0
15036,487.0,230.0,861.0
15037,23.0,7.0,44.0
15038,14.0,6.0,35.0
15039,2.0,2.0,22.0
15041,100.0,45.0,126.0
15040,29.0,10.0,48.0
15042,20.0,1.0,42.0
15043,19.0,13.0,105.0
15044,15.0,5.0,29.0
15045,19.0,5.0,73.0
15046,52.0,29.0,91.0
15047,11.0,6.0,44.0
15048,59.0,14.0,51.0
15049,3.0,1.0,26.0
15050,17.0,7.0,44.0
15051,24.0,22.0,60.0
15053,56.0,23.0,101.0
15052,26.0,14.0,68.0
15054,421.0,197.0,340.0
15055,31.0,25.0,62.0
15056,58.0,30.0,82.0
15057,96.0,47.0,157.0
15058,304.0,132.0,316.0
15059,130.0,46.0,117.0
15060,97.0,42.0,43.0
15061,24.0,18.0,117.0
15062,35.0,20.0,103.0
15063,23.0,11.0,45.0
15064,17.0,11.0,41.0
15065,65.0,36.0,84.0
15066,37.0,12.0,57.0
15067,70.0,31.0,78.0
15068,33.0,17.0,86.0
15069,60.0,25.0,108.0
15070,75.0,41.0,108.0
15071,63.0,21.0,110.0
15072,82.0,23.0,111.0
15073,261.0,92.0,272.0
15074,38.0,12.0,68.0
15075,119.0,67.0,137.0
15076,24.0,8.0,40.0
15077,62.0,27.0,134.0
15078,850.0,369.0,854.0
15079,7.0,1.0,26.0
15080,7.0,1.0,46.0
15081,7.0,4.0,22.0
15082,174.0,82.0,147.0
15083,5.0,2.0,32.0
15084,13.0,4.0,66.0
15085,17.0,10.0,77.0
15086,27.0,7.0,42.0
15088,20.0,10.0,64.0
15087,38.0,18.0,94.0
15089,39.0,20.0,60.0
15091,4.0,3.0,17.0
15090,7.0,2.0,25.0
15092,38.0,16.0,125.0
15093,24.0,9.0,78.0
16001,0.0,0.0,2.0
16002,0.0,0.0,2.0
16003,2.0,0.0,0.0
16004,1.0,0.0,9.0
16005,1.0,2.0,3.0
16006,1.0,0.0,1.0
16007,18.0,5.0,16.0
16008,0.0,0.0,1.0
16009,1.0,0.0,2.0
16010,0.0,1.0,6.0
16011,0.0,0.0,0.0
16012,0.0,0.0,3.0
16013,0.0,0.0,0.0
16014,3.0,1.0,7.0
16015,2.0,1.0,10.0
16016,0.0,1.0,5.0
16017,1.0,0.0,4.0
16018,1.0,0.0,5.0
16019,1.0,0.0,4.0
16020,0.0,0.0,0.0
16905,19.0,9.0,16.0
16022,1.0,0.0,0.0
16024,1.0,0.0,0.0
16025,0.0,0.0,0.0
16026,2.0,0.0,1.0
16027,6.0,2.0,5.0
16029,0.0,0.0,2.0
16030,0.0,0.0,1.0
16031,0.0,1.0,0.0
16032,1.0,1.0,1.0
16033,6.0,5.0,36.0
16034,1.0,0.0,2.0
16035,1.0,0.0,2.0
16036,2.0,0.0,3.0
16038,0.0,0.0,3.0
16039,2.0,1.0,9.0
16040,1.0,1.0,2.0
16041,4.0,2.0,15.0
16042,13.0,5.0,21.0
16043,1.0,0.0,1.0
16044,0.0,0.0,0.0
16901,4.0,1.0,18.0
16045,0.0,1.0,7.0
16046,2.0,0.0,10.0
16047,0.0,0.0,3.0
16048,2.0,1.0,5.0
16049,1.0,0.0,5.0
16050,2.0,0.0,9.0
16051,0.0,0.0,1.0
16052,6.0,2.0,8.0
16053,0.0,2.0,4.0
16055,5.0,1.0,18.0
16056,1.0,0.0,9.0
16057,0.0,0.0,4.0
16058,0.0,0.0,4.0
16060,3.0,3.0,12.0
16061,6.0,0.0,9.0
16062,0.0,1.0,0.0
16063,1.0,0.0,3.0
16064,7.0,1.0,10.0
16065,0.0,0.0,7.0
16066,37.0,8.0,35.0
16067,0.0,0.0,4.0
16068,0.0,0.0,4.0
16070,0.0,0.0,1.0
16072,0.0,0.0,4.0
16071,0.0,0.0,1.0
16073,1.0,0.0,6.0
16023,8.0,6.0,13.0
16081,0.0,0.0,0.0
16074,0.0,0.0,2.0
16078,599.0,187.0,467.0
16079,0.0,0.0,1.0
16082,4.0,1.0,6.0
16083,0.0,0.0,3.0
16084,0.0,0.0,1.0
16085,2.0,1.0,1.0
16086,14.0,2.0,11.0
16087,1.0,0.0,3.0
16088,1.0,0.0,0.0
16904,3.0,4.0,5.0
16089,2.0,1.0,6.0
16091,0.0,0.0,0.0
16092,3.0,0.0,2.0
16093,0.0,0.0,2.0
16094,0.0,1.0,2.0
16095,1.0,0.0,7.0
16096,6.0,0.0,6.0
16097,0.0,1.0,5.0
16098,8.0,0.0,11.0
16099,1.0,0.0,5.0
16100,3.0,1.0,13.0
16101,0.0,0.0,2.0
16102,8.0,2.0,21.0
16103,0.0,0.0,8.0
16104,0.0,0.0,2.0
16106,33.0,20.0,42.0
16107,0.0,0.0,1.0
16108,1.0,0.0,0.0
16109,0.0,1.0,1.0
16110,0.0,0.0,1.0
16111,3.0,0.0,1.0
16112,7.0,4.0,30.0
16113,39.0,6.0,58.0
16115,0.0,0.0,0.0
16116,0.0,0.0,1.0
16117,14.0,7.0,30.0
16118,7.0,4.0,17.0
16119,0.0,0.0,2.0
16121,0.0,0.0,3.0
16122,5.0,0.0,7.0
16123,0.0,0.0,0.0
16124,16.0,4.0,25.0
16125,20.0,4.0,21.0
16126,5.0,2.0,7.0
16128,0.0,0.0,0.0
16129,0.0,0.0,2.0
16130,2.0,3.0,15.0
16131,0.0,0.0,0.0
16132,0.0,0.0,0.0
16133,80.0,18.0,78.0
16134,75.0,17.0,44.0
16135,1.0,0.0,6.0
16137,0.0,0.0,0.0
16139,0.0,0.0,7.0
16140,0.0,0.0,0.0
16141,0.0,0.0,5.0
16142,0.0,0.0,0.0
16143,0.0,0.0,0.0
16145,3.0,0.0,10.0
16146,0.0,0.0,2.0
16147,0.0,0.0,0.0
16148,2.0,0.0,10.0
16149,4.0,0.0,2.0
16150,0.0,0.0,1.0
16151,1.0,0.0,0.0
16152,1.0,0.0,0.0
16153,7.0,0.0,17.0
16154,63.0,13.0,64.0
16155,10.0,0.0,7.0
16156,0.0,0.0,4.0
16157,1.0,0.0,5.0
16158,9.0,3.0,7.0
16159,0.0,0.0,3.0
16160,0.0,0.0,3.0
16161,0.0,1.0,2.0
16162,1.0,0.0,1.0
16163,0.0,0.0,0.0
16165,0.0,0.0,1.0
16166,2.0,0.0,7.0
16908,2.0,0.0,4.0
16167,0.0,1.0,11.0
16169,0.0,0.0,1.0
16170,9.0,2.0,10.0
16171,19.0,11.0,27.0
16172,1.0,0.0,10.0
16174,0.0,0.0,12.0
16175,96.0,19.0,67.0
16176,0.0,0.0,1.0
16177,1.0,0.0,2.0
16181,0.0,0.0,1.0
16185,1.0,0.0,0.0
16186,1.0,3.0,9.0
16187,1.0,0.0,2.0
16188,0.0,0.0,7.0
16189,3.0,2.0,4.0
16190,32.0,39.0,84.0
16191,4.0,4.0,14.0
16192,0.0,0.0,0.0
16193,0.0,0.0,1.0
16194,1.0,0.0,4.0
16196,4.0,0.0,2.0
16195,3.0,0.0,11.0
16197,0.0,0.0,0.0
16198,12.0,3.0,23.0
16199,0.0,0.0,0.0
16909,3.0,2.0,6.0
16202,13.0,3.0,14.0
16203,164.0,44.0,70.0
16204,2.0,0.0,11.0
16205,1.0,2.0,2.0
16206,2.0,0.0,7.0
16209,0.0,0.0,4.0
16211,0.0,0.0,20.0
16212,0.0,0.0,6.0
16213,0.0,0.0,3.0
16215,2.0,0.0,4.0
16216,2.0,0.0,10.0
16217,0.0,1.0,2.0
16218,0.0,1.0,2.0
16219,1.0,0.0,5.0
16906,0.0,0.0,1.0
16224,0.0,0.0,0.0
16225,0.0,0.0,1.0
16227,1.0,0.0,1.0
16228,0.0,0.0,6.0
16902,0.0,0.0,1.0
16903,10.0,2.0,11.0
16231,0.0,0.0,0.0
16173,2.0,0.0,4.0
16234,0.0,0.0,1.0
16236,5.0,1.0,21.0
16237,0.0,0.0,0.0
16238,4.0,0.0,8.0
16239,1.0,0.0,2.0
16240,0.0,0.0,2.0
16242,2.0,0.0,6.0
16243,0.0,3.0,4.0
16244,10.0,1.0,6.0
16245,5.0,2.0,9.0
16246,1.0,0.0,13.0
16247,0.0,0.0,1.0
16248,10.0,0.0,18.0
16249,14.0,9.0,31.0
16250,0.0,0.0,3.0
16251,12.0,16.0,20.0
16253,4.0,0.0,5.0
16254,1.0,0.0,1.0
16255,0.0,0.0,7.0
16263,9.0,5.0,6.0
16258,0.0,0.0,5.0
16259,0.0,0.0,0.0
16910,0.0,2.0,1.0
16264,1.0,0.0,13.0
16265,0.0,0.0,0.0
16266,0.0,0.0,4.0
16269,2.0,1.0,8.0
16270,1.0,2.0,1.0
16271,10.0,0.0,11.0
16272,0.0,0.0,2.0
16273,5.0,2.0,5.0
16274,1.0,0.0,4.0
16275,0.0,0.0,0.0
16276,0.0,0.0,0.0
16277,0.0,0.0,1.0
16278,0.0,0.0,0.0
16279,2.0,2.0,10.0
16280,0.0,0.0,4.0
20001,5.0,0.0,6.0
20002,10.0,0.0,2.0
20016,35.0,15.0,19.0
20003,14.0,4.0,5.0
20004,7.0,1.0,0.0
20005,21.0,13.0,20.0
20006,6.0,4.0,2.0
20906,6.0,0.0,0.0
20007,5.0,0.0,3.0
20008,12.0,4.0,8.0
20009,159.0,80.0,104.0
20010,27.0,6.0,15.0
20011,31.0,13.0,13.0
20012,3.0,0.0,3.0
20013,71.0,32.0,55.0
20055,187.0,67.0,210.0
20014,24.0,4.0,6.0
20903,58.0,26.0,23.0
20015,21.0,9.0,15.0
20017,152.0,40.0,105.0
20018,179.0,42.0,124.0
20904,5.0,1.0,2.0
20019,148.0,51.0,102.0
20020,1.0,0.0,1.0
20021,1.0,1.0,4.0
20022,7.0,6.0,10.0
