Codigo Municipio,Nacimientos,Matrimonios,Defunciones
07902,14.0,0.0,7.0
07038,31.0,18.0,63.0
07039,88.0,20.0,80.0
07040,4137.0,1641.0,2918.0
07041,21.0,5.0,35.0
07044,181.0,44.0,125.0
07042,155.0,50.0,121.0
07043,51.0,19.0,61.0
07045,21.0,4.0,12.0
07059,52.0,14.0,39.0
07046,234.0,56.0,127.0
07049,19.0,6.0,33.0
07050,40.0,11.0,39.0
07048,215.0,83.0,97.0
07051,76.0,28.0,59.0
07052,47.0,13.0,38.0
07053,15.0,10.0,10.0
07054,268.0,116.0,178.0
07055,135.0,28.0,87.0
07056,86.0,45.0,57.0
07057,113.0,32.0,104.0
07058,35.0,11.0,35.0
07047,21.0,15.0,40.0
07060,40.0,29.0,41.0
07061,115.0,51.0,108.0
07062,126.0,44.0,58.0
07063,15.0,6.0,9.0
07065,35.0,12.0,25.0
08001,168.0,57.0,59.0
08002,1.0,0.0,2.0
08014,23.0,9.0,30.0
08003,101.0,25.0,81.0
08004,4.0,1.0,2.0
08005,87.0,35.0,59.0
08006,144.0,55.0,169.0
08007,97.0,39.0,66.0
08008,3.0,0.0,2.0
08009,114.0,41.0,95.0
08010,53.0,26.0,64.0
08011,23.0,8.0,22.0
08012,23.0,3.0,15.0
08013,7.0,6.0,8.0
08015,2488.0,753.0,1575.0
08904,138.0,41.0,101.0
08016,17.0,3.0,32.0
08017,41.0,14.0,30.0
08018,5.0,0.0,34.0
08252,417.0,130.0,187.0
08019,14851.0,5918.0,15433.0
08020,60.0,23.0,30.0
08021,1.0,0.0,0.0
08022,188.0,70.0,166.0
08023,112.0,33.0,47.0
08024,1.0,0.0,7.0
08025,26.0,13.0,8.0
08026,4.0,3.0,2.0
08027,10.0,2.0,3.0
08028,11.0,6.0,11.0
08029,43.0,19.0,29.0
08030,57.0,26.0,33.0
08031,40.0,9.0,32.0
08034,14.0,3.0,6.0
08033,184.0,64.0,103.0
08032,26.0,13.0,38.0
08035,172.0,69.0,193.0
08037,33.0,11.0,13.0
08038,29.0,8.0,16.0
08036,0.0,0.0,4.0
08039,3.0,1.0,3.0
08040,148.0,58.0,183.0
08041,198.0,58.0,104.0
08042,38.0,12.0,18.0
08043,50.0,11.0,17.0
08044,59.0,20.0,46.0
08045,3.0,0.0,0.0
08046,231.0,78.0,99.0
08047,28.0,15.0,54.0
08048,2.0,0.0,9.0
08049,11.0,11.0,21.0
08057,1.0,0.0,0.0
08052,1.0,0.0,0.0
08050,0.0,0.0,2.0
08051,250.0,79.0,157.0
08053,33.0,13.0,27.0
08054,156.0,36.0,64.0
08055,7.0,1.0,12.0
08056,712.0,268.0,386.0
08058,29.0,11.0,15.0
08060,0.0,0.0,5.0
08059,2.0,0.0,5.0
08061,21.0,7.0,15.0
08062,13.0,3.0,6.0
08063,8.0,6.0,6.0
08064,30.0,8.0,29.0
08065,15.0,4.0,10.0
08066,17.0,7.0,13.0
08067,90.0,31.0,71.0
08268,6.0,2.0,12.0
08266,491.0,160.0,370.0
08068,88.0,35.0,56.0
08069,38.0,18.0,19.0
08070,3.0,0.0,2.0
08071,0.0,0.0,1.0
08072,173.0,50.0,103.0
08073,904.0,270.0,634.0
08074,175.0,62.0,92.0
08075,60.0,21.0,41.0
08076,231.0,82.0,150.0
08077,400.0,134.0,362.0
08078,0.0,0.0,4.0
08079,2.0,1.0,7.0
08134,13.0,5.0,23.0
08080,1.0,0.0,1.0
08082,18.0,5.0,10.0
08081,3.0,3.0,4.0
08083,29.0,4.0,18.0
08084,14.0,5.0,5.0
08085,10.0,5.0,13.0
08086,266.0,87.0,121.0
08090,1.0,0.0,3.0
08087,2.0,0.0,1.0
08088,182.0,65.0,99.0
08089,514.0,141.0,330.0
08091,90.0,44.0,58.0
08092,50.0,22.0,55.0
08093,0.0,0.0,0.0
08094,27.0,14.0,17.0
08095,1.0,0.0,1.0
08096,663.0,210.0,394.0
08097,18.0,9.0,8.0
08099,6.0,0.0,11.0
08100,18.0,5.0,14.0
08101,2559.0,789.0,2002.0
08162,50.0,11.0,16.0
08102,459.0,135.0,385.0
08103,11.0,3.0,9.0
08104,10.0,4.0,14.0
08105,169.0,49.0,91.0
08107,136.0,43.0,66.0
08108,57.0,18.0,37.0
08106,100.0,26.0,70.0
08109,9.0,3.0,2.0
08110,171.0,72.0,165.0
08111,6.0,1.0,2.0
08112,243.0,54.0,174.0
08113,846.0,243.0,706.0
08242,3.0,4.0,4.0
08114,385.0,79.0,187.0
08115,52.0,13.0,45.0
08116,8.0,1.0,7.0
08117,27.0,7.0,26.0
08118,227.0,78.0,211.0
08119,96.0,26.0,61.0
08120,67.0,17.0,43.0
08121,1599.0,449.0,909.0
08122,22.0,7.0,28.0
08138,74.0,22.0,52.0
08123,320.0,101.0,159.0
08124,648.0,173.0,305.0
08128,3.0,3.0,10.0
08127,42.0,8.0,31.0
08125,394.0,106.0,222.0
08130,1.0,0.0,0.0
08131,11.0,5.0,14.0
08126,132.0,61.0,61.0
08132,3.0,0.0,5.0
08133,2.0,0.0,1.0
08135,86.0,34.0,59.0
08136,253.0,61.0,80.0
08137,3.0,3.0,2.0
08129,9.0,4.0,1.0
08139,2.0,2.0,2.0
08140,41.0,19.0,62.0
08141,58.0,17.0,63.0
08142,1.0,0.0,1.0
08143,47.0,13.0,25.0
08145,43.0,14.0,18.0
08146,28.0,8.0,17.0
08147,332.0,110.0,185.0
08148,37.0,8.0,18.0
08149,8.0,6.0,11.0
08144,5.0,2.0,13.0
08150,1.0,0.0,1.0
08151,3.0,5.0,6.0
08152,1.0,0.0,1.0
08153,9.0,4.0,9.0
08154,4.0,1.0,10.0
08155,108.0,39.0,55.0
08156,161.0,51.0,100.0
08157,130.0,48.0,82.0
08905,28.0,8.0,19.0
08158,45.0,14.0,31.0
08159,209.0,77.0,97.0
08160,0.0,2.0,4.0
08161,175.0,69.0,124.0
08163,257.0,106.0,185.0
08164,22.0,6.0,10.0
08165,29.0,9.0,17.0
08166,4.0,4.0,33.0
08167,152.0,37.0,36.0
08182,43.0,16.0,26.0
08168,6.0,6.0,6.0
08169,694.0,231.0,445.0
08171,24.0,9.0,35.0
08170,7.0,4.0,4.0
08230,85.0,36.0,44.0
08172,300.0,106.0,230.0
08174,13.0,6.0,3.0
08175,35.0,13.0,83.0
08176,4.0,1.0,2.0
08177,1.0,0.0,3.0
08178,4.0,5.0,2.0
08179,12.0,4.0,2.0
08180,501.0,119.0,208.0
08181,121.0,32.0,47.0
08183,78.0,25.0,61.0
08184,921.0,243.0,444.0
08185,2.0,1.0,0.0
08901,3.0,0.0,0.0
08187,2392.0,650.0,1654.0
08188,1.0,1.0,3.0
08190,1.0,0.0,2.0
08191,61.0,29.0,68.0
08194,406.0,120.0,257.0
08195,3.0,1.0,3.0
08196,347.0,101.0,186.0
08197,90.0,45.0,91.0
08198,67.0,26.0,40.0
08199,11.0,3.0,6.0
08200,863.0,276.0,616.0
08201,2.0,1.0,21.0
08203,45.0,20.0,12.0
08202,201.0,68.0,146.0
08204,58.0,16.0,19.0
08205,1019.0,357.0,423.0
08206,14.0,7.0,11.0
08207,24.0,8.0,10.0
08208,68.0,27.0,61.0
08210,87.0,34.0,35.0
08211,426.0,120.0,274.0
08212,12.0,4.0,10.0
08209,60.0,30.0,91.0
08213,97.0,50.0,56.0
08215,39.0,15.0,25.0
08193,18.0,6.0,11.0
08216,0.0,0.0,0.0
08218,103.0,30.0,78.0
08217,366.0,114.0,178.0
08903,1.0,2.0,3.0
08220,34.0,8.0,19.0
08221,133.0,55.0,113.0
08222,36.0,15.0,20.0
08223,16.0,15.0,35.0
08225,0.0,0.0,1.0
08224,4.0,5.0,5.0
08226,16.0,5.0,11.0
08227,34.0,13.0,42.0
08228,3.0,1.0,4.0
08229,6.0,3.0,9.0
08231,315.0,108.0,196.0
08232,33.0,11.0,26.0
08233,23.0,12.0,24.0
08234,48.0,21.0,27.0
08189,2.0,0.0,2.0
08235,44.0,17.0,31.0
08236,34.0,5.0,19.0
08237,23.0,6.0,25.0
08238,227.0,74.0,88.0
08239,7.0,3.0,1.0
08240,148.0,63.0,90.0
08241,0.0,0.0,0.0
08098,20.0,11.0,15.0
08262,93.0,36.0,85.0
08264,58.0,18.0,39.0
08265,16.0,4.0,23.0
08263,282.0,102.0,167.0
08243,1.0,0.0,2.0
08244,95.0,37.0,45.0
08245,1380.0,351.0,839.0
08246,18.0,4.0,15.0
08247,18.0,2.0,5.0
08248,76.0,28.0,50.0
08249,3.0,2.0,3.0
08250,116.0,26.0,67.0
08251,105.0,16.0,37.0
08253,0.0,0.0,3.0
08254,18.0,7.0,16.0
08256,9.0,1.0,8.0
08255,0.0,2.0,1.0
08257,0.0,0.0,2.0
08259,106.0,37.0,61.0
08258,8.0,3.0,13.0
08260,317.0,95.0,151.0
08261,30.0,19.0,15.0
08192,97.0,34.0,43.0
08267,98.0,51.0,54.0
08269,44.0,10.0,29.0
08270,247.0,118.0,208.0
08271,0.0,0.0,1.0
08272,2.0,0.0,3.0
08273,25.0,12.0,34.0
08274,55.0,22.0,61.0
08276,1.0,1.0,0.0
08277,0.0,0.0,0.0
08278,78.0,32.0,62.0
08275,5.0,2.0,5.0
08280,1.0,1.0,1.0
08281,47.0,23.0,53.0
08279,2842.0,834.0,1525.0
08282,79.0,40.0,61.0
08283,89.0,25.0,59.0
08284,186.0,61.0,128.0
08285,164.0,47.0,109.0
08286,43.0,8.0,26.0
08287,15.0,10.0,19.0
08288,25.0,10.0,19.0
08289,88.0,18.0,24.0
08290,29.0,6.0,11.0
08291,92.0,30.0,26.0
08292,13.0,4.0,7.0
08293,2.0,1.0,3.0
08294,29.0,16.0,23.0
08295,180.0,58.0,90.0
08296,26.0,9.0,5.0
08297,1.0,1.0,0.0
08298,625.0,126.0,356.0
08299,4.0,0.0,9.0
08301,869.0,250.0,373.0
08300,70.0,21.0,31.0
08305,491.0,129.0,273.0
08306,14.0,5.0,9.0
08303,3.0,1.0,2.0
08302,166.0,56.0,98.0
08902,81.0,24.0,31.0
08307,678.0,216.0,511.0
08214,87.0,30.0,62.0
08219,221.0,88.0,155.0
08304,12.0,3.0,12.0
08308,2.0,0.0,2.0
48001,93.0,31.0,46.0
48002,81.0,39.0,87.0
48911,2.0,2.0,5.0
48912,29.0,17.0,30.0
48003,204.0,72.0,137.0
48004,2.0,2.0,2.0
48005,4.0,1.0,3.0
48006,6.0,2.0,3.0
48093,14.0,3.0,6.0
48009,12.0,5.0,14.0
48914,0.0,0.0,2.0
48010,4.0,2.0,7.0
48011,123.0,46.0,79.0
48023,7.0,5.0,8.0
48008,7.0,0.0,8.0
48091,11.0,2.0,11.0
48070,2.0,5.0,7.0
48012,31.0,18.0,11.0
48090,71.0,32.0,70.0
48013,1031.0,394.0,1096.0
48014,21.0,12.0,15.0
48015,317.0,137.0,403.0
48092,10.0,7.0,15.0
48016,81.0,39.0,42.0
48017,151.0,74.0,206.0
48018,13.0,5.0,13.0
48019,60.0,23.0,39.0
48020,2925.0,1155.0,3739.0
48021,22.0,7.0,28.0
48901,64.0,38.0,41.0
48026,15.0,7.0,23.0
48027,309.0,109.0,252.0
48028,6.0,2.0,11.0
48031,3.0,0.0,5.0
48032,72.0,23.0,61.0
48902,249.0,101.0,200.0
48033,3.0,1.0,4.0
48034,126.0,51.0,114.0
48079,1.0,3.0,4.0
48029,170.0,101.0,42.0
48030,5.0,1.0,8.0
48906,6.0,3.0,13.0
48035,7.0,1.0,3.0
48036,246.0,101.0,251.0
48037,9.0,5.0,6.0
48038,10.0,7.0,17.0
48039,5.0,1.0,4.0
48040,15.0,11.0,10.0
48041,9.0,1.0,4.0
48046,191.0,65.0,162.0
48044,633.0,256.0,619.0
48047,3.0,0.0,0.0
48042,14.0,5.0,10.0
48043,40.0,25.0,40.0
48045,69.0,33.0,62.0
48048,7.0,2.0,6.0
48094,56.0,16.0,34.0
48049,3.0,0.0,16.0
48910,37.0,18.0,44.0
48050,3.0,0.0,6.0
48022,19.0,11.0,33.0
48907,4.0,4.0,5.0
48051,1.0,0.0,0.0
48052,27.0,7.0,22.0
48053,9.0,3.0,4.0
48054,317.0,105.0,180.0
48057,59.0,33.0,78.0
48055,51.0,18.0,25.0
48056,15.0,7.0,9.0
48081,31.0,12.0,20.0
48903,25.0,7.0,28.0
48058,18.0,4.0,10.0
48059,10.0,2.0,5.0
48060,41.0,15.0,40.0
48061,11.0,2.0,3.0
48062,5.0,3.0,5.0
48063,2.0,4.0,2.0
48064,4.0,1.0,5.0
48066,2.0,2.0,8.0
48068,22.0,8.0,22.0
48069,213.0,81.0,125.0
48007,7.0,2.0,7.0
48908,2.0,2.0,1.0
48071,87.0,47.0,57.0
48067,13.0,8.0,20.0
48909,2.0,2.0,3.0
48073,68.0,28.0,95.0
48075,29.0,14.0,16.0
48083,76.0,24.0,90.0
48072,30.0,3.0,14.0
48077,41.0,15.0,48.0
48078,348.0,137.0,446.0
48082,427.0,171.0,452.0
48084,259.0,82.0,315.0
48904,47.0,15.0,43.0
48085,175.0,63.0,75.0
48086,19.0,11.0,47.0
48076,1.0,2.0,7.0
48087,6.0,2.0,7.0
48088,4.0,2.0,3.0
48065,37.0,18.0,46.0
48089,40.0,24.0,33.0
48074,52.0,22.0,47.0
48080,101.0,44.0,101.0
48095,43.0,13.0,27.0
48096,74.0,27.0,78.0
48905,34.0,9.0,32.0
48097,17.0,7.0,9.0
48024,14.0,7.0,23.0
48025,11.0,4.0,17.0
48913,9.0,6.0,15.0
48915,1.0,0.0,6.0
09001,0.0,0.0,1.0
09003,0.0,0.0,4.0
09006,0.0,0.0,1.0
09007,0.0,0.0,0.0
09009,4.0,0.0,0.0
09010,0.0,0.0,3.0
09011,0.0,0.0,1.0
09907,39.0,13.0,4.0
09012,0.0,0.0,0.0
09013,0.0,0.0,2.0
09014,0.0,0.0,1.0
09016,0.0,0.0,2.0
09017,1.0,0.0,3.0
09018,345.0,125.0,304.0
09019,0.0,1.0,3.0
09020,1.0,0.0,4.0
09021,0.0,0.0,1.0
09022,0.0,1.0,2.0
09023,38.0,12.0,1.0
09024,2.0,0.0,1.0
09025,2.0,0.0,3.0
09026,2.0,1.0,3.0
09027,0.0,0.0,0.0
09029,0.0,1.0,3.0
09030,0.0,0.0,1.0
09032,0.0,0.0,2.0
09033,0.0,0.0,3.0
09034,0.0,0.0,5.0
09035,1.0,0.0,4.0
09036,0.0,0.0,0.0
09037,0.0,0.0,1.0
09038,0.0,0.0,1.0
09039,0.0,0.0,1.0
09041,1.0,0.0,1.0
09043,0.0,0.0,3.0
09044,0.0,0.0,1.0
09045,1.0,2.0,1.0
09046,0.0,0.0,0.0
09047,0.0,1.0,0.0
09048,6.0,4.0,21.0
09050,0.0,0.0,1.0
09051,0.0,0.0,1.0
09052,0.0,0.0,0.0
09054,1.0,0.0,1.0
09055,0.0,0.0,1.0
09056,67.0,13.0,50.0
09057,2.0,1.0,2.0
09058,7.0,5.0,4.0
09059,1773.0,602.0,1628.0
09060,1.0,0.0,5.0
09061,0.0,0.0,3.0
09062,0.0,0.0,1.0
09064,3.0,1.0,9.0
09065,0.0,0.0,2.0
09066,0.0,0.0,1.0
09067,3.0,1.0,6.0
09068,0.0,0.0,0.0
09070,0.0,0.0,0.0
09071,0.0,0.0,1.0
09072,10.0,0.0,3.0
09073,27.0,3.0,4.0
09074,10.0,4.0,4.0
09075,0.0,0.0,2.0
09076,0.0,0.0,0.0
09077,0.0,0.0,4.0
09078,0.0,0.0,0.0
09079,0.0,0.0,0.0
09083,0.0,1.0,0.0
09082,0.0,0.0,1.0
09084,0.0,0.0,3.0
09085,4.0,2.0,9.0
09088,0.0,0.0,3.0
09086,4.0,3.0,9.0
09090,0.0,0.0,1.0
09091,3.0,1.0,19.0
09063,2.0,0.0,0.0
09093,3.0,0.0,0.0
09094,1.0,0.0,0.0
09095,1.0,0.0,4.0
09098,2.0,0.0,14.0
09100,0.0,0.0,1.0
09101,0.0,0.0,3.0
09102,0.0,0.0,1.0
09103,0.0,0.0,3.0
09104,0.0,0.0,0.0
09105,1.0,0.0,3.0
09108,8.0,8.0,0.0
09109,16.0,11.0,5.0
09110,0.0,0.0,1.0
09112,0.0,0.0,4.0
09113,3.0,3.0,6.0
09114,0.0,0.0,0.0
09115,0.0,0.0,1.0
09117,0.0,0.0,2.0
09119,0.0,0.0,1.0
09120,0.0,0.0,0.0
09122,0.0,0.0,0.0
09124,16.0,7.0,41.0
09123,0.0,0.0,1.0
09125,1.0,0.0,8.0
09127,0.0,0.0,0.0
09128,1.0,1.0,1.0
09129,0.0,0.0,3.0
09130,0.0,0.0,2.0
09131,5.0,1.0,5.0
09132,0.0,0.0,5.0
09133,2.0,0.0,0.0
09134,0.0,1.0,5.0
09135,1.0,0.0,1.0
09136,0.0,0.0,2.0
09137,3.0,2.0,3.0
09138,0.0,0.0,2.0
09139,0.0,0.0,2.0
09140,0.0,0.0,7.0
09141,9.0,3.0,9.0
09143,0.0,0.0,0.0
09144,0.0,0.0,0.0
09148,0.0,0.0,2.0
09149,0.0,1.0,1.0
09151,3.0,0.0,6.0
09152,3.0,0.0,10.0
09154,0.0,0.0,5.0
09155,0.0,0.0,1.0
09159,1.0,0.0,0.0
09160,0.0,0.0,1.0
09162,1.0,1.0,1.0
09164,1.0,1.0,3.0
09163,1.0,0.0,9.0
09166,0.0,0.0,2.0
09167,0.0,0.0,2.0
09168,0.0,0.0,8.0
09169,0.0,0.0,1.0
09170,1.0,0.0,4.0
09172,0.0,0.0,0.0
09173,0.0,0.0,4.0
09174,3.0,2.0,12.0
09175,0.0,0.0,0.0
09176,0.0,0.0,3.0
09177,20.0,7.0,5.0
09178,0.0,0.0,1.0
09179,0.0,0.0,0.0
09180,0.0,0.0,1.0
09181,0.0,0.0,4.0
09182,0.0,0.0,2.0
09183,0.0,0.0,0.0
09184,0.0,0.0,0.0
09189,0.0,0.0,1.0
09190,1.0,0.0,4.0
09191,0.0,0.0,1.0
09192,0.0,0.0,3.0
09194,29.0,6.0,17.0
09195,0.0,0.0,2.0
09196,0.0,0.0,3.0
09197,2.0,0.0,2.0
09198,0.0,0.0,0.0
09199,0.0,0.0,2.0
09200,0.0,0.0,0.0
09201,0.0,0.0,1.0
09202,0.0,0.0,1.0
09206,0.0,0.0,0.0
09208,2.0,0.0,6.0
09209,55.0,26.0,58.0
09211,4.0,3.0,24.0
09213,1.0,0.0,11.0
09214,4.0,3.0,15.0
09906,8.0,1.0,11.0
09215,3.0,0.0,7.0
09216,2.0,2.0,7.0
09217,1.0,0.0,11.0
09218,2.0,0.0,7.0
09219,378.0,105.0,370.0
09220,0.0,0.0,3.0
09221,10.0,3.0,0.0
09223,0.0,0.0,0.0
09224,0.0,0.0,1.0
09225,0.0,0.0,1.0
09226,0.0,0.0,0.0
09227,1.0,0.0,3.0
09228,0.0,0.0,2.0
09229,1.0,0.0,4.0
09230,0.0,0.0,2.0
09231,0.0,0.0,2.0
09232,0.0,0.0,1.0
09235,2.0,1.0,3.0
09236,0.0,0.0,1.0
09238,3.0,2.0,33.0
09239,0.0,0.0,2.0
09241,7.0,2.0,1.0
09242,0.0,0.0,2.0
09243,0.0,0.0,0.0
09244,0.0,0.0,1.0
09246,6.0,2.0,10.0
09247,1.0,0.0,1.0
09248,0.0,0.0,1.0
09249,0.0,0.0,0.0
09250,1.0,0.0,4.0
09251,5.0,0.0,8.0
09253,1.0,0.0,0.0
09255,0.0,0.0,4.0
09256,3.0,0.0,7.0
09259,0.0,0.0,2.0
09257,0.0,0.0,1.0
09258,0.0,1.0,2.0
09261,1.0,0.0,11.0
09262,0.0,0.0,0.0
09265,0.0,0.0,1.0
09266,0.0,0.0,2.0
09267,0.0,0.0,2.0
09268,1.0,0.0,3.0
09269,0.0,0.0,1.0
09270,0.0,0.0,4.0
09272,1.0,1.0,5.0
09273,0.0,0.0,0.0
09274,6.0,1.0,17.0
09275,0.0,0.0,2.0
09276,8.0,4.0,0.0
09277,0.0,0.0,2.0
09279,0.0,0.0,3.0
09281,0.0,0.0,1.0
09280,0.0,0.0,1.0
09283,0.0,0.0,0.0
09287,5.0,0.0,4.0
09288,0.0,0.0,1.0
09289,8.0,2.0,26.0
09292,0.0,0.0,8.0
09294,0.0,0.0,3.0
09901,3.0,0.0,9.0
09295,0.0,0.0,2.0
09298,0.0,0.0,1.0
09301,8.0,3.0,1.0
09297,3.0,1.0,3.0
09302,0.0,0.0,5.0
09303,1.0,0.0,1.0
09304,2.0,3.0,11.0
09306,0.0,0.0,7.0
09307,1.0,0.0,1.0
09308,0.0,0.0,0.0
09309,0.0,1.0,5.0
09310,0.0,0.0,0.0
09311,1.0,0.0,1.0
09314,0.0,0.0,2.0
09316,0.0,0.0,1.0
09312,2.0,0.0,5.0
09315,13.0,3.0,0.0
09317,0.0,0.0,1.0
09318,0.0,0.0,2.0
09321,15.0,9.0,30.0
09323,0.0,0.0,3.0
09325,0.0,0.0,8.0
09326,2.0,0.0,0.0
09327,0.0,0.0,0.0
09328,0.0,0.0,0.0
09329,1.0,0.0,0.0
09330,11.0,4.0,33.0
09332,5.0,2.0,2.0
09334,0.0,0.0,0.0
09335,0.0,0.0,1.0
09337,0.0,1.0,2.0
09338,1.0,0.0,2.0
09339,0.0,0.0,4.0
09340,0.0,0.0,1.0
09360,0.0,0.0,1.0
09343,0.0,0.0,1.0
09345,1.0,0.0,2.0
09346,1.0,0.0,1.0
09347,0.0,1.0,1.0
09348,0.0,0.0,2.0
09350,8.0,0.0,15.0
09351,0.0,0.0,1.0
09352,0.0,1.0,2.0
09353,0.0,0.0,4.0
09354,0.0,0.0,0.0
09355,0.0,0.0,1.0
09356,0.0,0.0,1.0
09358,3.0,2.0,3.0
09361,0.0,0.0,1.0
09362,1.0,0.0,1.0
09363,2.0,2.0,14.0
09365,0.0,0.0,1.0
09366,0.0,0.0,4.0
09368,0.0,0.0,2.0
09369,1.0,0.0,6.0
09372,4.0,2.0,1.0
09373,0.0,0.0,13.0
09374,0.0,0.0,0.0
09375,0.0,0.0,1.0
09377,7.0,2.0,24.0
09378,0.0,0.0,1.0
09380,0.0,0.0,0.0
09381,0.0,0.0,0.0
09382,0.0,0.0,0.0
09384,1.0,1.0,4.0
09386,2.0,0.0,0.0
09387,0.0,0.0,5.0
09388,0.0,0.0,0.0
09389,0.0,0.0,3.0
09390,0.0,0.0,6.0
09391,3.0,0.0,6.0
09392,0.0,0.0,0.0
09394,1.0,1.0,12.0
09395,1.0,0.0,0.0
09396,0.0,0.0,4.0
09398,0.0,0.0,1.0
09400,2.0,2.0,10.0
09403,1.0,0.0,0.0
09405,1.0,0.0,5.0
09406,4.0,3.0,1.0
09408,0.0,0.0,1.0
09904,1.0,0.0,12.0
09908,2.0,1.0,10.0
09409,0.0,1.0,0.0
09410,35.0,26.0,42.0
09411,0.0,1.0,0.0
09902,0.0,0.0,9.0
09905,2.0,0.0,3.0
09412,3.0,3.0,22.0
09413,1.0,2.0,17.0
09414,0.0,0.0,3.0
09415,3.0,0.0,5.0
09416,0.0,0.0,0.0
09417,1.0,0.0,0.0
09418,0.0,0.0,1.0
09419,0.0,0.0,3.0
09407,0.0,0.0,0.0
09422,0.0,0.0,3.0
09421,0.0,0.0,7.0
09423,0.0,0.0,0.0
09427,8.0,3.0,33.0
09428,0.0,0.0,4.0
09429,1.0,0.0,0.0
09430,0.0,0.0,1.0
09431,0.0,1.0,4.0
09432,0.0,0.0,5.0
09433,0.0,0.0,0.0
09434,23.0,12.0,7.0
09437,2.0,0.0,1.0
09438,8.0,2.0,6.0
09439,23.0,8.0,4.0
09440,0.0,0.0,2.0
09441,0.0,0.0,1.0
09442,3.0,0.0,12.0
09443,0.0,0.0,3.0
09444,0.0,0.0,2.0
09445,0.0,0.0,2.0
09446,0.0,0.0,0.0
09447,0.0,0.0,0.0
09448,0.0,0.0,3.0
09449,2.0,0.0,2.0
09450,0.0,0.0,0.0
09451,1.0,0.0,4.0
09454,0.0,0.0,0.0
09455,0.0,0.0,1.0
09456,0.0,1.0,1.0
09903,25.0,19.0,42.0
09458,11.0,7.0,2.0
09460,0.0,2.0,4.0
09463,1.0,0.0,5.0
09464,0.0,0.0,3.0
09466,0.0,0.0,7.0
09467,0.0,0.0,2.0
09471,2.0,0.0,0.0
09472,0.0,0.0,0.0
09473,0.0,0.0,1.0
09476,0.0,0.0,0.0
09424,0.0,0.0,0.0
09425,3.0,1.0,4.0
09478,0.0,0.0,2.0
09480,0.0,0.0,1.0
09482,0.0,0.0,1.0
09483,0.0,0.0,2.0
09485,0.0,0.0,0.0
10001,4.0,0.0,2.0
10002,2.0,3.0,12.0
10003,1.0,0.0,10.0
10004,7.0,2.0,6.0
10005,7.0,3.0,5.0
10006,10.0,3.0,17.0
10903,9.0,3.0,9.0
10007,2.0,0.0,13.0
10008,6.0,3.0,21.0
10009,0.0,0.0,7.0
10010,23.0,9.0,52.0
10012,3.0,0.0,13.0
10013,5.0,0.0,4.0
10011,6.0,0.0,10.0
10014,10.0,3.0,24.0
10015,8.0,2.0,14.0
10016,1.0,0.0,0.0
10017,2.0,2.0,25.0
10018,7.0,0.0,26.0
10019,11.0,6.0,14.0
10020,13.0,5.0,20.0
10021,38.0,11.0,84.0
10023,2.0,1.0,8.0
10022,2.0,0.0,5.0
10024,4.0,1.0,7.0
10025,2.0,1.0,5.0
10026,3.0,0.0,3.0
10027,1.0,0.0,2.0
10028,1.0,0.0,1.0
10029,3.0,0.0,8.0
10030,2.0,0.0,26.0
10031,2.0,0.0,1.0
10032,8.0,3.0,27.0
10033,4.0,0.0,10.0
10034,0.0,0.0,9.0
10035,20.0,2.0,22.0
10036,1.0,0.0,5.0
10037,992.0,416.0,651.0
10038,0.0,0.0,0.0
10039,1.0,0.0,8.0
10040,0.0,1.0,10.0
10041,13.0,1.0,14.0
10042,0.0,0.0,1.0
10043,2.0,1.0,10.0
10044,0.0,1.0,18.0
10045,4.0,1.0,16.0
10046,2.0,0.0,5.0
10047,10.0,5.0,13.0
10048,1.0,0.0,12.0
10049,34.0,20.0,70.0
10050,11.0,0.0,14.0
10051,1.0,0.0,9.0
10052,1.0,0.0,9.0
10053,0.0,0.0,3.0
10056,3.0,3.0,8.0
10057,1.0,0.0,2.0
10054,3.0,1.0,11.0
10055,6.0,2.0,12.0
10058,12.0,4.0,13.0
10059,1.0,0.0,11.0
10060,2.0,2.0,19.0
10061,6.0,3.0,22.0
10062,6.0,1.0,4.0
10063,1.0,0.0,3.0
10064,9.0,3.0,32.0
10065,1.0,0.0,0.0
10066,4.0,0.0,5.0
10067,105.0,42.0,109.0
10068,7.0,3.0,9.0
10069,1.0,0.0,10.0
10070,6.0,4.0,8.0
10071,0.0,1.0,5.0
10072,5.0,3.0,17.0
10073,8.0,2.0,8.0
10075,2.0,3.0,7.0
10076,0.0,0.0,9.0
10077,5.0,1.0,16.0
10078,1.0,0.0,6.0
10079,6.0,3.0,9.0
10080,2.0,1.0,7.0
10081,0.0,0.0,2.0
10082,20.0,4.0,25.0
10083,1.0,1.0,2.0
10084,3.0,4.0,22.0
10085,1.0,2.0,4.0
10086,4.0,0.0,4.0
10087,13.0,4.0,23.0
10088,1.0,0.0,5.0
10089,10.0,4.0,17.0
10090,2.0,0.0,8.0
10091,2.0,1.0,8.0
10092,0.0,0.0,3.0
10093,3.0,1.0,7.0
10094,2.0,2.0,1.0
10095,2.0,2.0,5.0
10096,32.0,3.0,47.0
10097,0.0,0.0,0.0
10098,1.0,0.0,4.0
10099,6.0,2.0,10.0
10100,4.0,5.0,17.0
10101,4.0,0.0,3.0
10102,1.0,1.0,8.0
10103,2.0,0.0,8.0
10104,63.0,28.0,53.0
10105,12.0,9.0,33.0
10106,0.0,0.0,2.0
10107,9.0,0.0,8.0
