Codigo Municipio,Total impuestos (Miles de €)
12038,429.51054999999997
13038,348.47378000000003
14038,15833.52091
15038,440.0
16038,14.3
17038,364.2
18038,204.534
19038,0.0
20038,103.21
21038,0.0
23038,1275.25777
24038,805.0
25038,685.46902
26038,50.0
27038,474.35531
28038,2705.532
29038,5319.086449999999
30038,9088.963719999998
31038,621.59961
32038,68.0
33038,759.2558100000001
34038,58.5
36038,23655.38222
37038,380.0
38038,58309.44115
39038,880.5
41038,44731.95
42038,8.75
43038,19002.43
44038,0.0
45038,1379.97036
46038,87.646
47038,36.795
48038,154.392
49038,26.65
50038,459.286
01039,73.5393
02039,680.5
03039,20.613
05039,0.0
06039,303.09015000000005
07039,4298.15
08039,259.0
09039,35.0
10039,55.9
11039,4916.47025
12039,286.981
13039,6159.95
14039,951.5
15039,162.0
16039,188.98094
17039,1403.29881
18039,1121.0
19039,32.62
20039,752.109
21039,53.5
22039,307.4
23039,1390.20761
24039,692.0
25039,75.02395999999999
26039,75.0
27039,1005.0
28039,341.885
29039,1183.99
30039,7100.502
31039,46.6
32039,124.33849000000001
33039,723.0
34039,8.78
36039,6092.40959
37039,61.5
38039,2748.5
39039,67.31958999999999
40039,133.3569
41039,14044.778260000001
42039,0.0
43039,58.280800000000006
44039,57.0
45039,86.25175
46039,882.235
47039,25.39
48039,39.4
49039,58.04242
50039,169.3
02040,304.2
03040,82.75
05040,18.0
06040,171.0
07040,174722.937
08040,4972.85974
10040,55.8
11040,206.05653
12040,84564.34835
13040,436.53188
14040,850.9572800000001
15040,1445.736
16040,18.07
17040,182.062
18040,38.023
19040,0.0
20040,6502.739
21040,715.9676800000001
22040,52.123
23040,313.15054
24040,117.33038
25040,6796.0
26040,21.75
27040,534.82323
28040,0.0
29040,576.62165
30040,616.81098
31040,0.0
32040,341.5
33040,1583.0
36040,510.0
37040,204.1
38040,3840.0442599999997
39040,2762.5
40040,1025.0
41040,5690.1395
43040,57.5
44040,0.0
45040,737.0
46040,381.0
47040,23.36
48040,367.4701
49040,0.0
50040,11.587
01041,97.81
02041,103.1
03041,8325.0
04041,0.0
05041,506.5
06041,58.5
07041,564.0128300000001
08041,6594.9624
09041,9.96
10041,175.5
11041,4915.77708
12041,31.4
13041,0.0
14041,652.6542900000001
15041,1932.0
16041,414.22035
17041,78.23672
19041,0.0
20041,43.6
21041,74062.80801000001
22041,26.7
23041,196.14757999999998
24041,317.0
25041,170.08149
26041,45.0
27041,547.803
28041,2026.0
29041,7636.276900000001
30041,5655.852
31041,514.3
32041,132.29534
33041,2417.0
34041,0.0
36041,3149.67053
37041,13.48
38041,2004.51453
39041,437.5
40041,346.5
41041,5107.20177
42041,15.85
43041,60.5
44041,10.6
45041,2061.104
46041,187.46905999999998
47041,46.0
48041,121.75511999999999
49041,157.06
50041,5.5
01042,290.88128
02042,0.0
03042,2151.75
05042,31.70479
06042,205.65562
07042,10403.08905
08042,1326.5
10042,0.0
11042,477.94077000000004
12042,192.1
13042,240.99553999999998
14042,6284.132
15042,512.0
16042,541.7
17042,255.0
18042,306.25543
19042,18.9
20042,974.2
21042,6656.246
22042,23.6
23042,57.001
24042,10.7
25042,267.75
26042,806.57249
27042,335.32741
28042,1153.3
29042,9357.21583
30042,596.95345
31042,865.0
32042,207.05410999999998
33042,1084.66038
34042,70.9
36042,3804.77504
37042,9.5
38042,725.2381
39042,2855.0216299999997
41042,2143.8
42042,24.2
43042,875.0039499999999
44042,22.9
45042,55.782700000000006
46042,1207.5
47042,13.55
48042,300.0
49042,52.5
50042,0.0
01043,947.7938800000001
02043,576.5860499999999
03043,1978.0
04043,188.4
05043,23.675
06043,306.92884999999995
07043,1172.2
08043,2282.7
09043,96.0
10043,186.62888
12043,317.78922
13043,38.845
14043,3961.88904
15043,1169.90254
16043,41.8
17043,171.0
18043,11.622
19043,45.11749
20043,670.0
21043,1004.0
22043,24.596529999999998
23043,231.6739
24043,39.34335
25043,1007.80086
26043,180.5
27043,112.11
28043,2323.3091
29043,1363.5
30043,11730.0
31043,48.7
32043,737.3327899999999
33043,165.369
36043,974.15244
38043,4811.0
39043,720.22597
40043,870.0
41043,184.93160999999998
42043,1532.5
43043,1395.8
44043,31.3
45043,0.0
46043,58.04932
47043,138.205
48043,1798.74176
49043,113.5
50043,128.52476
01044,107.17761
02044,440.0
03044,2005.0
04044,683.0
05044,0.0
06044,9729.0
07044,4234.1
08044,1544.5388500000001
09044,14.95442
10044,0.0
12044,321.767
13044,658.27
14044,480.70639
15044,317.34
16044,10.0
17044,3366.0
18044,26.41446
19044,176.29170000000002
20044,97.65492
21044,12883.34435
22044,84.57121000000001
23044,1169.0
24044,42.09
25044,384.0
26044,145.0
27044,490.6
28044,2919.8
29044,416.0
31044,113.175
32044,335.57779999999997
33044,103736.77772
36044,645.79852
37044,0.0
38044,641.34326
39044,1362.4755
40044,0.0
41044,3164.2
42044,16.42428
43044,1799.7
44044,0.0
46044,1785.89444
47044,141.18312
48044,22513.262
49044,17.25
50044,41.502720000000004
02045,1002.939
03045,139.47486999999998
04045,467.58345
05045,27.125
06045,77.0
07045,947.26039
08045,12.3
09045,77.75
10045,238.21274
12045,86.0
13045,270.3
14045,732.6
15045,890.5
16045,60.8
18045,295.0
19045,182.5
20045,18847.149
21045,51.2
22045,40.89858
23045,577.075
25045,39.219
26045,5.12
27045,81.8
28045,18384.265
29045,1068.4
31045,184.8
32045,357.35
33045,1985.0
34045,0.0
36045,7456.58893
37045,7.0
38045,802.5441500000001
39045,56.0
40045,96.56
41045,1501.25468
42045,102.0
43045,38.35
44045,0.0
45045,384.81664
46045,442.999
47045,275.8
48045,1596.9407099999999
50045,487.60382
01046,256.9
02046,374.30318
03046,1235.0
04046,231.5
05046,9.6
06046,223.38213000000002
07046,11854.5229
08046,6925.215
09046,16.0
10046,74.9
12046,150.17
13046,117.741
14046,950.7
15046,1821.66069
16046,43.3
17046,293.80401
18046,670.53
19046,13214.8
20046,526.0
21046,641.06804
22046,247.1
23046,690.5002099999999
24046,159.0
25046,119.5
26046,834.17231
27046,194.52132999999998
28046,3284.3079
29046,0.0
31046,19.996010000000002
32046,280.0
33046,81.3
34046,26.5
36046,862.89938
37046,3288.4825100000003
38046,2869.6953399999998
39046,263.038
40046,69.6
41046,1134.6403599999999
42046,0.0
43046,0.0
44046,13.8
45046,867.74976
46046,539.0
47046,49.319
48046,4455.0
49046,88.2
50046,43.6
01047,474.0
02047,343.2
03047,16481.148
04047,1087.8
05047,1731.4
06047,195.013
07047,569.90183
08047,2056.545
09047,17.8
10047,165.86592000000002
13047,2158.0
14047,1095.76774
15047,342.0
16047,54.8
17047,10333.92688
18047,1234.19723
19047,0.0
20047,130.80680999999998
21047,493.18
22047,40.9
23047,0.0
24047,142.17870000000002
25047,336.506
26047,907.52827
27047,336.0
28047,23475.0
29047,233.021
31047,100.32221000000001
32047,230.59235999999999
33047,441.81
34047,729.2124200000001
36047,555.8528
37047,26.92816
38047,430.0
39047,5414.16838
40047,18.9
41047,3074.6728
43047,3269.65157
44047,31.65
45047,673.6
46047,195.61
47047,34.3
48047,0.0
49047,0.0
50047,14.0
02048,389.4
03048,2525.0
04048,591.432
05048,24.69409
06048,786.0
07048,12183.95
08048,299.68629
09048,799.59565
10048,68.0
12048,107.20477000000001
13048,174.5
14048,507.19646
15048,0.0
16048,157.7025
17048,16816.5
18048,558.1225400000001
19048,15.0
20048,51.61504
21048,94.3
22048,5897.0
23048,266.62334
25048,598.5952
26048,23.6
27048,442.012
28048,200.29597
29048,343.0347
31048,52.91396
32048,172.847
33048,69.64
34048,0.0
36048,890.11172
38048,2283.99
39048,565.46372
40048,33.0
41048,0.0
42048,0.0
43048,145.08246
44048,0.0
45048,102.74292999999999
46048,1637.5
47048,55.5
48048,142.82059
49048,104.92643
50048,12.7
01049,90.7
02049,0.0
03049,5253.0
04049,2223.2357700000002
05049,150.5
06049,252.0394
07049,658.807
08049,405.0
10049,787.34568
12049,91.45
13049,193.42436999999998
14049,6055.4625
15049,235.5
16049,74.8
17049,1785.1828500000001
18049,150.72619
19049,0.0
20049,1495.15
21049,1133.5253400000001
22049,27.56521
23049,562.95177
24049,432.96522
25049,36.8
26049,200.3
27049,324.92689
28049,30751.83019
29049,730.68989
31049,248.0
32049,213.44984
33049,2362.54733
34049,123.0
36049,1848.0
37049,0.0
38049,920.22773
39049,85.0
40049,10.61465
41049,4914.42626
42049,39.66679
43049,330.5
44049,283.0
45049,94.18917000000002
46049,76.5
47049,23.9
48049,107.8
02050,78.225
03050,18061.21786
04050,310.0
06050,1375.0
07050,2110.4
08050,39.05
09050,31.4
10050,151.0
12050,428.0
13050,205.179
14050,624.1
15050,442.41471
16050,105.9
17050,213.01173
18050,339.45412000000005
19050,5.0248800000000005
20050,60.39145
21050,9021.0
22050,17.07
23050,40852.38447
24050,36.217
25050,1291.0
26050,254.0
27050,969.63525
28050,2336.3203599999997
29050,138.1428
31050,2148.0
32050,262.0
33050,114.21229
34050,65.2
36050,2857.5
37050,31.0
38050,484.56140999999997
39050,107.8
41050,2094.0
42050,0.0
43050,2271.1
44050,1497.5
45050,148.972
46050,275.0063
47050,995.508
48050,161.5
49050,101.0
50050,20.6
01051,1740.0
02051,503.0
03051,178.87795
04051,64.2
05051,30.5
06051,585.744
07051,7792.0
08051,11382.445
09051,77.0
10051,51.05
12051,0.0
13051,85.2
14051,199.0393
15051,2973.99658
16051,0.0
17051,56.3
18051,381.56951000000004
19051,0.0
20051,0.0
21051,56.048
22051,28.3
23051,0.0
24051,179.0
25051,1287.01
26051,55.0
27051,2292.0
28051,716.5
29051,67986.87177
31051,92.5
32051,409.77953
33051,2457.0
34051,30.75
36051,7519.1
37051,17.5
38051,1517.0
39051,9.33001
40051,16.15
41051,3171.42142
42051,9.6
43051,12045.0
44051,898.781
45051,365.0
46051,3602.0
47051,127.0
48051,43.0
50051,296.21849
01052,148.0
02052,120.81494
03052,334.1001
04052,5010.5
05052,0.0
06052,1160.0
07052,4955.54803
08052,138.412
09052,10.1
10052,54.0
12052,224.2
13052,2547.27235
14052,3068.13065
15052,627.0
16052,209.07029999999997
17052,65.0
19052,11.0
20052,274.92409999999995
21052,1199.5
22052,0.0
23052,328.44304999999997
24052,36.043839999999996
25052,565.0
26052,44.31
27052,330.17158
28052,0.0
29052,0.0
31052,66.2
32052,1183.97722
33052,133.587
34052,53.6
36052,1844.563
37052,63.5
38052,360.57595000000003
39052,6988.589
40052,34.24104
41052,456.01875
42052,0.0
43052,283.81818
44052,16.0
45052,983.0
46052,143.02545
47052,2398.675
48052,703.496
49052,32.0
50052,43.4641
01053,409.26048
02053,1449.83753
03053,4530.011
04053,5244.995
05053,25.42
06053,194.5
07053,477.5
08053,1432.0
10053,59.3
12053,2787.0
13053,5958.7
14053,2236.1526200000003
15053,1470.35
16053,105.3
18053,347.49
19053,0.0
20053,2277.0
21053,1205.0
22053,311.9
23053,0.0
24053,80.0
25053,440.0
26053,114.5
27053,95.5
28053,3496.0
29053,1472.0
31053,191.5
32053,148.4
33053,361.05451
34053,89.523
36053,908.879
38053,1598.75502
39053,106.0
40053,64.8
41053,7925.655
42053,0.0
43053,0.0
44053,21.0
45053,3028.5
46053,275.0
47053,28.9
48053,519.24627
49053,719.5090700000001
50053,196.04069
01054,479.94046999999995
02054,111.24
03054,84.58
04054,78.0
05054,295.774
06054,1321.60321
07054,12270.27
08054,11571.528
09054,45.275
10054,0.0
13054,2146.28675
14054,6084.9275099999995
15054,10689.476
17054,297.15
18054,103.08761
19054,127.0102
20054,103.74402
21054,3768.2
22054,1822.0
23054,75.33
24054,106.83519
26054,137.4
27054,263.5
28054,7398.61776
29054,38190.0
31054,171.061
32054,42347.116
33054,306.758
36054,2219.57213
37054,52.9
39054,1853.0
40054,66.6
41054,0.0
42054,37.0
43054,1010.9
44054,48.4
45054,1903.9
46054,3698.8135
47054,170.57
48054,9604.958
49054,320.86
50054,0.0
01055,478.0
02055,481.5
03055,1434.3313
04055,66.0
05055,214.7
06055,450.226
07055,6691.62586
08055,345.33038
09055,22.6
10055,80.98003
12055,126.73713000000001
13055,255.0
14055,7261.00375
15055,1088.74925
16055,139.8
17055,87.03341999999999
19055,0.0
20055,7239.92585
21055,18212.648350000003
22055,88.23259
23055,18100.621
24055,202.2619
25055,53.471650000000004
26055,14.0
27055,140.0
28055,375.4296
29055,581.45359
31055,132.878
32055,176.3
33055,587.92
34055,66.0
36055,3296.28766
37055,19.0
39055,497.72
40055,23.25
41055,4173.50001
42055,36.2
43055,870.5
44055,33.7
45055,0.0
46055,506.9
47055,101.6
48055,978.44
49055,14.0
50055,1823.72133
01056,73.1
02056,449.96759
03056,4695.6
04056,39.67421
05056,21.349
06056,73.7
07056,1641.76097
08056,28025.04
09056,3009.0
10056,241.95114999999998
12056,0.0
13056,4117.877
14056,7266.0480099999995
15056,1384.1
16056,111.49335
17056,914.64
18056,881.116
20056,987.0
21056,904.34489
23056,948.8069399999999
24056,0.0
25056,33.8
26056,311.894
27056,483.0
28056,485.31958
29056,0.0
31056,0.0
32056,352.56813999999997
33056,2164.0
34056,717.5
36056,715.204
37056,7.78348
39056,635.0
40056,0.0
41056,1113.32351
42056,0.0
43056,462.6
44056,139.458
45056,821.30874
46056,76.923
47056,20.7
48056,0.0
49056,41.0
50056,103.76388
01057,166.0
02057,679.67194
03057,69.00405
04057,412.6
05057,918.3
06057,134.8
07057,8871.7
08057,14.04349
09057,0.0
10057,92.84517
12057,372.678
13057,407.5
14057,1952.87971
15057,2835.205
16057,38.1
17057,0.0
18057,1221.58352
19057,23.3
20057,39.9
21057,232.5
22057,296.2
23057,152.60296
24057,411.307
25057,137.3
26057,21.08304
27057,2971.87204
28057,776.97119
29057,0.0
31057,767.20037
32057,282.0
33057,2193.4973999999997
34057,123.23
36057,101177.054
37057,53.8
39057,964.83
40057,500.42379999999997
41057,105.0
42057,58.0
43057,15.325
45057,70.2
46057,107.13435000000001
47057,73.0
48057,1570.0
49057,26.0
50057,268.0
01058,1180.6153700000002
02058,0.0
03058,1558.8
04058,67.85
05058,24.1
06058,441.1581
07058,1537.3
08058,1099.0
09058,147.7
10058,404.22014
12058,23.56
13058,0.0
14058,3550.55025
15058,9548.0
16058,21.425
17058,70.52994
19058,4845.0
20058,402.3
21058,1643.6
22058,93.9
23058,2906.7672900000002
24058,54.55
25058,2641.5
26058,54.69
27058,827.0
28058,66968.98990999999
29058,0.0
31058,97.0
32058,1397.49
33058,238.55663
34058,71.4
36058,755.02804
37058,10.258
39058,155.1
40058,39.53653
41058,5432.23591
42058,64.86
43058,42.516
45058,187.0
46058,451.49935
47058,57.5
48058,552.0
49058,60.0
50058,0.0
01059,96083.001
02059,472.0
03059,7934.00263
04059,323.024
05059,24.4
06059,674.54593
07059,2464.0
08059,150.86
09059,90021.46
10059,87.58456
12059,119.1
13059,103.01
14059,225.6
15059,2497.31523
18059,1357.57502
19059,44.369730000000004
20059,3246.1769
21059,115.897
22059,1369.4
23059,1737.2849899999999
24059,115.4
25059,577.71238
26059,617.0
27059,342.0
28059,3196.0
29059,550.557
31059,88.45
32059,226.0
33059,987.731
34059,182.2
36059,990.0407700000001
37059,39.0
39059,3141.3
40059,57.4431
41059,15684.72711
42059,0.0
43059,94.45966
44059,0.0
45059,412.43178
46059,613.0
47059,57.5
48059,175.0
49059,13.02
50059,255.0
01060,0.0
02060,469.8
03060,28.631
04060,182.5
05060,25.482740000000003
06060,1557.0
07060,861.8
08060,47.9
09060,58.17
10060,265.688
12060,139.5
13060,0.0
14060,1586.34354
15060,1651.64069
16060,0.0
17060,204.36973
19060,184.1
20060,11.26338
21060,10082.0
22060,448.05437
23060,6359.745
24060,202.651
25060,21.783120000000004
26060,29.8
27060,600.0
28060,0.0
29060,0.0
31060,5137.39951
32060,164.2
33060,3003.0
34060,37.7
36060,10269.054
37060,145.0
39060,4705.719099999999
40060,0.0
41060,5386.431060000001
42060,8.6
43060,1424.984
44060,0.0
45060,67.655
46060,5435.87476
47060,69.0
48060,1044.834
50060,58.5
01061,54.8
02061,317.75
03061,454.0
04061,257.6064
05061,185.3
06061,256.43459
07061,4367.63357
08061,1113.99378
09061,54.0
10061,491.26772000000005
12061,199.0
13061,2707.35864
14061,221.7
15061,1877.82625
16061,216.8
17061,0.0
18061,331.07375
19061,123.0
20061,1204.714
21061,1160.0
22061,2907.47528
23061,2780.0
24061,434.76439
25061,14.63
26061,1100.0
27061,299.05156
28061,10259.53867
29061,1124.1109
31061,20.9
32061,177.095
33061,81.0
34061,16.9
36061,4180.89683
37061,44.13
39061,1725.0
40061,0.0
41061,331.15745000000004
42061,102.977
43061,103.0
44061,19.5
45061,2290.98478
46061,209.6
47061,77.5
48061,245.37467999999998
49061,0.0
50061,110.87639999999999
01062,196.337
02062,89.263
03062,173.22
04062,1122.829
05062,42.2
06062,391.23
07062,7580.0
08062,512.0
09062,9.0
10062,499.34928
13062,199.47
14062,286.5
15062,989.13215
16062,0.0
17062,7045.064
18062,3193.9
20062,302.6
21062,244.43126
22062,83.12548000000001
23062,0.0
24062,38.0
25062,421.7
26062,18.6
27062,66.59828999999999
28062,270.7
29062,177.29309000000003
31062,362.0
32062,95.53908
33062,96.0
34062,32.05
37062,18.02191
39062,629.0
40062,18.230169999999998
41062,561.29334
42062,8.18317
43062,246.40975
44062,0.0
45062,283.4
46062,1404.0
47062,0.0
48062,74.14
49062,30.0
50062,1099.72026
01063,875.8866800000001
02063,500.9
03063,21315.439670000003
04063,187.0
05063,4.507140000000001
06063,1442.793
07063,1134.38644
08063,174.7
09063,58.504690000000004
10063,17.08
12063,31.25
13063,1482.154
14063,195.0
15063,390.0
16063,31.20244
17063,92.0
18063,252.02918
20063,4987.0
21063,738.002
22063,75.7
23063,1143.0
24063,99.0001
25063,157.7
26063,41.955580000000005
27063,770.26391
28063,248.5
29063,0.0
31063,36.31
32063,491.45
33063,80.42838
34063,0.0
37063,36.0
39063,229.0
40063,3011.0
41063,611.9
42063,27.0
43063,315.0
44063,40.70751
45063,0.0
46063,818.0
47063,45.4
48063,103.8
49063,147.58176
50063,16.452260000000003
02064,158.3
03064,2170.143
04064,5632.42528
05064,49.69199
06064,273.69545
07064,3475.45
08064,1458.0628000000002
09064,0.0
10064,379.0
12064,33.6
13064,542.502
14064,83.7328
15064,365.0
16064,217.466
17064,158.18156
18064,80.4
19064,0.0
20064,0.0
21064,2440.0
22064,62.786
23064,0.0
24064,2540.189
25064,23.61
26064,1278.0
27064,717.5208100000001
28064,90.0
29064,0.0
31064,530.0
32064,112.27318
33064,50.123650000000005
39064,442.1
41064,1547.0
42064,0.0
43064,621.986
44064,23.9
45064,1598.434
46064,181.75865
47064,31.348
48064,0.0
49064,124.0
50064,148.02157
02065,158.5
03065,83451.22
04065,200.35018
05065,133.8
06065,119.60388999999999
07065,563.0
08065,502.87658
09065,65.97888999999999
10065,75.65
12065,125.77583
13065,944.94424
14065,474.8
15065,1860.33309
16065,150.611
17065,132.9
19065,123.0
20065,652.24
21065,84.71664
23065,0.0
24065,764.78267
26065,11.906450000000001
27065,3095.0
28065,91078.58
29065,36.86439
31065,1045.99342
32065,84.003
33065,256.0
37065,71.95
39065,158.0
40065,115.55782
41065,11857.805199999999
42065,6.0
43065,151.1
44065,10.48
45065,71.909
46065,2619.5
47065,183.67467000000002
48065,782.65482
49065,169.001
50065,0.0
02066,49.85
03066,18707.73698
04066,9228.0
05066,127.7
06066,243.58533
08066,1038.275
09066,21.7
10066,23.4
13066,1167.7426200000002
14066,1974.0
15066,816.785
16066,855.2486
17066,23936.0
18066,355.2987
19066,59.8
20066,162.8
21066,143.05116
22066,534.97946
23066,0.0
24066,100.01
26066,162.0
27066,4581.54105
28066,4517.24176
29066,195.22612
31066,326.8
32066,124.92719
33066,15883.48792
34066,23.1
39066,240.34658000000002
41066,194.5
43066,114.0
44066,44.0
45066,2434.84433
46066,427.3
47066,638.9551200000001
48066,141.801
49066,90.3
50066,1844.6638699999999
02067,323.03
03067,38.9
04067,0.0
05067,14.3
06067,635.0
08067,1971.252
09067,103.5
10067,2545.899
12067,101.76301
13067,0.0
14067,1462.781
15067,2009.00429
16067,64.5
17067,401.82295
18067,183.088
19067,0.0
20067,9465.0
21067,92.4
22067,43.25
23067,493.5
24067,121.0
25067,450.667
26067,10.06
28067,2045.91471
29067,199478.94
31067,533.35645
32067,261.00930999999997
33067,394.53868
34067,27.7
37067,908.2
39067,196.70831
41067,1919.69
43067,153.0
44067,0.0
45067,749.96
46067,645.75
47067,40.649730000000005
48067,245.92
49067,43.37693
50067,4896.0
02068,259.2
03068,14.07491
04068,26.3
06068,172.07276000000002
08068,3861.0
09068,13.6
10068,280.0
12068,10.11
13068,179.89719
14068,177.39632
15068,1640.5188799999999
16068,0.0
17068,113.075
18068,1347.5686699999999
20068,47.483
21068,188.0
22068,16.09134
24068,107.5
25068,249.87
26068,30.5
28068,0.0
29068,13107.3269
31068,1187.298
32068,162.613
33068,465.80226
34068,0.0
37068,56.05128
39068,259.0
40068,15.57
41068,5298.75113
42068,38.0
43068,229.63685999999998
44068,145.2
45068,39.2
46068,153.8
47068,17.16
48068,335.267
49068,0.0
50068,688.2251
02069,4596.444
03069,7064.0
04069,1296.52249
05069,36.198449999999994
06069,723.93973
08069,2486.20123
10069,104.15232
12069,14.3
13069,0.0
14069,1956.89
15069,2297.2707
17069,354.2
18069,381.44437
20069,69832.74048000001
21069,481.5
22069,301.8
23069,1998.498
24069,7.14091
25069,120.0
26069,90.502
28069,25.2856
29069,112475.74568
31069,369.95
32069,1058.4258300000001
33069,1616.8
34069,1358.793
37069,379.73634000000004
39069,312.0
40069,24.419240000000002
41069,7294.03946
42069,372.90728
43069,62.57968
45069,571.83928
46069,36.5
47069,22.8
48069,4539.296
49069,0.0
50069,12.66047
02070,188.0
03070,905.0
04070,630.502
05070,16.192
06070,2763.0
08070,123.56
09070,28.0
10070,184.22869
12070,0.0
13070,238.01478
14070,274.22021
15070,7026.580690000001
16070,0.0
17070,58.5
18070,88.25219
19070,0.0
20070,371.0
21070,2193.17344
23070,1078.0
24070,862.8
25070,250.0
26070,106.0
28070,90.1
29070,47265.001
31070,3303.0
32070,123.189
33070,1032.75751
34070,55.9
37070,128.1
39070,703.13823
40070,278.5
41070,3222.0
42070,9.65
43070,53.2
44070,0.0
45070,366.0
46070,9703.4
47070,13.202860000000001
48070,128.1
50070,19.3
02071,308.35
03071,1946.1408999999999
04071,101.75
06071,46.07902
08071,152.0
09071,53.95
10071,15.258239999999999
12071,656.5
13071,32005.14944
14071,210.14159
15071,1349.03216
16071,3.363
17071,339.97163
18071,1603.6
19071,3536.2
20071,4848.1
21071,45.4
23071,403.38329
24071,162.6
25071,0.0
26071,4761.1
28071,0.0
29071,263.0
31071,2.75
32071,299.1
33071,123.6
34071,40.0
37071,0.0
39071,62.0
40071,0.0
41071,2365.64034
42071,70.9
43071,0.0
44071,141.0
45071,763.822
46071,133.0
47071,150.0
48071,5548.0
49071,200.4
50071,35.2
02072,330.479
03072,129.401
04072,88.95
05072,65.3
06072,658.612
08072,6518.1866
09072,0.0
10072,122.0
12072,0.0
13072,563.09366
14072,198.96177
15072,2077.99481
16072,190.48409
18072,393.84452999999996
20072,1716.5
21072,3531.5
22072,99.35
23072,0.0
25072,4074.178
26072,115.3
28072,3132.4
29072,1800.35942
31072,1819.25
32072,845.5
33072,170.09
34072,58.278
37072,59.4
39072,48.10474
40072,84.06766
41072,1347.9955
43072,49.8
45072,202.46267
46072,1244.252
48072,221.46813
50072,155.98372
02073,1453.105
03073,45.5
04073,49.7
05073,69.0
06073,165.249
08073,35800.819
09073,225.564
10073,196.423
12073,41.06564
13073,142.0
14073,613.3
15073,5145.691309999999
16073,70.49674
17073,1234.9
19073,11.75446
20073,3647.0
21073,465.15114
23073,1298.18997
24073,100.0
25073,165.65270999999998
26073,54.5
28073,7811.5
29073,644.2968400000001
31073,87.75
32073,369.7
33073,3225.8
34073,32.7
37073,143.3
39073,3872.5
40073,219.19402
41073,766.5195399999999
42073,22.3
43073,113.103
45073,84.27804
46073,263.4
47073,36.51227
48073,2015.4
50073,901.21236
02074,1904.25145
03074,445.40232000000003
04074,701.2
05074,169.88091
06074,1909.2960600000001
08074,8102.99154
09074,0.0
12074,316.81865999999997
13074,261.791
14074,654.0
15074,796.0
16074,10.3
17074,228.0
18074,139.462
19074,0.0
20074,5038.9
21074,635.4
22074,276.52
23074,794.009
24074,24.6
25074,34.757940000000005
26074,94.8
28074,80474.31
29074,283.80892
31074,139.375
32074,150.1
33074,1017.0
34074,247.8
37074,26.5
39074,1833.80541
40074,0.0
41074,940.76
43074,773.0
44074,96.47566
45074,0.0
46074,1207.9
47074,83.0
48074,888.2
50074,2982.74532
02075,523.9688
03075,80.977
04075,4346.60892
05075,67.58
06075,160.69418
08075,2458.436
09075,31.0
10075,59.9575
12075,22.0
13075,29.1
14075,194.6
15075,3952.75457
17075,103.7
19075,0.0
20075,1319.505
21075,59.25
22075,0.0
23075,1111.4435
25075,102.3
26075,221.5
28075,2605.288
29075,10355.195
31075,75.97
32075,2378.0
33075,189.7
39075,77153.13
40075,0.0
41075,4205.2424900000005
42075,10.79791
43075,31.6
44075,55.94011
45075,26.85589
46075,69.79702
47075,1786.0
48075,674.5
49075,15.18
50075,20.4
02076,73.50466
03076,8482.048620000001
04076,483.0
05076,184.71585000000002
06076,227.85067999999998
08076,9867.16902
09076,8.1
10076,385.474
12076,37.28561
13076,68.67236
15076,640.0
17076,47.7
18076,136.915
19076,4.9
20076,2567.35
21076,608.42
22076,107.5
23076,217.62
24076,419.295
25076,44.6
26076,99.5
28076,342.68801
29076,1876.8
31076,1118.1
32076,273.52070999999995
33076,4330.53
34076,177.0
39076,1543.0
40076,0.0
41076,531.0245
42076,92.1
43076,105.2
44076,726.0
45076,126.648
46076,141.01269
47076,5461.0
48076,123.99474
49076,0.0
50076,18.9
02077,211.6
03077,1071.1393799999998
04077,68.51538000000001
05077,27.75
06077,47.4
08077,18400.01
09077,16.9
10077,114.65
12077,5362.29216
13077,0.0
15077,3665.4187699999998
17077,374.12611
20077,1814.919
21077,544.53452
22077,0.0
23077,0.0
24077,56.8
25077,301.0
26077,8.0
29077,0.0
31077,2181.4
32077,185.7
33077,220.792
34077,596.0
37077,0.0
39077,34.78514
40077,230.0
41077,3003.0
43077,158.5
44077,0.0
45077,224.926
46077,4027.00527
47077,84.7
48077,1074.0
49077,0.0
50077,75.1
02078,253.65
03078,456.0
04078,323.5
05078,35.133
06078,97.216
08078,34.6
09078,16.3
10078,37.40495
12078,89.0
13078,4265.0
15078,42020.8
16078,21115.0
17078,391.0
18078,348.0
19078,15.4
20078,352.834
21078,710.8780899999999
22078,758.5577900000001
24078,140.632
25078,447.2
26078,51.03
28078,22.28
31078,950.1
32078,168.2
33078,15.79616
37078,520.0
39078,203.973
40078,27.2
41078,830.4
42078,220.24161999999998
43078,329.56
45078,374.963
46078,10921.699809999998
47078,37.3
48078,8562.451
49078,0.0
50078,102.0
02079,1038.1704
03079,8439.4
04079,31704.725
05079,10.0
06079,140.2467
08079,195.00095000000002
09079,14.15
10079,98.26864
12079,315.37872999999996
13079,5126.6
15079,457.18480999999997
16079,9.0
17079,46432.91
18079,966.0957900000001
19079,5.5
20079,6412.77
21079,395.16623000000004
22079,41.21893
23079,1170.55527
24079,236.44975
25079,139.43908
26079,311.5
28079,1884054.265
29079,1342.92931
31079,30.985
32079,175.0
34079,773.72
37079,41.5
39079,4313.34634
40079,250.835
41079,3686.98888
42079,11.1
43079,308.20046
45079,118.0
46079,170.54702000000003
47079,13.02
48079,390.8
49079,33.0
50079,45.9
02080,142.9
03080,553.355
04080,21.13991
05080,0.0
06080,517.0
08080,9.35
10080,56.1
12080,1215.4
13080,0.0
