Codigo Municipio,Total impuestos (Miles de €)
35011,8400.0
36011,296.563
37011,23.855
38011,9495.97774
39011,1000.5
41011,4887.8
42011,28.5
43011,466.7
44011,10.58066
45011,63.31
46011,3237.0
47011,0.0
48011,2814.0
49011,0.0
50011,65.0
02012,537.3
03012,1795.0
04012,10.36499
05012,0.0
06012,1060.0
07012,565.93251
08012,821.0
09012,36.0
10012,96.142
11012,61442.81508
12012,0.0
13012,79.5007
14012,1720.0
15012,754.69634
16012,32.119
17012,335.53189000000003
18012,445.5
20012,103.263
21012,68.23972
22012,43.3
23012,1159.48201
24012,212.164
25012,846.0
26012,15.5
27012,161.704
28012,274.0
29012,2826.3
30012,3077.40906
31012,331.0
32012,90.5
33012,2086.0
34012,81.73
35012,15238.0
36012,520.0
37012,23.72
38012,428.309
39012,2570.0
40012,75.0
41012,2180.03449
42012,15.05
43012,4253.34425
45012,234.25122
46012,592.14087
47012,49.51424
48012,982.95571
49012,0.0
50012,27.07348
01013,403.44755
02013,78.0
03013,391.0
04013,76562.921
05013,311.0
06013,49.68603
07013,4283.6
08013,750.0
09013,23.48
10013,66.0
11013,1399.4653700000001
12013,56.074
13013,2477.0
14013,7879.1
15013,1403.35594
16013,74.1
17013,0.0
18013,1434.0
19013,70.615
20013,1608.601
21013,3674.96162
22013,61.378
25013,562.3
26013,353.5
27013,2093.3442099999997
28013,20517.8
29013,512.0
30013,3103.55047
31013,179.1
32013,409.5
33013,246.0
35013,1886.80504
36013,592.572
37013,14.83366
38013,1483.82244
39013,128.814
40013,28.6
41013,0.0
42013,8.69
43013,3739.2
44013,5400.0
45013,433.0
46013,8023.3109
47013,37.7
48013,26500.0
49013,50.763980000000004
50013,65.0
01014,0.0
02014,0.0
03014,122069.59376
04014,17.59
05014,2293.0
06014,2462.0
07014,7181.0
08014,1278.4999599999999
09014,82.0
10014,280.25
11014,8951.0
12014,70.71368
13014,139.71399
14014,925.5
15014,700.0
16014,269.672
17014,0.0
18014,3587.681
20014,723.5
21014,1467.68
22014,669.6
23014,937.0
24014,2275.76577
25014,151.973
26014,111.0
27014,576.20868
28014,28600.0
29014,47.13981
30014,624.6
31014,104.5
32014,171.12019
33014,8052.0
35014,9675.0
36014,258.80829
37014,1805.62408
38014,825.262
39014,191.5
40014,0.0
41014,633.5625600000001
42014,0.0
43014,8932.35379
44014,811.4
45014,1227.2
46014,1977.3
47014,11.9
48014,361.32890000000003
49014,28.0
02015,508.39898999999997
03015,5579.0
04015,18.0
05015,28.1
06015,54053.79814
07015,14762.954109999999
08015,76028.83
10015,165.02092000000002
11015,35572.1
12015,28.33
13015,2140.1199100000003
14015,573.15
15015,888.2
16015,0.0
17015,6823.861980000001
18015,48.0
19015,47.76283
20015,236.0
21015,106.1
22015,200.65
23015,0.0
24015,574.6005
25015,180.9
26015,94.0
27015,626.17602
28015,16139.18718
29015,13191.009890000001
30015,10029.5
31015,950.0
32015,215.76585
33015,261.82443
34015,0.0
35015,19989.5909
36015,887.6823
37015,0.0
38015,716.15
39015,335.4
40015,14.3
41015,0.0
42015,83.9
43015,19.9
44015,0.0
45015,161.5
46015,3305.3967599999996
47015,79.1
48015,12807.69177
49015,42.695
01016,267.16098
02016,107.22641
03016,31.41896
04016,1233.0
05016,3135.682
06016,886.9
07016,869.13072
08016,918.6
09016,133.925
10016,38.72728
11016,14887.47232
12016,525.979
13016,223.58285
14016,435.29998
15016,1162.0
16016,106.0
17016,0.0
18016,35.7
19016,0.0
20016,685.001
21016,240.22176000000002
22016,0.0
23016,136.8
24016,0.0
25016,1005.5
26016,17.21
27016,2180.1431799999996
28016,184.17546
29016,85.8
30016,91117.48
31016,3223.49547
32016,154.00101
33016,7344.68724
35016,115529.67113
36016,154.0
37016,181.0
38016,513.8418300000001
39016,11376.0
40016,0.0
41016,5185.53824
42016,14.4678
43016,2678.49325
44016,122.5
45016,1273.1
46016,324.95
47016,27.191
48016,1300.0
49016,41.4
50016,12.0
01017,268.625
02017,123.31065
03017,132.888
04017,675.5
05017,16.0
06017,57.8
07017,247.865
08017,1228.5
09017,0.0
10017,0.0
11017,745.3095
12017,52.7
13017,130.78327000000002
14017,3944.13195
15017,5351.55223
16017,0.0
18017,15948.29548
19017,0.0
20017,3015.9
21017,668.591
22017,404.84746
23017,426.28806
24017,125.85
25017,52.11631
26017,339.4
27017,97.0
28017,666.5
29017,2982.5
30017,4551.0
31017,0.0
32017,539.568
33017,1524.15822
34017,562.0
35017,12080.12632
36017,2799.1
37017,53.65
38017,11670.25
39017,385.91114
40017,0.0
41017,5415.0
42017,44.509
43017,77.0
45017,40.614
46017,17925.8
47017,52.2
48017,3980.0
49017,128.82646
50017,781.0
01018,1187.81554
02018,916.4
03018,11408.957620000001
04018,50.6
05018,21.56832
06018,295.3823
07018,1066.0
08018,1245.9
09018,10700.0
10018,408.05934
11018,550.917
12018,92.41409
13018,292.54
14018,1034.01216
15018,252.6
16018,0.0
17018,202.057
18018,126.42458
19018,75.5
20018,4885.5
21018,468.75958
22018,104.04442
23018,0.0
24018,24.1
26018,5035.411639999999
27018,688.64076
28018,1922.7
29018,0.0
30018,3346.7
31018,195.0
32018,182.18997
33018,611.5
34018,75.3
35018,7514.0
36018,902.4474200000001
37018,22.0
38018,812.4
39018,0.0
40018,0.0
41018,2865.01847
42018,83.0
43018,81.5
44018,0.0
45018,310.664
46018,261.803
47018,19.3
48018,286.3
49018,0.0
50018,342.695
01019,71.73646000000001
02019,1745.4
03019,8427.274029999999
04019,65.5168
05019,22352.223700000002
06019,480.5
07019,190.1
08019,860848.51121
09019,57.8
10019,0.0
11019,805.53535
13019,1970.6277
14019,1592.39119
15019,5943.0
16019,0.0
17019,790.03733
19019,6.19
20019,3498.7
21019,103.92378
22019,47.15
23019,459.56432
24019,52.2
25019,2020.45
26019,2054.0
27019,1950.0
28019,360.5
29019,0.0
30019,7615.538
31019,1107.59
32019,2840.86222
33019,1573.85633
34019,39.86
35019,32716.0
36019,357.61214
37019,0.0
38019,6187.237980000001
39019,422.25
40019,26.71259
41019,1757.15882
42019,286.8
43019,10885.62378
44019,13.55
45019,2956.1
46019,4769.16707
47019,0.0
48019,1057.208
49019,29.305
50019,20.32012
01020,0.0
02020,264.27234999999996
03020,37.62
04020,128.591
06020,330.01
07020,1480.0555
08020,2896.7
09020,113.8
10020,240.0
11020,82335.99
12020,122.0
13020,1966.99065
14020,76.6
15020,900.5
16020,9.0
17020,1776.8
18020,258.1
19020,0.0
20020,22.25
21020,0.0
22020,34.1
23020,360.53909999999996
24020,144.5
25020,98.25110000000001
26020,184.5
27020,694.53015
28020,64.96414
29020,898.46756
30020,1610.17
31020,153.49
32020,278.845
33020,8812.3
34020,8.0
35020,1544.1607200000003
36020,408.5
37020,121.85324
38020,4733.0
39020,14706.9
40020,86.9
41020,3841.0
42020,1783.0
43020,969.2
44020,9.36
45020,371.455
46020,1604.153
47020,72.23710000000001
48020,91300.0
49020,50.4
50020,379.5
01021,285.2
02021,369.3
03021,2695.31756
04021,40.977
05021,724.9
06021,143.82
07021,140.69378
08021,18.0
09021,24.0
10021,1276.292
11021,2554.33889
12021,2880.0
13021,119.0
14021,128349.57
15021,1758.0
17021,119.94432
18021,7135.571940000001
19021,361.45
20021,80.5462
21021,10240.0
22021,978.0
23021,122.498
24021,940.5
25021,911.2
26021,1305.07272
27021,387.0
28021,603.7
29021,0.0
30021,6050.02
31021,14.66
32021,185.5
33021,1335.33282
35021,4883.19913
36021,3070.3263500000003
37021,26.075
38021,1017.102
39021,67.04113000000001
40021,10.0
41021,7151.8684
42021,0.0
43021,151.32271
44021,32.0
45021,1858.06172
46021,12605.0
47021,26.8
48021,219.0645
49021,5064.25857
50021,8.415
01022,442.5
02022,200.517
03022,38.788
04022,358.6
05022,627.61315
06022,524.8128399999999
07022,7301.0
08022,5082.6
09022,23.9
10022,102.9
11022,20794.301
12022,173.272
13022,191.0
14022,870.5
15022,1655.0
16022,15.70444
17022,3441.3
18022,6210.0
19022,0.0
20022,223.0
21022,50.0
22022,163.86649
24022,62.078
25022,31.0
26022,95.9
27022,950.4
28022,29602.0
29022,0.0
30022,8325.0
31022,135.53053
32022,504.0
33022,165.0
34022,536.735
35022,15303.338
36022,3330.001
37022,67.0
38022,3950.5
39022,389.0
40022,51.792
41022,1212.1
42022,115.45122
43022,304.48217000000005
44022,123.5
45022,87.31627999999999
46022,9024.72288
47022,21.1
48022,515.0
49022,52.1
50022,203.81416000000002
01023,142.61138
02023,185.903
03023,645.9
04023,15.21
05023,49.037
06023,1361.077
07023,1985.0
08023,5497.5
09023,317.0
10023,130.21388000000002
11023,3134.5
13023,4455.85
14023,0.0
15023,1723.0
16023,203.25683999999998
17023,15034.35358
18023,5128.471439999999
19023,118.0
20023,73.92
21023,317.6
22023,168.42934
24023,122.76264000000002
25023,2063.1
26023,193.0
27023,355.074
28023,3227.995
29023,9872.72495
30023,1203.0
31023,3873.0
32023,320.0
33023,827.0
34023,2540.2
35023,2922.352
36023,1623.0
37023,820.6
38023,65201.12268000001
39023,2577.37673
41023,2720.84043
42023,16.2
43023,36.7
44023,0.0
45023,852.779
46023,147.3
47023,2374.5
48023,225.43732999999997
49023,344.0
50023,39.22507
02024,1345.6902
03024,1144.87646
04024,1161.40571
05024,87.0
06024,288.12801
07024,3526.0
08024,226.5
09024,49.71
10024,518.16294
11024,2644.5562200000004
12024,24.3
13024,251.2
14024,382.2
15024,1932.07579
16024,0.0
17024,765.0
18024,140.451
19024,3798.482
20024,103.87796
21024,202.58332000000001
22024,122.751
23024,4224.5
24024,192.53629999999998
25024,303.20309
26024,159.0
27024,339.65951
28024,89.0
29024,67.5
30024,30485.78
31024,105.0
32024,1279.31473
33024,105350.4
34024,20.351
35024,13609.0
36024,5245.0
37024,58.2404
38024,4225.0
39024,1400.5
40024,560.5
41024,9920.33244
42024,95.0
43024,980.751
44024,6.95
45024,256.935
46024,333.53032
47024,40.92639
48024,403.95
49024,197.483
50024,258.0
02025,3040.0
03025,491.5
05025,25.23
06025,1281.2308500000001
07025,175.37849
08025,701.9
09025,145.47457
10025,0.0
11025,1413.0
12025,0.0
13025,69.0
14025,978.4285500000001
15025,190.0
16025,7.936
17025,425.1
18025,28.12418
20025,352.1
21025,1320.0656399999998
22025,439.0
23025,1042.45148
24025,86.08142
25025,3161.0
26025,89.07010000000001
27025,3588.7
28025,127.8
29025,51263.079580000005
30025,3069.0
31025,315.386
32025,276.586
33025,4834.96749
34025,30.6
35025,244.93
36025,375.53076
37025,113.0
38025,1572.427
39025,2511.0694399999998
40025,46.6
41025,1451.914
42025,525.0
43025,188.0
44025,4105.0
45025,331.0
46025,938.57
47025,0.0
48025,275.35679000000005
49025,44.112
50025,2170.0
02026,227.028
03026,592.998
04026,7.686
05026,57.0
06026,263.5
07026,18655.181
08026,179.4
09026,185.188
10026,345.3
11026,1484.03732
12026,514.4
13026,111.0
14026,1061.3
15026,307.0
16026,62.11
17026,175.92731
20026,108.8
21026,52.7
23026,0.0
24026,316.60871999999995
26026,490.0
27026,499.003
28026,4847.0
29026,290.2
30026,15689.0
31026,82.4
32026,378.0
33026,2557.2
35026,27140.13961
36026,3713.3
37026,0.0
38026,9060.0
39026,513.51923
40026,0.0
41026,1167.63337
42026,0.0
43026,293.0
44026,115.0
45026,93.18445
46026,411.22874
47026,31.348
48026,781.8685
49026,30.5
50026,83.3
01027,176.0
02027,126.8
03027,88.159
04027,52.859
05027,67.35
06027,252.49005
07027,11425.7
08027,779.758
09027,5.75
10027,9.83523
11027,51073.79
12027,8431.18116
13027,1564.6378399999999
14027,2136.2
15027,397.7
16027,430.33225
17027,1480.0
18027,421.13
19027,66.9
20027,1236.05027
21027,0.0
22027,77.0
23027,235.13
24027,190.05
25027,309.56642
26027,45.5
27027,515.0
28027,829.1106
29027,767.0
30027,26243.5
31027,289.0
32027,250.00534
33027,553.2765400000001
34027,0.0
35027,3699.3195599999995
36027,817.0
37027,64.5
38027,1849.2
39027,926.4
41027,1249.5
42027,58.1
43027,52.42
44027,0.0
45027,154.93624
46027,412.0
47027,732.5
48027,7060.0
49027,21.6
50027,53.0
01028,644.9
02028,0.0
03028,238.86593
04028,37.966879999999996
06028,1252.9
07028,264.3
08028,600.0
10028,49.36192
11028,19217.33538
12028,19329.72745
13028,3698.203
14028,43.32107
15028,387.50407
17028,142.3
18028,201.9
20028,539.15
21028,0.0
22028,98.2
23028,1892.7650700000002
24028,89.0
26028,76.5
27028,33975.85
28028,958.83
29028,263.5
30028,2350.6
31028,43.81
32028,231.28486999999998
33028,266.25718
34028,22.6
35028,12248.93043
36028,1087.0391200000001
37028,207.51007
38028,22575.034379999997
39028,1320.0
40028,0.0
41028,0.0
42028,0.0
43028,2363.0
44028,33.0
45028,1257.0
46028,301.56
47028,9.6022
48028,111.33004
49028,22.635
50028,12.751
02029,2149.10444
03029,102.3
04029,4782.0
05029,24.22
06029,322.70767
07029,2157.0
08029,4065.5
09029,47.2
10029,100.45
11029,1083.0
12029,391.754
13029,0.0
14029,1027.0
15029,1392.5
16029,164.19
17029,88.8
18029,384.48737
20029,2148.71859
21029,458.6
22029,29.887
23029,402.64534
24029,157.47108
25029,573.4
26029,73.8
27029,427.97598999999997
28029,364.95
29029,0.0
30029,5032.7992300000005
31029,858.5
32029,368.38006
33029,259.346
34029,261.12
35029,3134.68516
36029,3236.53757
37029,47.4
38029,203.7
39029,358.0
40029,0.0
41029,4315.3
42029,57.19
43029,142.1
44029,182.35
45029,49.291160000000005
46029,8963.0
47029,28.5
48029,3427.0
49029,81.0
50029,145.0
01030,88.63
02030,1519.146
03030,501.0
04030,261.07613
05030,14.1928
06030,475.7
07030,451.0
08030,4031.0
09030,84.5
10030,290.416
11030,17013.0
13030,35.246840000000006
14030,2679.6458199999997
15030,96282.451
16030,3.505
17030,203.5
18030,83.5
20030,7269.9
21030,542.1
23030,364.75236
24030,1207.3571600000002
25030,56.75
26030,17.5
27030,805.0753100000001
28030,973.0
29030,124.99752
30030,185833.0
31030,47.0
32030,113.0
33030,146.5
35030,4008.75753
36030,721.7
37030,18.65025
38030,566.5118100000001
39030,593.6865700000001
40030,186.5
41030,168.3815
42030,93.6
43030,137.7
45030,192.49533000000002
46030,406.565
47030,263.0
48030,233.5
49030,20.971
50030,0.0
01031,0.0
02031,0.0
03031,42479.0
04031,3456.083
06031,91.222
07031,17960.0
08031,1087.5
10031,46.666
11031,25597.5
12031,2401.82289
13031,827.5
14031,143.65
15031,7574.49865
16031,9.29
17031,50.7
19031,13.0
20031,53.26
21031,139.807
23031,144.429
24031,58.7
25031,12.8895
26031,77.0
27031,3610.86926
28031,1070.7331600000002
29031,314.98163
30031,135.2
31031,128.45
32031,177.9455
33031,10611.251
34031,0.0
35031,2205.87875
36031,219.65
37031,83.1
38031,6134.28171
39031,650.0909399999999
40031,0.0
41031,479.3057
42031,0.0
43031,460.2
44031,39.32729
45031,1092.5
46031,4665.2
47031,82.99
48031,56.5
49031,22.68
50031,28.015
01032,230.81592999999998
02032,0.0
03032,28.62109
04032,7810.665400000001
06032,19.2
07032,16137.925
08032,1719.0
09032,35.0
10032,454.7
11032,21632.0
12032,11966.800210000001
13032,235.0
14032,94.8
15032,716.74146
16032,87.83742
17032,2363.175
18032,156.79847
19032,0.0
20032,3089.07648
21032,449.7
22032,44.6
23032,0.0
24032,21.95
25032,26.0
26032,15.250219999999999
27032,680.2064499999999
28032,2076.0
29032,2666.28
30032,1028.39448
31032,627.07041
32032,3153.3521600000004
33032,2798.5
34032,19.0
35032,361.90225
36032,426.2
37032,212.0
38032,3373.1
39032,469.78634999999997
40032,240.0
41032,1392.1584599999999
42032,0.0
43032,219.9
44032,11.05
45032,136.1
46032,2289.54912
47032,60.5
48032,2144.13708
49032,91.94186
50032,65.0
01033,415.0
02033,499.34265000000005
03033,36.70195
04033,25.48978
05033,29.0
06033,554.0
07033,16215.5138
08033,8598.365199999998
09033,19.31
10033,103.84963
11033,30741.77552
12033,1672.0
13033,0.0
14033,476.7
15033,246.51736
16033,873.18579
17033,3345.0
18033,38.34027
19033,0.0
20033,468.0
21033,205.0
23033,287.80084999999997
24033,56.0
25033,412.66
26033,101.7
27033,1095.0
28033,1587.0
29033,578.0776999999999
30033,4251.2
31033,10.87
32033,77.0889
33033,3102.47167
34033,0.0
35033,1326.0
36033,2493.5
37033,0.0
38033,1543.70847
39033,241.0
40033,0.0
41033,1435.7
42033,11.2
43033,351.0
44033,75.9
45033,0.0
46033,83.39173
47033,58.358
48033,64.0
49033,164.5
50033,32.5
01034,127.534
02034,473.0
03034,987.8951099999999
04034,45.5
05034,15.332
06034,58.0
07034,358.6
08034,612.0
09034,145.0
10034,35.5
11034,752.3
12034,496.35631
13034,29227.065
14034,0.0
15034,830.0
16034,58.306
17034,9915.0
18034,85.201
19034,0.0
20034,972.7993100000001
21034,323.835
23034,0.0
24034,1153.1883
25034,1192.0
26034,433.5
27034,113.95502
28034,0.0
29034,204.5
30034,0.0
31034,15.38
32034,218.63063
33034,2710.779
34034,0.0
35034,9003.1195
36034,516.6
37034,0.0
38034,682.3
39034,59.5
40034,41.93466
41034,7802.377280000001
42034,28.9
43034,137.653
44034,0.0
45034,385.3764
46034,632.44944
47034,19.3
48034,2805.888
49034,113.98544
50034,237.0
02035,0.0
03035,138.38060000000002
04035,6282.0
05035,48.371
06035,283.085
07035,543.126
08035,6920.0
09035,123.0
10035,377.5
11035,8424.164
13035,236.808
14035,1525.8
15035,3454.2
16035,116.7
17035,158.78997
18035,280.39335
20035,283.32908
21035,4614.845399999999
22035,117.2
23035,281.12811
25035,139.2
26035,4.4
27035,217.79785
28035,0.0
29035,0.0
30035,28265.0
31035,22.6
32035,215.55
33035,7336.51224
34035,62.48963
36035,5159.33
37035,58.07
38035,0.0
39035,10265.0
40035,0.0
41035,266.71965
42035,327.0
43035,56.0
44035,22.224
45035,83.172
46035,9095.2
47035,367.0
48035,147.9
49035,48.65
50035,20.005
01036,5204.63683
02036,26.08
03036,16.801
04036,54.35
05036,19.4
06036,2255.0
07036,14173.0
08036,92.736
09036,8.0
10036,104.179
11036,131.447
12036,151.0
13036,192.65457
14036,2454.86433
15036,26198.91
16036,19.15
17036,969.425
18036,1008.7629300000001
19036,118.98188
20036,5908.643
21036,0.0
22036,20.25
24036,42.0
25036,40.0
26036,8827.103710000001
28036,1744.94433
29036,0.0
30036,11868.64
31036,237.55
32036,220.0
33036,6930.0
34036,0.0
36036,396.57183000000003
37036,11.045
38036,3110.8136
39036,564.1
40036,0.0
41036,1202.38774
42036,14.5166
43036,265.177
44036,6.4
45036,158.455
46036,143.31682
47036,82.6
48036,8650.0
49036,0.0
50036,30.0
01037,225.0
02037,7477.5
03037,169.482
04037,420.0
05037,117.57
06037,470.858
07037,4542.7
08037,895.064
09037,34.1
10037,36901.00412
11037,2027.84796
12037,3.2
13037,255.77168
14037,1564.0
15037,585.4292399999999
17037,61.96832
18037,238.713
19037,0.0
20037,17.005580000000002
21037,260.101
22037,0.0
23037,133.0
24037,0.0
25037,174.73210999999998
26037,57.0
27037,113.0
28037,449.0
29037,40.58506
30037,22800.0
31037,0.0
32037,167.1
33037,9758.293
34037,97.0
36037,296.0
37037,14.08079
38037,5870.00001
39037,810.0
40037,19.429489999999998
41037,750.0
42037,7.85
43037,23818.4752
44037,115.0
45037,381.50309000000004
46037,623.0
47037,68.3
48037,135.73
49037,165.5
50037,26.2
02038,146.15
03038,131.67
04038,958.7065499999999
05038,37.745
06038,259.44783
07038,889.0
08038,522.0
09038,0.0
10038,25.701
11038,3983.1
