Codigo Municipio,Nº Residencias Mayores,Nº Instituciones Religiosas y Militares
28044,,
18051,,
17055,,
33019,1.0,
22090,,
25163,,
29044,,
39024,1.0,
29045,,
25161,,
40060,,
09109,1.0,1.0
19095,,
19096,,
43046,,
03057,,
24057,,1.0
34062,,
19097,,
11014,,
14020,1.0,
10066,,
07016,,
43047,,
41033,1.0,2.0
05064,,
45053,1.0,1.0
50087,,
09110,,
49052,,
19098,,
08071,,
44082,,
46098,,
08072,7.0,
43048,,
24058,,
25078,,
17057,,
47055,,
15028,,
14021,21.0,22.0
06038,,
37110,1.0,
34063,,
26052,,
19099,1.0,
31077,1.0,1.0
26053,,
49053,1.0,
27014,,
10067,3.0,2.0
41034,3.0,
41035,,
15029,,
26054,,
08073,5.0,
17056,1.0,
43049,,
06039,,
41036,1.0,
28048,,
26055,,
45054,2.0,
40061,,
13035,,
39025,1.0,
47056,,
49054,,
41037,,
02027,,
06040,,
21024,,
32027,,
21025,,
21026,,
31078,1.0,
44084,,
12048,,
18053,,
29046,,
46099,,
18054,,
13036,,
24059,,
09112,,
15030,11.0,3.0
33020,1.0,
39026,1.0,
44085,,
42068,,
28049,1.0,
27015,,
07017,,
12049,,
50088,,
49055,,
46100,,
02028,,
36012,,
42069,,
09113,,
36013,1.0,
12050,,
03058,,
13037,1.0,
40902,,
36014,1.0,
43050,2.0,
24060,,
17058,,
05065,,
44086,,
03059,1.0,
06041,,
37112,,
44087,,
17901,,
10068,,
24061,3.0,
32028,,
50089,2.0,
44088,,
28050,2.0,1.0
50090,,
08074,1.0,
25079,1.0,
42070,,
34066,,
24062,,
24063,,
47057,,
40062,,
19102,,
09114,,
49056,,
24064,,
44089,,
49057,,
09115,,
37113,,
42071,,
49058,,
44090,,
33021,1.0,
49059,,
40063,1.0,2.0
16078,8.0,6.0
47058,1.0,
50091,,
45055,,1.0
41903,1.0,
44092,,
42073,,
09117,,
16079,,
29047,,
44093,,
40905,,
09119,,
29049,,
04035,1.0,
29048,,
18912,,
05066,,
44094,,
12051,,
18056,1.0,
18057,1.0,
46105,1.0,
15031,2.0,
10069,,
21027,,
21028,,
21029,1.0,
43051,3.0,
36015,,1.0
47059,,
15032,,
29050,,
26056,,
28053,,
13039,4.0,1.0
46113,1.0,
04038,1.0,
17060,,
50094,1.0,1.0
26057,,
18063,,
17061,,
03061,,
03062,,
20029,,
33022,,
34067,,
34068,,
18064,,
18066,,
10070,,
43901,1.0,
03063,1.0,2.0
48901,1.0,
10071,,
31079,,
24066,,
42075,,
07018,,
42076,,
31080,,
05903,,
18067,,
18068,,
48026,2.0,
37115,,
15033,,
18069,,
03064,,
46114,,
40068,,
45058,,
06043,,
06044,2.0,1.0
31081,,1.0
31221,,
40069,,
05069,,
20069,18.0,11.0
05070,,
14022,,
37116,,
37117,1.0,
46115,,
41038,6.0,2.0
14023,1.0,
45059,1.0,
08075,1.0,
36016,,
19107,1.0,
18070,,
34069,,
43053,,
15034,,
48027,2.0,1.0
18071,,
19108,,
40070,,
42078,,
48028,1.0,
31083,,
41039,2.0,4.0
31086,,1.0
20030,2.0,
07026,1.0,1.0
50095,2.0,
37118,,
04902,2.0,
44096,,
48031,,
01021,1.0,1.0
02030,,
03065,4.0,2.0
01022,,
03066,2.0,
20031,,
20033,,
20032,1.0,1.0
31087,,
46116,4.0,1.0
10072,,
48032,1.0,1.0
01023,,
19109,,
50096,,
46117,,
37120,,
37119,,
50098,,
40071,,
37121,,
37122,,
47060,,
14024,,
21031,,
37123,,
24067,1.0,
40072,,
09120,,
26058,,
37124,,
31089,,
46118,1.0,
16082,1.0,
04041,,
46119,,
49061,,
39028,,
26059,,
32030,1.0,
06045,,
50099,1.0,1.0
48902,5.0,
31090,,
24068,,
48033,,
31091,,
50100,,
48034,1.0,
20067,2.0,1.0
20066,,
01046,1.0,
48079,,
31092,1.0,
45060,1.0,
21032,1.0,
17062,1.0,
39029,,1.0
45061,1.0,1.0
40073,,
45062,1.0,
19110,,
23031,,
40074,,
19111,,
50101,,
24069,,
40075,,
42079,,
19112,,
07019,,
28054,3.0,
44097,,
44099,,
10073,,
37125,2.0,
18072,,
32031,,
47061,,
20034,1.0,
31094,,
12057,,
37126,,
49062,,
12058,,
06046,,
06047,,
06048,,
08076,1.0,
41040,2.0,
31095,,
37127,,
42080,,
14025,,
42081,,
23032,,
11017,,
14026,1.0,
40076,1.0,1.0
17063,,
37128,,
34070,,
09122,,
19113,1.0,
05072,,
09124,2.0,
34071,,
09123,,
45063,,
40077,,
19114,,
25081,,
43054,1.0,
08077,5.0,2.0
22099,,
17064,,
17065,1.0,
07020,,
25082,,
31096,,
08078,,
45064,,
19115,,
22102,,
22103,,
25088,,
08079,1.0,
25085,,
31097,3.0,2.0
07021,,
41041,1.0,1.0
42082,,
09125,,
29051,3.0,
44100,,
31098,,
25086,1.0,
25087,,
46120,2.0,
26060,,
22105,,
36017,1.0,
45065,,
28055,1.0,
19116,,
46121,,
31099,,
31082,,
31084,,
31085,,
48029,,
48030,,
31100,,
31101,,
26061,1.0,
31093,,
20035,,
31102,,
31103,,
50102,,
24070,1.0,1.0
03067,,
22106,,
31104,1.0,
43055,,1.0
03068,,
22107,,
12059,,
17005,,
29052,,
49063,,
49064,,
50104,,
25089,,
38012,1.0,
43056,,
46122,,
46123,1.0,
50105,,
50106,,
43057,,
07022,2.0,
04043,,
15035,1.0,
02031,,
06049,1.0,
49065,1.0,
13040,1.0,
14027,,
18074,,
49066,1.0,
49067,,
07023,1.0,
49068,,
44101,,
15036,3.0,3.0
08134,2.0,
08080,,
25908,,
43058,,
17066,4.0,1.0
43059,,
12060,,
49069,,
50107,1.0,
04044,,
03069,,
04045,,
35008,,
22109,,
15037,1.0,
31105,1.0,
17067,,
43060,1.0,
05073,,
25092,,
37129,,
08082,,
08081,,
46126,,
17068,,
24071,,
27017,,
08083,,
47062,,
50108,,
47063,,
26062,,
25093,,
03077,,
04046,1.0,
18076,,
44102,,
49071,,
08084,,
27018,1.0,
46128,,
46127,,
17069,,
19117,2.0,
13041,,
46124,,
17070,,
17071,1.0,
31106,,
47064,,
09127,,
05074,1.0,1.0
08085,,
22110,1.0,
26063,,
25094,,
22111,,
17902,,
12061,1.0,
36018,1.0,
43061,,
37130,,
07024,,1.0
03070,1.0,
44103,,
07025,,
17073,1.0,
36019,,
44105,,
46125,,
44106,,
17074,,1.0
30020,,
48906,,
27019,1.0,
44107,,
15038,,
37131,,
22112,1.0,
50109,,
23033,,
33023,,
09128,,
08086,3.0,
50110,,
34072,,
42083,,
06050,,1.0
37132,1.0,
43062,,
18078,,
50111,,
16083,,
40078,,
16084,,
09129,,
44108,,
05075,1.0,
28056,,
37133,,
10075,,
09130,,
09131,,
37134,,
40079,,
42084,,
40080,,
49075,,
49076,,
24073,,
09132,,
09133,,
49077,,
28057,,
34073,,
47065,,
05076,,
09134,,
44109,,
49078,,
29053,,
27020,,
34074,1.0,1.0
38013,1.0,
16085,,
48035,,
40081,,
19118,,
13042,,
38014,1.0,
19119,,
50113,,
50114,,
44110,,
29054,1.0,
28058,3.0,
06051,,
13043,,
26064,,
47066,1.0,1.0
45066,1.0,1.0
02032,,
23034,,
30021,1.0,
06052,1.0,1.0
16086,,
29055,1.0,
37135,1.0,
40082,,
06053,,
06054,1.0,
13044,,
40083,,
40084,,
05077,,
28059,3.0,
47067,,
49079,,
14028,,
12063,,
14029,1.0,
14030,,
18079,1.0,
02033,,
02034,,
42085,,
09135,,
42086,,
42087,,
09136,,
37136,,
21033,,
19120,,
49080,1.0,
09137,,
19121,1.0,
16087,,
16088,,
37137,,
09138,,
42088,,
19122,,
42089,,
19123,,
09139,,
16904,,
09140,,
19124,,
47068,,
40086,1.0,
42090,,
40087,,
40088,,
37138,,
46129,,
16089,1.0,
44111,,
44112,,
41042,1.0,
05078,,
12064,,
37139,,
24074,,
50115,,
50116,,
06055,,
42092,,
34076,,
37140,,
49082,,
44113,,
34077,1.0,
49081,1.0,
40089,,
49083,,
40091,,
44114,,
09141,1.0,
49084,,
42093,,
14031,1.0,
40092,,
28060,1.0,
23035,,
16091,,
22113,,
25096,,
25097,,
31107,1.0,
31108,1.0,
16092,,
18905,2.0,
20038,,
04047,,
08090,,
03072,,
12065,,
20037,,
19125,,
37141,,
28061,9.0,2.0
19126,,
31109,,
21034,,
09143,,
26065,,
48036,4.0,
48037,,
35009,1.0,
49085,,
18082,,
43063,,
26066,,
37142,,
37143,1.0,
37144,,
10076,,
04048,,
09144,,
40093,,
05079,,
37145,,
47069,,
05080,,
37146,,
49086,,
49087,,
08087,,
26067,,
31110,,
50117,,
31111,,
50118,,
44115,,
19127,,
45067,1.0,
48038,,
49088,,
43064,1.0,
46131,2.0,1.0
16093,,
38015,1.0,
38016,1.0,
48039,,
31112,,
06056,,
43065,,
10077,,
37147,,
37148,1.0,
40094,,
45068,,
37149,,
31113,,
44116,,
28062,,
05081,,
10079,,
10078,,
10080,,
28063,,
10081,,
43066,,
31114,,
06057,,
24076,,
31115,,
42094,,
08088,4.0,
17075,,
17076,,
17077,,
41043,,
06058,,
10082,1.0,1.0
04049,,
10083,,
28064,,
16094,,
19129,,
11018,,
10084,1.0,
03071,,
48040,1.0,
47070,,
46902,,
29056,,
48041,,
08089,3.0,1.0
46130,,
25098,,
05082,,
20907,,
44117,,
37150,,
12067,,
08091,3.0,
50119,,
41044,,
49090,,
05083,,
29057,,
23037,,
31116,,
46132,,
17078,,
41045,1.0,
04050,1.0,
47071,,
45069,,
48046,1.0,1.0
46133,,
28065,7.0,4.0
20039,,
48044,8.0,1.0
21035,2.0,1.0
33024,45.0,1.0
05085,,
05084,,
41046,,
46134,,
25912,1.0,
05086,,
26068,,
44118,,
41047,1.0,
43067,,
02035,1.0,
17079,4.0,7.0
08092,1.0,
08093,,
22114,,
48047,,
18083,,
43068,,
46135,1.0,2.0
46136,,1.0
50120,,
31117,,
18084,,
42095,1.0,
25099,,
02036,,
37151,,
42096,1.0,
17080,,
37152,,
32033,,
40095,,
36021,3.0,
31118,,
18085,1.0,
18086,,
24077,,
48042,1.0,1.0
10085,,
24078,,
03073,,
48043,,
42097,,
25100,,
05087,,
50121,,
33025,2.0,
24079,,1.0
33026,2.0,
22115,,
16095,,
16096,,
24080,,
40097,,
18087,8.0,29.0
21036,,
08094,,
25101,,
38017,1.0,
21037,,
13045,1.0,
33027,1.0,
05088,,
08095,,
46137,,
49091,,
03074,,
06059,,
25102,,
10086,,
14032,,
08096,5.0,1.0
49092,,
25103,,
25105,,
25104,,
22116,2.0,
26069,,
43069,,
22117,1.0,
26070,,
11019,,
44119,,
09148,,
34079,1.0,
28066,4.0,1.0
09149,,
50122,,
50123,,
36022,,
18088,,
19130,7.0,5.0
44120,,
41048,,
14033,,
28067,1.0,
13046,,
10087,,
45070,1.0,
28068,13.0,2.0
46138,,
46139,1.0,
18089,1.0,2.0
37154,,
18906,,
08097,,
18093,,
17081,,
38018,1.0,
36023,1.0,
46140,,
03076,2.0,
23038,,
45071,1.0,
08099,,
34080,1.0,
06060,1.0,
29058,1.0,
49093,,
23039,,
34081,,
44121,,
32034,,
18094,1.0,
48045,1.0,1.0
31119,,
31120,,
18095,,
38019,,
43070,1.0,
37155,,
10088,,
10089,,
10090,,
10091,,
14034,1.0,
37156,1.0,
41049,,
17082,,
38020,1.0,1.0
25109,,
25903,,
31121,,
05089,,
25110,1.0,
27022,,
25111,,
09151,,
09152,,
27023,1.0,
08100,,
39030,,
22119,1.0,
24081,,
05090,,
06061,,
09154,,
01056,,
35010,1.0,
26071,2.0,
09155,,
39031,,
06062,,
02037,2.0,1.0
16097,,
19132,1.0,
19133,,
12068,,
26072,,
13047,2.0,
45072,1.0,
10092,,
37157,,
37158,,
37159,,
39032,,
34082,,
38021,1.0,
49094,,
20040,1.0,1.0
10093,,
05092,,
20041,,
05093,,
26073,,
41050,1.0,
10094,,
50124,,
34083,2.0,
42098,,
34084,,
06063,1.0,
02038,,
19134,,
39033,,
05094,,
10095,,
45073,1.0,
47073,,
16098,,
10096,1.0,
26074,,
19135,,
10097,,
23041,,
06064,,
21038,1.0,
05095,,
06065,,
06066,,
06067,1.0,
12069,,
02039,,
46141,,
05096,,
44122,1.0,1.0
19136,,
49095,,
10098,,
21039,,
23042,,
21040,,
37160,1.0,
44123,,
45074,,
42100,,
14035,2.0,1.0
06068,,
16099,,
13048,1.0,
16100,,
31256,,
28069,,
19138,,
16101,,
10099,,
19139,,
20036,1.0,2.0
03078,,
16102,,
40099,,
40100,,
45075,,
40101,,
09159,,
16103,,
09160,,
16104,,
19142,,
34086,,
09162,,
09164,,
09163,,
05097,,
28070,,
05099,,
13049,1.0,
37161,,
16106,1.0,
37162,,
28071,,
19143,3.0,
09166,,
45076,1.0,
26075,,
26076,,
06069,1.0,
14036,,2.0
05100,,
26077,,
34087,,
47074,,
09167,,
23043,,
26078,,
09168,,
43071,,
19145,,
09169,,
24082,,
08101,11.0,1.0
08162,,
17083,,
37163,,
02040,,
09170,,
28072,,1.0
05102,1.0,
05101,,
05103,,
10100,,
05106,,
05104,,
05105,1.0,
22122,,
44124,,
22908,,
31122,,1.0
45077,1.0,
04051,,
10101,,
18096,,
16107,,
23044,1.0,
21041,4.0,2.0
16108,,
18097,,
04052,,
04053,2.0,
26079,,
19146,,
16109,,
09172,,
19147,,
37164,,
09173,,
16110,,
09174,,
45078,1.0,
16111,,
19148,,
22124,,
40103,,
23045,,
44125,,
22125,12.0,6.0
18098,2.0,1.0
16112,2.0,
18099,,
18100,1.0,
18101,,
19150,,
41051,1.0,
09175,,
19151,2.0,
28073,1.0,
29059,,
09176,,
05107,,
34088,,
10102,1.0,
31124,,
20042,,
48048,,
50125,,
09177,1.0,
03079,,
33028,,
22126,,
09178,,
23046,,
38022,,
20043,,1.0
31259,,
26080,,
09179,,
09180,,
44126,,
45079,,
48094,,
22127,1.0,
08102,4.0,1.0
29060,,
24083,,
31125,,
20044,,
22128,,
36901,,
45080,,
19152,,
33029,,
04054,1.0,
33030,,
45081,1.0,2.0
18102,2.0,
50126,1.0,
31126,,
07027,2.0,2.0
27024,1.0,
35011,1.0,
16113,2.0,
19153,,
04055,,
19154,,
31127,,
32035,,
15039,,
23047,,
37165,,
19155,,
20045,3.0,3.0
01901,,
20046,,
01027,,
31904,,
31128,,
22129,,
09181,,1.0
47075,1.0,
21042,,
41902,,
25115,,
17084,,
48049,,
29061,,
50128,,
34089,,
09182,,
18103,,
20047,,
37166,,
40104,,
31129,,
31130,,
48910,,
25112,,
25113,,
25114,,
31131,,
31132,,
24084,,
31133,,
14037,1.0,
18105,1.0,
29062,,
23048,,
48050,,
44127,,
23049,1.0,
21043,,
22130,2.0,3.0
03080,,
19156,1.0,
23050,4.0,5.0
17085,,
46142,,
26081,,
49096,,
23051,,
12070,,
50129,,
46144,,
10103,,
10104,1.0,
09183,,
09184,,
10105,1.0,
10106,,
50130,,
44128,,
22131,,
44129,,
50131,1.0,
31134,,
03082,2.0,
31135,,1.0
18107,,
11020,6.0,9.0
06070,1.0,
18108,,
12071,,
10107,,
18109,,
03083,1.0,
23052,1.0,
11021,,
29063,,
19157,,
24086,,
23053,,
17086,,
08103,,
44130,,
02041,,
44131,,
25910,,
50132,1.0,
40105,,
40106,,
29064,,
17087,,
30022,1.0,1.0
18111,,
05108,,
25118,,
25119,2.0,
09189,,
09190,,
09191,,
09192,,
31136,,
49097,,
18112,,
37167,,
29065,,
48022,1.0,
48907,,
01019,,
01020,,
40107,,
01028,,
13050,,
22133,,
18115,1.0,
10108,,
45082,2.0,
34091,,
50133,,
01030,,
01031,,
44132,,
24087,,
26082,,
40108,,
47076,5.0,
24088,,
16115,,
16116,,
37168,,
26083,1.0,
23040,1.0,
31138,,
36024,2.0,
22135,,
22136,,
36025,,
39034,,
31139,,
22137,,
27026,1.0,
01032,,
16117,1.0,
48051,,
05109,,
42103,,
50134,,
47077,,
33031,6.0,1.0
40109,,
18116,,
34092,,
01902,,
18117,,
41052,,
31140,,
05110,,
44133,,
06071,,
22139,,
31141,,
01033,,
15041,,
26084,1.0,1.0
39035,1.0,1.0
32038,1.0,
04056,,
48052,,
31142,,
31143,,
20048,,
31144,,1.0
37169,,
23054,,
20902,1.0,1.0
22141,,
22142,,
22143,,
22144,,
40110,,
40111,,
40112,1.0,
01036,1.0,
04057,,
48053,,
33032,1.0,
15040,,
50135,,
45083,,
32039,,
31145,,
20049,,2.0
20050,,
31146,,
41053,2.0,1.0
50136,,
50138,,
50137,,
18119,,
19159,,1.0
16118,,
37170,2.0,1.0
26086,,
34094,,
37171,1.0,
28074,5.0,
16119,,
31147,,
31148,,
20051,,
20052,,
01058,,
20068,,
48054,1.0,
32040,,
31149,,
26087,,
48057,,2.0
31908,,1.0
48055,,
48056,,
33033,1.0,
18120,,
24089,11.0,10.0
31150,,
21044,,
31151,,
31152,1.0,
09194,1.0,3.0
25121,,
31153,1.0,
02042,,
50139,1.0,
01034,,
26088,,
48081,,
31154,,
20053,,
02043,,
30023,,
44135,,
42105,,
44136,,
31155,,
39036,,
39037,1.0,1.0
02044,,
04058,,
45084,1.0,
39038,,
23055,4.0,2.0
21045,,
44137,,
37172,1.0,
11022,4.0,
25122,,
50140,,
50141,,
20054,,
31156,,
08104,,
17088,1.0,
25123,,
25124,,
08105,,
17089,1.0,
24092,,
17090,,
17091,,
17092,,
33035,5.0,
46154,1.0,
33036,4.0,
09195,,
47079,,
38024,,1.0
05113,,
13904,,
25125,,
46155,,
25126,,
44141,,
25120,19.0,1.0
06073,,
06074,,1.0
17093,,
25127,,
03085,,
08107,1.0,
08108,,
25128,,
08106,2.0,
46147,1.0,
17094,,
43072,,
25129,,
46152,,
46153,,
46151,,
46156,,
43073,,
43074,1.0,
17095,2.0,
07028,,
46157,,
12074,,
07029,,
17096,,
07030,,
08109,,
07031,1.0,
46150,,
22149,,
32041,,
50142,,
32042,,
06072,,
18121,,
31157,1.0,
28075,,2.0
26089,8.0,10.0
10109,1.0,
48903,1.0,2.0
18122,1.0,
34903,,
34096,,
45085,,
47078,,
50143,,
50144,,
31158,,
23056,1.0,
22150,,
41054,,
41055,1.0,1.0
19160,,
30024,2.0,1.0
03084,,
46148,,
30025,,
46149,,
40113,,
49098,,
49099,,
10110,2.0,
05112,,
22151,,
44138,,
42106,,
27027,,
15042,,
28076,,
28901,,
49100,,
04059,,
04060,,
04061,,
14038,2.0,2.0
50146,,
12072,,
21046,,
50147,,
13051,,
24090,,
45086,,
12073,,
49101,,
39039,,
50148,1.0,
50149,,
27028,7.0,6.0
18123,,
41056,,
18124,,
31159,1.0,
37173,1.0,
26091,,
50150,,
50151,,
19161,1.0,
22905,,
23057,,
14039,1.0,
31160,,
24091,1.0,
19162,,
31248,,
19163,,
04062,,
17102,,
17103,1.0,
46158,,
32043,1.0,
37175,,
29066,,
37174,1.0,
28078,,
49102,,
40115,,
17097,,
28079,145.0,102.0
49103,,
45087,1.0,
10111,2.0,
05114,,1.0
09196,,
10112,1.0,
09197,,
02045,1.0,
37176,,
10113,,
41057,,
50152,,
05115,,
06075,,
50153,,
45088,1.0,
42107,,
24093,,
34098,,
06076,,
09198,,
49104,,
02046,1.0,
17098,,
25133,,
44142,,
37177,,
50154,,
49105,,
41058,,
41059,1.0,1.0
28080,3.0,
10114,,
16121,,
19165,,
42108,,
29067,28.0,11.0
19166,,
13052,3.0,1.0
19167,,
18126,,
50155,,
06077,,
25130,1.0,
50156,,
08110,3.0,2.0
08111,,
48058,,
50160,1.0,
50157,,
37178,,
10115,1.0,
05116,,
06078,,
10116,2.0,
15043,,
45089,1.0,
50159,,1.0
49107,,
05117,,
09199,,
09200,,
09201,,
07033,1.0,1.0
37179,,2.0
05118,,
23058,,
06079,,
50161,,
09202,,
07034,,
19168,1.0,
49108,,
49109,,
29068,,
46159,2.0,
05119,,
26092,,
08112,1.0,
34099,,
08113,13.0,4.0
26093,,
24094,2.0,
24095,,
19169,,
34100,,
46160,,
49110,,
49112,,
49111,,
13053,2.0,1.0
26094,,
28082,1.0,
32044,1.0,
45090,1.0,
44143,,
21047,,
47080,,
37180,1.0,
48059,,
31161,,
15044,,
07032,2.0,3.0
45091,1.0,
50162,,
18127,,
19170,2.0,
24096,,
31162,,
40903,,
40118,,
29069,6.0,
43076,,
10117,,
18128,,
19171,,
41060,2.0,2.0
31163,1.0,
34101,,
43075,,
08242,1.0,
04063,,
50163,1.0,
07035,,
16122,,
36026,1.0,
39040,,
41061,,
46161,,1.0
21048,,
45092,,
48060,1.0,1.0
05120,,
23059,1.0,
50902,,
07036,1.0,
45093,1.0,
37181,,
05121,,
41062,,
37183,,
44144,,
40119,,
40120,,
40121,,
37182,,
05122,,
08114,4.0,
08115,1.0,
23060,1.0,1.0
40122,1.0,
48061,,
47081,,
43077,,
44145,1.0,
17100,,
45094,,
43078,,
16123,,
02047,,
19172,,
32045,2.0,
08116,,
08117,,
43079,,
08118,5.0,
43080,,
43081,,
08119,,
43082,,
46162,,
25131,,
46163,,
46164,1.0,
46165,1.0,
17101,,
25132,,
37184,,
10118,,
40124,,
37186,,
44146,,
12075,,
45095,1.0,
40123,,
24097,1.0,
08120,2.0,
42110,,
24098,,
42111,,
24099,,
38025,,
47082,1.0,
08121,10.0,3.0
19173,,
12076,,
49113,,
47083,,
37187,,
49114,,
40125,,
19174,,
26095,,
37188,,
49115,,
47084,3.0,1.0
44147,,
45096,1.0,
19175,,
15045,,
34102,,
30026,1.0,
39041,,
19176,,
34103,,
09206,,
36027,,
09208,,
28083,1.0,
06080,,
50164,,
05123,,
06081,1.0,
09209,1.0,1.0
47086,1.0,1.0
47085,2.0,3.0
42113,1.0,1.0
11023,2.0,2.0
05124,,
39042,1.0,
08122,1.0,
19177,,
26096,,
47087,,
19178,,
27029,,
36028,,1.0
45097,,
28084,1.0,
47088,,
47089,,
09211,1.0,
49116,,
34104,,
46166,,
31164,,
15046,1.0,
52001,2.0,1.0
32046,1.0,
40126,,
40127,,
37189,,
13054,,
19179,,
10119,2.0,
25134,,
45098,1.0,
20901,,
48062,,
31165,1.0,
31166,,
48063,,
31167,,
34106,,
06082,,
05125,,
23061,,
45099,,
48064,1.0,
50165,,
17099,,
32047,,
07037,1.0,
06083,4.0,
09213,,
09214,,
09906,,
09215,,
09216,,
09217,,
39043,,
10120,,
16124,,
05126,,
45100,,
15047,,
50166,,
13055,1.0,
31168,,
50167,,
44148,,
32048,1.0,
10121,2.0,
50168,,
49117,,
34107,,
50169,,1.0
19181,,
39044,,
39045,,
33037,4.0,
17105,,
19182,,
37190,,
07902,,
45101,,
40128,,
13056,2.0,1.0
05127,,
29070,1.0,
43083,,
31169,1.0,
09218,1.0,
37191,,
19184,,
10122,,
46167,,
03086,,
49118,,
19183,,
21049,,
02048,,
16125,1.0,
05128,,
15048,,
42115,,
42116,,
19185,,
16126,,
10123,,
19186,,
28085,1.0,
31170,,
25135,,
19187,,
46168,1.0,
44149,,
31171,1.0,
37192,1.0,
09219,3.0,2.0
37193,,
06084,,
09220,,
43084,,
44150,,
05129,,
05130,,
05131,,
46169,,1.0
36029,,
45102,1.0,
19188,,
18132,,
29071,,
09221,,
15049,,
35012,,
37194,,
46170,1.0,
21050,1.0,
10124,,
45103,1.0,
19189,,
08138,3.0,
04064,,
47090,2.0,
04903,,
49119,,
28086,1.0,
43085,,
41063,,
49120,,
19190,2.0,1.0
30027,2.0,
24100,,
02049,,
37195,,
44151,,
42117,,
28087,3.0,1.0
08123,1.0,
39046,,
25137,1.0,1.0
17106,,
08124,2.0,
29072,,
17107,,
25136,,
18133,,
05132,2.0,
42118,,
49121,,
18134,,
19191,,
09223,,
09224,,
47091,,
46171,2.0,1.0
09225,,
12077,1.0,
29073,,
36030,,
36031,,
19192,2.0,
27030,1.0,2.0
50170,,
22155,,
06085,1.0,
50171,,
49122,,
15050,,
22156,,
37196,,
27031,3.0,1.0
44152,,
03088,,
08128,,
08127,,1.0
37197,,
37198,,
03089,1.0,
50172,,
44153,2.0,
16128,,
31172,,
10125,,
44154,,
37199,,
05133,,
17109,,
44155,,
14040,,
16129,,
16130,1.0,
02050,,
49123,,
12078,1.0,
10126,1.0,
12079,,
22157,,
19193,,
46173,,
43086,,
43088,,
08125,3.0,
08130,,
31173,,
16131,,
42119,1.0,
44156,,
47092,,
02051,1.0,
45104,,
32049,,
18135,2.0,
10127,,
29074,,
18136,,
37200,,
40129,,
28088,1.0,
40130,,
42120,,
25139,,
41064,1.0,
14041,,
47093,,
37201,,
06086,,
42121,,
50173,,
44157,,
32050,,
27032,,
40131,,
37202,,
09226,,
06087,,
37203,,
46174,,
45105,,
03903,,
08131,1.0,
25140,,
43089,,
25138,,
08126,1.0,1.0
13057,1.0,
06088,2.0,1.0
14042,2.0,2.0
18137,,
46175,,
23062,,
08132,,
08133,,
43090,,
08135,1.0,
25142,,
25141,,
50174,,
09227,,
25143,,
08136,1.0,
14043,1.0,
43091,,
17110,,
43092,,
46176,,
08137,,
46172,,
07038,,
14044,,
22158,2.0,1.0
34108,,
45106,1.0,
44158,,
43093,1.0,1.0
43094,1.0,
09228,,
13058,1.0,
40132,,
47094,,
49124,,
18138,,
10128,2.0,
28089,2.0,
47095,,
05134,,
49126,,
49125,2.0,
47096,,
49128,,
49129,1.0,
49130,,
49127,1.0,
49131,,
28090,4.0,1.0
36032,,
37204,,
50175,,
50176,,
28091,3.0,
30028,,
19194,,
34109,,
10129,,
33038,,
01039,,
18909,,
43095,,
12080,1.0,
19195,,
31174,,
43096,,
06089,,
49132,,
49133,,
50177,,
48066,,
14045,,
37205,,
37206,,
37207,,
42123,1.0,
41065,2.0,4.0
37208,,
50178,,
36033,3.0,
44159,,
44160,1.0,
28092,6.0,
16132,,
16133,1.0,
47097,,
16134,1.0,
02052,,
18140,4.0,1.0
16135,,
35013,1.0,
50179,,
37209,1.0,
40134,,
50180,,
47098,,
34110,,
47099,,
19196,,
50181,1.0,
50182,1.0,
49134,,
49135,,
31175,,
49136,,
15051,,
32051,,
30029,,1.0
48068,2.0,
50183,,
02053,,
48069,2.0,2.0
44161,,
26098,,
48007,,
08129,,
05135,,
05136,,
05138,,
05139,,
05140,,
40135,,
05141,,
05142,,
05143,,
40136,,
08139,,
27033,,
31176,,
30030,8.0,17.0
50184,,
24101,,
47100,,
42124,,
42125,,
31177,,
50185,,
26099,,
31178,,
31179,,
03091,,
07039,1.0,
26100,,
03092,1.0,
26101,,
15053,,
33039,1.0,
18141,,
48908,,
31180,1.0,
46177,,
48071,2.0,
20057,,
20056,1.0,
03090,5.0,1.0
15052,,
48067,1.0,
48909,,
04065,,
42127,,
26102,2.0,2.0
26103,1.0,
25145,,
45107,1.0,
46178,1.0,
16137,,
15054,2.0,
05144,,
05145,,
42128,,
37211,,
05149,,
05147,,
05148,,
25025,,
33040,1.0,
05152,,
37213,,
37214,,
40138,1.0,
45108,1.0,
09229,,
06090,,
37215,,
05153,,
47101,1.0,
21051,,
37212,,
05151,,
28093,,
10130,,
05154,,
05155,,
40139,,
45109,1.0,1.0
05156,,
12081,1.0,
26104,,
22160,,
05157,,
28094,,
28095,,
45110,,
28096,9.0,
42129,1.0,
37216,,
40140,,
40141,,
05158,,
37217,,
10131,2.0,
45111,,
45112,1.0,
05159,,
05160,,
05161,,
05162,,
13059,,
45113,1.0,
05163,1.0,
10132,,
06091,,
37218,,
45114,,
05164,,
08140,1.0,
50186,,
40142,,
40143,1.0,
40144,,
01041,,
05165,1.0,
37219,,
28097,,
05166,1.0,
46179,1.0,
26105,,
05167,,
08141,1.0,
09230,,
13060,,
19197,,
02054,,
41066,1.0,
40145,1.0,
40904,,
40146,,
23063,,
10133,1.0,
05168,1.0,
28099,1.0,
31181,,
37221,,
17111,,
05169,,
05170,,
25146,,
10134,,
33041,,
