Codigo Municipio,Superficie Km2,Densidad Poblacion
09102,16.82,2.08
09103,48.16,4.53
09104,18.49,2.22
09105,37.87,2.75
09108,31.25,18.94
09109,260.36,5.44
09110,38.12,2.12
09112,34.35,3.06
09113,41.63,12.95
09114,14.06,7.25
09115,9.8,10.71
09117,11.91,8.9
09119,13.26,3.17
09120,18.76,2.29
09122,29.62,3.04
09123,6.93,6.64
09124,137.17,12.2
09125,102.7,5.88
09127,24.84,2.01
09128,8.58,11.31
09129,61.17,1.54
09130,14.01,4.93
09131,13.69,50.77
09132,9.68,18.39
09133,12.15,3.79
09134,29.5,9.15
09135,9.09,4.4
09136,17.05,13.08
09137,22.42,11.46
09138,6.97,15.21
09139,12.81,7.73
09140,38.99,3.85
09141,12.03,64.01
09143,31.99,0.94
09144,17.35,2.54
09148,19.75,5.62
09149,16.35,3.98
09151,75.5,7.36
09152,57.71,6.48
09154,7.9,19.11
09155,82.3,0.34
09159,10.22,7.05
09160,12.22,7.45
09162,19.39,7.89
09163,80.84,7.97
09164,33.58,5.03
09166,36.58,2.68
09167,14.08,3.98
09168,29.99,10.4
09169,20.66,4.84
09170,12.78,17.68
09172,48.7,3.37
09173,33.18,3.86
09174,97.81,9.28
09175,85.19,1.44
09176,8.29,6.88
09177,130.27,11.04
09178,5.64,6.56
09179,15.02,2.86
09180,34.54,4.23
09181,66.42,4.38
09182,16.91,4.85
09183,21.56,1.95
09184,17.45,0.57
09189,75.81,1.62
09190,45.67,1.9
09191,25.04,1.24
09192,30.99,2.0
09194,164.69,15.84
09195,15.19,3.49
09196,26.88,5.77
09197,25.17,7.11
09198,33.61,3.3
09199,16.04,6.48
09200,34.03,1.35
09201,18.32,1.47
09202,6.58,3.34
09206,13.41,4.4
09208,59.63,3.29
09209,214.2,27.24
09211,108.62,14.3
09213,121.97,2.33
09214,100.07,7.29
09215,153.35,2.67
09216,120.17,3.59
09217,129.09,2.99
09218,22.03,19.88
09219,101.2,351.07
09220,22.7,3.74
09221,11.75,65.36
09223,5.89,6.79
09224,37.14,4.42
09225,26.76,3.1
09226,15.11,3.84
09227,23.53,6.46
09228,13.81,11.8
09229,22.35,9.22
09230,8.79,3.53
09231,28.43,1.79
09232,68.59,2.1
09235,26.03,7.3
09236,7.04,5.11
09238,161.64,6.24
09239,14.98,3.2
09241,9.34,38.01
09242,27.76,2.7
09243,23.12,3.72
09244,20.33,2.21
09246,70.4,9.97
09247,10.34,2.13
09248,15.74,5.53
09249,8.69,6.1
09250,24.4,11.76
09251,58.45,7.24
09253,15.2,7.57
09255,29.79,2.82
09256,69.86,6.94
09257,11.33,7.41
09258,28.41,5.81
09259,49.06,5.14
09261,64.53,7.92
09262,29.03,6.03
09265,13.4,2.76
09266,68.77,1.44
09267,28.17,4.15
09268,32.52,3.04
09269,11.01,3.63
09270,68.31,2.42
09272,81.9,3.59
09273,10.79,5.19
09274,30.54,36.67
09275,35.35,5.37
09276,18.85,27.21
09277,15.83,7.58
09279,20.84,12.24
09280,12.36,2.43
09281,10.74,14.62
09283,17.47,2.46
09287,5.57,49.19
09288,15.87,7.37
09289,59.9,26.64
09292,11.67,6.34
09294,13.64,8.58
09295,20.15,2.48
09297,24.78,15.29
09298,45.75,1.73
09301,13.38,65.17
09302,33.24,2.95
09303,40.64,2.02
09304,10.11,22.95
09306,50.51,1.88
09307,12.1,8.6
09308,17.2,3.66
09309,20.67,16.26
09310,8.51,1.76
09311,8.54,7.73
09312,15.29,6.67
09314,39.04,2.72
09315,16.98,33.22
09316,27.46,3.68
09317,6.7,3.13
09318,43.32,1.32
09321,48.92,44.89
09323,24.93,2.57
09325,50.61,3.5
09326,9.77,19.75
09327,39.3,0.74
09328,32.63,1.96
09329,13.3,10.15
09330,31.32,63.22
09332,8.15,23.19
09334,22.83,2.23
09335,19.89,4.73
09337,26.5,5.89
09338,5.1,62.35
09339,19.4,7.78
09340,33.62,2.05
09343,12.46,8.03
09345,25.86,5.1
09346,33.92,2.98
09347,29.03,5.24
09348,14.87,9.89
09350,60.32,8.59
09351,16.18,4.08
09352,30.21,3.44
09353,11.76,8.08
09354,10.74,3.26
09355,22.25,3.82
09356,14.96,3.61
09358,78.91,3.32
09360,13.42,2.01
09361,86.21,1.33
09362,9.61,26.74
09363,113.11,8.51
09365,6.84,3.65
09366,16.51,4.42
09368,9.71,2.88
09369,42.46,11.05
09372,5.49,52.64
09373,172.19,2.58
09374,11.45,9.87
09375,15.66,2.62
09377,12.72,62.89
09378,22.74,1.5
09380,14.39,5.07
09381,29.38,0.95
09382,11.96,1.84
09384,30.06,10.94
09386,14.93,4.89
09387,15.36,7.81
09388,12.51,2.64
09389,28.56,2.66
09390,93.2,6.34
09391,79.2,5.01
09392,5.74,9.76
09394,36.81,20.57
09395,78.69,1.8
09396,23.21,7.2
09398,30.83,2.21
09400,25.69,13.82
09403,30.98,3.2
09405,20.47,6.06
09406,16.64,20.55
09407,16.97,1.41
09408,19.12,2.35
09409,70.44,1.87
09410,262.69,15.18
09411,38.47,4.39
09412,157.49,5.72
09413,156.62,2.91
09414,92.66,2.09
09415,95.79,3.54
09416,19.27,2.59
09417,18.32,2.18
09418,20.87,3.88
09419,27.95,2.4
09421,37.58,7.34
09422,9.74,1.95
09423,6.35,4.09
09424,6.95,5.47
09425,33.9,15.69
09427,327.96,4.52
09428,17.5,5.54
09429,16.24,3.51
09430,19.49,1.39
09431,52.45,2.19
09432,52.01,3.23
09433,22.07,2.63
09434,13.82,134.08
09437,50.53,5.76
09438,13.75,51.42
09439,14.45,100.62
09440,26.41,3.26
09441,13.43,7.37
09442,23.91,17.36
09443,40.71,3.81
09444,18.75,3.41
09445,13.07,3.37
09446,6.76,1.48
09447,17.91,2.46
09448,38.35,5.87
09449,7.92,14.39
09450,7.38,3.25
09451,22.33,12.27
09454,6.12,6.37
09455,11.48,4.18
09456,12.98,11.63
09458,10.24,67.38
09460,43.71,4.03
09463,87.8,2.94
09464,15.3,2.75
09466,37.31,3.27
09467,13.55,5.46
09471,10.49,19.92
09472,11.73,4.43
09473,24.59,3.66
09476,25.75,2.64
09478,11.48,4.01
09480,18.76,6.24
09482,10.81,3.15
09483,22.58,9.17
09485,12.14,4.61
09901,35.79,9.97
09902,105.86,4.55
09903,151.27,26.63
09904,111.83,4.74
09905,264.31,1.55
09906,275.23,5.22
09907,41.51,52.11
09908,227.66,2.14
10001,45.08,7.96
10002,62.71,6.38
10003,57.02,9.82
10004,91.06,8.93
10005,40.08,14.65
10006,52.07,26.75
10007,38.49,17.69
10008,551.99,2.51
10009,79.92,3.49
10010,108.61,22.89
10011,110.56,5.14
10012,28.69,21.26
10013,37.85,7.9
10014,37.6,54.12
10015,20.05,36.36
10016,11.76,31.63
10017,599.51,1.31
10018,80.51,21.75
10019,33.91,50.13
10020,93.45,19.22
10021,128.06,44.22
10022,23.19,18.67
10023,115.51,7.31
10024,21.98,34.08
10025,21.29,17.05
10026,44.92,16.59
10027,13.33,5.93
10028,15.83,6.44
10029,133.59,3.11
10030,64.52,7.52
10031,18.89,9.9
10032,398.84,4.49
10033,105.27,3.98
10034,33.94,10.14
10035,56.57,37.85
10036,6.63,48.72
10037,1750.23,54.52
10038,41.38,2.3
10039,7.35,56.73
10040,76.34,6.08
10041,147.24,7.89
10042,25.6,3.05
10043,73.06,11.28
10044,151.45,10.71
10045,86.48,11.84
10046,27.94,7.09
10047,20.3,53.2
10048,48.48,4.64
10049,130.3,34.66
10050,36.91,28.69
10051,20.75,18.46
10052,31.42,5.67
10053,31.16,8.89
10054,24.63,21.56
10055,27.61,28.5
10056,152.91,3.64
10057,50.58,2.55
10058,111.82,12.01
10059,61.97,5.55
10060,146.97,6.95
10061,159.49,11.29
10062,61.56,6.89
10063,18.14,8.43
10064,208.73,7.75
10065,44.94,4.83
10066,41.77,4.6
10067,103.46,119.18
10068,52.63,16.09
10069,113.52,7.37
10070,144.21,4.74
10071,52.92,2.02
10072,32.55,27.56
10073,100.71,8.56
10075,54.76,4.82
10076,65.47,13.78
10077,150.28,4.66
10078,24.08,14.87
10079,48.06,19.23
10080,20.87,17.92
10081,51.6,3.45
10082,206.85,9.45
10083,38.27,2.51
10084,94.18,15.0
10085,77.04,4.96
10086,14.94,21.29
10087,68.19,26.72
10088,74.75,2.64
10089,62.28,24.29
10090,74.83,6.87
10091,34.54,11.23
10092,41.97,6.39
10093,35.76,11.61
10094,121.61,1.89
10095,113.72,2.89
10096,59.78,66.11
10097,40.54,2.61
10098,63.45,6.16
10099,37.19,16.67
10100,15.09,58.45
10101,10.73,19.57
10102,76.95,7.02
10103,177.05,2.58
10104,62.53,103.93
10105,61.51,46.22
10106,28.47,4.78
10107,58.95,21.31
10108,53.14,3.48
10109,365.31,5.32
10110,82.08,32.38
10111,41.64,37.61
10112,100.95,16.78
10113,132.91,18.4
10114,51.96,25.89
10115,32.16,126.24
10116,372.65,12.44
10117,9.47,26.08
10118,33.5,8.48
10119,207.74,2.83
10120,48.64,3.33
10121,120.75,78.7
10122,17.57,14.51
10123,49.3,13.57
10124,58.72,14.46
10125,204.45,4.5
10126,112.92,14.65
10127,96.45,58.89
10128,125.42,53.3
10129,16.23,22.86
10130,51.4,39.59
10131,155.96,109.07
10132,55.53,7.08
10133,112.29,11.23
10134,59.99,10.52
10135,94.78,12.91
10136,88.73,3.22
10137,20.27,19.54
10138,38.97,15.55
10139,33.23,2.32
10140,91.9,15.24
10141,61.9,4.8
10142,36.28,25.99
10143,52.06,2.65
10144,19.88,50.96
10145,4.54,30.18
10146,146.84,11.45
10147,36.39,40.81
10148,217.94,181.51
10149,36.67,13.01
10150,100.55,3.69
10151,126.11,1.74
10152,47.43,9.17
10153,33.72,8.51
10154,11.51,18.07
10155,49.23,24.31
10156,31.07,2.74
10157,12.83,20.42
10158,44.78,8.08
10159,61.74,4.63
10160,39.07,6.63
10161,15.11,5.69
10162,157.68,3.59
10163,33.36,8.51
10164,24.76,30.45
10165,34.99,7.8
10166,44.6,7.26
10167,83.81,3.53
10168,39.68,7.59
10169,95.67,5.1
10170,73.33,3.19
10171,99.07,3.57
10172,46.15,16.21
10173,60.41,14.39
10174,14.73,12.9
10175,259.19,5.8
10176,124.15,3.29
10177,25.21,78.7
10178,98.48,8.08
10179,21.34,14.81
10180,181.2,40.44
10181,52.83,14.58
10182,149.76,1.03
10183,76.6,13.9
10184,21.87,38.55
10185,43.29,14.97
10186,139.55,7.7
10187,11.55,42.86
10188,19.07,27.69
10189,94.54,30.61
10190,221.88,2.48
10191,12.15,48.31
10192,63.83,12.06
10193,28.78,58.2
10194,30.81,18.37
10195,649.53,13.58
10196,8.1,38.52
10197,18.83,6.0
10198,27.13,42.28
10199,25.94,6.9
10200,72.9,4.75
10201,9.95,20.8
10202,42.1,15.53
10203,594.84,8.95
10204,46.95,9.33
10205,196.97,11.12
10206,28.0,7.61
10207,56.92,8.01
10208,57.29,2.23
10209,46.47,5.66
10210,73.09,5.54
10211,43.62,10.77
10212,129.66,16.3
10213,242.4,2.31
10214,25.0,9.56
10215,46.83,8.29
10216,133.7,13.4
10217,36.82,14.37
10218,170.28,7.0
10219,186.96,7.08
10901,40.44,34.2
10902,22.38,37.76
10903,14.29,65.29
10904,23.93,36.69
10905,23.28,32.95
11001,479.07,10.95
11002,46.89,107.29
11003,26.61,54.19
11004,87.96,1398.16
11005,134.05,41.22
11006,526.81,58.66
11007,142.17,160.1
11008,330.7,72.52
11009,69.39,10.02
11010,55.09,138.95
11011,30.75,72.29
11012,12.3,9288.13
11013,180.51,17.01
11014,87.37,265.33
11015,206.77,417.4
11016,33.12,584.78
11017,123.44,31.15
11018,27.54,62.06
11019,122.41,16.58
11020,1187.92,179.14
11021,298.42,22.33
11022,26.67,2375.89
11023,487.63,24.23
11024,193.69,41.39
11025,13.83,395.52
11026,48.58,116.41
11027,159.09,559.81
11028,195.97,213.15
11029,79.85,87.09
11030,84.19,348.33
11031,29.91,3171.75
11032,170.27,408.22
11033,139.48,230.7
11034,82.15,32.84
11035,419.18,44.05
11036,17.36,46.08
11037,70.72,99.58
11038,69.75,236.3
11039,264.58,47.52
11040,59.46,7.8
11041,211.85,57.23
11042,72.48,19.19
11901,60.37,116.28
11902,223.85,19.8
11903,48.44,58.24
12001,71.16,18.16
12002,12.29,10.98
12003,82.29,15.23
12004,167.56,39.93
12005,95.18,109.56
12006,30.66,6.39
12007,28.33,30.71
12008,20.33,11.81
12009,32.97,815.23
12010,20.9,12.15
12011,27.63,226.35
12012,129.47,28.25
12013,19.16,7.93
12014,118.67,1.47
12015,15.47,9.5
12016,36.33,54.23
12017,24.36,6.49
12018,23.4,13.63
12020,42.15,4.39
12021,21.44,261.43
12022,42.35,9.21
12024,17.03,10.16
12025,35.6,4.07
12026,79.58,13.26
12027,47.86,577.89
12028,36.29,523.31
12029,43.52,24.7
12031,61.56,90.19
12032,46.99,742.78
12033,131.56,23.01
12034,27.47,72.88
12036,68.68,10.0
12037,30.71,0.72
12038,66.74,2.68
12039,19.2,47.6
12040,111.33,1550.25
12041,37.74,2.73
12042,102.35,6.98
12043,62.36,10.63
12044,93.24,6.19
12045,35.06,11.52
12046,41.1,5.13
12048,80.59,3.61
12049,21.93,24.21
12050,136.44,13.13
12051,115.86,4.4
12052,82.51,8.31
12053,13.58,205.82
12055,44.27,2.46
12056,18.31,16.49
12057,18.13,41.31
12058,11.96,7.02
12059,34.98,7.8
12060,12.09,43.92
12061,39.21,11.58
12063,7.42,6.6
12064,10.98,8.47
12065,18.08,10.29
12067,0.56,1121.43
12068,27.12,1.95
12069,11.84,4.14
12070,19.5,34.05
12071,78.27,21.08
12072,137.04,9.54
12073,31.35,4.94
12074,10.03,98.01
12075,15.16,11.15
12076,14.89,4.9
12077,14.53,478.87
12078,34.1,10.7
12079,37.8,14.39
12080,413.54,5.82
12081,7.89,95.06
12082,50.53,262.34
12083,43.98,2.66
12084,108.2,230.49
12085,26.55,367.42
12087,14.32,2.51
12088,14.41,5.0
12089,78.97,99.81
12090,31.76,3.59
12091,49.68,3.64
12092,42.53,3.72
12093,136.14,1.56
12094,25.91,47.82
12095,8.54,135.36
12096,74.88,12.07
12097,30.5,1.87
12098,49.92,13.68
12099,36.49,29.13
12100,64.62,30.45
12101,21.15,22.13
12102,66.49,11.36
12103,18.81,4.89
12104,106.2,86.05
12105,81.98,12.1
12106,29.1,50.82
12107,8.64,49.54
12108,22.22,24.93
12109,14.53,58.02
12110,19.89,12.32
12111,42.34,9.9
12112,34.03,4.26
12113,13.52,7.47
12114,16.78,14.72
12115,110.04,2.17
12116,21.19,2.97
12117,29.81,188.06
12118,11.85,7.85
12119,12.31,13.57
12120,3.19,49.22
12121,59.76,22.72
12122,80.69,12.0
12123,5.01,11.38
12124,52.92,55.61
12125,21.12,13.54
12126,67.08,470.32
12127,91.37,0.73
12128,70.55,26.08
12129,93.56,23.53
12130,108.85,4.37
12131,19.47,4.73
12132,68.41,8.45
12133,5.87,13.97
12134,15.91,10.94
12135,55.12,927.61
12136,6.15,505.85
12137,5.31,8.66
12138,95.46,302.35
12139,150.61,2.24
12140,49.93,33.27
12141,68.83,1.69
12142,51.57,3.39
12901,12.61,359.95
12902,28.66,115.39
13001,423.43,3.16
13002,229.96,7.12
13003,67.29,6.98
13004,48.94,22.46
13005,666.5,45.83
13006,307.1,1.76
13007,70.72,19.27
13008,47.46,9.82
13009,154.32,10.36
13010,579.83,1.71
13011,239.64,21.3
13012,102.88,3.87
13013,249.95,35.59
13014,55.9,8.89
13015,1208.25,4.92
13016,66.16,11.34
13017,231.05,1.19
13018,63.09,16.37
13019,396.85,17.25
13020,167.31,34.98
13021,61.7,6.61
13022,57.87,6.39
13023,87.89,136.44
13024,271.82,3.69
13025,80.36,3.82
13026,100.59,4.62
13027,410.82,8.8
13028,303.39,43.6
13029,30.13,3.48
13030,9.92,11.69
13031,95.49,32.32
13032,26.04,45.12
13033,95.5,19.19
13034,285.15,263.38
13035,148.82,7.4
13036,94.89,9.23
13037,64.99,14.2
13038,207.78,8.55
13039,438.06,40.57
13040,103.96,9.42
13041,76.95,3.22
13042,269.85,3.77
13043,59.96,3.57
13044,119.46,26.29
13045,152.65,4.71
13046,71.99,10.07
13047,227.31,37.44
13048,102.52,4.91
13049,207.47,3.98
13050,34.14,16.49
13051,113.84,3.21
13052,364.8,21.5
13053,474.22,37.63
13054,143.98,41.17
13055,370.0,1.79
13056,118.12,132.56
13057,271.22,4.63
13058,188.52,27.64
13059,196.33,1.06
13060,146.54,1.96
13061,101.63,72.08
13062,59.66,11.08
13063,565.36,7.76
13064,27.93,98.78
13065,211.9,16.49
13066,99.63,36.36
13067,84.0,4.19
13068,424.87,2.69
13069,33.97,20.22
13070,54.84,16.23
13071,225.36,204.28
13072,653.9,1.42
13073,247.28,2.18
13074,58.08,18.72
13075,105.84,1.99
13076,17.72,29.06
13077,133.58,30.07
13078,372.44,32.4
13079,134.27,114.37
13080,180.08,1.79
13081,55.52,11.4
13082,242.15,148.6
13083,101.58,29.43
13084,399.19,2.48
13085,142.0,19.07
13086,142.46,1.15
13087,489.26,61.76
13088,44.08,14.93
13089,363.01,4.88
13090,370.0,3.01
13091,144.81,4.23
13092,129.1,15.38
13093,135.06,35.92
13094,109.25,2.56
13095,13.14,4.26
13096,281.86,34.49
13097,66.0,41.26
13098,533.2,4.17
13901,105.5,10.03
13902,39.2,14.36
13903,30.53,18.74
13904,20.42,34.28
14001,334.98,12.36
14002,166.06,80.68
14003,175.87,8.42
14004,55.52,42.36
14005,172.53,46.58
14006,112.25,13.59
14007,362.4,52.11
14008,356.0,9.01
14009,207.39,14.01
14010,53.35,93.38
14011,102.44,6.43
14012,124.81,58.62
14013,229.08,88.38
14014,103.52,27.9
14015,79.82,29.74
14016,513.42,2.87
14017,79.26,179.51
14018,46.68,93.87
14019,219.74,35.22
14020,38.55,9.65
14021,1254.62,256.71
14022,15.31,300.65
14023,129.16,18.57
14024,33.36,67.63
14025,56.48,57.93
14026,437.27,5.54
14027,30.49,317.05
14028,7.83,43.04
14029,591.39,7.62
14030,65.38,149.94
14031,23.66,28.57
14032,56.15,7.69
14033,72.18,21.64
14034,67.28,5.19
14035,531.47,12.58
14036,909.2,4.97
14037,136.8,30.01
14038,352.05,121.32
14039,140.69,20.93
14040,34.15,132.27
14041,58.46,65.87
14042,169.03,133.9
14043,585.42,15.77
14044,32.54,59.86
14045,19.59,189.94
14046,69.33,77.04
14047,214.65,9.43
14048,16.13,90.7
14049,200.19,104.45
14050,23.46,119.69
14051,121.65,12.26
14052,64.88,161.96
14053,160.28,45.52
14054,329.91,52.0
14055,288.27,77.19
14056,171.05,174.03
14057,135.08,55.63
14058,131.93,74.55
14059,10.51,78.88
14060,225.8,20.42
14061,187.34,3.99
14062,196.54,5.19
14063,19.04,57.67
14064,122.03,2.84
14065,19.44,120.16
14066,22.07,317.9
14067,58.32,83.97
14068,11.96,53.51
14069,429.52,20.17
14070,137.55,10.55
14071,215.8,4.62
14072,24.18,45.57
14073,468.74,6.81
14074,254.36,9.97
14075,42.21,15.02
14901,9.35,121.18
14902,45.66,29.89
15001,83.9,65.48
15002,80.1,399.41
15003,119.59,15.33
15004,18.31,327.53
15005,93.68,351.13
15006,155.48,38.36
15007,98.19,34.51
15008,32.72,208.34
15009,24.21,538.21
15010,82.34,23.6
15011,86.58,218.93
15012,73.18,57.2
15013,74.73,106.48
15014,100.23,41.75
15015,30.3,110.86
15016,51.6,101.24
15017,40.74,604.22
15018,58.0,21.41
15019,186.09,168.81
15020,70.9,54.36
15021,48.03,136.87
15022,85.42,77.85
15023,57.45,131.73
15024,111.27,44.9
15025,52.72,20.39
15027,33.6,55.74
15028,6.52,246.32
15029,141.28,41.61
15030,37.83,6488.71
15031,61.73,498.27
15032,116.7,34.97
15033,36.12,75.03
15034,125.19,23.38
15035,26.31,487.72
15036,82.65,783.85
15037,29.43,160.18
15038,81.56,28.27
15039,68.59,19.54
15040,36.78,81.67
15041,125.95,91.47
15042,93.65,34.54
15043,61.22,87.1
15044,82.21,15.92
15045,187.3,20.32
15046,101.3,73.32
15047,107.21,23.12
15048,32.97,194.81
15049,48.5,24.74
15050,171.67,11.11
15051,12.77,409.24
15052,121.19,37.66
15053,72.91,115.2
15054,66.91,581.57
15055,24.46,205.72
15056,115.1,58.86
15057,37.21,382.69
15058,43.66,845.67
15059,157.23,80.17
15060,72.59,103.73
15061,209.6,26.17
15062,99.74,61.66
15064,39.83,60.08
15065,48.37,171.95
15066,132.15,35.1
15067,32.51,285.79
15068,91.97,59.33
15069,29.26,262.71
15070,249.37,40.23
15071,94.58,96.8
15072,58.79,187.17
15073,68.83,389.93
15074,92.93,48.35
15075,27.49,595.93
15076,98.98,28.41
15077,203.7,45.95
15078,220.01,444.79
15079,67.39,22.69
15080,120.57,14.75
15081,70.91,15.17
15082,79.25,236.95
15083,77.93,14.13
15084,124.55,25.92
15085,115.34,30.3
15086,101.3,30.2
15087,88.22,77.9
15088,108.64,35.13
15089,52.78,95.34
15090,59.17,20.6
15091,30.35,40.16
15092,187.27,36.98
15093,133.29,32.89
15901,47.19,79.74
15902,151.62,34.1
16001,63.05,0.9
16002,22.12,10.26
16003,119.96,1.26
16004,55.19,4.28
16005,40.11,6.38
16006,38.2,3.19
16007,100.62,15.71
16008,69.25,1.23
16009,57.63,0.83
16010,46.5,2.75
16011,27.29,1.06
16012,42.94,2.0
16013,41.91,0.57
16014,105.91,6.08
16015,64.36,6.43
16016,63.11,3.71
16017,95.03,4.03
16018,47.15,9.33
16019,91.32,2.19
16020,19.48,0.36
16022,40.5,1.8
16023,39.17,17.82
16024,49.61,2.72
16025,18.56,1.08
16026,46.36,2.22
16027,136.83,7.34
16029,65.25,1.44
16030,19.63,1.02
16031,23.38,1.63
16032,80.3,4.6
16033,92.63,19.54
16034,52.23,2.74
16035,115.0,2.0
16036,53.02,2.62
16038,9.01,3.55
16039,64.16,7.08
16040,57.72,1.82
16041,88.5,4.63
16042,172.41,7.23
16043,54.34,1.86
16044,38.03,0.84
16045,60.95,2.79
16046,89.75,2.5
16047,42.72,5.64
16048,40.52,11.33
16049,36.1,3.88
16050,73.63,3.21
16051,33.57,3.87
16052,86.96,8.81
16053,76.17,5.62
16055,100.65,7.73
16056,97.51,5.0
16057,71.47,0.94
16058,29.05,3.48
16060,46.76,17.45
16061,30.28,37.88
16062,38.69,0.75
16063,8.2,14.51
16064,110.88,7.53
16065,68.22,6.11
16066,49.62,62.25
16067,43.62,2.8
16068,27.7,4.66
16070,30.37,0.95
16071,12.43,1.61
16072,82.21,1.56
16073,55.49,3.91
16074,71.7,0.47
16078,910.6,59.29
16079,28.2,1.24
16081,39.58,1.47
16082,165.35,1.83
16083,59.9,0.62
16084,31.9,1.54
16085,34.57,4.14
16086,63.58,19.02
16087,33.44,7.36
16088,65.72,1.57
16089,107.66,4.33
16091,64.04,0.89
16092,84.1,2.02
16093,69.77,0.9
16094,51.81,2.86
16095,22.3,4.08
16096,28.22,12.54
16097,145.9,0.94
16098,46.1,14.97
16099,42.11,4.63
16100,114.02,6.71
16101,41.22,3.86
16102,110.34,13.66
16103,53.63,4.66
16104,34.7,1.79
16106,96.03,36.92
16107,79.24,0.98
16108,39.34,2.14
16109,28.01,1.89
16110,41.88,3.01
16111,35.69,5.18
16112,377.57,4.62
16113,232.28,18.75
16115,37.91,1.42
16116,34.34,1.6
16117,79.34,15.26
16118,65.47,23.86
16119,45.1,4.63
16121,88.33,2.65
16122,39.97,7.61
16123,30.82,1.98
16124,86.45,26.72
16125,109.64,20.4
16126,212.86,4.27
16128,39.02,1.33
16129,59.33,1.67
16130,73.96,9.06
16131,131.86,0.9
16132,16.95,1.89
16133,176.17,34.26
16134,73.89,80.71
16135,91.73,1.41
16137,34.95,1.2
16139,50.0,5.9
16140,23.23,0.9
16141,74.61,1.74
16142,38.31,3.71
16143,13.31,1.13
16145,53.34,8.53
16146,52.61,1.46
16147,56.91,0.98
16148,60.98,9.36
16149,50.23,3.13
16150,123.48,0.74
16151,19.35,2.95
16152,61.51,0.54
16153,56.37,20.08
16154,225.06,29.49
16155,85.84,7.37
16156,34.93,2.66
16157,72.3,2.89
16158,24.9,26.51
16159,61.82,3.09
16160,29.08,2.1
16161,45.86,0.98
16162,20.97,1.67
16163,32.91,1.76
16165,45.13,1.29
16166,53.38,5.41
16167,44.7,7.2
16169,41.26,0.97
16170,80.34,11.1
16171,101.6,23.78
16172,37.67,8.87
16173,147.41,1.34
16174,48.09,3.85
16175,79.92,95.3
16176,32.25,1.64
16177,81.7,1.36
16181,30.63,1.96
16185,30.92,1.36
16186,80.62,5.69
16187,33.65,2.2
16188,20.68,4.84
16189,120.28,2.39
16190,277.51,25.05
16191,59.89,17.57
16192,69.77,0.64
16193,19.85,2.52
16194,110.75,2.09
16195,93.63,5.7
16196,43.01,15.83
16197,47.06,1.32
16198,134.36,12.05
16199,50.49,0.53
16202,106.59,7.97
16203,106.58,146.79
16204,99.02,2.95
16205,63.28,1.82
16206,46.89,4.29
16209,55.49,1.96
16211,201.46,1.78
16212,53.36,5.27
16213,17.47,2.06
16215,61.75,4.23
16216,70.29,3.81
16217,21.28,4.56
16218,64.61,3.5
16219,23.55,3.78
16224,69.82,1.05
16225,70.27,0.8
16227,107.64,1.04
16228,46.05,4.43
16231,32.12,1.43
16234,38.08,0.55
16236,56.21,19.71
16237,32.47,2.93
16238,127.88,3.7
16239,32.27,4.03
16240,42.98,2.61
16242,31.86,10.14
16243,93.2,5.05
16244,116.84,6.15
16245,41.24,11.37
16246,95.07,5.18
16247,30.3,2.41
16248,31.49,31.53
16249,181.17,13.61
16250,30.61,2.19
16251,156.06,14.61
16253,70.36,5.49
16254,76.89,2.69
16255,49.19,2.99
16258,150.05,1.15
16259,21.76,2.07
16263,157.83,8.32
16264,128.36,3.12
16265,13.02,1.77
16266,33.43,11.49
16269,70.16,6.37
16270,28.2,7.09
16271,25.62,31.54
16272,145.11,1.47
16273,21.2,15.8
16274,68.9,1.74
16275,25.25,0.44
16276,28.84,0.59
16277,78.72,1.35
16278,106.11,0.54
16279,45.82,5.87
16280,40.33,3.94
16901,216.89,3.29
16902,103.21,1.2
16903,113.05,13.08
16904,133.16,3.96
16905,81.52,22.9
16906,31.31,2.24
16908,73.58,2.6
16909,149.21,4.56
16910,61.77,1.18
17001,27.49,32.19
17002,13.97,56.48
17003,94.51,1.88
17004,11.3,70.62
17005,9.19,67.36
17006,44.06,37.34
17007,39.93,59.68
17008,16.33,349.6
17009,86.22,75.47
17010,12.63,33.02
17011,5.85,170.6
17012,12.45,133.09
17013,20.86,193.62
17014,4.66,18.88
17015,11.02,1830.13
17016,17.05,59.53
17018,12.63,55.34
17019,4.69,533.48
17020,36.06,141.26
17021,36.2,5.17
17022,20.62,542.68
17023,17.78,2265.13
17024,10.66,45.87
17025,6.99,256.94
17026,9.49,79.24
17027,5.01,765.67
17028,36.85,10.58
17029,10.88,24.91
17030,14.93,63.03
17031,56.04,4.75
17032,26.52,106.33
17033,56.98,141.3
17034,33.59,341.89
17035,15.58,45.64
17036,32.65,98.77
17037,18.71,7.96
17038,8.49,62.78
17039,103.57,23.51
17040,44.66,16.77
17041,19.47,15.67
17042,26.53,23.29
17043,93.62,2.04
17044,45.43,231.23
17046,0.73,1286.3
17047,42.25,264.0
17048,21.68,528.37
17049,19.69,284.71
17050,10.09,96.43
17051,25.63,11.0
17052,10.44,17.15
17054,24.21,19.08
17055,4.24,44.34
17056,27.85,86.97
17057,16.09,79.24
17058,11.32,23.85
17060,34.92,15.46
17061,14.83,16.72
17062,16.3,643.99
17063,17.48,13.67
17064,43.6,9.45
17065,15.78,29.72
17066,19.14,2457.84
17067,6.84,167.69
17068,18.59,16.08
17069,28.68,17.64
