Codigo Municipio,Nº Hombres Extranjeros,Nº Mujeres Extranjeras,Nº Total Extranjeros
49138,2.0,3.0,5.0
09236,,,
47105,3.0,1.0,4.0
34114,4.0,4.0,8.0
47106,4.0,3.0,7.0
44173,0.0,1.0,1.0
46182,100.0,105.0,205.0
12083,9.0,11.0,20.0
40149,31.0,28.0,59.0
31192,5.0,3.0,8.0
08149,15.0,26.0,42.0
17114,3818.0,3021.0,6839.0
25152,2.0,,2.0
04068,4.0,5.0,9.0
04069,428.0,345.0,773.0
08144,18.0,15.0,33.0
42134,378.0,343.0,721.0
22164,,,
11024,131.0,137.0,269.0
50194,6.0,6.0,12.0
24104,4.0,1.0,5.0
25153,2.0,3.0,5.0
25154,2.0,5.0,7.0
42135,5.0,2.0,7.0
12084,2086.0,1800.0,3886.0
03095,632.0,637.0,1269.0
48073,448.0,234.0,682.0
03096,404.0,308.0,713.0
33043,29.0,28.0,57.0
45123,185.0,208.0,394.0
46184,2664.0,2265.0,4929.0
22165,6.0,12.0,18.0
02056,92.0,89.0,181.0
24105,69.0,40.0,109.0
09238,21.0,30.0,51.0
20059,309.0,330.0,639.0
09239,4.0,3.0,7.0
03097,560.0,588.0,1148.0
37224,,1.0,1.0
31195,,3.0,3.0
09241,4.0,5.0,9.0
31196,,,
05174,0.0,0.0,0.0
50195,,,
18146,54.0,32.0,86.0
23065,24.0,24.0,48.0
15059,542.0,568.0,1111.0
19203,1.0,1.0,2.0
17115,22.0,25.0,47.0
20076,731.0,585.0,1317.0
19204,39.0,15.0,54.0
40150,1.0,1.0,2.0
06096,2.0,2.0,4.0
06097,56.0,48.0,104.0
20905,2.0,2.0,4.0
50196,,2.0,2.0
50197,0.0,2.0,2.0
20060,1.0,1.0,2.0
25155,60.0,64.0,124.0
45124,101.0,92.0,193.0
18147,558.0,520.0,1078.0
04070,370.0,338.0,707.0
03099,14580.0,13921.0,28501.0
44174,50.0,28.0,78.0
20061,203.0,182.0,386.0
08150,3.0,7.0,10.0
31197,1.0,,1.0
08151,8.0,10.0,18.0
31906,268.0,273.0,541.0
20062,62.0,58.0,119.0
31198,,,
45125,63.0,64.0,127.0
12085,2097.0,1731.0,3828.0
15060,347.0,343.0,690.0
38026,1662.0,1933.0,3595.0
31199,1.0,1.0,2.0
48075,62.0,82.0,144.0
08152,10.0,9.0,19.0
31211,,,
44175,3.0,5.0,8.0
08153,13.0,14.0,27.0
26112,3.0,2.0,5.0
40151,18.0,20.0,38.0
40901,29.0,26.0,55.0
15061,203.0,186.0,389.0
48083,97.0,123.0,220.0
28102,104.0,101.0,205.0
03098,153.0,137.0,290.0
25156,33.0,27.0,60.0
16145,17.0,11.0,28.0
50198,2.0,1.0,3.0
24106,2.0,6.0,8.0
50199,25.0,17.0,42.0
05175,7.0,5.0,12.0
17116,15.0,20.0,35.0
34116,2.0,,2.0
34901,26.0,34.0,60.0
02057,69.0,76.0,145.0
22167,107.0,96.0,203.0
25157,2.0,1.0,4.0
41068,165.0,206.0,371.0
31200,36.0,24.0,61.0
45126,36.0,27.0,64.0
49139,7.0,5.0,12.0
40152,53.0,47.0,100.0
18148,105.0,82.0,187.0
46185,8.0,10.0,18.0
18149,220.0,225.0,445.0
48072,54.0,49.0,103.0
32054,5339.0,6380.0,11719.0
27038,39.0,18.0,57.0
27039,68.0,66.0,134.0
15062,164.0,163.0,328.0
33044,10852.0,12652.0,23504.0
01043,194.0,172.0,366.0
15063,66.0,61.0,127.0
08154,18.0,18.0,36.0
15064,45.0,54.0,99.0
32055,47.0,72.0,119.0
05176,9.0,11.0,20.0
09242,4.0,0.0,4.0
09243,,,
32056,186.0,167.0,353.0
15065,169.0,213.0,382.0
09244,,,
18150,342.0,327.0,670.0
04071,17.0,16.0,33.0
46186,1100.0,1041.0,2141.0
35015,4560.0,4046.0,8607.0
40154,0.0,,0.0
05177,9.0,7.0,16.0
37225,,,
49141,1.0,1.0,2.0
24107,26.0,20.0,46.0
16146,,1.0,1.0
16147,,,
05178,9.0,9.0,18.0
09246,41.0,38.0,79.0
24108,9.0,10.0,19.0
09247,1.0,,1.0
49143,6.0,8.0,14.0
37226,,2.0,2.0
49142,1.0,4.0,5.0
24109,12.0,8.0,20.0
41069,421.0,406.0,827.0
37228,3.0,5.0,8.0
08155,315.0,337.0,653.0
17117,2943.0,2627.0,5570.0
17118,1527.0,1562.0,3090.0
12087,,,
27040,20.0,38.0,58.0
25158,95.0,86.0,181.0
17119,1.0,3.0,4.0
17121,14.0,16.0,30.0
17120,221.0,225.0,447.0
08156,523.0,558.0,1081.0
47109,3.0,3.0,6.0
40155,227.0,201.0,427.0
09248,1.0,,1.0
09249,1.0,2.0,3.0
34120,2141.0,2447.0,4587.0
37229,1.0,2.0,3.0
14048,44.0,30.0,74.0
34121,8.0,4.0,12.0
43100,84.0,101.0,185.0
08157,443.0,463.0,906.0
07040,46099.0,47861.0,93960.0
08905,130.0,141.0,271.0
46187,139.0,136.0,275.0
43099,21.0,19.0,40.0
21054,207.0,205.0,412.0
14049,707.0,589.0,1296.0
19208,5.0,2.0,7.0
35016,21605.0,23148.0,44753.0
46188,111.0,95.0,206.0
22168,2.0,1.0,3.0
17123,10.0,15.0,25.0
44176,4.0,,4.0
46189,18.0,23.0,41.0
16148,24.0,13.0,37.0
41070,179.0,185.0,364.0
06098,8.0,7.0,15.0
45127,33.0,31.0,64.0
16149,2.0,5.0,7.0
10137,2.0,4.0,6.0
21055,599.0,812.0,1410.0
17124,348.0,353.0,700.0
18151,21.0,16.0,37.0
09250,17.0,18.0,35.0
31201,15414.0,16184.0,31598.0
09251,21.0,24.0,44.0
44177,5.0,5.0,11.0
50200,90.0,53.0,143.0
22170,45.0,34.0,79.0
45128,93.0,84.0,177.0
27041,114.0,96.0,210.0
05179,2.0,4.0,6.0
08158,179.0,188.0,367.0
16150,0.0,1.0,1.0
28104,1839.0,1948.0,3787.0
50201,7.0,5.0,12.0
50202,1.0,2.0,3.0
37230,7.0,8.0,15.0
37231,4.0,2.0,7.0
32057,12.0,10.0,22.0
41071,81.0,84.0,165.0
27042,29.0,35.0,64.0
37232,,1.0,1.0
34122,3.0,,3.0
24110,38.0,33.0,71.0
27043,13.0,20.0,32.0
29077,8.0,16.0,24.0
03100,207.0,207.0,415.0
09253,1.0,,1.0
17125,1.0,1.0,2.0
19209,,1.0,1.0
16151,3.0,2.0,5.0
45129,4.0,5.0,9.0
34123,29.0,43.0,72.0
19210,,2.0,2.0
19211,25.0,21.0,46.0
08159,890.0,757.0,1647.0
28106,16557.0,14886.0,31443.0
17126,17.0,13.0,30.0
16152,,,
06099,5.0,,5.0
05180,0.0,2.0,2.0
44178,,1.0,1.0
33045,260.0,283.0,543.0
47110,2.0,3.0,5.0
45130,9.0,10.0,19.0
04072,243.0,248.0,491.0
09255,2.0,1.0,3.0
20064,628.0,732.0,1361.0
10138,19.0,19.0,38.0
05181,,3.0,3.0
38027,729.0,796.0,1525.0
43101,6.0,4.0,10.0
37233,,,
27044,39.0,40.0,80.0
19212,92.0,80.0,171.0
50203,28.0,35.0,63.0
46190,3645.0,3730.0,7375.0
11025,34.0,35.0,69.0
21056,17.0,29.0,46.0
02058,11.0,12.0,23.0
04073,7.0,7.0,15.0
28107,12.0,18.0,31.0
17128,86.0,80.0,166.0
43102,8.0,11.0,19.0
12088,,,
21057,27.0,26.0,53.0
34124,,,
37234,13.0,15.0,28.0
36037,58.0,67.0,124.0
26113,,,
23066,271.0,60.0,330.0
04074,190.0,195.0,386.0
16153,49.0,45.0,93.0
27045,12.0,6.0,18.0
47111,30.0,25.0,55.0
47112,225.0,213.0,438.0
46191,336.0,262.0,597.0
49145,27.0,12.0,39.0
40156,28.0,26.0,54.0
37235,2.0,4.0,6.0
34125,,,
19213,4.0,7.0,12.0
03101,1002.0,960.0,1962.0
41072,133.0,141.0,274.0
17129,12.0,14.0,27.0
28108,531.0,581.0,1112.0
14050,16.0,20.0,36.0
05182,26.0,14.0,39.0
18152,32.0,15.0,47.0
13061,712.0,504.0,1216.0
14051,12.0,13.0,25.0
50204,468.0,343.0,810.0
16154,725.0,433.0,1158.0
05183,11.0,6.0,17.0
09256,47.0,14.0,61.0
34126,20.0,11.0,31.0
09259,4.0,2.0,6.0
09257,2.0,1.0,3.0
09258,1.0,,1.0
47113,8.0,7.0,15.0
50205,8.0,5.0,13.0
37236,,,
37237,19.0,14.0,33.0
37238,8.0,6.0,14.0
26114,,1.0,1.0
10139,,,
37239,1.0,3.0,4.0
41073,19.0,35.0,54.0
23067,58.0,26.0,84.0
03102,1035.0,862.0,1897.0
49146,2.0,2.0,4.0
05184,22.0,14.0,37.0
37240,25.0,43.0,68.0
45131,8.0,6.0,14.0
37241,1.0,,1.0
37242,6.0,5.0,11.0
28109,322.0,294.0,616.0
40157,,,
49147,4.0,4.0,8.0
49148,2.0,3.0,5.0
18153,271.0,229.0,500.0
39048,28.0,36.0,64.0
03103,14.0,11.0,25.0
25164,30.0,17.0,47.0
12089,1443.0,1273.0,2716.0
37243,,,
37244,4.0,5.0,10.0
01044,4.0,9.0,13.0
47114,308.0,315.0,624.0
41074,40.0,48.0,88.0
47115,11.0,4.0,15.0
22172,41.0,39.0,80.0
05185,5.0,1.0,6.0
19214,3.0,2.0,5.0
06100,5.0,9.0,13.0
19215,5.0,5.0,10.0
33046,7.0,5.0,12.0
33047,27.0,46.0,74.0
37245,26.0,18.0,44.0
37246,185.0,167.0,351.0
09261,16.0,21.0,37.0
37247,1.0,1.0,2.0
44179,45.0,16.0,61.0
14052,155.0,182.0,336.0
39049,5.0,16.0,21.0
22173,6.0,8.0,14.0
02060,5.0,3.0,8.0
02059,8.0,11.0,19.0
49149,6.0,8.0,15.0
45132,69.0,67.0,136.0
49150,2.0,5.0,7.0
17130,15.0,20.0,35.0
44180,5.0,2.0,7.0
08160,18.0,24.0,41.0
43103,65.0,72.0,137.0
09262,,2.0,2.0
16155,93.0,53.0,146.0
17132,141.0,147.0,287.0
10140,58.0,42.0,99.0
10141,3.0,4.0,7.0
06101,27.0,20.0,47.0
16156,6.0,7.0,13.0
44181,,5.0,5.0
37248,1.0,2.0,3.0
37249,1.0,2.0,3.0
19216,3.0,4.0,7.0
34127,8.0,7.0,14.0
28110,223.0,209.0,432.0
44182,16.0,14.0,30.0
10142,12.0,14.0,27.0
22174,26.0,30.0,56.0
22175,9.0,10.0,19.0
31202,556.0,502.0,1058.0
22176,6.0,4.0,10.0
19217,1.0,3.0,4.0
25165,8.0,16.0,24.0
24112,1.0,6.0,7.0
22177,,1.0,1.0
49151,9.0,21.0,30.0
50206,19.0,21.0,41.0
32058,248.0,252.0,500.0
43104,570.0,411.0,981.0
37250,6.0,8.0,14.0
49152,20.0,22.0,42.0
29079,252.0,241.0,493.0
49153,4.0,3.0,7.0
34904,2.0,3.0,5.0
37251,0.0,,0.0
40158,,,
32059,40.0,33.0,73.0
22178,3.0,2.0,5.0
39050,10.0,10.0,20.0
10143,1.0,,1.0
10144,12.0,8.0,20.0
33048,3.0,4.0,7.0
39051,,,
47116,26.0,22.0,49.0
16157,4.0,1.0,5.0
31203,1.0,,1.0
32060,35.0,36.0,71.0
07041,208.0,157.0,366.0
03104,850.0,910.0,1761.0
46192,41.0,45.0,86.0
02061,35.0,16.0,51.0
18154,24.0,14.0,38.0
28111,36.0,29.0,65.0
49154,2.0,4.0,6.0
46193,503.0,527.0,1030.0
46194,853.0,843.0,1696.0
16158,43.0,33.0,76.0
13062,10.0,9.0,19.0
13063,112.0,93.0,206.0
05186,52.0,58.0,110.0
49155,5.0,7.0,12.0
05187,82.0,68.0,150.0
31204,,,
10145,18.0,9.0,27.0
50207,2.0,,2.0
39052,874.0,853.0,1727.0
08161,674.0,599.0,1273.0
09265,,1.0,1.0
03902,4611.0,3992.0,8604.0
41075,522.0,438.0,960.0
46195,314.0,280.0,594.0
43105,7.0,2.0,9.0
33049,189.0,231.0,420.0
50208,221.0,182.0,403.0
12090,6.0,4.0,10.0
38901,219.0,214.0,434.0
18910,37.0,33.0,69.0
16159,6.0,4.0,10.0
40159,9.0,13.0,22.0
40160,5.0,2.0,7.0
16160,,,
09266,,3.0,3.0
08163,2447.0,2054.0,4501.0
09267,1.0,,1.0
37252,1.0,,1.0
43106,52.0,46.0,98.0
25166,2.0,3.0,5.0
46196,4.0,6.0,10.0
19218,,,
09268,12.0,3.0,15.0
09269,,1.0,1.0
19219,,,
49156,,1.0,1.0
42139,,,
28112,5.0,10.0,15.0
09270,2.0,1.0,3.0
26115,,,
37253,3.0,5.0,8.0
49157,,1.0,1.0
34129,2.0,1.0,3.0
15066,52.0,71.0,123.0
10146,44.0,35.0,79.0
25167,7.0,3.0,11.0
18157,40.0,36.0,76.0
18158,260.0,223.0,483.0
03105,583.0,547.0,1130.0
50209,241.0,215.0,456.0
50210,3.0,3.0,6.0
28113,3384.0,3437.0,6821.0
34130,6.0,4.0,11.0
47117,6.0,4.0,10.0
18159,77.0,34.0,111.0
47118,4.0,3.0,7.0
47119,7.0,6.0,13.0
49158,2.0,4.0,6.0
32061,53.0,50.0,103.0
28114,8.0,2.0,10.0
10147,19.0,20.0,39.0
19220,369.0,318.0,687.0
19221,4.0,3.0,7.0
16161,4.0,1.0,5.0
43107,11.0,8.0,19.0
22181,,3.0,3.0
44183,0.0,1.0,2.0
37254,6.0,7.0,13.0
31205,10.0,29.0,39.0
29080,460.0,397.0,857.0
37255,4.0,2.0,6.0
43108,104.0,105.0,209.0
08164,61.0,38.0,99.0
22182,4.0,8.0,12.0
03106,51.0,51.0,102.0
17133,74.0,81.0,155.0
17134,13.0,23.0,37.0
25911,8.0,18.0,26.0
10148,767.0,872.0,1640.0
50211,39.0,35.0,74.0
10149,10.0,10.0,21.0
50212,,,
50213,2.0,4.0,6.0
48077,127.0,172.0,299.0
30032,310.0,235.0,545.0
44184,7.0,3.0,10.0
25168,30.0,28.0,58.0
12093,20.0,16.0,36.0
25169,9.0,5.0,14.0
08165,77.0,92.0,169.0
46199,495.0,533.0,1027.0
08166,28.0,25.0,53.0
43109,166.0,145.0,311.0
43110,18.0,13.0,31.0
43111,180.0,176.0,356.0
25171,279.0,231.0,510.0
46202,1111.0,1121.0,2232.0
46200,132.0,165.0,296.0
46203,150.0,139.0,289.0
12094,80.0,64.0,145.0
07044,1589.0,1179.0,2768.0
34131,,,
34132,2.0,3.0,5.0
34133,0.0,1.0,1.0
24113,4.0,7.0,11.0
49160,,,
49159,4.0,7.0,11.0
13064,68.0,66.0,134.0
03901,923.0,888.0,1811.0
19222,8.0,6.0,14.0
44185,12.0,4.0,17.0
43112,38.0,15.0,53.0
32063,74.0,76.0,150.0
27047,64.0,54.0,117.0
15067,91.0,116.0,207.0
36041,623.0,668.0,1291.0
27046,20.0,29.0,49.0
24114,122.0,59.0,181.0
39053,3.0,1.0,4.0
45133,291.0,226.0,517.0
39054,125.0,140.0,265.0
34134,,,
22184,0.0,4.0,4.0
18161,2.0,3.0,5.0
08167,353.0,297.0,650.0
46197,135.0,131.0,266.0
07042,1871.0,1935.0,3806.0
47121,10.0,10.0,19.0
03107,755.0,710.0,1465.0
18162,368.0,276.0,644.0
34135,13.0,16.0,29.0
50214,2.0,1.0,3.0
24115,3192.0,3523.0,6715.0
33050,9.0,12.0,20.0
43113,52.0,36.0,88.0
25030,9.0,5.0,14.0
17135,37.0,50.0,87.0
25173,232.0,192.0,424.0
08182,143.0,123.0,266.0
36043,223.0,225.0,448.0
36042,1062.0,1197.0,2259.0
15068,113.0,91.0,204.0
36044,84.0,56.0,140.0
15069,171.0,182.0,353.0
32064,41.0,26.0,68.0
27048,74.0,54.0,128.0
15070,208.0,219.0,427.0
36038,3037.0,3464.0,6501.0
43141,1.0,3.0,4.0
08168,28.0,23.0,51.0
17136,11.0,12.0,23.0
25172,255.0,243.0,499.0
23069,184.0,130.0,315.0
32062,24.0,23.0,47.0
17137,129.0,143.0,272.0
43114,10.0,14.0,25.0
07043,729.0,515.0,1244.0
36039,822.0,799.0,1622.0
17140,125.0,86.0,211.0
10150,,,
16162,5.0,5.0,9.0
36040,34.0,42.0,76.0
17138,97.0,92.0,189.0
12091,4.0,4.0,8.0
25174,154.0,120.0,274.0
44187,6.0,5.0,11.0
10151,,0.0,0.0
16163,,,
47122,89.0,80.0,169.0
42140,,,
45134,189.0,153.0,342.0
49162,1.0,,1.0
15071,175.0,125.0,299.0
27049,37.0,30.0,67.0
48078,1138.0,1232.0,2370.0
18163,12.0,12.0,24.0
13065,228.0,182.0,410.0
24116,15.0,14.0,29.0
14053,107.0,118.0,225.0
39055,115.0,119.0,234.0
46198,30.0,35.0,65.0
05188,,,
19223,2.0,2.0,4.0
37256,3.0,3.0,6.0
42141,,1.0,1.0
02062,13.0,10.0,24.0
05189,46.0,28.0,73.0
16165,2.0,2.0,4.0
09272,8.0,14.0,22.0
34136,13.0,10.0,23.0
47123,6.0,6.0,11.0
47124,53.0,22.0,76.0
42142,1.0,2.0,3.0
22186,3.0,7.0,10.0
05190,,,
23070,203.0,83.0,286.0
02901,82.0,58.0,140.0
19224,,3.0,3.0
19225,107.0,108.0,216.0
34137,,,
16166,35.0,36.0,71.0
49163,12.0,21.0,33.0
14054,534.0,445.0,979.0
02063,49.0,43.0,92.0
02064,4.0,6.0,10.0
44189,1.0,2.0,3.0
16908,18.0,16.0,33.0
16167,1.0,2.0,3.0
37257,,3.0,3.0
50215,,,
44190,3.0,5.0,8.0
02065,1.0,3.0,4.0
28115,4598.0,6666.0,11264.0
50216,16.0,11.0,26.0
13066,145.0,123.0,267.0
47125,,,
49164,5.0,4.0,8.0
10152,14.0,17.0,31.0
24117,,1.0,1.0
28116,106.0,89.0,196.0
16169,1.0,,1.0
13067,19.0,14.0,34.0
40161,9.0,7.0,16.0
09273,,,
34139,4.0,5.0,9.0
26117,756.0,590.0,1346.0
43115,4.0,5.0,10.0
40162,56.0,51.0,107.0
19226,1.0,,1.0
28117,1.0,3.0,4.0
43116,51.0,44.0,94.0
50217,33.0,31.0,64.0
26118,5.0,2.0,7.0
49165,0.0,,0.0
24118,6.0,3.0,9.0
11026,47.0,54.0,101.0
09274,45.0,43.0,88.0
19227,,0.0,0.0
05191,1.0,2.0,3.0
43117,8.0,5.0,13.0
08169,3500.0,3278.0,6778.0
43118,151.0,121.0,271.0
08171,86.0,73.0,159.0
08170,7.0,4.0,10.0
25175,17.0,21.0,38.0
33051,252.0,213.0,465.0
25176,11.0,11.0,22.0
25177,9.0,11.0,20.0
26119,14.0,11.0,25.0
08230,510.0,540.0,1050.0
08172,2258.0,1988.0,4247.0
09275,,,
17139,56.0,48.0,104.0
24119,16.0,18.0,34.0
16170,129.0,107.0,236.0
14055,377.0,338.0,714.0
24120,3.0,5.0,8.0
33052,9.0,10.0,19.0
16171,187.0,187.0,374.0
25179,8.0,15.0,23.0
41076,60.0,47.0,108.0
46205,1060.0,1064.0,2124.0
50218,,,
06102,19.0,13.0,32.0
50219,352.0,313.0,666.0
16172,16.0,14.0,30.0
45135,293.0,210.0,503.0
12092,11.0,6.0,17.0
09276,36.0,20.0,56.0
37258,15.0,14.0,29.0
19228,7.0,8.0,15.0
22187,34.0,29.0,63.0
41077,248.0,187.0,435.0
18164,70.0,42.0,113.0
13068,12.0,13.0,25.0
21058,91.0,62.0,153.0
44191,45.0,36.0,81.0
06103,49.0,46.0,96.0
06104,21.0,15.0,37.0
28118,5.0,7.0,12.0
24121,13.0,13.0,26.0
41078,44.0,46.0,91.0
45136,575.0,466.0,1041.0
06107,5.0,5.0,10.0
40163,1.0,,1.0
37259,1.0,1.0,2.0
46201,,,
49166,39.0,46.0,85.0
06108,38.0,27.0,65.0
34140,2.0,2.0,4.0
19229,,,
44192,55.0,34.0,89.0
37260,1.0,2.0,3.0
06105,11.0,12.0,23.0
13069,5.0,4.0,9.0
06106,3.0,6.0,9.0
41079,299.0,281.0,581.0
16174,8.0,6.0,15.0
45137,163.0,134.0,298.0
49167,4.0,9.0,13.0
06902,25.0,17.0,42.0
50220,2.0,1.0,3.0
24122,48.0,67.0,115.0
23071,87.0,54.0,141.0
22188,8.0,12.0,20.0
45138,28.0,30.0,58.0
37261,2.0,3.0,5.0
14056,640.0,582.0,1222.0
22902,11.0,9.0,20.0
31206,185.0,188.0,373.0
39056,59.0,55.0,114.0
09277,1.0,1.0,2.0
28902,53.0,56.0,109.0
23072,138.0,41.0,179.0
37262,,1.0,1.0
05192,,,
37263,5.0,4.0,9.0
38028,3673.0,3973.0,7646.0
45139,9.0,8.0,16.0
10153,1.0,4.0,5.0
11027,2274.0,2757.0,5031.0
35017,4200.0,4156.0,8356.0
13070,53.0,40.0,93.0
30033,1382.0,1143.0,2526.0
21059,7.0,3.0,10.0
11028,753.0,587.0,1340.0
37264,,0.0,0.0
11029,33.0,66.0,99.0
22189,5.0,10.0,15.0
13071,1355.0,1336.0,2691.0
44193,23.0,11.0,34.0
31207,,4.0,4.0
22190,10.0,4.0,14.0
22193,11.0,10.0,21.0
46204,432.0,415.0,847.0
17141,1038.0,979.0,2017.0
08174,13.0,9.0,22.0
25180,6.0,2.0,8.0
43119,43.0,35.0,78.0
07045,195.0,211.0,406.0
08175,171.0,170.0,341.0
25181,30.0,20.0,50.0
25182,64.0,39.0,104.0
08176,9.0,4.0,13.0
29081,10.0,14.0,24.0
45140,209.0,149.0,358.0
18165,87.0,83.0,170.0
04075,1544.0,1168.0,2712.0
21060,439.0,437.0,876.0
38029,217.0,216.0,433.0
38030,190.0,189.0,379.0
32065,40.0,28.0,68.0
47126,,,
04076,87.0,79.0,166.0
50221,,1.0,1.0
18167,36.0,39.0,75.0
08177,6.0,4.0,10.0
17142,119.0,118.0,237.0
46101,34.0,35.0,69.0
46102,1082.0,1053.0,2136.0
46103,40.0,32.0,72.0
46104,67.0,56.0,123.0
03060,3.0,4.0,7.0
26120,163.0,153.0,316.0
09279,27.0,17.0,44.0
18168,27.0,22.0,48.0
19230,53.0,44.0,97.0
17043,3.0,5.0,8.0
45141,94.0,71.0,165.0
43120,18.0,24.0,42.0
46206,20.0,46.0,66.0
23073,234.0,76.0,309.0
22195,3.0,8.0,11.0
28119,263.0,275.0,539.0
06109,97.0,93.0,190.0
24123,6.0,5.0,11.0
24124,0.0,3.0,3.0
09281,1.0,2.0,3.0
34141,31.0,21.0,52.0
42144,27.0,29.0,56.0
24125,1.0,,1.0
09280,,,
09283,1.0,,1.0
09287,4.0,7.0,11.0
09288,3.0,2.0,5.0
45142,1388.0,985.0,2372.0
09289,142.0,121.0,263.0
16175,798.0,575.0,1373.0
42145,1.0,4.0,6.0
09292,,2.0,2.0
47127,5.0,4.0,9.0
09294,5.0,1.0,6.0
47129,29.0,20.0,49.0
34143,5.0,3.0,8.0
47130,,,
49170,6.0,5.0,11.0
09901,34.0,28.0,62.0
09295,,,
47128,3.0,1.0,4.0
49168,3.0,3.0,6.0
49169,,,
09298,5.0,2.0,7.0
09301,17.0,17.0,34.0
09297,9.0,14.0,23.0
32066,46.0,44.0,90.0
50222,59.0,45.0,104.0
42148,,,
27050,99.0,124.0,224.0
33053,19.0,16.0,35.0
49171,7.0,17.0,24.0
45143,114.0,85.0,199.0
27056,96.0,54.0,151.0
49172,12.0,10.0,23.0
26121,1.0,3.0,4.0
09302,1.0,,1.0
47131,,,
49173,9.0,11.0,21.0
09303,1.0,,1.0
42149,37.0,29.0,66.0
09304,2.0,5.0,7.0
17143,21.0,20.0,41.0
16176,7.0,4.0,11.0
03109,358.0,302.0,661.0
44194,14.0,12.0,26.0
46207,333.0,346.0,679.0
46208,78.0,89.0,167.0
46209,76.0,63.0,139.0
03110,184.0,173.0,357.0
46210,23.0,18.0,41.0
37265,3.0,4.0,7.0
04077,2.0,3.0,5.0
32067,42.0,31.0,74.0
08178,10.0,12.0,22.0
39057,82.0,87.0,169.0
14057,65.0,88.0,153.0
32068,109.0,111.0,220.0
47132,,,
40164,1.0,11.0,12.0
28120,244.0,214.0,458.0
26122,11.0,8.0,19.0
39058,34.0,15.0,50.0
43121,82.0,72.0,154.0
05193,1.0,1.0,2.0
46212,225.0,148.0,373.0
46211,109.0,108.0,217.0
41080,21.0,16.0,37.0
45144,88.0,82.0,169.0
40181,222.0,210.0,432.0
38031,2187.0,2360.0,4547.0
10154,3.0,5.0,8.0
42151,0.0,,0.0
09306,1.0,,1.0
40165,2.0,,2.0
19231,,,
45145,748.0,333.0,1081.0
02066,3.0,8.0,11.0
19232,1.0,,1.0
42152,5.0,5.0,10.0
26123,9.0,7.0,16.0
09307,2.0,3.0,5.0
09308,2.0,1.0,3.0
37266,,,
36045,712.0,704.0,1416.0
03111,626.0,458.0,1084.0
28121,27.0,18.0,45.0
17144,26.0,16.0,42.0
24127,2.0,1.0,3.0
33054,20.0,16.0,37.0
09309,6.0,10.0,16.0
16177,13.0,10.0,24.0
06110,,,
39059,267.0,299.0,567.0
09310,,,
34146,,,
03112,224.0,209.0,433.0
08179,15.0,14.0,30.0
42153,,,
50223,31.0,32.0,62.0
40166,12.0,9.0,21.0
06111,33.0,12.0,46.0
43122,9.0,11.0,20.0
47133,48.0,45.0,94.0
34147,1.0,1.0,2.0
19233,7.0,4.0,11.0
42154,7.0,,7.0
39060,142.0,146.0,288.0
49174,17.0,14.0,31.0
46213,1359.0,1249.0,2608.0
34149,,,
34151,1.0,1.0,2.0
06112,7.0,4.0,11.0
45146,,,
50224,,,
19234,1.0,1.0,2.0
37267,4.0,8.0,12.0
42155,3.0,8.0,11.0
09311,,,
13072,94.0,51.0,145.0
43123,10237.0,9548.0,19785.0
49175,8.0,15.0,23.0
34152,7.0,7.0,14.0
34154,,,
09314,,1.0,1.0
09316,2.0,1.0,3.0
09312,3.0,5.0,8.0
09315,24.0,23.0,47.0
24129,,,
09317,,,
42156,1.0,1.0,2.0
40168,,,
25183,61.0,36.0,97.0
15072,189.0,196.0,385.0
24130,10.0,10.0,21.0
40170,411.0,325.0,736.0
42157,0.0,,0.0
19235,5.0,4.0,9.0
43124,33.0,35.0,68.0
32069,190.0,229.0,419.0
33055,50.0,62.0,112.0
27051,305.0,350.0,655.0
33056,213.0,330.0,544.0
36046,154.0,161.0,316.0
31208,325.0,259.0,584.0
26124,30.0,30.0,60.0
39061,192.0,249.0,441.0
39062,52.0,61.0,113.0
46214,1032.0,1021.0,2053.0
43125,97.0,73.0,170.0
34155,10.0,13.0,23.0
27052,18.0,22.0,40.0
28122,25.0,40.0,65.0
15073,869.0,727.0,1596.0
27053,5.0,3.0,8.0
01047,82.0,63.0,145.0
33057,78.0,87.0,165.0
06113,91.0,75.0,166.0
25905,2.0,9.0,11.0
25185,97.0,83.0,180.0
34156,,,
17145,64.0,79.0,142.0
12095,51.0,49.0,100.0
40171,4.0,2.0,6.0
50225,641.0,522.0,1163.0
30034,37.0,30.0,67.0
24131,18.0,14.0,31.0
24132,6.0,8.0,14.0
17146,124.0,124.0,247.0
45147,44.0,41.0,84.0
43126,101.0,89.0,190.0
44195,1.0,,1.0
19237,3.0,2.0,5.0
29082,1985.0,2319.0,4304.0
26125,304.0,266.0,570.0
37268,1.0,,1.0
41081,728.0,775.0,1502.0
25186,12.0,11.0,22.0
05194,3.0,3.0,6.0
09318,,,
44196,8.0,6.0,13.0
05195,1.0,1.0,2.0
49176,11.0,10.0,20.0
40172,2.0,,2.0
19238,,2.0,2.0
29083,184.0,184.0,368.0
04078,58.0,48.0,107.0
46215,84.0,70.0,154.0
10155,12.0,14.0,27.0
39063,18.0,21.0,39.0
49177,8.0,11.0,19.0
02067,26.0,36.0,62.0
32071,60.0,52.0,112.0
33058,44.0,47.0,92.0
42158,8.0,10.0,18.0
24133,2.0,5.0,7.0
27054,23.0,15.0,38.0
39064,49.0,55.0,104.0
17147,629.0,543.0,1172.0
