Codigo Municipio,Nº Explotaciones Ganaderas
37098,2.0
05058,25.0
42060,2.0
15024,1107.0
28038,52.0
08268,11.0
46096,1.0
08266,17.0
36011,158.0
15025,313.0
37099,18.0
49046,27.0
49047,19.0
37100,27.0
10063,22.0
40053,5.0
40054,12.0
09098,2.0
49048,7.0
44077,6.0
37101,55.0
45048,11.0
09100,1.0
37102,57.0
21023,403.0
27012,1044.0
34055,15.0
08068,2.0
25072,16.0
28039,1.0
34056,72.0
50079,10.0
45049,40.0
16073,3.0
12044,17.0
26047,75.0
17050,6.0
25073,4.0
47049,2.0
27013,287.0
37103,110.0
15026,642.0
50081,22.0
51001,5.0
30018,7.0
34058,8.0
34057,12.0
37114,26.0
22094,17.0
05067,18.0
32029,231.0
27016,1761.0
28051,6.0
18059,12.0
40065,23.0
19103,21.0
06042,66.0
46107,14.0
46106,21.0
19104,1.0
46108,7.0
04036,11.0
12052,46.0
46109,20.0
22095,10.0
23029,26.0
11015,107.0
12053,3.0
16023,9.0
19106,5.0
13038,238.0
23030,29.0
19105,2.0
18061,30.0
22096,4.0
02029,73.0
28052,20.0
11016,77.0
50092,4.0
04037,123.0
46111,28.0
50093,6.0
12055,12.0
12056,4.0
24065,80.0
45056,5.0
21030,9.0
45057,4.0
46112,7.0
16081,2.0
18062,8.0
09101,4.0
26048,1.0
42061,14.0
28040,21.0
16074,2.0
30019,61.0
39021,149.0
19086,17.0
47050,14.0
47051,4.0
42063,2.0
26049,3.0
18048,4.0
05059,19.0
10064,154.0
37104,14.0
09103,6.0
09104,4.0
40055,5.0
39022,140.0
24054,66.0
24055,45.0
50082,3.0
50083,1.0
19087,3.0
12045,25.0
31072,14.0
37106,100.0
12046,6.0
31074,7.0
42064,10.0
31075,5.0
19088,2.0
09105,17.0
19089,1.0
42065,3.0
05060,7.0
34059,15.0
17051,24.0
47052,5.0
24056,82.0
13034,80.0
37107,435.0
07015,571.0
25074,10.0
31076,4.0
50084,3.0
25075,21.0
26051,10.0
33018,375.0
04034,6.0
45051,1.0
19090,4.0
28041,5.0
45052,1.0
34060,7.0
40056,4.0
49050,31.0
40057,20.0
37108,4.0
03056,13.0
50085,7.0
40058,33.0
50086,11.0
06037,127.0
44080,11.0
46097,10.0
47053,2.0
47054,15.0
09108,2.0
18049,32.0
18050,29.0
19092,5.0
25076,9.0
29042,235.0
15027,147.0
17054,3.0
32026,184.0
05061,12.0
39023,25.0
25077,81.0
10065,25.0
40059,5.0
28046,23.0
28047,11.0
05062,10.0
05063,1.0
34061,8.0
43045,1.0
08070,39.0
29043,63.0
28045,229.0
37109,39.0
28043,24.0
28042,13.0
28044,13.0
18051,35.0
17055,2.0
33019,316.0
22090,9.0
25163,22.0
29044,47.0
39024,96.0
29045,29.0
25161,73.0
40060,15.0
09109,50.0
19095,3.0
19096,9.0
43046,2.0
03057,8.0
24057,22.0
34062,14.0
19097,2.0
11014,104.0
14020,46.0
10066,28.0
07016,61.0
43047,24.0
41033,358.0
05064,13.0
45053,120.0
50087,3.0
09110,5.0
49052,2.0
19098,1.0
08071,4.0
44082,11.0
46098,3.0
43048,7.0
24058,19.0
25078,8.0
47055,9.0
15028,30.0
14021,186.0
06038,29.0
34063,6.0
19099,8.0
31077,22.0
49053,28.0
27014,1361.0
10067,190.0
41034,26.0
41035,39.0
15029,1125.0
26054,35.0
08073,3.0
17056,105.0
43049,8.0
06039,57.0
41036,22.0
28048,2.0
26055,2.0
45054,39.0
40061,9.0
13035,33.0
02027,22.0
49054,33.0
41037,45.0
39025,221.0
47056,5.0
06040,1.0
21024,60.0
32027,34.0
21025,321.0
21026,50.0
31078,21.0
44084,4.0
12048,18.0
18053,47.0
46099,17.0
29046,106.0
18054,24.0
13036,40.0
24059,108.0
15030,33.0
09112,7.0
33020,311.0
39026,223.0
17057,49.0
44085,17.0
42068,1.0
27015,1600.0
07017,73.0
12049,4.0
50088,4.0
49055,5.0
46100,1.0
02028,19.0
36012,463.0
42069,27.0
09113,10.0
36013,281.0
12050,88.0
03058,14.0
13037,7.0
40902,5.0
36014,98.0
43050,1.0
24060,41.0
17058,13.0
05065,25.0
44086,19.0
03059,53.0
06041,2.0
37112,24.0
44087,7.0
17901,52.0
10068,28.0
24061,53.0
32028,289.0
44088,16.0
28050,5.0
50090,19.0
08074,8.0
25079,53.0
24063,53.0
47057,5.0
24062,3.0
40062,8.0
19102,2.0
09114,8.0
49056,30.0
24064,46.0
49057,9.0
09115,5.0
37113,91.0
49058,27.0
42071,9.0
44090,7.0
33021,271.0
49059,23.0
40063,129.0
16078,52.0
47058,6.0
50091,2.0
45055,40.0
44092,1.0
41903,30.0
42073,8.0
09117,2.0
16079,3.0
29047,4.0
44094,13.0
44093,4.0
40905,7.0
29049,16.0
04035,95.0
29048,23.0
18912,58.0
05066,4.0
12051,126.0
18056,111.0
18057,6.0
46105,5.0
15031,185.0
10069,117.0
21029,215.0
21027,18.0
21028,100.0
36015,838.0
47059,1.0
15032,758.0
29050,18.0
26056,9.0
28053,5.0
13039,98.0
04038,38.0
17060,18.0
50094,10.0
26057,5.0
18063,22.0
17061,40.0
03061,7.0
03062,1.0
20029,363.0
33022,56.0
34067,7.0
34068,1.0
18064,4.0
18066,9.0
10070,98.0
43901,50.0
03063,24.0
48901,45.0
24066,26.0
42075,3.0
07018,24.0
42076,10.0
31080,15.0
05903,28.0
18067,27.0
18068,15.0
48026,207.0
37115,40.0
15033,159.0
18069,20.0
03064,55.0
46114,2.0
40068,1.0
45058,2.0
06043,14.0
06044,158.0
31081,64.0
31221,30.0
40069,7.0
20069,216.0
05070,6.0
46115,16.0
41038,45.0
14023,289.0
45059,6.0
08075,15.0
36016,499.0
14022,3.0
37116,33.0
37117,5.0
19107,5.0
18070,3.0
43053,2.0
34069,21.0
15034,911.0
48027,49.0
18071,27.0
19108,3.0
40070,5.0
42078,16.0
48028,67.0
31083,6.0
41039,140.0
31086,7.0
20030,157.0
07026,29.0
50095,231.0
37118,19.0
04902,225.0
44096,17.0
48031,1.0
01021,14.0
02030,63.0
03065,343.0
03066,19.0
20031,16.0
20033,26.0
20032,251.0
31087,24.0
10072,67.0
48032,176.0
01023,3.0
19109,3.0
50096,7.0
37119,40.0
37120,26.0
50098,2.0
40071,8.0
14024,11.0
37121,7.0
37122,12.0
47060,5.0
21031,164.0
37123,55.0
24067,35.0
40072,8.0
09120,3.0
26058,11.0
37124,41.0
46118,26.0
16082,24.0
04041,7.0
46119,2.0
49061,7.0
39028,361.0
26059,15.0
32030,176.0
06045,4.0
50099,60.0
48902,102.0
31090,44.0
24068,48.0
48033,57.0
31091,33.0
50100,6.0
48034,10.0
20067,143.0
20066,238.0
01046,50.0
48079,102.0
31092,91.0
45060,3.0
21032,10.0
17062,3.0
39029,93.0
45061,12.0
40073,47.0
45062,28.0
19110,5.0
40074,31.0
19111,5.0
50101,8.0
24069,1.0
40075,24.0
42079,3.0
19112,6.0
07019,57.0
28054,45.0
44097,31.0
44099,18.0
10073,57.0
37125,44.0
18072,8.0
32031,109.0
47061,10.0
20034,195.0
31094,2.0
12057,6.0
37126,24.0
49062,20.0
06046,7.0
06048,89.0
06047,45.0
08076,7.0
41040,4.0
31095,1.0
37127,65.0
42080,18.0
14025,8.0
23032,4.0
11017,7.0
14026,136.0
40076,183.0
17063,3.0
37128,9.0
34070,8.0
09122,4.0
19113,9.0
34071,7.0
05072,9.0
09124,277.0
45063,27.0
40077,37.0
19114,3.0
25081,12.0
43054,19.0
22099,43.0
17064,13.0
17065,24.0
07020,45.0
25082,18.0
31096,8.0
08078,72.0
45064,1.0
19115,6.0
22102,9.0
22103,43.0
25088,10.0
08079,14.0
25085,23.0
31097,16.0
07021,12.0
41041,64.0
42082,4.0
09125,27.0
29051,126.0
44100,10.0
31098,81.0
25086,12.0
25087,15.0
46120,1.0
26060,4.0
22105,36.0
36017,2870.0
45065,34.0
28055,4.0
46121,1.0
31099,2.0
31082,153.0
31084,60.0
31085,1.0
48029,11.0
48030,147.0
31100,27.0
31101,16.0
26061,23.0
31093,17.0
20035,87.0
31102,60.0
31103,6.0
50102,52.0
24070,41.0
31104,13.0
43055,3.0
22107,27.0
12059,4.0
17005,24.0
29052,18.0
49063,34.0
49064,89.0
50104,43.0
25089,19.0
38012,23.0
43056,12.0
46123,3.0
50105,5.0
07022,621.0
04043,17.0
15035,116.0
02031,18.0
06049,133.0
49065,18.0
13040,16.0
14027,15.0
18074,2.0
49066,25.0
49067,17.0
07023,112.0
49068,96.0
44101,3.0
15036,95.0
08134,7.0
08080,4.0
25908,39.0
43058,5.0
17066,25.0
43059,6.0
12060,12.0
49069,55.0
50107,5.0
04044,11.0
03069,2.0
35008,44.0
22109,41.0
15037,170.0
31105,11.0
04045,74.0
17067,8.0
43060,22.0
05073,44.0
25092,2.0
37129,10.0
08081,19.0
08082,16.0
46126,4.0
17068,10.0
24071,15.0
27017,340.0
08083,29.0
47062,3.0
50108,10.0
47063,6.0
26062,3.0
03077,9.0
04046,15.0
18076,21.0
44102,6.0
49071,171.0
08084,56.0
27018,1584.0
46128,9.0
08085,18.0
17069,29.0
19117,6.0
13041,39.0
46124,1.0
17070,8.0
17071,48.0
31106,1.0
47064,2.0
09127,4.0
05074,15.0
22110,62.0
26063,1.0
25094,21.0
22111,77.0
17902,46.0
12061,27.0
36018,929.0
37130,30.0
07024,170.0
03070,7.0
44103,21.0
07025,46.0
17073,7.0
36019,273.0
44105,4.0
46125,2.0
44106,26.0
17074,16.0
30020,54.0
48906,55.0
27019,635.0
44107,19.0
15038,836.0
37131,34.0
22112,158.0
50109,1.0
23033,42.0
33023,388.0
09128,4.0
08086,86.0
50110,7.0
34072,15.0
42083,3.0
06050,508.0
37132,30.0
43062,2.0
18078,23.0
50111,6.0
44108,24.0
16083,3.0
40078,8.0
16084,3.0
09129,5.0
05075,11.0
28056,26.0
37133,24.0
10075,36.0
09130,12.0
09131,2.0
05076,29.0
37134,9.0
40079,11.0
42084,1.0
09132,10.0
49077,38.0
28057,5.0
40080,2.0
49075,8.0
49076,7.0
24073,8.0
34073,15.0
47065,20.0
09134,5.0
44109,16.0
49078,32.0
29053,30.0
27020,1715.0
34074,10.0
38013,111.0
16085,7.0
48035,32.0
40081,7.0
13042,128.0
38014,31.0
19119,1.0
50113,15.0
50114,7.0
44110,4.0
29054,3.0
28058,16.0
06051,199.0
13043,8.0
26064,2.0
47066,1.0
45066,11.0
02032,2.0
23034,39.0
30021,388.0
49079,12.0
14029,417.0
14030,49.0
18079,7.0
06052,339.0
16086,9.0
29055,14.0
37135,79.0
40082,3.0
06053,106.0
06054,58.0
13044,101.0
40083,6.0
40084,4.0
05077,11.0
28059,12.0
47067,12.0
14028,8.0
02033,15.0
14031,14.0
02034,65.0
42085,4.0
42086,1.0
42087,6.0
09136,4.0
37136,119.0
21033,26.0
19120,5.0
49080,31.0
09137,7.0
19121,7.0
16087,6.0
16088,5.0
37137,62.0
09138,2.0
42088,4.0
19122,2.0
42089,10.0
19123,5.0
16904,3.0
09140,12.0
19124,9.0
40086,39.0
42090,4.0
40087,2.0
40088,13.0
37138,37.0
46129,51.0
16089,12.0
44111,23.0
44112,25.0
41042,34.0
05078,12.0
37139,16.0
24074,17.0
50115,33.0
50116,9.0
06055,519.0
42092,4.0
34076,33.0
37140,69.0
49082,24.0
44113,7.0
34077,4.0
49081,69.0
40089,16.0
49083,1.0
40091,5.0
44114,22.0
09141,4.0
49084,32.0
42093,4.0
40092,5.0
28060,5.0
23035,1.0
16091,1.0
22113,165.0
25096,30.0
31107,25.0
31108,17.0
16092,11.0
18905,31.0
20038,97.0
04047,11.0
08090,27.0
03072,2.0
12065,3.0
20037,25.0
19125,4.0
37141,17.0
28061,26.0
19126,6.0
31109,13.0
21034,73.0
09143,4.0
26065,5.0
48036,170.0
48037,182.0
35009,204.0
49085,18.0
18082,69.0
43063,22.0
26066,6.0
37142,26.0
37143,48.0
37144,46.0
10076,127.0
04048,26.0
09144,1.0
40093,11.0
05079,15.0
37145,68.0
47069,3.0
05080,23.0
37146,22.0
49086,14.0
49087,188.0
08087,1.0
26067,2.0
31110,5.0
50117,6.0
31111,6.0
50118,10.0
44115,21.0
19127,13.0
45067,76.0
48038,133.0
49088,22.0
43064,16.0
46131,27.0
16093,5.0
38015,3.0
38016,111.0
48039,46.0
31112,14.0
06056,81.0
43065,14.0
10077,171.0
37147,5.0
37148,54.0
40094,10.0
45068,19.0
37149,89.0
31113,5.0
44116,3.0
10078,48.0
28062,34.0
05081,18.0
10079,17.0
10080,34.0
28063,24.0
10081,52.0
43066,6.0
31114,3.0
06057,51.0
24076,69.0
31115,45.0
42094,15.0
08088,8.0
17075,18.0
17076,5.0
17077,7.0
41043,14.0
06058,15.0
10082,135.0
04049,4.0
10083,33.0
28064,15.0
16094,8.0
19129,1.0
11018,48.0
10084,54.0
03071,7.0
48040,157.0
47070,1.0
29056,85.0
48041,34.0
08089,6.0
46130,3.0
25098,26.0
05082,40.0
20907,47.0
44117,5.0
37150,35.0
08091,3.0
50119,44.0
41044,5.0
49090,9.0
05083,27.0
29057,21.0
23037,24.0
31116,1.0
46132,1.0
17078,41.0
41045,43.0
04050,20.0
47071,3.0
45069,28.0
48046,107.0
46133,9.0
28065,11.0
20039,72.0
48044,28.0
21035,104.0
33024,1127.0
05085,7.0
05084,30.0
41046,15.0
25912,80.0
05086,3.0
26068,1.0
44118,30.0
41047,2.0
43067,9.0
02035,21.0
17079,9.0
08092,26.0
08093,5.0
22114,51.0
48047,25.0
18083,4.0
43068,12.0
46135,1.0
46136,4.0
50120,1.0
31117,136.0
18084,15.0
42095,21.0
25099,24.0
02036,4.0
37151,11.0
42096,2.0
17080,14.0
37152,9.0
32033,99.0
40095,26.0
36021,219.0
18085,61.0
18086,14.0
24077,21.0
48042,118.0
10085,9.0
24078,13.0
03073,16.0
48043,24.0
42097,1.0
25100,9.0
05087,10.0
50121,5.0
33025,607.0
31118,34.0
24079,120.0
33026,1141.0
22115,14.0
16095,12.0
16096,3.0
24080,5.0
40097,7.0
18087,19.0
08094,2.0
21036,43.0
25101,16.0
38017,76.0
21037,31.0
13045,13.0
33027,272.0
05088,12.0
08095,8.0
10086,21.0
25102,10.0
49091,23.0
03074,4.0
06059,110.0
14032,59.0
08096,22.0
49092,14.0
25103,6.0
25104,4.0
25105,2.0
43069,1.0
22117,153.0
26070,11.0
11019,143.0
22116,75.0
26069,7.0
44119,8.0
09148,2.0
34079,28.0
09149,1.0
50122,1.0
28066,3.0
36022,41.0
18088,16.0
19130,34.0
44120,53.0
41048,119.0
14033,2.0
28067,72.0
13046,55.0
10087,94.0
45070,17.0
28068,30.0
46139,7.0
18089,119.0
37154,45.0
18906,22.0
08097,14.0
18093,6.0
17081,7.0
38018,9.0
36023,24.0
03076,12.0
45071,10.0
23038,6.0
08099,12.0
34080,26.0
06060,53.0
29058,15.0
49093,29.0
23039,32.0
34081,1.0
44121,23.0
32034,151.0
18094,106.0
31119,3.0
31120,53.0
18095,4.0
48045,177.0
38019,77.0
43070,4.0
14034,79.0
37155,14.0
10088,48.0
10089,117.0
10090,79.0
10091,34.0
37156,82.0
41049,81.0
17082,37.0
38020,76.0
25109,8.0
25903,39.0
31121,3.0
05089,19.0
25110,18.0
27022,1547.0
25111,27.0
09151,5.0
09152,4.0
27023,1293.0
08100,189.0
39030,237.0
22119,31.0
24081,17.0
05090,4.0
06061,37.0
09154,5.0
01056,43.0
35010,84.0
26071,11.0
09155,6.0
39031,189.0
06062,62.0
02037,159.0
16097,20.0
12068,14.0
26072,5.0
13047,24.0
45072,31.0
10092,53.0
37157,28.0
37158,8.0
37159,17.0
39032,255.0
34082,3.0
38021,24.0
49094,26.0
10093,9.0
20040,195.0
05092,12.0
20041,46.0
05093,33.0
26073,2.0
41050,17.0
02038,10.0
10094,61.0
34083,18.0
42098,1.0
34084,3.0
50124,39.0
06063,223.0
39033,137.0
05094,21.0
10095,60.0
45073,20.0
47073,8.0
16098,6.0
10096,38.0
19135,5.0
10097,16.0
23041,4.0
06065,38.0
06066,189.0
06064,31.0
21038,78.0
05095,34.0
06067,401.0
12069,4.0
02039,44.0
46141,6.0
05096,6.0
44122,23.0
19136,4.0
49095,28.0
10098,59.0
21039,83.0
23042,9.0
21040,86.0
16099,7.0
37160,91.0
44123,16.0
45074,27.0
14035,291.0
06068,23.0
13048,40.0
16100,4.0
31256,21.0
28069,3.0
19138,8.0
16101,3.0
10099,39.0
19139,5.0
20036,148.0
03078,4.0
16102,11.0
40099,2.0
40100,13.0
45075,13.0
40101,5.0
09159,4.0
16103,8.0
09160,2.0
16104,5.0
19142,5.0
34086,2.0
09164,7.0
09162,4.0
09163,27.0
05097,75.0
37162,76.0
37161,43.0
16106,9.0
28070,11.0
05099,21.0
13049,83.0
28071,13.0
19143,9.0
09166,5.0
45076,3.0
26075,4.0
26076,2.0
06069,149.0
14036,38.0
05100,4.0
26077,8.0
34087,4.0
47074,4.0
09167,2.0
23043,50.0
26078,4.0
43071,59.0
19145,9.0
24082,7.0
08101,1.0
08162,5.0
37163,6.0
02040,26.0
09170,2.0
28072,22.0
05102,38.0
05101,40.0
05103,28.0
10100,28.0
05106,17.0
05104,18.0
05105,46.0
22122,4.0
44124,14.0
22908,14.0
31122,1.0
45077,2.0
04051,2.0
10101,10.0
18096,12.0
16107,7.0
23044,74.0
21041,18.0
18097,58.0
04052,2.0
04053,367.0
26079,4.0
16109,1.0
09172,5.0
19147,3.0
37164,1.0
09173,12.0
09174,31.0
45078,4.0
16110,8.0
16111,4.0
19148,1.0
22124,20.0
40103,10.0
23045,19.0
44125,15.0
22125,82.0
18098,218.0
16112,27.0
18100,34.0
18101,10.0
18099,27.0
19150,4.0
41051,7.0
09175,14.0
19151,8.0
28073,14.0
29059,12.0
09176,1.0
05107,18.0
34088,2.0
10102,102.0
31124,8.0
20042,58.0
48048,45.0
50125,17.0
09177,10.0
03079,12.0
33028,473.0
22126,6.0
09178,1.0
23046,2.0
38022,58.0
20043,124.0
31259,89.0
26080,32.0
09179,1.0
09180,1.0
45079,52.0
44126,29.0
48094,175.0
22127,7.0
08102,4.0
29060,39.0
24083,50.0
31125,6.0
20044,6.0
22128,38.0
36901,1.0
19152,16.0
33029,209.0
04054,9.0
33030,132.0
45081,9.0
18102,74.0
50126,5.0
31126,51.0
07027,197.0
27024,719.0
35011,165.0
16113,30.0
04055,2.0
19154,6.0
31127,7.0
32035,542.0
15039,401.0
23047,74.0
37165,10.0
19155,1.0
20045,259.0
20046,7.0
01027,19.0
31904,10.0
01901,21.0
31128,22.0
22129,58.0
09181,15.0
47075,21.0
21042,37.0
41902,7.0
25115,95.0
17084,23.0
48049,116.0
29061,26.0
50128,4.0
34089,2.0
09182,2.0
18103,5.0
20047,34.0
37166,56.0
40104,11.0
31129,88.0
31130,10.0
48910,183.0
25113,32.0
25112,5.0
25114,14.0
31131,53.0
31132,16.0
24084,8.0
31133,7.0
14037,101.0
18105,69.0
29062,10.0
23048,11.0
48050,43.0
44127,7.0
23049,8.0
21043,93.0
22130,140.0
03080,6.0
19156,7.0
23050,90.0
17085,12.0
46142,5.0
26081,9.0
49096,11.0
12070,18.0
50129,8.0
46144,7.0
10103,61.0
10104,45.0
09183,9.0
10105,91.0
10106,30.0
50130,13.0
44128,8.0
22131,7.0
44129,5.0
50131,12.0
31134,22.0
03082,23.0
31135,1.0
18107,12.0
11020,332.0
06070,1280.0
18108,61.0
12071,16.0
10107,19.0
18109,5.0
03083,22.0
23052,17.0
11021,325.0
29063,18.0
19157,1.0
24086,16.0
23053,19.0
17086,6.0
08103,8.0
44130,7.0
02041,15.0
44131,6.0
25910,13.0
40105,4.0
40106,5.0
29064,37.0
17087,2.0
30022,147.0
18111,2.0
05108,2.0
25118,48.0
25119,80.0
09189,16.0
09190,17.0
09191,5.0
09192,8.0
31136,22.0
49097,10.0
18112,4.0
37167,12.0
29065,5.0
48022,650.0
48907,53.0
01019,3.0
01020,59.0
40107,7.0
01028,5.0
13050,6.0
22133,5.0
18115,13.0
10108,9.0
45082,87.0
34091,9.0
50133,8.0
01030,7.0
01031,7.0
44132,5.0
24087,22.0
26082,20.0
40108,4.0
47076,5.0
24088,51.0
16115,6.0
16116,15.0
37168,54.0
26083,3.0
23040,9.0
31138,22.0
36024,3077.0
22135,25.0
22136,74.0
36025,239.0
39034,93.0
31139,14.0
22137,62.0
27026,1063.0
16117,36.0
48051,19.0
05109,25.0
42103,50.0
50134,12.0
47077,2.0
33031,433.0
40109,8.0
18116,66.0
34092,4.0
01902,18.0
18117,40.0
41052,14.0
31140,21.0
05110,45.0
44133,2.0
06071,31.0
22139,12.0
31141,7.0
15041,1197.0
26084,15.0
39035,78.0
32038,28.0
04056,10.0
48052,121.0
31142,14.0
31143,11.0
20048,49.0
31144,167.0
37169,28.0
23054,7.0
20902,80.0
22141,18.0
22142,16.0
22143,48.0
22144,53.0
40110,14.0
40111,10.0
40112,10.0
01036,198.0
04057,36.0
48053,80.0
33032,997.0
15040,304.0
45083,1.0
32039,285.0
31145,2.0
20049,91.0
20050,43.0
31146,5.0
41053,166.0
50136,23.0
50138,3.0
50137,56.0
18119,13.0
19159,4.0
16118,16.0
37170,106.0
26086,4.0
34094,9.0
37171,29.0
28074,24.0
16119,6.0
31147,6.0
31148,3.0
20051,104.0
20052,73.0
01058,59.0
20068,33.0
48054,57.0
32040,82.0
31149,230.0
48057,11.0
31908,9.0
48055,134.0
48056,97.0
33033,987.0
18120,12.0
24089,22.0
31150,15.0
21044,96.0
31151,10.0
31152,18.0
09194,23.0
25121,26.0
31153,222.0
02042,67.0
50139,16.0
26088,3.0
48081,95.0
31154,28.0
20053,96.0
02043,46.0
30023,30.0
44135,6.0
42105,3.0
44136,7.0
39036,86.0
39037,259.0
02044,36.0
04058,7.0
45084,11.0
39038,50.0
23055,46.0
44137,40.0
37172,44.0
21045,42.0
11022,10.0
25122,43.0
50140,8.0
50141,5.0
20054,67.0
31156,13.0
08104,17.0
17088,17.0
25123,33.0
25124,32.0
08105,1.0
17089,91.0
24092,84.0
17090,18.0
17091,39.0
33035,899.0
46154,2.0
33036,739.0
09195,2.0
47079,5.0
38024,87.0
05113,5.0
13904,3.0
17092,3.0
25125,28.0
46155,2.0
25126,20.0
44141,12.0
25120,197.0
06073,76.0
06074,167.0
17093,19.0
25127,52.0
03085,2.0
25128,9.0
08106,30.0
46147,42.0
17094,25.0
08107,37.0
08108,27.0
43072,1.0
25129,26.0
46151,1.0
46153,2.0
46156,8.0
43073,3.0
43074,14.0
17095,2.0
07028,73.0
12074,2.0
46157,2.0
07029,35.0
17096,85.0
07030,159.0
07031,393.0
46150,21.0
08109,57.0
22149,37.0
32041,168.0
50142,3.0
32042,226.0
06072,31.0
18121,10.0
31157,12.0
28075,1.0
10109,320.0
26089,52.0
48903,72.0
18122,204.0
34903,6.0
34096,1.0
45085,15.0
47078,15.0
50143,4.0
50144,3.0
31158,23.0
23056,3.0
22150,33.0
41054,6.0
41055,94.0
19160,5.0
30024,1471.0
03084,1.0
46148,3.0
30025,10.0
40113,45.0
46149,3.0
49098,62.0
49099,10.0
10110,60.0
05112,25.0
22151,9.0
44138,11.0
27027,744.0
15042,770.0
28076,43.0
28901,36.0
49100,21.0
04059,62.0
04060,9.0
04061,18.0
14038,46.0
50146,3.0
12072,27.0
21046,26.0
50147,15.0
13051,18.0
24090,19.0
45086,19.0
12073,1.0
49101,39.0
39039,177.0
50148,34.0
50149,7.0
27028,2313.0
18123,33.0
41056,24.0
18124,23.0
31159,9.0
37173,119.0
26091,23.0
50150,18.0
50151,59.0
19161,1.0
23057,7.0
22905,13.0
14039,35.0
24091,52.0
19162,4.0
31248,79.0
19163,8.0
04062,2.0
46158,6.0
32043,354.0
37175,18.0
29066,6.0
37174,28.0
28078,4.0
49102,13.0
40115,9.0
17097,9.0
28079,44.0
49103,29.0
45087,53.0
10111,40.0
05114,12.0
09196,1.0
10112,68.0
09197,2.0
02045,15.0
37176,4.0
10113,188.0
41057,67.0
50152,26.0
05115,29.0
06075,39.0
50153,23.0
45088,1.0
24093,15.0
42107,2.0
06076,68.0
09198,10.0
49104,41.0
02046,21.0
17098,22.0
25133,18.0
44142,11.0
37177,28.0
50154,7.0
49105,19.0
41058,23.0
41059,5.0
28080,5.0
10114,21.0
16121,13.0
19165,2.0
29067,194.0
19166,3.0
13052,187.0
19167,1.0
18126,12.0
50155,1.0
06077,10.0
25130,25.0
08110,9.0
08111,43.0
48058,183.0
50160,39.0
50157,6.0
37178,28.0
10115,23.0
05116,25.0
10116,203.0
06078,39.0
15043,419.0
45089,17.0
50159,5.0
49107,15.0
05117,5.0
09199,2.0
09200,2.0
07033,693.0
37179,19.0
05118,12.0
23058,13.0
06079,21.0
50161,3.0
09202,2.0
07034,58.0
19168,6.0
49108,53.0
49109,28.0
29068,16.0
46159,1.0
05119,5.0
26092,3.0
08112,97.0
34099,10.0
08113,106.0
24095,37.0
26093,15.0
24094,17.0
34100,8.0
46160,3.0
49110,24.0
49112,10.0
49111,19.0
13053,58.0
26094,1.0
28082,29.0
32044,261.0
45090,4.0
44143,30.0
21047,41.0
37180,13.0
07032,304.0
45091,6.0
50162,2.0
18127,3.0
19170,3.0
40903,15.0
40118,2.0
24096,14.0
31162,1.0
29069,18.0
10117,17.0
18128,5.0
19171,21.0
41060,102.0
31163,31.0
34101,1.0
43075,3.0
08242,8.0
04063,78.0
50163,9.0
07035,76.0
16122,14.0
36026,238.0
39040,230.0
41061,29.0
46161,3.0
21048,28.0
45092,14.0
48060,329.0
05120,3.0
23059,59.0
50902,4.0
07036,64.0
45093,8.0
37181,53.0
05121,21.0
40119,14.0
40120,13.0
40121,11.0
37183,53.0
41062,11.0
44144,15.0
37182,20.0
05122,23.0
08114,1.0
08115,1.0
23060,47.0
40122,10.0
48061,92.0
47081,2.0
43076,10.0
43077,36.0
44145,24.0
46162,5.0
17100,19.0
45094,8.0
43078,33.0
02047,11.0
19172,3.0
32045,289.0
08116,51.0
08117,61.0
43079,1.0
08118,1.0
43080,2.0
43081,2.0
08119,5.0
43082,3.0
25131,9.0
46163,1.0
46164,6.0
46165,4.0
17101,18.0
25132,12.0
37184,22.0
45095,7.0
10118,52.0
40124,10.0
37186,32.0
12075,21.0
44146,11.0
40123,24.0
24097,11.0
42110,7.0
24098,43.0
42111,9.0
24099,9.0
38025,17.0
47082,11.0
08121,13.0
12076,2.0
40125,3.0
49113,33.0
47083,7.0
37187,55.0
49114,5.0
19174,5.0
26095,2.0
37188,13.0
49115,29.0
47084,33.0
44147,9.0
45096,39.0
15045,1857.0
34102,5.0
30026,126.0
39041,206.0
19176,5.0
34103,3.0
17102,14.0
17103,23.0
48059,74.0
31161,3.0
15044,239.0
36027,348.0
09208,9.0
28083,4.0
06080,30.0
50164,27.0
05123,5.0
09209,84.0
47086,31.0
06081,139.0
47085,30.0
11023,240.0
42113,18.0
05124,11.0
39042,206.0
08122,5.0
19177,2.0
26096,1.0
47087,9.0
19178,4.0
27029,317.0
36028,665.0
45097,61.0
28084,3.0
47088,6.0
47089,13.0
09211,17.0
49116,20.0
34104,16.0
46166,11.0
31164,3.0
15046,889.0
52001,4.0
32046,144.0
40126,7.0
37189,17.0
13054,38.0
10119,65.0
25134,13.0
45098,298.0
20901,96.0
48062,81.0
31165,28.0
31166,11.0
48063,61.0
31167,14.0
34106,6.0
06082,9.0
05125,11.0
23061,37.0
45099,8.0
50165,39.0
17099,16.0
32047,245.0
07037,232.0
06083,307.0
09213,24.0
09214,92.0
09906,21.0
09215,101.0
09216,25.0
09217,23.0
39043,96.0
16124,10.0
10120,26.0
05126,18.0
45100,3.0
15047,1081.0
50166,31.0
13055,89.0
31168,19.0
50167,4.0
32048,175.0
44148,7.0
48064,49.0
