Codigo Municipio,Nº Explotaciones Ganaderas
09348,5.0
35022,102.0
12102,21.0
07055,288.0
08250,22.0
08251,18.0
08258,70.0
08253,21.0
39074,407.0
08254,132.0
22906,12.0
35023,66.0
42167,3.0
08255,52.0
08257,6.0
24158,57.0
08259,37.0
37293,27.0
49204,10.0
28135,96.0
24155,15.0
49203,13.0
42168,4.0
05226,36.0
05224,16.0
05225,40.0
07056,68.0
09350,44.0
16195,14.0
05902,21.0
09352,6.0
24156,24.0
24157,17.0
05227,2.0
16197,6.0
40185,56.0
24159,76.0
06121,69.0
10168,39.0
37294,3.0
40186,14.0
45158,13.0
09354,1.0
21069,264.0
43140,14.0
17184,76.0
08260,33.0
03121,8.0
08261,9.0
38039,6.0
31220,10.0
14060,49.0
22212,2.0
39075,109.0
07057,236.0
24160,39.0
47153,4.0
34169,23.0
24161,11.0
10169,65.0
23077,3.0
15078,1671.0
37296,43.0
10170,67.0
05228,104.0
38040,7.0
05904,33.0
23904,307.0
37297,33.0
34170,10.0
09355,1.0
49205,26.0
47154,5.0
49206,44.0
34171,35.0
37298,15.0
09356,3.0
10171,66.0
10172,109.0
39076,176.0
41089,7.0
15079,628.0
23079,84.0
39077,63.0
39078,203.0
19250,2.0
40188,11.0
40189,35.0
37299,36.0
33064,68.0
40190,6.0
09358,23.0
26138,15.0
05229,3.0
45901,20.0
23080,30.0
05230,17.0
40191,27.0
30901,44.0
28136,5.0
37300,43.0
06122,47.0
28137,3.0
49207,28.0
47155,7.0
24162,13.0
34174,11.0
39079,21.0
08192,48.0
26140,10.0
26141,6.0
48082,45.0
36051,242.0
49210,24.0
47157,3.0
37301,18.0
09361,8.0
33065,212.0
24163,33.0
22213,104.0
39081,121.0
09362,2.0
43142,11.0
12103,13.0
32078,250.0
27057,1795.0
31222,4.0
44210,33.0
25201,32.0
25200,30.0
31223,7.0
45159,12.0
09363,31.0
50240,34.0
19251,3.0
10173,78.0
41090,69.0
37302,34.0
40192,12.0
17187,11.0
38041,16.0
27058,1333.0
03123,7.0
29086,11.0
19252,3.0
40193,13.0
47158,12.0
22214,6.0
43144,8.0
29087,30.0
50242,4.0
12104,22.0
40194,116.0
20070,95.0
06124,450.0
10174,23.0
23081,132.0
44211,2.0
45160,68.0
22215,21.0
19254,1.0
39082,271.0
03124,3.0
46225,2.0
07058,136.0
43145,18.0
19901,1.0
22217,39.0
24164,58.0
43146,1.0
07047,129.0
04082,5.0
22218,6.0
43044,36.0
03125,4.0
44212,6.0
25202,7.0
25035,22.0
08267,12.0
37304,55.0
40195,34.0
40196,6.0
09365,1.0
37305,3.0
17190,22.0
34175,13.0
28138,12.0
04083,66.0
42171,6.0
25204,46.0
46228,3.0
17191,8.0
47159,4.0
05232,10.0
10175,135.0
37306,40.0
37307,35.0
05233,8.0
28140,1.0
10176,44.0
22220,7.0
45161,1.0
31224,15.0
50243,8.0
22221,13.0
17192,15.0
11034,91.0
19255,2.0
25203,26.0
08269,39.0
41091,34.0
28141,3.0
45162,78.0
25205,10.0
19256,4.0
33066,1784.0
37309,13.0
12105,40.0
10177,32.0
50244,3.0
29088,32.0
04084,7.0
22222,26.0
46229,12.0
47160,11.0
37310,14.0
05234,11.0
19257,46.0
50245,10.0
23082,51.0
46230,13.0
36052,1322.0
38042,10.0
17193,35.0
47161,17.0
46231,3.0
46232,36.0
07060,205.0
44213,6.0
05235,14.0
06125,145.0
50246,2.0
16198,26.0
08270,4.0
17052,28.0
39083,530.0
27059,819.0
50247,4.0
37311,45.0
15080,800.0
24165,31.0
08271,19.0
33067,97.0
02072,44.0
13078,39.0
26143,1.0
13079,26.0
05236,23.0
05237,34.0
06126,8.0
13080,36.0
19258,4.0
09366,6.0
16199,2.0
25206,16.0
42172,3.0
43147,3.0
46233,3.0
07061,106.0
39084,232.0
05238,97.0
25207,45.0
33068,379.0
04085,5.0
28143,17.0
15081,341.0
07062,132.0
48904,20.0
12106,5.0
45163,56.0
22223,23.0
48085,37.0
18176,5.0
48086,138.0
08272,43.0
20065,85.0
04086,74.0
42173,26.0
25208,36.0
37312,17.0
23084,11.0
31225,3.0
25209,116.0
18177,10.0
26144,7.0
50248,28.0
25210,34.0
12107,1.0
05239,40.0
26145,6.0
40198,16.0
05240,32.0
09369,15.0
45164,19.0
42174,12.0
34177,2.0
24166,15.0
33069,136.0
28144,36.0
26146,16.0
24167,38.0
34176,6.0
19261,2.0
22904,43.0
16909,23.0
40199,12.0
37313,14.0
09373,41.0
36053,42.0
39085,141.0
08273,10.0
25211,2.0
46235,16.0
42175,2.0
12108,6.0
48076,19.0
46236,3.0
31226,130.0
25212,12.0
08274,11.0
09374,1.0
17194,11.0
34178,4.0
34179,3.0
40200,7.0
49214,47.0
37314,38.0
04088,43.0
04089,43.0
27060,1262.0
32079,78.0
50249,18.0
38043,46.0
31227,19.0
08276,8.0
18901,13.0
04090,28.0
42176,2.0
42177,3.0
37315,15.0
28145,10.0
50250,6.0
25215,16.0
06127,169.0
10178,83.0
25216,16.0
45165,283.0
06128,43.0
10179,24.0
10180,118.0
16202,41.0
12109,1.0
06129,96.0
17195,21.0
42178,6.0
19262,6.0
37316,64.0
34180,5.0
22225,202.0
47162,7.0
09375,5.0
06130,29.0
38044,21.0
33070,338.0
49216,25.0
08278,90.0
33071,269.0
16203,9.0
19264,1.0
50251,49.0
37317,5.0
02073,27.0
03127,7.0
37318,21.0
09377,4.0
42181,10.0
22226,27.0
34181,5.0
11035,593.0
42182,2.0
43148,11.0
25217,37.0
25218,1.0
25219,6.0
19265,13.0
50252,205.0
46238,6.0
08275,23.0
08280,18.0
38045,30.0
29089,47.0
16204,8.0
38046,53.0
35024,198.0
08281,5.0
32080,62.0
09378,4.0
16205,18.0
42183,6.0
37319,12.0
35025,48.0
10181,57.0
37320,36.0
35026,319.0
22227,35.0
45166,19.0
37321,42.0
15082,538.0
12110,8.0
46239,10.0
25220,35.0
35027,138.0
04091,2.0
17196,13.0
37322,28.0
09380,7.0
08279,13.0
46240,3.0
50253,10.0
44215,27.0
13081,14.0
26147,4.0
44216,120.0
03128,19.0
33072,365.0
08282,1.0
35028,52.0
03129,14.0
47163,12.0
28146,2.0
05241,33.0
50254,14.0
22228,4.0
19268,5.0
38047,92.0
04092,21.0
16206,8.0
35029,151.0
33073,2813.0
09381,3.0
31229,1.0
26148,3.0
12111,23.0
25221,10.0
46241,26.0
25222,5.0
43149,27.0
43150,29.0
05242,12.0
19269,4.0
02074,88.0
50255,4.0
26149,4.0
45167,14.0
41092,7.0
12112,33.0
32081,71.0
39086,65.0
05243,26.0
45168,40.0
03130,1.0
40201,5.0
20071,242.0
29090,49.0
22229,44.0
13082,27.0
36054,703.0
08283,61.0
37323,80.0
15083,428.0
25223,33.0
24168,45.0
12114,6.0
47164,33.0
19271,2.0
08284,66.0
47165,45.0
19272,9.0
37324,17.0
15084,1320.0
09384,11.0
08285,56.0
24169,48.0
19274,3.0
10182,40.0
44217,6.0
22230,37.0
42184,1.0
05244,26.0
25224,3.0
25225,26.0
37325,18.0
05245,26.0
10183,25.0
10184,21.0
44219,6.0
49219,71.0
12115,15.0
34182,8.0
16209,5.0
22232,16.0
13083,18.0
45169,16.0
50257,2.0
50256,9.0
44220,21.0
31230,15.0
50258,1.0
05247,51.0
11036,41.0
40206,13.0
12119,15.0
12120,3.0
44223,18.0
25227,52.0
08286,7.0
10187,25.0
47169,3.0
45171,13.0
43151,1.0
13084,19.0
06131,71.0
47170,10.0
10188,45.0
43152,10.0
44224,7.0
24170,18.0
19279,1.0
23086,15.0
44225,5.0
49220,10.0
26153,7.0
22233,21.0
44227,9.0
18178,12.0
30037,103.0
25233,17.0
40202,5.0
46242,1.0
25226,15.0
42185,1.0
12117,24.0
23085,9.0
40203,25.0
14062,180.0
12118,1.0
44221,17.0
47166,18.0
45170,16.0
47167,13.0
47168,4.0
10185,27.0
09386,7.0
40204,14.0
44222,8.0
26151,14.0
26152,2.0
10186,153.0
19278,1.0
43153,1.0
23087,6.0
25228,20.0
25907,68.0
09387,2.0
49221,53.0
25230,74.0
50259,8.0
40205,53.0
28148,7.0
28150,17.0
19280,7.0
10190,91.0
10189,132.0
16211,12.0
44226,15.0
28151,15.0
25231,5.0
50260,2.0
09388,2.0
39087,332.0
08287,10.0
50261,4.0
08288,13.0
08289,4.0
47171,27.0
03132,5.0
06132,4.0
06133,9.0
10191,6.0
10192,139.0
19281,1.0
28153,6.0
44228,5.0
19282,17.0
19283,2.0
29901,3.0
26154,1.0
34184,6.0
17197,2.0
46244,10.0
22234,12.0
13085,30.0
10193,104.0
09389,1.0
23088,15.0
10194,64.0
23090,15.0
23091,10.0
44229,6.0
22235,3.0
22236,11.0
50262,13.0
30038,42.0
25232,34.0
28154,7.0
49222,44.0
31231,1.0
09390,5.0
47172,6.0
37327,10.0
44230,15.0
03133,2.0
45172,87.0
44231,2.0
50263,10.0
44232,38.0
45173,15.0
17198,24.0
17199,27.0
29091,55.0
42187,8.0
16212,2.0
17200,16.0
19286,1.0
05246,22.0
09391,6.0
43155,128.0
19287,21.0
19288,2.0
18179,54.0
17201,17.0
50264,12.0
17202,2.0
29092,8.0
30039,218.0
45174,27.0
15085,966.0
46246,1.0
27061,448.0
24171,64.0
37328,24.0
49223,61.0
16215,24.0
12121,33.0
44234,4.0
44235,9.0
22239,18.0
06134,49.0
32082,155.0
50265,3.0
50266,6.0
47173,8.0
15086,1191.0
11037,49.0
49224,5.0
37329,17.0
25234,93.0
28903,27.0
04901,12.0
40207,14.0
16216,18.0
09394,4.0
39088,15.0
42188,1.0
18180,36.0
26155,1.0
27062,240.0
26157,7.0
21070,71.0
47174,7.0
19290,3.0
19291,7.0
34185,11.0
44236,31.0
24172,24.0
48087,87.0
06135,9.0
10195,434.0
09395,9.0
09396,2.0
39089,27.0
31232,42.0
47175,12.0
26158,1.0
46247,37.0
36055,235.0
35030,217.0
31233,3.0
24173,49.0
40208,70.0
46248,11.0
45175,18.0
18181,9.0
04093,37.0
04094,15.0
23092,43.0
48088,23.0
11038,135.0
31234,3.0
19293,13.0
42189,2.0
16218,3.0
39090,100.0
48065,49.0
45176,12.0
18182,36.0
31123,35.0
19294,1.0
31235,13.0
30040,7.0
04095,19.0
17204,7.0
08290,3.0
17205,6.0
43156,83.0
43157,1.0
17203,17.0
31236,134.0
41094,7.0
05249,12.0
50267,43.0
31237,9.0
50268,6.0
30041,11.0
47176,9.0
31238,3.0
09398,4.0
45177,58.0
31239,60.0
31240,24.0
24174,28.0
48089,93.0
48074,165.0
01054,93.0
20072,177.0
47177,16.0
04096,8.0
31241,43.0
31242,18.0
44237,26.0
50269,2.0
20077,89.0
50270,4.0
31244,55.0
31243,3.0
47178,8.0
40210,16.0
17206,8.0
26160,1.0
31245,1.0
06136,197.0
50271,8.0
12122,51.0
20073,202.0
50272,11.0
31246,1.0
46249,53.0
41095,161.0
44238,12.0
31247,9.0
49225,5.0
08291,1.0
42190,2.0
49226,26.0
05251,22.0
09400,4.0
17014,2.0
24185,31.0
50274,3.0
39095,242.0
15088,1069.0
44239,2.0
27063,570.0
44240,13.0
47179,7.0
34186,5.0
49227,9.0
39091,366.0
28155,3.0
10196,3.0
34192,10.0
44241,9.0
09403,4.0
47180,5.0
19298,2.0
19299,3.0
42191,9.0
28156,4.0
19300,3.0
06137,88.0
37330,44.0
05252,30.0
10197,9.0
16906,2.0
19301,3.0
44243,1.0
49228,3.0
24175,96.0
10198,121.0
37331,69.0
24176,16.0
02075,21.0
42192,1.0
01055,81.0
37332,22.0
10199,26.0
06901,28.0
37333,29.0
10200,61.0
37334,22.0
28157,3.0
21071,18.0
19303,6.0
44244,11.0
37335,36.0
44245,8.0
24177,87.0
26161,2.0
42194,7.0
28158,7.0
13086,46.0
28159,5.0
16224,17.0
37336,16.0
24178,8.0
10201,9.0
28160,44.0
16225,2.0
28161,4.0
16227,12.0
42195,3.0
47181,10.0
19304,9.0
10202,59.0
39092,104.0
16228,9.0
34189,1.0
28162,8.0
13087,69.0
23093,108.0
19305,7.0
24179,35.0
28163,3.0
24180,167.0
42196,2.0
39093,56.0
40211,9.0
24181,54.0
34190,15.0
39094,148.0
24182,21.0
44246,85.0
42197,3.0
37337,53.0
24183,77.0
33034,1577.0
24184,12.0
49229,17.0
19307,1.0
47182,1.0
06138,12.0
28164,9.0
16902,5.0
40212,4.0
40213,8.0
45179,54.0
24187,37.0
09405,2.0
28165,19.0
15087,433.0
37338,14.0
47183,6.0
46250,21.0
10203,572.0
24188,25.0
06139,79.0
06140,190.0
06141,391.0
41096,11.0
14063,1.0
13088,6.0
16903,10.0
37339,11.0
22242,4.0
19308,2.0
36056,324.0
26162,8.0
16231,3.0
44247,7.0
12124,62.0
03135,4.0
12126,28.0
17207,197.0
12125,3.0
17208,86.0
25043,60.0
25901,25.0
03136,9.0
03137,4.0
17209,3.0
46251,8.0
47186,24.0
46252,9.0
12123,1.0
08292,3.0
25238,6.0
08293,16.0
43158,6.0
07063,36.0
18902,8.0
38049,33.0
29093,39.0
22243,32.0
34196,2.0
22901,73.0
22244,27.0
09908,83.0
09409,12.0
06147,52.0
09410,322.0
09411,7.0
06148,45.0
09902,4.0
09905,10.0
40218,6.0
09412,13.0
48080,121.0
09413,58.0
09414,8.0
09415,13.0
39101,62.0
31260,80.0
09416,1.0
06146,89.0
09904,14.0
34902,14.0
18907,62.0
24191,10.0
44249,1.0
38050,44.0
09417,1.0
37343,5.0
40219,30.0
40220,6.0
40221,13.0
09418,11.0
49230,5.0
35032,132.0
25240,80.0
17170,58.0
43159,1.0
08294,13.0
12127,8.0
08295,2.0
43160,12.0
43161,32.0
25906,31.0
25239,87.0
09419,2.0
50275,2.0
45180,1.0
18183,14.0
47184,11.0
50276,5.0
37340,46.0
16234,2.0
40214,20.0
14064,53.0
35031,208.0
42198,5.0
40215,6.0
31249,35.0
38048,171.0
28166,1.0
06142,39.0
47185,4.0
16236,8.0
06143,107.0
06144,32.0
06145,22.0
37341,9.0
10204,15.0
24189,6.0
19311,3.0
21072,91.0
10205,150.0
40216,24.0
24190,27.0
16237,10.0
37342,20.0
43162,10.0
25909,15.0
16238,14.0
08297,20.0
24193,17.0
37344,38.0
15089,560.0
24196,100.0
24197,22.0
39096,176.0
39097,270.0
47187,7.0
35033,110.0
05253,4.0
49231,45.0
37345,25.0
24198,121.0
47188,4.0
49232,12.0
16239,16.0
24194,12.0
33074,454.0
49233,27.0
40222,23.0
24199,35.0
40223,18.0
24201,173.0
18911,7.0
37346,42.0
44250,3.0
32083,193.0
11039,215.0
45181,87.0
42200,3.0
47189,6.0
05254,5.0
04097,8.0
18184,22.0
04098,149.0
29094,181.0
04099,243.0
47190,10.0
22245,7.0
50278,14.0
50279,3.0
28167,4.0
42201,3.0
34199,33.0
37347,10.0
47191,4.0
28168,30.0
22909,49.0
43163,4.0
49234,16.0
34023,3.0
46254,13.0
17210,53.0
45182,69.0
18185,4.0
45183,2.0
45184,4.0
26163,6.0
47192,2.0
37348,2.0
40224,2.0
26164,12.0
28169,12.0
04100,31.0
50280,13.0
22246,19.0
25242,16.0
32084,255.0
03138,3.0
17211,23.0
32085,209.0
34201,5.0
43164,6.0
49235,22.0
22247,36.0
31251,14.0
47193,3.0
42204,4.0
32086,672.0
10206,12.0
02076,39.0
04101,2.0
08298,141.0
04102,39.0
27064,290.0
22248,1.0
14065,1.0
38051,4.0
34093,9.0
09421,4.0
31252,6.0
49236,8.0
49237,9.0
37349,34.0
17212,14.0
17213,33.0
25243,80.0
50281,1.0
36057,100.0
26165,23.0
36059,1368.0
12135,15.0
43170,5.0
17230,18.0
25252,33.0
43171,13.0
43165,16.0
17214,7.0
17215,10.0
36058,103.0
08299,11.0
17217,11.0
17216,34.0
08301,12.0
08300,8.0
17218,95.0
17220,14.0
12128,24.0
17221,12.0
38052,13.0
07065,98.0
08305,9.0
36060,96.0
25244,9.0
17223,2.0
27065,3464.0
08306,6.0
43175,8.0
25245,23.0
17224,59.0
43166,7.0
17225,14.0
17226,13.0
17227,1.0
32087,196.0
32088,76.0
46256,14.0
25247,7.0
17228,17.0
12132,13.0
43167,14.0
36061,291.0
25248,22.0
25250,57.0
43168,2.0
08303,30.0
25251,25.0
25249,38.0
25254,18.0
08302,4.0
08902,14.0
08307,33.0
32089,263.0
12134,20.0
32090,215.0
32091,507.0
32092,202.0
15091,311.0
15090,430.0
08214,7.0
08219,6.0
17222,3.0
12136,4.0
43172,4.0
23094,62.0
45186,15.0
38053,124.0
02077,2.0
10207,48.0
28171,19.0
10208,27.0
14066,4.0
47196,4.0
34202,4.0
47195,4.0
21073,122.0
24202,255.0
20075,117.0
47197,77.0
24203,4.0
49238,24.0
49239,20.0
47198,4.0
39098,289.0
23095,52.0
40225,59.0
45185,24.0
47199,6.0
34204,4.0
42205,3.0
47200,4.0
34205,2.0
16242,16.0
34206,6.0
24205,28.0
24206,68.0
24207,20.0
49240,26.0
09427,42.0
34208,2.0
39099,133.0
49241,40.0
16243,12.0
09428,6.0
09429,2.0
09430,2.0
49242,67.0
50284,5.0
49243,11.0
05256,15.0
37351,19.0
47203,3.0
31254,30.0
09431,7.0
14067,26.0
47204,10.0
50285,6.0
05257,20.0
06149,25.0
45187,27.0
24209,78.0
44251,28.0
12129,75.0
47205,31.0
09432,2.0
47206,3.0
39100,161.0
09433,7.0
47207,24.0
06150,40.0
16244,22.0
24210,34.0
49244,1.0
47208,6.0
06151,32.0
09434,5.0
37352,8.0
34210,1.0
14068,20.0
13089,40.0
44252,5.0
12130,20.0
34211,7.0
09437,11.0
03139,13.0
34213,3.0
47209,3.0
47210,8.0
49245,10.0
09438,2.0
34214,5.0
50286,5.0
26166,2.0
49246,20.0
47211,3.0
16245,4.0
47212,20.0
06152,41.0
37353,57.0
21074,18.0
16246,11.0
47213,2.0
28172,8.0
09439,1.0
09440,2.0
49247,88.0
34215,4.0
34216,2.0
09441,6.0
50287,9.0
02078,16.0
16247,5.0
09442,7.0
26167,1.0
34217,3.0
49248,27.0
47214,23.0
46255,3.0
49249,9.0
49250,59.0
16248,4.0
49251,30.0
45188,4.0
34218,55.0
11040,76.0
02079,31.0
12131,1.0
24211,29.0
24901,132.0
13090,27.0
28173,8.0
41097,50.0
28174,14.0
28175,5.0
11041,83.0
34220,5.0
24213,21.0
37354,7.0
13091,32.0
49252,30.0
50903,21.0
31255,2.0
16249,24.0
09444,5.0
09443,13.0
24212,31.0
34221,4.0
26168,16.0
24214,40.0
18908,4.0
34222,11.0
10209,28.0
10210,92.0
45189,11.0
09447,5.0
45190,15.0
24215,21.0
24216,15.0
49255,47.0
24217,10.0
34223,14.0
45191,2.0
34224,6.0
47215,2.0
34225,11.0
47216,9.0
49256,43.0
09448,11.0
22249,7.0
22250,10.0
47217,10.0
18188,11.0
45192,11.0
19317,6.0
29095,19.0
09449,2.0
19318,7.0
05905,12.0
49257,24.0
45193,6.0
26169,3.0
49258,3.0
09450,2.0
46257,4.0
14069,934.0
47218,4.0
50288,23.0
05258,5.0
42206,1.0
09451,2.0
50290,11.0
33075,136.0
28178,8.0
13094,38.0
41100,23.0
47222,5.0
22251,31.0
29098,9.0
09454,1.0
12133,1.0
28176,9.0
47219,3.0
13092,36.0
16251,31.0
23096,22.0
06153,34.0
10211,15.0
10212,93.0
21075,70.0
24218,12.0
49259,4.0
18187,5.0
47220,8.0
21076,128.0
13093,19.0
47221,3.0
05259,11.0
41098,1.0
23097,20.0
05260,43.0
49260,45.0
37355,4.0
14070,141.0
06154,304.0
28177,3.0
34227,6.0
44256,6.0
14071,96.0
30042,6.0
41099,33.0
29096,45.0
29097,89.0
34228,3.0
24219,40.0
24902,19.0
02080,17.0
34229,4.0
24221,55.0
24222,89.0
09455,3.0
09456,2.0
37356,39.0
26170,2.0
16253,5.0
37357,60.0
05261,19.0
16254,6.0
49263,16.0
37358,7.0
16263,14.0
37360,30.0
10214,51.0
06156,11.0
37361,27.0
26171,3.0
16255,9.0
37359,75.0
50291,2.0
42207,5.0
46258,22.0
49264,117.0
42208,1.0
44257,39.0
16258,11.0
16259,5.0
28179,1.0
10213,129.0
13095,1.0
06155,117.0
42209,15.0
44258,3.0
16910,2.0
49261,21.0
14072,33.0
09903,94.0
49262,20.0
47223,8.0
49265,17.0
49266,8.0
49267,11.0
26172,2.0
16264,7.0
45194,10.0
24223,43.0
28180,11.0
16265,2.0
05262,5.0
16266,6.0
23099,32.0
19321,6.0
24224,30.0
42211,5.0
37363,33.0
37362,5.0
16269,7.0
46259,13.0
09458,1.0
37364,32.0
44260,46.0
37365,20.0
34230,3.0
47224,1.0
37366,31.0
44261,36.0
34231,22.0
34232,4.0
21077,73.0
50292,5.0
49268,24.0
02081,76.0
23101,21.0
50293,9.0
44262,19.0
45195,13.0
13096,29.0
16270,3.0
16271,8.0
13097,4.0
06157,56.0
26174,9.0
16272,4.0
24225,112.0
09460,11.0
34233,3.0
42212,2.0
37367,50.0
10215,36.0
37368,14.0
42213,2.0
19322,2.0
45196,6.0
37369,14.0
37370,114.0
49269,45.0
24226,40.0
45197,4.0
47225,8.0
34234,5.0
37371,42.0
44263,11.0
09463,7.0
45198,10.0
05263,49.0
23903,9.0
09464,5.0
31257,6.0
34236,12.0
24227,57.0
34237,36.0
02083,5.0
47226,5.0
26175,11.0
47227,5.0
49270,8.0
02084,36.0
37372,4.0
40228,5.0
47228,13.0
40229,13.0
26176,3.0
09466,8.0
41101,11.0
16273,8.0
09467,3.0
49272,14.0
49271,28.0
47229,21.0
33076,1453.0
14073,113.0
28181,13.0
37373,70.0
28182,18.0
34238,6.0
09471,1.0
33077,492.0
24228,20.0
24229,50.0
09472,5.0
09473,5.0
40230,2.0
44264,11.0
19324,17.0
03140,66.0
34240,2.0
34241,3.0
34242,4.0
34243,9.0
16274,3.0
37374,29.0
09476,3.0
37375,5.0
26177,49.0
34245,23.0
34246,5.0
17233,61.0
08304,4.0
17232,10.0
47194,10.0
09424,1.0
25253,2.0
50282,3.0
37350,73.0
09425,18.0
43176,11.0
15092,1672.0
44265,29.0
25255,3.0
46260,1.0
12138,57.0
43177,9.0
26178,5.0
26179,13.0
42215,43.0
43178,13.0
44266,31.0
14074,121.0
45199,9.0
41102,31.0
13098,42.0
12139,30.0
05265,15.0
37376,136.0
01059,109.0
27066,299.0
44267,12.0
12140,28.0
08308,55.0
02085,7.0
09478,1.0
42216,14.0
18189,11.0
49273,45.0
05264,6.0
29099,23.0
19325,2.0
39102,402.0
42217,5.0
47230,4.0
03081,7.0
46145,14.0
46143,3.0
46146,1.0
27021,887.0
43052,32.0
32032,461.0
46110,4.0
27025,506.0
32036,250.0
32037,108.0
35034,90.0
42218,1.0
40231,12.0
46261,11.0
45200,110.0
19326,2.0
19327,5.0
22252,29.0
30043,57.0
37377,68.0
01060,3.0
19329,3.0
19330,1.0
45201,4.0
42219,2.0
45202,4.0
33078,63.0
31261,3.0
46262,9.0
22253,3.0
02086,222.0
45203,8.0
45204,10.0
29100,32.0
19331,6.0
19332,4.0
09480,14.0
18192,50.0
06158,157.0
16277,5.0
16278,17.0
18913,3.0
11042,74.0
06159,198.0
50296,1.0
22254,97.0
06160,213.0
21078,206.0
48095,22.0
20078,179.0
01061,8.0
48096,221.0
37378,66.0
37379,34.0
01062,4.0
49275,125.0
48905,93.0
19333,3.0
05266,66.0
05267,23.0
50297,137.0
37380,5.0
48097,51.0
47231,1.0
20079,168.0
46263,3.0
26180,1.0
06162,96.0
47232,2.0
10216,67.0
10217,99.0
37381,29.0
16279,7.0
10218,103.0
06161,49.0
28183,37.0
26181,3.0
16280,8.0
19334,2.0
40233,19.0
40234,16.0
15093,1465.0
09483,2.0
48024,194.0
48025,127.0
20025,136.0
20026,51.0
20027,302.0
48913,50.0
01018,81.0
31073,7.0
48915,111.0
31907,1.0
20028,118.0
44268,2.0
10219,161.0
37382,2.0
19335,1.0
12141,16.0
26183,8.0
24230,23.0
18193,17.0
31263,64.0
12142,17.0
50298,61.0
21079,214.0
31264,44.0
14075,18.0
01063,137.0
18194,61.0
20081,109.0
20080,119.0
04103,24.0
09485,3.0
