Codigo Municipio,Nº viviendas
05053,137.0
47036,274.0
10058,945.0
05054,2210.0
22081,338.0
09077,93.0
09078,51.0
31068,2253.0
44064,196.0
31069,660.0
43041,209.0
05055,1124.0
10059,467.0
37091,295.0
46089,1163.0
40045,341.0
33015,1533.0
50074,5189.0
19074,209.0
17044,4642.0
08049,1044.0
03053,6895.0
10060,996.0
26043,1062.0
39019,1587.0
21022,234.0
18044,294.0
16067,320.0
31070,2071.0
50075,86.0
19075,106.0
50076,141.0
22083,385.0
22084,801.0
44065,116.0
50077,254.0
22082,189.0
44066,177.0
22085,62.0
12037,14.0
03054,468.0
03075,241.0
08057,54.0
25904,149.0
07064,4382.0
09079,32.0
37092,1101.0
37185,625.0
05056,71.0
23025,1898.0
11013,1320.0
19076,46.0
25064,58.0
08052,255.0
13033,1546.0
08050,86.0
08051,9956.0
44070,108.0
08053,2101.0
08054,5247.0
08055,289.0
25067,527.0
08056,32214.0
08058,1310.0
17046,567.0
08060,153.0
08059,287.0
12038,263.0
08061,1073.0
08062,525.0
25068,343.0
12039,782.0
25069,428.0
46090,1220.0
17047,16412.0
08063,287.0
12040,90976.0
46091,81.0
44071,1083.0
17048,15239.0
25070,539.0
08064,1615.0
43042,1319.0
08065,709.0
08066,776.0
44067,139.0
44068,645.0
46092,357.0
22086,598.0
22087,55.0
09083,90.0
34048,54.0
06035,1399.0
41027,3349.0
09082,47.0
24042,57.0
19078,67.0
42056,57.0
50078,416.0
22088,151.0
41028,1071.0
41029,6971.0
41030,279.0
18045,1016.0
16068,166.0
37096,247.0
40046,270.0
42058,257.0
16070,118.0
45043,837.0
16072,282.0
41031,1310.0
23026,2660.0
12041,334.0
16071,37.0
22089,309.0
31071,34.0
19079,14.0
42057,260.0
37097,49.0
34049,457.0
47037,187.0
32022,1488.0
32021,1175.0
18046,1533.0
24043,258.0
34050,249.0
47038,134.0
49040,150.0
09084,430.0
24044,234.0
09085,530.0
34051,136.0
09088,71.0
34052,228.0
09086,421.0
09090,46.0
33016,12699.0
47039,168.0
32023,1729.0
04033,161.0
40047,101.0
27010,2412.0
14019,3682.0
47040,109.0
24046,927.0
24047,1475.0
47041,186.0
49041,303.0
09091,750.0
40048,104.0
47042,49.0
34053,162.0
47043,271.0
49042,206.0
47044,300.0
47045,756.0
24049,1229.0
33017,1894.0
47046,129.0
40049,107.0
40051,86.0
24050,115.0
39020,25595.0
27011,1608.0
49043,311.0
47047,172.0
26044,69.0
06036,3925.0
46093,1416.0
46094,13191.0
12042,662.0
43043,2433.0
36010,1491.0
03055,4377.0
02025,5322.0
46095,620.0
12043,1069.0
25071,128.0
09063,185.0
09093,156.0
45045,1455.0
23027,548.0
41032,3141.0
23028,4858.0
49044,63.0
24051,547.0
24052,218.0
45046,1946.0
09094,60.0
05057,3150.0
24053,504.0
10061,1552.0
15022,5334.0
10062,436.0
40052,179.0
45047,2403.0
44074,456.0
15023,5192.0
30017,7978.0
47048,203.0
09095,79.0
44075,211.0
32024,4707.0
44076,1764.0
17189,954.0
26045,40.0
17049,2036.0
31193,845.0
19080,163.0
19081,92.0
18047,4135.0
26046,1666.0
28037,1986.0
02026,680.0
32025,1302.0
08067,3249.0
19082,169.0
42059,55.0
37098,469.0
05058,172.0
42060,76.0
15024,2877.0
28038,5038.0
08268,1192.0
46096,198.0
08266,25300.0
36011,1189.0
15025,812.0
37099,108.0
49046,239.0
49047,107.0
37100,122.0
10063,189.0
40053,260.0
40054,646.0
09098,772.0
49048,206.0
44077,96.0
37101,186.0
45048,356.0
09100,47.0
21023,1579.0
37102,453.0
27012,1051.0
34055,279.0
08068,3984.0
25072,4590.0
28039,215.0
50079,258.0
45049,374.0
34056,1933.0
16073,307.0
12044,742.0
26047,2399.0
50080,94.0
25073,672.0
17050,366.0
47049,88.0
27013,2880.0
37103,605.0
15026,1402.0
50081,643.0
51001,26652.0
30018,5140.0
34057,327.0
34058,254.0
37114,101.0
22094,125.0
05067,108.0
32029,588.0
27016,5965.0
40065,413.0
28051,1397.0
18059,2625.0
19103,404.0
06042,720.0
46107,2010.0
46106,2177.0
19104,62.0
46108,724.0
04036,329.0
12052,852.0
46109,5045.0
22095,89.0
11015,43247.0
23029,786.0
12053,3739.0
16023,736.0
19106,135.0
13038,1447.0
23030,770.0
19105,1757.0
18061,1046.0
22096,168.0
02029,2696.0
28052,3045.0
11016,16439.0
50092,378.0
04037,1574.0
46111,12070.0
50093,111.0
12055,240.0
12056,356.0
24065,1848.0
45056,1907.0
21030,989.0
45057,164.0
46112,836.0
16081,56.0
18062,6841.0
09101,76.0
26048,23.0
42061,429.0
28040,9767.0
16074,117.0
39021,307.0
30019,14649.0
19086,2296.0
47050,2666.0
42062,77.0
47051,217.0
42063,140.0
26049,516.0
18048,1770.0
05059,128.0
09102,146.0
10064,1382.0
37104,30.0
09103,227.0
09104,79.0
40055,64.0
39022,858.0
24054,347.0
24055,637.0
50082,176.0
50083,122.0
19087,71.0
12045,532.0
31072,3693.0
37106,330.0
12046,677.0
31074,315.0
42064,97.0
31075,92.0
19088,154.0
45050,383.0
09105,157.0
19089,101.0
26050,135.0
42065,41.0
05060,86.0
34059,357.0
17051,125.0
47052,3905.0
24056,2559.0
13034,38005.0
37107,9062.0
07015,16160.0
25074,194.0
31076,1260.0
50084,138.0
25075,70.0
26051,198.0
33018,1688.0
04034,257.0
45051,1181.0
28041,2764.0
19090,167.0
45052,2065.0
34060,211.0
40056,98.0
49050,1231.0
40057,1259.0
37108,84.0
03056,6172.0
50085,290.0
44080,287.0
40058,345.0
50086,345.0
06037,1291.0
46097,594.0
47053,133.0
47054,526.0
19091,79.0
09108,354.0
18049,583.0
18050,1193.0
19092,873.0
25076,137.0
29042,10464.0
15027,1000.0
17054,1056.0
32026,2515.0
05061,310.0
39023,4359.0
25077,598.0
10065,226.0
05062,157.0
05063,62.0
40059,168.0
28046,4255.0
28047,27741.0
34061,85.0
08069,2195.0
43045,116.0
08070,180.0
29043,1654.0
37109,210.0
28043,4925.0
28042,1104.0
28045,18927.0
28044,3749.0
18051,910.0
17055,124.0
33019,3162.0
22090,138.0
25163,727.0
29044,866.0
39024,2331.0
29045,3419.0
25161,456.0
40060,166.0
09109,1721.0
19095,65.0
19096,213.0
43046,180.0
03057,396.0
24057,721.0
34062,248.0
19097,122.0
11014,14533.0
14020,432.0
10066,233.0
07016,1922.0
43047,2673.0
41033,3799.0
05064,72.0
45053,5502.0
50087,50.0
09110,116.0
49052,217.0
19098,66.0
08071,169.0
44082,111.0
46098,2184.0
08072,6722.0
43048,579.0
24058,228.0
25078,603.0
17057,695.0
47055,151.0
15028,1529.0
14021,152718.0
06038,684.0
37110,79.0
34063,111.0
26052,157.0
19099,789.0
31077,4151.0
26053,254.0
49053,670.0
27014,2102.0
10067,7453.0
41034,13259.0
41035,867.0
15029,3175.0
26054,461.0
08073,36662.0
17056,932.0
43049,839.0
06039,1410.0
41036,2363.0
28048,407.0
26055,61.0
45054,3546.0
40061,121.0
13035,700.0
39025,5577.0
47056,88.0
49054,873.0
41037,1850.0
02027,281.0
06040,541.0
21024,500.0
32027,1128.0
21025,2855.0
21026,272.0
31078,1481.0
44084,140.0
12048,623.0
18053,1211.0
29046,2324.0
46099,939.0
18054,808.0
13036,785.0
24059,787.0
09112,187.0
15030,135411.0
33020,8329.0
39026,1441.0
44085,84.0
42068,106.0
28049,31567.0
27015,3075.0
07017,629.0
12049,495.0
50088,367.0
49055,93.0
46100,188.0
02028,223.0
36012,2561.0
42069,1181.0
09113,603.0
36013,1834.0
12050,1623.0
03058,3013.0
13037,862.0
40902,165.0
36014,1496.0
43050,4024.0
24060,702.0
17058,125.0
05065,395.0
44086,474.0
03059,14691.0
06041,278.0
37112,245.0
44087,163.0
17901,632.0
10068,755.0
24061,1463.0
32028,2351.0
50089,5451.0
44088,92.0
28050,2220.0
50090,192.0
08074,10600.0
25079,300.0
42070,54.0
34066,110.0
24062,185.0
24063,394.0
47057,423.0
40062,83.0
19102,199.0
09114,139.0
49056,211.0
24064,861.0
44089,118.0
49057,181.0
09115,138.0
37113,306.0
42071,190.0
49058,353.0
44090,147.0
33021,4355.0
49059,79.0
40063,5821.0
16078,30933.0
47058,182.0
50091,137.0
45055,932.0
41903,3355.0
44092,152.0
42073,96.0
09117,75.0
16079,53.0
29047,716.0
44093,76.0
40905,180.0
09119,75.0
29049,2201.0
04035,9225.0
29048,983.0
18912,1325.0
05066,715.0
44094,110.0
12051,648.0
18056,2769.0
18057,3056.0
46105,28986.0
15031,15547.0
10069,1006.0
21027,61.0
21028,418.0
21029,1260.0
43051,13013.0
36015,2550.0
47059,113.0
15032,2871.0
29050,531.0
26056,639.0
28053,3691.0
13039,9690.0
46113,5935.0
04038,2035.0
17060,408.0
50094,1835.0
26057,63.0
18063,883.0
17061,397.0
03061,920.0
03062,528.0
20029,2913.0
33022,748.0
34067,209.0
34068,41.0
18064,269.0
18066,1284.0
10070,933.0
43901,6259.0
03063,43342.0
48901,2564.0
10071,275.0
31079,115.0
24066,525.0
42075,102.0
07018,728.0
42076,393.0
31080,390.0
05903,351.0
18067,626.0
18068,990.0
48026,777.0
37115,101.0
15033,1026.0
18069,472.0
03064,3706.0
46114,324.0
40068,64.0
45058,568.0
06043,396.0
06044,18991.0
31081,168.0
31221,1037.0
40069,77.0
05069,53.0
20069,88327.0
05070,33.0
14022,2254.0
37116,73.0
37117,971.0
46115,481.0
41038,50651.0
14023,1651.0
45059,1330.0
08075,2255.0
36016,570.0
19107,414.0
18070,220.0
34069,1593.0
43053,188.0
15034,1068.0
48027,12342.0
18071,3610.0
19108,234.0
40070,593.0
42078,762.0
48028,844.0
31083,34.0
41039,19218.0
31086,7515.0
20030,13108.0
07026,22889.0
50095,9150.0
37118,156.0
04902,39403.0
44096,187.0
48031,465.0
01021,250.0
02030,2981.0
03065,113336.0
01022,697.0
03066,27916.0
20031,127.0
20033,542.0
20032,5242.0
31087,86.0
46116,8620.0
10072,927.0
48032,3099.0
01023,269.0
19109,70.0
50096,120.0
46117,300.0
37120,118.0
37119,205.0
50098,243.0
40071,45.0
37121,498.0
37122,211.0
47060,243.0
14024,1289.0
21031,1366.0
37123,146.0
24067,819.0
40072,207.0
09120,63.0
26058,307.0
37124,221.0
31089,196.0
46118,2609.0
16082,756.0
04041,392.0
46119,591.0
49061,152.0
39028,2408.0
26059,867.0
32030,1232.0
06045,350.0
50099,2615.0
48902,10561.0
31090,85.0
24068,613.0
48033,119.0
31091,278.0
50100,277.0
48034,7338.0
20067,17534.0
20066,311.0
01046,877.0
48079,272.0
31092,609.0
45060,260.0
21032,936.0
17062,14994.0
39029,526.0
45061,4551.0
40073,416.0
45062,983.0
19110,182.0
23031,387.0
40074,239.0
19111,297.0
50101,1361.0
24069,37.0
40075,215.0
42079,29.0
19112,212.0
07019,174.0
28054,9836.0
44097,180.0
44099,581.0
10073,597.0
37125,313.0
18072,586.0
32031,1084.0
47061,257.0
20034,1931.0
31094,104.0
12057,1070.0
37126,46.0
49062,320.0
12058,178.0
06046,719.0
06047,623.0
06048,818.0
08076,10489.0
41040,5512.0
31095,74.0
37127,259.0
42080,383.0
14025,2004.0
42081,204.0
23032,406.0
11017,1906.0
14026,1689.0
40076,9038.0
17063,119.0
37128,208.0
34070,250.0
09122,88.0
19113,796.0
05072,73.0
09124,2194.0
34071,174.0
09123,30.0
45063,728.0
40077,1022.0
19114,108.0
25081,381.0
43054,2327.0
08077,19453.0
22099,369.0
17064,277.0
17065,168.0
07020,2263.0
25082,474.0
31096,118.0
08078,116.0
45064,2523.0
19115,173.0
22102,122.0
22103,504.0
25088,66.0
08079,319.0
25085,111.0
31097,7420.0
07021,329.0
41041,5985.0
42082,26.0
09125,489.0
29051,50082.0
44100,328.0
31098,1347.0
25086,1118.0
25087,61.0
46120,1088.0
26060,123.0
22105,191.0
36017,11263.0
45065,632.0
28055,957.0
19116,83.0
46121,87.0
31099,44.0
31082,438.0
31084,1269.0
31085,334.0
48029,4410.0
48030,412.0
31100,166.0
31101,789.0
26061,4138.0
31093,190.0
20035,267.0
31102,81.0
31103,42.0
50102,752.0
24070,2359.0
03067,106.0
22106,79.0
31104,1406.0
43055,1796.0
03068,82.0
22107,136.0
12059,310.0
17005,218.0
29052,229.0
49063,342.0
49064,607.0
50104,201.0
25089,88.0
38012,1925.0
43056,631.0
46122,2009.0
46123,1369.0
50105,338.0
50106,207.0
43057,53.0
07022,10839.0
04043,490.0
15035,7380.0
02031,727.0
06049,1056.0
49065,1402.0
13040,931.0
14027,4879.0
18074,274.0
49066,548.0
49067,381.0
07023,2219.0
49068,435.0
44101,84.0
15036,42063.0
08134,535.0
08080,28.0
25908,282.0
43058,190.0
17066,20941.0
43059,216.0
12060,477.0
49069,618.0
50107,582.0
04044,1285.0
03069,5637.0
04045,1548.0
35008,3370.0
22109,390.0
15037,3766.0
31105,1228.0
17067,509.0
43060,2348.0
05073,310.0
25092,158.0
37129,242.0
08082,809.0
08081,244.0
46126,3556.0
17068,229.0
24071,555.0
27017,947.0
08083,934.0
47062,210.0
50108,42.0
47063,86.0
26062,90.0
25093,315.0
03077,1971.0
04046,1237.0
18076,504.0
44102,47.0
49071,801.0
08084,781.0
27018,2846.0
46128,1720.0
46127,2371.0
17069,1127.0
19117,1158.0
13041,265.0
46124,570.0
17070,123.0
17071,509.0
31106,408.0
47064,41.0
09127,93.0
05074,548.0
08085,674.0
22110,716.0
26063,248.0
25094,156.0
22111,166.0
17902,995.0
12061,546.0
36018,2599.0
43061,85.0
37130,121.0
07024,7274.0
03070,3495.0
44103,245.0
07025,555.0
17073,912.0
36019,992.0
44105,165.0
46125,525.0
44106,294.0
17074,342.0
30020,4821.0
48906,496.0
27019,10146.0
44107,247.0
15038,1161.0
37131,211.0
22112,6272.0
50109,102.0
23033,1031.0
33023,1791.0
09128,145.0
08086,7676.0
50110,534.0
34072,202.0
42083,42.0
06050,3229.0
37132,440.0
43062,233.0
18078,795.0
50111,144.0
16083,116.0
40078,132.0
16084,132.0
09129,135.0
44108,576.0
05075,182.0
28056,851.0
37133,142.0
10075,369.0
09130,113.0
09131,362.0
37134,182.0
40079,924.0
42084,89.0
40080,157.0
49075,125.0
49076,223.0
24073,432.0
09132,194.0
09133,31.0
49077,189.0
28057,1129.0
34073,153.0
47065,612.0
05076,382.0
09134,554.0
44109,253.0
49078,154.0
29053,2002.0
27020,2294.0
34074,553.0
38013,2496.0
16085,257.0
48035,270.0
40081,222.0
19118,51.0
13042,869.0
38014,1053.0
19119,114.0
50113,444.0
50114,129.0
44110,94.0
29054,47537.0
28058,70835.0
06051,1520.0
13043,286.0
26064,1783.0
47066,858.0
45066,6132.0
02032,538.0
23034,1635.0
30021,9363.0
06052,2425.0
16086,974.0
29055,1638.0
37135,1061.0
40082,116.0
06053,605.0
06054,3294.0
13044,1387.0
40083,187.0
40084,76.0
05077,118.0
28059,2858.0
47067,106.0
49079,98.0
14028,269.0
12063,195.0
14029,3423.0
14030,5202.0
18079,2199.0
02033,1459.0
02034,1127.0
42085,470.0
09135,103.0
42086,60.0
42087,67.0
09136,377.0
37136,762.0
21033,621.0
19120,180.0
49080,700.0
09137,217.0
19121,357.0
16087,246.0
16088,251.0
37137,80.0
09138,127.0
42088,147.0
19122,219.0
42089,85.0
19123,104.0
09139,133.0
16904,594.0
09140,247.0
19124,634.0
47068,43.0
40086,623.0
42090,96.0
40087,108.0
40088,433.0
37138,206.0
46129,524.0
16089,355.0
44111,100.0
44112,426.0
41042,3484.0
05078,114.0
12064,158.0
37139,323.0
24074,120.0
50115,2439.0
50116,290.0
06055,1647.0
42092,122.0
34076,517.0
37140,586.0
49082,411.0
44113,169.0
34077,335.0
49081,1066.0
40089,282.0
49083,64.0
40091,146.0
44114,290.0
09141,426.0
49084,206.0
42093,76.0
14031,485.0
40092,214.0
28060,1419.0
23035,800.0
16091,201.0
22113,467.0
25096,644.0
25097,109.0
31107,1336.0
31108,1187.0
16092,154.0
18905,10276.0
20038,248.0
04047,1732.0
08090,130.0
03072,420.0
12065,622.0
20037,70.0
19125,104.0
37141,187.0
28061,15187.0
19126,1345.0
31109,1095.0
21034,1037.0
09143,27.0
26065,78.0
48036,12861.0
48037,530.0
35009,11142.0
49085,1803.0
18082,1214.0
43063,452.0
26066,277.0
37142,775.0
37143,466.0
37144,278.0
10076,790.0
04048,1724.0
09144,66.0
40093,213.0
05079,178.0
37145,314.0
47069,89.0
05080,166.0
37146,279.0
49086,99.0
49087,549.0
08087,117.0
26067,28.0
31110,163.0
50117,136.0
31111,92.0
50118,1812.0
44115,98.0
19127,193.0
45067,1867.0
48038,511.0
49088,117.0
43064,1476.0
46131,54592.0
16093,226.0
38015,2176.0
38016,1299.0
48039,123.0
31112,72.0
06056,459.0
43065,428.0
10077,842.0
37147,194.0
37148,354.0
40094,374.0
45068,156.0
37149,60.0
31113,130.0
44116,158.0
28062,658.0
05081,68.0
10079,785.0
10078,592.0
10080,327.0
28063,936.0
10081,214.0
43066,115.0
31114,266.0
06057,568.0
24076,1061.0
31115,118.0
42094,502.0
08088,6988.0
17075,255.0
17076,114.0
17077,465.0
41043,484.0
06058,1252.0
10082,1913.0
04049,6063.0
10083,187.0
28064,171.0
16094,347.0
19129,123.0
11018,1019.0
10084,1193.0
03071,3839.0
48040,707.0
47070,84.0
46902,837.0
29056,1239.0
48041,569.0
08089,21428.0
46130,539.0
25098,260.0
05082,855.0
20907,70.0
44117,437.0
37150,21.0
12067,549.0
08091,3905.0
50119,702.0
41044,4029.0
49090,206.0
05083,178.0
29057,459.0
23037,513.0
31116,90.0
46132,1514.0
17078,581.0
41045,3239.0
04050,1072.0
47071,248.0
45069,1488.0
48046,7748.0
46133,965.0
28065,68984.0
20039,1305.0
48044,33062.0
21035,4882.0
33024,147149.0
05085,82.0
05084,170.0
41046,1906.0
46134,2528.0
25912,493.0
05086,97.0
26068,119.0
44118,335.0
41047,4912.0
43067,493.0
02035,1403.0
17079,47446.0
08092,2845.0
08093,37.0
22114,76.0
48047,90.0
18083,220.0
43068,542.0
46135,5964.0
46136,3160.0
50120,74.0
31117,438.0
18084,2390.0
42095,1499.0
25099,778.0
02036,97.0
37151,116.0
42096,380.0
17080,192.0
37152,344.0
32033,649.0
40095,365.0
36021,6283.0
31118,121.0
18085,838.0
18086,460.0
24077,269.0
48042,957.0
10085,359.0
24078,441.0
03073,220.0
48043,4552.0
42097,46.0
25100,384.0
05087,119.0
50121,257.0
33025,8069.0
24079,1160.0
33026,6822.0
22115,588.0
16095,124.0
16096,191.0
24080,206.0
40097,343.0
18087,139969.0
21036,147.0
08094,965.0
25101,524.0
38017,20799.0
21037,358.0
13045,735.0
33027,643.0
05088,49.0
08095,91.0
46137,193.0
49091,233.0
03074,1068.0
06059,1590.0
25102,554.0
10086,262.0
14032,265.0
08096,26125.0
49092,184.0
25103,94.0
25105,148.0
25104,113.0
22116,970.0
26069,399.0
43069,235.0
22117,2633.0
26070,200.0
11019,1439.0
44119,196.0
09148,99.0
34079,1996.0
28066,3879.0
09149,72.0
50122,99.0
50123,368.0
36022,7787.0
18088,1185.0
19130,40199.0
44120,202.0
41048,1722.0
14033,792.0
28067,3533.0
13046,725.0
10087,1855.0
45070,1017.0
28068,9539.0
46138,249.0
46139,3235.0
18089,9798.0
37154,127.0
18906,944.0
08097,790.0
18093,3666.0
17081,219.0
38018,2195.0
36023,6306.0
46140,1079.0
03076,22264.0
23038,1944.0
45071,1634.0
08099,818.0
34080,4071.0
06060,3490.0
29058,1135.0
49093,248.0
23039,1290.0
34081,83.0
44121,130.0
32034,1102.0
18094,1777.0
48045,3143.0
31119,55.0
31120,472.0
18095,1176.0
38019,14449.0
43070,142.0
37155,110.0
10088,333.0
10089,840.0
10090,564.0
10091,472.0
14034,316.0
37156,3129.0
41049,5543.0
17082,778.0
38020,10432.0
25109,422.0
25903,454.0
31121,67.0
05089,683.0
25110,2517.0
27022,3564.0
25111,144.0
09151,702.0
09152,405.0
27023,1610.0
08100,792.0
39030,1064.0
22119,944.0
24081,163.0
05090,99.0
06061,968.0
09154,227.0
01056,213.0
35010,3809.0
26071,8426.0
09155,37.0
39031,916.0
06062,783.0
02037,14384.0
16097,416.0
19132,135.0
19133,134.0
12068,154.0
26072,242.0
13047,4283.0
45072,868.0
10092,511.0
37157,117.0
37158,311.0
37159,121.0
39032,1245.0
34082,124.0
38021,1028.0
49094,496.0
20040,8550.0
10093,364.0
05092,138.0
20041,131.0
05093,1495.0
26073,162.0
41050,3355.0
10094,310.0
50124,526.0
34083,1781.0
42098,47.0
34084,159.0
06063,2375.0
02038,291.0
19134,72.0
39033,418.0
05094,185.0
10095,342.0
45073,430.0
47073,140.0
16098,527.0
10096,3044.0
26074,242.0
19135,258.0
10097,129.0
23041,427.0
06064,1034.0
21038,1074.0
05095,536.0
06065,322.0
06066,1243.0
06067,1520.0
12069,118.0
02039,899.0
46141,515.0
05096,149.0
44122,1367.0
19136,100.0
49095,246.0
10098,644.0
21039,296.0
23042,258.0
21040,1990.0
37160,654.0
44123,126.0
45074,608.0
42100,58.0
14035,4770.0
06068,317.0
16099,243.0
13048,653.0
16100,774.0
31256,65.0
28069,141.0
19138,505.0
16101,197.0
10099,528.0
19139,97.0
20036,8258.0
03078,902.0
16102,1105.0
40099,111.0
40100,401.0
45075,188.0
40101,779.0
09159,49.0
16103,301.0
09160,150.0
16104,178.0
19142,803.0
34086,89.0
09162,178.0
09164,277.0
09163,724.0
05097,733.0
28070,385.0
05099,388.0
13049,741.0
37161,264.0
16106,2429.0
37162,270.0
28071,165.0
19143,1782.0
09166,206.0
45076,1539.0
26075,313.0
26076,131.0
06069,2379.0
14036,2608.0
05100,417.0
26077,20.0
34087,108.0
47074,234.0
09167,53.0
23043,504.0
26078,108.0
09168,288.0
43071,1197.0
19145,112.0
09169,146.0
24082,862.0
08101,112065.0
08162,1492.0
17083,2175.0
37163,72.0
02040,294.0
09170,267.0
28072,5003.0
05102,2498.0
05101,520.0
05103,126.0
10100,819.0
05106,76.0
05104,52.0
05105,401.0
22122,119.0
44124,263.0
22908,156.0
31122,2947.0
45077,539.0
04051,310.0
10101,136.0
18096,309.0
16107,218.0
23044,3722.0
21041,67741.0
16108,172.0
18097,719.0
04052,7095.0
04053,9295.0
26079,619.0
19146,142.0
16109,134.0
09172,116.0
19147,111.0
37164,223.0
09173,153.0
16110,159.0
09174,1023.0
45078,1298.0
16111,269.0
19148,138.0
22124,181.0
40103,145.0
23045,1270.0
44125,212.0
22125,28284.0
18098,4972.0
16112,2123.0
18099,1047.0
18100,4841.0
18101,5280.0
19150,197.0
41051,1019.0
09175,230.0
19151,1312.0
28073,7075.0
29059,1640.0
09176,47.0
05107,128.0
34088,255.0
10102,685.0
31124,149.0
20042,1818.0
48048,676.0
50125,587.0
09177,973.0
03079,11802.0
33028,1582.0
22126,79.0
09178,53.0
23046,1686.0
38022,9980.0
20043,1065.0
31259,287.0
26080,619.0
09179,75.0
09180,106.0
44126,382.0
45079,652.0
48094,1931.0
22127,268.0
08102,20036.0
29060,625.0
24083,874.0
31125,200.0
20044,194.0
22128,127.0
36901,2632.0
45080,7.0
19152,1698.0
33029,341.0
04054,325.0
33030,612.0
45081,11941.0
18102,5200.0
50126,1616.0
31126,232.0
07027,14313.0
27024,1189.0
35011,12738.0
16113,2430.0
19153,33.0
04055,360.0
19154,120.0
31127,91.0
32035,1817.0
15039,901.0
23047,1394.0
37165,43.0
19155,163.0
20045,26822.0
01901,1616.0
20046,722.0
01027,251.0
31904,961.0
31128,435.0
22129,258.0
09181,370.0
47075,3290.0
21042,18078.0
41902,2629.0
25115,986.0
17084,427.0
48049,369.0
29061,1158.0
50128,67.0
34089,158.0
09182,94.0
18103,597.0
20047,292.0
37166,231.0
40104,1107.0
31129,440.0
31130,232.0
48910,1744.0
25112,164.0
25113,802.0
25114,73.0
31131,665.0
31132,108.0
24084,293.0
31133,33.0
14037,2994.0
18105,3796.0
29062,459.0
23048,916.0
48050,117.0
44127,160.0
23049,1081.0
21043,1335.0
22130,16075.0
03080,1251.0
19156,1402.0
23050,54628.0
17085,177.0
46142,915.0
26081,37.0
49096,141.0
23051,1825.0
12070,678.0
50129,340.0
46144,959.0
10103,623.0
10104,4057.0
09183,124.0
09184,28.0
10105,2231.0
10106,210.0
50130,468.0
44128,80.0
22131,213.0
44129,63.0
50131,182.0
31134,139.0
03082,25274.0
31135,43.0
18107,692.0
11020,92015.0
06070,5088.0
18108,1156.0
12071,1925.0
10107,1015.0
18109,436.0
03083,4438.0
23052,901.0
11021,4857.0
29063,531.0
19157,90.0
24086,330.0
23053,5848.0
17086,1314.0
08103,430.0
44130,90.0
02041,484.0
44131,129.0
25910,239.0
50132,465.0
40105,92.0
40106,312.0
29064,595.0
17087,144.0
30022,12118.0
18111,1475.0
05108,182.0
25118,321.0
25119,1731.0
09189,205.0
09190,152.0
09191,123.0
09192,123.0
31136,235.0
49097,273.0
18112,194.0
37167,121.0
29065,182.0
48022,1690.0
48907,200.0
01019,116.0
01020,336.0
40107,190.0
01028,1567.0
13050,414.0
22133,173.0
18115,1936.0
10108,392.0
45082,1062.0
34091,102.0
50133,158.0
01030,235.0
01031,1276.0
44132,86.0
24087,418.0
26082,172.0
40108,218.0
47076,9835.0
24088,974.0
16115,97.0
16116,114.0
37168,602.0
26083,300.0
23040,869.0
31138,673.0
36024,11729.0
22135,181.0
22136,560.0
36025,1527.0
39034,236.0
31139,165.0
22137,916.0
27026,1534.0
01032,600.0
16117,1225.0
48051,194.0
05109,276.0
42103,904.0
50134,208.0
47077,202.0
33031,24963.0
40109,137.0
18116,2517.0
34092,304.0
01902,699.0
18117,555.0
41052,1728.0
31140,85.0
05110,1001.0
44133,38.0
06071,192.0
22139,78.0
31141,176.0
01033,548.0
15041,6104.0
26084,5847.0
39035,16321.0
32038,473.0
04056,193.0
48052,1004.0
31142,1133.0
31143,70.0
20048,201.0
31144,461.0
37169,207.0
23054,381.0
20902,7172.0
22141,150.0
22142,103.0
22143,341.0
22144,294.0
40110,492.0
40111,86.0
40112,1891.0
01036,8550.0
04057,1315.0
48053,431.0
33032,8523.0
15040,2802.0
50135,135.0
45083,516.0
32039,1846.0
31145,144.0
20049,2306.0
20050,161.0
31146,58.0
41053,11931.0
50136,660.0
50138,44.0
50137,701.0
18119,1434.0
19159,248.0
16118,1255.0
37170,1344.0
26086,49.0
34094,87.0
37171,370.0
28074,75514.0
16119,358.0
31147,78.0
31148,94.0
20051,3940.0
20052,696.0
01058,965.0
20068,121.0
48054,12306.0
32040,1502.0
31149,1386.0
26087,386.0
48057,5374.0
31908,825.0
48055,1836.0
48056,832.0
33033,7927.0
18120,240.0
24089,78725.0
31150,200.0
21044,19266.0
31151,87.0
31152,1157.0
09194,2164.0
25121,554.0
31153,1278.0
02042,1057.0
50139,396.0
01034,254.0
26088,50.0
48081,1045.0
31154,154.0
20053,2550.0
02043,1255.0
30023,2840.0
44135,206.0
42105,64.0
44136,77.0
31155,228.0
39036,1031.0
39037,1231.0
02044,1236.0
04058,335.0
45084,1906.0
39038,1840.0
23055,29276.0
21045,271.0
44137,337.0
37172,832.0
11022,28722.0
25122,1359.0
50140,237.0
50141,163.0
20054,306.0
31156,197.0
08104,726.0
17088,389.0
25123,192.0
25124,137.0
08105,5697.0
17089,4452.0
24092,780.0
17090,392.0
17091,848.0
17092,8924.0
33035,6839.0
46154,512.0
33036,12890.0
09195,62.0
47079,52.0
38024,10106.0
05113,245.0
13904,308.0
25125,346.0
46155,781.0
25126,318.0
44141,130.0
25120,66415.0
06073,619.0
06074,3125.0
17093,466.0
25127,358.0
03085,803.0
08107,6596.0
08108,2699.0
25128,133.0
08106,4352.0
46147,12069.0
17094,2598.0
43072,114.0
25129,83.0
46152,81.0
