Codigo Municipio,Total impuestos (Millones euros)
19032,0.0
20032,3.08907648
21032,0.4497
22032,0.0446
23032,0.0
24032,0.02195
25032,0.026
26032,0.01525022
27032,0.6802064499999999
28032,2.076
29032,2.66628
30032,1.02839448
31032,0.6270704100000001
32032,3.1533521600000003
33032,2.7985
34032,0.019
35032,0.36190225
36032,0.4262
37032,0.212
38032,3.3731
39032,0.46978634999999996
40032,0.24
41032,1.3921584599999999
42032,0.0
43032,0.2199
44032,0.01105
45032,0.1361
46032,2.28954912
47032,0.0605
48032,2.14413708
49032,0.09194186
50032,0.065
01033,0.415
02033,0.49934265
03033,0.03670195
04033,0.02548978
05033,0.029
06033,0.554
07033,16.2155138
