Codigo Municipio,Superficie Km2,Densidad Poblacion
09094,23.3,2.23
09095,12.57,8.04
09098,63.7,9.81
09100,16.25,3.32
09101,15.29,4.77
09102,16.82,2.56
09103,48.16,5.75
09104,18.49,3.24
09105,37.87,3.25
09108,31.25,15.94
09109,260.36,5.61
09110,38.12,2.62
09112,34.35,3.84
09113,41.63,15.06
09114,14.06,7.47
09115,9.8,11.94
09117,11.91,8.98
09119,13.26,4.07
09120,18.76,2.4
09122,29.62,3.34
09123,6.93,5.19
09124,137.17,15.13
09125,102.7,7.06
09127,24.84,2.25
09128,8.58,12.24
09129,61.17,2.29
09130,14.01,7.21
09131,13.69,37.76
09132,9.68,20.04
09133,12.15,3.95
09134,29.5,9.63
09135,9.09,5.06
09136,17.05,14.6
09137,22.42,9.77
09138,6.97,14.78
09139,12.81,8.59
09140,38.99,4.15
09141,12.03,62.26
09143,31.99,0.94
09144,17.35,4.21
09148,19.75,6.03
09149,16.35,2.51
09151,75.5,8.44
09152,57.71,6.58
09154,7.9,23.16
09155,82.3,0.34
09159,10.22,6.85
09160,12.22,9.66
09162,19.39,6.91
09163,80.84,9.57
09164,33.58,6.91
09166,36.58,3.03
09167,14.08,4.33
09168,29.99,12.9
09169,20.66,4.79
09170,12.78,19.09
09172,48.7,2.79
09173,33.18,4.07
09174,97.81,10.94
09175,85.19,1.67
09176,8.29,9.53
09177,130.27,10.99
09178,5.64,11.52
09179,15.02,3.26
09180,34.54,4.31
09181,66.42,5.78
09182,16.91,6.21
09183,21.56,2.64
09184,17.45,0.29
09189,75.81,2.04
09190,45.67,2.45
09191,25.04,1.92
09192,30.99,2.52
09194,164.69,17.16
09195,15.19,4.54
09196,26.88,6.55
09197,25.17,7.87
09198,33.61,4.25
09199,16.04,6.86
09200,34.03,1.56
09201,18.32,1.86
09202,6.58,4.26
09206,13.41,5.22
09208,59.63,5.03
09209,214.2,29.06
09211,108.62,16.96
09213,121.97,3.45
09214,100.07,8.39
09215,153.35,3.34
09216,120.17,3.84
09217,129.09,3.32
09218,22.03,23.24
09219,101.2,384.68
09220,22.7,3.92
09221,11.75,49.53
09223,5.89,7.81
09224,37.14,5.63
09225,26.76,3.74
09226,15.11,4.63
09227,23.53,7.99
09228,13.81,14.48
09229,22.35,11.14
09230,8.79,4.89
09231,28.43,2.81
09232,68.59,3.12
09235,26.03,7.57
09236,7.04,6.11
09238,161.64,7.54
09239,14.98,4.07
09241,9.34,25.37
09242,27.76,3.46
09243,23.12,3.85
09244,20.33,2.85
09246,70.4,11.56
09247,10.34,3.29
09248,15.74,4.45
09249,8.69,7.02
09250,24.4,14.92
09251,58.45,8.57
09253,15.2,8.16
09255,29.79,3.12
09256,69.86,6.94
09257,11.33,9.09
09258,28.41,6.16
09259,49.06,5.85
09261,64.53,8.93
09262,29.03,5.27
09265,13.4,3.28
09266,68.77,1.51
09267,28.17,5.04
09268,32.52,3.97
09269,11.01,4.36
09270,68.31,2.87
09272,81.9,4.49
09273,10.79,5.28
09274,30.54,46.3
09275,35.35,5.4
09276,18.85,27.43
09277,15.83,8.72
09279,20.84,12.38
09280,12.36,2.99
09281,10.74,16.67
09283,17.47,3.72
09287,5.57,47.4
09288,15.87,6.87
09289,59.9,33.57
09292,11.67,9.25
09294,13.64,10.56
09295,20.15,3.82
09297,24.78,16.3
09298,45.75,2.51
09301,13.38,56.73
09302,33.24,3.73
09303,40.64,2.39
09304,10.11,21.86
09306,50.51,2.75
09307,12.1,11.32
09308,17.2,4.19
09309,20.67,19.84
09310,8.51,1.65
09311,8.54,8.43
09312,15.29,8.96
09314,39.04,2.89
09315,16.98,27.03
09316,27.46,3.75
09317,6.7,2.39
09318,43.32,1.39
09321,48.92,50.2
09323,24.93,3.17
09325,50.61,4.66
09326,9.77,18.63
09327,39.3,0.94
09328,32.63,2.48
09329,13.3,10.98
09330,31.32,68.65
09332,8.15,22.7
09334,22.83,2.45
09335,19.89,3.32
09337,26.5,6.11
09338,5.1,61.76
09339,19.4,8.71
09340,33.62,2.2
09343,12.46,8.43
09345,25.86,6.65
09346,33.92,3.01
09347,29.03,5.55
09348,14.87,9.62
09350,60.32,10.43
09351,16.18,3.89
09352,30.21,4.67
09353,11.76,8.25
09354,10.74,3.26
09355,22.25,5.39
09356,14.96,4.34
09358,78.91,4.03
09360,13.42,2.98
09361,86.21,1.67
09362,9.61,29.86
09363,113.11,10.34
09365,6.84,6.73
09366,16.51,6.18
09368,9.71,2.78
09369,42.46,13.4
09372,5.49,49.73
09373,172.19,3.03
09374,11.45,10.22
09375,15.66,2.94
09377,12.72,67.3
09378,22.74,1.67
09380,14.39,7.3
09381,29.38,1.36
09382,11.96,2.51
09384,30.06,12.41
09386,14.93,5.36
09387,15.36,9.31
09388,12.51,2.56
09389,28.56,3.01
09390,93.2,7.73
09391,79.2,6.33
09392,5.74,9.23
09394,36.81,29.07
09395,78.69,2.27
09396,23.21,7.37
09398,30.83,3.18
09400,25.69,16.12
09403,30.98,3.39
09405,20.47,7.57
09406,16.64,18.39
09407,16.97,1.94
09408,19.12,2.56
09409,70.44,2.39
09410,262.69,15.08
09411,38.47,4.78
09412,157.49,6.54
09413,156.62,3.63
09414,92.66,2.13
09415,95.79,3.77
09416,19.27,3.58
09417,18.32,2.4
09418,20.87,3.88
09419,27.95,3.01
09421,37.58,7.88
09422,9.74,2.87
09423,6.35,5.2
09424,6.95,7.19
09425,33.9,19.62
09427,327.96,5.28
09428,17.5,7.77
09429,16.24,4.56
09430,19.49,0.92
09431,52.45,2.8
09432,52.01,4.42
09433,22.07,3.35
09434,13.82,118.45
09437,50.53,6.97
09438,13.75,49.38
09439,14.45,79.31
09440,26.41,4.09
09441,13.43,5.58
09442,23.91,19.45
09443,40.71,5.58
09444,18.75,4.69
09445,13.07,3.6
09446,6.76,1.92
09447,17.91,2.07
09448,38.35,6.49
09449,7.92,13.89
09450,7.38,4.07
09451,22.33,13.12
09454,6.12,7.84
09455,11.48,4.44
09456,12.98,12.48
09458,10.24,54.0
09460,43.71,4.85
09463,87.8,3.22
09464,15.3,3.46
09466,37.31,4.18
09467,13.55,6.05
09471,10.49,20.88
09472,11.73,5.37
09473,24.59,3.94
09476,25.75,3.84
09478,11.48,4.79
09480,18.76,6.24
09482,10.81,3.33
09483,22.58,11.29
09485,12.14,4.86
09901,35.79,14.33
09902,105.86,5.29
09903,151.27,32.12
09904,111.83,5.53
09905,264.31,1.9
09906,275.23,5.21
09907,41.51,46.64
09908,227.66,2.56
10001,45.08,7.28
10002,62.71,7.13
10003,57.02,11.91
10004,91.06,9.1
10005,40.08,15.47
10006,52.07,27.56
10007,38.49,20.91
10008,551.99,2.95
10009,79.92,3.25
10010,108.61,27.34
10011,110.56,6.63
10012,28.69,24.36
10013,37.85,8.98
10014,37.6,58.94
10015,20.05,39.1
10016,11.76,32.82
10017,599.51,1.71
10018,80.51,25.0
10019,33.91,44.85
10020,93.45,21.46
10021,128.06,49.91
10022,23.19,20.96
10023,115.51,8.33
10024,21.98,34.99
10025,21.29,21.51
10026,44.92,14.6
10027,13.33,6.68
10028,15.83,8.91
10029,133.59,3.71
10030,64.52,8.76
10031,18.89,11.33
10032,398.84,5.19
10033,105.27,4.54
10034,33.94,12.02
10035,56.57,42.92
10036,6.63,56.41
10037,1750.23,54.29
10038,41.38,2.54
10039,7.35,67.07
10040,76.34,6.64
10041,147.24,8.33
10042,25.6,2.89
10043,73.06,13.77
10044,151.45,11.56
10045,86.48,14.43
10046,27.94,8.09
10047,20.3,57.14
10048,48.48,6.66
10049,130.3,37.19
10050,36.91,40.4
10051,20.75,25.54
10052,31.42,6.78
10053,31.16,10.94
10054,24.63,25.17
10055,27.61,29.48
10056,152.91,4.4
10057,50.58,3.4
10058,111.82,13.07
10059,61.97,7.34
10060,146.97,8.12
10061,159.49,12.67
10062,61.56,7.96
10063,18.14,10.36
10064,208.73,8.77
10065,44.94,4.18
10066,41.77,5.08
10067,103.46,126.14
10068,52.63,17.14
10069,113.52,8.58
10070,144.21,5.73
10071,52.92,3.59
10072,32.55,30.97
10073,100.71,7.98
10075,54.76,5.92
10076,65.47,16.11
10077,150.28,5.48
10078,24.08,20.02
10079,48.06,21.29
10080,20.87,20.7
10081,51.6,2.38
10082,206.85,10.78
10083,38.27,2.82
10084,94.18,17.5
10085,77.04,5.0
10086,14.94,24.36
10087,68.19,30.25
10088,74.75,3.52
10089,62.28,26.4
10090,74.83,8.17
10091,34.54,11.73
10092,41.97,8.74
10093,35.76,14.26
10094,121.61,2.26
10095,113.72,3.24
10096,59.78,70.21
10097,40.54,2.84
10098,63.45,7.04
10099,37.19,20.49
10100,15.09,63.29
10101,10.73,19.01
10102,76.95,5.78
10103,177.05,3.21
10104,62.53,108.6
10105,61.51,50.37
10106,28.47,5.41
10107,58.95,22.32
10108,53.14,3.95
10109,365.31,5.69
10110,82.08,35.45
10111,41.64,43.59
10112,100.95,18.72
10113,132.91,21.42
10114,51.96,26.02
10115,32.16,136.75
10116,372.65,12.66
10117,9.47,25.45
10118,33.5,10.03
10119,207.74,3.75
10120,48.64,3.8
10121,120.75,84.75
10122,17.57,15.31
10123,49.3,14.56
10124,58.72,16.89
10125,204.45,5.33
10126,112.92,17.44
10127,96.45,60.33
10128,125.42,57.26
10129,16.23,25.82
10130,51.4,39.51
10131,155.96,111.48
10132,55.53,8.72
10133,112.29,12.71
10134,59.99,11.55
10135,94.78,14.98
10136,88.73,3.41
10137,20.27,21.66
10138,38.97,17.37
10139,33.23,3.34
10140,91.9,15.76
10141,61.9,4.62
10142,36.28,26.87
10143,52.06,3.21
10144,19.88,56.84
10145,4.54,41.41
10146,146.84,11.11
10147,36.39,42.65
10148,217.94,189.92
10149,36.67,13.83
10150,100.55,4.07
10151,126.11,2.11
10152,47.43,11.83
10153,33.72,11.6
10154,11.51,19.98
10155,49.23,27.79
10156,31.07,3.83
10157,12.83,23.77
10158,44.78,9.16
10159,61.74,6.03
10160,39.07,6.45
10161,15.11,4.1
10162,157.68,4.35
10163,33.36,9.38
10164,24.76,36.15
10165,34.99,8.4
10166,44.6,6.23
10167,83.81,3.58
10168,39.68,7.54
10169,95.67,6.63
10170,73.33,3.95
10171,99.07,4.19
10172,46.15,17.57
10173,60.41,14.14
10174,14.73,13.31
10175,259.19,6.47
10176,124.15,3.75
10177,25.21,82.31
10178,98.48,9.29
10179,21.34,18.37
10180,181.2,51.23
10181,52.83,16.6
10182,149.76,1.18
10183,76.6,15.27
10184,21.87,44.44
10185,43.29,15.15
10186,139.55,8.72
10187,11.55,48.92
10188,19.07,33.67
10189,94.54,34.98
10190,221.88,2.76
10191,12.15,54.65
10192,63.83,15.54
10193,28.78,61.61
10194,30.81,19.83
10195,649.53,14.82
10196,8.1,45.06
10197,18.83,6.43
10198,27.13,50.61
10199,25.94,8.1
10200,72.9,7.68
10201,9.95,23.62
10202,42.1,17.46
10203,594.84,10.3
10204,46.95,12.23
10205,196.97,12.48
10206,28.0,9.54
10207,56.92,9.63
10208,57.29,2.51
10209,46.47,6.11
10210,73.09,9.11
10211,43.62,11.39
10212,129.66,16.27
10213,242.4,2.8
10214,25.0,9.72
10215,46.83,9.61
10216,133.7,13.91
10217,36.82,16.54
10218,170.28,8.18
10219,186.96,8.78
10901,40.44,31.68
10902,22.38,38.56
10903,14.29,60.95
11001,479.07,11.58
11002,46.89,112.9
11003,26.61,56.56
11004,87.96,1339.36
11005,134.05,43.27
11006,526.81,59.79
11007,142.17,161.27
11008,330.7,69.1
11009,69.39,10.82
11010,55.09,147.16
11011,30.75,68.85
11012,12.3,10153.82
11013,180.51,17.66
11014,87.37,247.96
11015,206.77,386.12
11016,33.12,569.44
11017,123.44,32.08
11018,27.54,66.78
11019,122.41,18.02
11020,1187.92,177.5
11021,298.42,35.01
11022,26.67,2435.1
11023,487.63,24.25
11024,193.69,44.14
11025,13.83,408.75
11026,48.58,122.29
11027,159.09,558.91
11028,195.97,209.73
11029,79.85,89.62
11030,84.19,345.94
11031,29.91,3239.52
11032,170.27,393.16
11033,139.48,214.83
11034,82.15,35.92
11035,419.18,42.6
11036,17.36,48.16
11037,70.72,99.56
11038,69.75,241.91
11039,264.58,48.58
11040,59.46,8.16
11041,211.85,58.98
11042,72.48,21.0
11901,60.37,119.61
11902,223.85,19.69
12001,71.16,19.21
12002,12.29,11.47
12003,82.29,17.54
12004,167.56,48.79
12005,95.18,114.06
12006,30.66,7.47
12007,28.33,31.1
12008,20.33,15.49
12009,32.97,786.93
12010,20.9,14.64
12011,27.63,220.85
12012,129.47,30.31
12013,19.16,10.23
12014,118.67,1.74
12015,15.47,6.21
12016,36.33,54.78
12017,24.36,8.7
12018,23.4,16.07
12020,42.15,4.7
12021,21.44,274.72
12022,42.35,9.99
12024,17.03,10.39
12025,35.6,4.52
12026,79.58,15.88
12027,47.86,554.81
12028,36.29,510.44
12029,43.52,27.83
12031,61.56,84.15
12032,46.99,754.05
12033,131.56,22.95
12034,27.47,81.4
12036,68.68,12.45
12037,30.71,0.55
12038,66.74,3.55
12039,19.2,55.47
12040,111.33,1617.84
12041,37.74,3.02
12042,102.35,8.3
12043,62.36,12.09
12044,93.24,7.8
12045,35.06,14.09
12046,41.1,6.57
12048,80.59,4.31
12049,21.93,26.49
12050,136.44,15.02
12051,115.86,5.25
12052,82.51,10.77
12053,13.58,209.43
12055,44.27,2.82
12056,18.31,19.83
12057,18.13,51.63
12058,11.96,7.61
12059,34.98,9.92
12060,12.09,48.22
12061,39.21,13.49
12063,7.42,8.63
12064,10.98,14.12
12065,18.08,10.84
12067,0.56,1248.21
12068,27.12,2.18
12069,11.84,4.14
12070,19.5,40.36
12071,78.27,20.88
12072,137.04,11.06
12073,31.35,6.38
12074,10.03,94.82
12075,15.16,13.65
12076,14.89,7.45
12077,14.53,436.89
12078,34.1,12.46
12079,37.8,16.67
12080,413.54,6.76
12081,7.89,103.8
12082,50.53,270.99
12083,43.98,3.16
12084,108.2,237.56
12085,26.55,379.96
12087,14.32,2.23
12088,14.41,4.09
12089,78.97,102.49
12090,31.76,4.69
12091,49.68,4.73
12092,42.53,4.11
12093,136.14,2.32
12094,25.91,44.96
12095,8.54,157.14
12096,74.88,15.54
12097,30.5,2.85
12098,49.92,17.43
12099,36.49,30.45
12100,64.62,32.78
12101,21.15,26.1
12102,66.49,12.75
12103,18.81,5.48
12104,106.2,87.82
12105,81.98,12.86
12106,29.1,52.68
12107,8.64,51.16
12108,22.22,30.24
12109,14.53,61.25
12110,19.89,14.28
12111,42.34,13.23
12112,34.03,4.29
12113,13.52,9.32
12114,16.78,15.97
12115,110.04,2.54
12116,21.19,2.55
12117,29.81,191.81
12118,11.85,8.61
12119,12.31,14.38
12120,3.19,83.07
12121,59.76,28.21
12122,80.69,12.55
12123,5.01,15.57
12124,52.92,57.37
12125,21.12,13.12
12126,67.08,489.92
12127,91.37,1.11
12128,70.55,27.65
12129,93.56,27.01
12130,108.85,4.59
12131,19.47,5.24
12132,68.41,10.28
12133,5.87,11.24
12134,15.91,11.69
12135,55.12,928.3
12136,6.15,540.0
12137,5.31,9.42
12138,95.46,298.64
12139,150.61,2.74
12140,49.93,33.67
12141,68.83,2.18
12142,51.57,3.68
12901,12.61,351.55
12902,28.66,102.51
13001,423.43,3.79
13002,229.96,8.11
13003,67.29,7.89
13004,48.94,30.24
13005,666.5,47.49
13006,307.1,2.3
13007,70.72,22.85
13008,47.46,12.2
13009,154.32,12.76
13010,579.83,1.91
13011,239.64,25.46
13012,102.88,4.88
13013,249.95,36.34
13014,55.9,12.29
13015,1208.25,5.55
13016,66.16,13.6
13017,231.05,1.55
13018,63.09,17.07
13019,396.85,18.69
13020,167.31,35.51
13021,61.7,8.2
13022,57.87,8.02
13023,87.89,138.34
13024,271.82,4.11
13025,80.36,4.37
13026,100.59,5.45
13027,410.82,10.78
13028,303.39,49.35
13029,30.13,3.82
13030,9.92,16.94
13031,95.49,31.45
13032,26.04,55.49
13033,95.5,23.12
13034,285.15,262.31
13035,148.82,7.88
13036,94.89,10.45
13037,64.99,18.53
13038,207.78,9.88
13039,438.06,42.63
13040,103.96,10.99
13041,76.95,4.13
13042,269.85,4.12
13043,59.96,4.97
13044,119.46,30.55
13045,152.65,5.87
13046,71.99,12.14
13047,227.31,39.39
13048,102.52,5.26
13049,207.47,4.91
13050,34.14,19.04
13051,113.84,3.59
13052,364.8,23.94
13053,474.22,40.57
13054,143.98,44.1
13055,370.0,2.2
13056,118.12,122.9
13057,271.22,5.76
13058,188.52,30.01
13059,196.33,1.36
13060,146.54,2.34
13061,101.63,85.0
13062,59.66,11.77
13063,565.36,8.52
13064,27.93,70.82
13065,211.9,19.14
13066,99.63,32.16
13067,84.0,5.29
13068,424.87,2.95
13069,33.97,23.73
13070,54.84,18.53
13071,225.36,231.63
13072,653.9,1.74
13073,247.28,2.6
13074,58.08,20.8
13075,105.84,2.33
13076,17.72,32.84
13077,133.58,34.62
13078,372.44,36.85
13079,134.27,120.94
13080,180.08,2.37
13081,55.52,16.37
13082,242.15,160.92
13083,101.58,31.14
13084,399.19,3.07
13085,142.0,21.06
13086,142.46,1.66
13087,489.26,63.65
13088,44.08,17.47
13089,363.01,6.01
13090,370.0,3.67
13091,144.81,4.59
13092,129.1,19.36
13093,135.06,42.77
13094,109.25,3.46
13095,13.14,7.46
13096,281.86,39.37
13097,66.0,46.82
13098,533.2,5.17
13901,105.5,12.39
13902,39.2,15.15
13903,30.53,23.52
13904,20.42,34.67
14001,334.98,13.34
14002,166.06,82.22
14003,175.87,8.78
14004,55.52,45.21
14005,172.53,46.19
14006,112.25,13.83
14007,362.4,58.02
14008,356.0,9.69
14009,207.39,15.51
14010,53.35,96.63
14011,102.44,7.27
14012,124.81,63.55
14013,229.08,92.49
14014,103.52,30.5
14015,79.82,33.35
14016,513.42,3.32
14017,79.26,171.52
14018,46.68,98.33
14019,219.74,36.77
14020,38.55,12.09
14021,1254.62,261.96
14022,15.31,327.24
14023,129.16,19.78
14024,33.36,72.18
14025,56.48,63.35
14026,437.27,5.63
14027,30.49,321.22
14028,7.83,48.02
14029,591.39,8.7
14030,65.38,168.45
14031,23.66,32.54
14032,56.15,9.23
14033,72.18,22.58
14034,67.28,6.23
14035,531.47,13.79
14036,909.2,5.21
14037,136.8,34.62
14038,352.05,120.89
14039,140.69,23.96
14040,34.15,134.29
14041,58.46,70.87
14042,169.03,141.22
14043,585.42,16.95
14044,32.54,61.49
14045,19.59,199.95
14046,69.33,81.34
14047,214.65,9.25
14048,16.13,100.06
14049,200.19,107.58
14050,23.46,126.85
14051,121.65,13.57
14052,64.88,181.54
14053,160.28,47.59
14054,329.91,53.76
14055,288.27,81.62
14056,171.05,177.87
14057,135.08,56.56
14058,131.93,80.3
14059,10.51,79.54
14060,225.8,27.15
14061,187.34,5.04
14062,196.54,6.43
14063,19.04,70.22
14064,122.03,3.37
14065,19.44,120.16
14066,22.07,338.42
14067,58.32,81.48
14068,11.96,64.05
14069,429.52,22.17
14070,137.55,11.97
14071,215.8,5.48
14072,24.18,53.89
14073,468.74,7.52
14074,254.36,10.96
14075,42.21,17.67
15001,83.9,68.05
15002,80.1,360.2
15003,119.59,17.67
15004,18.31,316.82
15005,93.68,325.38
15006,155.48,40.7
15007,98.19,41.78
15008,32.72,205.44
15009,24.21,559.15
15010,82.34,26.85
15011,86.58,220.67
15012,73.18,60.54
15013,74.73,99.85
15014,100.23,48.54
15015,30.3,110.43
15016,51.6,119.53
15017,40.74,580.49
15018,58.0,23.9
15019,186.09,168.21
15020,70.9,68.18
15021,48.03,126.25
15022,85.42,85.9
15023,57.45,137.48
15024,111.27,48.46
15025,52.72,25.19
15027,33.6,52.71
15028,6.52,271.01
15029,141.28,50.27
15030,37.83,6503.52
15031,61.73,473.14
15032,116.7,36.11
15033,36.12,82.5
15034,125.19,29.17
15035,26.31,528.39
15036,82.65,882.79
15037,29.43,169.32
15038,81.56,31.96
15039,68.59,21.9
15040,36.78,91.52
15041,125.95,90.01
15042,93.65,39.05
15043,61.22,99.67
15044,82.21,19.33
15045,187.3,25.2
15046,101.3,77.24
15047,107.21,27.25
15048,32.97,174.7
15049,48.5,28.1
15050,171.67,12.69
15051,12.77,429.21
15052,121.19,44.37
15053,72.91,131.19
15054,66.91,581.53
15055,24.46,222.49
15056,115.1,61.49
15057,37.21,399.79
15058,43.66,781.79
15059,157.23,82.35
15060,72.59,98.83
15061,209.6,33.19
15062,99.74,72.62
15064,39.83,65.98
15065,48.37,184.49
15066,132.15,35.89
15067,32.51,299.17
15068,91.97,66.7
15069,29.26,285.1
15070,249.37,44.67
15071,94.58,104.11
15072,58.79,200.37
15073,68.83,402.43
15074,92.93,52.84
15075,27.49,540.92
15076,98.98,31.31
15077,203.7,50.27
15078,220.01,432.74
15079,67.39,27.94
15080,120.57,17.31
15081,70.91,18.42
15082,79.25,230.49
15083,77.93,17.23
15084,124.55,33.46
15085,115.34,35.39
15086,101.3,34.27
15087,88.22,78.51
15088,108.64,39.7
15089,52.78,95.6
15090,59.17,23.32
15091,30.35,41.94
15092,187.27,42.93
15093,133.29,39.16
15901,47.19,94.81
15026,79.46,28.0
15063,72.14,44.76
16001,63.05,1.21
16002,22.12,12.07
16003,119.96,1.58
16004,55.19,6.25
16005,40.11,7.45
16006,38.2,4.11
16007,100.62,19.51
16008,69.25,2.19
16009,57.63,1.47
16010,46.5,4.3
16011,27.29,1.69
16012,42.94,3.31
16013,41.91,0.6
16014,105.91,7.18
16015,64.36,8.25
16016,63.11,4.72
16017,95.03,4.88
16018,47.15,10.14
16019,91.32,2.62
16020,19.48,1.18
16022,40.5,2.59
16023,39.17,14.96
16024,49.61,3.04
16025,18.56,1.78
16026,46.36,2.63
16027,136.83,7.94
16029,65.25,1.41
16030,19.63,1.27
16031,23.38,2.87
16032,80.3,4.6
16033,92.63,23.91
16034,52.23,4.19
16035,115.0,2.9
16036,53.02,2.94
16038,9.01,5.99
16039,64.16,9.55
16040,57.72,1.94
16041,88.5,5.48
16042,172.41,9.56
16043,54.34,2.26
16044,38.03,1.47
16045,60.95,5.37
16046,89.75,3.32
16047,42.72,7.23
16048,40.52,13.4
16049,36.1,4.54
16050,73.63,5.26
16051,33.57,5.33
16052,86.96,11.12
16053,76.17,7.05
16055,100.65,8.22
16056,97.51,5.98
16057,71.47,1.64
16058,29.05,4.58
16060,46.76,22.11
16061,30.28,48.61
16062,38.69,0.85
16063,8.2,17.32
16064,110.88,8.04
16065,68.22,8.53
16066,49.62,67.39
16067,43.62,4.29
16068,27.7,7.11
16070,30.37,1.15
16071,12.43,2.25
16072,82.21,2.24
16073,55.49,4.85
16074,71.7,0.73
16078,910.6,62.27
16079,28.2,1.45
16081,39.58,1.72
16082,165.35,2.33
16083,59.9,1.05
16084,31.9,1.79
16085,34.57,5.35
16086,63.58,20.93
16087,33.44,8.28
16088,65.72,2.18
16089,107.66,4.63
16091,64.04,1.31
16092,84.1,2.56
16093,69.77,1.38
16094,51.81,4.11
16095,22.3,5.25
16096,28.22,15.24
16097,145.9,1.38
16098,46.1,16.88
16099,42.11,6.06
16100,114.02,8.9
16101,41.22,4.39
16102,110.34,16.13
16103,53.63,7.33
16104,34.7,2.33
16106,96.03,43.39
16107,79.24,2.01
16108,39.34,1.96
16109,28.01,1.93
16110,41.88,2.82
16111,35.69,6.25
16112,377.57,5.31
16113,232.28,20.14
16115,37.91,1.79
16116,34.34,3.17
16117,79.34,17.41
16118,65.47,29.45
16119,45.1,4.83
16121,88.33,3.67
16122,39.97,7.16
16123,30.82,3.99
16124,86.45,29.61
16125,109.64,24.71
16126,212.86,3.79
16128,39.02,2.02
16129,59.33,2.22
16130,73.96,10.28
16131,131.86,1.33
16132,16.95,2.48
16133,176.17,36.19
16134,73.89,84.13
16135,91.73,2.19
16137,34.95,1.95
16139,50.0,7.94
16140,23.23,1.68
16141,74.61,2.12
16142,38.31,4.02
16143,13.31,1.5
16145,53.34,11.45
16146,52.61,1.82
16147,56.91,1.51
16148,60.98,12.51
16149,50.23,3.86
16150,123.48,1.13
16151,19.35,4.39
16152,61.51,0.75
16153,56.37,23.08
16154,225.06,31.88
16155,85.84,10.01
16156,34.93,4.07
16157,72.3,3.6
16158,24.9,30.04
16159,61.82,6.07
16160,29.08,2.79
16161,45.86,1.77
16162,20.97,2.53
16163,32.91,2.31
16165,45.13,1.99
16166,53.38,7.31
16167,44.7,8.66
16169,41.26,2.21
16170,80.34,14.1
16171,101.6,27.16
16172,37.67,13.06
16173,147.41,2.1
16174,48.09,5.07
16175,79.92,99.41
16176,32.25,2.54
16177,81.7,1.46
16181,30.63,2.64
16185,30.92,2.39
16186,80.62,8.17
16187,33.65,2.7
16188,20.68,7.64
16189,120.28,2.7
16190,277.51,26.55
16191,59.89,21.21
16192,69.77,0.8
16193,19.85,4.18
16194,110.75,2.77
16195,93.63,7.51
16196,43.01,17.55
16197,47.06,1.61
16198,134.36,14.36
16199,50.49,0.61
16202,106.59,9.88
16203,106.58,148.63
16204,99.02,3.76
16205,63.28,2.24
16206,46.89,6.72
16209,55.49,3.01
16211,201.46,2.69
16212,53.36,5.98
16213,17.47,2.52
16215,61.75,5.55
16216,70.29,5.56
16217,21.28,5.83
16218,64.61,3.75
16219,23.55,5.05
16224,69.82,1.58
16225,70.27,1.24
16227,107.64,1.3
16228,46.05,5.19
16231,32.12,1.34
16234,38.08,1.52
16236,56.21,22.54
16237,32.47,3.6
16238,127.88,4.9
16239,32.27,5.55
16240,42.98,3.23
16242,31.86,14.31
16243,93.2,6.07
16244,116.84,7.06
16245,41.24,13.53
16246,95.07,6.45
16247,30.3,3.23
16248,31.49,37.12
16249,181.17,16.84
16250,30.61,3.53
16251,156.06,15.27
16253,70.36,6.34
16254,76.89,2.95
16255,49.19,3.8
16258,150.05,2.05
16259,21.76,2.02
16263,157.83,7.78
16264,128.36,5.39
16265,13.02,2.0
16266,33.43,12.95
16269,70.16,8.92
16270,28.2,8.97
16271,25.62,37.94
16272,145.11,2.09
16273,21.2,17.78
16274,68.9,2.39
16275,25.25,0.71
16276,28.84,1.39
16277,78.72,1.91
16278,106.11,0.84
16279,45.82,7.35
16280,40.33,5.78
16901,216.89,4.39
16902,103.21,1.65
16903,113.05,15.63
16904,133.16,4.48
16905,81.52,18.36
16906,31.31,3.48
16908,73.58,4.04
16909,149.21,5.7
16910,61.77,1.73
17001,27.49,30.52
17002,13.97,53.97
17003,94.51,1.59
17004,11.3,62.74
17005,9.19,60.39
17006,44.06,39.56
17007,39.93,57.02
17008,16.33,345.19
17009,86.22,77.86
17010,12.63,33.57
17011,5.85,147.52
17012,12.45,121.2
17013,20.86,202.25
17014,4.66,21.67
17015,11.02,1738.57
17016,17.05,57.77
17018,12.63,52.57
17019,4.69,505.76
17020,36.06,127.59
17021,36.2,4.7
17022,20.62,506.06
17023,17.78,2240.38
17024,10.66,36.87
17025,6.99,248.35
17026,9.49,74.71
17027,5.01,754.69
17028,36.85,10.53
17029,10.88,23.25
17030,14.93,61.09
17031,56.04,4.41
17032,26.52,109.43
17033,56.98,122.82
17034,33.59,320.36
17035,15.58,43.9
17036,32.65,106.49
17037,18.71,7.27
17038,8.49,58.54
17039,103.57,23.66
17040,44.66,13.64
17041,19.47,16.74
17042,26.53,23.48
17043,93.62,1.99
17044,45.43,215.47
17046,0.73,1372.6
17047,42.25,281.3
17048,21.68,480.63
17049,19.69,242.36
17050,10.09,88.7
17051,25.63,10.61
17052,10.44,17.34
17054,24.21,24.49
17055,4.24,46.23
17056,27.85,80.18
17057,16.09,81.85
17058,11.32,22.97
17060,34.92,15.12
17061,14.83,14.77
17062,16.3,647.48
17063,17.48,11.38
17064,43.6,9.56
17065,15.78,28.58
17066,19.14,2338.82
17067,6.84,154.82
17068,18.59,17.11
