Codigo Municipio,Uso Industrial,Uso Residelcial,Uso Terciario,Otros Usos
31099,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31100,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31101,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31102,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31103,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31104,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31105,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31106,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31107,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31108,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31109,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31110,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31111,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31112,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31113,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31114,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31115,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31116,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31117,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31118,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31119,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31120,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31121,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31122,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31123,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31124,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31125,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31126,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31127,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31128,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31129,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31130,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31131,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31132,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31133,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31134,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31135,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31136,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31137,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31138,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31139,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31140,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31141,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31142,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31143,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31144,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31145,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31146,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31147,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31148,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31149,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31150,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31151,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31152,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31153,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31154,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31155,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31156,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31157,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31158,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31159,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31160,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31161,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31162,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31163,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31164,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31165,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31166,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31167,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31168,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31169,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31170,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31171,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31172,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31173,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31174,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31175,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31176,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31177,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31178,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31179,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31180,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31181,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31182,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31183,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31184,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31185,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31186,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31187,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31188,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31189,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31190,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31191,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31192,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31193,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31194,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31195,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31196,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31197,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31198,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31199,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31200,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31201,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31202,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31203,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31204,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31205,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31206,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31207,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31208,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31209,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31210,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31211,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31212,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31213,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31214,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31215,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31216,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31217,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31219,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31220,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31221,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31222,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31223,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31224,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31225,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31226,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31227,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31228,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31229,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31230,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31231,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31232,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31233,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31234,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31235,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31236,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31237,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31238,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31239,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31240,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31241,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31242,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31243,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31244,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31245,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31246,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31247,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31248,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31249,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31250,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31251,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31252,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31253,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31254,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31255,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31256,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31257,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31258,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31259,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31260,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31261,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31262,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31263,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31264,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31265,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31901,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31902,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31903,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31904,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31905,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31906,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31907,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
31908,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
32001,1836,7373,409,5
32002,371,2352,55,23
32003,240,705,36,4
32004,1232,1826,62,4
32005,271,1240,57,0
32006,767,2003,152,15
32007,153,2562,109,2
32008,4823,5896,195,178
32009,6071,8242,1148,43
32010,75,341,21,2
32011,305,933,50,6
32012,213,928,26,4
32013,482,2072,88,6
32014,367,1455,31,3
32015,93,1703,80,1
32016,248,1240,59,4
32017,349,1889,115,2
32018,347,1257,57,5
32019,5808,9397,819,18
32020,467,2504,116,5
32021,221,930,61,1
32022,258,1417,65,4
32023,462,1689,174,6
32024,1809,4282,486,14
32025,311,1212,68,5
32026,50,370,14,85
32027,238,1020,83,3
32028,362,1931,92,2
32029,73,854,56,5
32030,208,1068,78,7
32031,166,1163,31,5
32032,4313,8281,819,103
32033,138,776,39,0
32034,193,1581,105,6
32035,608,1617,68,5
32036,568,1759,71,7
32037,67,752,23,1
32038,76,584,19,1
32039,241,1594,65,4
32040,156,2168,79,233
32041,267,963,54,4
32042,496,1782,96,3
32043,285,3042,207,11
32044,364,1639,37,103
32045,509,1788,111,6
32046,170,2020,25,19
32047,474,1886,65,2
32048,84,899,52,2
32049,305,1136,54,4
32050,563,2451,100,2
32051,548,1628,63,7
32052,299,2812,93,11
32053,288,1441,68,3
32054,52075,65063,7876,122
32055,57,1501,35,7
32056,286,1541,102,2
32057,159,898,52,3
32058,298,4070,136,14
32059,389,1533,100,9
32060,93,917,28,169
32061,333,958,58,2
32062,198,973,36,3
32063,582,2493,224,13
32064,61,392,21,1
32065,138,640,32,4
32066,116,610,23,2
32067,228,1383,55,5
32068,307,1452,81,2
32069,1342,3673,397,8
32070,127,872,35,2
32071,425,1624,98,6
32072,923,3131,500,6
32073,158,1626,67,1
32074,243,904,40,5
32075,1311,3039,158,89
32076,370,1708,78,5
32077,164,1894,29,49
32078,271,1290,54,1
32079,182,1092,45,8
32080,69,1195,13,59
32081,111,1896,60,5
32082,183,1239,65,4
32083,427,1640,95,3
32084,336,976,35,10
32085,5856,9080,870,33
32086,1187,2886,272,10
32087,293,1251,67,3
32088,279,1540,93,5
32089,307,1313,68,4
32090,225,916,25,147
32091,170,2127,96,4
32092,154,519,36,2
33001,204,1380,71,10
33002,4022,10170,473,18
33003,44,1346,33,5
33004,22730,39198,3110,57
33005,245,2497,157,10
33006,183,1699,32,4
33007,481,1499,67,4
33008,512,3000,118,7
33009,36,1198,30,8
33010,269,1297,34,5
33011,2942,7131,580,53
33012,2239,4608,395,7
33013,137,477,19,2
33014,3500,6830,550,16
33015,245,1531,51,19
33016,7721,11970,450,14
33017,1253,2074,100,15
33018,477,1549,48,6
33019,961,3859,198,14
33020,4107,8120,595,5
33021,678,4610,196,5
33022,326,809,23,2
33023,584,2290,236,9
33024,60829,140228,16089,71
33025,4169,7984,505,8
33026,3706,6466,311,56
33027,185,761,33,4
33028,167,1387,57,6
33029,55,361,10,2
33030,103,591,15,4
33031,9780,25151,1394,16
33032,3410,8562,452,7
33033,3226,7953,768,13
33034,2227,7825,458,24
33035,3844,6681,559,10
33036,7461,13848,658,53
33037,11497,25213,1234,20
33038,830,1892,49,3
33039,478,1806,52,5
33040,1296,3569,149,7
33041,2798,4664,447,14
33042,1709,2715,267,7
33043,60,1122,28,6
33044,93455,119079,8436,104
33045,1919,3617,254,28
33046,52,881,22,9
33047,239,1785,60,11
33048,57,177,14,1
33049,2113,7100,252,8
33050,28,1211,127,8
33051,1530,5620,344,50
33052,116,860,28,2
33053,1401,1912,67,6
33054,306,1142,52,1
33055,470,1874,59,7
33056,1727,5128,338,22
33057,290,998,40,12
33058,569,1406,58,3
33059,1179,4256,220,5
33060,4514,11604,617,13
33061,178,233,11,2
33062,65,318,23,1
33063,152,498,16,3
33064,44,488,12,1
33065,72,822,14,1
33066,15287,27487,1464,37
33067,75,616,28,5
33068,446,2363,78,10
33069,1757,3313,111,5
33070,1498,3003,174,8
33071,223,485,36,3
33072,275,1863,76,4
33073,2461,5892,326,6
33074,1441,2383,150,17
33075,17,167,12,4
33076,3245,11737,694,3
33077,83,758,30,2
33078,4,443,7,1
34001,32,34,2,2
34003,154,134,7,4
34004,3217,4751,542,12
34005,327,871,49,4
34006,140,82,2,2
34009,22,31,3,6
34010,285,461,20,5
34011,326,349,14,9
34012,404,358,7,1
34015,67,70,1,5
34017,386,779,36,7
34018,222,191,9,1
34019,71,104,3,2
34020,37,57,3,0
34022,836,1189,36,4
34023,1925,3626,247,11
34024,41,34,2,3
34025,55,75,5,0
34027,653,1804,60,5
34028,136,131,3,1
34029,221,535,17,9
34031,45,28,1,1
34032,56,103,3,9
34033,31,13,1,1
34034,63,107,4,6
34035,94,165,5,5
34036,235,476,19,1
34037,167,385,19,9
34038,157,207,5,1
34039,57,68,2,1
34041,61,98,2,0
34042,83,181,5,4
34045,45,43,4,1
34046,28,27,2,1
34047,749,1457,136,4
34048,64,58,3,2
34049,388,393,20,8
34050,277,267,7,1
34051,205,146,3,2
34052,101,217,8,3
34053,82,177,4,3
34055,157,252,11,1
34056,1657,2524,168,11
34057,382,368,31,1
34058,210,252,12,1
34059,235,335,11,3
34060,206,192,4,1
34061,130,107,2,2
34062,147,212,7,0
34063,54,99,4,3
34066,131,119,8,3
34067,125,173,10,3
34068,58,48,4,0
34069,905,1543,123,12
34070,437,273,3,2
34071,191,186,3,1
34072,120,168,9,4
34073,195,144,6,3
34074,340,497,56,6
34076,206,413,13,3
34077,194,307,6,3
34079,427,1728,48,2
34080,1940,4151,451,10
34081,62,75,4,1
34082,212,140,3,1
34083,766,1664,95,7
34084,143,113,4,5
34086,119,89,4,1
34087,87,100,6,5
34088,117,290,6,2
34089,87,141,4,2
34091,101,107,6,3
34092,248,328,11,10
34093,66,70,1,2
34094,72,71,4,1
34096,38,44,2,1
34098,364,700,73,4
34099,38,46,2,2
34100,83,107,1,2
34101,70,67,3,3
34102,72,114,6,1
34103,57,81,1,1
34104,115,181,5,7
34106,100,129,5,1
34107,78,82,5,0
34108,247,449,28,4
34109,58,48,5,3
34110,18,103,3,1
34112,31,58,3,1
34113,26,34,2,0
34114,257,288,17,9
34116,83,75,5,5
34120,32650,43554,4951,64
34121,148,218,2,4
34122,76,81,4,1
34123,374,1168,40,9
34124,64,60,1,1
34125,62,84,1,1
34126,171,205,5,2
34127,26,93,2,3
34129,245,216,8,2
34130,83,187,5,4
34131,46,47,3,1
34132,77,136,7,1
34133,153,86,5,2
34134,63,54,3,1
34135,304,488,32,7
34136,136,126,3,2
34137,21,42,3,2
34139,72,212,2,1
34140,93,133,4,2
34141,82,140,15,4
34143,297,180,12,0
34146,43,48,2,5
34147,176,171,5,4
34149,64,35,3,1
34151,230,254,14,0
34152,140,181,3,1
34154,48,80,1,1
34155,37,99,4,2
34156,60,41,2,1
34157,1928,2312,328,15
34158,70,258,12,5
34159,95,261,11,5
34160,79,164,10,9
34161,49,37,2,0
34163,30,87,2,3
34165,60,63,1,1
34167,58,64,2,2
34168,84,60,2,1
34169,263,345,11,0
34170,70,45,4,2
34171,515,964,48,31
34174,199,145,6,7
34175,46,75,2,1
34176,82,156,4,2
34177,60,110,5,2
34178,151,108,5,5
34179,53,63,2,2
34180,68,95,6,5
34181,191,328,12,6
34182,367,810,25,6
34184,43,60,3,2
34185,91,138,7,3
34186,52,39,5,4
34189,71,68,4,3
34190,66,80,4,2
34192,179,109,5,12
34196,145,109,6,2
34199,578,1041,71,6
34201,195,175,5,1
34202,24,27,1,2
34204,62,60,1,1
34205,107,108,3,3
34206,323,710,35,15
34208,54,89,1,0
34210,183,121,3,1
34211,101,169,9,1
34213,66,82,3,9
34214,130,177,1,3
34215,82,132,9,4
34216,52,85,1,1
34217,269,789,19,4
34218,304,392,11,4
34220,81,112,9,7
34221,231,170,3,1
34222,143,117,7,6
34223,110,170,1,0
34224,38,39,1,1
34225,1490,3042,183,4
34227,36,35,2,1
34228,68,115,4,7
34229,83,62,4,1
34230,35,21,1,1
34231,235,212,8,0
34232,303,645,30,7
34233,97,187,3,2
34234,62,98,2,2
34236,117,184,9,2
34237,116,338,9,4
34238,306,285,15,1
34240,82,55,3,1
34241,32,26,1,4
34242,36,63,4,5
34243,87,310,16,3
34245,384,332,14,3
34246,88,84,3,4
34901,822,985,62,4
34902,132,174,9,1
34903,329,247,11,2
34904,335,394,20,7
35001,765,3153,103,8
35002,4100,12758,558,10
35003,803,6100,3388,209
35004,7169,22384,3115,56
35005,42,717,24,2
35006,4236,14876,609,14
35007,16,380,96,14
35008,360,2614,71,13
35009,2453,9949,759,20
35010,288,2944,191,9
35011,3315,11584,594,42
35012,3638,7044,18156,155
35013,812,3953,108,20
35014,2615,13729,5177,61
35015,2481,6229,5302,76
35016,60911,155522,25908,127
35017,4924,15792,1916,45
35018,952,7049,496,7
35019,6302,14728,41802,82
35020,501,3293,115,7
35021,1205,6952,254,12
35022,10587,25929,2193,41
35023,1444,4781,329,40
35024,829,9205,5808,49
35025,40,366,22,1
35026,13335,39413,2511,14
35027,1748,5813,151,48
35028,953,15390,5186,7
35029,142,2251,494,2
35030,1273,5202,537,14
35031,866,3271,98,45
35032,316,2049,53,12
35033,1353,4557,241,7
35034,1400,7434,3928,69
36001,229,2042,70,91
36002,331,1517,79,1
36003,1920,8188,491,27
36004,1418,6509,648,4
36005,575,4583,397,4
36006,1409,6178,432,12
36007,109,820,24,7
36008,3426,14283,776,27
36009,584,3672,237,6
36010,183,1350,66,2
36013,247,2153,68,13
36014,62,2083,37,5
36015,583,2459,145,6
36016,53,632,22,3
36017,2308,11306,915,14
36018,265,2923,100,17
36019,125,845,34,4
36020,248,1977,98,10
36021,1054,6183,389,36
36022,2770,7063,648,50
36023,2171,5825,445,6
36024,4513,12001,1401,11
36025,414,1656,86,5
36026,3840,11476,921,49
36027,459,2020,99,3
36028,309,1743,39,4
36029,1657,7331,485,9
36030,494,2900,103,2
36031,87,637,55,2
36032,1040,1210,82,30
36033,1567,5282,373,26
36034,170,2914,92,3
36035,2815,10071,732,31
36036,40,393,20,5
36037,94,1109,30,0
36038,21704,39315,4528,38
36039,2982,8381,947,6
36040,265,1199,39,3
