Codigo Municipio,Nº Vehiculos
17145,1518
17146,3328
17147,8679
17148,1952
17149,520
17150,3127
17151,307
17152,15970
17153,290
17154,213
17155,19073
17157,182
17158,490
17159,989
17160,19239
17161,1216
17162,337
17163,3272
17164,5280
17165,833
17166,748
17167,2816
17168,509
17169,3067
17170,282
17171,227
17172,600
17173,237
17174,282
17175,728
17176,238
17177,707
17178,2106
17180,9719
17181,4895
17182,726
17183,365
17184,1822
17185,3104
17186,4380
17187,810
17188,326
17189,1874
17190,1004
17191,291
17192,221
17193,4521
17194,131
17195,513
17196,273
17197,50323
17198,665
17199,9523
17200,757
17201,150
17202,5503
17203,243
17204,1125
17205,281
17206,240
17207,3002
17208,1583
17209,896
17210,863
17211,1251
17212,204
17213,6507
17214,920
17215,2951
17216,238
17217,545
17218,986
17220,1091
17221,5268
17222,191
17223,1090
17224,537
17225,373
17226,2524
17227,180
17228,352
17230,947
17232,222
17233,3124
17234,310
17901,1499
17902,2193
17903,1156
18001,324
18002,659
18003,14088
18004,933
18005,421
18006,4504
18007,785
18010,488
18011,4615
18012,2721
18013,5216
18014,5523
18015,447
18016,333
18017,22833
18018,700
18020,1698
18021,16115
18022,11656
18023,17502
18024,949
18025,291
18027,2377
18028,1234
18029,2136
18030,537
18032,403
18033,314
18034,615
18035,1283
18036,3700
18037,616
18038,1254
18039,4403
18040,238
18042,387
18043,167
18044,240
18045,1423
18046,2103
18047,6188
18048,1963
18049,620
18050,1626
18051,1368
18053,1781
18054,791
18056,4231
18057,5357
18059,4465
18061,1243
18062,9543
18063,1518
18064,369
18066,2223
18067,764
18068,1440
18069,631
18070,304
18071,5914
18072,891
18074,259
18076,988
18078,900
18079,3525
18082,1081
18083,230
18084,4611
18085,861
18086,431
18087,184561
18088,1855
18089,14573
18093,3323
18094,2082
18095,1834
18096,418
18097,1231
18098,6476
18099,1961
18100,7284
18101,10127
18102,8860
18103,903
18105,5925
18107,1103
18108,889
18109,762
18111,2851
18112,140
18114,751
18115,2692
18116,2838
18117,652
18119,2083
18120,299
18121,113
18122,17814
18123,268
18124,562
18126,1610
18127,15683
18128,378
18132,4012
18133,2455
18134,6928
18135,5597
18136,1926
18137,1131
18138,2899
18140,41048
18141,560
18143,961
18144,764
18145,11125
18146,1181
18147,4466
18148,1071
18150,6992
18151,271
18152,980
18153,10107
18154,1053
18157,1512
18158,11070
18159,1184
18161,177
18162,1283
18163,333
18164,1866
18165,4458
18167,2251
18168,730
18170,411
18171,2290
18173,8600
18174,507
18175,10892
18176,144
18177,461
18178,834
18179,760
18180,591
18181,239
18182,1590
18183,726
18184,2019
18185,661
18187,518
18188,1750
18189,796
18192,2704
18193,14111
18194,2423
18901,659
18902,1033
18903,763
18904,830
18905,12380
18906,914
18907,1928
18908,843
18909,641
18910,782
18911,6267
18912,1762
18913,796
19001,80
19002,70
19003,35
19004,62
19005,124
19006,1008
19007,437
19008,36
19009,233
19010,21
19011,342
19013,170
19015,50
19016,50
19017,72
19018,276
19019,12
19020,119
19021,1034
19022,591
19023,119
19024,7787
19027,202
19031,11
19032,196
19033,47
19034,23
19036,490
19037,184
19038,33
19039,154
19040,46
19041,211
19042,41
19043,108
19044,419
19045,195
19046,19910
19047,74
19048,25
19049,14
19050,31
19051,114
19052,32
19053,2213
19054,258
19055,75
19057,62
19058,7775
19059,92
19060,163
19061,60
19064,84
19065,113
19066,75
19067,117
19070,322
19071,7654
19073,38
19074,110
19075,88
19076,22
19078,58
19079,5
19080,101
19081,74
19082,92
19086,1832
19087,16
19088,109
19089,29
19090,67
19091,41
19092,653
19095,15
19096,95
19097,20
19098,37
19099,339
19102,142
19103,313
19104,10
19105,2658
19106,88
19107,396
19108,101
19109,41
19110,76
19111,180
19112,44
19113,611
19114,42
19115,31
19116,11
19117,1625
19118,21
19119,116
19120,171
19121,209
19122,128
19123,68
19124,437
19125,54
19126,1731
19127,95
19129,28
19130,54607
19132,56
19133,128
19134,14
19135,111
19136,18
19138,321
19139,34
19142,317
19143,1916
19145,44
19146,30
19147,57
19148,60
19150,171
19151,1277
19152,698
19153,31
19154,82
19155,56
19156,1528
19157,66
19159,141
19160,1189
19161,227
19162,92
19163,40
19165,87
19166,226
19167,150
19168,243
19169,66
19170,172
19171,4196
19172,64
19173,76
19174,128
19175,32
19176,343
19177,112
19178,35
19179,79
19181,56
19182,25
19183,70
19184,102
19185,32
19186,91
19187,92
19188,90
19189,213
19190,3046
19191,14
19192,2695
19193,36
19194,104
19195,41
19196,151
19197,19
19198,14
19199,19
19200,88
19201,64
19202,17
19203,22
19204,217
19208,46
19209,56
19210,51
19211,589
19212,931
19213,78
19214,89
19215,282
19216,136
19217,36
19218,80
19219,20
19220,2285
19221,55
19222,128
19223,155
19224,114
19225,1128
19226,11
19227,76
19228,36
19229,74
19230,539
19231,28
19232,82
19233,107
19234,43
19235,108
19237,66
19238,43
19239,100
19240,74
19241,29
19242,130
19243,53
19244,130
19245,1353
19246,41
19247,167
19248,95
19249,27
19250,19
19251,59
19252,122
19254,39
19255,144
19256,53
19257,3825
19258,73
19259,23
19260,32
19261,37
19262,145
19263,31
19264,37
19265,117
19266,370
19267,26
19268,70
19269,98
19270,14
19271,52
19272,94
19274,883
19277,10
19278,31
19279,150
19280,4094
19281,24
19282,261
19283,24
19284,14
19285,24
19286,735
19287,166
19288,15
19289,31
19290,1051
19291,1151
19293,2093
19294,27
19296,45
19297,39
19298,89
19299,109
19300,866
19301,35
19302,64
19303,117
19304,256
19305,196
19306,16
19307,28
19308,72
19309,30
19310,10
19311,69
19314,51
19317,198
19318,61
19319,4479
19321,38
19322,40
19323,74
19324,217
19325,104
19326,832
19327,613
19329,64
19330,103
19331,2448
19332,107
19333,341
19334,31
19335,148
19901,44
20001,279
20002,756
20003,568
20004,349
20005,1130
20006,319
20007,375
20008,929
20009,8933
20010,1402
20011,1443
20012,389
20013,4301
20014,1407
20015,1175
20016,1590
20017,6707
20018,9895
20019,8415
20020,169
20021,380
20022,922
20023,452
20025,1158
20026,230
20027,2535
20028,2078
20029,3735
20030,15131
20031,217
20032,7088
20033,927
20034,2829
20035,615
20036,12089
20037,110
20038,504
20039,1873
20040,12768
20041,323
20042,2881
20043,1987
20044,382
20045,42823
20046,1240
20047,526
20048,180
20049,4028
20050,394
20051,5716
20052,1013
20053,4552
20054,536
20055,13790
20056,3155
20057,220
20058,1203
20059,7330
20060,91
20061,3129
20062,1107
20063,10554
20064,9099
20065,2470
20066,576
20067,22243
20068,201
20070,1013
20071,10567
20072,4573
20073,4680
20074,9680
20075,3564
20076,5732
20077,4104
20078,1256
20079,12880
20080,5776
20081,5216
20901,1032
20902,11046
20903,4673
20904,96
20905,138
20906,101
20907,94
21001,665
21002,12709
21003,590
21004,1422
21005,15013
21006,2718
21007,5702
21008,1749
21009,786
21010,13224
21011,3592
21012,286
21013,11318
21014,4019
21015,771
21016,1159
21017,2806
21018,1775
21019,659
21020,312
21021,11466
21022,158
21023,1466
21024,470
21025,3342
21026,187
21027,50
21028,298
21029,1408
21030,1441
21031,984
21032,1591
21033,515
21034,1220
21035,7597
21036,150
21037,451
21038,1027
21039,313
21040,3053
21041,98061
21042,13096
21043,1787
21044,16202
21045,249
21046,2098
21047,1899
21048,303
21049,3239
21050,12793
21051,268
21052,4164
21053,3592
21054,6772
21055,7943
21056,2814
21057,952
21058,2282
21059,197
21060,8575
21061,5289
21062,1311
21063,2302
21064,5257
21065,281
21066,546
21067,390
21068,1002
21069,1506
21070,5904
21071,181
21072,10596
21073,2000
21074,2492
21075,289
21076,2150
21077,1642
21078,2508
21079,665
22001,279
22002,114
22003,166
22004,145
22006,301
22007,1080
22008,245
22009,790
22011,96
22012,141
22013,360
22014,256
22015,401
22016,790
22017,1183
22018,326
22019,206
22020,120
22021,2125
22022,623
22023,633
22024,289
22025,1576
22027,417
22028,371
22029,145
22032,99
22035,356
22036,88
22037,79
22039,867
22040,189
22041,208
22042,104
22043,144
22044,285
22045,122
22046,836
22047,254
22048,12439
22049,114
22050,99
22051,107
22052,1289
22053,1199
22054,1344
22055,401
22057,445
22058,252
22059,1109
22060,1434
22061,7021
22062,213
22063,226
22064,235
22066,792
22067,85
22068,86
22069,514
22072,183
22074,420
22075,158
22076,365
22077,534
22078,444
22079,139
22080,417
22081,305
22082,431
22083,491
22084,593
22085,130
22086,208
22087,183
22088,176
22089,670
22090,120
22094,142
22095,80
22096,325
22099,739
22102,258
22103,1076
22105,151
22106,28
22107,100
22109,333
22110,991
22111,179
22112,12227
22113,721
22114,49
22115,526
22116,1936
22117,3157
22119,1326
22122,54
22124,267
22125,34667
22126,100
22127,519
22128,229
22129,261
22130,9307
22131,112
22133,195
22135,225
22136,1123
22137,1205
22139,99
22141,163
22142,166
22143,302
22144,276
22149,288
22150,486
22151,90
22155,108
22156,346
22157,376
22158,12197
22160,249
22162,214
22163,533
22164,51
22165,507
22167,732
22168,49
22170,590
22172,719
22173,258
22174,632
22175,240
22176,222
22177,106
22178,189
22181,124
22182,390
22184,306
22186,222
22187,453
22188,115
22189,259
22190,154
22193,337
22195,351
22197,608
22199,7215
22200,307
22201,307
22202,177
22203,112
22204,1270
22205,584
22206,223
22207,138
22208,155
22209,164
22212,95
22213,3659
22214,157
22215,174
22217,516
22218,43
22220,245
22221,121
22222,550
22223,140
22225,3291
22226,730
22227,223
22228,553
22229,201
22230,325
22232,99
22233,107
22234,1005
22235,119
22236,274
22239,127
22242,66
22243,58
22244,84
22245,398
22247,67
22248,157
22249,142
22250,402
22251,506
22252,137
22253,76
22254,1756
22901,790
22902,333
22903,809
22904,880
22905,345
22906,211
22907,1961
22908,265
22909,323
23001,905
23002,18175
23003,9232
23004,465
23005,27216
23006,4478
23007,3041
23008,1664
23009,11785
23010,13277
23011,1964
23012,4487
23014,2442
23015,1304
23016,481
23017,1546
23018,2060
23019,1551
23020,1661
23021,447
23024,9730
23025,2435
23026,3838
23027,598
23028,5681
23029,797
23030,1184
23031,698
23032,1281
23033,1584
23034,2852
23035,946
23037,530
23038,3070
23039,1992
23040,1314
23041,571
23042,322
23043,474
23044,4173
23045,2080
23046,2125
23047,1569
23048,893
23049,1651
23050,81356
23051,2424
23052,1074
23053,7891
23054,375
23055,38226
23056,3244
23057,724
23058,8710
23059,5001
23060,17632
23061,7275
23062,1517
23063,4106
23064,1511
23065,1482
23066,4331
23067,2220
23069,5052
23070,4385
23071,1743
23072,2209
23073,4197
23074,2709
23075,3094
23076,755
23077,690
23079,3272
23080,1828
23081,1444
23082,1750
23084,924
23085,2193
23087,10224
23088,5677
23090,1383
23091,746
23092,25180
23093,3063
23094,3429
23095,8236
23096,2284
23097,6550
23098,817
23099,3986
23101,408
23901,1038
23902,2124
23903,3583
23904,2467
23905,1649
24001,166
24002,286
24003,608
24004,544
24005,433
24006,574
24007,772
24008,8052
24009,277
24010,7925
24011,196
24012,336
24014,6742
24015,2153
24016,477
24017,804
24018,175
24019,287
24020,386
24021,1705
24022,320
24023,320
24024,666
24025,256
24026,1402
24027,1458
24028,561
24029,821
24030,3902
24031,222
24032,113
24033,255
24034,3638
24036,203
24037,386
24038,3197
24039,2184
24040,515
24041,681
24042,73
24043,95
24044,122
24046,751
24047,725
24049,1442
24050,115
24051,436
24052,182
24053,623
24054,600
24055,851
24056,3013
24057,1553
24058,235
24059,1010
24060,526
24061,1629
24062,164
24063,433
24064,1598
24065,2256
24066,483
24067,660
24068,410
24069,46
24070,3605
24071,1104
24073,565
24074,112
24076,1159
24077,240
24078,422
24079,900
24080,205
24081,135
24082,716
24083,1316
24084,144
24086,294
24087,852
24088,1304
24089,82888
24090,247
24091,493
24092,855
24093,322
24094,1627
24095,372
24096,125
24097,281
24098,1250
24099,203
24100,686
24101,355
24102,639
24103,260
24104,280
24105,2492
24106,174
24107,296
24108,357
24109,1025
24110,1297
24112,222
24113,514
24114,3003
24115,47657
24116,308
24117,453
24118,101
24119,851
24120,301
24121,599
24122,1489
24123,748
24124,460
24125,565
24127,288
24129,122
24130,443
24131,754
24132,639
24133,387
24134,3440
24136,705
24137,1156
24139,2062
24141,111
24142,19607
24143,526
24144,780
24145,661
24146,245
24148,1985
24149,204
24150,306
24151,471
24152,392
24153,315
24154,1167
24155,460
24156,179
24157,2505
24158,329
24159,1854
24160,818
24161,312
24162,2405
24163,3705
24164,398
24166,1429
24167,971
24168,646
24169,2700
24170,2132
24171,362
24172,304
24173,1009
24174,580
24175,2598
24176,393
24177,416
24178,60
24179,319
24180,1243
24181,1331
24182,434
24183,908
24184,180
24185,512
24187,990
24188,3464
24189,4886
24190,207
24191,155
24193,424
24194,266
24196,1957
24197,821
24198,543
24199,385
24201,1166
24202,7640
24203,122
24205,1172
24206,1911
24207,397
24209,2657
24210,637
24211,308
24212,1202
24213,115
24214,584
24215,157
24216,733
24217,136
24218,527
24219,571
24221,1012
24222,12076
24223,2619
24224,567
24225,1206
24226,201
24227,2057
24228,827
24229,370
24230,549
24901,858
24902,419
25001,430
25002,620
25003,4732
25004,825
25005,437
25006,435
25007,1652
25008,1404
25009,799
25010,263
25011,6977
25012,2627
25013,2547
25014,425
25015,589
25016,3163
25017,216
25019,4948
25020,388
25021,3344
25022,225
25023,5053
25024,383
25025,1521
25027,1600
25029,2314
25030,183
25031,59
25032,103
25033,1175
25034,3310
25035,619
25036,248
25037,527
25038,2036
25039,334
25040,10897
25041,763
25042,224
25043,823
25044,318
25045,63
25046,570
25047,1259
25048,2148
25049,274
25050,4190
25051,1981
25052,2243
25053,1269
25055,215
25056,360
25057,206
25058,4578
25059,932
25060,81
25061,85
25062,934
25063,111
25064,207
25067,882
25068,816
25069,642
25070,1124
25071,56
25072,6722
25073,701
25074,294
25075,220
25076,212
25077,681
25078,1169
25079,375
25081,406
25082,327
25085,257
25086,642
25087,96
25088,100
25089,218
25092,156
25093,1175
25094,235
25096,1228
25097,150
25098,309
25099,2042
25100,238
25101,764
25102,1079
25103,222
25104,157
25105,218
25109,299
25110,4047
25111,203
25112,361
25113,1600
25114,144
25115,1078
25118,719
25119,2971
25120,87247
25121,892
25122,2355
25123,193
25124,250
25125,642
25126,250
25127,295
25128,179
25129,311
25130,300
25131,574
25132,222
25133,879
25134,867
25135,1461
25136,155
25137,8948
25138,777
25139,570
25140,1222
25141,222
25142,502
25143,103
25145,117
25146,423
25148,286
25149,1631
25150,227
25151,920
25152,242
25153,249
25154,205
25155,885
25156,933
25157,258
25158,1960
25161,410
25163,403
25164,532
25165,396
25166,246
25167,414
25168,677
25169,234
25170,355
25171,2294
25172,2343
25173,1815
25174,702
25175,296
25176,450
25177,676
25179,260
25180,261
25181,310
25182,1181
25183,551
25185,1031
25186,290
25189,2239
25190,326
25191,478
25192,1010
25193,1005
25194,589
25196,125
25197,226
25200,302
25201,247
25202,122
25203,9244
25204,1782
25205,748
25206,399
25207,7439
25208,364
25209,1921
25210,1920
25211,781
25212,322
25215,378
25216,319
25217,11762
25218,89
25219,171
25220,1337
25221,116
25222,79
25223,1085
25224,182
25225,876
25226,272
25227,589
25228,3597
25230,2214
25231,667
25232,1989
25233,442
25234,4376
25238,261
25239,734
25240,2004
25242,861
25243,4722
25244,399
25245,488
25247,211
25248,1031
25249,259
25250,604
25251,961
25252,1122
25253,223
25254,1001
25255,536
25901,426
25902,759
25903,376
25904,128
25905,624
25906,301
25907,767
25908,280
25909,191
25910,140
25911,878
25912,1257
25913,126
26001,294
26002,1328
26003,457
26004,80
26005,2662
26006,1992
26007,701
26008,1991
26009,458
26010,318
26011,7059
26012,41
26013,361
26014,417
26015,277
26016,30
26017,303
26018,9083
26019,807
26020,619
26021,2972
26022,211
26023,622
26024,423
26025,93
26026,1480
26027,172
26028,167
26029,29
26030,13
26031,150
26032,57
26033,161
26034,680
26035,25
26036,15123
26037,167
26038,74
26039,43
26040,62
26041,188
26042,864
26043,436
26044,47
26045,18
26046,1712
26047,1975
26048,73
26049,227
26050,140
26051,335
26052,193
26053,235
26054,298
26055,32
26056,460
26057,50
26058,144
26059,1248
26060,109
26061,1358
26062,104
26063,186
26064,2320
26065,66
26066,279
26067,22
26068,103
26069,228
26070,214
26071,6963
26072,290
26073,126
26074,146
26075,442
26076,157
26077,16
26078,81
26079,766
26080,525
26081,27
26082,129
26083,283
26084,6244
26086,24
26087,223
26088,50
26089,87432
26091,175
26092,134
26093,60
26094,77
26095,109
26096,231
26098,97
26099,1300
26100,83
26101,48
26102,5383
26103,844
26104,21
26105,2061
26106,66
26107,129
26108,252
26109,57
26110,170
26111,320
26112,288
26113,39
26114,77
26115,6
26117,2545
26118,74
26119,168
26120,1585
26121,34
26122,124
26123,129
26124,852
26125,2789
26126,22
26127,252
26128,136
26129,1130
26130,235
26131,43
26132,148
26134,118
26135,196
26136,125
26138,4274
26139,81
26140,231
26141,143
26142,849
26143,135
26144,204
26145,267
26146,124
26147,33
26148,221
26149,36
26150,116
26151,436
26152,53
26153,23
26154,20
26155,207
26157,327
26158,300
26160,796
26161,4
26162,126
26163,154
26164,65
26165,381
26166,183
26167,182
26168,4648
26169,72
26170,529
26171,225
26172,34
26173,9
26174,158
26175,52
26176,59
26177,298
26178,117
26179,48
26180,267
26181,15
26183,76
27001,2497
27002,2119
27003,1630
27004,1250
27005,3044
27006,2697
27007,2674
27008,1444
27009,2691
27010,4717
27011,2734
27012,1503
27013,4321
27014,3717
27015,4726
27016,7433
27017,927
27018,3490
27019,8054
27020,3033
27021,1862
27022,4626
27023,2505
27024,1505
27025,3028
27026,2413
27027,2259
27028,69157
27029,1574
27030,3553
27031,14710
27032,2872
27033,703
27034,1144
27035,179
27037,1089
27038,1020
27039,4597
27040,2897
27041,2395
27042,1596
27043,1391
27044,3984
27045,1085
27046,1510
27047,1640
27048,2686
27049,1445
27050,2866
27051,7135
27052,730
27053,505
27054,1481
27055,1412
27056,1634
27057,11027
27058,3715
27059,2060
27060,2663
27061,1366
27062,765
27063,1839
27064,1622
27065,11959
27066,10530
27901,2513
27902,5808
28001,46
28002,16132
28003,188
28004,5459
28005,118233
28006,162594
28007,97602
28008,1789
28009,16028
28010,8932
28011,282
28012,950
28013,30679
28014,32819
28016,88
28017,1381
28018,3704
28019,1109
28020,144
28021,428
28022,77847
28023,4167
28024,217
28025,425
28026,29792
28027,1203
28028,1460
28029,588
28030,1866
28031,2220
28032,5198
28033,3941
28034,414
28035,1327
28036,2242
28037,1402
28038,4661
28039,202
28040,12734
28041,4354
28042,44088
28043,6044
28044,5466
28045,27971
28046,47316
28047,36776
28048,503
28049,58229
28050,3060
28051,1330
28052,3700
28053,6665
28054,10238
28055,1005
28056,946
28057,1453
28058,118561
28059,4840
28060,1443
28061,20702
28062,324
28063,269
28064,245
28065,94465
28066,7161
28067,3693
28068,9383
28069,44
28070,159
28071,71
28072,5492
28073,15234
28074,106673
28075,5789
28076,463
28078,45
28079,1970814
28080,44682
28082,4855
28083,9091
28084,16351
28085,3804
28086,5252
28087,2873
28088,300
28089,4252
28090,27024
28091,4678
28092,124912
28093,17729
28094,771
28095,1643
28096,14950
28097,94
28099,1877
28100,5021
28101,207
28102,666
28104,11750
28106,56639
28107,6724
28108,2905
28109,1801
28110,1907
28111,662
28112,163
28113,28864
28114,143
28115,60263
28116,608
28117,111
28118,86
28119,2026
28120,1616
28121,5042
28122,505
28123,41586
28124,100
28125,107487
28126,50
28127,58246
28128,2309
28129,9228
28130,28270
28131,10239
28132,12850
28133,5841
28134,56619
28135,1031
28136,647
28137,1604
28138,88
28140,16406
28141,5496
28143,92
28144,5824
28145,2065
28146,1745
28147,923
28148,77088
28149,5801
28150,3174
28151,26326
28152,15189
28153,1630
28154,5557
28155,422
28156,1043
28157,713
28158,755
28159,566
28160,8823
28161,37184
28162,2110
28163,394
28164,3062
28165,1952
28166,390
28167,8155
28168,1217
28169,7136
28170,2716
28171,4073
28172,8426
28173,1482
28174,1740
28175,648
28176,11524
28177,8547
28178,2923
28179,1823
28180,4764
28181,20501
28182,171
28183,1151
28901,753
28902,509
28903,25853
29001,4337
29002,1976
29003,1036
29004,446
29005,4673
29006,801
29007,25762
29008,18039
29009,1465
29010,2135
29011,2845
29012,10016
29013,1744
29014,207
29015,34605
29016,352
29017,6694
29018,1877
29019,1338
29020,2527
29021,122
29022,195
29023,3973
29024,430
29025,39805
29026,1304
29027,2882
29028,1267
29029,413
29030,805
29031,1376
29032,6366
29033,1569
29034,764
29035,1697
29036,757
29037,214
29038,15415
29039,2678
29040,2307
29041,3487
29042,16330
29043,9211
29044,1320
29045,3544
29046,2494
29047,1129
29048,1053
29049,3266
29050,491
29051,44359
29052,217
29053,2745
29054,52409
29055,1919
29056,1471
29057,350
29058,1644
29059,2575
29060,673
29061,1101
29062,733
29063,283
29064,668
29065,164
29066,2194
29067,411387
29068,8924
29069,112760
29070,56057
29071,1130
29072,3841
29073,1688
29074,3079
29075,17658
29076,2413
29077,203
29079,2966
29080,6559
29081,240
29082,25828
29083,5190
29084,25712
29085,252
29086,1277
29087,509
29088,2744
29089,2981
29090,1728
29091,12163
29092,586
29093,2156
29094,55188
29095,3667
29096,2643
29097,4453
29098,1385
29099,1765
29100,2192
29901,45718
30001,5627
30002,10378
30003,26764
30004,1067
30005,29111
30006,1026
30007,6827
30008,16660
30009,13969
30010,8041
30011,4705
30012,9331
30013,8461
30014,1651
30015,19695
30016,154738
30017,12166
30018,7987
30019,24065
30020,7754
30021,14218
30022,16654
30023,3973
30024,68309
30025,6996
30026,23435
30027,47002
30028,7691
30029,12379
30030,334889
30031,430
30032,3472
30033,12602
30034,1190
30035,22835
30036,18379
30037,27993
30038,17096
30039,25803
30040,816
30041,11209
30042,1742
30043,25524
30901,11536
30902,9411
31001,90
31003,171
31004,50
31005,423
31006,2167
31007,130
31008,71
31009,725
31010,5383
31012,837
31013,699
31014,355
31015,2407
31016,7259
31017,460
31018,448
31019,1631
31020,588
31021,70
31022,579
31023,6613
31024,156
31025,1221
31026,199
31027,890
31028,203
31029,928
31030,153
31031,274
31032,1876
31033,62
31034,74
31035,60
31036,1009
31037,124
31038,1346
31039,123
31041,1363
31042,2912
31043,40
31044,361
31045,499
31046,64
31047,257
31048,152
31049,873
31050,6899
31051,255
31052,124
31053,551
31054,596
31055,311
31056,196
31057,1904
31058,263
31059,244
31060,11518
31061,65
31062,1160
31063,75
31064,1496
31065,2015
31066,998
31067,2051
31068,3413
31069,775
31071,13
31072,5812
31073,338
31074,371
31076,3015
31077,6142
31078,2186
31079,79
31080,538
31081,443
31082,833
31083,105
31084,1881
31085,452
31086,6457
31087,172
31088,6526
31089,258
31090,236
31091,403
31092,735
31093,269
31094,130
31095,126
31096,148
31098,1714
31099,87
31100,299
31101,2023
31102,187
31103,66
31104,1868
31105,1712
31106,1115
31107,2059
31108,1959
31109,3493
31110,88
31111,82
31112,107
31113,142
31114,365
31115,188
31116,82
31117,843
31118,145
31119,33
31120,472
31121,79
31122,3681
31123,710
31124,301
31125,294
31126,459
31127,174
31128,352
31129,450
31130,363
31131,869
31132,165
31133,43
31134,230
31135,89
31136,540
31137,271
31138,927
31139,217
31140,155
31141,178
31142,1686
31143,121
31144,1424
31145,207
31147,83
31148,140
31149,2690
31150,181
31151,67
31152,1423
31153,2645
31154,242
31155,311
31156,274
31157,3420
31158,269
31159,1114
31160,98
31161,327
31162,59
31163,1947
31164,643
31165,2833
31166,272
31167,891
31168,259
31169,2211
31170,28
31171,732
31173,843
31174,141
31175,60
31176,2918
31177,271
31178,602
31179,532
31180,174
31182,41
31183,659
31184,67
31185,416
31186,320
31187,146
31188,254
31189,1427
31190,43
31191,2649
31192,180
31193,2053
31194,304
31196,45
31197,43
31198,57
31199,133
31200,702
31201,128963
31202,4409
31203,27
31204,50
31205,374
31206,1930
31207,267
31208,2773
31209,160
31210,178
31211,24
31213,144
31214,122
31215,5062
31216,3649
31217,407
31219,94
31220,726
31221,1961
31222,65
31223,1264
31224,946
31225,41
31226,818
31227,7641
31228,734
31229,55
31230,104
31231,113
31232,24115
31233,74
31234,133
31235,176
31236,1697
31237,184
31239,513
31240,613
31241,187
31242,221
31243,450
31244,49
31245,77
31246,125
31247,136
31248,428
31249,1954
31250,3436
31251,3378
31252,76
31253,113
31254,2131
31255,120
31256,216
31257,912
31258,6818
31259,641
31260,1397
31261,295
31262,197
31263,336
31264,335
31265,128
31901,13288
31903,5290
31904,1425
31905,2650
31906,3339
31907,7673
31908,855
32001,4383
32002,1913
32003,813
32004,2015
32005,903
32006,1624
32007,1578
32008,6748
32009,10402
32010,425
32011,843
32012,981
32013,2221
32014,1024
32015,840
32016,752
32017,1959
32018,1314
32019,10647
32020,2724
32021,875
32022,1790
32023,1514
32024,4579
32025,992
32026,2980
32027,1200
32028,1547
32029,545
32030,999
32031,1116
32032,7860
32033,787
32034,1411
32035,1342
32036,1412
32037,940
32038,481
32039,1241
32040,1519
32041,778
32042,1823
32043,2730
32044,909
32045,2713
32046,1113
32047,1951
32048,977
32049,886
32050,2038
32051,1184
32052,2338
32053,1330
32054,73905
32055,1221
32056,1725
32057,487
32058,5131
32059,1537
32060,1007
32061,1114
32062,681
32063,2069
32064,559
32065,693
32066,564
32067,1381
32068,1403
32069,4443
32070,571
32071,1583
32072,4232
32073,1168
32074,1177
32075,5880
32076,2293
32077,1203
32078,1191
32079,1761
32080,388
32081,2370
32082,1331
32083,914
32084,896
32085,11135
32086,2578
32087,1743
32088,1673
32089,1488
32090,851
32091,1655
32092,546
33001,1771
33002,8073
33003,509
33004,51927
33005,1318
33006,1516
33007,1574
33008,1425
33009,835
33010,1797
33011,11216
33012,4802
33013,440
33014,7586
33015,1222
33016,16626
33017,3420
33018,3417
33019,2898
33020,11397
33021,4221
33022,859
33023,3420
33024,163008
33025,7490
33026,7216
33027,803
33028,1297
33029,376
33030,915
33031,25773
33032,9348
33033,7653
33034,10944
33035,15207
33036,10693
33038,2261
33039,1278
33040,4359
33041,6708
33042,3385
33043,663
33044,129182
33045,3710
33046,463
33047,1148
33048,130
33049,5817
33050,495
33051,6794
33052,570
33053,892
33054,1555
33055,1699
33056,5022
33057,1417
33058,1459
33059,4832
33060,10741
33061,357
33062,473
33063,453
33064,218
33065,1264
33066,38428
33067,733
33068,719
33069,2933
33070,3377
33071,640
33072,1274
33073,8982
33074,3399
33075,326
33076,10621
33077,1191
33078,79
34001,46
34003,176
34004,4826
34005,791
34006,109
34009,52
34010,513
34011,420
34012,255
34015,55
34017,911
34018,214
34019,159
34020,59
34022,1156
34023,4238
34024,38
34025,65
34027,1065
34028,155
34029,689
34031,66
34032,49
34033,18
34034,120
34035,162
34036,217
34037,326
34038,342
34039,47
34041,90
34042,288
34045,88
34046,39
34047,1655
34048,103
34049,378
34050,205
34051,119
34052,241
34053,188
34055,259
34056,2019
34057,463
34058,263
34059,357
34060,177
34061,91
34062,197
34063,153
34066,55
34067,136
34068,45
34069,2098
34070,157
34071,161
34072,146
34073,158
34074,721
34076,701
34077,669
34079,1272
34080,5648
34081,59
34082,95
34083,1740
34084,170
34086,100
34087,81
34088,214
34089,172
34091,110
34092,322
34093,110
34094,42
34096,50
34098,876
34099,65
34100,157
34101,60
34102,248
34103,99
34104,278
34106,149
34107,69
34108,554
34109,65
34110,127
34112,47
34113,30
34114,270
34116,65
34120,49776
34121,269
34122,71
34123,1622
34124,77
34125,90
34126,288
34127,105
34129,174
34130,215
34131,68
34132,105
34133,86
34134,44
34135,468
34136,193
34137,21
34139,211
34140,129
34141,245
34143,174
34146,74
34147,310
34149,57
34151,192
34152,139
34154,47
34155,157
34156,54
34157,2667
34158,218
34159,373
34160,153
34161,29
34163,55
34165,78
34167,133
34168,62
34169,435
34170,47
34171,942
34174,237
34175,116
34176,151
34177,184
34178,104
34179,22
34180,72
34181,431
34182,947
34184,46
34185,75
34186,60
34189,43
34190,55
34192,112
34196,95
34199,963
