Codigo Municipio,Superficie (Ha) Agricolas,Nº Explotaciones Agrícolas
36029,18.569999999999993,33.0
45102,2619.9099999999994,83.0
19188,877.2099999999999,12.0
18132,8258.2,958.0
29071,435.99999999999994,112.0
09221,490.34000000000003,16.0
15049,1623.3599999999988,288.0
35012,1200.5999999999997,104.0
37194,10.909999999999998,7.0
46170,4739.670000000001,591.0
21050,4149.71,458.0
10124,2273.169999999999,483.0
45103,4749.430000000002,230.0
19189,2399.4599999999996,34.0
08138,5328.6399999999985,152.0
04064,377.49000000000007,58.0
47090,3123.0199999999995,46.0
04903,1361.5900000000001,747.0
49119,2230.2300000000005,54.0
28086,2203.93,87.0
43085,897.4200000000001,127.0
41063,5542.730000000001,179.0
49120,2215.46,22.0
19190,10334.1,103.0
30027,5341.970000000002,859.0
24100,69.42,22.0
02049,3019.85,326.0
37195,41.959999999999994,11.0
44151,6776.6799999999985,81.0
28087,1211.94,32.0
42117,2936.54,17.0
08123,43.720000000000006,20.0
39046,6848.030000000001,173.0
25137,401.0400000000001,26.0
17106,615.2,33.0
08124,301.7,24.0
29072,5955.649999999996,381.0
17107,2318.1500000000005,50.0
25136,2655.3500000000004,43.0
18133,538.59,216.0
05132,4531.19,121.0
42118,1581.8400000000001,16.0
49121,1738.6100000000001,10.0
18134,3248.0399999999995,95.0
19191,398.89000000000004,
09224,1646.64,26.0
47091,2107.61,35.0
09223,1646.01,11.0
46171,556.37,280.0
09225,992.64,14.0
12077,708.8500000000003,360.0
29073,1986.8999999999994,190.0
36030,550.71,315.0
36031,2.36,
19192,4431.100000000002,300.0
27030,5515.539999999989,856.0
50170,10940.320000000003,158.0
22155,4627.170000000001,49.0
06085,25477.080000000005,544.0
50171,3745.7000000000003,66.0
49122,2109.0199999999995,91.0
15050,5951.7199999999975,748.0
22156,2652.4599999999987,59.0
27031,5064.970000000004,786.0
44152,2178.87,30.0
37196,7.71,5.0
03088,2302.34,462.0
08128,271.17999999999995,12.0
08127,68.91,7.0
37197,1522.6899999999998,38.0
37198,2544.4700000000003,36.0
03089,5758.600000000006,580.0
31172,1365.76,26.0
50172,4524.2,64.0
44153,7549.850000000003,159.0
16128,1770.7299999999996,85.0
10125,20080.37,231.0
44154,3184.4699999999993,114.0
37199,280.35,23.0
05133,1112.1700000000003,21.0
43091,1265.04,38.0
17110,360.45,32.0
43092,2198.219999999999,380.0
17109,3079.03,69.0
44155,5663.5599999999995,16.0
14040,2724.2599999999998,215.0
16129,4054.0700000000006,72.0
16130,7958.650000000001,129.0
02050,2057.72,45.0
49123,4304.220000000001,107.0
12078,686.5999999999997,112.0
10126,7009.7499999999945,506.0
12079,81.11000000000001,19.0
22157,7389.46,151.0
19193,728.3000000000001,18.0
46173,318.29,107.0
43086,2159.1799999999994,232.0
43088,693.8300000000002,173.0
08125,279.87999999999994,11.0
08130,2185.5300000000007,47.0
31173,819.9199999999997,122.0
16131,1499.2299999999996,21.0
42119,4179.22,41.0
44156,1665.0799999999997,24.0
47092,2804.7899999999995,42.0
02051,13332.370000000006,357.0
45104,652.2299999999999,101.0
32049,5830.010000000001,263.0
18135,18532.409999999985,2763.0
10127,9340.390000000001,338.0
29074,1381.15,71.0
18136,7837.820000000004,705.0
37200,2333.96,49.0
40129,3449.9300000000003,65.0
42120,7700.24,57.0
28088,720.2300000000001,19.0
40130,2102.09,48.0
25139,1727.2399999999998,34.0
41064,8122.590000000002,242.0
14041,4641.309999999997,390.0
47093,2790.640000000001,102.0
37201,1234.91,33.0
06086,19128.0,294.0
42121,5895.78,46.0
50173,3766.4399999999996,43.0
44157,4756.24,12.0
32050,1501.239999999998,444.0
27032,5757.390000000001,581.0
40131,1697.2299999999998,31.0
37202,875.6400000000001,10.0
09226,1067.66,14.0
06087,24767.500000000015,872.0
37203,3319.939999999999,36.0
46174,1541.1800000000003,442.0
45105,1485.6899999999998,26.0
03903,602.0399999999997,151.0
08131,9.36,
25140,3086.14,87.0
43089,960.7599999999999,79.0
25138,2621.8199999999997,176.0
08126,7.61,
13057,13032.549999999992,642.0
06088,9326.830000000002,392.0
14042,14188.750000000005,1397.0
18137,4954.909999999998,680.0
46175,454.0499999999999,131.0
23062,10566.170000000002,583.0
08132,5403.509999999998,115.0
08133,713.8499999999998,65.0
43090,1278.1000000000001,40.0
08135,6.31,
25142,426.50000000000006,35.0
25141,1839.3599999999994,76.0
50174,1359.31,38.0
09227,1214.26,17.0
25143,1101.5299999999995,43.0
08136,100.03,16.0
14043,32738.16000000002,1395.0
46176,1285.940000000001,361.0
08137,888.07,36.0
46172,1314.7299999999998,335.0
07038,2631.950000000001,267.0
14044,2119.1099999999997,259.0
22158,12952.880000000014,655.0
34108,2743.63,47.0
45106,15318.479999999992,959.0
43093,1968.6000000000008,284.0
44158,8657.029999999999,104.0
43094,1002.9899999999994,145.0
09228,1742.4799999999996,45.0
13058,16429.03,822.0
40132,1449.87,27.0
49124,3871.8900000000017,85.0
47094,4000.3599999999988,73.0
18138,3524.050000000001,274.0
10128,13636.709999999995,424.0
28089,1643.4100000000003,34.0
05134,904.9799999999999,18.0
49126,3296.3699999999985,70.0
47095,293.33000000000004,10.0
49125,1783.6400000000003,79.0
47096,2065.09,47.0
49128,961.8199999999998,67.0
49129,5146.71,196.0
49130,670.69,66.0
49127,1427.7100000000003,81.0
49131,923.27,54.0
28090,2154.1399999999994,34.0
37204,2824.7199999999984,63.0
50175,1950.6100000000001,247.0
50176,1684.24,79.0
28091,2675.2399999999993,150.0
30028,44644.410000000054,1524.0
19194,1088.93,26.0
34109,1836.08,23.0
36032,495.87,428.0
10129,1235.01,69.0
33038,2927.1,222.0
01039,521.74,74.0
18909,3729.739999999999,187.0
43095,233.25,65.0
12080,26862.729999999996,255.0
19195,747.2600000000003,15.0
31174,1012.7599999999999,27.0
06089,3409.36,119.0
43096,1281.0799999999997,57.0
49133,4884.709999999999,100.0
49132,3388.3000000000006,66.0
50177,1917.56,60.0
48066,523.9399999999996,109.0
14045,1786.8900000000003,147.0
37205,2140.11,31.0
37207,740.6,22.0
37206,482.2100000000001,
42123,4172.289999999998,63.0
41065,34429.59999999999,861.0
37208,2660.29,41.0
50178,1878.2700000000002,120.0
36033,283.97999999999973,238.0
44159,348.73,11.0
44160,13862.000000000002,121.0
28092,1837.8799999999999,46.0
16132,1074.0,24.0
16133,15880.030000000015,865.0
47097,2864.800000000001,40.0
16134,7507.199999999998,265.0
02052,1586.31,82.0
18140,6401.22,1521.0
16135,2625.2999999999997,113.0
35013,601.5600000000004,216.0
50179,4436.420000000002,51.0
37209,3986.2299999999987,42.0
40134,3202.1700000000005,131.0
50180,545.7200000000001,16.0
47098,6182.739999999999,99.0
34110,430.45000000000005,9.0
47099,2252.88,23.0
19196,1576.31,37.0
50181,5642.74,114.0
50182,14103.689999999997,160.0
49134,7155.16,21.0
49135,4399.98,64.0
31175,1246.71,25.0
49136,1728.02,67.0
15051,141.95999999999998,48.0
32051,1561.1399999999994,284.0
30029,43311.01000000003,2618.0
48068,28.66,11.0
50183,1322.0599999999993,139.0
02053,18162.149999999994,476.0
48069,1411.2699999999957,411.0
44161,8364.04,146.0
26098,4509.679999999999,11.0
48007,598.8299999999998,88.0
08129,1343.4399999999998,52.0
08139,682.71,10.0
27033,6922.6600000000035,374.0
31176,971.7399999999999,123.0
30030,37335.259999999966,4705.0
50184,460.2100000000001,39.0
24101,10086.390000000001,96.0
47100,2026.7000000000003,59.0
42125,1275.9299999999998,4.0
42124,784.53,10.0
31177,566.2899999999998,35.0
50185,1402.44,37.0
26099,3113.5299999999997,213.0
31178,4812.89,134.0
31179,2964.7599999999993,58.0
03091,274.8999999999999,79.0
07039,2313.2199999999993,375.0
26100,961.7,21.0
03092,814.9000000000003,248.0
26101,1503.56,26.0
15053,474.0699999999997,167.0
33039,152.81,30.0
18141,2045.9499999999998,226.0
48908,239.08000000000007,49.0
31180,531.61,35.0
46177,999.85,329.0
48071,809.4699999999997,132.0
20057,475.61999999999995,60.0
20056,1408.4499999999985,183.0
03090,1318.8,124.0
15052,6270.760000000014,843.0
48067,1256.8499999999972,277.0
05135,1904.66,54.0
05136,1094.9399999999998,26.0
05138,2093.4900000000002,57.0
05139,1551.9300000000003,37.0
05140,409.48,33.0
40135,4882.169999999999,86.0
05141,262.96000000000004,28.0
05142,1578.2399999999996,50.0
05143,2131.19,32.0
40136,1485.0300000000002,61.0
48909,297.29,60.0
04065,1860.34,77.0
42127,2177.25,18.0
26102,929.9100000000002,133.0
26103,1994.8000000000002,99.0
25145,400.96999999999997,31.0
45107,6287.609999999999,171.0
46178,1277.9399999999991,341.0
16137,746.8600000000001,28.0
15054,1154.599999999999,449.0
05144,2409.35,31.0
05145,1138.02,29.0
42128,413.43000000000006,13.0
37211,6683.949999999999,114.0
05149,930.4799999999999,37.0
05147,3438.82,72.0
05148,1130.18,12.0
25025,28447.469999999994,126.0
33040,7259.900000000001,504.0
21051,4612.340000000002,77.0
05152,6144.600000000004,153.0
37213,614.51,24.0
37214,571.71,7.0
45108,3378.3799999999987,377.0
09229,1418.1199999999994,82.0
06090,4127.229999999999,207.0
37215,4370.370000000001,95.0
40138,6178.019999999998,157.0
05153,3391.75,63.0
47101,11587.880000000005,230.0
37212,270.4,11.0
05151,1432.4200000000003,19.0
28093,2068.37,9.0
10130,1998.3200000000002,557.0
05154,958.44,17.0
05155,1525.4699999999998,28.0
40139,4169.17,36.0
45109,12271.01,572.0
05156,686.3000000000001,27.0
12081,221.84999999999997,46.0
26104,458.25,7.0
22160,1502.3600000000001,57.0
05157,4509.0599999999995,26.0
28094,876.02,28.0
28095,3234.18,57.0
45110,3414.3899999999985,218.0
28096,5112.200000000003,322.0
37216,1659.1599999999996,56.0
40140,835.37,34.0
40141,2438.41,130.0
05158,2805.76,97.0
37217,480.72999999999996,21.0
10131,14643.169999999998,144.0
45111,1947.6199999999997,31.0
45112,7667.35,553.0
05159,6509.430000000001,118.0
05160,2458.52,28.0
05161,5107.92,54.0
05162,4179.55,30.0
13059,10620.649999999996,201.0
45113,14785.699999999999,501.0
05163,5107.67,154.0
10132,3040.49,268.0
06091,21504.64,864.0
37218,557.14,29.0
45114,7552.419999999999,160.0
05164,1.55,3.0
08140,254.15000000000003,10.0
50186,1783.51,33.0
40142,741.5000000000002,
40143,2526.99,28.0
40144,813.24,11.0
01041,425.13000000000005,61.0
05165,5669.08,58.0
37219,813.9300000000001,44.0
28097,797.18,19.0
05166,1359.46,58.0
46179,1237.7299999999996,564.0
26105,2373.41,177.0
05167,1553.5799999999997,35.0
08141,4335.25,74.0
09230,944.8400000000001,21.0
13060,5355.839999999999,66.0
19197,632.9,3.0
02054,3334.1700000000014,147.0
40145,3450.13,47.0
40904,654.81,8.0
40146,6040.45,74.0
23063,12690.78,896.0
41066,3862.24,171.0
10133,8956.499999999998,165.0
05168,3351.01,94.0
28099,3211.1299999999997,49.0
31181,8989.459999999997,42.0
37221,3316.6199999999994,79.0
17111,1204.0200000000002,45.0
05169,1581.2599999999998,28.0
05170,300.32,17.0
25146,10079.79,97.0
10134,3295.5199999999986,303.0
33041,3793.3100000000004,384.0
27034,5159.099999999995,487.0
49137,859.0299999999997,58.0
31182,764.4899999999999,12.0
09231,2198.7199999999993,54.0
15055,195.33000000000004,75.0
19198,1676.6399999999996,13.0
15056,4708.459999999998,838.0
37222,773.6899999999997,28.0
27035,509.87999999999994,70.0
09232,5725.94,27.0
05171,318.41999999999996,26.0
42130,2637.9499999999994,34.0
29075,909.2500000000003,445.0
02055,25932.32999999999,417.0
21052,342.05,22.0
26106,2032.03,4.0
18903,3184.57,205.0
36034,587.2899999999998,335.0
21053,6103.0999999999985,432.0
40148,1622.1600000000005,52.0
26107,2271.1600000000003,12.0
36035,331.09000000000003,78.0
18143,1675.3999999999999,81.0
50187,2347.3900000000003,22.0
05172,1189.2799999999997,38.0
04066,23618.560000000005,2748.0
18144,216.38,61.0
31088,4033.1299999999997,79.0
23064,4858.02,279.0
45115,4998.660000000002,377.0
24102,3754.85,70.0
45116,2625.8299999999995,95.0
27037,5174.110000000004,383.0
34112,669.95,17.0
06092,6545.469999999999,193.0
32052,407.08000000000004,170.0
44163,3771.7400000000002,6.0
44164,1406.0199999999998,21.0
44165,3617.0299999999997,23.0
15057,435.4299999999999,146.0
39047,173.34999999999997,18.0
42131,2182.159999999999,42.0
45117,10717.570000000003,138.0
50188,933.0599999999998,12.0
50189,1812.0499999999997,225.0
33042,236.1,37.0
08142,1064.29,14.0
43097,153.59999999999997,37.0
22162,1413.1099999999997,37.0
50190,1009.3600000000002,118.0
03093,2444.9499999999994,342.0
46180,71.96,25.0
45118,2954.75,160.0
42132,7457.810000000001,83.0
50191,2595.420000000001,136.0
03094,257.5299999999999,147.0
22163,7595.73,105.0
14046,6231.179999999999,633.0
47102,2639.4,85.0
50192,1134.88,17.0
28100,1145.02,12.0
50193,538.0699999999998,21.0
12082,3732.3599999999983,2011.0
43098,654.7499999999999,71.0
45119,1479.59,38.0
45120,1481.45,18.0
10135,79.52,37.0
31183,2191.8399999999997,66.0
14047,6273.589999999999,365.0
44167,5930.599999999999,22.0
45121,8109.360000000001,218.0
19199,344.25999999999993,2.0
31185,11255.289999999999,64.0
26109,469.15999999999997,14.0
31184,287.36999999999995,16.0
26108,5967.549999999997,105.0
25148,8091.440000000002,85.0
08143,2855.4700000000003,143.0
31186,2005.98,35.0
44168,6079.089999999999,89.0
24103,274.76,39.0
17112,1472.69,26.0
18145,46.61,22.0
04067,2538.5499999999997,93.0
36036,590.0000000000001,228.0
20063,1781.6599999999946,483.0
32053,744.8899999999995,297.0
31187,849.45,27.0
26110,2487.23,18.0
29076,143.29000000000002,66.0
30031,1201.6699999999998,305.0
44169,6649.93,71.0
05173,3380.48,18.0
01042,1373.8199999999993,135.0
20058,564.5699999999999,62.0
31188,1248.9999999999998,28.0
31189,1726.45,25.0
44171,940.47,13.0
34113,676.17,18.0
15058,147.55,74.0
31190,429.69,13.0
08145,1635.8199999999997,82.0
08146,866.09,18.0
08147,198.5,46.0
25149,932.42,37.0
45122,1064.32,92.0
44172,3080.09,118.0
25150,5970.289999999996,125.0
31191,7307.12,195.0
25151,3601.1199999999994,85.0
46181,2671.2599999999993,1382.0
35014,1019.2099999999999,134.0
06094,19594.899999999994,350.0
10136,7916.229999999997,95.0
06093,9269.999999999993,391.0
19200,775.4799999999999,11.0
41067,4132.299999999999,166.0
47103,3069.7199999999993,42.0
16139,4786.009999999999,147.0
08148,1005.2,17.0
06095,36647.25000000001,560.0
26111,237.12999999999997,17.0
46183,1094.3500000000008,255.0
31194,3089.1100000000006,81.0
19201,239.16,4.0
19202,208.34,3.0
16140,1204.1699999999998,34.0
28101,1474.1200000000001,17.0
16141,3929.600000000001,54.0
16142,2432.47,44.0
16143,1260.3000000000002,17.0
09235,1938.3899999999996,66.0
47104,7880.480000000002,166.0
37223,7561.269999999997,65.0
49138,4420.99,121.0
09236,706.8799999999999,24.0
44173,1476.8100000000004,60.0
47105,1327.9200000000005,30.0
34114,9862.559999999996,108.0
47106,1477.2,28.0
46182,1128.81,197.0
12083,2717.969999999999,42.0
40149,6081.609999999998,170.0
31192,4652.61,50.0
08149,3171.99,78.0
17114,932.82,90.0
25152,1426.3299999999997,56.0
04068,429.99,39.0
04069,163.54,18.0
08144,2332.88,50.0
42134,7401.97,148.0
22164,379.94000000000005,35.0
11024,15061.549999999997,882.0
50194,1457.6000000000006,62.0
24104,461.52,35.0
25153,871.7100000000002,83.0
25154,666.9700000000001,46.0
42135,1349.8799999999999,23.0
12084,4015.3899999999967,1157.0
03095,573.85,275.0
48073,177.98000000000002,39.0
03096,2027.5100000000002,341.0
33043,2792.9099999999994,112.0
45123,1420.6599999999996,46.0
46184,3392.6000000000017,337.0
22165,7332.760000000007,160.0
02056,3461.6999999999994,345.0
24105,832.78,71.0
09239,785.9399999999999,10.0
03097,770.4499999999997,272.0
37224,3052.3500000000004,93.0
31195,6046.400000000001,32.0
09241,795.69,18.0
31196,610.97,9.0
05174,929.5400000000001,27.0
50195,493.06,25.0
18146,25150.74,319.0
23065,7751.719999999999,264.0
15059,7844.350000000015,1501.0
19203,466.04,2.0
17115,794.68,33.0
20076,220.78000000000006,22.0
19204,1810.9299999999998,15.0
40150,1211.79,26.0
06096,992.0800000000004,72.0
06097,2485.9900000000007,111.0
20905,387.38,43.0
50196,393.34000000000003,52.0
50197,4200.280000000001,54.0
20060,272.93,24.0
25155,795.6199999999999,34.0
45124,11501.509999999991,565.0
18147,10218.76,374.0
04070,12942.590000000013,630.0
03099,19853.17000000001,2940.0
44174,4376.099999999999,26.0
20061,596.7699999999999,70.0
08150,1425.6000000000001,57.0
31197,565.73,18.0
08151,3657.940000000002,119.0
31906,268.04999999999995,13.0
20062,197.08000000000007,39.0
31198,374.83000000000004,5.0
45125,26104.169999999995,214.0
12085,488.19000000000017,108.0
15060,3129.6799999999953,614.0
38026,866.299999999999,420.0
31199,2291.1699999999996,15.0
48075,3163.139999999999,336.0
08152,737.26,20.0
31211,1359.25,6.0
44175,4267.329999999999,66.0
26112,3052.3799999999997,15.0
40151,1061.19,19.0
40901,427.02000000000004,20.0
15061,6073.84,788.0
48083,226.69000000000003,32.0
28102,1072.62,76.0
03098,292.21000000000004,57.0
25156,5208.289999999997,176.0
16145,5760.029999999997,104.0
50198,51.57000000000001,14.0
24106,6755.329999999999,50.0
50199,1349.1200000000003,36.0
05175,2055.6899999999996,42.0
17116,1557.89,9.0
34116,755.3500000000001,14.0
34901,10010.269999999993,117.0
02057,15116.51,258.0
22167,2594.9,159.0
25157,2175.41,68.0
41068,50808.01999999996,995.0
31200,4188.590000000001,227.0
45126,2190.5899999999997,39.0
49139,2560.9,33.0
40152,3062.89,73.0
18148,2483.7700000000004,172.0
46185,466.0300000000001,125.0
18149,998.5799999999999,100.0
48072,351.41,42.0
32054,562.09,240.0
27038,3431.8399999999983,399.0
27039,5384.710000000002,786.0
15062,2875.6199999999844,760.0
33044,7548.600000000005,761.0
01043,3789.190000000001,158.0
15063,1759.1599999999994,428.0
09238,10706.329999999998,133.0
20059,3606.770000000008,471.0
08154,624.8500000000003,44.0
15064,1075.5099999999993,273.0
32055,831.9999999999997,165.0
05176,3194.0399999999995,55.0
09242,2206.32,17.0
09243,2180.120000000001,36.0
32056,544.0399999999997,210.0
15065,652.3100000000001,247.0
09244,48.60999999999999,6.0
18150,2537.8000000000015,316.0
04071,2022.0500000000002,38.0
46186,90.65,33.0
35015,1371.6899999999998,65.0
40154,889.8100000000001,13.0
05177,1940.1900000000007,75.0
37225,859.0900000000001,27.0
49141,2760.93,76.0
24107,5854.779999999998,105.0
16146,5027.639999999999,37.0
16147,2068.8999999999996,19.0
05178,4272.569999999999,101.0
09247,387.44,13.0
49143,3182.48,28.0
09246,6571.629999999999,55.0
24108,2172.23,35.0
37226,2086.2299999999987,82.0
49142,1156.61,53.0
24109,1488.6,57.0
41069,7757.890000000005,947.0
37228,3447.83,76.0
08155,364.84999999999997,80.0
17117,814.5400000000002,51.0
17118,381.3900000000001,18.0
12087,275.18,6.0
27040,8657.37,906.0
25158,1096.8700000000001,104.0
17119,360.45,21.0
17121,813.25,44.0
17120,1826.3900000000003,74.0
08156,574.5100000000002,31.0
47109,2451.61,46.0
40155,2547.68,25.0
09249,654.0200000000001,19.0
09248,260.77,
34120,5954.289999999998,115.0
37229,1650.0400000000002,56.0
14048,1219.19,141.0
34121,3834.4499999999985,83.0
43100,62.08,15.0
08157,24.490000000000002,4.0
07040,8406.19000000001,589.0
43099,2086.21,170.0
46187,906.89,347.0
21054,5231.29,253.0
14049,15022.600000000002,578.0
19208,302.36,5.0
35016,1052.7899999999997,216.0
46188,39.260000000000005,51.0
22168,414.0300000000001,17.0
17123,393.78000000000014,39.0
46189,220.07999999999996,59.0
44176,847.21,19.0
16148,6065.369999999997,177.0
41070,675.7,37.0
06098,3126.8299999999995,33.0
45127,1274.8300000000002,51.0
16149,283.93,2.0
10137,1308.9399999999998,223.0
21055,896.8900000000001,142.0
17124,1565.2399999999998,83.0
18151,1718.9299999999998,31.0
09250,1453.98,33.0
31201,340.36,27.0
09251,3962.33,29.0
44177,8425.67,57.0
50200,2497.5499999999993,250.0
22170,9212.92,25.0
45128,1522.4800000000002,33.0
27041,4899.979999999996,835.0
05179,2033.8399999999997,77.0
08158,43.17999999999999,21.0
16150,4435.860000000001,36.0
28104,1274.65,22.0
50201,696.7499999999998,84.0
50202,406.4999999999999,74.0
37230,992.3299999999998,26.0
37231,2439.560000000001,77.0
32057,849.5200000000001,130.0
41071,8951.540000000005,490.0
27042,8242.230000000005,706.0
37232,3438.8300000000013,104.0
27043,4784.050000000002,547.0
34122,2194.57,19.0
24110,608.5600000000001,49.0
29077,2021.43,36.0
03100,313.37000000000006,137.0
09253,894.12,37.0
17125,884.24,19.0
19209,2326.4799999999996,17.0
16151,870.9899999999999,19.0
45129,603.6400000000001,24.0
34123,12917.05,223.0
19210,743.7199999999999,21.0
19211,4112.789999999999,64.0
08159,281.72999999999996,25.0
28106,948.6600000000001,28.0
17126,633.6199999999999,43.0
06099,9336.049999999997,146.0
16152,3646.8700000000003,36.0
05180,1315.5499999999997,33.0
44178,2498.8900000000003,29.0
33045,13564.78,576.0
47110,1416.3600000000001,39.0
45130,2268.3699999999994,49.0
04072,1456.749999999999,126.0
09255,1502.59,19.0
20064,235.05999999999997,17.0
10138,3317.95,174.0
05181,1233.28,22.0
38027,1313.01,362.0
43101,1870.399999999999,75.0
37233,602.28,15.0
27044,12116.420000000007,1036.0
19212,3694.4199999999996,133.0
50203,889.3000000000002,58.0
46190,546.43,144.0
11025,662.37,25.0
21056,8122.200000000002,414.0
02058,992.9499999999999,72.0
04073,308.72999999999996,42.0
28107,658.85,25.0
17128,543.27,48.0
43102,3626.9899999999993,241.0
12088,245.51999999999998,17.0
21057,13668.820000000003,187.0
37234,4446.219999999999,57.0
34124,2124.8399999999997,37.0
36037,353.18000000000006,162.0
26113,2469.81,11.0
23066,7807.900000000002,558.0
04074,646.9499999999999,69.0
16153,5833.650000000002,242.0
27045,4195.239999999997,356.0
47111,2068.0300000000007,79.0
47112,1255.2299999999998,82.0
46191,2898.8499999999985,519.0
49145,9630.51,20.0
40156,1227.37,33.0
37235,2233.06,46.0
34125,1996.39,23.0
19213,2206.3999999999996,16.0
03101,987.1500000000001,572.0
41072,4389.400000000001,321.0
17129,952.9800000000001,25.0
28108,864.22,22.0
14050,1703.28,88.0
05182,5354.6,331.0
18152,10368.580000000002,316.0
13061,9415.150000000003,786.0
05183,1202.4199999999996,53.0
14051,11064.210000000003,331.0
50204,9215.580000000002,199.0
09256,5938.090000000001,189.0
09259,4704.71,63.0
34126,2268.1699999999996,84.0
09257,1533.9900000000002,22.0
09258,1855.71,55.0
47113,5023.61,72.0
50205,1168.6900000000003,29.0
37236,1885.3799999999999,47.0
37237,7076.76,105.0
37238,789.81,19.0
26114,525.4,14.0
41073,21885.959999999995,315.0
10139,3313.98,58.0
37239,1982.3100000000004,41.0
16154,18868.260000000028,1121.0
23067,5700.910000000001,614.0
03102,4039.919999999999,1433.0
49146,2539.95,88.0
05184,5005.199999999999,43.0
37240,1771.3800000000003,63.0
45131,3772.159999999999,85.0
37241,1289.0699999999997,26.0
37242,3995.7200000000007,65.0
28109,288.53,10.0
40157,579.4399999999999,13.0
49147,1050.8100000000002,58.0
49148,1165.6299999999994,40.0
18153,293.51,64.0
39048,1799.0200000000004,143.0
03103,963.7199999999999,119.0
25164,2201.309999999999,110.0
12089,1368.5799999999997,237.0
45132,4089.31,66.0
49150,2153.6,6.0
17130,497.46,37.0
44180,2029.26,19.0
08160,2345.9,37.0
43103,226.61999999999998,55.0
16155,7140.809999999997,178.0
09262,2130.45,38.0
17132,3149.5000000000014,124.0
10141,4373.939999999999,163.0
10140,5854.740000000001,160.0
06101,15574.100000000002,171.0
16156,2172.2599999999998,32.0
44181,1506.1599999999999,21.0
37248,1888.0000000000002,38.0
37249,2781.9700000000003,35.0
19216,898.33,6.0
34127,2462.6799999999994,27.0
28110,1341.9999999999998,153.0
44182,7039.330000000002,70.0
10142,3074.4300000000007,173.0
22174,10995.819999999996,199.0
22175,4425.259999999999,154.0
31202,8590.400000000001,206.0
22176,945.9400000000005,52.0
19217,4374.31,18.0
25165,3384.6800000000003,74.0
24112,11897.160000000002,32.0
22177,1522.9399999999998,38.0
49151,3888.9000000000005,112.0
50206,7214.219999999997,111.0
32058,500.52999999999986,227.0
43104,2784.4399999999996,659.0
49152,11914.009999999998,162.0
37250,2275.9199999999996,119.0
29079,3766.4899999999984,597.0
49153,1873.5799999999997,36.0
34904,14742.879999999997,91.0
37251,562.12,35.0
40158,515.66,26.0
32059,1674.599999999999,329.0
22178,2560.0600000000004,47.0
39050,6359.81,100.0
10143,2559.01,46.0
10144,1179.9799999999996,249.0
33048,502.5099999999999,41.0
39051,932.8900000000001,15.0
16157,1304.4799999999998,209.0
47116,3088.149999999999,89.0
31203,2578.26,4.0
32060,199.54999999999998,65.0
07041,4570.59,319.0
03104,2616.899999999999,230.0
46192,73.28,59.0
02061,6741.339999999997,104.0
18154,7658.62,234.0
28111,3807.440000000003,68.0
37243,2231.97,50.0
37244,349.59999999999997,21.0
01044,2002.6899999999998,44.0
47114,4648.9400000000005,211.0
41074,7097.8899999999985,249.0
47115,6284.2599999999975,119.0
22172,10938.819999999998,155.0
05185,1861.5399999999995,55.0
19214,2402.62,4.0
06100,4010.169999999999,139.0
19215,3294.8499999999995,44.0
33046,6725.57,104.0
33047,5007.35,152.0
37245,3143.1100000000006,51.0
37246,1858.3099999999997,49.0
09261,3425.1599999999994,136.0
37247,1034.07,32.0
44179,3684.229999999999,121.0
14052,5542.939999999998,103.0
39049,2532.04,35.0
22173,6813.27,74.0
02060,9572.549999999997,345.0
02059,13891.690000000004,69.0
49149,8757.130000000001,129.0
49154,3874.6099999999997,21.0
46193,321.28,135.0
46194,4690.629999999997,1829.0
16158,1513.3000000000004,123.0
13062,4748.42,93.0
13063,38820.539999999986,641.0
05186,3188.17,93.0
49155,1232.25,41.0
05187,5227.090000000001,166.0
31204,1287.31,37.0
10145,363.09000000000003,9.0
50207,2123.2,27.0
39052,3408.81,397.0
08161,3293.7600000000007,150.0
09265,615.79,23.0
03902,6507.4900000000025,353.0
41075,2562.5200000000004,465.0
46195,178.19000000000003,185.0
43105,1879.4099999999992,104.0
33049,9624.160000000005,971.0
50208,17856.800000000007,357.0
12090,1042.3,31.0
18910,1501.18,219.0
38901,202.80999999999995,57.0
16159,4435.320000000002,127.0
40159,1011.86,26.0
40160,1430.6199999999994,58.0
09267,2211.5199999999995,45.0
16160,1804.7399999999998,43.0
08163,68.01999999999998,33.0
09266,5894.75,18.0
37252,1446.5399999999997,67.0
43106,1973.4300000000005,353.0
25166,5763.450000000003,85.0
46196,141.81,35.0
09270,4485.82,74.0
19218,344.20000000000005,13.0
19219,393.56,2.0
49156,1979.7200000000003,64.0
09268,1365.99,11.0
09269,1176.37,11.0
42139,1289.09,8.0
28112,1476.85,20.0
26115,1164.8,4.0
15066,5721.430000000011,993.0
37253,2088.6800000000003,34.0
49157,1454.91,37.0
34129,4525.209999999999,72.0
10146,256.6400000000001,92.0
25167,8554.359999999999,118.0
03105,6479.130000000002,534.0
18157,588.01,57.0
18158,7137.309999999999,609.0
50209,1187.0,68.0
50210,2167.4,26.0
28113,4262.349999999999,36.0
10147,3582.8,110.0
19220,1565.71,45.0
19221,1336.8400000000001,14.0
16161,2232.04,33.0
43107,424.30000000000007,54.0
22181,1593.11,35.0
44183,2048.1800000000003,20.0
37254,1909.0099999999998,71.0
31205,3831.42,57.0
29080,3370.6600000000008,325.0
37255,1037.67,27.0
34130,1351.8200000000002,39.0
