Codigo Municipio,Superficie (Ha) Agricolas,Nº Explotaciones Agrícolas
16066,4468.369999999998,432.0
05053,1043.23,21.0
47036,2835.5700000000006,53.0
10058,8383.02,173.0
05054,1195.0,129.0
22081,4500.039999999999,153.0
09077,751.0400000000001,25.0
09078,895.3000000000001,4.0
31068,4713.710000000002,409.0
44064,2123.15,21.0
31069,8133.88,143.0
43041,2054.729999999999,167.0
05055,570.12,33.0
10059,5900.759999999998,85.0
37091,3018.11,73.0
46089,1739.4599999999996,318.0
40045,629.7099999999999,9.0
33015,28167.160000000003,410.0
50074,27658.96999999999,779.0
19074,507.89000000000004,10.0
17044,2106.61,121.0
08049,1992.0699999999988,88.0
03053,5351.800000000002,517.0
18044,810.6799999999996,124.0
10060,9086.170000000002,754.0
26043,1045.6299999999997,31.0
39019,499.9,74.0
21022,439.31000000000006,36.0
16067,2818.8699999999994,65.0
31070,1103.3500000000004,26.0
50075,637.4200000000001,56.0
19075,1384.4099999999994,28.0
22083,10067.050000000001,150.0
22084,2108.0,42.0
44065,1432.7900000000002,30.0
50077,5886.9000000000015,83.0
50076,132.09,23.0
22082,2051.6899999999996,70.0
44066,1048.93,15.0
22085,1876.6599999999994,53.0
07064,439.16,23.0
12037,740.14,7.0
03054,785.0699999999998,179.0
03075,457.54000000000025,83.0
25904,3717.47,72.0
08057,728.84,8.0
17048,167.1,15.0
09079,1229.9299999999998,17.0
37092,1336.9799999999996,38.0
37185,3009.37,72.0
05056,1483.7299999999998,34.0
23025,9946.129999999997,676.0
44070,3985.97,27.0
13033,9093.240000000003,568.0
11013,16328.039999999999,68.0
19076,650.9399999999999,8.0
25064,3580.1700000000005,48.0
08052,540.21,9.0
08050,1353.13,9.0
08051,605.9,28.0
08053,551.36,14.0
08054,549.35,63.0
08055,1534.7499999999998,28.0
25067,4228.9400000000005,289.0
08056,117.45,3.0
08058,2074.199999999999,158.0
08060,1557.08,65.0
08059,3027.5800000000004,72.0
12038,2250.51,50.0
08061,675.2199999999999,26.0
08062,1303.0799999999997,18.0
25068,1178.7299999999996,118.0
12039,1235.8899999999999,248.0
17047,3467.0300000000007,107.0
25069,3198.9600000000005,144.0
46090,580.1000000000001,201.0
08063,955.9799999999999,33.0
12040,5203.139999999996,1468.0
46091,188.21,84.0
44071,14290.220000000001,240.0
25070,1183.9099999999992,150.0
08064,1675.3400000000001,36.0
43042,71.06,21.0
08066,612.86,25.0
08065,2187.060000000001,192.0
44067,3285.8800000000006,31.0
44068,1471.63,89.0
46092,935.8100000000001,106.0
22086,1563.7999999999997,25.0
22087,2206.5500000000006,36.0
09083,556.0500000000001,12.0
34048,2312.8,24.0
06035,9026.82,661.0
41027,29437.690000000002,185.0
09082,424.73,12.0
24042,2137.92,35.0
19078,274.21,22.0
42056,1356.29,14.0
50078,3011.46,94.0
22088,939.0099999999996,64.0
41030,1555.1,98.0
18045,8067.03,285.0
16068,1460.6999999999998,77.0
37096,13171.96,105.0
40046,1699.4300000000003,25.0
42058,3264.5,77.0
16070,1443.3800000000003,23.0
45043,3439.1800000000003,159.0
16072,5048.21,103.0
23026,5987.330000000002,1363.0
12041,331.4699999999999,49.0
41031,18946.59,194.0
16071,820.0699999999999,18.0
22089,1720.0399999999993,99.0
31071,1696.0700000000002,9.0
19079,912.1600000000001,6.0
42057,2772.0699999999997,83.0
37097,3372.9500000000003,25.0
47037,2295.61,68.0
34049,7773.6900000000005,94.0
32022,598.83,216.0
32021,969.4099999999996,243.0
18046,21607.91,861.0
09090,1185.7000000000003,22.0
24043,6714.5599999999995,32.0
34050,3550.1800000000007,63.0
47038,1492.3099999999997,43.0
34051,3396.419999999998,52.0
09088,739.1899999999998,15.0
34052,3272.9599999999996,38.0
49040,2014.08,41.0
09084,547.61,16.0
24044,410.4,32.0
09085,1865.9499999999998,120.0
09086,2231.61,20.0
47039,3370.4300000000003,70.0
33016,1228.9299999999994,326.0
32023,3016.369999999999,241.0
04033,1086.72,41.0
40047,1695.4099999999996,28.0
27010,11511.830000000005,1157.0
14019,18410.389999999992,1429.0
39020,3368.66,230.0
47040,1776.2200000000007,41.0
24046,5821.3499999999985,158.0
24047,16007.929999999998,117.0
47041,1878.53,47.0
49041,1905.8700000000003,51.0
09091,12406.89,161.0
40048,1454.73,19.0
47042,1502.4199999999996,33.0
34053,4341.780000000002,48.0
47043,6648.8099999999995,124.0
49042,4811.49,94.0
47044,1997.1,23.0
47045,9327.67,201.0
24049,1719.2199999999998,122.0
33017,5366.680000000008,420.0
47046,2536.879999999999,53.0
40049,778.1100000000001,12.0
40051,1478.1599999999999,11.0
24050,1930.0599999999997,37.0
27011,8959.560000000009,1007.0
49043,5902.390000000002,103.0
47047,3072.2899999999995,86.0
26044,1654.22,8.0
06036,37975.590000000004,607.0
46093,995.3200000000003,351.0
46094,905.5700000000003,218.0
12042,6176.880000000002,249.0
43043,796.4800000000001,125.0
36010,96.46000000000001,50.0
03055,1123.0099999999998,276.0
02025,10427.71,456.0
46095,2203.799999999999,262.0
12043,1832.32,160.0
25071,287.22,10.0
09063,1174.9300000000003,38.0
09093,1678.53,44.0
45045,1547.9000000000003,91.0
23027,3855.0,271.0
41032,31656.619999999995,486.0
23028,12723.290000000017,850.0
49044,632.9800000000001,26.0
03052,1516.1000000000001,239.0
16047,5007.200000000001,70.0
41901,2267.78,208.0
44062,2086.2200000000003,24.0
44060,2833.2999999999997,26.0
13029,992.5800000000002,19.0
44061,84.82000000000001,8.0
16046,9608.25,54.0
42050,1375.75,13.0
16048,1253.49,47.0
10044,12875.880000000003,505.0
18040,1053.42,30.0
26040,573.8800000000001,32.0
16049,2796.900000000002,79.0
10045,5265.0,72.0
21020,2435.88,115.0
16050,5315.639999999999,151.0
16051,3062.12,54.0
16052,3938.3099999999995,38.0
14014,9763.88,530.0
29035,11001.659999999994,431.0
36009,3168.5199999999986,510.0
49034,3407.9199999999996,76.0
19066,902.6200000000002,41.0
44063,431.20000000000005,14.0
16053,326.27000000000004,8.0
49035,4028.729999999999,62.0
24051,7281.060000000004,121.0
24052,6027.19,59.0
45046,2671.4500000000007,270.0
09094,1009.1099999999999,15.0
05057,4935.879999999999,410.0
24053,1412.7300000000002,60.0
10061,11357.849999999999,383.0
15022,3982.9399999999964,499.0
10062,5095.7699999999995,68.0
40052,1159.3799999999999,32.0
45047,2254.99,67.0
44074,6699.660000000004,100.0
15023,1868.7099999999991,294.0
30017,12295.040000000003,1552.0
47048,3581.0700000000006,77.0
09095,685.1499999999999,22.0
44075,8892.150000000005,117.0
32024,1731.2499999999986,338.0
44076,10348.160000000002,305.0
17189,178.18,41.0
26045,608.6199999999999,9.0
17049,570.2099999999999,23.0
31193,3591.5,127.0
19080,1193.1699999999998,29.0
19081,791.3199999999999,11.0
18047,27.06,12.0
26046,1986.2899999999997,246.0
28037,5871.66,286.0
02026,3994.400000000001,232.0
32025,317.42,154.0
08067,596.0999999999999,52.0
19082,585.2999999999998,30.0
42059,920.5399999999998,12.0
37098,204.05,43.0
05058,1362.1499999999999,24.0
42060,836.63,14.0
15024,3878.1099999999924,907.0
28038,2834.0200000000004,56.0
08268,1069.8400000000001,15.0
46096,42.18,17.0
08266,309.04,19.0
36011,725.0099999999998,192.0
15025,1184.3899999999983,304.0
37099,644.2,23.0
49046,3219.4900000000002,91.0
49047,1600.37,41.0
37100,1025.01,37.0
10063,1330.3299999999995,151.0
40053,843.9900000000001,14.0
40054,3038.54,22.0
09098,5178.390000000001,89.0
49048,1091.3000000000002,20.0
44077,201.08,11.0
37101,3042.41,74.0
45048,3094.2399999999993,96.0
09100,1563.3400000000001,27.0
37102,1911.06,105.0
21023,18564.22,307.0
27012,9425.980000000009,684.0
34055,5688.000000000001,60.0
08068,295.37,11.0
25072,3138.890000000001,172.0
28039,13.55,2.0
34056,19446.590000000004,166.0
50079,1876.2199999999996,107.0
45049,2323.0499999999993,95.0
16073,3107.6199999999994,79.0
12044,2464.4799999999996,342.0
26047,4626.760000000001,342.0
50080,2233.64,5.0
17050,579.8700000000001,39.0
25073,2288.0100000000007,215.0
47049,2039.35,30.0
27013,1111.8199999999997,220.0
37103,3523.309999999999,137.0
15026,3005.7199999999943,558.0
50081,5825.190000000001,69.0
51001,57.89,7.0
30018,317.49999999999994,257.0
34058,2783.7,52.0
34057,4469.380000000002,87.0
37114,1345.67,20.0
22094,941.5399999999998,38.0
05067,1479.93,21.0
32029,4101.850000000001,199.0
27016,10331.610000000022,1419.0
28051,598.78,7.0
18059,1315.1000000000004,263.0
40065,3516.13,117.0
19103,11000.0,50.0
06042,3916.4300000000003,99.0
46107,1378.5600000000002,373.0
46106,14214.439999999999,356.0
19104,43.0,
46108,788.16,167.0
04036,372.5000000000001,34.0
12052,2408.34,255.0
46109,4340.809999999998,608.0
22095,2083.92,20.0
23029,10648.099999999993,615.0
11015,10103.630000000001,289.0
12053,655.48,273.0
16023,2949.54,35.0
19106,375.24,9.0
13038,15929.570000000002,398.0
23030,2285.02,332.0
19105,2826.8599999999997,64.0
18061,7663.24,338.0
22096,832.7899999999998,23.0
02029,57225.14,397.0
28052,5963.540000000001,381.0
11016,2031.7999999999993,525.0
50092,3452.8399999999997,46.0
04037,14671.480000000005,457.0
46111,6815.359999999998,883.0
50093,877.73,35.0
12055,2615.83,41.0
12056,656.4099999999999,121.0
24065,6272.179999999999,339.0
45056,2019.6599999999996,86.0
21030,2054.81,225.0
45057,710.8,43.0
46112,1508.0600000000006,280.0
16081,2852.9900000000002,33.0
18062,169.10999999999999,71.0
09101,1571.9499999999998,41.0
26048,1214.6399999999999,14.0
42061,6120.1799999999985,29.0
28040,2338.8399999999997,147.0
16074,20.85,5.0
30019,14517.750000000015,1544.0
39021,4262.38,101.0
19086,5204.11,131.0
47050,5146.950000000002,168.0
42062,9.9,4.0
47051,3332.7,64.0
42063,2096.6800000000003,27.0
26049,609.6000000000003,41.0
18048,1215.2,114.0
05059,947.0699999999999,24.0
09102,201.34,
10064,13835.399999999998,343.0
37104,1187.1699999999998,14.0
09103,4321.299999999998,84.0
09104,1321.93,16.0
40055,1177.7299999999998,25.0
39022,8074.230000000001,159.0
24054,2558.420000000001,124.0
24055,6491.699999999999,145.0
50082,734.4800000000002,24.0
50083,497.88000000000005,15.0
19087,253.48000000000002,4.0
12045,1398.3700000000001,46.0
31072,3180.5600000000004,338.0
37106,8254.769999999999,117.0
12046,252.14,14.0
31074,2547.23,81.0
42064,4443.589999999999,29.0
31075,472.1700000000001,13.0
19088,1436.4199999999996,46.0
45050,634.2200000000001,
09105,3760.44,41.0
19089,567.78,4.0
26050,829.2800000000002,38.0
42065,681.0399999999998,14.0
05060,2282.0899999999997,45.0
34059,5779.730000000001,110.0
17051,930.8199999999999,40.0
47052,2987.7000000000007,34.0
24056,8593.169999999998,105.0
13034,26061.750000000007,467.0
37107,21677.360000000004,442.0
07015,14460.809999999998,314.0
25074,1422.6499999999994,54.0
31076,2730.499999999999,75.0
50084,914.7,27.0
25075,1607.8500000000001,41.0
26051,1489.7700000000002,64.0
33018,3107.1099999999988,319.0
04034,958.88,66.0
45051,1623.7500000000002,38.0
19090,1268.0300000000002,5.0
28041,1137.9999999999998,17.0
45052,1019.73,
34060,2601.2599999999993,42.0
40056,784.35,22.0
49050,4926.83,47.0
40057,9721.589999999998,94.0
37108,905.08,33.0
03056,1569.0300000000002,401.0
50085,969.0999999999998,34.0
40058,4583.98,195.0
50086,2032.3899999999999,79.0
06037,3742.7499999999986,200.0
44080,1159.76,47.0
46097,5392.370000000001,161.0
47053,646.3600000000001,31.0
47054,5476.639999999998,193.0
19091,676.8200000000002,17.0
09108,2341.5699999999997,42.0
18049,1644.9899999999993,173.0
18050,4725.06,407.0
19092,3316.400000000001,49.0
25076,1210.0800000000002,95.0
29042,4834.630000000003,1054.0
15027,599.5500000000002,142.0
17054,486.59999999999997,12.0
32026,948.08,205.0
05061,1145.51,24.0
39023,69.83999999999999,15.0
25077,3557.79,102.0
10065,2646.1199999999994,177.0
40059,1281.2400000000002,7.0
28046,1221.69,33.0
28047,1200.9599999999998,11.0
05062,2094.2099999999996,58.0
05063,126.09,5.0
34061,1769.7299999999998,25.0
08069,26.26,6.0
43045,441.60999999999996,22.0
08070,1296.48,37.0
29043,4880.350000000002,531.0
28045,13876.460000000008,222.0
37109,3419.14,67.0
28043,7537.010000000003,538.0
28042,2047.3800000000003,26.0
28044,567.41,15.0
18051,5960.499999999999,745.0
17055,148.22,7.0
33019,4605.789999999999,409.0
22090,1473.84,70.0
25163,902.09,25.0
29044,1090.1999999999996,287.0
39024,871.0300000000003,85.0
29045,3949.7,216.0
25161,4391.7699999999995,145.0
40060,2616.2599999999993,58.0
09109,10447.150000000001,225.0
19095,561.46,5.0
19096,382.21,11.0
43046,1664.71,71.0
03057,384.62,107.0
24057,1275.3899999999999,78.0
34062,6659.160000000002,48.0
19097,982.28,3.0
11014,5844.250000000003,399.0
14020,3653.4000000000005,46.0
10066,2598.2900000000004,46.0
07016,780.66,93.0
43047,1649.96,357.0
41033,47504.35000000002,545.0
05064,2159.4999999999995,65.0
45053,31372.519999999993,1108.0
50087,510.11,11.0
09110,3128.94,19.0
49052,967.2999999999998,38.0
19098,684.55,15.0
08071,782.5400000000001,25.0
44082,5489.39,25.0
46098,1009.4000000000001,477.0
43048,4459.750000000003,380.0
08072,5.9,
24058,3203.669999999999,63.0
25078,1385.1099999999992,175.0
47055,3879.7300000000014,64.0
15028,130.19000000000003,38.0
14021,108619.98000000003,1564.0
06038,2931.8199999999983,195.0
37110,1170.82,33.0
34063,2998.2599999999998,17.0
26052,523.97,44.0
19099,13843.279999999997,77.0
31077,4168.410000000002,477.0
26053,800.7300000000001,47.0
49053,3448.9299999999994,133.0
27014,7912.500000000021,1022.0
10067,10742.249999999993,414.0
41034,5877.8200000000015,145.0
41035,3267.270000000001,155.0
15029,5601.989999999999,1024.0
26054,1874.3499999999995,123.0
08073,6.13,
17056,1909.1899999999987,152.0
43049,1815.899999999999,214.0
06039,7972.2899999999945,170.0
41036,9704.07,288.0
28048,1556.8499999999992,54.0
26055,651.2099999999999,25.0
45054,27780.109999999993,957.0
40061,1551.6100000000001,34.0
13035,10301.370000000004,215.0
02027,8952.720000000005,107.0
49054,4958.4800000000005,149.0
41037,4808.339999999998,319.0
39025,3834.0899999999997,162.0
47056,1581.5600000000004,58.0
06040,2610.5499999999997,111.0
21024,4615.27,76.0
32027,186.04999999999995,56.0
21025,5254.779999999997,310.0
21026,2615.3,55.0
31078,3356.7899999999995,127.0
44084,1900.51,21.0
12048,1968.6699999999996,65.0
18053,10913.910000000002,539.0
46099,2554.8299999999995,298.0
29046,16761.289999999994,163.0
18054,859.6900000000002,196.0
13036,7756.260000000004,342.0
24059,579.6500000000001,174.0
15030,206.88,59.0
09112,1048.27,44.0
33020,1957.1999999999969,341.0
39026,4068.3099999999995,182.0
17057,927.1299999999999,65.0
44085,4961.75,46.0
42068,4599.709999999998,74.0
28049,12.829999999999998,5.0
27015,8196.78000000001,1202.0
07017,653.4699999999999,94.0
12049,758.9499999999998,115.0
50088,2036.2199999999998,171.0
49055,1489.81,26.0
46100,256.9299999999999,132.0
02028,278.53000000000003,98.0
36012,992.4499999999988,402.0
42069,10398.859999999999,18.0
09113,2207.23,43.0
36013,5737.92,228.0
12050,6319.2400000000025,569.0
03058,692.47,101.0
13037,6389.01,328.0
40902,1755.9999999999998,53.0
36014,233.76999999999992,98.0
43050,148.98,24.0
24060,6012.5199999999995,43.0
17058,470.06,32.0
05065,2985.65,84.0
44086,2852.779999999997,232.0
03059,1634.5799999999986,485.0
06041,1394.37,120.0
37112,827.79,34.0
44087,1905.8899999999999,22.0
17901,3176.33,91.0
10068,3637.8499999999995,259.0
24061,6962.08,135.0
32028,1692.6499999999971,356.0
50089,191.42,12.0
44088,380.47,16.0
28050,565.29,12.0
50090,4564.1,69.0
08074,187.89999999999998,27.0
25079,3036.4199999999996,150.0
34066,1786.3099999999997,27.0
24063,7989.830000000001,104.0
47057,1104.53,51.0
24062,783.3900000000002,28.0
40062,2445.39,12.0
19102,1686.7300000000002,26.0
09114,1900.2700000000002,17.0
49056,2709.4900000000002,78.0
24064,1880.99,114.0
44089,4407.110000000001,14.0
49057,1000.0799999999999,31.0
09115,806.2100000000002,32.0
37113,7966.169999999998,100.0
49058,3067.369999999999,73.0
42071,12654.19,82.0
44090,1811.6999999999994,41.0
33021,5494.849999999999,241.0
49059,1174.3200000000002,46.0
40063,22566.419999999984,522.0
16078,77299.39,267.0
47058,4772.919999999997,77.0
50091,1949.7200000000005,41.0
45055,3333.1899999999996,231.0
44092,73.38999999999999,16.0
41903,2020.3000000000002,205.0
42073,3193.64,35.0
09117,375.72,37.0
16079,15.0,
29047,1281.7599999999998,164.0
44094,2249.99,27.0
44093,2047.34,32.0
40905,3002.7399999999993,63.0
09119,825.3199999999999,
29049,2290.509999999999,485.0
04035,7348.869999999998,503.0
29048,1142.0499999999997,173.0
18912,4401.150000000001,613.0
05066,1598.21,124.0
12051,5002.510000000001,380.0
18056,31184.94000000002,664.0
18057,175.45,47.0
46105,3080.9500000000007,913.0
15031,575.29,210.0
10069,8976.499999999998,122.0
21029,8989.11,195.0
21027,984.8299999999999,21.0
21028,13681.25,83.0
43051,165.23000000000002,6.0
36015,5292.689999999999,655.0
47059,876.0799999999999,34.0
15032,5945.640000000008,671.0
29050,601.5400000000001,261.0
26056,1536.0599999999995,91.0
28053,3978.3699999999994,38.0
13039,40723.69999999999,1602.0
46113,80.97,95.0
04038,3980.28,387.0
17060,988.23,24.0
50094,2287.43,115.0
26057,1192.29,11.0
18063,3732.0700000000006,223.0
17061,1581.27,31.0
03061,400.62999999999994,138.0
03062,162.69000000000003,47.0
20029,2548.909999999996,271.0
33022,2960.98,65.0
34067,3337.2199999999993,21.0
34068,1486.31,13.0
18064,2692.7400000000002,69.0
18066,3130.5499999999997,445.0
10070,11420.1,185.0
43901,8732.540000000008,944.0
03063,1571.4800000000007,516.0
48901,184.57,73.0
10071,927.11,11.0
31079,1027.64,34.0
24066,1079.39,90.0
42075,620.4799999999998,28.0
07018,482.4599999999999,36.0
42076,5331.950000000003,60.0
31080,3032.479999999999,132.0
05903,1647.4099999999999,45.0
18067,1695.9599999999998,148.0
18068,4059.46,117.0
48026,946.849999999999,181.0
37115,1400.93,37.0
15033,220.8400000000001,142.0
18069,3724.2599999999993,166.0
03064,977.2400000000001,299.0
46114,125.48999999999998,44.0
40068,844.9300000000003,11.0
45058,1083.81,59.0
06043,1952.75,61.0
06044,45128.48000000001,1240.0
31081,2135.0199999999995,39.0
31221,395.87,26.0
40069,1242.55,21.0
05069,1726.1499999999996,41.0
20069,1021.7199999999992,245.0
05070,1277.0899999999995,26.0
46115,6562.6299999999965,189.0
41038,8813.419999999996,399.0
14023,10082.950000000003,293.0
45059,10460.619999999999,324.0
08075,887.05,36.0
36016,4750.070000000002,434.0
14022,1270.76,317.0
37116,3401.66,39.0
37117,1150.78,21.0
19107,3132.6700000000005,81.0
18070,197.75999999999996,39.0
43053,141.88000000000002,33.0
34069,8371.649999999996,134.0
15034,5067.94,651.0
48027,343.29,64.0
18071,1882.9199999999998,225.0
19108,203.33999999999997,13.0
40070,1019.38,19.0
42078,4681.540000000001,21.0
48028,401.4899999999998,107.0
31083,30.599999999999998,6.0
41039,89414.87000000002,2160.0
31086,3070.55,70.0
20030,1078.6399999999976,161.0
07026,351.9199999999999,76.0
50095,46268.88000000005,1232.0
37118,1091.76,47.0
04902,11271.890000000001,6154.0
44096,3869.8199999999997,42.0
48031,1.1500000000000001,2.0
01021,1460.75,45.0
02030,13301.340000000002,437.0
03065,12775.290000000015,2995.0
01022,1485.18,156.0
03066,634.29,73.0
20031,3657.09,28.0
20033,268.0,47.0
20032,1961.7899999999959,248.0
31087,186.88000000000005,19.0
46116,41.160000000000004,29.0
10072,2004.6399999999996,202.0
48032,1097.1999999999985,220.0
01023,1236.4099999999999,103.0
19109,2482.46,34.0
50096,2213.39,16.0
46117,4.39,2.0
37119,2817.55,45.0
37120,1445.23,27.0
50098,993.5500000000001,83.0
40071,1352.44,34.0
14024,2684.1499999999996,409.0
37121,1848.94,60.0
37122,748.98,48.0
47060,2106.0599999999995,68.0
21031,14975.509999999998,275.0
37123,2662.14,69.0
24067,3089.560000000001,84.0
40072,835.88,27.0
09120,1390.8000000000002,21.0
26058,6508.860000000001,15.0
37124,2899.87,63.0
31089,836.14,33.0
46118,4289.98,838.0
16082,4325.67,154.0
04041,277.43,24.0
46119,380.03000000000003,253.0
49061,270.36,21.0
39028,3534.0100000000025,262.0
26059,1386.6000000000004,203.0
32030,740.0200000000003,143.0
06045,826.98,56.0
50099,13677.32,384.0
48902,388.0300000000001,153.0
31090,2145.21,29.0
24068,8143.119999999999,73.0
48033,320.9999999999999,59.0
31091,4034.8900000000003,51.0
50100,1607.84,60.0
48034,31.419999999999998,10.0
20067,696.7499999999993,153.0
20066,1434.0999999999974,185.0
01046,3955.9600000000023,117.0
48079,717.5599999999996,141.0
31092,10372.440000000002,105.0
45060,915.9600000000002,24.0
21032,8392.560000000003,212.0
17062,606.44,19.0
39029,615.51,75.0
45061,4418.029999999998,112.0
40073,3487.53,114.0
45062,5061.8,131.0
19110,1511.2300000000002,43.0
40074,1970.2500000000005,81.0
19111,2383.1800000000007,57.0
50101,3683.9400000000005,96.0
23031,1321.26,181.0
24069,1903.9299999999996,15.0
40075,3260.349999999999,69.0
42079,1623.46,26.0
19112,972.9599999999999,36.0
07019,5882.340000000002,62.0
28054,3730.0500000000006,64.0
44097,3753.799999999999,67.0
44099,636.0899999999999,18.0
10073,6416.489999999999,152.0
37125,2070.94,79.0
18072,3285.4299999999994,149.0
32031,513.1300000000003,93.0
47061,3574.130000000002,69.0
20034,1788.479999999998,220.0
31094,1134.1200000000003,65.0
12057,358.2599999999998,127.0
37126,3221.12,33.0
49062,5961.61,27.0
12058,70.38999999999999,39.0
06046,1482.0199999999995,41.0
06048,13324.290000000005,274.0
06047,1862.0399999999993,180.0
08076,585.7300000000001,45.0
41040,671.1899999999999,94.0
31095,1087.35,16.0
37127,8574.97,74.0
42080,4974.490000000001,61.0
14025,4558.85,651.0
42081,2468.95,14.0
23032,1453.0,54.0
11017,10416.820000000002,166.0
14026,19365.360000000008,429.0
40076,17149.5,165.0
17063,865.8699999999999,9.0
37128,2276.1500000000015,56.0
34070,5909.669999999998,67.0
09122,2780.62,20.0
19113,3283.1299999999987,46.0
34071,3515.0199999999995,57.0
05072,1509.4600000000003,34.0
09124,12345.960000000001,199.0
09123,293.61999999999995,9.0
45063,2449.039999999999,286.0
40077,1761.85,47.0
19114,295.95,
25081,1195.0599999999995,116.0
43054,2899.28,324.0
08077,9.5,3.0
22099,7394.210000000003,147.0
17064,3000.19,110.0
17065,912.2899999999998,46.0
07020,1169.02,75.0
25082,9523.5,18.0
31096,538.97,31.0
08078,2686.0000000000005,66.0
45064,2450.1199999999994,120.0
19115,1148.2799999999997,14.0
22102,1158.7999999999997,47.0
22103,4383.15,164.0
25088,1877.8999999999999,28.0
08079,365.47999999999996,26.0
25085,1422.42,60.0
31097,958.6100000000001,52.0
07021,643.54,24.0
41041,17387.520000000004,657.0
42082,880.3299999999999,16.0
09125,8398.190000000004,184.0
29051,1442.5099999999998,484.0
44100,432.94999999999993,24.0
31098,8656.149999999998,126.0
25086,796.8299999999999,16.0
25087,1816.4299999999998,15.0
46120,476.3,173.0
26060,230.01999999999998,20.0
22105,3759.7400000000007,131.0
36017,9603.370000000048,2603.0
45065,5372.349999999999,144.0
28055,6840.940000000001,151.0
19116,328.56,
46121,185.48000000000002,69.0
31099,1286.7199999999998,21.0
31082,4012.4399999999996,92.0
31084,3123.15,64.0
31085,1012.54,28.0
48029,13.879999999999997,8.0
48030,802.7399999999984,130.0
31100,1164.8799999999999,36.0
31101,1891.6099999999997,59.0
26061,12349.130000000001,24.0
31093,2097.8199999999997,31.0
20035,499.5399999999996,105.0
31102,2009.31,53.0
31103,3875.07,23.0
50102,4817.430000000002,293.0
24070,3067.7300000000005,27.0
03067,360.44,56.0
22106,39.82,2.0
31104,7760.660000000003,155.0
43055,2224.3699999999976,306.0
03068,77.92,22.0
22107,14934.130000000001,47.0
12059,472.69000000000017,52.0
17005,849.0099999999998,53.0
29052,866.8100000000001,63.0
49063,5138.709999999999,70.0
49064,8128.91,116.0
50104,8341.39,99.0
25089,5705.34,25.0
38012,145.16000000000003,85.0
43056,3582.390000000002,299.0
46122,52.970000000000006,51.0
46123,185.08999999999997,99.0
50105,1134.5500000000002,125.0
50106,49.459999999999994,11.0
43057,23.78,7.0
07022,9178.820000000025,857.0
04043,5654.71,115.0
15035,313.31,115.0
02031,5765.36,277.0
06049,6237.45,257.0
49065,2247.2799999999993,217.0
13040,6173.11,171.0
14027,3051.86,370.0
18074,1912.4099999999994,81.0
49066,5375.55,68.0
49067,4756.32,41.0
07023,4507.2599999999975,89.0
49068,6358.75,104.0
44101,2013.6399999999996,26.0
15036,393.51000000000005,108.0
08134,13.04,3.0
08080,766.5,5.0
25908,1787.71,46.0
43058,447.2699999999999,54.0
17066,1208.2400000000002,60.0
43059,839.4100000000002,75.0
12060,926.1299999999997,102.0
49069,13217.84,71.0
50107,1366.6200000000003,55.0
04044,292.28000000000003,30.0
03069,276.02,87.0
35008,134.38,91.0
22109,13420.299999999997,65.0
15037,505.44999999999993,148.0
31105,4949.869999999999,156.0
04045,2218.729999999999,310.0
17067,300.92,20.0
43060,4510.879999999999,542.0
05073,4348.530000000002,111.0
25092,291.21999999999997,34.0
37129,1763.5299999999995,55.0
08081,1419.12,34.0
08082,339.9800000000001,29.0
46126,405.49000000000007,246.0
17068,910.1299999999997,45.0
24071,466.97999999999996,50.0
27017,2127.909999999998,279.0
08083,764.1699999999997,50.0
47062,2626.2900000000004,47.0
50108,2285.62,21.0
47063,1030.1199999999997,40.0
26062,2589.42,26.0
25093,471.48,27.0
03077,1842.29,286.0
04046,925.74,78.0
18076,4607.24,122.0
44102,1601.1599999999999,9.0
49071,10960.550000000001,203.0
08084,2832.0700000000006,128.0
27018,17163.360000000037,1269.0
46127,321.44999999999993,256.0
46128,2940.22,330.0
08085,2065.36,207.0
17069,2895.7999999999997,35.0
19117,924.7100000000002,43.0
13041,6272.349999999998,141.0
46124,3733.519999999998,192.0
17070,716.9700000000001,20.0
17071,1164.6999999999998,50.0
31106,1721.5600000000006,50.0
47064,1670.3100000000002,16.0
09127,2226.46,24.0
05074,3626.8399999999992,117.0
22110,4971.409999999999,215.0
26063,1216.22,50.0
25094,2968.829999999998,92.0
22111,7455.450000000002,103.0
17902,1526.0499999999995,111.0
12061,1936.8,41.0
36018,5886.580000000005,857.0
43061,690.8399999999997,48.0
37130,3803.8899999999994,58.0
07024,882.1699999999992,139.0
03070,207.65,100.0
44103,6860.039999999999,54.0
07025,1238.21,92.0
17073,676.51,36.0
36019,940.8799999999993,215.0
44105,556.11,58.0
46125,374.95000000000005,154.0
44106,6629.3499999999985,67.0
17074,770.7199999999998,44.0
30020,6760.680000000001,696.0
48906,202.23000000000002,57.0
27019,2509.6999999999975,392.0
44107,2837.84,63.0
15038,5095.610000000002,657.0
37131,2309.37,57.0
22112,39684.06,1112.0
50109,411.8,23.0
23033,2183.010000000001,461.0
33023,4214.9299999999985,443.0
09128,654.3700000000001,
08086,1872.3999999999992,147.0
50110,1907.1699999999994,218.0
34072,3076.3400000000006,78.0
42083,1293.8599999999997,20.0
06050,22211.180000000004,431.0
37132,2598.8,119.0
43062,534.88,131.0
18078,3464.17,232.0
50111,1355.3899999999994,40.0
44108,1372.4199999999998,125.0
16083,3906.0900000000006,20.0
40078,1161.19,46.0
16084,1821.61,8.0
09129,939.3199999999999,14.0
05075,829.5899999999999,27.0
