Codigo Municipio,Nº edificios,Nº Inmuebles
13036,754.0,785.0
24059,753.0,785.0
09112,183.0,187.0
15030,15106.0,150566.0
33020,2784.0,8937.0
39026,968.0,1592.0
44085,81.0,84.0
42068,106.0,106.0
28049,3605.0,32758.0
27015,2881.0,3160.0
07017,604.0,629.0
12049,479.0,495.0
50088,321.0,367.0
49055,93.0,93.0
46100,165.0,188.0
02028,192.0,223.0
36012,2544.0,2565.0
42069,929.0,1375.0
09113,534.0,604.0
36013,1677.0,1825.0
12050,1310.0,1681.0
03058,2518.0,3069.0
13037,787.0,863.0
40902,160.0,165.0
36014,1446.0,1498.0
43050,2303.0,4037.0
24060,652.0,713.0
17058,123.0,125.0
05065,352.0,402.0
44086,429.0,473.0
03059,6581.0,15613.0
06041,248.0,284.0
37112,243.0,245.0
44087,157.0,164.0
17901,596.0,633.0
10068,532.0,755.0
24061,1415.0,1479.0
32028,2285.0,2351.0
50089,1558.0,5453.0
44088,87.0,92.0
28050,2085.0,2258.0
50090,182.0,192.0
08074,4378.0,10737.0
25079,274.0,301.0
42070,54.0,54.0
34066,108.0,110.0
24062,184.0,185.0
24063,386.0,394.0
47057,420.0,423.0
40062,86.0,88.0
19102,196.0,199.0
09114,134.0,139.0
49056,208.0,211.0
24064,747.0,865.0
44089,113.0,118.0
49057,176.0,181.0
09115,133.0,138.0
37113,301.0,306.0
42071,190.0,190.0
49058,314.0,353.0
44090,144.0,147.0
33021,3330.0,4501.0
49059,77.0,79.0
40063,3099.0,6152.0
16078,6478.0,32365.0
47058,182.0,183.0
50091,130.0,137.0
45055,871.0,940.0
41903,2707.0,3631.0
44092,145.0,152.0
42073,98.0,101.0
09117,75.0,75.0
16079,46.0,53.0
29047,632.0,716.0
44093,66.0,76.0
40905,173.0,180.0
09119,74.0,75.0
29049,1846.0,2221.0
04035,5837.0,9280.0
29048,941.0,983.0
18912,989.0,1196.0
05066,541.0,715.0
44094,101.0,110.0
12051,611.0,649.0
18056,2226.0,2731.0
18057,2312.0,3067.0
46105,5650.0,29632.0
15031,5104.0,16113.0
10069,971.0,1010.0
21027,60.0,61.0
21028,396.0,420.0
21029,1112.0,1265.0
43051,4157.0,13015.0
36015,2071.0,2699.0
47059,111.0,113.0
15032,1989.0,3092.0
29050,515.0,531.0
26056,489.0,642.0
28053,2615.0,3801.0
13039,4995.0,10016.0
46113,1397.0,5936.0
04038,1618.0,2106.0
17060,321.0,418.0
50094,918.0,1946.0
26057,55.0,63.0
18063,807.0,883.0
17061,300.0,397.0
03061,764.0,920.0
03062,400.0,528.0
20029,624.0,3095.0
33022,418.0,748.0
34067,206.0,209.0
34068,41.0,41.0
18064,245.0,255.0
18066,1217.0,1284.0
10070,832.0,933.0
43901,4247.0,6422.0
03063,13371.0,45109.0
48901,488.0,2937.0
10071,260.0,275.0
31079,114.0,115.0
24066,517.0,525.0
42075,126.0,128.0
07018,596.0,735.0
42076,385.0,393.0
31080,355.0,407.0
05903,344.0,353.0
18067,559.0,626.0
18068,885.0,990.0
48026,587.0,786.0
37115,101.0,101.0
15033,975.0,1059.0
18069,429.0,472.0
03064,2304.0,3773.0
46114,319.0,324.0
40068,64.0,64.0
45058,562.0,568.0
06043,387.0,396.0
06044,8838.0,19807.0
31081,140.0,186.0
31221,308.0,1285.0
40069,77.0,77.0
05069,51.0,53.0
20069,10005.0,96120.0
05070,31.0,33.0
14022,1679.0,2308.0
37116,72.0,73.0
37117,882.0,972.0
46115,330.0,482.0
41038,25666.0,51720.0
14023,1140.0,1683.0
45059,1202.0,1331.0
08075,1943.0,2256.0
36016,562.0,570.0
19107,383.0,415.0
18070,203.0,220.0
34069,1087.0,1652.0
43053,156.0,188.0
15034,1024.0,1083.0
48027,1300.0,13764.0
18071,2917.0,3736.0
19108,221.0,234.0
40070,576.0,593.0
42078,588.0,850.0
48028,310.0,1017.0
31083,31.0,34.0
41039,8240.0,20092.0
31086,2159.0,7516.0
20030,1179.0,14330.0
07026,3397.0,27156.0
50095,4585.0,9619.0
37118,143.0,156.0
04902,17268.0,40474.0
44096,175.0,192.0
48031,122.0,521.0
01021,250.0,252.0
02030,2122.0,2979.0
03065,28821.0,124807.0
01022,416.0,697.0
03066,7357.0,30801.0
20031,74.0,127.0
20033,191.0,580.0
20032,737.0,5840.0
31087,66.0,103.0
46116,6087.0,8713.0
10072,862.0,927.0
48032,695.0,4018.0
01023,228.0,276.0
19109,69.0,70.0
50096,116.0,120.0
46117,78.0,300.0
37120,116.0,119.0
37119,204.0,205.0
50098,210.0,244.0
40071,45.0,45.0
37121,373.0,498.0
37122,176.0,211.0
47060,240.0,244.0
14024,1129.0,1289.0
21031,1311.0,1366.0
37123,145.0,146.0
24067,787.0,820.0
40072,205.0,207.0
09120,58.0,63.0
26058,285.0,313.0
37124,215.0,221.0
31089,177.0,198.0
46118,1879.0,2849.0
16082,599.0,757.0
04041,344.0,392.0
46119,462.0,625.0
49061,149.0,152.0
39028,901.0,2408.0
26059,466.0,923.0
32030,1150.0,1233.0
06045,336.0,350.0
50099,2241.0,2664.0
48902,1497.0,11897.0
31090,66.0,85.0
24068,571.0,616.0
48033,96.0,119.0
31091,236.0,278.0
50100,266.0,277.0
48034,450.0,8159.0
20067,1514.0,18836.0
20066,252.0,312.0
01046,845.0,878.0
48079,201.0,272.0
31092,568.0,614.0
45060,254.0,260.0
21032,833.0,959.0
17062,8491.0,15416.0
39029,342.0,544.0
45061,4248.0,4690.0
40073,396.0,416.0
45062,834.0,1012.0
19110,174.0,182.0
23031,317.0,387.0
40074,228.0,239.0
19111,295.0,297.0
50101,1047.0,1361.0
24069,37.0,37.0
40075,201.0,215.0
42079,37.0,38.0
19112,208.0,212.0
07019,148.0,174.0
28054,3753.0,9840.0
44097,176.0,180.0
44099,296.0,594.0
10073,583.0,597.0
37125,307.0,315.0
18072,510.0,591.0
32031,1051.0,1084.0
47061,239.0,262.0
20034,499.0,2033.0
31094,104.0,104.0
12057,622.0,1070.0
37126,45.0,46.0
49062,319.0,320.0
12058,146.0,179.0
06046,694.0,719.0
06047,537.0,623.0
06048,752.0,818.0
08076,5487.0,10809.0
41040,5312.0,5514.0
31095,66.0,75.0
37127,254.0,259.0
42080,365.0,383.0
14025,1551.0,2012.0
42081,191.0,204.0
23032,381.0,406.0
11017,1781.0,1906.0
14026,1502.0,1741.0
40076,4766.0,9154.0
17063,99.0,121.0
37128,203.0,208.0
34070,244.0,250.0
09122,83.0,88.0
19113,731.0,797.0
05072,73.0,73.0
09124,844.0,2633.0
34071,169.0,176.0
09123,30.0,30.0
45063,632.0,728.0
40077,482.0,1022.0
19114,102.0,108.0
25081,328.0,381.0
43054,1436.0,2355.0
08077,2132.0,20712.0
22099,283.0,372.0
17064,253.0,277.0
17065,165.0,169.0
07020,1971.0,2263.0
25082,173.0,475.0
31096,108.0,120.0
08078,112.0,116.0
45064,1873.0,2524.0
19115,171.0,173.0
22102,106.0,122.0
22103,393.0,504.0
25088,58.0,67.0
08079,265.0,325.0
25085,108.0,111.0
31097,1551.0,7905.0
07021,300.0,329.0
41041,4379.0,6511.0
42082,27.0,28.0
09125,466.0,489.0
29051,16812.0,51631.0
44100,298.0,328.0
31098,992.0,1363.0
25086,296.0,1232.0
25087,56.0,61.0
46120,873.0,1095.0
26060,118.0,123.0
22105,185.0,191.0
36017,7003.0,12058.0
45065,601.0,632.0
28055,869.0,967.0
19116,85.0,89.0
46121,77.0,87.0
31099,42.0,44.0
31082,287.0,455.0
31084,625.0,1532.0
31085,268.0,334.0
48029,497.0,4783.0
48030,192.0,500.0
31100,143.0,167.0
31101,473.0,798.0
26061,819.0,4807.0
31093,142.0,197.0
20035,194.0,267.0
31102,74.0,82.0
31103,41.0,42.0
50102,648.0,752.0
24070,1457.0,2488.0
03067,95.0,113.0
22106,78.0,80.0
31104,837.0,1456.0
43055,1042.0,1891.0
03068,81.0,82.0
22107,132.0,137.0
12059,270.0,311.0
17005,192.0,218.0
29052,208.0,229.0
49063,334.0,344.0
49064,583.0,607.0
50104,194.0,201.0
25089,75.0,87.0
38012,1620.0,1925.0
43056,536.0,632.0
46122,1006.0,2012.0
46123,841.0,1455.0
50105,306.0,339.0
50106,240.0,250.0
43057,52.0,54.0
07022,7037.0,10842.0
04043,480.0,490.0
15035,3729.0,7908.0
02031,588.0,727.0
06049,1026.0,1057.0
49065,1333.0,1403.0
13040,806.0,932.0
14027,3336.0,4922.0
18074,253.0,274.0
49066,533.0,549.0
49067,374.0,381.0
07023,932.0,2279.0
49068,432.0,438.0
44101,79.0,84.0
15036,10626.0,45021.0
08134,289.0,544.0
08080,28.0,28.0
25908,249.0,282.0
43058,181.0,190.0
17066,4424.0,22417.0
43059,201.0,216.0
12060,360.0,483.0
49069,614.0,618.0
50107,353.0,587.0
04044,843.0,1350.0
03069,2233.0,5733.0
04045,1413.0,1548.0
35008,2946.0,3402.0
22109,251.0,391.0
15037,2032.0,3880.0
31105,971.0,1233.0
17067,290.0,509.0
43060,1373.0,2452.0
05073,304.0,310.0
25092,153.0,158.0
37129,221.0,242.0
08082,809.0,809.0
08081,233.0,260.0
46126,1212.0,3710.0
17068,202.0,229.0
24071,529.0,555.0
27017,899.0,947.0
08083,685.0,935.0
47062,209.0,210.0
50108,40.0,42.0
47063,80.0,86.0
26062,94.0,96.0
25093,283.0,315.0
03077,1792.0,2030.0
04046,913.0,1263.0
18076,444.0,474.0
44102,46.0,47.0
49071,777.0,820.0
08084,753.0,782.0
27018,2250.0,3022.0
46128,1208.0,1812.0
46127,1483.0,2371.0
17069,428.0,1127.0
19117,1013.0,1160.0
13041,262.0,265.0
46124,493.0,573.0
17070,113.0,123.0
17071,497.0,510.0
31106,394.0,408.0
47064,41.0,41.0
09127,93.0,93.0
05074,489.0,551.0
08085,636.0,676.0
22110,613.0,734.0
26063,245.0,248.0
25094,143.0,156.0
22111,138.0,166.0
17902,857.0,1004.0
12061,446.0,588.0
36018,2158.0,2675.0
43061,84.0,85.0
37130,117.0,121.0
07024,4102.0,7755.0
03070,1538.0,3496.0
44103,211.0,247.0
07025,525.0,560.0
17073,673.0,913.0
36019,932.0,992.0
44105,157.0,165.0
46125,385.0,528.0
44106,256.0,294.0
17074,303.0,343.0
30020,3461.0,4833.0
48906,255.0,546.0
27019,3278.0,10426.0
44107,212.0,247.0
15038,1105.0,1170.0
37131,207.0,211.0
22112,1846.0,6602.0
50109,99.0,102.0
23033,969.0,1031.0
33023,1363.0,1824.0
09128,138.0,145.0
08086,2463.0,7870.0
50110,485.0,534.0
34072,190.0,202.0
42083,42.0,42.0
06050,2104.0,3231.0
37132,430.0,441.0
43062,222.0,240.0
18078,657.0,764.0
50111,144.0,144.0
16083,115.0,116.0
40078,129.0,132.0
16084,127.0,132.0
09129,119.0,138.0
44108,530.0,577.0
05075,178.0,183.0
28056,635.0,859.0
37133,133.0,142.0
10075,357.0,369.0
09130,108.0,116.0
09131,308.0,362.0
37134,169.0,182.0
40079,859.0,924.0
42084,85.0,89.0
40080,139.0,157.0
49075,125.0,125.0
49076,210.0,223.0
24073,422.0,431.0
09132,191.0,194.0
09133,31.0,31.0
49077,185.0,189.0
28057,1101.0,1129.0
34073,149.0,153.0
47065,580.0,612.0
05076,352.0,382.0
09134,476.0,557.0
44109,211.0,252.0
49078,154.0,154.0
29053,1736.0,2140.0
27020,2127.0,2349.0
34074,365.0,565.0
38013,1729.0,2503.0
16085,245.0,257.0
48035,139.0,270.0
40081,221.0,222.0
19118,46.0,51.0
13042,666.0,873.0
38014,906.0,1060.0
19119,113.0,114.0
50113,411.0,444.0
50114,127.0,130.0
44110,94.0,94.0
29054,7332.0,50459.0
28058,5850.0,73543.0
06051,1210.0,1536.0
13043,276.0,287.0
26064,573.0,1913.0
47066,598.0,860.0
45066,2915.0,6329.0
02032,505.0,538.0
23034,1357.0,1635.0
30021,7484.0,9381.0
06052,2276.0,2427.0
16086,898.0,993.0
29055,1469.0,1639.0
37135,865.0,1078.0
40082,113.0,116.0
06053,561.0,605.0
06054,2558.0,3360.0
13044,1055.0,1387.0
40083,185.0,188.0
40084,75.0,76.0
05077,117.0,118.0
28059,1886.0,2984.0
47067,104.0,106.0
49079,97.0,98.0
14028,225.0,269.0
12063,177.0,195.0
14029,3082.0,3424.0
14030,4544.0,5256.0
18079,1924.0,2252.0
02033,1317.0,1465.0
02034,968.0,1136.0
42085,460.0,470.0
09135,100.0,103.0
42086,59.0,60.0
42087,67.0,67.0
09136,348.0,377.0
37136,710.0,767.0
21033,559.0,617.0
19120,176.0,180.0
49080,666.0,701.0
09137,213.0,217.0
19121,317.0,358.0
16087,237.0,249.0
16088,225.0,251.0
37137,78.0,80.0
09138,125.0,127.0
42088,147.0,151.0
19122,196.0,219.0
42089,129.0,130.0
19123,101.0,104.0
09139,127.0,133.0
16904,566.0,594.0
09140,240.0,247.0
19124,621.0,634.0
47068,43.0,43.0
40086,557.0,624.0
42090,93.0,96.0
40087,106.0,108.0
40088,411.0,433.0
37138,198.0,207.0
46129,485.0,525.0
16089,289.0,360.0
44111,99.0,100.0
44112,413.0,426.0
41042,3254.0,3511.0
05078,113.0,114.0
12064,131.0,158.0
37139,306.0,323.0
24074,118.0,120.0
50115,1631.0,2587.0
50116,264.0,290.0
06055,1443.0,1647.0
42092,118.0,122.0
34076,466.0,521.0
37140,405.0,586.0
49082,394.0,420.0
44113,159.0,169.0
34077,328.0,336.0
49081,909.0,1067.0
40089,263.0,286.0
49083,64.0,64.0
40091,141.0,146.0
44114,230.0,290.0
09141,421.0,430.0
49084,204.0,207.0
42093,75.0,76.0
14031,452.0,486.0
40092,211.0,214.0
28060,1305.0,1421.0
23035,716.0,800.0
16091,198.0,201.0
22113,425.0,468.0
25096,521.0,659.0
25097,100.0,109.0
31107,864.0,1368.0
31108,1058.0,1225.0
16092,143.0,154.0
18905,5755.0,10537.0
20038,191.0,249.0
04047,1082.0,1733.0
08090,124.0,130.0
03072,407.0,420.0
12065,442.0,627.0
20037,68.0,70.0
19125,98.0,104.0
37141,185.0,187.0
28061,7913.0,15198.0
19126,1324.0,1345.0
31109,783.0,1096.0
21034,986.0,1036.0
09143,22.0,27.0
26065,73.0,79.0
48036,1730.0,15028.0
48037,399.0,532.0
35009,7434.0,11384.0
49085,1560.0,1920.0
18082,944.0,1049.0
43063,402.0,453.0
26066,225.0,278.0
37142,759.0,775.0
37143,433.0,467.0
37144,270.0,278.0
10076,724.0,796.0
04048,1277.0,1728.0
09144,65.0,66.0
40093,198.0,213.0
05079,177.0,178.0
37145,298.0,314.0
47069,86.0,89.0
05080,164.0,166.0
37146,266.0,279.0
49086,98.0,99.0
49087,544.0,549.0
08087,104.0,130.0
26067,28.0,28.0
31110,160.0,163.0
50117,133.0,136.0
31111,89.0,92.0
50118,1263.0,1918.0
44115,89.0,98.0
19127,188.0,193.0
45067,1600.0,1967.0
48038,455.0,512.0
49088,113.0,117.0
43064,969.0,1500.0
46131,9151.0,57134.0
16093,207.0,226.0
38015,1564.0,2178.0
38016,1290.0,1299.0
48039,93.0,123.0
31112,57.0,73.0
06056,414.0,459.0
43065,354.0,427.0
10077,763.0,842.0
37147,184.0,194.0
37148,347.0,355.0
40094,367.0,374.0
45068,153.0,156.0
37149,59.0,60.0
31113,102.0,130.0
44116,143.0,160.0
28062,537.0,658.0
05081,68.0,68.0
10079,562.0,785.0
10078,498.0,592.0
10080,280.0,327.0
28063,796.0,936.0
10081,196.0,214.0
43066,110.0,115.0
31114,242.0,268.0
06057,502.0,568.0
24076,1046.0,1061.0
31115,101.0,127.0
42094,413.0,504.0
08088,2860.0,7101.0
17075,241.0,255.0
17076,109.0,114.0
17077,399.0,464.0
41043,457.0,484.0
06058,1119.0,1252.0
10082,1630.0,1915.0
04049,1800.0,6511.0
10083,169.0,187.0
28064,145.0,171.0
16094,317.0,347.0
19129,119.0,123.0
11018,962.0,1022.0
10084,1159.0,1215.0
03071,2404.0,4160.0
48040,439.0,717.0
47070,83.0,84.0
46902,627.0,837.0
29056,1118.0,1246.0
48041,340.0,569.0
08089,5089.0,21708.0
46130,518.0,539.0
25098,255.0,260.0
05082,694.0,855.0
20907,59.0,70.0
44117,365.0,437.0
37150,19.0,21.0
12067,381.0,553.0
08091,2010.0,4092.0
50119,661.0,702.0
41044,3033.0,4064.0
49090,206.0,206.0
05083,174.0,178.0
29057,379.0,459.0
23037,428.0,513.0
31116,87.0,90.0
46132,971.0,1516.0
17078,305.0,581.0
41045,2960.0,3307.0
04050,1011.0,1073.0
47071,237.0,248.0
45069,882.0,1488.0
48046,1056.0,9395.0
46133,693.0,1040.0
28065,14885.0,71452.0
20039,343.0,1456.0
48044,4788.0,35918.0
21035,3187.0,5055.0
33024,20790.0,161031.0
05085,88.0,92.0
05084,166.0,170.0
41046,1529.0,1944.0
46134,1547.0,2528.0
25912,471.0,495.0
05086,93.0,97.0
26068,58.0,121.0
44118,315.0,335.0
41047,4233.0,5016.0
43067,422.0,499.0
02035,1280.0,1500.0
17079,9949.0,52351.0
08092,1406.0,2933.0
08093,37.0,37.0
22114,67.0,81.0
48047,41.0,91.0
18083,217.0,220.0
43068,478.0,541.0
46135,2401.0,6075.0
46136,2716.0,3280.0
50120,70.0,75.0
31117,238.0,487.0
18084,1927.0,2417.0
42095,1158.0,1502.0
25099,706.0,778.0
02036,92.0,97.0
37151,113.0,116.0
42096,255.0,391.0
17080,144.0,195.0
37152,333.0,344.0
32033,598.0,653.0
40095,350.0,365.0
36021,4879.0,6471.0
31118,111.0,122.0
18085,725.0,772.0
18086,383.0,439.0
24077,254.0,269.0
48042,547.0,982.0
10085,352.0,359.0
24078,389.0,441.0
03073,212.0,220.0
48043,1037.0,5202.0
42097,42.0,46.0
25100,287.0,385.0
05087,120.0,120.0
50121,210.0,258.0
33025,3459.0,8313.0
24079,1076.0,1176.0
33026,3524.0,7224.0
22115,470.0,590.0
16095,115.0,124.0
16096,178.0,191.0
24080,201.0,206.0
40097,252.0,339.0
18087,20984.0,156016.0
21036,129.0,147.0
08094,656.0,965.0
25101,455.0,526.0
38017,7954.0,22885.0
21037,336.0,362.0
13045,675.0,736.0
33027,543.0,656.0
05088,49.0,49.0
08095,90.0,91.0
46137,181.0,193.0
49091,226.0,234.0
03074,1002.0,1068.0
06059,1498.0,1590.0
25102,373.0,562.0
10086,258.0,267.0
14032,236.0,265.0
08096,5228.0,28222.0
49092,184.0,184.0
25103,93.0,94.0
25105,143.0,148.0
25104,109.0,113.0
22116,699.0,991.0
26069,392.0,411.0
43069,229.0,235.0
22117,1242.0,2786.0
26070,193.0,217.0
11019,1177.0,1438.0
44119,175.0,211.0
09148,98.0,99.0
34079,1803.0,2006.0
28066,2826.0,3947.0
09149,70.0,72.0
50122,97.0,99.0
50123,331.0,368.0
36022,3577.0,8179.0
18088,1084.0,1185.0
19130,8045.0,42412.0
44120,175.0,202.0
41048,1469.0,1722.0
14033,665.0,795.0
28067,2405.0,3580.0
13046,655.0,735.0
10087,1465.0,1884.0
45070,923.0,1018.0
28068,3631.0,9554.0
46138,237.0,249.0
46139,1797.0,3355.0
18089,4711.0,10001.0
37154,124.0,127.0
18906,896.0,979.0
08097,621.0,790.0
18093,1494.0,3680.0
17081,122.0,219.0
38018,1835.0,2242.0
36023,3330.0,6855.0
46140,203.0,1079.0
03076,5119.0,22364.0
23038,1667.0,1944.0
45071,1448.0,1635.0
08099,288.0,874.0
34080,1514.0,4496.0
06060,2990.0,3573.0
29058,925.0,1136.0
49093,235.0,249.0
23039,1095.0,1319.0
34081,83.0,83.0
44121,106.0,130.0
32034,878.0,1102.0
18094,1180.0,1783.0
48045,881.0,3649.0
31119,54.0,55.0
31120,426.0,472.0
18095,1008.0,1179.0
38019,6513.0,14450.0
43070,118.0,144.0
37155,102.0,110.0
10088,513.0,526.0
10089,829.0,840.0
10090,554.0,564.0
10091,403.0,472.0
14034,277.0,317.0
37156,1318.0,3369.0
41049,4873.0,5542.0
17082,438.0,778.0
38020,5429.0,11065.0
25109,389.0,419.0
25903,332.0,454.0
31121,61.0,67.0
05089,520.0,683.0
25110,1216.0,2718.0
27022,2594.0,3707.0
25111,125.0,146.0
09151,650.0,702.0
09152,403.0,405.0
27023,1531.0,1618.0
08100,715.0,792.0
39030,723.0,1110.0
22119,851.0,947.0
24081,164.0,164.0
05090,97.0,99.0
06061,864.0,968.0
09154,215.0,227.0
01056,200.0,213.0
35010,2732.0,3810.0
26071,1538.0,9101.0
09155,37.0,37.0
39031,234.0,964.0
06062,655.0,783.0
02037,7534.0,14927.0
16097,393.0,416.0
19132,113.0,136.0
19133,123.0,134.0
12068,141.0,155.0
26072,200.0,250.0
13047,3014.0,4442.0
45072,840.0,869.0
10092,495.0,511.0
37157,118.0,119.0
37158,273.0,311.0
37159,120.0,121.0
39032,1106.0,1248.0
34082,121.0,124.0
38021,829.0,1037.0
49094,482.0,497.0
20040,1388.0,9355.0
10093,331.0,368.0
05092,135.0,138.0
20041,103.0,131.0
05093,1408.0,1500.0
26073,131.0,162.0
41050,2793.0,3502.0
10094,304.0,310.0
50124,471.0,526.0
34083,1286.0,1828.0
42098,47.0,47.0
34084,156.0,159.0
06063,1801.0,2381.0
02038,269.0,297.0
19134,72.0,72.0
39033,393.0,415.0
05094,178.0,185.0
10095,300.0,342.0
45073,420.0,431.0
47073,136.0,140.0
16098,509.0,527.0
10096,1510.0,3121.0
26074,218.0,242.0
19135,248.0,262.0
10097,123.0,129.0
23041,393.0,427.0
06064,915.0,1034.0
21038,1062.0,1075.0
05095,482.0,536.0
06065,310.0,322.0
06066,1147.0,1243.0
06067,1353.0,1553.0
12069,98.0,118.0
02039,819.0,899.0
46141,453.0,515.0
05096,143.0,149.0
44122,938.0,1393.0
19136,97.0,100.0
49095,242.0,247.0
10098,615.0,644.0
21039,278.0,295.0
23042,237.0,258.0
21040,1546.0,2008.0
37160,618.0,656.0
44123,115.0,126.0
45074,533.0,608.0
42100,55.0,60.0
14035,3434.0,5200.0
06068,308.0,317.0
16099,222.0,243.0
13048,633.0,654.0
16100,745.0,793.0
31256,61.0,68.0
28069,110.0,141.0
19138,486.0,505.0
16101,171.0,197.0
10099,518.0,537.0
19139,96.0,97.0
20036,2107.0,8464.0
03078,839.0,902.0
16102,870.0,1113.0
40099,110.0,111.0
40100,400.0,401.0
45075,176.0,192.0
40101,694.0,779.0
09159,48.0,50.0
16103,300.0,324.0
09160,149.0,150.0
16104,169.0,178.0
19142,792.0,803.0
34086,82.0,92.0
09162,178.0,178.0
09164,267.0,277.0
09163,625.0,724.0
05097,693.0,744.0
28070,343.0,385.0
05099,384.0,388.0
13049,664.0,740.0
37161,257.0,264.0
16106,1877.0,2444.0
37162,258.0,270.0
28071,154.0,165.0
19143,1340.0,1785.0
09166,201.0,207.0
45076,1440.0,1532.0
26075,284.0,316.0
26076,122.0,131.0
06069,2190.0,2460.0
14036,2199.0,2631.0
05100,272.0,417.0
26077,20.0,20.0
34087,107.0,108.0
47074,233.0,234.0
09167,49.0,53.0
23043,478.0,504.0
26078,106.0,108.0
09168,284.0,288.0
43071,884.0,1198.0
19145,106.0,112.0
09169,141.0,146.0
24082,642.0,882.0
08101,9919.0,118519.0
08162,1149.0,1556.0
17083,1002.0,2208.0
37163,67.0,72.0
02040,289.0,294.0
09170,249.0,267.0
28072,3011.0,5060.0
05102,1770.0,2517.0
05101,406.0,523.0
05103,120.0,129.0
10100,732.0,1111.0
05106,67.0,77.0
05104,52.0,52.0
05105,341.0,402.0
22122,103.0,120.0
44124,259.0,263.0
22908,154.0,156.0
31122,624.0,3047.0
45077,508.0,540.0
04051,296.0,319.0
10101,129.0,136.0
18096,291.0,307.0
16107,214.0,218.0
23044,2756.0,3865.0
21041,7846.0,72566.0
16108,168.0,172.0
18097,697.0,719.0
04052,5292.0,7263.0
04053,6218.0,10128.0
26079,468.0,621.0
19146,138.0,142.0
16109,121.0,134.0
09172,114.0,116.0
19147,97.0,111.0
37164,215.0,223.0
09173,143.0,153.0
16110,152.0,159.0
09174,856.0,1056.0
45078,1030.0,1318.0
16111,233.0,270.0
19148,128.0,138.0
22124,163.0,181.0
40103,138.0,145.0
23045,1220.0,1270.0
44125,209.0,211.0
22125,3154.0,30189.0
18098,4127.0,4992.0
16112,1804.0,2125.0
18099,866.0,1047.0
18100,2877.0,4945.0
18101,4080.0,5357.0
19150,180.0,197.0
41051,939.0,1020.0
09175,230.0,230.0
19151,1104.0,1314.0
28073,1543.0,7238.0
29059,1368.0,1637.0
09176,47.0,47.0
05107,125.0,135.0
34088,235.0,255.0
10102,678.0,686.0
31124,142.0,149.0
20042,264.0,1819.0
48048,284.0,761.0
50125,514.0,587.0
09177,956.0,974.0
03079,4927.0,12291.0
33028,1400.0,1589.0
22126,79.0,79.0
09178,53.0,53.0
23046,1534.0,1686.0
38022,6466.0,10527.0
20043,367.0,1086.0
31259,199.0,287.0
26080,473.0,640.0
09179,58.0,76.0
09180,106.0,106.0
44126,340.0,393.0
45079,503.0,652.0
48094,493.0,2210.0
22127,232.0,269.0
08102,4983.0,21024.0
29060,540.0,625.0
24083,667.0,879.0
31125,192.0,200.0
20044,104.0,194.0
22128,122.0,127.0
36901,1585.0,2733.0
45080,6.0,6.0
19152,1618.0,1705.0
33029,333.0,352.0
04054,269.0,326.0
33030,577.0,611.0
45081,6871.0,12339.0
18102,4934.0,5189.0
50126,612.0,1820.0
31126,212.0,232.0
07027,6611.0,15342.0
27024,1151.0,1190.0
35011,8068.0,13240.0
16113,1932.0,2555.0
19153,31.0,35.0
04055,319.0,359.0
19154,118.0,121.0
31127,76.0,91.0
32035,1769.0,1828.0
15039,897.0,917.0
23047,809.0,1408.0
37165,43.0,43.0
19155,162.0,163.0
20045,3821.0,29379.0
01901,1205.0,1638.0
20046,135.0,728.0
01027,235.0,251.0
31904,284.0,993.0
31128,248.0,453.0
22129,194.0,258.0
09181,363.0,371.0
47075,2031.0,3423.0
21042,4275.0,18473.0
41902,1627.0,2635.0
25115,782.0,996.0
17084,397.0,429.0
48049,228.0,369.0
29061,874.0,1191.0
50128,61.0,67.0
34089,151.0,161.0
09182,92.0,94.0
18103,542.0,597.0
20047,99.0,292.0
37166,214.0,231.0
40104,1062.0,1107.0
31129,315.0,535.0
31130,168.0,232.0
48910,301.0,1870.0
25112,156.0,164.0
25113,689.0,802.0
25114,68.0,73.0
31131,523.0,665.0
31132,104.0,108.0
24084,290.0,293.0
31133,33.0,33.0
14037,2579.0,3105.0
18105,3282.0,3945.0
29062,417.0,460.0
23048,737.0,982.0
48050,84.0,124.0
44127,155.0,160.0
23049,1051.0,1082.0
21043,1102.0,1347.0
22130,2071.0,16405.0
03080,756.0,1269.0
19156,978.0,1455.0
23050,12964.0,58931.0
17085,168.0,177.0
46142,722.0,923.0
26081,34.0,39.0
49096,141.0,141.0
23051,1144.0,1846.0
12070,641.0,678.0
50129,269.0,339.0
46144,763.0,1013.0
10103,597.0,623.0
10104,2101.0,4071.0
09183,124.0,124.0
09184,27.0,28.0
10105,1446.0,2232.0
10106,204.0,211.0
50130,366.0,473.0
44128,77.0,80.0
22131,135.0,213.0
44129,63.0,63.0
50131,173.0,183.0
31134,104.0,151.0
03082,13398.0,25934.0
31135,40.0,43.0
18107,627.0,692.0
11020,33665.0,93276.0
06070,3983.0,5348.0
18108,1082.0,1159.0
12071,1257.0,1950.0
10107,836.0,1069.0
18109,344.0,436.0
03083,1288.0,4579.0
23052,806.0,921.0
11021,3908.0,4857.0
29063,479.0,531.0
19157,87.0,90.0
24086,320.0,330.0
23053,4226.0,5876.0
17086,592.0,1372.0
08103,296.0,429.0
44130,90.0,90.0
02041,458.0,483.0
44131,129.0,129.0
25910,179.0,239.0
50132,308.0,466.0
40105,89.0,92.0
40106,305.0,312.0
29064,466.0,595.0
