Codigo Municipio,Nº edificios,Nº Inmuebles
31053,410.0,437.0
26027,178.0,196.0
47017,170.0,171.0
47018,17.0,18.0
18030,671.0,781.0
40028,131.0,141.0
05026,149.0,150.0
24017,441.0,463.0
24018,199.0,203.0
40029,89.0,92.0
50047,90.0,135.0
08022,2641.0,10232.0
20074,1259.0,7518.0
26028,198.0,206.0
26029,60.0,61.0
44040,226.0,247.0
15008,3797.0,3997.0
31905,565.0,1618.0
04029,5144.0,8034.0
05027,235.0,242.0
06019,1468.0,1672.0
42035,930.0,1127.0
24019,224.0,225.0
09051,160.0,161.0
37049,176.0,179.0
48017,1260.0,9998.0
49023,938.0,1052.0
40030,508.0,547.0
01016,508.0,569.0
19051,188.0,202.0
40031,455.0,872.0
05029,89.0,90.0
48018,241.0,579.0
31902,987.0,2750.0
31903,565.0,4183.0
48019,507.0,2458.0
20023,90.0,276.0
21012,242.0,264.0
37050,79.0,81.0
37051,96.0,96.0
10028,322.0,323.0
05030,79.0,86.0
47019,89.0,90.0
50048,49.0,54.0
28021,740.0,989.0
31054,175.0,351.0
10029,492.0,508.0
09052,50.0,50.0
28020,153.0,172.0
34032,128.0,131.0
17019,907.0,1337.0
17020,1585.0,2212.0
35007,612.0,630.0
15009,3106.0,8870.0
31055,99.0,198.0
46070,6989.0,11548.0
16035,413.0,487.0
12021,1680.0,3257.0
17021,82.0,82.0
26030,29.0,29.0
44041,107.0,111.0
03043,1671.0,2808.0
46071,405.0,495.0
31253,88.0,94.0
20024,201.0,287.0
50901,236.0,254.0
22057,344.0,697.0
02016,676.0,776.0
06020,1061.0,1103.0
22058,231.0,238.0
22059,934.0,3136.0
03044,1507.0,3256.0
08023,3856.0,4386.0
50050,253.0,305.0
48020,10524.0,181921.0
33006,1165.0,1328.0
22060,660.0,753.0
22061,2004.0,4780.0
07008,3090.0,4138.0
25055,145.0,149.0
50051,637.0,711.0
22062,119.0,122.0
43027,169.0,179.0
43028,2578.0,2906.0
17022,2440.0,5513.0
22063,150.0,158.0
50052,101.0,102.0
17234,137.0,144.0
31056,142.0,145.0
42036,66.0,68.0
30011,2131.0,3681.0
43029,311.0,334.0
44042,254.0,266.0
32012,708.0,713.0
17023,6018.0,25263.0
05033,185.0,196.0
05034,22.0,22.0
05035,235.0,238.0
14011,428.0,492.0
22064,144.0,151.0
44043,283.0,290.0
42037,70.0,71.0
37052,230.0,240.0
34033,11.0,11.0
17029,158.0,170.0
34035,171.0,171.0
34034,103.0,103.0
28022,7546.0,16599.0
33007,1577.0,1778.0
28023,3055.0,4283.0
26031,91.0,122.0
47020,186.0,193.0
32013,1905.0,1934.0
24020,668.0,702.0
46072,1247.0,2792.0
40032,452.0,599.0
47021,85.0,85.0
47022,73.0,73.0
19052,135.0,144.0
37054,311.0,345.0
06021,682.0,734.0
47023,1787.0,2032.0
37055,176.0,176.0
02017,896.0,1108.0
05036,141.0,142.0
10030,632.0,670.0
05037,755.0,788.0
15010,1156.0,1256.0
15011,4442.0,10751.0
32014,1238.0,1241.0
13023,4096.0,5518.0
47024,197.0,222.0
46073,707.0,974.0
41016,3716.0,4030.0
21013,4227.0,6751.0
32015,1487.0,1509.0
22066,371.0,988.0
03045,281.0,290.0
17024,438.0,772.0
22067,66.0,88.0
21014,1713.0,2322.0
43030,402.0,552.0
02018,539.0,609.0
16036,217.0,286.0
05038,305.0,322.0
02019,1609.0,1857.0
46074,468.0,1931.0
24021,1423.0,2328.0
15012,1532.0,1782.0
50053,423.0,485.0
22068,83.0,89.0
50054,159.0,160.0
25057,214.0,280.0
17025,516.0,740.0
44044,134.0,160.0
29030,548.0,583.0
25058,2107.0,3778.0
43031,682.0,1078.0
50055,2387.0,4327.0
42038,40.0,42.0
41017,6375.0,8033.0
11010,2871.0,3650.0
42039,218.0,234.0
45021,1704.0,2312.0
17026,270.0,314.0
08024,246.0,474.0
24022,397.0,399.0
12032,7663.0,20972.0
12031,2581.0,3456.0
11011,1013.0,1273.0
25059,413.0,778.0
43032,416.0,476.0
43033,366.0,502.0
10031,255.0,261.0
50056,285.0,321.0
37056,58.0,58.0
27008,1119.0,1279.0
49024,608.0,693.0
37057,185.0,188.0
25056,220.0,242.0
09054,120.0,125.0
05039,75.0,75.0
43034,354.0,415.0
47025,102.0,107.0
34036,420.0,532.0
28024,204.0,238.0
09055,101.0,103.0
13024,819.0,855.0
24023,327.0,333.0
50057,560.0,1004.0
28025,426.0,475.0
17027,1234.0,1832.0
41018,3917.0,5382.0
38008,2397.0,3257.0
38009,1421.0,3031.0
49025,188.0,203.0
49026,211.0,215.0
40033,127.0,127.0
26032,121.0,127.0
19053,2215.0,3267.0
49027,156.0,159.0
49028,115.0,116.0
37058,92.0,92.0
26033,150.0,208.0
15013,2687.0,3659.0
26034,565.0,1007.0
09056,1219.0,5440.0
44045,596.0,800.0
22069,367.0,796.0
10032,1327.0,1586.0
08025,896.0,1077.0
08026,140.0,142.0
28026,1953.0,4109.0
17028,181.0,185.0
42041,90.0,90.0
50058,115.0,120.0
18032,352.0,464.0
16038,111.0,114.0
19054,336.0,366.0
16039,709.0,770.0
16040,165.0,174.0
37059,111.0,112.0
45022,513.0,545.0
37060,242.0,249.0
34037,361.0,383.0
38010,1667.0,2054.0
16041,499.0,609.0
44046,74.0,74.0
36004,3854.0,7216.0
46075,91.0,97.0
46076,518.0,681.0
09057,116.0,122.0
07009,620.0,706.0
42042,47.0,47.0
28027,643.0,1314.0
14012,2761.0,4117.0
19055,130.0,137.0
50059,393.0,467.0
05040,95.0,97.0
50060,262.0,263.0
30012,5102.0,6615.0
09058,299.0,333.0
07010,2635.0,3237.0
46077,2361.0,5652.0
31057,1092.0,1277.0
44047,290.0,308.0
27902,1227.0,5956.0
50061,162.0,185.0
49029,435.0,448.0
50062,768.0,1407.0
42043,2704.0,4505.0
24024,796.0,820.0
29031,1156.0,1275.0
05041,1539.0,1795.0
09059,11259.0,98644.0
31059,180.0,222.0
41019,2512.0,2801.0
45023,1448.0,1610.0
06022,1763.0,2101.0
46078,3456.0,19465.0
31060,640.0,8067.0
24025,285.0,296.0
45024,586.0,656.0
03046,1725.0,1896.0
18033,280.0,315.0
19057,113.0,125.0
28028,1815.0,2410.0
50063,112.0,117.0
47026,41.0,44.0
34038,214.0,214.0
49030,140.0,140.0
24026,1036.0,1081.0
34039,70.0,71.0
09060,191.0,204.0
31061,52.0,52.0
48021,440.0,1404.0
43035,216.0,236.0
37061,233.0,252.0
40034,155.0,176.0
15014,2043.0,2499.0
25060,77.0,79.0
15015,1627.0,2414.0
17031,146.0,153.0
12033,1860.0,3044.0
17030,333.0,454.0
31062,633.0,760.0
28029,583.0,625.0
19058,3456.0,4157.0
08027,324.0,343.0
50064,250.0,284.0
45025,617.0,916.0
40035,142.0,158.0
49031,160.0,160.0
45026,318.0,338.0
10033,515.0,525.0
24027,679.0,763.0
09061,154.0,156.0
37063,122.0,123.0
06023,2835.0,3455.0
37065,318.0,326.0
06024,959.0,1088.0
10034,424.0,477.0
37062,99.0,99.0
45027,537.0,608.0
13025,226.0,235.0
13026,501.0,517.0
05042,95.0,95.0
41020,6072.0,7807.0
05043,90.0,92.0
05044,450.0,506.0
21015,472.0,532.0
26035,44.0,46.0
39012,1798.0,4520.0
09062,62.0,70.0
39013,606.0,648.0
47027,1364.0,1974.0
47028,21.0,22.0
40036,547.0,603.0
10035,1047.0,1527.0
05045,81.0,81.0
25061,103.0,103.0
50065,146.0,149.0
14013,5102.0,10530.0
44048,105.0,143.0
43036,910.0,973.0
23017,1131.0,1315.0
33008,1164.0,1604.0
33009,1118.0,1213.0
31063,90.0,95.0
42044,61.0,61.0
42045,314.0,366.0
08028,1107.0,1114.0
08029,1209.0,2264.0
28030,1380.0,1726.0
37067,1484.0,1747.0
10036,360.0,371.0
47029,70.0,72.0
24028,323.0,332.0
24029,543.0,626.0
37068,360.0,367.0
08030,2480.0,3089.0
39014,640.0,675.0
24030,2080.0,3255.0
10037,13382.0,53281.0
10038,85.0,85.0
18034,487.0,522.0
10039,375.0,395.0
28031,2461.0,2878.0
17032,1950.0,3702.0
18035,1033.0,1332.0
11012,5270.0,62829.0
31064,798.0,946.0
50066,1166.0,2229.0
18036,1817.0,2335.0
21016,717.0,758.0
40037,82.0,83.0
44049,786.0,924.0
08031,831.0,2001.0
43037,7236.0,27528.0
26036,2976.0,14046.0
34041,100.0,102.0
18114,566.0,580.0
44050,2197.0,3703.0
06025,2114.0,2841.0
44051,1447.0,2402.0
21017,2522.0,2807.0
30013,3243.0,5704.0
42046,90.0,94.0
50067,2849.0,12555.0
50068,1364.0,1625.0
50069,81.0,82.0
36005,2226.0,4355.0
22072,183.0,207.0
08034,493.0,596.0
17033,3128.0,3542.0
08033,4135.0,7686.0
08032,712.0,1954.0
08035,2470.0,11432.0
06026,634.0,715.0
45028,2508.0,2744.0
09064,417.0,433.0
45029,345.0,363.0
18037,272.0,404.0
12034,1192.0,1540.0
08037,585.0,1004.0
46079,658.0,716.0
03049,3883.0,9480.0
03048,1923.0,4444.0
08038,418.0,895.0
50070,102.0,110.0
44052,121.0,132.0
17034,5153.0,12713.0
08036,94.0,159.0
03047,7218.0,25420.0
42048,229.0,233.0
37069,961.0,1218.0
37070,443.0,499.0
07011,9007.0,37151.0
32016,1149.0,1169.0
37071,113.0,115.0
13027,2249.0,3062.0
37072,176.0,178.0
34042,193.0,195.0
45030,768.0,841.0
37073,372.0,512.0
24031,225.0,227.0
10040,531.0,551.0
06027,391.0,422.0
49032,341.0,350.0
39015,764.0,854.0
44053,88.0,90.0
25062,645.0,737.0
45031,1802.0,2932.0
44054,287.0,428.0
45032,346.0,361.0
39016,5170.0,14142.0
44055,182.0,188.0
15016,2990.0,4507.0
43903,1098.0,1712.0
28032,2164.0,3008.0
49033,568.0,677.0
41021,5275.0,12997.0
36006,4026.0,7115.0
23018,1457.0,1763.0
15017,5756.0,13214.0
43038,6780.0,32000.0
10041,715.0,853.0
44056,486.0,540.0
17035,264.0,285.0
41022,1982.0,2464.0
06028,3159.0,3482.0
07012,1309.0,1549.0
47030,773.0,843.0
24032,115.0,115.0
17036,915.0,1797.0
17037,158.0,166.0
03050,5236.0,26704.0
01017,616.0,912.0
16042,1180.0,1328.0
50071,221.0,246.0
09065,192.0,195.0
23019,888.0,1034.0
37074,174.0,181.0
10042,162.0,169.0
19059,153.0,154.0
45033,479.0,510.0
06029,815.0,942.0
19060,340.0,366.0
21018,1143.0,1297.0
47031,224.0,229.0
29032,2935.0,4055.0
16043,218.0,238.0
16044,146.0,166.0
08039,203.0,277.0
19061,146.0,157.0
17038,264.0,267.0
22074,284.0,707.0
13028,5009.0,7232.0
03051,310.0,327.0
37077,176.0,181.0
40039,332.0,364.0
24033,201.0,201.0
36007,895.0,935.0
10043,686.0,795.0
28033,1615.0,2997.0
21019,451.0,465.0
09066,126.0,131.0
24034,1661.0,2188.0
39027,1359.0,2205.0
39017,462.0,486.0
47032,151.0,154.0
22075,211.0,237.0
46080,1064.0,1192.0
07013,4924.0,6768.0
16901,1258.0,1312.0
30014,1007.0,1208.0
18038,734.0,788.0
17039,1118.0,3040.0
26037,174.0,186.0
45034,1079.0,1188.0
22076,358.0,411.0
47033,238.0,245.0
16045,373.0,380.0
05046,27.0,28.0
26038,180.0,195.0
46081,2725.0,6957.0
33010,1008.0,1052.0
22077,275.0,293.0
38011,5506.0,14079.0
37078,682.0,1092.0
05047,3228.0,5268.0
42049,139.0,139.0
24036,378.0,401.0
25063,79.0,82.0
23020,928.0,1014.0
28034,581.0,692.0
17040,319.0,331.0
08040,3021.0,8038.0
46082,1365.0,9245.0
12036,752.0,778.0
22078,144.0,1373.0
36008,7637.0,15261.0
33012,1628.0,3982.0
33011,3585.0,7441.0
09067,419.0,468.0
18039,2008.0,2463.0
37079,66.0,67.0
29033,806.0,936.0
29034,725.0,803.0
47034,113.0,114.0
26039,87.0,92.0
04030,719.0,879.0
43907,689.0,2338.0
08041,2053.0,6732.0
08042,1371.0,1399.0
19064,145.0,150.0
09068,127.0,130.0
37080,186.0,231.0
37081,668.0,795.0
40040,1857.0,2819.0
17041,188.0,199.0
19065,219.0,224.0
37082,721.0,741.0
37083,203.0,216.0
44059,421.0,635.0
41023,3366.0,4965.0
40041,670.0,942.0
05048,98.0,100.0
04031,2099.0,2516.0
08043,2284.0,2394.0
03052,662.0,758.0
44060,79.0,81.0
13029,97.0,97.0
44061,88.0,97.0
16046,318.0,343.0
16047,232.0,248.0
41901,1394.0,1511.0
44062,52.0,53.0
42050,97.0,99.0
16048,468.0,499.0
10044,1516.0,2046.0
18040,303.0,315.0
26040,78.0,85.0
16049,172.0,184.0
10045,939.0,1048.0
21020,361.0,378.0
16050,383.0,400.0
16051,209.0,233.0
16052,586.0,889.0
14014,1365.0,1710.0
29035,1042.0,1137.0
36009,2587.0,3817.0
49034,467.0,485.0
19066,105.0,105.0
44063,139.0,163.0
16053,420.0,489.0
49035,237.0,243.0
43039,138.0,169.0
31065,1115.0,1370.0
43040,253.0,288.0
07014,3669.0,7550.0
22079,105.0,117.0
15018,604.0,644.0
22080,223.0,263.0
08044,1027.0,2680.0
18042,469.0,629.0
06030,189.0,207.0
34045,64.0,64.0
17042,322.0,384.0
08045,46.0,46.0
42051,60.0,61.0
28035,1326.0,1650.0
42052,36.0,36.0
13030,124.0,127.0
18043,132.0,159.0
30015,6700.0,14094.0
33013,437.0,494.0
09070,80.0,82.0
49036,496.0,534.0
10046,186.0,197.0
37085,1315.0,2999.0
32018,1259.0,1292.0
32017,1224.0,1454.0
27009,1434.0,1607.0
32019,4039.0,11197.0
15019,7348.0,18262.0
49037,159.0,161.0
04032,3188.0,6466.0
16055,623.0,809.0
40043,1137.0,1540.0
23021,310.0,333.0
10047,537.0,637.0
14015,1186.0,1484.0
46083,5409.0,12742.0
31066,494.0,523.0
31067,1046.0,1236.0
09071,55.0,55.0
09072,293.0,294.0
02020,463.0,476.0
46084,775.0,1072.0
23901,773.0,874.0
08046,3165.0,7616.0
26041,143.0,157.0
16056,779.0,839.0
14016,1155.0,1342.0
09073,607.0,704.0
09074,586.0,593.0
05049,385.0,417.0
34046,34.0,35.0
09075,86.0,87.0
45035,577.0,624.0
08047,1291.0,2650.0
19067,357.0,367.0
50072,434.0,508.0
50073,873.0,1777.0
15901,2161.0,3463.0
46085,2855.0,7095.0
14017,6246.0,7268.0
08048,362.0,489.0
45036,649.0,741.0
24037,495.0,527.0
41024,10804.0,15199.0
06031,314.0,319.0
15020,2721.0,3451.0
23024,5388.0,7555.0
47035,568.0,637.0
37086,64.0,71.0
45037,1469.0,1616.0
14018,1649.0,2292.0
24038,1596.0,1773.0
15021,2605.0,4057.0
45038,2412.0,2542.0
37087,683.0,689.0
37088,170.0,174.0
40044,172.0,179.0
10048,359.0,396.0
06032,60.0,61.0
16057,171.0,175.0
42053,65.0,65.0
16058,117.0,121.0
42054,46.0,46.0
29036,446.0,487.0
33014,2018.0,6563.0
05051,247.0,268.0
09076,29.0,31.0
45039,267.0,276.0
46086,105.0,108.0
13031,1167.0,1640.0
41025,1165.0,1296.0
34047,1011.0,1684.0
24039,1188.0,1881.0
13032,947.0,1030.0
24040,439.0,506.0
30016,56604.0,118476.0
29037,181.0,196.0
29038,7505.0,11438.0
21021,6188.0,12037.0
32020,2389.0,2454.0
39018,967.0,2950.0
24041,439.0,515.0
19070,157.0,176.0
29039,1373.0,1717.0
37089,103.0,104.0
26042,909.0,1869.0
10049,1984.0,2844.0
45040,2951.0,3125.0
10050,867.0,1021.0
19071,5635.0,6298.0
29040,1165.0,1609.0
42055,177.0,188.0
29041,3284.0,3726.0
10051,451.0,523.0
41026,2250.0,2788.0
45041,3233.0,4930.0
28036,976.0,1244.0
46087,287.0,304.0
46088,637.0,657.0
16060,826.0,868.0
10052,200.0,209.0
10053,326.0,331.0
06033,1230.0,1552.0
16061,693.0,741.0
16062,133.0,145.0
16063,112.0,112.0
16064,619.0,655.0
02021,774.0,866.0
02022,511.0,538.0
16065,269.0,289.0
10056,587.0,607.0
10057,219.0,226.0
06034,217.0,227.0
19073,70.0,80.0
02023,699.0,745.0
10054,907.0,994.0
37090,147.0,155.0
10055,407.0,465.0
05052,162.0,168.0
45042,191.0,196.0
49038,129.0,132.0
49039,262.0,267.0
02024,1905.0,2735.0
16066,1803.0,1988.0
05053,136.0,137.0
47036,272.0,274.0
10058,844.0,945.0
05054,1683.0,2219.0
22081,331.0,338.0
09077,90.0,93.0
09078,49.0,51.0
31068,1467.0,2281.0
44064,191.0,196.0
31069,558.0,667.0
43041,194.0,214.0
05055,745.0,1124.0
10059,439.0,468.0
37091,285.0,296.0
46089,1031.0,1163.0
40045,314.0,341.0
33015,1392.0,1533.0
50074,2888.0,5651.0
19074,197.0,209.0
17044,2884.0,4658.0
08049,709.0,1077.0
03053,4092.0,7226.0
10060,863.0,996.0
26043,430.0,1073.0
39019,631.0,1586.0
21022,230.0,234.0
18044,280.0,296.0
16067,305.0,320.0
31070,1294.0,2152.0
50075,82.0,86.0
19075,93.0,106.0
50076,140.0,141.0
22083,359.0,392.0
22084,327.0,806.0
44065,116.0,116.0
50077,223.0,254.0
22082,172.0,189.0
44066,162.0,180.0
22085,59.0,62.0
12037,11.0,14.0
03054,442.0,480.0
03075,168.0,309.0
08057,56.0,56.0
25904,134.0,153.0
07064,2356.0,4378.0
09079,32.0,32.0
37092,592.0,1101.0
37185,614.0,626.0
05056,71.0,71.0
23025,1645.0,1898.0
11013,1233.0,1318.0
19076,45.0,46.0
25064,62.0,62.0
08052,201.0,272.0
13033,1438.0,1554.0
08050,79.0,85.0
08051,5902.0,10306.0
44070,109.0,110.0
08053,1440.0,2125.0
08054,2910.0,5416.0
08055,215.0,290.0
25067,444.0,527.0
08056,7460.0,33614.0
08058,1285.0,1380.0
17046,326.0,620.0
08060,131.0,188.0
08059,277.0,287.0
12038,249.0,263.0
08061,866.0,1074.0
08062,521.0,525.0
25068,318.0,362.0
12039,593.0,801.0
25069,356.0,428.0
46090,860.0,1288.0
17047,7865.0,17139.0
08063,219.0,287.0
12040,19945.0,98076.0
46091,80.0,81.0
44071,764.0,1110.0
17048,3924.0,15392.0
25070,459.0,539.0
08064,930.0,1619.0
43042,1152.0,1333.0
08065,572.0,727.0
08066,725.0,778.0
44067,136.0,139.0
44068,559.0,649.0
46092,345.0,356.0
22086,253.0,598.0
22087,47.0,56.0
09083,90.0,90.0
34048,55.0,55.0
06035,1246.0,1399.0
41027,3052.0,3396.0
09082,46.0,47.0
24042,57.0,57.0
19078,67.0,67.0
42056,69.0,69.0
50078,360.0,422.0
22088,144.0,151.0
41028,1046.0,1071.0
41029,3432.0,7146.0
41030,265.0,279.0
18045,941.0,1025.0
16068,161.0,166.0
37096,238.0,247.0
40046,256.0,270.0
42058,261.0,268.0
16070,112.0,118.0
45043,748.0,837.0
16072,277.0,282.0
41031,1229.0,1314.0
23026,2313.0,2660.0
12041,307.0,342.0
16071,40.0,41.0
22089,296.0,309.0
31071,33.0,34.0
19079,13.0,14.0
42057,253.0,264.0
37097,49.0,49.0
34049,411.0,457.0
47037,182.0,187.0
32022,1465.0,1489.0
32021,1150.0,1176.0
18046,1339.0,1541.0
24043,251.0,258.0
34050,242.0,249.0
47038,134.0,134.0
49040,146.0,150.0
09084,382.0,466.0
24044,229.0,234.0
09085,523.0,532.0
34051,135.0,136.0
09088,72.0,73.0
34052,216.0,228.0
09086,420.0,423.0
09090,45.0,46.0
33016,4281.0,13332.0
47039,165.0,168.0
32023,1378.0,1820.0
04033,160.0,161.0
40047,96.0,101.0
27010,2083.0,2471.0
14019,2882.0,3851.0
47040,105.0,111.0
24046,784.0,927.0
24047,1391.0,1502.0
47041,181.0,186.0
49041,295.0,304.0
09091,700.0,752.0
40048,103.0,104.0
47042,49.0,49.0
34053,161.0,162.0
47043,266.0,271.0
49042,204.0,206.0
47044,289.0,300.0
47045,694.0,759.0
24049,1153.0,1229.0
33017,1514.0,1897.0
47046,125.0,131.0
40049,93.0,107.0
40051,86.0,86.0
24050,117.0,120.0
39020,5445.0,26494.0
27011,1502.0,1642.0
49043,300.0,311.0
47047,169.0,172.0
26044,66.0,69.0
06036,3221.0,4107.0
46093,1014.0,1451.0
46094,3253.0,13889.0
12042,580.0,662.0
43043,2198.0,2433.0
36010,1181.0,1496.0
03055,3095.0,4541.0
02025,2412.0,5651.0
46095,579.0,620.0
12043,835.0,1074.0
25071,123.0,132.0
09063,185.0,185.0
09093,156.0,156.0
45045,1269.0,1515.0
23027,434.0,550.0
41032,2639.0,3139.0
23028,2566.0,4860.0
49044,63.0,63.0
24051,529.0,547.0
24052,213.0,218.0
45046,1634.0,1968.0
09094,66.0,66.0
05057,2341.0,3249.0
24053,483.0,504.0
10061,1354.0,1552.0
15022,2235.0,5620.0
10062,412.0,436.0
40052,175.0,179.0
45047,1514.0,2409.0
44074,356.0,483.0
15023,2540.0,5562.0
30017,5571.0,8108.0
47048,181.0,203.0
09095,80.0,80.0
44075,200.0,211.0
32024,2918.0,5061.0
44076,1210.0,1764.0
17189,664.0,973.0
26045,39.0,40.0
17049,943.0,2037.0
31193,678.0,847.0
19080,155.0,163.0
19081,91.0,92.0
18047,1489.0,4229.0
26046,721.0,1684.0
28037,1687.0,1993.0
02026,577.0,680.0
32025,1286.0,1316.0
08067,1646.0,3481.0
19082,166.0,169.0
42059,53.0,55.0
37098,415.0,469.0
05058,167.0,172.0
42060,76.0,79.0
15024,2288.0,2926.0
28038,2734.0,5045.0
08268,748.0,1192.0
46096,185.0,198.0
08266,7108.0,26032.0
36011,1108.0,1192.0
15025,788.0,812.0
37099,107.0,108.0
49046,236.0,239.0
49047,104.0,107.0
37100,121.0,122.0
10063,180.0,189.0
40053,238.0,263.0
40054,200.0,646.0
09098,536.0,776.0
49048,201.0,206.0
44077,91.0,96.0
37101,180.0,186.0
45048,352.0,356.0
09100,47.0,47.0
21023,1473.0,1580.0
37102,441.0,454.0
27012,1021.0,1051.0
34055,278.0,279.0
08068,2900.0,3999.0
25072,2218.0,4928.0
28039,165.0,215.0
50079,234.0,258.0
45049,358.0,374.0
34056,933.0,2077.0
16073,289.0,308.0
12044,670.0,753.0
26047,1636.0,2459.0
50080,93.0,94.0
25073,595.0,681.0
17050,348.0,366.0
47049,88.0,88.0
27013,1381.0,2956.0
37103,568.0,606.0
15026,1410.0,1417.0
50081,586.0,643.0
51001,7363.0,28177.0
30018,3326.0,5229.0
34057,302.0,342.0
34058,246.0,254.0
37114,100.0,101.0
22094,104.0,125.0
05067,106.0,108.0
32029,584.0,588.0
27016,3622.0,6470.0
40065,389.0,413.0
28051,1019.0,1397.0
18059,2358.0,2626.0
19103,352.0,418.0
06042,677.0,720.0
46107,1255.0,2076.0
46106,1506.0,2246.0
19104,61.0,62.0
46108,524.0,734.0
04036,323.0,329.0
12052,789.0,852.0
46109,3176.0,5677.0
22095,76.0,91.0
11015,28118.0,43318.0
23029,743.0,787.0
12053,1759.0,3788.0
16023,555.0,737.0
19106,132.0,135.0
13038,1141.0,1447.0
23030,656.0,770.0
19105,1363.0,1757.0
18061,869.0,1046.0
22096,154.0,169.0
02029,1819.0,2696.0
28052,2098.0,3161.0
11016,8555.0,16494.0
50092,349.0,379.0
04037,1479.0,1621.0
46111,8619.0,12345.0
50093,108.0,111.0
12055,196.0,240.0
12056,308.0,358.0
24065,1720.0,1860.0
45056,1835.0,1907.0
21030,882.0,997.0
45057,153.0,164.0
46112,702.0,836.0
16081,56.0,56.0
18062,3582.0,6895.0
09101,74.0,76.0
26048,18.0,23.0
42061,422.0,429.0
28040,3532.0,10113.0
16074,107.0,117.0
39021,306.0,307.0
30019,4978.0,15854.0
19086,1828.0,2325.0
47050,1823.0,2667.0
42062,93.0,94.0
47051,212.0,217.0
42063,138.0,140.0
26049,371.0,516.0
18048,1352.0,1873.0
05059,122.0,128.0
09102,144.0,154.0
10064,1269.0,1376.0
37104,30.0,30.0
09103,220.0,227.0
09104,78.0,79.0
40055,66.0,68.0
39022,619.0,857.0
24054,339.0,350.0
24055,574.0,643.0
50082,167.0,177.0
50083,121.0,122.0
19087,72.0,72.0
12045,475.0,532.0
31072,2927.0,3820.0
37106,328.0,330.0
12046,573.0,677.0
31074,273.0,317.0
42064,86.0,97.0
31075,88.0,93.0
19088,151.0,154.0
45050,382.0,383.0
09105,154.0,156.0
19089,101.0,101.0
26050,123.0,135.0
42065,46.0,46.0
05060,83.0,87.0
34059,348.0,358.0
17051,112.0,125.0
47052,1449.0,4024.0
24056,1510.0,2689.0
13034,7456.0,41512.0
37107,3988.0,9603.0
07015,8527.0,16413.0
25074,181.0,194.0
31076,1076.0,1278.0
50084,132.0,138.0
25075,69.0,71.0
26051,188.0,198.0
33018,1425.0,1688.0
04034,243.0,259.0
45051,643.0,1202.0
28041,1773.0,2777.0
19090,148.0,167.0
45052,1845.0,2065.0
34060,201.0,211.0
40056,98.0,98.0
49050,1197.0,1225.0
40057,1154.0,1260.0
37108,82.0,84.0
03056,3410.0,6584.0
50085,283.0,290.0
44080,269.0,298.0
40058,331.0,345.0
50086,326.0,346.0
06037,1223.0,1291.0
46097,500.0,599.0
47053,132.0,133.0
47054,498.0,526.0
19091,66.0,79.0
09108,330.0,354.0
18049,535.0,583.0
18050,931.0,1194.0
19092,790.0,874.0
25076,129.0,135.0
29042,6231.0,10630.0
15027,1009.0,1023.0
17054,457.0,1057.0
32026,2454.0,2521.0
05061,289.0,309.0
39023,676.0,5120.0
25077,434.0,597.0
10065,209.0,225.0
05062,155.0,157.0
05063,61.0,62.0
40059,154.0,168.0
28046,2818.0,4258.0
28047,6638.0,28112.0
34061,78.0,85.0
08069,1915.0,2204.0
43045,101.0,116.0
08070,152.0,181.0
29043,1482.0,1741.0
37109,207.0,210.0
28043,4460.0,5021.0
28042,958.0,1111.0
28045,8619.0,19397.0
28044,2155.0,3750.0
18051,873.0,910.0
17055,122.0,124.0
33019,2154.0,3220.0
22090,113.0,137.0
25163,450.0,730.0
29044,856.0,866.0
39024,1120.0,2350.0
29045,2934.0,3525.0
25161,446.0,452.0
40060,159.0,166.0
09109,1686.0,1723.0
19095,64.0,65.0
19096,204.0,213.0
43046,176.0,180.0
03057,381.0,396.0
24057,628.0,722.0
34062,247.0,248.0
19097,120.0,122.0
11014,8203.0,15150.0
14020,425.0,435.0
10066,214.0,233.0
07016,1435.0,2010.0
43047,878.0,2773.0
41033,2928.0,3802.0
05064,72.0,72.0
45053,4144.0,5839.0
50087,46.0,50.0
09110,115.0,116.0
49052,214.0,217.0
19098,66.0,66.0
08071,136.0,169.0
44082,109.0,111.0
46098,1556.0,2281.0
08072,4669.0,6802.0
43048,454.0,597.0
24058,228.0,228.0
25078,521.0,604.0
17057,642.0,695.0
47055,149.0,151.0
15028,750.0,1603.0
14021,37844.0,164190.0
06038,647.0,689.0
37110,78.0,80.0
34063,111.0,111.0
26052,152.0,157.0
19099,746.0,793.0
31077,2019.0,4283.0
26053,215.0,258.0
49053,608.0,675.0
27014,2056.0,2102.0
10067,3796.0,7843.0
41034,8963.0,13887.0
41035,833.0,867.0
15029,3013.0,3189.0
26054,412.0,467.0
08073,4084.0,38568.0
17056,754.0,933.0
43049,700.0,912.0
06039,1231.0,1426.0
41036,2017.0,2452.0
28048,313.0,408.0
26055,71.0,76.0
45054,2916.0,3645.0
40061,115.0,121.0
13035,588.0,700.0
39025,2268.0,5822.0
47056,87.0,88.0
49054,802.0,881.0
41037,1735.0,1907.0
02027,270.0,281.0
06040,507.0,541.0
21024,476.0,499.0
32027,978.0,1161.0
21025,2286.0,2895.0
21026,251.0,274.0
31078,1195.0,1530.0
44084,135.0,140.0
12048,537.0,623.0
18053,1151.0,1210.0
29046,1843.0,2391.0
46099,711.0,939.0
18054,661.0,729.0
