COD_INE;ID_REL;COD_GEO;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;PERIMETRO;COD_INE_CAPITAL;CAPITAL;POBLACION_CAPITAL;HOJA_MTN25_ETRS89;LONGITUD_ETRS89;LATITUD_ETRS89;ORIGENCOOR;ALTITUD;ORIGENALTITUD
20901000000;1209014;20545;20;Gipuzkoa;Mendaro;1983;2539,0525;25857;20901000201;Garagartza;991;0063-1;-2,38288684;43,25116292;Mapa;15;MDT
20902000000;1209029;20485;20;Gipuzkoa;Lasarte-Oria;18893;600,5574;12186;20902000101;Lasarte-Oria;13096;0064-2;-2,01808787;43,26121128;Mapa;21;MDT
20903000000;1209035;20145;20;Gipuzkoa;Astigarraga;7185;1190,6552;17957;20903000101;Astigarraga;5617;0064-2;-1,94874465;43,28148367;Mapa;25;MDT
20904000000;1209040;20185;20;Gipuzkoa;Baliarrain;153;269,8774;6888;20904000101;Baliarrain;115;0089-3;-2,128016;43,06940384;Mapa;296;MDT
20905000000;1209053;20605;20;Gipuzkoa;Orendain;230;633,6279;10745;20905000101;Orendain;132;0089-3;-2,11313581;43,07919453;Mapa;388;MDT
20906000000;1209066;20065;20;Gipuzkoa;Altzaga;177;252,4689;8136;20906000101;Altzaga;111;0089-3;-2,15349925;43,0642468;Mapa;279;MDT
20907000000;1209072;20385;20;Gipuzkoa;Gaztelu;173;915,3188;26840;20907000201;Gaztelu;131;0089-1;-2,02287108;43,11627776;Mapa;454;MDT
21001000000;1210010;21010;21;Huelva;Alájar;814;4145,9354;33056;21001000101;Alájar;564;0917-4;-6,66548899;37,87387884;Mapa;573;MDT
21002000000;1210025;21020;21;Huelva;Aljaraque;21706;3382,3654;27080;21002000101;Aljaraque;10552;0999-1;-7,02327311;37,2723312;Mapa;34;MDT
21003000000;1210031;21030;21;Huelva;El Almendro;835;17024,18;85002;21003000101;El Almendro;807;0958-4;-7,26999069;37,50698812;Mapa;231;MDT
21004000000;1210046;21040;21;Huelva;Almonaster la Real;1786;32128,73;106887;21004000401;Almonaster la Real;586;0917-3;-6,7872;37,872631;Mapa;574,4;Mapa
21005000000;1210059;21050;21;Huelva;Almonte;24577;85921,1;162924;21005000101;Almonte;19967;1001-1;-6,51747768;37,26252304;Mapa;75;MDT
21006000000;1210062;21060;21;Huelva;Alosno;3929;19106,9671;82146;21006000101;Alosno;2114;0959-3;-7,11496253;37,54947646;Mapa;183;MDT
21007000000;1210078;21070;21;Huelva;Aracena;8215;18445,2493;107100;21007000101;Aracena;6971;0917-4;-6,56158282;37,8894945;Mapa;732;MDT
21008000000;1210084;21080;21;Huelva;Aroche;3046;49843,7462;121080;21008000201;Aroche;2780;0916-2;-6,95381063;37,94521471;Mapa;404;MDT
21009000000;1210097;21090;21;Huelva;Arroyomolinos de León;950;8695,4149;45293;21009000101;Arroyomolinos de León;945;0897-3;-6,42109767;38,02628837;Mapa;600;MDT
21010000000;1210101;21100;21;Huelva;Ayamonte;21510;14156,99;88326;21010000101;Ayamonte;16243;0998-3;-7,40543973;37,22437276;Mapa;45;MDT
21011000000;1210118;21110;21;Huelva;Beas;4464;14466,15;73772;21011000101;Beas;3857;0982-1;-6,79288327;37,42630834;Mapa;119;MDT
21012000000;1210123;21120;21;Huelva;Berrocal;312;12623,47;63088;21012000101;Berrocal;308;0960-2;-6,54229268;37,60903715;Mapa;306;MDT
21013000000;1210139;21130;21;Huelva;Bollullos Par del Condado;14392;4930,72;31630;21013000101;Bollullos Par del Condado;14296;0982-4;-6,53535271;37,33626979;Mapa;109;MDT
21014000000;1210144;21140;21;Huelva;Bonares;6075;6477,01;48945;21014000101;Bonares;5478;1000-2;-6,68397297;37,32109958;Mapa;72;MDT
21015000000;1210157;21150;21;Huelva;Cabezas Rubias;716;10865,1604;53367;21015000101;Cabezas Rubias;696;0937-3;-7,08598329;37,72645716;Mapa;221;MDT
21016000000;1210160;21160;21;Huelva;Cala;1158;8393,8025;44968;21016000101;Cala;1141;0918-2;-6,31639457;37,97194335;Mapa;586;MDT
21017000000;1210176;21170;21;Huelva;Calañas;2763;23782,66;117858;21017000101;Calañas;2512;0959-2;-6,8787582;37,65467658;Mapa;297;MDT
21018000000;1210182;21180;21;Huelva;El Campillo;1996;9071,8895;83543;21018000101;El Campillo;1937;0938-4;-6,6292285;37,69381242;Mapa;434;MDT
21019000000;1210195;21190;21;Huelva;Campofrío;731;4698,0836;29219;21019000101;Campofrío;692;0938-2;-6,5728713;37,76763727;Mapa;520;MDT
21020000000;1210209;21200;21;Huelva;Cañaveral de León;401;3477,1417;34235;21020000101;Cañaveral de León;392;0896-4;-6,52882797;38,01428651;Mapa;544;MDT
21021000000;1210216;21210;21;Huelva;Cartaya;20314;22491,55;83936;21021000101;Cartaya;15668;0999-1;-7,15548874;37,28348056;Mapa;18;MDT
21022000000;1210221;21220;21;Huelva;Castaño del Robledo;230;1293,016;21466;21022000101;Castaño del Robledo;206;0917-3;-6,70419467;37,8951685;Mapa;733;MDT
21023000000;1210237;21230;21;Huelva;El Cerro de Andévalo;2320;28612,06;95273;21023000101;El Cerro de Andévalo;2055;0937-4;-6,93884083;37,73538041;Mapa;298;MDT
21024000000;1210242;21240;21;Huelva;Corteconcepción;571;4913,1618;38565;21024000101;Corteconcepción;350;0918-3;-6,51042448;37,89838835;Mapa;577;MDT
21025000000;1210255;21250;21;Huelva;Cortegana;4635;17306,1191;101551;21025000201;Cortegana;3732;0917-3;-6,81961337;37,91061264;Mapa;679;MDT
21026000000;1210268;21260;21;Huelva;Cortelazor;303;3992,7478;29613;21026000101;Cortelazor;290;0917-2;-6,6244437;37,93557537;Mapa;620;MDT
21027000000;1210274;21270;21;Huelva;Cumbres de Enmedio;53;1355,1336;16362;21027000101;Cumbres de Enmedio;47;0896-3;-6,6925844;38,07203503;Mapa;589;MDT
21028000000;1210280;21280;21;Huelva;Cumbres de San Bartolomé;374;14458,1233;66799;21028000101;Cumbres de San Bartolomé;361;0896-3;-6,74345244;38,07699788;Mapa;578;MDT
21029000000;1210293;21290;21;Huelva;Cumbres Mayores;1734;12161,0007;59741;21029000101;Cumbres Mayores;1709;0896-4;-6,64715397;38,06371732;Mapa;695;MDT
21030000000;1210307;21300;21;Huelva;Chucena;2242;2605,77;26237;21030000101;Chucena;2242;0983-3;-6,39509296;37,36036663;Mapa;141;MDT
21031000000;1210314;21310;21;Huelva;Encinasola;1292;17775,6821;73663;21031000101;Encinasola;1287;0895-2;-6,87243524;38,13527618;Mapa;431;MDT
21032000000;1210329;21320;21;Huelva;Escacena del Campo;2294;13490,08;87108;21032000201;Escacena del Campo;2280;0983-3;-6,38975689;37,41035142;Mapa;171;MDT
21033000000;1210335;21330;21;Huelva;Fuenteheridos;751;1092,0391;14809;21033000101;Fuenteheridos;695;0917-4;-6,66197346;37,90449189;Mapa;715;MDT
21034000000;1210340;21340;21;Huelva;Galaroza;1373;2226,5945;28546;21034000201;Galaroza;1279;0917-1;-6,70873714;37,92832811;Mapa;568;MDT
21035000000;1210353;21350;21;Huelva;Gibraleón;12810;32833,35;117837;21035000101;Gibraleón;11108;0981-4;-6,97357026;37,37613276;Mapa;24;MDT
21036000000;1210366;21360;21;Huelva;La Granada de Río-Tinto;242;4470,1126;36968;21036000101;La Granada de Río-Tinto;204;0939-1;-6,50887448;37,76892232;Mapa;434;MDT
21037000000;1210372;21370;21;Huelva;El Granado;517;9769,59;74652;21037000301;El Granado;478;0958-3;-7,41661058;37,52090526;Mapa;133;MDT
21038000000;1210388;21380;21;Huelva;Higuera de la Sierra;1326;2448,2436;21534;21038000101;Higuera de la Sierra;1314;0918-3;-6,4475541;37,83845193;Mapa;626;MDT
21039000000;1210391;21390;21;Huelva;Hinojales;338;2671,1165;28394;21039000101;Hinojales;337;0896-4;-6,591472353;38,00846435;Investigación;609;Investigación
21040000000;1210405;21400;21;Huelva;Hinojos;3903;31988,0254;128599;21040000101;Hinojos;3867;1001-1;-6,37618796;37,29250784;Mapa;81;MDT
21041000000;1210412;21001;21;Huelva;Huelva;142538;15162,53;84195;21041000101;Huelva;142202;0999-2;-6,95040588;37,26004113;Mapa;24;MDT
21042000000;1210427;21410;21;Huelva;Isla Cristina;21516;4936,4711;36719;21042000301;Isla Cristina;18284;0998-4;-7,32574306;37,20301183;Mapa;3;MDT
21043000000;1210433;21420;21;Huelva;Jabugo;2247;2491,5876;27634;21043000101;Jabugo;1286;0917-3,0917-1;-6,72881521;37,91692219;Mapa;655;MDT
21044000000;1210448;21430;21;Huelva;Lepe;28293;12793,9361;81962;21044000401;Lepe;23946;0998-2;-7,20341247;37,25515221;Mapa;20;MDT
21045000000;1210451;21440;21;Huelva;Linares de la Sierra;268;2921,8183;26217;21045000101;Linares de la Sierra;255;0917-4;-6,62158514;37,87991043;Mapa;494;MDT
21046000000;1210464;21450;21;Huelva;Lucena del Puerto;3187;6972,96;64778;21046000201;Lucena del Puerto;2454;1000-1;-6,73059967;37,30382694;Mapa;80;MDT
21047000000;1210470;21460;21;Huelva;Manzanilla;2152;3962,58;38581;21047000301;Manzanilla;2129;0983-3;-6,42830723;37,38709216;Mapa;163;MDT
21048000000;1210486;21470;21;Huelva;Los Marines;410;998,2127;19138;21048000101;Los Marines;382;0917-4;-6,62364986;37,90301149;Mapa;720;MDT
21049000000;1210499;21480;21;Huelva;Minas de Riotinto;3778;2331,3998;30394;21049000401;Minas de Riotinto;3009;0938-4;-6,59127818;37,69259178;Mapa;418;MDT
21050000000;1210502;21490;21;Huelva;Moguer;22061;20374,04;69270;21050000301;Moguer;14506;1000-1;-6,83691754;37,27471025;Mapa;50;MDT
21051000000;1210519;21500;21;Huelva;La Nava;255;6102,965;40909;21051000201;La Nava;227;0917-1;-6,74522443;37,96282566;Mapa;417;MDT
21052000000;1210524;21510;21;Huelva;Nerva;5127;5539,7466;40577;21052000101;Nerva;5123;0938-4;-6,5469784;37,6948313;Mapa;335;MDT
21053000000;1210530;21520;21;Huelva;Niebla;4158;22358,9;118428;21053000801;Niebla;3969;0982-4;-6,67961259;37,36154941;Mapa;43;MDT
21054000000;1210545;21530;21;Huelva;La Palma del Condado;10787;6042,47;35393;21054000101;La Palma del Condado;10736;0982-4;-6,55312863;37,3876449;Mapa;91;MDT
21055000000;1210558;21540;21;Huelva;Palos de la Frontera;12001;4924,7783;56207;21055000201;Palos de la Frontera;5220;0999-4;-6,891977;37,23054376;Mapa;25;MDT
21056000000;1210561;21550;21;Huelva;Paterna del Campo;3478;13253,1;71311;21056000101;Paterna del Campo;3387;0983-1;-6,40156272;37,42110994;Mapa;177;MDT
21057000000;1210577;21560;21;Huelva;Paymogo;1149;21347;72349;21057000101;Paymogo;1137;0936-4;-7,34716755;37,7425975;Mapa;195;MDT
21058000000;1210583;21570;21;Huelva;Puebla de Guzmán;3154;33630,4958;124856;21058000201;Puebla de Guzmán;2795;0958-2;-7,24681154;37,61160539;Mapa;214;MDT
21059000000;1210596;21580;21;Huelva;Puerto Moral;281;1981,7502;21522;21059000201;Puerto Moral;253;0918-3;-6,4783283;37,89224372;Mapa;523;MDT
21060000000;1210600;21590;21;Huelva;Punta Umbría;15891;3874,16;35051;21060000201;Punta Umbría;14506;0999-4;-6,95728548;37,1777585;Mapa;7;MDT
21061000000;1210617;21600;21;Huelva;Rociana del Condado;7834;7194,52;36545;21061000101;Rociana del Condado;7687;1000-2;-6,59837347;37,30797309;Mapa;97;MDT
21062000000;1210622;21610;21;Huelva;Rosal de la Frontera;1682;20949,5111;90287;21062000401;Rosal de la Frontera;1667;0915-2;-7,22038214;37,96758007;Mapa;219;MDT
21063000000;1210638;21620;21;Huelva;San Bartolomé de la Torre;3846;5661;31914;21063000101;San Bartolomé de la Torre;3592;0981-1;-7,1067949;37,44639689;Mapa;128;MDT
21064000000;1210643;21630;21;Huelva;San Juan del Puerto;9503;4528,32;56594;21064000401;San Juan del Puerto;9219;1000-1;-6,84116392;37,31549608;Mapa;6;MDT
21065000000;1210656;21650;21;Huelva;Sanlúcar de Guadiana;380;9633,39;62122;21065000401;Sanlúcar de Guadiana;354;0980-1;-7,4667592;37,47240145;Mapa;25;MDT
21066000000;1210669;21640;21;Huelva;San Silvestre de Guzmán;653;4887,09;31360;21066000101;San Silvestre de Guzmán;648;0980-4;-7,35019368;37,38864426;Mapa;152;MDT
21067000000;1210675;21660;21;Huelva;Santa Ana la Real;489;2656,9604;24823;21067000401;Santa Ana la Real;292;0917-3;-6,72321662;37,86462992;Mapa;631;MDT
21068000000;1210681;21670;21;Huelva;Santa Bárbara de Casa;1055;14658,6431;66836;21068000101;Santa Bárbara de Casa;1030;0936-2;-7,18869551;37,79680826;Mapa;307;MDT
21069000000;1210694;21680;21;Huelva;Santa Olalla del Cala;2034;20292,43;82583;21069000101;Santa Olalla del Cala;2012;0918-4;-6,23468816;37,90505707;Mapa;539;MDT
21070000000;1210708;21690;21;Huelva;Trigueros;7906;11797,78;73544;21070000106;Trigueros;7751;0982-3;-6,83379212;37,38311439;Mapa;75;MDT
21071000000;1210715;21700;21;Huelva;Valdelarco;236;1486,8954;28960;21071000101;Valdelarco;228;0917-2;-6,68365202;37,95041817;Mapa;617;MDT
21072000000;1210720;21710;21;Huelva;Valverde del Camino;12714;21866,71;82970;21072000101;Valverde del Camino;12241;0960-3;-6,75345585;37,57225802;Mapa;272;MDT
21073000000;1210736;21720;21;Huelva;Villablanca;2911;9831,0415;38271;21073000101;Villablanca;2614;0998-2;-7,34273595;37,30315158;Mapa;88;MDT
21074000000;1210741;21730;21;Huelva;Villalba del Alcor;3334;6237,29;50167;21074000101;Villalba del Alcor;3302;0983-3;-6,47673384;37,39718433;Mapa;157;MDT
21075000000;1210754;21740;21;Huelva;Villanueva de las Cruces;385;3438,5228;35008;21075000101;Villanueva de las Cruces;383;0959-1;-7,02475841;37,6278825;Mapa;118;MDT
21076000000;1210767;21750;21;Huelva;Villanueva de los Castillejos;2849;26397,8441;96421;21076000401;Villanueva de los Castillejos;2743;0980-2;-7,27235309;37,50070487;Mapa;225;MDT
21077000000;1210773;21760;21;Huelva;Villarrasa;2203;7219,16;38445;21077000101;Villarrasa;2112;0982-4;-6,60851594;37,38899587;Mapa;63;MDT
21078000000;1210789;21770;21;Huelva;Zalamea la Real;3055;23885,38;90816;21078000901;Zalamea la Real;2731;0938-4;-6,66084235;37,68020669;Mapa;405;MDT
21079000000;1210792;21780;21;Huelva;Zufre;785;34070,38;110041;21079000101;Zufre;756;0918-4,0939-2;-6,3386286;37,83369512;Mapa;440;MDT
21902000000;1219026;0;21;Huelva;La Zarza-Perrunal;1252;4461,7;60616;21902000201;La Zarza;1081;0937-4;-6,85572158;37,71460316;Mapa;256;MDT
22001000000;1220015;22004;22;Huesca;Abiego;271;3819,1585;38678;22001000101;Abiego;202;0287-1;-0,07070538;42,1213634;Mapa;536;MDT
22002000000;1220020;22008;22;Huesca;Abizanda;143;4483,8534;33120;22002000101;Abizanda;81;0250-3;0,19783256;42,2428504;Mapa;638;MDT
22003000000;1220036;22012;22;Huesca;Adahuesca;190;5246,8787;45306;22003000101;Adahuesca;180;0287-2;-0,00778658;42,14589803;Mapa;616;MDT
22004000000;1220041;22016;22;Huesca;Agüero;139;9415,7859;55205;22004000101;Agüero;137;0209-3;-0,7944182;42,35494981;Mapa;695;MDT
22006000000;1220067;22024;22;Huesca;Aisa;336;8096,717;66280;22006000101;Aisa;127;0144-4;-0,61987313;42,67964879;Mapa;1041;MDT
22007000000;1220073;22028;22;Huesca;Albalate de Cinca;1125;4423,1961;28799;22007000101;Albalate de Cinca;1109;0357-4;0,14512716;41,72129514;Mapa;189;MDT
22008000000;1220089;22032;22;Huesca;Albalatillo;188;914,8268;14021;22008000101;Albalatillo;188;0357-3;-0,15067546;41,73693309;Mapa;261;MDT
22009000000;1220092;22036;22;Huesca;Albelda;686;5185,02;31984;22009000101;Albelda;576;0326-4;0,46106724;41,86532533;Mapa;360;MDT
22011000000;1220113;22040;22;Huesca;Albero Alto;118;1928,12;16617;22011000101;Albero Alto;118;0286-4;-0,33683273;42,05012017;Mapa;442;MDT
22012000000;1220128;22044;22;Huesca;Albero Bajo;137;2222,0559;20837;22012000101;Albero Bajo;137;0286-3;-0,38085369;42,02477494;Mapa;408;MDT
22013000000;1220134;22048;22;Huesca;Alberuela de Tubo;306;2079,051;22847;22013000101;Alberuela de Tubo;100;0324-4;-0,21403714;41,90818369;Mapa;352;MDT
22014000000;1220149;22052;22;Huesca;Alcalá de Gurrea;230;7142,33;47047;22014000101;Alcalá de Gurrea;213;0285-3;-0,68683169;42,06736004;Mapa;471;MDT
22015000000;1220152;22056;22;Huesca;Alcalá del Obispo;337;4804,39;32295;22015000101;Alcalá del Obispo;90;0286-4;-0,29309585;42,07761628;Mapa;521;MDT
22016000000;1220165;22060;22;Huesca;Alcampell;627;5800,1722;69642;22016000101;Alcampell;610;0326-4;0,43199805;41,90586236;Mapa;499;MDT
22017000000;1220171;22064;22;Huesca;Alcolea de Cinca;1200;8324,0781;42802;22017000101;Alcolea de Cinca;1118;0357-4;0,11891268;41,718281;Mapa;186;MDT
22018000000;1220187;22068;22;Huesca;Alcubierre;372;11531;52521;22018000101;Alcubierre;372;0356-1;-0,45336179;41,80686474;Mapa;460;MDT
22019000000;1220190;22072;22;Huesca;Alerre;208;894,1862;13529;22019000101;Alerre;208;0286-1;-0,46301496;42,16281363;Mapa;504;MDT
22020000000;1220204;22076;22;Huesca;Alfántega;133;876,3098;13598;22020000101;Alfántega;133;0358-1;0,1473625;41,82877093;Mapa;248;MDT
22021000000;1220211;22080;22;Huesca;Almudévar;2412;20148,6074;70621;22021000101;Almudévar;2108;0285-4;-0,58093381;42,04438111;Mapa;426;MDT
22022000000;1220226;22084;22;Huesca;Almunia de San Juan;689;3565,7528;36903;22022000101;Almunia de San Juan;663;0326-1;0,2447946;41,93566184;Mapa;348;MDT
22023000000;1220232;22088;22;Huesca;Almuniente;454;3755,5967;29165;22023000101;Almuniente;142;0324-1;-0,41021033;41,94993824;Mapa;344;MDT
22024000000;1220247;22092;22;Huesca;Alquézar;338;3235,8757;28525;22024000101;Alquézar;227;0249-4;0,02773606;42,17235218;Mapa;657;MDT
22025000000;1220250;22100;22;Huesca;Altorricón;1441;3241,1429;27872;22025000101;Altorricón;1334;0358-2;0,41430272;41,80356286;Mapa;263;MDT
22027000000;1220279;22104;22;Huesca;Angüés;370;5651;52829;22027000101;Angüés;237;0287-1;-0,15348143;42,11133682;Mapa;544;MDT
22028000000;1220285;22108;22;Huesca;Ansó;397;22306,21;142039;22028000101;Ansó;392;0144-1;-0,82888346;42,7546632;Mapa;858;MDT
22029000000;1220298;22112;22;Huesca;Antillón;137;2240,6997;20357;22029000101;Antillón;137;0287-3;-0,16479389;42,03663837;Mapa;514;MDT
22032000000;1220324;22120;22;Huesca;Aragüés del Puerto;116;6444,2551;49249;22032000101;Aragüés del Puerto;113;0144-4;-0,67072675;42,7064757;Mapa;971;MDT
22035000000;1220358;22124;22;Huesca;Arén;318;11942,3;57678;22035000101;Arén;191;0251-2;0,72091662;42,25898163;Mapa;724;MDT
22036000000;1220361;22128;22;Huesca;Argavieso;114;971,3925;15714;22036000101;Argavieso;112;0286-4;-0,27901269;42,0535985;Mapa;481;MDT
22037000000;1220377;22132;22;Huesca;Arguis;153;6275,3134;45021;22037000101;Arguis;127;0248-1;-0,43895493;42,3145506;Mapa;1038;MDT
22039000000;1220396;22140;22;Huesca;Ayerbe;1028;6389,3308;43278;22039000101;Ayerbe;943;0247-1;-0,68918162;42,2778874;Mapa;583;MDT
22040000000;1220400;22144;22;Huesca;Azanuy-Alins;177;5117,1813;37060;22040000201;Azanuy;168;0326-1;0,31149583;41,973744;Mapa;449;MDT
22041000000;1220417;22148;22;Huesca;Azara;162;1449,2082;21202;22041000101;Azara;160;0287-3;-0,03113699;42,06909641;Mapa;432;MDT
22042000000;1220422;22152;22;Huesca;Azlor;148;1588,7386;16903;22042000101;Azlor;146;0287-1;-0,04408826;42,09496108;Mapa;491;MDT
22043000000;1220438;22156;22;Huesca;Baélls;94;3982,4246;38995;22043000101;Baélls;60;0326-2;0,45988805;41,95343028;Mapa;612;MDT
22044000000;1220443;22160;22;Huesca;Bailo;263;16442,7993;70939;22044000401;Bailo;128;0176-3;-0,81131292;42,51014762;Mapa;708;MDT
22045000000;1220456;22164;22;Huesca;Baldellou;71;3042,3316;23404;22045000101;Baldellou;71;0327-1;0,5464509;41,91823651;Mapa;459;MDT
22046000000;1220469;22168;22;Huesca;Ballobar;849;12772,8678;51302;22046000101;Ballobar;843;0387-1;0,19100532;41,62200205;Mapa;162;MDT
22047000000;1220475;22172;22;Huesca;Banastás;327;465,5413;9795;22047000101;Banastás;324;0248-3;-0,45083389;42,18038319;Mapa;532;MDT
22048000000;1220481;22176;22;Huesca;Barbastro;17146;10759,8163;51565;22048000101;Barbastro;16768;0287-4;0,12246205;42,03662727;Mapa;343;MDT
22049000000;1220494;22180;22;Huesca;Barbués;91;1958,7583;20677;22049000101;Barbués;90;0324-1;-0,41961819;41,97986011;Mapa;360;MDT
22050000000;1220507;22184;22;Huesca;Barbuñales;100;1874,8621;23600;22050000101;Barbuñales;100;0287-3;-0,08771573;42,02569204;Mapa;469;MDT
22051000000;1220514;22188;22;Huesca;Bárcabo;106;8792,0893;59717;22051000201;Bárcabo;25;0249-4;0,06809502;42,24229856;Mapa;715;MDT
22052000000;1220529;22192;22;Huesca;Belver de Cinca;1307;8262,2;56672;22052000101;Belver de Cinca;1273;0358-3;0,17837924;41,68936273;Mapa;196;MDT
22053000000;1220535;22196;22;Huesca;Benabarre;1162;15714,3665;76137;22053000301;Benabarre;934;0289-1;0,48188113;42,10699352;Mapa;774;MDT
22054000000;1220540;22200;22;Huesca;Benasque;2239;23332,44;79705;22054000201;Benasque;1672;0180-1;0,52378621;42,60496129;Mapa;1140;MDT
22055000000;1220553;22204;22;Huesca;Berbegal;308;4903,102;41252;22055000101;Berbegal;308;0325-2;-0,00282676;41,96104308;Mapa;519;MDT
22057000000;1220572;22208;22;Huesca;Bielsa;481;20241,3938;75502;22057000101;Bielsa;318;0179-1;0,21880551;42,63479217;Mapa;1024;MDT
22058000000;1220588;22212;22;Huesca;Bierge;254;14502,896;69970;22058000201;Bierge;144;0287-1;-0,08301874;42,16219193;Mapa;595;MDT
22059000000;1220591;22216;22;Huesca;Biescas;1550;18909,2452;97189;22059000401;Biescas;1172;0177-2;-0,32447488;42,6290567;Mapa;860;MDT
22060000000;1220605;22220;22;Huesca;Binaced;1597;7848,9446;49029;22060000101;Binaced;1415;0358-1;0,20105813;41,82670647;Mapa;277;MDT
22061000000;1220612;22224;22;Huesca;Binéfar;9888;2509,03;25602;22061000101;Binéfar;9640;0326-3;0,2934451;41,85299404;Mapa;283;MDT
22062000000;1220627;22228;22;Huesca;Bisaurri;176;6319,3509;43082;22062000201;Bisaurri;61;0213-1;0,50755385;42,49626026;Mapa;1111;MDT
22063000000;1220633;22232;22;Huesca;Biscarrués;191;3017,6329;35988;22063000101;Biscarrués;163;0247-3;-0,75202053;42,22848078;Mapa;472;MDT
22064000000;1220648;22236;22;Huesca;Blecua y Torres;179;3620,4192;32557;22064000101;Blecua;67;0286-4;-0,18703355;42,05688103;Mapa;467;MDT
22066000000;1220664;22240;22;Huesca;Boltaña;1065;13945,1819;83909;22066000201;Boltaña;894;0211-2;0,06715744;42,44600456;Mapa;643;MDT
22067000000;1220670;22244;22;Huesca;Bonansa;90;3729,1541;32863;22067000101;Bonansa;69;0213-2;0,66783985;42,42741354;Mapa;1259;MDT
22068000000;1220686;22248;22;Huesca;Borau;83;4171,7741;47148;22068000101;Borau;83;0176-2;-0,58766242;42,65892075;Mapa;1002;MDT
22069000000;1220699;22252;22;Huesca;Broto;564;12804,8005;64239;22069000301;Broto;279;0178-1;-0,12130337;42,60416358;Mapa;903;MDT
22072000000;1220725;22260;22;Huesca;Caldearenas;222;19231,1949;95508;22072000301;Caldearenas;25;0210-3;-0,50088169;42,39853281;Mapa;642;MDT
22074000000;1220746;22264;22;Huesca;Campo;459;2285,6874;22463;22074000201;Campo;448;0212-4;0,39709004;42,40996604;Mapa;691;MDT
22075000000;1220759;22268;22;Huesca;Camporrélls;123;2667,99;25634;22075000101;Camporrélls;121;0327-1;0,52139896;41,95858451;Mapa;620;MDT
22076000000;1220762;22272;22;Huesca;Canal de Berdún;348;13327,4145;78946;22076000101;Berdún;204;0175-2;-0,85830787;42,6033843;Mapa;692;MDT
22077000000;1220778;22276;22;Huesca;Candasnos;402;12244,6109;46769;22077000101;Candasnos;402;0386-4;0,06397647;41,50337098;Mapa;283;MDT
22078000000;1220784;22280;22;Huesca;Canfranc;599;7156,2035;45388;22078000201;Canfranc-Estación;503;0144-4;-0,52497158;42,71650151;Mapa;1037;MDT
22079000000;1220797;22284;22;Huesca;Capdesaso;208;1770,4397;16962;22079000101;Capdesaso;208;0325-3;-0,18498384;41,84424575;Mapa;312;MDT
22080000000;1220801;22288;22;Huesca;Capella;350;6071,1413;39093;22080000101;Capella;269;0250-4;0,39621261;42,19694511;Mapa;523;MDT
22081000000;1220818;22292;22;Huesca;Casbas de Huesca;290;13269,3897;71520;22081000101;Casbas de Huesca;94;0287-1;-0,13942125;42,15579711;Mapa;559;MDT
22082000000;1220823;22304;22;Huesca;Castejón del Puente;345;2543,0295;27206;22082000102;Castejón del Puente;302;0326-1;0,16159652;41,96260477;Mapa;370;MDT
22083000000;1220839;22296;22;Huesca;Castejón de Monegros;497;16532,968;75311;22083000101;Castejón de Monegros;497;0385-2;-0,23978744;41,61718771;Mapa;467;MDT
22084000000;1220844;22300;22;Huesca;Castejón de Sos;791;3155,2727;45257;22084000101;Castejón de Sos;604;0180-3;0,49333972;42,51304184;Mapa;923;MDT
22085000000;1220857;22308;22;Huesca;Castelflorite;103;3476,1379;24366;22085000101;Castelflorite;101;0357-1;-0,02147721;41,80328489;Mapa;312;MDT
22086000000;1220860;22312;22;Huesca;Castiello de Jaca;240;1731,1452;22481;22086000201;Castiello de Jaca;194;0176-2;-0,55005751;42,63166579;Mapa;914;MDT
22087000000;1220876;22316;22;Huesca;Castigaleu;80;2652,8578;22870;22087000101;Castigaleu;34;0251-3;0,57893018;42,20420841;Mapa;839;MDT
22088000000;1220882;22320;22;Huesca;Castillazuelo;164;1532,4697;18139;22088000101;Castillazuelo;164;0287-4;0,06450016;42,06840629;Mapa;367;MDT
22089000000;1220895;22324;22;Huesca;Castillonroy;333;3758,67;32492;22089000101;Castillonroy;325;0327-3;0,51393592;41,88454856;Mapa;457;MDT
22090000000;1220909;22328;22;Huesca;Colungo;118;4064,2208;29381;22090000201;Colungo;102;0249-4;0,06341791;42,17248812;Mapa;606;MDT
22094000000;1220942;22340;22;Huesca;Chalamera;114;1149,8426;16513;22094000101;Chalamera;106;0387-1;0,16187563;41,6657571;Mapa;195;MDT
22095000000;1220955;22344;22;Huesca;Chía;83;2610,1973;26903;22095000101;Chía;83;0179-4;0,46446526;42,52185276;Mapa;1223;MDT
22096000000;1220968;22348;22;Huesca;Chimillas;411;1004,1554;22143;22096000101;Chimillas;402;0248-3;-0,45084107;42,17056738;Mapa;520;MDT
22099000000;1220993;22352;22;Huesca;Esplús;649;7301,44;47934;22099000101;Esplús;565;0358-1;0,27475507;41,79839104;Mapa;277;MDT
22102000000;1221029;22356;22;Huesca;Estada;204;1587,4683;22209;22102000101;Estada;204;0288-3;0,23348884;42,07227382;Mapa;397;MDT
22103000000;1221035;22360;22;Huesca;Estadilla;803;5048,85;36232;22103000101;Estadilla;776;0288-3;0,24364967;42,05756948;Mapa;454;MDT
