COD_INE;ID_REL;COD_GEO;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;PERIMETRO;COD_INE_CAPITAL;CAPITAL;POBLACION_CAPITAL;HOJA_MTN25_ETRS89;LONGITUD_ETRS89;LATITUD_ETRS89;ORIGENCOOR;ALTITUD;ORIGENALTITUD
9063000000;1090639;9120;9;Burgos;Cavia;248;1298,4669;17094;9063000101;Cavia;247;0238-1;-3,84423655;42,28254663;Mapa;827;MDT
9064000000;1090644;9122;9;Burgos;Caleruega;419;4763,2533;32010;9064000101;Caleruega;419;0347-1;-3,4874025;41,82503162;Mapa;954;MDT
9065000000;1090657;9124;9;Burgos;Campillo de Aranda;169;2391,6099;19583;9065000101;Campillo de Aranda;169;0375-1;-3,73155035;41,61074581;Mapa;908;MDT
9066000000;1090660;9126;9;Burgos;Campolara;56;1324,3556;16470;9066000101;Campolara;56;0277-1;-3,42773232;42,1191362;Mapa;972;MDT
9067000000;1090676;9128;9;Burgos;Canicosa de la Sierra;436;2953,1643;22662;9067000101;Canicosa de la Sierra;436;0316-1;-3,04051015;41,93789794;Mapa;1136;MDT
9068000000;1090682;9130;9;Burgos;Cantabrana;25;314,4734;8070;9068000101;Cantabrana;25;0136-3;-3,4676537;42,73364013;Mapa;636;MDT
9070000000;1090709;9134;9;Burgos;Carazo;30;2402,8988;23965;9070000101;Carazo;29;0315-1;-3,35668456;41,96756084;Mapa;1135;MDT
9071000000;1090716;9136;9;Burgos;Carcedo de Bureba;45;4266,2343;42963;9071000202;Carcedo de Bureba;15;0168-3;-3,49895916;42,57698108;Mapa;780;MDT
9072000000;1090721;9138;9;Burgos;Carcedo de Burgos;448;2567,6668;23331;9072000101;Carcedo de Burgos;382;0238-2;-3,62292702;42,286212;Mapa;990;MDT
9073000000;1090737;9140;9;Burgos;Cardeñadijo;1414;920,7902;12853;9073000101;Cardeñadijo;1414;0238-2;-3,66675585;42,30172675;Mapa;914;MDT
9074000000;1090742;9142;9;Burgos;Cardeñajimeno;1175;1219,4499;21140;9074000102;Cardeñajimeno;757;0238-2;-3,61972293;42,33058451;Mapa;923;MDT
9075000000;1090755;9144;9;Burgos;Cardeñuela Riopico;109;1128,12;13746;9075000101;Cardeñuela Riopico;87;0200-4;-3,56022661;42,35968259;Mapa;933;MDT
9076000000;1090768;9146;9;Burgos;Carrias;25;1326,1749;16331;9076000101;Carrias;25;0201-2;-3,28418542;42,48163023;Mapa;836;MDT
9077000000;1090774;9148;9;Burgos;Cascajares de Bureba;29;791,8764;12180;9077000101;Cascajares de Bureba;29;0136-4;-3,23747381;42,67783771;Mapa;795;MDT
9078000000;1090780;9150;9;Burgos;Cascajares de la Sierra;32;680,9188;12509;9078000101;Cascajares de la Sierra;32;0277-3;-3,39924861;42,06204671;Mapa;925;MDT
9079000000;1090793;9152;9;Burgos;Castellanos de Castro;49;992,8076;13270;9079000101;Castellanos de Castro;49;0237-1;-4,03541313;42,32893858;Mapa;882;MDT
9082000000;1090829;9160;9;Burgos;Castildelgado;33;495,0642;10305;9082000101;Castildelgado;33;0202-1;-3,08519519;42,4362431;Mapa;770;MDT
9083000000;1090835;9158;9;Burgos;Castil de Peones;25;1397,9038;19730;9083000101;Castil de Peones;25;0201-1;-3,38578729;42,48291012;Mapa;790;MDT
9084000000;1090840;9162;9;Burgos;Castrillo de la Reina;173;1444,6077;20464;9084000101;Castrillo de la Reina;173;0315-2;-3,23652912;41,98688435;Mapa;978;MDT
9085000000;1090853;9164;9;Burgos;Castrillo de la Vega;648;2641,6449;22457;9085000101;Castrillo de la Vega;641;0375-1;-3,77925901;41,65074019;Mapa;809;MDT
9086000000;1090866;9170;9;Burgos;Castrillo del Val;814;2254,409;25470;9086000101;Castrillo del Val;221;0238-2;-3,58497145;42,31342998;Mapa;940;MDT
9088000000;1090888;9166;9;Burgos;Castrillo de Riopisuerga;57;1744,4318;27637;9088000101;Castrillo de Riopisuerga;26;0165-4;-4,25335158;42,51574985;Mapa;825;MDT
9090000000;1090905;9172;9;Burgos;Castrillo Mota de Judíos;49;2205,1267;21481;9090000101;Castrillo Mota de Judíos;49;0237-1;-4,17277539;42,3075792;Mapa;790;MDT
9091000000;1090912;9174;9;Burgos;Castrojeriz;758;13606,7317;85230;9091000101;Castrojeriz;512;0237-1;-4,14333499;42,28986434;Mapa;808;MDT
9093000000;1090933;9178;9;Burgos;Cayuela;190;1347,3743;23711;9093000101;Cayuela;61;0238-1;-3,8195445;42,27236862;Mapa;822;MDT
9094000000;1090948;9180;9;Burgos;Cebrecos;54;2329,9998;29034;9094000101;Cebrecos;54;0314-2;-3,59626288;41,98487122;Mapa;970;MDT
9095000000;1090951;9182;9;Burgos;Celada del Camino;102;1257,3285;15765;9095000101;Celada del Camino;102;0237-2;-3,93401407;42,26383898;Mapa;800;MDT
9098000000;1090986;9186;9;Burgos;Cerezo de Río Tirón;532;6369,5714;43947;9098000101;Cerezo de Río Tirón;531;0202-1;-3,1363812;42,49270686;Mapa;704;MDT
9100000000;1091003;9190;9;Burgos;Cerratón de Juarros;52;1624,8288;20908;9100000101;Cerratón de Juarros;39;0201-1;-3,37386887;42,42238418;Mapa;957;MDT
9101000000;1091010;9192;9;Burgos;Ciadoncha;78;1528,6409;14864;9101000101;Ciadoncha;78;0275-2;-3,93458074;42,15850774;Mapa;793;MDT
9102000000;1091025;9194;9;Burgos;Cillaperlata;35;1681,7121;22152;9102000101;Cillaperlata;35;0136-1;-3,35706163;42,78086636;Mapa;568;MDT
9103000000;1091031;9196;9;Burgos;Cilleruelo de Abajo;218;4815,8468;31017;9103000101;Cilleruelo de Abajo;218;0314-3;-3,79464746;41,88443626;Mapa;913;MDT
9104000000;1091046;9198;9;Burgos;Cilleruelo de Arriba;41;1849,0291;18601;9104000101;Cilleruelo de Arriba;37;0314-4;-3,6616739;41,90482155;Mapa;965;MDT
9105000000;1091059;9200;9;Burgos;Ciruelos de Cervera;104;3787,4191;29899;9105000201;Ciruelos de Cervera;72;0314-4;-3,52891032;41,906957;Mapa;1026;MDT
9108000000;1091084;9202;9;Burgos;Cogollos;592;3124,7495;26569;9108000101;Cogollos;588;0238-3;-3,69901362;42,20156634;Mapa;891;MDT
9109000000;1091097;9204;9;Burgos;Condado de Treviño;1416;26035,74;103663;9109004501;Treviño;193;0138-3;-2,7474592;42,73532879;Mapa;568;MDT
9110000000;1091101;9206;9;Burgos;Contreras;81;3812,1804;28254;9110000101;Contreras;81;0277-3;-3,40924202;42,01832873;Mapa;1029;MDT
9112000000;1091123;9208;9;Burgos;Coruña del Conde;105;3435,1664;35523;9112000101;Coruña del Conde;104;0347-1;-3,39200543;41,76543493;Mapa;903;MDT
9113000000;1091139;9210;9;Burgos;Covarrubias;539;4162,53;47862;9113000101;Covarrubias;516;0277-3;-3,52019;42,059253;Investigación;880;MDT
9114000000;1091144;9212;9;Burgos;Cubillo del Campo;102;1405,688;23677;9114000101;Cubillo del Campo;97;0238-4;-3,61089134;42,1700959;Mapa;1003;MDT
9115000000;1091157;9214;9;Burgos;Cubo de Bureba;105;980,1276;14732;9115000101;Cubo de Bureba;105;0168-2;-3,20759384;42,64033278;Mapa;683;MDT
9117000000;1091176;9218;9;Burgos;La Cueva de Roa;106;1191,4536;16912;9117000101;La Cueva de Roa;104;0345-4,0374-2;-3,94194795;41,66637828;Mapa;766;MDT
9119000000;1091195;9220;9;Burgos;Cuevas de San Clemente;42;1325,6567;20410;9119000101;Cuevas de San Clemente;42;0276-2;-3,56876149;42,12978308;Mapa;1032;MDT
9120000000;1091209;9222;9;Burgos;Encío;43;1875,7717;28279;9120000101;Encío;11;0137-3;-3,08738906;42,67046641;Mapa;661;MDT
9122000000;1091221;9226;9;Burgos;Espinosa de Cervera;90;2961,6935;23819;9122000101;Espinosa de Cervera;90;0315-3;-3,46880111;41,89650781;Mapa;1030;MDT
9123000000;1091237;9230;9;Burgos;Espinosa del Camino;46;693,2901;13622;9123000101;Espinosa del Camino;46;0201-4;-3,27898856;42,40711808;Mapa;891;MDT
9124000000;1091242;9228;9;Burgos;Espinosa de los Monteros;1674;13717,01;58496;9124000201;Espinosa de los Monteros;1272;0084-4;-3,55285424;43,07635915;Mapa;747;MDT
9125000000;1091255;9232;9;Burgos;Estépar;604;10269,7289;59581;9125000301;Estépar;134;0237-2;-3,89751306;42,27628832;Mapa;811;MDT
9127000000;1091274;9236;9;Burgos;Fontioso;50;2483,9091;24544;9127000102;Fontioso;50;0314-1;-3,73864178;41,94343488;Mapa;974;MDT
9128000000;1091280;9238;9;Burgos;Frandovínez;97;858,158;13350;9128000101;Frandovínez;97;0238-1;-3,83792443;42,30961119;Mapa;823;MDT
9129000000;1091293;9240;9;Burgos;Fresneda de la Sierra Tirón;94;6116,7282;39043;9129000101;Fresneda de la Sierra Tirón;94;0240-1;-3,13660397;42,31438647;Mapa;995;MDT
9130000000;1091307;9242;9;Burgos;Fresneña;69;1400,7112;20393;9130000101;Fresneña;21;0202-3;-3,13469236;42,41413139;Mapa;846;MDT
9131000000;1091314;9244;9;Burgos;Fresnillo de las Dueñas;695;1369,2405;16099;9131000101;Fresnillo de las Dueñas;695;0375-2;-3,64448173;41,6474269;Mapa;805;MDT
9132000000;1091329;9246;9;Burgos;Fresno de Río Tirón;178;967,5379;18567;9132000101;Fresno de Río Tirón;178;0202-1;-3,17583879;42,45978176;Mapa;703;MDT
9133000000;1091335;9248;9;Burgos;Fresno de Rodilla;46;1214,5766;14477;9133000101;Fresno de Rodilla;46;0201-1;-3,48354488;42,4188226;Mapa;978;MDT
9134000000;1091340;9250;9;Burgos;Frías;270;2949,7543;34668;9134000101;Frías;189;0136-2;-3,29339547;42,76078471;Mapa;527;MDT
9135000000;1091353;9252;9;Burgos;Fuentebureba;40;909,2694;13642;9135000201;Fuentebureba;16;0168-2;-3,23447784;42,63379704;Mapa;681;MDT
9136000000;1091366;9254;9;Burgos;Fuentecén;223;1704,7343;19381;9136000101;Fuentecén;223;0374-2;-3,8702272;41,62824824;Mapa;821;MDT
9137000000;1091372;9256;9;Burgos;Fuentelcésped;257;2242,3596;20744;9137000101;Fuentelcésped;257;0375-2;-3,64080598;41,59151372;Mapa;884;MDT
9138000000;1091388;9258;9;Burgos;Fuentelisendo;106;696,7868;11705;9138000101;Fuentelisendo;106;0374-2;-3,90103978;41,62360723;Mapa;851;MDT
9139000000;1091391;9260;9;Burgos;Fuentemolinos;99;1281,0183;16044;9139000101;Fuentemolinos;99;0375-1;-3,84946328;41,6048227;Mapa;882;MDT
9140000000;1091405;9262;9;Burgos;Fuentenebro;150;3898,5346;32318;9140000101;Fuentenebro;150;0375-3;-3,75381657;41,52841317;Mapa;927;MDT
9141000000;1091412;9264;9;Burgos;Fuentespina;770;1202,7613;16868;9141000101;Fuentespina;770;0375-2;-3,68370032;41,63134947;Mapa;844;MDT
9143000000;1091433;9268;9;Burgos;Galbarros;30;3198,8879;32030;9143000301;Galbarros;11;0168-3;-3,43744973;42,52845679;Mapa;949;MDT
9144000000;1091448;9270;9;Burgos;La Gallega;44;1735,48;18718;9144000101;La Gallega;44;0315-4;-3,26387238;41,89896162;Mapa;1111;MDT
9148000000;1091486;9278;9;Burgos;Grijalba;111;1975,2942;18816;9148000101;Grijalba;111;0199-1;-4,11851974;42,4296993;Mapa;814;MDT
9149000000;1091499;9280;9;Burgos;Grisaleña;65;1634,6181;19418;9149000101;Grisaleña;65;0168-2;-3,26436445;42,59152225;Mapa;740;MDT
9151000000;1091519;9284;9;Burgos;Gumiel de Izán;556;7550,4436;44431;9151000101;Gumiel de Izán;552;0346-1;-3,68821336;41,77334477;Mapa;850;MDT
9152000000;1091524;9286;9;Burgos;Gumiel de Mercado;374;5770,8524;47412;9152000101;Gumiel de Mercado;324;0346-1;-3,80272078;41,75582525;Mapa;839;MDT
9154000000;1091545;9290;9;Burgos;Hacinas;151;790,1439;10805;9154000101;Hacinas;145;0315-2;-3,28755408;41,98598452;Mapa;1004;MDT
9155000000;1091558;9064;9;Burgos;Haza;28;8229,7604;102236;9155000101;Haza;28;0375-1;-3,83058986;41,62103757;Mapa;907;MDT
9159000000;1091596;9296;9;Burgos;Hontanas;72;1021,8133;15771;9159000101;Hontanas;72;0237-1;-4,04454626;42,31241997;Mapa;866;MDT
9160000000;1091600;9298;9;Burgos;Hontangas;91;1222,0449;18604;9160000101;Hontangas;91;0375-3;-3,79604071;41,58275795;Mapa;836;MDT
9162000000;1091622;9302;9;Burgos;Hontoria de la Cantera;153;1938,6259;22073;9162000101;Hontoria de la Cantera;152;0238-4;-3,64328803;42,18905768;Mapa;949;MDT
9163000000;1091638;9306;9;Burgos;Hontoria del Pinar;644;8084,3678;44467;9163000201;Hontoria del Pinar;538;0316-3;-3,16452427;41,84803122;Mapa;1049;MDT
9164000000;1091643;9304;9;Burgos;Hontoria de Valdearados;169;3358,1128;29431;9164000101;Hontoria de Valdearados;157;0346-4;-3,52024149;41,74316701;Mapa;860;MDT
9166000000;1091669;9308;9;Burgos;Las Hormazas;98;3657,6447;29229;9166000301;La Parte;53;0166-4;-3,92907399;42,52550063;Mapa;903;MDT
9167000000;1091675;9310;9;Burgos;Hornillos del Camino;56;1407,8317;20442;9167000101;Hornillos del Camino;56;0199-4;-3,92632608;42,33910182;Mapa;822;MDT
9168000000;1091681;9312;9;Burgos;La Horra;312;2999,0549;24763;9168000101;La Horra;311;0345-4;-3,875112;41,740559;Investigación;806;Investigación
9169000000;1091694;9314;9;Burgos;Hortigüela;100;2066,1649;29943;9169000101;Hortigüela;100;0277-3;-3,42709204;42,06870161;Mapa;942;MDT
9170000000;1091708;9316;9;Burgos;Hoyales de Roa;226;1278,2724;19377;9170000101;Hoyales de Roa;226;0374-2;-3,86218969;41,65934654;Mapa;799;MDT
9172000000;1091720;9320;9;Burgos;Huérmeces;164;4869,9696;33777;9172000101;Huérmeces;79;0167-3;-3,77197585;42,52261291;Mapa;882;MDT
9173000000;1091736;9322;9;Burgos;Huerta de Arriba;128;3318,1398;26278;9173000101;Huerta de Arriba;128;0278-1;-3,08235288;42,11675037;Mapa;1205;MDT
9174000000;1091741;9324;9;Burgos;Huerta de Rey;908;9781,4578;47460;9174000201;Huerta de Rey;647;0315-4;-3,34818682;41,84064135;Mapa;998;MDT
9175000000;1091754;9326;9;Burgos;Humada;123;8519,2969;56351;9175000401;Humada;19;0134-3;-4,08374434;42,66868434;Mapa;959;MDT
9176000000;1091767;9328;9;Burgos;Hurones;57;829,4762;12996;9176000102;Hurones;56;0200-4;-3,6135402;42,40630439;Mapa;911;MDT
9177000000;1091773;9330;9;Burgos;Ibeas de Juarros;1438;13026,8812;87971;9177000501;Ibeas de Juarros;824;0238-2;-3,53657685;42,33032757;Mapa;930;MDT
9178000000;1091789;9332;9;Burgos;Ibrillos;37;563,7455;11778;9178000101;Ibrillos;37;0202-1;-3,08339489;42,45403129;Mapa;742;MDT
9179000000;1091792;9334;9;Burgos;Iglesiarrubia;43;1502,4435;20565;9179000101;Iglesiarrubia;43;0314-1;-3,84655222;41,97440417;Mapa;886;MDT
9180000000;1091806;9336;9;Burgos;Iglesias;146;3453,8315;28982;9180000101;Iglesias;127;0237-2;-3,98941407;42,2980484;Mapa;848;MDT
9181000000;1091813;9338;9;Burgos;Isar;291;6641,8952;52162;9181000201;Isar;67;0199-4;-3,92908507;42,36159446;Mapa;844;MDT
9182000000;1091828;9340;9;Burgos;Itero del Castillo;82;1691,4169;18094;9182000101;Itero del Castillo;82;0236-2;-4,2424853;42,28928435;Mapa;787;MDT
9183000000;1091834;9342;9;Burgos;Jaramillo de la Fuente;42;2156,3477;20734;9183000101;Jaramillo de la Fuente;42;0277-2;-3,3133968;42,11590227;Mapa;1055;MDT
9184000000;1091849;9344;9;Burgos;Jaramillo Quemado;10;1744,9625;18887;9184000101;Jaramillo Quemado;10;0277-3;-3,36039498;42,08424151;Mapa;968;MDT
9189000000;1091890;9352;9;Burgos;Junta de Traslaloma;123;7581,1799;51793;9189000101;Castrobarto;30;0085-3;-3,38925271;43,04123664;Mapa;690;MDT
9190000000;1091904;9354;9;Burgos;Junta de Villalba de Losa;87;4566,7;36915;9190000701;Villalba de Losa;64;0111-1;-3,08782904;42,93537884;Mapa;666;MDT
9191000000;1091911;9356;9;Burgos;Jurisdicción de Lara;31;2504,4769;23848;9191000201;Lara de los Infantes;18;0277-1;-3,44439398;42,12312588;Mapa;1025;MDT
9192000000;1091926;9358;9;Burgos;Jurisdicción de San Zadornil;62;3099,2142;25580;9192000301;San Zadornil;12;0111-3;-3,15676643;42,84159722;Mapa;661;MDT
9194000000;1091947;9362;9;Burgos;Lerma;2609;16469,48;129740;9194000201;Lerma;2456;0276-3;-3,75931385;42,02736001;Mapa;839;MDT
9195000000;1091950;9364;9;Burgos;Llano de Bureba;53;1518,9346;20648;9195000101;Llano de Bureba;50;0168-1;-3,45743948;42,62493871;Mapa;641;MDT
9196000000;1091963;9366;9;Burgos;Madrigal del Monte;155;2687,6574;21994;9196000101;Madrigal del Monte;118;0276-2;-3,67599252;42,14406357;Mapa;938;MDT
9197000000;1091979;9368;9;Burgos;Madrigalejo del Monte;179;2516,9662;26502;9197000101;Madrigalejo del Monte;101;0276-1;-3,72600171;42,12529574;Mapa;890;MDT
9198000000;1091985;9370;9;Burgos;Mahamud;111;3360,8116;30565;9198000101;Mahamud;111;0275-2;-3,94188246;42,12035188;Mapa;827;MDT
9199000000;1091998;9372;9;Burgos;Mambrilla de Castrejón;104;1604,2658;19830;9199000101;Mambrilla de Castrejón;104;0374-2;-3,9853538;41,66599709;Mapa;837;MDT
9200000000;1092002;9374;9;Burgos;Mambrillas de Lara;46;3402,5439;35969;9200000201;Mambrillas de Lara;18;0277-1;-3,4596205;42,09559599;Mapa;986;MDT
9201000000;1092019;9376;9;Burgos;Mamolar;27;1832,2258;18305;9201000101;Mamolar;27;0315-1;-3,36192034;41,92661673;Mapa;1090;MDT
9202000000;1092024;9378;9;Burgos;Manciles;22;658,0021;11376;9202000101;Manciles;22;0199-2;-3,94507009;42,45580045;Mapa;880;MDT
9206000000;1092061;9384;9;Burgos;Mazuela;59;1341,1128;17303;9206000101;Mazuela;59;0237-4;-3,91864255;42,20722435;Mapa;827;MDT
9208000000;1092083;9386;9;Burgos;Mecerreyes;196;5963,1622;46980;9208000101;Mecerreyes;193;0276-2;-3,57389753;42,09553284;Mapa;985;MDT
9209000000;1092096;9388;9;Burgos;Medina de Pomar;5834;21419,6408;109657;9209001101;Medina de Pomar;5265;0110-1;-3,48750314;42,92852281;Mapa;607;MDT
9211000000;1092117;9390;9;Burgos;Melgar de Fernamental;1553;10862,3838;65786;9211000101;Melgar de Fernamental;1446;0198-4;-4,2435593;42,4054474;Mapa;806;MDT
9213000000;1092138;9392;9;Burgos;Merindad de Cuesta-Urria;284;12197,4602;98737;9213001001;Nofuentes;100;0110-3;-3,41859895;42,84189463;Mapa;557;MDT
9214000000;1092143;9394;9;Burgos;Merindad de Montija;730;10007,1834;57931;;;0;0085-3;-3,47355077;43,0672589;Mapa;707;MDT
9215000000;1092156;9396;9;Burgos;Merindad de Sotoscueva;409;15335,0045;61728;9215000501;Cornejo;40;0084-4;-3,62680813;43,02825277;Mapa;640;MDT
9216000000;1092169;9398;9;Burgos;Merindad de Valdeporres;431;12016,7368;62595;9216000701;Pedrosa de Valdeporres;155;0084-3;-3,740042;43,008014;Investigación;676;Investigación
9217000000;1092175;9400;9;Burgos;Merindad de Valdivielso;386;12908,9914;54040;9217000801;Quecedo de Valdivielso;21;0135-2;-3,54271564;42,83101838;Mapa;618;MDT
9218000000;1092181;9402;9;Burgos;Milagros;438;2202,5945;22211;9218000101;Milagros;437;0375-3;-3,69779163;41,57532265;Mapa;843;MDT
9219000000;1092194;9404;9;Burgos;Miranda de Ebro;35528;10119,74;72613;9219001101;Miranda de Ebro;25508;0137-4;-2,95239566;42,68052075;Mapa;474;MDT
9220000000;1092208;9406;9;Burgos;Miraveche;85;2270,3489;22140;9220000101;Miraveche;85;0136-4;-3,2008435;42,67317953;Mapa;798;MDT
9221000000;1092215;9408;9;Burgos;Modúbar de la Emparedada;768;1174,7604;18715;9221000201;Modúbar de la Emparedada;533;0238-2;-3,66025784;42,26033596;Mapa;890;MDT
9223000000;1092236;9412;9;Burgos;Monasterio de la Sierra;40;589,4999;10177;9223000101;Monasterio de la Sierra;40;0277-4;-3,19374583;42,05086787;Mapa;1159;MDT
9224000000;1092241;9414;9;Burgos;Monasterio de Rodilla;164;3713,8704;27391;9224000101;Monasterio de Rodilla;132;0201-1;-3,46985948;42,45805549;Mapa;873;MDT
9225000000;1092254;9416;9;Burgos;Moncalvillo;83;2675,6727;23144;9225000101;Moncalvillo;83;0315-2;-3,19948624;41,95403419;Mapa;1059;MDT
9226000000;1092267;9418;9;Burgos;Monterrubio de la Demanda;58;1511,2319;17510;9226000101;Monterrubio de la Demanda;58;0278-1;-3,11265188;42,14959807;Mapa;1226;MDT
9227000000;1092273;9420;9;Burgos;Montorio;152;2353,1849;23237;9227000101;Montorio;149;0167-1;-3,7763975;42,58472261;Mapa;945;MDT
9228000000;1092289;9422;9;Burgos;Moradillo de Roa;163;1380,6253;15366;9228000101;Moradillo de Roa;163;0375-3;-3,79174817;41,55247862;Mapa;915;MDT
9229000000;1092292;9424;9;Burgos;Nava de Roa;206;2234,6425;23632;9229000101;Nava de Roa;206;0374-2;-3,96363481;41,61264384;Mapa;786;MDT
9230000000;1092306;9426;9;Burgos;Navas de Bureba;31;879,4959;12885;9230000101;Navas de Bureba;31;0136-4;-3,32720516;42,68234502;Mapa;765;MDT
9231000000;1092313;9428;9;Burgos;Nebreda;51;2842,8688;29062;9231000101;Nebreda;51;0314-2;-3,6347466;41,96892176;Mapa;915;MDT
9232000000;1092328;9430;9;Burgos;Neila;144;6858,9516;42655;9232000101;Neila;144;0278-4;-2,99647104;42,06026327;Mapa;1175;MDT
9235000000;1092352;9434;9;Burgos;Olmedillo de Roa;190;2602,8091;23834;9235000101;Olmedillo de Roa;190;0345-2;-3,93363431;41,78357017;Mapa;840;MDT
9236000000;1092365;9436;9;Burgos;Olmillos de Muñó;36;704,1701;14170;9236000101;Olmillos de Muñó;36;0237-4;-3,94007202;42,20232284;Mapa;810;MDT
9238000000;1092387;9438;9;Burgos;Oña;1008;16164,0603;90691;9238000901;Oña;687;0136-3;-3,41176884;42,73430475;Mapa;600;MDT
9239000000;1092390;9440;9;Burgos;Oquillas;48;1498,4437;18247;9239000101;Oquillas;48;0346-1;-3,70604904;41,83080951;Mapa;912;MDT
9241000000;1092411;9444;9;Burgos;Orbaneja Riopico;355;934,2325;14109;9241000101;Orbaneja Riopico;292;0200-4;-3,5852192;42,36115201;Mapa;927;MDT
9242000000;1092426;9446;9;Burgos;Padilla de Abajo;75;2776,3155;25123;9242000101;Padilla de Abajo;75;0199-3;-4,17677638;42,40831322;Mapa;799;MDT
9243000000;1092432;9448;9;Burgos;Padilla de Arriba;86;2311,6677;20147;9243000101;Padilla de Arriba;86;0198-2;-4,19344038;42,43794991;Mapa;830;MDT
9244000000;1092447;9450;9;Burgos;Padrones de Bureba;45;2032,8898;21833;9244000101;Padrones de Bureba;45;0135-4;-3,53246087;42,70499002;Mapa;777;MDT
9246000000;1092463;9454;9;Burgos;Palacios de la Sierra;702;7039,713;42028;9246000101;Palacios de la Sierra;702;0316-1;-3,12711081;41,9638196;Mapa;1058;MDT
9247000000;1092479;9456;9;Burgos;Palacios de Riopisuerga;22;1033,8216;22007;9247000101;Palacios de Riopisuerga;22;0198-4;-4,25660509;42,34361599;Mapa;780;MDT
9248000000;1092485;9458;9;Burgos;Palazuelos de la Sierra;87;1573,7377;21655;9248000101;Palazuelos de la Sierra;87;0239-3;-3,45956152;42,21313022;Mapa;1113;MDT
9249000000;1092498;9460;9;Burgos;Palazuelos de Muñó;53;869,0799;16695;9249000101;Palazuelos de Muñó;53;0237-4;-3,98966907;42,19807877;Mapa;788;MDT
9250000000;1092501;9462;9;Burgos;Pampliega;287;2439,9615;29377;9250000201;Pampliega;279;0237-4;-3,98797885;42,20619881;Mapa;815;MDT
9251000000;1092518;9464;9;Burgos;Pancorbo;423;5845,0548;51201;9251000101;Pancorbo;417;0169-1;-3,10985574;42,63502775;Mapa;633;MDT
9253000000;1092539;9468;9;Burgos;Pardilla;115;1519,7051;18374;9253000101;Pardilla;115;0375-3;-3,71056916;41,55255601;Mapa;876;MDT
9255000000;1092557;9470;9;Burgos;Partido de la Sierra en Tobalina;84;2978,7128;39960;9255000301;Valderrama;36;0136-4;-3,25478667;42,73341015;Mapa;620;MDT
9256000000;1092560;9472;9;Burgos;Pedrosa de Duero;485;6986,1077;54665;9256000301;Pedrosa de Duero;126;0345-4;-3,98820434;41,71263687;Mapa;835;MDT
9257000000;1092576;9474;9;Burgos;Pedrosa del Páramo;84;1132,8564;14125;9257000101;Pedrosa del Páramo;84;0199-2;-3,97283328;42,44228482;Mapa;944;MDT
9258000000;1092582;9476;9;Burgos;Pedrosa del Príncipe;165;2841,0693;22765;9258000101;Pedrosa del Príncipe;160;0236-4;-4,19833669;42,24787588;Mapa;774;MDT
9259000000;1092595;9478;9;Burgos;Pedrosa de Río Úrbel;252;4905,9982;37552;9259000301;Pedrosa de Río Úrbel;97;0200-3;-3,82136104;42,41028267;Mapa;845;MDT
9261000000;1092616;9482;9;Burgos;Peñaranda de Duero;511;6453,2706;37638;9261000102;Peñaranda de Duero;459;0347-3;-3,47913831;41,68853682;Mapa;854;MDT
9262000000;1092621;9484;9;Burgos;Peral de Arlanza;175;2902,7245;25839;9262000101;Peral de Arlanza;164;0275-3;-4,07662217;42,07593729;Mapa;774;MDT
9265000000;1092655;9490;9;Burgos;Piérnigas;37;1340,1983;19230;9265000101;Piérnigas;34;0168-1;-3,41326034;42,59020931;Mapa;736;MDT
9266000000;1092668;9492;9;Burgos;Pineda de la Sierra;99;6876,6816;38131;9266000101;Pineda de la Sierra;98;0239-4;-3,29692813;42,216142;Mapa;1209;MDT
9267000000;1092674;9494;9;Burgos;Pineda Trasmonte;117;2817,054;31838;9267000101;Pineda Trasmonte;114;0314-3;-3,69633013;41,90976041;Mapa;960;MDT
9268000000;1092680;9496;9;Burgos;Pinilla de los Barruecos;99;3252,091;23964;9268000201;Pinilla de los Barruecos;90;0315-2;-3,30448269;41,91819947;Mapa;1084;MDT
9269000000;1092693;9498;9;Burgos;Pinilla de los Moros;40;1101,2527;14655;9269000201;Pinilla de los Moros;30;0277-4;-3,32887626;42,06812396;Mapa;978;MDT
9270000000;1092707;9500;9;Burgos;Pinilla Trasmonte;165;6831,4946;46404;9270000101;Pinilla Trasmonte;165;0314-4;-3,61953707;41,87372939;Mapa;932;MDT
9272000000;1092729;9502;9;Burgos;Poza de la Sal;294;8190,1828;44639;9272000301;Poza de la Sal;205;0168-1;-3,50149791;42,66582922;Mapa;757;MDT
9273000000;1092735;9504;9;Burgos;Prádanos de Bureba;56;1078,5008;14159;9273000101;Prádanos de Bureba;56;0168-4;-3,34771892;42,50322305;Mapa;755;MDT
9274000000;1092740;9506;9;Burgos;Pradoluengo;1120;3054,4991;30890;9274000201;Pradoluengo;1100;0239-2;-3,20034051;42,32374993;Mapa;959;MDT
9275000000;1092753;9508;9;Burgos;Presencio;190;3535,0837;30357;9275000101;Presencio;190;0237-4;-3,90290387;42,18663505;Mapa;812;MDT
9276000000;1092766;9510;9;Burgos;La Puebla de Arganzón;513;1885,47;20605;9276000101;La Puebla de Arganzón;496;0138-1;-2,83136041;42,76684107;Mapa;482;MDT
9277000000;1092772;9512;9;Burgos;Puentedura;120;1582,95;25420;9277000101;Puentedura;120;0276-4;-3,58217517;42,04190193;Mapa;861;MDT
