Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
15016;Camariñas;1032;11;522;13;11;462;13;374;55;70;533
15017;Cambre;2927;78;1589;117;51;1033;59;27;245;542;2113
15018;Capela, A;724;2;388;3;1;328;2;0;18;0;706
15019;Carballo;4718;157;1828;116;107;2371;139;74;1264;986;2394
15020;Carnota;682;3;230;8;1;434;6;382;48;22;230
15021;Carral;1122;27;735;58;16;268;18;72;370;114;566
15022;Cedeira;776;98;339;17;11;300;11;241;42;59;434
15023;Cee;1372;31;709;29;17;560;26;38;302;239;793
15024;Cerceda;1474;15;888;34;14;490;33;23;753;159;539
15025;Cerdido;110;1;66;4;0;39;0;44;3;2;61
15026;Cesuras;67;0;40;0;1;26;0;1;1;13;52
15027;Coirós;332;36;161;27;6;83;19;4;56;85;187
15028;Corcubión;216;1;74;1;3;131;6;1;5;9;201
15029;Coristanco;760;18;317;31;10;375;9;18;151;144;447
15030;Coruña, A;92932;2229;38434;1760;1985;46343;2181;929;3806;4867;83330
15031;Culleredo;5397;113;2591;169;89;2322;113;4;770;863;3760
15032;Curtis;481;17;248;33;25;144;14;31;79;89;282
15033;Dodro;516;5;281;9;2;210;9;5;68;36;407
15034;Dumbría;454;4;223;6;3;215;3;11;14;95;334
15035;Fene;1907;23;989;30;51;779;35;23;338;285;1261
15036;Ferrol;16920;238;7541;223;286;8315;317;61;1301;1144;14414
15037;Fisterra;570;27;230;13;15;272;13;61;7;21;481
15038;Frades;183;3;112;8;1;54;5;14;25;41;103
15039;Irixoa;65;4;35;2;1;19;4;3;3;3;56
15040;Laxe;354;5;200;9;1;138;1;121;9;40;184
15041;Laracha, A;923;38;478;32;17;334;24;24;162;225;512
15042;Lousame;660;4;439;5;2;210;0;18;284;43;315
15043;Malpica de Bergantiños;1066;97;505;14;13;416;21;130;201;37;698
15044;Mañón;136;2;69;4;1;60;0;12;5;5;114
15045;Mazaricos;293;6;203;10;12;56;6;39;12;84;158
15046;Melide;1009;26;416;34;20;481;32;40;121;100;748
15047;Mesía;219;7;125;18;4;63;2;25;64;12;118
15048;Miño;496;13;206;12;16;235;14;18;17;57;404
15049;Moeche;160;4;50;3;2;98;3;2;7;16;135
15050;Monfero;163;1;64;3;0;92;3;19;8;19;117
15051;Mugardos;562;12;244;6;5;286;9;5;23;150;384
15052;Muxía;599;25;296;23;8;242;5;119;26;63;391
15053;Muros;1207;93;465;33;8;593;15;223;384;94;506
15054;Narón;8758;180;4284;190;131;3761;212;41;1254;1317;6146
15055;Neda;433;6;202;13;2;199;11;34;32;37;330
15056;Negreira;642;22;269;15;19;298;19;22;89;107;424
15057;Noia;2058;38;880;32;63;1003;42;224;95;209;1530
15058;Oleiros;5458;120;2274;167;82;2686;129;40;243;323;4852
15059;Ordes;1694;26;571;43;39;890;125;34;418;161;1081
15060;Oroso;761;18;394;31;13;286;19;31;43;147;540
15061;Ortigueira;696;22;325;12;27;296;14;75;51;62;508
15062;Outes;882;29;556;18;9;262;8;88;91;84;619
15063;Oza dos Ríos;392;2;271;13;3;100;3;8;34;107;243
15064;Paderne;118;0;74;2;0;40;2;2;48;8;60
15065;Padrón;2391;47;1429;70;26;790;29;43;531;247;1570
15066;Pino, O;628;19;380;18;5;188;18;27;27;53;521
15067;Pobra do Caramiñal, A;8880;31;6547;21;30;2224;27;36;768;85;7991
15068;Ponteceso;745;45;314;22;10;343;11;73;199;140;333
15069;Pontedeume;1130;37;567;27;20;457;22;34;92;89;915
15070;Pontes de García Rodríguez, As;2597;94;1178;50;35;1204;36;16;387;250;1944
15071;Porto do Son;985;98;473;20;10;376;8;258;106;79;542
15072;Rianxo;1475;36;624;30;25;728;32;39;555;152;729
15073;Ribeira;6560;327;2238;70;108;3751;66;560;1339;295;4366
15074;Rois;386;11;237;11;10;115;2;27;126;34;199
15075;Sada;2345;54;1317;85;34;808;47;44;85;163;2053
15076;San Sadurniño;369;6;145;17;14;174;13;63;38;42;226
15077;Santa Comba;1423;57;660;60;82;515;49;43;155;372;853
15078;Santiago de Compostela;45028;997;20076;634;622;22017;682;844;1104;2167;40913
15079;Santiso;85;3;52;3;1;26;0;14;5;10;56
15080;Sobrado;161;7;82;7;2;59;4;18;5;13;125
15081;Somozas, As;317;8;162;36;5;99;7;2;52;122;141
15082;Teo;4086;50;2234;54;45;1662;41;2;106;200;3778
15083;Toques;67;5;40;2;1;17;2;5;12;14;36
15084;Tordoia;210;4;91;5;1;107;2;4;43;45;118
15085;Touro;295;7;190;19;1;71;7;21;27;81;166
15086;Trazo;175;10;94;7;2;58;4;18;16;32;109
15087;Valdoviño;689;17;361;21;9;271;10;22;124;71;472
15088;Val do Dubra;328;10;117;11;34;147;9;4;104;33;187
15089;Vedra;498;25;269;27;6;157;14;17;83;79;319
15090;Vilasantar;99;6;50;4;0;34;5;16;21;2;60
15091;Vilarmaior;96;2;53;3;2;35;1;16;9;10;61
15092;Vimianzo;1391;19;558;28;5;744;37;53;163;241;934
15093;Zas;553;18;278;15;11;220;11;7;55;107;384
15901;Cariño;545;76;342;5;5;113;4;294;33;35;183
16001;Abia de la Obispalía;10;0;5;0;0;5;0;0;1;0;9
16002;Acebrón, El;61;2;37;3;0;16;3;52;1;1;7
16003;Alarcón;224;4;81;3;2;133;1;6;2;12;204
16004;Albaladejo del Cuende;34;0;24;2;2;6;0;23;1;4;6
16005;Albalate de las Nogueras;32;0;17;2;0;13;0;2;0;8;22
16006;Albendea;16;0;11;0;1;4;0;2;0;5;9
16007;Alberca de Záncara, La;1069;2;694;5;10;357;1;953;12;9;95
16008;Alcalá de la Vega;7;2;3;1;0;1;0;0;0;6;1
16009;Alcantud;4;0;1;0;0;2;1;1;0;0;3
16010;Alcázar del Rey;5;0;5;0;0;0;0;2;2;0;1
16011;Alcohujate;4;0;1;0;0;3;0;0;0;0;4
16012;Alconchel de la Estrella;16;0;6;2;0;8;0;4;0;1;11
16013;Algarra;0;0;0;0;0;0;0;0;0;0;0
16014;Aliaguilla;40;1;22;1;0;15;1;8;1;7;24
16015;Almarcha, La;113;5;78;4;1;24;1;0;1;20;92
16016;Almendros;30;2;25;0;0;3;0;10;0;10;10
16017;Almodóvar del Pinar;51;3;28;1;0;19;0;15;7;1;28
16018;Almonacid del Marquesado;33;0;23;1;0;8;1;2;1;11;19
16019;Altarejos;12;0;10;0;0;2;0;1;0;6;5
16020;Arandilla del Arroyo;5;0;2;0;0;3;0;0;0;1;4
16022;Arcos de la Sierra;7;0;2;0;0;5;0;0;0;0;7
16023;Chillarón de Cuenca;222;2;61;2;1;153;3;0;3;12;207
16024;Arguisuelas;12;0;8;0;1;3;0;0;6;2;4
16025;Arrancacepas;3;0;1;0;0;2;0;0;0;0;3
16026;Atalaya del Cañavate;41;0;22;1;2;15;1;5;0;3;33
16027;Barajas de Melo;119;3;73;2;2;38;1;6;3;54;56
16029;Barchín del Hoyo;21;1;17;0;0;3;0;3;0;12;6
16030;Bascuñana de San Pedro;4;0;2;0;0;2;0;0;0;1;3
16031;Beamud;6;0;3;0;0;2;1;0;0;0;6
16032;Belinchón;31;2;10;0;2;17;0;5;1;7;18
16033;Belmonte;282;5;170;8;5;94;0;90;11;41;140
16034;Belmontejo;30;1;25;0;0;4;0;10;1;8;11
16035;Beteta;62;2;31;6;0;22;1;0;10;16;36
16036;Boniches;7;0;6;0;0;1;0;0;0;3;4
16038;Buciegas;18;0;16;0;0;2;0;13;0;4;1
16039;Buenache de Alarcón;75;5;33;0;0;37;0;17;9;5;44
16040;Buenache de la Sierra;16;0;12;0;0;4;0;1;0;12;3
16041;Buendía;134;0;33;1;3;96;1;5;0;5;124
16042;Campillo de Altobuey;168;3;93;1;2;69;0;23;14;43;88
16043;Campillos-Paravientos;11;0;8;0;0;3;0;0;0;8;3
16044;Campillos-Sierra;1;0;0;0;0;1;0;0;0;0;1
16045;Canalejas del Arroyo;31;1;20;0;0;10;0;22;1;0;8
16046;Cañada del Hoyo;38;1;23;1;4;7;2;2;5;2;29
16047;Cañada Juncosa;33;2;24;2;0;4;1;16;3;7;7
16048;Cañamares;61;1;34;2;1;23;0;0;1;24;36
16049;Cañavate, El;18;0;10;0;0;8;0;2;0;0;16
16050;Cañaveras;43;0;18;2;2;21;0;3;2;6;32
16051;Cañaveruelas;2;0;0;0;0;2;0;0;0;0;2
16052;Cañete;176;3;91;6;2;71;3;40;14;28;94
16053;Cañizares;71;3;47;3;0;18;0;10;19;15;27
16055;Carboneras de Guadazaón;166;1;85;0;2;77;1;19;9;20;118
16056;Cardenete;51;1;20;0;1;29;0;1;0;14;36
16057;Carrascosa;30;2;22;0;0;6;0;5;0;22;3
16058;Carrascosa de Haro;13;1;10;0;0;1;1;6;3;3;1
16060;Casas de Benítez;480;3;347;4;3;121;2;349;12;31;88
16061;Casas de Fernando Alonso;463;5;285;0;0;172;1;376;6;25;56
16062;Casas de Garcimolina;0;0;0;0;0;0;0;0;0;0;0
16063;Casas de Guijarro;81;0;64;0;0;17;0;72;6;0;3
16064;Casas de Haro;214;3;134;0;0;76;1;153;0;0;61
16065;Casas de los Pinos;194;3;90;1;2;96;2;113;8;1;72
16066;Casasimarro;670;22;411;21;12;185;19;246;23;41;360
16067;Castejón;21;1;11;0;0;9;0;6;5;1;9
16068;Castillejo de Iniesta;64;0;45;0;1;18;0;35;4;0;25
16070;Castillejo-Sierra;3;3;0;0;0;0;0;0;0;3;0
16071;Castillo-Albaráñez;2;0;0;0;0;2;0;0;0;0;2
16072;Castillo de Garcimuñoz;30;0;24;2;0;2;2;0;1;13;16
16073;Cervera del Llano;30;2;16;1;1;10;0;5;1;6;18
16074;Cierva, La;4;0;1;1;0;2;0;1;0;0;3
16078;Cuenca;14074;390;6844;328;320;5918;274;471;384;1576;11643
16079;Cueva del Hierro;21;0;9;0;1;11;0;7;0;0;14
16081;Chumillas;9;0;6;0;0;3;0;0;0;5;4
16082;Enguídanos;168;1;110;0;2;55;0;10;5;33;120
16083;Fresneda de Altarejos;10;0;8;0;0;2;0;0;0;7;3
16084;Fresneda de la Sierra;4;0;2;0;0;2;0;0;0;1;3
16085;Frontera, La;25;1;13;0;1;10;0;2;3;1;19
16086;Fuente de Pedro Naharro;696;4;469;4;1;218;0;570;4;36;86
16087;Fuentelespino de Haro;12;0;9;0;0;2;1;7;0;2;3
16088;Fuentelespino de Moya;6;0;5;0;0;0;1;0;2;3;1
16089;Fuentes;132;2;111;2;1;16;0;4;12;76;40
16091;Fuertescusa;5;0;4;0;0;1;0;0;0;0;5
16092;Gabaldón;27;0;17;6;0;4;0;3;1;2;21
16093;Garaballa;27;0;17;0;0;10;0;9;0;1;17
16094;Gascueña;10;0;6;0;0;4;0;6;0;1;3
16095;Graja de Campalbo;12;0;6;0;0;5;1;0;2;3;7
16096;Graja de Iniesta;169;11;104;1;5;48;0;83;6;1;79
16097;Henarejos;8;0;6;0;0;2;0;4;0;0;4
16098;Herrumblar, El;157;1;122;0;0;34;0;86;10;35;26
16099;Hinojosa, La;13;0;5;0;0;6;2;0;0;4;9
16100;Hinojosos, Los;251;0;171;2;2;76;0;184;6;3;58
16101;Hito, El;12;1;5;0;0;6;0;1;0;0;11
16102;Honrubia;271;14;141;7;5;96;8;28;8;36;199
16103;Hontanaya;69;2;45;2;0;20;0;47;3;7;12
16104;Hontecillas;11;0;8;0;0;3;0;0;0;0;11
16106;Horcajo de Santiago;448;10;268;9;4;149;8;125;16;74;233
16107;Huélamo;10;0;10;0;0;0;0;0;0;8;2
16108;Huelves;18;0;13;0;0;5;0;0;0;9;9
16109;Huérguina;2;0;2;0;0;0;0;0;0;0;2
16110;Huerta de la Obispalía;15;4;9;0;1;1;0;10;0;1;4
16111;Huerta del Marquesado;63;0;57;1;1;4;0;41;1;3;18
16112;Huete;427;23;202;10;29;157;6;25;18;41;343
16113;Iniesta;1729;23;1156;23;23;499;5;950;30;86;663
16115;Laguna del Marquesado;20;0;15;0;1;4;0;10;0;8;2
16116;Lagunaseca;3;0;1;0;0;2;0;0;0;0;3
16117;Landete;138;3;74;1;3;55;2;18;15;22;83
16118;Ledaña;272;4;171;0;1;94;2;159;13;26;74
16119;Leganiel;36;0;26;1;4;5;0;0;0;18;18
16121;Majadas, Las;35;0;27;0;0;8;0;20;0;2;13
16122;Mariana;54;4;33;0;0;15;2;3;29;2;20
16123;Masegosa;14;0;11;0;0;3;0;0;0;0;14
16124;Mesas, Las;837;5;540;2;0;290;0;562;27;61;187
16125;Minglanilla;647;3;477;9;5;151;2;312;45;63;227
16126;Mira;126;2;70;4;1;49;0;46;23;9;48
16128;Monreal del Llano;19;0;16;0;0;3;0;16;2;0;1
16129;Montalbanejo;18;0;13;0;0;5;0;6;1;0;11
16130;Montalbo;148;4;88;7;1;41;7;2;28;42;76
16131;Monteagudo de las Salinas;5;0;4;0;0;1;0;0;0;1;4
16132;Mota de Altarejos;7;0;7;0;0;0;0;0;0;6;1
16133;Mota del Cuervo;2199;47;1432;15;72;613;20;735;130;530;804
16134;Motilla del Palancar;1130;23;623;21;28;416;19;217;131;121;661
16135;Moya;16;0;11;0;0;5;0;0;0;3;13
16137;Narboneta;2;0;1;0;0;1;0;0;0;0;2
16139;Olivares de Júcar;10;0;8;0;0;2;0;1;0;6;3
16140;Olmeda de la Cuesta;3;0;3;0;0;0;0;0;0;1;2
16141;Olmeda del Rey;11;0;7;1;0;3;0;0;0;0;11
16142;Olmedilla de Alarcón;51;0;33;2;1;15;0;12;0;11;28
16143;Olmedilla de Eliz;1;0;1;0;0;0;0;0;0;0;1
16145;Osa de la Vega;55;1;35;0;0;19;0;28;2;1;24
16146;Pajarón;8;1;6;0;0;1;0;6;0;2;0
16147;Pajaroncillo;2;0;0;0;0;2;0;0;0;0;2
16148;Palomares del Campo;68;6;35;2;2;23;0;2;1;28;37
16149;Palomera;10;0;8;0;0;2;0;0;0;0;10
16150;Paracuellos;22;1;15;1;0;5;0;12;0;3;7
16151;Paredes;3;0;2;0;0;1;0;0;0;2;1
16152;Parra de las Vegas, La;0;0;0;0;0;0;0;0;0;0;0
16153;Pedernoso, El;588;1;373;1;0;213;0;475;12;52;49
16154;Pedroñeras, Las;10150;24;6902;20;14;3183;7;7950;297;138;1765
16155;Peral, El;266;1;206;1;0;58;0;218;0;3;45
16156;Peraleja, La;5;1;3;0;0;1;0;0;2;0;3
16157;Pesquera, La;25;0;12;0;0;12;1;5;1;5;14
16158;Picazo, El;154;4;106;2;5;37;0;45;16;47;46
16159;Pinarejo;14;4;2;1;0;7;0;0;1;5;8
16160;Pineda de Gigüela;4;1;1;0;0;2;0;1;0;0;3
16161;Piqueras del Castillo;11;0;4;1;1;4;1;4;0;1;6
16162;Portalrubio de Guadamejud;16;1;14;0;0;1;0;15;0;0;1
16163;Portilla;3;0;2;0;0;1;0;0;0;0;3
16165;Poyatos;10;0;7;0;1;2;0;4;0;3;3
16166;Pozoamargo;283;0;207;2;0;72;2;234;19;4;26
16167;Pozorrubio;32;1;12;0;1;18;0;2;1;2;27
16169;Pozuelo, El;6;0;6;0;0;0;0;5;0;1;0
16170;Priego;141;3;55;1;4;75;3;8;1;20;112
16171;Provencio, El;1106;12;727;5;7;348;7;659;46;106;295
16172;Puebla de Almenara;37;1;27;2;0;6;1;6;7;8;16
16173;Valle de Altomira, El;20;3;8;1;0;7;1;5;0;6;9
16174;Puebla del Salvador;85;0;53;0;0;32;0;68;4;0;13
16175;Quintanar del Rey;2613;43;1717;31;41;758;23;1383;167;262;801
16176;Rada de Haro;11;3;5;0;0;3;0;8;0;3;0
16177;Reíllo;18;2;10;2;0;3;1;11;0;3;4
16181;Rozalén del Monte;8;0;7;0;0;1;0;1;3;0;4
16185;Saceda-Trasierra;7;0;1;0;0;6;0;0;0;0;7
16186;Saelices;180;2;136;6;0;36;0;16;4;79;81
16187;Salinas del Manzano;11;0;9;0;0;2;0;4;0;5;2
16188;Salmeroncillos;28;0;19;4;0;5;0;7;9;2;10
16189;Salvacañete;65;1;43;1;1;19;0;10;5;4;46
16190;San Clemente;2678;19;1648;37;40;905;29;1606;111;213;748
16191;San Lorenzo de la Parrilla;230;3;174;7;3;41;2;7;4;62;157
16192;San Martín de Boniches;3;0;1;0;0;2;0;0;0;1;2
16193;San Pedro Palmiches;5;0;3;0;0;2;0;0;0;2;3
16194;Santa Cruz de Moya;21;0;12;0;1;8;0;0;0;6;15
16195;Santa María del Campo Rus;176;4;74;1;0;96;1;121;5;3;47
16196;Santa María de los Llanos;335;0;232;0;0;103;0;271;8;8;48
16197;Santa María del Val;3;0;1;0;0;2;0;0;0;0;3
16198;Sisante;466;12;287;8;6;147;6;200;29;19;218
16199;Solera de Gabaldón;4;0;4;0;0;0;0;4;0;0;0
16202;Talayuelas;179;6;96;2;8;67;0;23;21;25;110
16203;Tarancón;3917;85;1769;115;66;1776;106;115;642;296;2864
16204;Tébar;75;3;49;3;1;16;3;18;0;22;35
16205;Tejadillos;38;1;31;0;0;6;0;18;0;7;13
16206;Tinajas;26;1;16;0;1;7;1;3;1;4;18
16209;Torralba;18;0;10;0;0;8;0;0;0;8;10
16211;Torrejoncillo del Rey;30;0;10;0;0;19;1;2;0;3;25
16212;Torrubia del Campo;47;2;28;0;0;17;0;20;8;2;17
16213;Torrubia del Castillo;0;0;0;0;0;0;0;0;0;0;0
16215;Tragacete;62;3;36;1;2;19;1;0;3;14;45
16216;Tresjuncos;23;0;16;0;0;7;0;2;0;7;14
16217;Tribaldos;5;1;3;0;0;1;0;2;0;0;3
16218;Uclés;85;0;48;0;0;37;0;0;0;23;62
16219;Uña;29;0;13;0;2;14;0;4;1;4;20
16224;Valdemeca;4;0;4;0;0;0;0;1;0;2;1
16225;Valdemorillo de la Sierra;3;0;1;0;0;2;0;0;0;1;2
16227;Valdemoro-Sierra;25;2;11;0;3;7;2;8;2;2;13
16228;Valdeolivas;28;0;18;1;0;9;0;4;3;5;16
16231;Valhermoso de la Fuente;12;1;10;0;0;1;0;2;9;0;1
16234;Valsalobre;3;0;2;0;0;1;0;1;0;0;2
16236;Valverde de Júcar;113;6;61;5;4;30;7;4;14;12;83
16237;Valverdejo;22;0;14;0;0;8;0;3;0;8;11
16238;Vara de Rey;121;0;105;3;1;11;1;10;1;92;18
16239;Vega del Codorno;19;0;12;0;1;6;0;7;0;3;9
16240;Vellisca;15;1;7;0;0;7;0;3;0;3;9
16242;Villaconejos de Trabaque;65;0;40;3;0;22;0;7;9;18;31
16243;Villaescusa de Haro;88;10;32;1;4;41;0;58;4;1;25
16244;Villagarcía del Llano;222;1;157;2;0;62;0;156;0;5;61
16245;Villalba de la Sierra;132;3;51;2;3;71;2;0;3;21;108
16246;Villalba del Rey;44;0;24;3;1;15;1;0;10;8;26
16247;Villalgordo del Marquesado;15;0;12;2;0;1;0;10;0;3;2
16248;Villalpardo;158;1;92;1;3;61;0;58;27;9;64
16249;Villamayor de Santiago;650;23;349;6;7;261;4;224;179;49;198
16250;Villanueva de Guadamejud;18;0;9;0;0;9;0;3;0;0;15
16251;Villanueva de la Jara;887;19;529;8;19;309;3;596;69;21;201
16253;Villar de Cañas;23;2;12;0;0;9;0;1;0;7;15
16254;Villar de Domingo García;28;0;16;0;1;11;0;2;0;6;20
16255;Villar de la Encina;26;0;13;1;1;10;1;10;0;0;16
16258;Villar del Humo;114;0;93;0;0;21;0;18;1;6;89
16259;Villar del Infantado;7;1;5;0;0;1;0;1;0;2;4
16263;Villar de Olalla;250;4;174;4;3;56;9;3;12;15;220
16264;Villarejo de Fuentes;44;0;31;2;1;10;0;8;9;22;5
16265;Villarejo de la Peñuela;6;0;6;0;0;0;0;0;0;5;1
16266;Villarejo-Periesteban;26;2;15;0;0;9;0;3;4;2;17
16269;Villares del Saz;95;2;75;0;1;15;2;0;2;26;67
16270;Villarrubio;109;6;65;4;1;29;4;4;38;2;65
16271;Villarta;240;0;141;1;1;96;1;148;17;21;54
16272;Villas de la Ventosa;13;1;4;0;1;7;0;0;0;1;12
16273;Villaverde y Pasaconsol;23;0;10;0;0;12;1;1;0;1;21
16274;Víllora;10;0;9;0;0;1;0;1;0;4;5
16275;Vindel;3;0;1;0;0;2;0;0;0;0;3
16276;Yémeda;14;0;13;0;0;1;0;0;0;1;13
16277;Zafra de Záncara;44;4;22;2;2;13;1;2;0;13;29
16278;Zafrilla;0;0;0;0;0;0;0;0;0;0;0
16279;Zarza de Tajo;213;7;155;2;0;49;0;32;43;0;138
16280;Zarzuela;8;0;7;0;1;0;0;4;0;3;1
16901;Campos del Paraíso;114;2;41;3;2;66;0;5;5;13;91
16902;Valdetórtola;6;0;1;0;0;5;0;0;0;0;6
16903;Valeras, Las;178;14;88;11;7;54;4;5;79;20;74
16904;Fuentenava de Jábaga;45;2;25;2;2;13;1;0;0;2;43
16905;Arcas del Villar;151;4;66;4;3;58;16;3;21;17;110
16906;Valdecolmenas, Los;3;0;2;0;0;1;0;0;0;0;3
16908;Pozorrubielos de la Mancha;96;3;75;2;0;16;0;29;8;38;21
16909;Sotorribas;57;0;24;2;0;29;2;2;1;13;41
16910;Villar y Velasco;4;0;2;0;0;2;0;1;0;0;3
17001;Agullana;185;5;76;4;6;86;8;1;9;9;166
17002;Aiguaviva;844;32;532;55;8;200;17;24;212;53;555
17003;Albanyà;75;6;28;0;8;33;0;0;0;3;72
17004;Albons;41;6;13;1;0;20;1;11;0;6;24
17005;Far d'Empordà, El;74;2;38;3;2;28;1;5;0;21;48
17006;Alp;1222;74;571;6;59;506;6;10;1;50;1161
17007;Amer;354;15;163;16;13;134;13;19;171;7;157
17008;Anglès;1023;36;565;17;18;372;15;18;45;102;858
17009;Arbúcies;1081;66;696;43;31;221;24;226;244;122;489
17010;Argelaguer;135;7;83;9;2;31;3;5;80;0;50
17011;Armentera, L';380;28;262;5;8;75;2;309;2;2;67
17012;Avinyonet de Puigventós;145;7;95;4;4;31;4;3;4;69;69
17013;Begur;1460;74;717;42;58;544;25;1;69;164;1226
17014;Vajol, La;7;0;2;2;0;3;0;0;0;0;7
17015;Banyoles;2435;79;963;129;98;1064;102;46;251;213;1925
17016;Bàscara;119;6;67;8;1;30;7;2;2;14;101
17018;Bellcaire d'Empordà;206;5;113;7;0;79;2;7;25;34;140
17019;Besalú;465;11;215;21;14;187;17;0;102;25;338
17020;Bescanó;577;34;203;23;31;272;14;23;74;40;440
17021;Beuda;38;3;20;5;0;10;0;0;22;0;16
17022;Bisbal d'Empordà, La;1492;77;702;41;43;592;37;47;96;205;1144
17023;Blanes;7017;368;2918;199;249;3110;173;122;252;541;6102
17024;Bolvir;153;3;77;5;10;54;4;2;0;7;144
17025;Bordils;168;12;73;3;13;64;3;8;63;11;86
17026;Borrassà;67;1;40;2;0;23;1;7;2;13;45
17027;Breda;510;27;275;20;16;165;7;6;145;42;317
17028;Brunyola;84;8;45;12;3;14;2;20;33;1;30
17029;Boadella i les Escaules;18;1;13;0;0;4;0;1;0;2;15
17030;Cabanes;113;1;82;9;4;17;0;5;24;27;57
17031;Cabanelles;68;2;42;4;2;14;4;20;15;2;31
17032;Cadaqués;976;64;422;18;75;382;15;3;47;42;884
17033;Caldes de Malavella;1186;27;424;29;29;647;30;29;64;80;1013
17034;Calonge;1847;153;787;29;92;739;47;53;82;201;1511
17035;Camós;37;0;24;2;0;11;0;13;1;3;20
17036;Campdevànol;612;14;244;15;19;311;9;4;132;20;456
17037;Campelles;30;0;8;0;2;17;3;0;10;0;20
17038;Campllong;418;13;192;19;9;177;8;23;195;38;162
17039;Camprodon;339;9;108;10;20;179;13;3;26;24;286
17040;Canet d'Adri;41;4;17;2;1;14;3;1;1;6;33
17041;Cantallops;51;0;21;1;1;26;2;18;0;2;31
17042;Capmany;127;5;92;6;4;16;4;27;14;28;58
17043;Queralbs;174;8;72;4;15;73;2;0;0;18;156
17044;Cassà de la Selva;1801;46;973;64;49;637;32;39;246;117;1399
17046;Castellfollit de la Roca;79;3;32;11;4;27;2;0;10;2;67
17047;Castelló d'Empúries;3175;172;1493;76;153;1225;56;54;148;240;2733
17048;Castell-Platja d'Aro;5063;414;2108;76;360;2006;99;10;39;460;4554
17049;Celrà;1042;44;563;68;27;306;34;44;161;86;751
17050;Cervià de Ter;110;7;73;4;8;16;2;4;35;18;53
17051;Cistella;26;2;13;6;1;4;0;12;0;1;13
17052;Siurana;54;2;26;3;1;17;5;13;4;1;36
17054;Colera;173;4;102;0;3;62;2;26;0;25;122
17055;Colomers;15;1;2;1;0;10;1;2;0;0;13
17056;Cornellà del Terri;3893;38;2715;119;33;937;51;18;544;115;3216
17057;Corçà;136;8;80;6;3;38;1;1;26;42;67
17058;Crespià;61;1;35;5;1;19;0;2;31;0;28
17060;Darnius;39;2;17;3;1;15;1;0;1;5;33
17061;Das;42;3;25;0;0;14;0;0;1;5;36
17062;Escala, L';2708;118;1107;44;115;1286;38;21;151;117;2419
17063;Espinelves;103;6;80;3;1;13;0;4;9;63;27
17064;Espolla;28;1;15;1;0;11;0;9;7;1;11
17065;Esponellà;74;1;14;1;0;57;1;6;1;1;66
17066;Figueres;8161;304;3216;224;346;3805;266;78;458;684;6941
17067;Flaçà;127;4;56;6;4;51;6;2;33;6;86
17068;Foixà;17;1;8;0;0;8;0;0;0;5;12
17069;Fontanals de Cerdanya;74;7;42;1;1;21;2;15;1;9;49
17070;Fontanilles;58;3;49;1;0;5;0;42;13;0;3
17071;Fontcoberta;80;5;41;9;2;21;2;3;19;9;49
17073;Fornells de la Selva;1356;101;876;41;19;308;11;300;32;354;670
17074;Fortià;64;2;45;1;1;14;1;9;0;17;38
17075;Garrigàs;65;0;19;1;2;43;0;0;0;1;64
17076;Garrigoles;4;2;1;0;0;1;0;1;0;1;2
17077;Garriguella;211;11;144;8;8;38;2;43;14;11;143
17078;Ger;68;1;52;3;1;10;1;1;2;32;33
17079;Girona;36506;1140;14344;860;1223;17975;964;97;1689;2329;32391
17080;Gombrèn;33;3;9;4;10;4;3;0;11;1;21
17081;Gualta;318;26;192;12;22;58;8;169;11;5;133
17082;Guils de Cerdanya;39;6;20;1;1;10;1;0;0;4;35
17083;Hostalric;680;38;431;19;11;166;15;155;98;65;362
17084;Isòvol;28;6;15;1;1;4;1;0;0;12;16
17085;Jafre;29;1;21;0;0;7;0;13;1;4;11
17086;Jonquera, La;1798;94;695;77;69;791;72;1;17;122;1658
17087;Juià;52;2;17;5;3;24;1;0;10;3;39
17088;Lladó;117;2;24;7;1;76;7;8;0;6;103
17089;Llagostera;973;50;564;37;29;277;16;27;54;216;676
17090;Llambilles;114;3;64;6;1;36;4;1;15;8;90
17091;Llanars;29;1;13;1;0;13;1;0;1;5;23
17092;Llançà;1008;53;450;10;78;408;9;13;134;53;808
17093;Llers;304;23;185;15;7;68;6;8;11;38;247
17094;Llívia;239;16;100;4;13;97;9;10;4;31;194
17095;Lloret de Mar;13313;549;6121;196;403;5871;173;17;204;1611;11481
17096;Llosses, Les;7;0;6;0;0;1;0;1;0;3;3
17097;Madremanya;78;0;42;0;0;36;0;0;0;1;77
17098;Maià de Montcal;37;2;18;0;2;15;0;0;8;1;28
17099;Meranges;1;0;0;0;0;1;0;0;0;0;1
17100;Masarac;43;0;33;2;0;8;0;31;0;4;8
17101;Massanes;98;10;46;10;2;29;1;6;34;4;54
17102;Maçanet de Cabrenys;82;4;45;3;3;23;4;10;0;8;64
17103;Maçanet de la Selva;1771;71;821;85;39;713;42;61;315;173;1222
17105;Mieres;164;3;77;0;2;81;1;4;15;3;142
17106;Mollet de Peralada;12;1;7;0;0;4;0;5;2;2;3
