Codigo Municipio,Total Contratos,Contratos Hombres,Contratos Mujeres
28127,22173,11583,10590
28128,82,41,41
28129,2798,1500,1298
28130,7122,4365,2757
28131,2377,1114,1263
28132,4169,2683,1486
28133,1194,532,662
28134,28052,14339,13713
28135,114,82,32
28136,52,32,20
28137,86,48,38
28138,12,6,6
28140,428,284,144
28141,834,461,373
28143,21,16,5
28144,702,395,307
28145,734,492,242
28146,189,92,97
28147,80,48,32
28148,24309,15500,8809
28149,1101,701,400
28150,508,371,137
28151,277,154,123
28152,6991,4114,2877
28153,195,127,68
28154,1192,714,478
28155,121,79,42
28156,122,91,31
28157,70,49,21
28158,43,27,16
28159,57,30,27
28160,1065,633,432
28161,10487,5992,4495
28162,284,174,110
28163,17,12,5
28164,284,182,102
28165,216,151,65
28166,58,45,13
28167,1345,945,400
28168,64,34,30
28169,119,83,36
28170,464,328,136
28171,798,357,441
28172,1429,774,655
28173,118,88,30
28174,208,128,80
28175,117,57,60
28176,2912,1402,1510
28177,1264,663,601
28178,229,127,102
28179,218,146,72
28180,1729,894,835
28181,5751,3578,2173
28182,19,12,7
28183,241,201,40
28901,181,90,91
28902,31,22,9
28903,18113,11422,6691
29001,5566,3220,2346
29002,670,328,342
29003,623,335,288
29004,213,95,118
29005,2096,861,1235
29006,342,238,104
29007,5244,3098,2146
29008,2223,1344,879
29009,600,224,376
29010,1484,924,560
29011,539,303,236
29012,3059,1731,1328
29013,620,337,283
29014,123,88,35
29015,29514,17505,12009
29016,191,82,109
29017,6064,4102,1962
29018,945,545,400
29019,554,156,398
29020,791,473,318
29021,133,75,58
29022,221,148,73
29023,2598,1666,932
29024,188,93,95
29025,19480,9054,10426
29026,608,273,335
29027,1271,638,633
29028,572,320,252
29029,246,141,105
29030,353,137,216
29031,1618,1152,466
29032,4965,3146,1819
29033,449,155,294
29034,265,115,150
29035,1091,619,472
29036,230,103,127
29037,179,124,55
29038,3449,2283,1166
29039,1092,717,375
29040,511,300,211
29041,1392,924,468
29042,3998,2539,1459
29043,1385,892,493
29044,357,158,199
29045,927,545,382
29046,934,604,330
29047,944,564,380
29048,790,424,366
29049,2389,1441,948
29050,202,95,107
29051,13994,7873,6121
29052,213,81,132
29053,632,314,318
29054,20004,9210,10794
29055,2550,1626,924
29056,389,266,123
29057,129,90,39
29058,291,120,171
29059,1925,1137,788
29060,1791,1133,658
29061,167,105,62
29062,512,240,272
29063,150,81,69
29064,184,87,97
29065,184,121,63
29066,254,103,151
29067,213642,110366,103276
29068,3436,1575,1861
29069,49913,25411,24502
29070,12905,6354,6551
29071,573,279,294
29072,3491,2211,1280
29073,572,326,246
29074,256,168,88
29075,6983,3661,3322
29076,458,329,129
29077,226,87,139
29079,1138,667,471
29080,2449,1738,711
29081,329,227,102
29082,4579,2113,2466
29083,1183,548,635
29084,12089,6483,5606
29085,77,30,47
29086,507,206,301
29087,154,69,85
29088,3888,2414,1474
29089,2653,1655,998
29090,644,334,310
29091,3953,2098,1855
29092,189,62,127
29093,747,327,420
29094,19418,8981,10437
29095,4986,3489,1497
29096,1980,1088,892
29097,3788,2403,1385
29098,1555,1000,555
29099,736,304,432
29100,754,462,292
29901,18723,9005,9718
29902,0,0,0
30001,3958,3149,809
30002,7480,5013,2467
30003,14365,8947,5418
30004,1093,583,510
30005,5414,3088,2326
30006,724,389,335
30007,3244,1187,2057
30008,10047,6730,3317
30009,7381,4567,2814
30010,2085,1513,572
30011,3837,2585,1252
30012,7752,4576,3176
30013,5107,3495,1612
30014,881,431,450
30015,4542,2976,1566
30016,87756,61591,26165
30017,2341,1333,1008
30018,3045,1569,1476
30019,15428,10610,4818
30020,1759,1251,508
30021,11449,9281,2168
30022,10040,6974,3066
30023,1146,885,261
30024,37609,26111,11498
30025,2138,1572,566
30026,15190,9304,5886
30027,14539,9338,5201
30028,3496,1416,2080
30029,3088,1979,1109
30030,144947,82906,62041
30031,90,67,23
30032,957,556,401
30033,3683,2368,1315
30034,133,69,64
30035,18691,13252,5439
30036,6742,3410,3332
30037,50346,40771,9575
30038,5172,3094,2078
30039,10653,6911,3742
30040,618,490,128
30041,2538,1515,1023
30042,521,351,170
30043,6518,4503,2015
30901,3954,2842,1112
30902,8575,5892,2683
31001,345,303,42
31002,74,43,31
31003,28,19,9
31004,6,6,0
31005,104,91,13
31006,413,300,113
31007,19,13,6
31008,13,10,3
31009,62,31,31
31010,1614,638,976
31011,99,53,46
31012,433,355,78
31013,112,51,61
31014,102,43,59
31015,884,361,523
31016,4247,876,3371
31017,9,6,3
31018,17,10,7
31019,1196,569,627
31020,168,60,108
31021,30,15,15
31022,54,30,24
31023,4409,2392,2017
31024,19,19,0
31025,76,29,47
31026,6,5,1
31027,592,518,74
31028,12,10,2
31029,354,198,156
31030,12,8,4
31031,28,27,1
31032,1556,785,771
31033,0,0,0
31034,16,8,8
31035,0,0,0
31036,118,96,22
31037,9,7,2
31038,271,159,112
31039,2,2,0
31040,2,1,1
31041,244,159,85
31042,1611,844,767
31043,0,0,0
31044,32,21,11
31045,258,191,67
31046,4,4,0
31047,15,7,8
31048,15,9,6
31049,70,41,29
31050,863,266,597
31051,31,27,4
31052,13,11,2
31053,70,53,17
31054,67,30,37
31055,168,54,114
31056,92,86,6
31057,808,507,301
31058,65,26,39
31059,38,30,8
31060,2191,724,1467
31061,9,7,2
31062,106,91,15
31063,11,10,1
31064,901,487,414
31065,625,427,198
31066,467,281,186
31067,356,164,192
31068,505,315,190
31069,197,102,95
31070,947,519,428
31071,2,1,1
31072,1873,820,1053
31073,73,24,49
31074,24,15,9
31075,4,2,2
31076,856,260,596
31077,2603,1542,1061
31078,672,311,361
31079,5,5,0
31080,80,54,26
31081,16,10,6
31082,208,64,144
31083,93,43,50
31084,323,188,135
31085,104,92,12
31086,2816,1699,1117
31087,182,47,135
31088,4873,3634,1239
31089,18,10,8
31090,21,14,7
31091,35,7,28
31092,213,56,157
31093,56,27,29
31094,28,17,11
31095,15,12,3
31096,6,2,4
31097,4617,1852,2765
31098,288,174,114
31099,19,18,1
31100,20,6,14
31101,492,390,102
31102,4,2,2
31103,10,10,0
31104,573,464,109
31105,386,291,95
31106,451,263,188
31107,961,471,490
31108,655,377,278
31109,3032,1426,1606
31110,50,9,41
31111,12,10,2
31112,4,3,1
31113,7,7,0
31114,42,28,14
31115,16,12,4
31116,5,4,1
31117,57,45,12
31118,6,5,1
31119,6,2,4
31120,74,41,33
31121,3,2,1
31122,6315,3681,2634
31123,341,179,162
31124,15,9,6
31125,11,6,5
31126,30,23,7
31127,15,10,5
31128,107,47,60
31129,15,6,9
31130,14,7,7
31131,257,160,97
31132,7,5,2
31133,7,6,1
31134,10,5,5
31135,35,9,26
31136,70,35,35
31137,19,9,10
31138,334,231,103
31139,12,11,1
31140,38,22,16
31141,15,12,3
31142,411,271,140
31143,6,3,3
31144,58,27,31
31145,56,39,17
31146,2,2,0
31147,81,17,64
31148,28,25,3
31149,477,281,196
31150,23,16,7
31151,5,5,0
31152,173,96,77
31153,527,413,114
31154,13,5,8
31155,225,209,16
31156,17,13,4
31157,1473,519,954
31158,24,5,19
31159,1024,558,466
31160,151,58,93
31161,26,21,5
31162,1,0,1
31163,1266,636,630
31164,407,236,171
31165,1728,946,782
31166,31,14,17
31167,116,80,36
31168,26,22,4
31169,1449,923,526
31170,2595,2060,535
31171,131,59,72
31172,59,30,29
31173,116,85,31
31174,7,5,2
31175,6,5,1
31176,472,356,116
31177,85,73,12
31178,34,29,5
31179,190,151,39
31180,32,8,24
31181,8,6,2
31182,9,5,4
31183,56,39,17
31184,13,8,5
31185,84,49,35
31186,16,3,13
31187,11,6,5
31188,51,27,24
31189,221,143,78
31190,20,17,3
31191,876,345,531
31192,144,98,46
31193,3260,2408,852
31194,202,145,57
31195,40,27,13
31196,0,0,0
31197,14,6,8
31198,12,5,7
31199,14,2,12
31200,294,77,217
31201,78577,36161,42416
31202,1620,918,702
31203,5,3,2
31204,4,3,1
31205,165,95,70
31206,597,304,293
31207,32,17,15
31208,854,483,371
31209,0,0,0
31210,105,21,84
31211,56,19,37
31212,31,21,10
31213,1,0,1
31214,23,16,7
31215,9818,3764,6054
31216,1550,738,812
31217,153,77,76
31219,3,2,1
31220,127,64,63
31221,379,149,230
31222,8,1,7
31223,162,80,82
31224,235,155,80
31225,6,4,2
31226,35,12,23
31227,5069,3064,2005
31228,71,54,17
31229,2,1,1
31230,17,16,1
31231,11,7,4
31232,9819,5166,4653
31233,23,9,14
31234,14,11,3
31235,36,21,15
31236,366,179,187
31237,6,6,0
31238,6,2,4
31239,231,100,131
31240,274,139,135
31241,6,5,1
31242,11,3,8
31243,30,13,17
31244,6,4,2
31245,4,4,0
31246,13,9,4
31247,5,4,1
31248,136,81,55
31249,794,415,379
31250,1545,683,862
31251,2054,1459,595
31252,3,3,0
31253,2,2,0
31254,1242,701,541
31255,48,42,6
31256,58,43,15
31257,902,384,518
31258,1331,563,768
31259,31,21,10
31260,128,89,39
31261,242,142,100
31262,5,2,3
31263,20,15,5
31264,47,19,28
31265,5,3,2
31901,1056,461,595
31902,2376,1625,751
31903,2128,814,1314
31904,753,498,255
31905,1538,1037,501
31906,10715,8731,1984
31907,949,414,535
31908,547,362,185
32001,747,322,425
32002,485,274,211
32003,345,159,186
32004,161,87,74
32005,68,32,36
32006,249,92,157
32007,181,103,78
32008,1429,546,883
32009,1757,799,958
32010,152,76,76
32011,71,32,39
32012,82,47,35
32013,187,142,45
32014,37,22,15
32015,95,61,34
32016,47,28,19
32017,956,665,291
32018,104,60,44
32019,1919,1031,888
32020,88,60,28
32021,113,41,72
32022,102,68,34
32023,134,67,67
32024,1418,648,770
32025,429,190,239
32026,297,205,92
32027,137,120,17
32028,76,54,22
32029,19,15,4
32030,96,47,49
32031,46,22,24
32032,1138,516,622
32033,65,47,18
32034,184,100,84
32035,115,59,56
32036,73,43,30
32037,33,20,13
32038,155,47,108
32039,75,38,37
32040,520,319,201
32041,44,28,16
32042,224,124,100
32043,264,110,154
32044,132,48,84
32045,285,163,122
32046,100,63,37
32047,133,98,35
32048,188,104,84
32049,27,19,8
32050,209,116,93
32051,97,61,36
32052,1212,611,601
32053,114,66,48
32054,24848,10996,13852
32055,89,57,32
32056,144,94,50
32057,85,51,34
32058,1633,916,717
32059,219,80,139
32060,49,28,21
32061,151,104,47
32062,32,20,12
32063,623,293,330
32064,87,67,20
32065,17,12,5
32066,37,21,16
32067,131,49,82
32068,98,32,66
32069,903,419,484
32070,37,14,23
32071,150,90,60
32072,1381,753,628
32073,164,85,79
32074,95,56,39
32075,3795,2491,1304
32076,147,96,51
32077,82,50,32
32078,71,35,36
32079,194,125,69
32080,28,18,10
32081,251,160,91
32082,58,32,26
32083,111,71,40
32084,51,42,9
32085,1889,872,1017
32086,273,115,158
32087,260,164,96
32088,559,238,321
32089,132,66,66
32090,92,40,52
32091,99,48,51
32092,62,33,29
33001,345,222,123
33002,888,445,443
33003,105,48,57
33004,24724,14671,10053
33005,390,212,178
33006,90,49,41
33007,122,59,63
33008,368,136,232
33009,65,37,28
33010,272,212,60
33011,1455,713,742
33012,2120,795,1325
33013,173,78,95
33014,2827,1807,1020
33015,71,18,53
33016,4086,2409,1677
33017,577,421,156
33018,349,206,143
33019,1075,451,624
33020,2731,1315,1416
33021,956,545,411
33022,194,155,39
33023,317,162,155
33024,72174,34411,37763
33025,3670,1680,1990
33026,1226,500,726
33027,99,41,58
33028,110,61,49
33029,24,18,6
33030,127,44,83
33031,6990,2912,4078
33032,970,379,591
33033,1405,817,588
33034,1363,686,677
33035,11333,5349,5984
33036,3985,1681,2304
33037,5476,2478,2998
33038,524,310,214
33039,353,214,139
33040,1020,561,459
33041,1980,1027,953
33042,968,482,486
33043,234,90,144
33044,66762,26425,40337
33045,2533,827,1706
33046,65,38,27
33047,181,87,94
33048,24,17,7
33049,1773,802,971
33050,56,21,35
33051,1066,522,544
33052,121,65,56
33053,82,33,49
33054,147,54,93
33055,427,200,227
33056,1733,870,863
33057,243,149,94
33058,98,46,52
33059,590,297,293
33060,1680,647,1033
33061,54,16,38
33062,66,32,34
33063,55,19,36
33064,28,13,15
33065,243,180,63
33066,15946,9481,6465
33067,77,55,22
33068,71,39,32
33069,609,386,223
33070,653,281,372
33071,138,66,72
33072,160,74,86
33073,1181,591,590
33074,437,200,237
33075,39,14,25
33076,3609,1778,1831
33077,111,61,50
33078,6,4,2
34001,25,11,14
34003,15,14,1
34004,8406,4398,4008
34005,357,131,226
34006,17,14,3
34009,0,0,0
34010,130,74,56
34011,61,50,11
34012,20,15,5
34015,7,6,1
34017,135,71,64
34018,40,13,27
34019,26,22,4
34020,3,3,0
34022,383,221,162
34023,3909,2282,1627
34024,7,4,3
34025,15,5,10
34027,228,82,146
34028,16,12,4
34029,108,85,23
34031,8,8,0
34032,2,0,2
34033,4,4,0
34034,19,10,9
34035,6,5,1
34036,22,14,8
34037,62,33,29
34038,27,22,5
34039,0,0,0
34041,11,5,6
34042,29,22,7
34045,5,4,1
34046,5,3,2
34047,1035,367,668
34048,13,13,0
34049,40,29,11
34050,27,22,5
34051,3,1,2
34052,14,2,12
34053,25,23,2
34055,22,17,5
34056,708,225,483
34057,182,43,139
34058,20,14,6
34059,69,47,22
34060,28,23,5
34061,3,2,1
34062,15,12,3
34063,61,55,6
34066,6,3,3
34067,2,2,0
34068,3,3,0
34069,1895,1260,635
34070,40,32,8
34071,14,7,7
34072,5,4,1
34073,31,24,7
34074,143,68,75
34076,93,76,17
34077,189,134,55
34079,213,150,63
34080,830,370,460
34081,13,12,1
34082,4,3,1
34083,324,182,142
34084,30,27,3
34086,14,11,3
34087,12,6,6
34088,21,18,3
34089,16,10,6
34091,9,4,5
34092,85,71,14
34093,15,11,4
34094,7,3,4
34096,4,2,2
34098,140,112,28
34099,6,3,3
34100,29,28,1
34101,6,5,1
34102,24,19,5
34103,3,3,0
34104,31,25,6
34106,17,14,3
34107,2,1,1
34108,101,68,33
34109,4,3,1
34110,1,1,0
34112,3,0,3
34113,3,1,2
34114,34,20,14
34116,5,4,1
34120,21472,9347,12125
34121,36,33,3
34122,13,8,5
34123,155,111,44
34124,5,4,1
34125,14,13,1
34126,32,31,1
34127,69,27,42
34129,8,7,1
34130,26,20,6
34131,4,4,0
34132,17,12,5
34133,13,6,7
34134,3,3,0
34135,59,42,17
34136,8,5,3
34137,4,4,0
34139,10,7,3
34140,5,4,1
34141,38,17,21
34143,6,6,0
34146,26,20,6
34147,19,16,3
34149,4,2,2
34151,10,7,3
34152,13,11,2
34154,4,2,2
34155,28,24,4
34156,0,0,0
34157,664,453,211
34158,83,18,65
34159,118,58,60
34160,8,5,3
34161,0,0,0
34163,2,2,0
34165,3,3,0
34167,10,7,3
34168,2,1,1
34169,42,32,10
34170,3,1,2
34171,138,63,75
34174,13,8,5
34175,7,6,1
34176,12,2,10
34177,30,23,7
34178,8,7,1
34179,0,0,0
34180,12,8,4
34181,54,40,14
34182,231,124,107
34184,30,3,27
34185,2,0,2
34186,5,5,0
34189,6,4,2
34190,8,6,2
34192,15,12,3
34196,12,11,1
34199,545,374,171
34201,12,10,2
34202,6,6,0
34204,3,2,1
34205,3,3,0
34206,150,93,57
34208,14,13,1
34210,9,7,2
34211,33,26,7
34213,5,5,0
34214,14,13,1
34215,43,30,13
34216,3,3,0
34217,152,91,61
34218,45,32,13
34220,26,25,1
34221,16,15,1
34222,4,0,4
34223,12,9,3
34224,21,19,2
34225,3354,2215,1139
34227,3,2,1
34228,8,8,0
34229,6,4,2
34230,3,1,2
34231,24,18,6
34232,62,34,28
34233,12,6,6
34234,2,2,0
34236,5,4,1
34237,68,53,15
34238,278,52,226
34240,22,16,6
34241,2,2,0
34242,48,34,14
34243,43,31,12
34245,28,16,12
34246,12,10,2
34901,228,134,94
34902,24,22,2
34903,17,13,4
34904,48,38,10
35001,876,564,312
35002,6759,4070,2689
35003,4526,2248,2278
35004,14797,7794,7003
35005,147,76,71
35006,3009,1774,1235
35007,150,87,63
35008,1032,687,345
35009,2798,1538,1260
35010,660,414,246
35011,3396,2064,1332
35012,13398,6976,6422
35013,609,370,239
35014,6683,3326,3357
35015,13382,6974,6408
35016,115873,59766,56107
35017,11361,5952,5409
35018,3465,2056,1409
35019,39003,18338,20665
35020,1279,698,581
35021,2001,1007,994
35022,7634,3529,4105
35023,1520,818,702
35024,6681,2728,3953
35025,492,295,197
35026,20512,10916,9596
35027,1055,602,453
35028,9997,4450,5547
35029,757,443,314
35030,2714,1624,1090
35031,889,506,383
35032,301,172,129
35033,687,390,297
35034,11282,5898,5384
36001,386,188,198
36002,489,341,148
36003,2451,1056,1395
36004,2968,1970,998
36005,8707,6465,2242
36006,4986,2262,2724
36007,221,117,104
36008,3971,2056,1915
36009,655,427,228
36010,671,292,379
36011,154,64,90
36012,272,170,102
36013,155,76,79
36014,202,109,93
36015,386,180,206
36016,84,61,23
36017,2070,1067,1003
36018,422,224,198
36019,187,67,120
36020,180,118,62
36021,1773,1211,562
36022,7162,2839,4323
36023,1728,1009,719
36024,3317,1905,1412
36025,157,97,60
36026,13174,10100,3074
36027,1444,911,533
36028,981,683,298
36029,6350,4179,2171
36030,418,224,194
36031,1040,381,659
36032,502,283,219
36033,4422,2548,1874
36034,443,284,159
36035,2642,1220,1422
36036,458,254,204
36037,258,135,123
36038,24853,11219,13634
36039,13765,6669,7096
36040,232,134,98
36041,2133,1041,1092
36042,3315,1518,1797
36043,557,299,258
36044,1115,623,492
36045,8692,5753,2939
36046,1585,773,812
36047,221,136,85
36048,1485,697,788
36049,1191,597,594
36050,3561,1301,2260
36051,8594,3935,4659
36052,1723,823,900
36053,670,330,340
36054,2268,1310,958
36055,3417,1834,1583
36056,871,619,252
36057,99783,50261,49522
36058,1097,507,590
36059,392,206,186
36060,7806,4729,3077
36061,2085,922,1163
36901,520,199,321
37001,39,20,19
37002,90,75,15
37003,8,5,3
37004,17,10,7
37005,18,9,9
37006,19,12,7
37007,125,43,82
37008,726,423,303
37009,16,13,3
37010,543,329,214
37011,12,9,3
37012,79,64,15
37013,3,2,1
37014,183,109,74
37015,14,13,1
37016,22,12,10
37017,19,10,9
37018,4,3,1
37019,7,6,1
37020,93,69,24
37021,6,5,1
37022,25,13,12
37023,294,182,112
37024,9,5,4
37025,59,8,51
37026,14,10,4
37027,22,16,6
37028,9,5,4
37029,13,8,5
37030,7,2,5
37031,58,44,14
37032,44,32,12
37033,6,6,0
37034,4,2,2
37035,42,17,25
37036,5,5,0
37037,13,9,4
37038,141,75,66
37039,19,16,3
37040,20,15,5
37041,1,1,0
37042,1,1,0
37044,35,29,6
37045,2,1,1
37046,1595,838,757
37047,98,17,81
37049,9,8,1
37050,1,1,0
37051,3,3,0
37052,27,24,3
37054,44,36,8
37055,11,9,2
37056,3,3,0
37057,19,5,14
37058,2,2,0
37059,62,34,28
37060,62,56,6
37061,29,18,11
37062,6,6,0
37063,6,5,1
37065,9,9,0
37067,264,140,124
37068,38,31,7
37069,162,116,46
37070,34,18,16
37071,4,3,1
37072,18,14,4
37073,80,40,40
37074,4,4,0
37077,18,13,5
37078,819,733,86
37079,4,3,1
37080,59,28,31
37081,106,77,29
37082,115,82,33
37083,27,20,7
37085,2051,939,1112
37086,11,10,1
37087,44,33,11
37088,6,4,2
37089,5,4,1
37090,5,5,0
37091,19,8,11
37092,275,226,49
37096,39,35,4
37097,6,5,1
37098,11,2,9
37099,3,2,1
37100,6,5,1
37101,8,4,4
37102,37,22,15
37103,54,39,15
37104,1,1,0
37106,39,31,8
37107,2450,1044,1406
37108,10,8,2
37109,9,5,4
37110,138,26,112
37112,5,5,0
37113,8,1,7
37114,4,3,1
37115,10,4,6
37116,8,7,1
37117,942,844,98
37118,21,18,3
37119,8,8,0
37120,33,11,22
37121,47,30,17
37122,7,7,0
37123,3,3,0
37124,33,13,20
37125,27,13,14
37126,14,11,3
37127,48,32,16
37128,14,10,4
37129,22,13,9
37130,12,10,2
37131,20,12,8
37132,20,13,7
37133,5,2,3
37134,15,8,7
37135,115,50,65
37136,133,69,64
37137,19,9,10
37138,75,62,13
37139,147,139,8
37140,141,74,67
37141,21,17,4
37142,46,33,13
37143,21,10,11
37144,17,9,8
37145,36,25,11
37146,8,5,3
37147,17,15,2
37148,93,85,8
37149,4,4,0
37150,3,2,1
37151,10,9,1
37152,60,27,33
37154,7,7,0
37155,23,12,11
37156,2420,1861,559
37157,4,3,1
37158,13,9,4
37159,4,4,0
37160,96,41,55
37161,13,7,6
37162,27,17,10
37163,37,20,17
37164,392,373,19
37165,6,3,3
37166,14,12,2
37167,68,64,4
37168,87,67,20
37169,27,15,12
37170,260,142,118
37171,63,42,21
37172,69,47,22
37173,85,45,40
37174,193,81,112
37175,108,85,23
37176,9,4,5
37177,73,71,2
37178,8,7,1
37179,14,11,3
37180,1,1,0
37181,22,14,8
37182,78,44,34
37183,55,39,16
37184,92,70,22
37185,47,25,22
37186,8,7,1
37187,54,32,22
37188,29,20,9
37189,3,2,1
37190,14,11,3
37191,5,5,0
37192,58,21,37
37193,97,69,28
37194,37,24,13
37195,6,3,3
37196,2,2,0
37197,13,10,3
37198,24,17,7
37199,9,6,3
37200,38,28,10
37201,20,14,6
37202,53,24,29
37203,4,3,1
37204,22,20,2
37205,129,35,94
37206,9,4,5
37207,14,8,6
37208,1,0,1
37209,383,252,131
37211,6,4,2
37212,11,7,4
37213,9,9,0
37214,36,17,19
37215,8,3,5
37216,45,36,9
37217,4,3,1
37218,3,2,1
37219,8,5,3
37221,52,39,13
37222,4,4,0
37223,12,11,1
37224,4,4,0
37225,5,4,1
37226,4,2,2
37228,42,22,20
37229,26,24,2
37230,26,12,14
37231,9,6,3
37232,34,18,16
37233,5,3,2
37234,40,30,10
37235,28,11,17
37236,13,9,4
37237,41,38,3
37238,42,23,19
37239,21,16,5
37240,295,196,99
37241,5,3,2
37242,14,9,5
37243,3,3,0
37244,8,5,3
37245,25,16,9
37246,1048,551,497
37247,22,14,8
37248,23,21,2
37249,4,4,0
37250,69,30,39
37251,7,6,1
37252,7,7,0
37253,13,2,11
37254,8,3,5
37255,6,4,2
37256,16,10,6
37257,2,1,1
37258,8,4,4
37259,1,1,0
37260,11,8,3
37261,5,4,1
37262,1,1,0
37263,58,37,21
37264,5,3,2
37265,38,29,9
37266,1,1,0
37267,23,12,11
37268,4,3,1
37269,97,68,29
37270,28,22,6
37271,27,17,10
37272,10,6,4
37273,1,0,1
37274,44562,19657,24905
37275,12,9,3
37276,11,7,4
37277,18,14,4
37278,47,26,21
37279,79,64,15
37280,5,4,1
37281,2,2,0
37282,47,43,4
37283,8,8,0
37284,72,28,44
37285,48,33,15
37286,30,13,17
37287,147,88,59
37288,41,22,19
37289,19,16,3
37290,13,12,1
37291,16,14,2
37292,7,6,1
37293,3,2,1
37294,3139,1378,1761
37296,16,12,4
37297,30,15,15
37298,13,6,7
37299,44,34,10
37300,89,59,30
37301,6,4,2
37302,82,58,24
37303,25,16,9
37304,8,6,2
37305,13,12,1
37306,34,27,7
37307,21,16,5
37309,1,0,1
37310,8,5,3
37311,17,12,5
37312,104,81,23
37313,66,33,33
37314,8,8,0
37315,15,11,4
37316,80,44,36
37317,40,29,11
37318,4,4,0
37319,7,7,0
37320,9,9,0
37321,5,5,0
37322,137,74,63
37323,124,93,31
37324,23,13,10
37325,6,2,4
37327,6,2,4
37328,115,44,71
37329,1,0,1
37330,86,67,19
37331,6,5,1
37332,11,10,1
37333,12,8,4
37334,10,8,2
37335,127,101,26
37336,10,9,1
37337,13,13,0
37338,26,18,8
37339,38,36,2
37340,3,3,0
37341,16,11,5
37342,579,280,299
37343,130,89,41
37344,43,26,17
37345,97,22,75
37346,18,11,7
37347,47,25,22
37348,34,27,7
37349,4,4,0
37350,52,33,19
37351,24,16,8
37352,48,32,16
37353,5,2,3
37354,3156,1418,1738
37355,7,5,2
37356,6,6,0
37357,36,30,6
37358,25,23,2
37359,12,10,2
37360,10,8,2
37361,3,0,3
37362,1860,1347,513
37363,4,2,2
37364,139,79,60
37365,41,20,21
37366,2,0,2
37367,4,2,2
37368,2,2,0
37369,16,12,4
37370,16,14,2
37371,34,32,2
37372,51,16,35
37373,72,54,18
37374,129,86,43
37375,86,54,32
37376,412,210,202
37377,12,10,2
37378,6,2,4
37379,25,19,6
37380,12,10,2
37381,3,3,0
37382,46,26,20
38001,32609,15638,16971
38002,284,186,98
38003,394,220,174
38004,1039,709,330
38005,1671,1075,596
38006,28642,12966,15676
38007,302,185,117
38008,801,477,324
38009,1290,559,731
38010,766,421,345
38011,3709,1998,1711
38012,376,205,171
38013,500,281,219
38014,1208,667,541
38015,557,307,250
38016,247,126,121
38017,9326,4992,4334
38018,472,282,190
38019,5924,2909,3015
38020,3721,2067,1654
38021,601,373,228
38022,2650,1390,1260
38023,28220,13566,14654
38024,3590,1837,1753
38025,907,553,354
38026,7459,3659,3800
38027,829,453,376
38028,15655,6277,9378
38029,295,121,174
38030,308,184,124
38031,3758,2443,1315
38032,2234,1486,748
38033,421,268,153
38034,339,198,141
38035,6946,3148,3798
38036,2523,1386,1137
38037,3295,1456,1839
38038,66994,32266,34728
38039,1280,747,533
38040,3712,1481,2231
38041,995,485,510
38042,531,272,259
38043,3419,2205,1214
38044,227,149,78
38045,650,369,281
38046,1169,818,351
38047,358,206,152
38048,1403,826,577
38049,846,460,386
38050,449,259,190
38051,681,435,246
38052,251,133,118
38053,825,498,327
38901,0,0,0
39001,264,117,147
39002,607,284,323
39003,9,3,6
39004,148,104,44
39005,261,137,124
39006,1009,490,519
39007,106,30,76
39008,4510,2418,2092
39009,857,554,303
39010,50,29,21
39011,323,175,148
39012,2246,1066,1180
39013,67,45,22
39014,420,92,328
39015,297,115,182
39016,7176,4374,2802
39017,129,47,82
39018,1654,1201,453
39019,149,101,48
39020,5826,2281,3545
39021,17,9,8
39022,65,38,27
39023,1400,484,916
39024,1417,611,806
39025,3127,2169,958
39026,277,176,101
39027,214,142,72
39028,361,184,177
39029,67,41,26
39030,481,306,175
39031,175,91,84
39032,434,254,180
39033,40,16,24
39034,14,6,8
39035,3689,1603,2086
39036,145,85,60
39037,495,122,373
39038,428,110,318
39039,9,8,1
39040,1420,803,617
39041,116,86,30
39042,2986,1592,1394
39043,400,268,132
39044,492,295,197
39045,6,5,1
39046,93,47,46
39047,1886,834,1052
39048,356,224,132
39049,60,34,26
39050,13,8,5
39051,6,4,2
39052,2739,1724,1015
39053,14,10,4
39054,634,516,118
39055,410,136,274
39056,1045,456,589
39057,429,197,232
39058,54,35,19
39059,3226,1164,2062
39060,1275,959,316
39061,744,375,369
39062,223,134,89
39063,378,87,291
39064,93,64,29
39065,9,6,3
39066,88,41,47
39067,32,15,17
39068,151,75,76
39069,1235,913,322
39070,20,17,3
39071,12,7,5
39072,20,13,7
39073,2933,1122,1811
39074,4373,1792,2581
39075,61418,26768,34650
39076,1039,338,701
39077,100,78,22
39078,119,89,30
39079,5252,2158,3094
39080,1896,718,1178
39081,36,17,19
39082,129,48,81
39083,66,34,32
39084,42,25,17
39085,2793,948,1845
39086,60,40,20
39087,9905,3958,5947
39088,15,8,7
39089,13,8,5
39090,27,23,4
39091,310,168,142
39092,109,72,37
39093,23,10,13
39094,244,108,136
39095,740,200,540
39096,49,26,23
39097,81,26,55
39098,245,115,130
39099,359,197,162
39100,30,20,10
39101,20,7,13
39102,484,254,230
40001,75,42,33
40002,4,1,3
40003,10,5,5
40004,85,47,38
40005,4,4,0
40006,9,3,6
40007,15,11,4
40008,3,1,2
40009,1,1,0
40010,101,74,27
40012,18,12,6
40013,10,9,1
40014,2,2,0
40015,2,2,0
40016,2,1,1
40017,22,18,4
40018,4,4,0
40019,3,3,0
40020,29,20,9
40021,1,0,1
40022,12,12,0
40024,233,86,147
