Codigo Municipio,Total Contratos,Contratos Hombres,Contratos Mujeres
09363,142,43,99
09365,21,16,5
09366,1,1,0
09368,1,1,0
09369,136,91,45
09372,7,6,1
09373,19,18,1
09374,13,11,2
09375,1,1,0
09377,67,12,55
09378,2,0,2
09380,18,16,2
09381,2,2,0
09382,0,0,0
09384,47,33,14
09386,15,14,1
09387,2,0,2
09388,3,3,0
09389,1,1,0
09390,59,34,25
09391,38,24,14
09392,0,0,0
09394,186,79,107
09395,6,4,2
09396,116,107,9
09398,2,2,0
09400,56,28,28
09403,8,6,2
09405,50,29,21
09406,704,428,276
09407,0,0,0
09408,0,0,0
09409,15,12,3
09410,480,247,233
09411,3,2,1
09412,430,282,148
09413,77,31,46
09414,6,6,0
09415,40,34,6
09416,3,2,1
09417,2,1,1
09418,1,1,0
09419,6,3,3
09421,38,11,27
09422,1,1,0
09423,2,2,0
09424,0,0,0
09425,179,129,50
09427,232,136,96
09428,11,11,0
09429,0,0,0
09430,1,0,1
09431,21,17,4
09432,9,9,0
09433,3,3,0
09434,365,210,155
09437,20,18,2
09438,113,95,18
09439,415,275,140
09440,5,4,1
09441,19,15,4
09442,81,51,30
09443,5,4,1
09444,2,1,1
09445,7,3,4
09446,0,0,0
09447,3,3,0
09448,5,3,2
09449,20,10,10
09450,2,1,1
09451,31,23,8
09454,12,10,2
09455,1,1,0
09456,39,30,9
09458,448,380,68
09460,12,7,5
09463,16,9,7
09464,18,15,3
09466,6,6,0
09467,5,2,3
09471,4,4,0
09472,52,51,1
09473,4,4,0
09476,1,1,0
09478,1,1,0
09480,2,2,0
09482,0,0,0
09483,71,55,16
09485,0,0,0
09901,43,27,16
09902,13,10,3
09903,914,453,461
09904,20,17,3
09905,68,36,32
09906,231,149,82
09907,67,38,29
09908,79,55,24
10001,131,70,61
10002,164,60,104
10003,216,111,105
10004,299,143,156
10005,210,96,114
10006,491,220,271
10007,108,50,58
10008,545,268,277
10009,354,194,160
10010,1315,656,659
10011,131,70,61
10012,195,137,58
10013,80,42,38
10014,510,309,201
10015,151,82,69
10016,76,44,32
10017,235,174,61
10018,744,508,236
10019,1349,1077,272
10020,1167,443,724
10021,775,447,328
10022,125,72,53
10023,355,186,169
10024,235,93,142
10025,125,87,38
10026,69,43,26
10027,34,30,4
10028,33,26,7
10029,173,99,74
10030,89,27,62
10031,23,16,7
10032,297,174,123
10033,73,45,28
10034,48,30,18
10035,2261,1342,919
10036,201,110,91
10037,28693,16184,12509
10038,30,15,15
10039,120,62,58
10040,201,104,97
10041,275,157,118
10042,14,10,4
10043,374,227,147
10044,606,358,248
10045,558,355,203
10046,81,63,18
10047,186,98,88
10048,100,61,39
10049,1021,589,432
10050,677,331,346
10051,85,43,42
10052,75,52,23
10053,73,50,23
10054,221,119,102
10055,355,236,119
10056,215,172,43
10057,38,24,14
10058,958,618,340
10059,221,48,173
10060,409,252,157
10061,690,264,426
10062,479,241,238
10063,84,39,45
10064,673,347,326
10065,698,422,276
10066,39,27,12
10067,3183,1457,1726
10068,852,511,341
10069,175,133,42
10070,99,39,60
10071,97,67,30
10072,415,168,247
10073,207,135,72
10075,30,19,11
10076,688,367,321
10077,173,123,50
10078,46,24,22
10079,359,157,202
10080,122,74,48
10081,19,11,8
10082,403,203,200
10083,24,15,9
10084,463,198,265
10085,445,270,175
10086,92,55,37
10087,547,246,301
10088,187,130,57
10089,606,216,390
10090,161,83,78
10091,57,23,34
10092,41,21,20
10093,187,125,62
10094,181,114,67
10095,52,24,28
10096,943,466,477
10097,35,24,11
10098,51,31,20
10099,297,136,161
10100,318,158,160
10101,107,35,72
10102,69,30,39
10103,98,51,47
10104,2599,1576,1023
10105,1276,565,711
10106,20,8,12
10107,636,349,287
10108,140,92,48
10109,1521,1278,243
10110,1330,700,630
10111,516,276,240
10112,975,753,222
10113,375,179,196
10114,1221,693,528
10115,615,368,247
10116,977,581,396
10117,316,172,144
10118,76,47,29
10119,234,158,76
10120,19,11,8
10121,2463,1389,1074
10122,25,13,12
10123,237,140,97
10124,369,159,210
10125,357,195,162
10126,669,382,287
10127,1620,633,987
10128,2047,846,1201
10129,142,35,107
10130,1379,730,649
10131,3015,1729,1286
10132,140,81,59
10133,287,239,48
10134,152,78,74
10135,402,221,181
10136,32,24,8
10137,241,141,100
10138,294,146,148
10139,37,19,18
10140,885,412,473
10141,44,26,18
10142,413,174,239
10143,44,15,29
10144,331,152,179
10145,16,9,7
10146,554,306,248
10147,641,427,214
10148,9439,4768,4671
10149,115,55,60
10150,104,56,48
10151,86,70,16
10152,311,136,175
10153,38,12,26
10154,160,89,71
10155,826,347,479
10156,69,40,29
10157,75,54,21
10158,124,66,58
10159,224,139,85
10160,58,30,28
10161,10,6,4
10162,196,141,55
10163,29,17,12
10164,298,159,139
10165,35,25,10
10166,34,8,26
10167,217,131,86
10168,33,21,12
10169,136,96,40
10170,62,45,17
10171,197,115,82
10172,211,72,139
10173,311,175,136
10174,33,23,10
10175,394,217,177
10176,136,87,49
10177,130,80,50
10178,177,87,90
10179,67,43,24
10180,4919,2907,2012
10181,659,351,308
10182,292,168,124
10183,573,278,295
10184,360,264,96
10185,326,152,174
10186,321,172,149
10187,267,138,129
10188,220,93,127
10189,915,478,437
10190,379,188,191
10191,177,104,73
10192,80,50,30
10193,144,104,40
10194,41,16,25
10195,1812,1043,769
10196,1176,656,520
10197,53,40,13
10198,292,117,175
10199,28,17,11
10200,42,20,22
10201,126,78,48
10202,205,108,97
10203,1116,711,405
10204,130,76,54
10205,790,381,409
10206,43,26,17
10207,213,106,107
10208,35,19,16
10209,119,54,65
10210,399,234,165
10211,247,125,122
10212,486,265,221
10213,135,72,63
10214,40,32,8
10215,241,139,102
10216,386,177,209
10217,102,64,38
10218,683,380,303
10219,214,129,85
10901,828,533,295
10902,170,64,106
10903,137,59,78
11001,2233,1409,824
11002,3651,1990,1661
11003,699,338,361
11004,27363,16294,11069
11005,3372,1749,1623
11006,14236,7729,6507
11007,6146,3934,2212
11008,8201,5086,3115
11009,322,178,144
11010,2790,1516,1274
11011,1066,620,446
11012,54417,29649,24768
11013,675,450,225
11014,7913,4978,2935
11015,20926,11609,9317
11016,8739,4540,4199
11017,3595,2658,937
11018,785,404,381
11019,1029,638,391
11020,88392,51366,37026
11021,2436,1657,779
11022,9738,4464,5274
11023,3801,2135,1666
11024,5198,2978,2220
11025,1256,677,579
11026,1896,971,925
11027,30597,16989,13608
11028,13190,9005,4185
11029,2275,1135,1140
11030,9971,5806,4165
11031,14937,7589,7348
11032,21755,11847,9908
11033,11472,7977,3495
11034,2252,1214,1038
11035,5415,3053,2362
11036,499,304,195
11037,2885,1570,1315
11038,5505,3320,2185
11039,5060,3030,2030
11040,450,232,218
11041,6350,3152,3198
11042,1328,712,616
11901,2698,1669,1029
11902,2497,1564,933
12001,93,41,52
12002,48,37,11
12003,290,150,140
12004,3108,1571,1537
12005,2175,1493,682
12006,91,46,45
12007,45,28,17
12008,19,11,8
12009,4857,3003,1854
12010,50,28,22
12011,2119,1552,567
12012,399,254,145
12013,34,25,9
12014,24,9,15
12015,14,10,4
12016,450,281,169
12017,26,12,14
12018,51,37,14
12020,68,22,46
12021,4834,3104,1730
12022,34,24,10
12024,22,12,10
12025,24,17,7
12026,151,63,88
12027,5332,2956,2376
12028,7754,3612,4142
12029,108,71,37
12031,588,403,185
12032,6998,3921,3077
12033,594,320,274
12034,476,353,123
12036,31,21,10
12037,4,3,1
12038,20,7,13
12039,83,49,34
12040,43177,22705,20472
12041,49,37,12
12042,78,43,35
12043,75,47,28
12044,65,55,10
12045,38,22,16
12046,19,14,5
12048,37,26,11
12049,13,8,5
12050,264,179,85
12051,39,19,20
12052,39,23,16
12053,1095,689,406
12055,15,11,4
12056,77,51,26
12057,32,12,20
12058,14,8,6
12059,62,23,39
12060,165,140,25
12061,73,35,38
12063,13,8,5
12064,39,29,10
12065,43,31,12
12067,43,32,11
12068,35,25,10
12069,9,7,2
12070,52,36,16
12071,254,136,118
12072,226,98,128
12073,28,15,13
12074,648,519,129
12075,26,14,12
12076,32,31,1
12077,1818,1076,742
12078,61,25,36
12079,232,121,111
12080,589,334,255
12081,113,74,39
12082,3963,2713,1250
12083,12,8,4
12084,4841,3181,1660
12085,4561,2136,2425
12087,7,4,3
12088,14,10,4
12089,5219,2608,2611
12090,17,10,7
12091,41,30,11
12092,32,18,14
12093,47,32,15
12094,296,214,82
12095,247,194,53
12096,100,58,42
12097,4,3,1
12098,138,96,42
12099,336,221,115
12100,302,170,132
12101,60,36,24
12102,87,46,41
12103,12,6,6
12104,1606,826,780
12105,102,78,24
12106,198,129,69
12107,45,22,23
12108,52,38,14
12109,103,40,63
12110,34,28,6
12111,28,21,7
12112,35,27,8
12113,23,10,13
12114,30,17,13
12115,58,29,29
12116,17,7,10
12117,1038,524,514
12118,25,18,7
12119,32,22,10
12120,33,26,7
12121,160,111,49
12122,96,72,24
12123,15,8,7
12124,779,497,282
12125,33,24,9
12126,6235,4063,2172
12127,23,12,11
12128,572,418,154
12129,279,187,92
12130,192,85,107
12131,4,4,0
12132,43,28,15
12133,13,7,6
12134,20,11,9
12135,18602,13550,5052
12136,957,540,417
12137,10,6,4
12138,6648,4106,2542
12139,58,42,16
12140,234,92,142
12141,19,15,4
12142,10,7,3
12901,2775,2023,752
12902,385,249,136
13001,257,136,121
13002,287,156,131
13003,157,53,104
13004,678,505,173
13005,7905,4803,3102
13006,108,56,52
13007,168,95,73
13008,374,287,87
13009,405,265,140
13010,545,387,158
13011,887,447,440
13012,51,33,18
13013,2813,1527,1286
13014,230,188,42
13015,1174,711,463
13016,279,104,175
13017,139,77,62
13018,1386,1138,248
13019,2784,1852,932
13020,942,584,358
13021,60,33,27
13022,152,116,36
13023,3169,1948,1221
13024,436,369,67
13025,41,25,16
13026,63,34,29
13027,943,621,322
13028,3993,2779,1214
13029,23,15,8
13030,33,17,16
13031,797,554,243
13032,479,296,183
13033,1121,944,177
13034,21600,10987,10613
13035,189,120,69
13036,132,81,51
13037,1024,829,195
13038,684,384,300
13039,5461,3337,2124
13040,353,241,112
13041,31,16,15
13042,220,144,76
13043,64,39,25
13044,841,532,309
13045,281,218,63
13046,103,60,43
13047,3182,2109,1073
13048,102,51,51
13049,153,85,68
13050,408,119,289
13051,77,52,25
13052,2097,1280,817
13053,4606,2829,1777
13054,2017,1578,439
13055,166,100,66
13056,1611,1002,609
13057,532,417,115
13058,2508,1820,688
13059,27,15,12
13060,30,12,18
13061,3084,2251,833
13062,144,96,48
13063,740,474,266
13064,304,185,119
13065,588,379,209
13066,696,477,219
13067,53,34,19
13068,249,158,91
13069,223,157,66
13070,602,431,171
13071,11548,7485,4063
13072,442,271,171
13073,71,36,35
13074,655,483,172
13075,34,20,14
13076,212,154,58
13077,1474,1148,326
13078,6487,4517,1970
13079,5809,3915,1894
13080,111,72,39
13081,213,159,54
13082,14867,10155,4712
13083,846,573,273
13084,573,442,131
13085,939,716,223
13086,55,39,16
13087,8832,5785,3047
13088,267,184,83
13089,501,346,155
13090,648,458,190
13091,96,61,35
13092,481,352,129
13093,2154,1574,580
13094,63,37,26
13095,23,14,9
13096,2623,1744,879
13097,1211,794,417
13098,593,431,162
13901,122,78,44
13902,148,79,69
13903,425,350,75
13904,492,357,135
14001,6835,4309,2526
14002,13012,7311,5701
14003,512,281,231
14004,2561,1708,853
14005,3855,2232,1623
14006,471,321,150
14007,14348,9446,4902
14008,953,562,391
14009,475,294,181
14010,3724,2226,1498
14011,275,148,127
14012,8441,5183,3258
14013,14987,8822,6165
14014,5771,3932,1839
14015,1959,1370,589
14016,388,193,195
14017,5689,3150,2539
14018,2626,1814,812
14019,9855,6144,3711
14020,193,95,98
14021,122597,69073,53524
14022,4039,2336,1703
14023,688,335,353
14024,1655,1048,607
14025,3104,1942,1162
14026,1444,1218,226
14027,2872,1668,1204
14028,219,99,120
14029,1368,937,431
14030,7833,4436,3397
14031,738,459,279
14032,161,92,69
14033,1189,630,559
14034,127,53,74
14035,1322,860,462
14036,9104,6300,2804
14037,4565,2928,1637
14038,20013,12096,7917
14039,2825,1865,960
14040,9826,5882,3944
14041,2533,1479,1054
14042,12057,6624,5433
14043,8867,5286,3581
14044,1561,901,660
14045,2305,1286,1019
14046,5209,3194,2015
14047,360,224,136
14048,1012,655,357
14049,30074,18496,11578
14050,1069,562,507
14051,448,179,269
14052,2220,1245,975
14053,5340,2846,2494
14054,6521,4120,2401
14055,12350,7487,4863
14056,17446,10465,6981
14057,5189,3068,2121
14058,8068,5071,2997
14059,464,217,247
14060,10619,6397,4222
14061,272,140,132
14062,345,172,173
14063,1846,1317,529
14064,131,61,70
14065,901,547,354
14066,3443,2212,1231
14067,1883,1151,732
14068,246,58,188
14069,2725,1588,1137
14070,376,245,131
14071,341,236,105
14072,508,222,286
14073,1029,638,391
14074,750,478,272
14075,737,400,337
15001,704,429,275
15002,5466,3241,2225
15003,150,91,59
15004,474,208,266
15005,9301,4286,5015
15006,1395,725,670
15007,291,146,145
15008,3960,2373,1587
15009,2121,1075,1046
15010,215,123,92
15011,6060,3023,3037
15012,463,259,204
15013,409,260,149
15014,478,178,300
15015,951,369,582
15016,1032,546,486
15017,2927,1784,1143
15018,724,393,331
15019,4718,2101,2617
15020,682,241,441
15021,1122,820,302
15022,776,454,322
15023,1372,769,603
15024,1474,937,537
15025,110,71,39
15026,67,40,27
15027,332,224,108
15028,216,76,140
15029,760,366,394
15030,92932,42423,50509
15031,5397,2873,2524
15032,481,298,183
15033,516,295,221
15034,454,233,221
15035,1907,1042,865
15036,16920,8002,8918
15037,570,270,300
15038,183,123,60
15039,65,41,24
15040,354,214,140
15041,923,548,375
15042,660,448,212
15043,1066,616,450
15044,136,75,61
15045,293,219,74
15046,1009,476,533
15047,219,150,69
15048,496,231,265
15049,160,57,103
15050,163,68,95
15051,562,262,300
15052,599,344,255
15053,1207,591,616
15054,8758,4654,4104
15055,433,221,212
15056,642,306,336
15057,2058,950,1108
15058,5458,2561,2897
15059,1694,640,1054
15060,761,443,318
15061,696,359,337
15062,882,603,279
15063,392,286,106
15064,118,76,42
15065,2391,1546,845
15066,628,417,211
15067,8880,6599,2281
15068,745,381,364
15069,1130,631,499
15070,2597,1322,1275
15071,985,591,394
15072,1475,690,785
15073,6560,2635,3925
15074,386,259,127
15075,2345,1456,889
15076,369,168,201
15077,1423,777,646
15078,45028,21707,23321
15079,85,58,27
15080,161,96,65
15081,317,206,111
15082,4086,2338,1748
15083,67,47,20
15084,210,100,110
15085,295,216,79
15086,175,111,64
15087,689,399,290
15088,328,138,190
15089,498,321,177
15090,99,60,39
15091,96,58,38
15092,1391,605,786
15093,553,311,242
15901,545,423,122
16001,10,5,5
16002,61,42,19
16003,224,88,136
16004,34,26,8
16005,32,19,13
16006,16,11,5
16007,1069,701,368
16008,7,6,1
16009,4,1,3
16010,5,5,0
16011,4,1,3
16012,16,8,8
16013,0,0,0
16014,40,24,16
16015,113,87,26
16016,30,27,3
16017,51,32,19
16018,33,24,9
16019,12,10,2
16020,5,2,3
16022,7,2,5
16023,222,65,157
16024,12,8,4
16025,3,1,2
16026,41,23,18
16027,119,78,41
16029,21,18,3
16030,4,2,2
16031,6,3,3
16032,31,12,19
16033,282,183,99
16034,30,26,4
16035,62,39,23
16036,7,6,1
16038,18,16,2
16039,75,38,37
16040,16,12,4
16041,134,34,100
16042,168,97,71
16043,11,8,3
16044,1,0,1
16045,31,21,10
16046,38,25,13
16047,33,28,5
16048,61,37,24
16049,18,10,8
16050,43,20,23
16051,2,0,2
16052,176,100,76
16053,71,53,18
16055,166,86,80
16056,51,21,30
16057,30,24,6
16058,13,11,2
16060,480,354,126
16061,463,290,173
16062,0,0,0
16063,81,64,17
16064,214,137,77
16065,194,94,100
16066,670,454,216
16067,21,12,9
16068,64,45,19
16070,3,3,0
16071,2,0,2
16072,30,26,4
16073,30,19,11
16074,4,2,2
16078,14074,7562,6512
16079,21,9,12
16081,9,6,3
16082,168,111,57
16083,10,8,2
16084,4,2,2
16085,25,14,11
16086,696,477,219
16087,12,9,3
16088,6,5,1
16089,132,115,17
16091,5,4,1
16092,27,23,4
16093,27,17,10
16094,10,6,4
16095,12,6,6
16096,169,116,53
16097,8,6,2
16098,157,123,34
16099,13,5,8
16100,251,173,78
16101,12,6,6
16102,271,162,109
16103,69,49,20
16104,11,8,3
16106,448,287,161
16107,10,10,0
16108,18,13,5
16109,2,2,0
16110,15,13,2
16111,63,58,5
16112,427,235,192
16113,1729,1202,527
16115,20,15,5
16116,3,1,2
16117,138,78,60
16118,272,175,97
16119,36,27,9
16121,35,27,8
16122,54,37,17
16123,14,11,3
16124,837,547,290
16125,647,489,158
16126,126,76,50
16128,19,16,3
16129,18,13,5
16130,148,99,49
16131,5,4,1
16132,7,7,0
16133,2199,1494,705
16134,1130,667,463
16135,16,11,5
16137,2,1,1
16139,10,8,2
16140,3,3,0
16141,11,8,3
16142,51,35,16
16143,1,1,0
16145,55,36,19
16146,8,7,1
16147,2,0,2
16148,68,43,25
16149,10,8,2
16150,22,17,5
16151,3,2,1
16152,0,0,0
16153,588,375,213
16154,10150,6946,3204
16155,266,208,58
16156,5,4,1
16157,25,12,13
16158,154,112,42
16159,14,7,7
16160,4,2,2
16161,11,5,6
16162,16,15,1
16163,3,2,1
16165,10,7,3
16166,283,209,74
16167,32,13,19
16169,6,6,0
16170,141,59,82
16171,1106,744,362
16172,37,30,7
16173,20,12,8
16174,85,53,32
16175,2613,1791,822
16176,11,8,3
16177,18,14,4
16181,8,7,1
16185,7,1,6
16186,180,144,36
16187,11,9,2
16188,28,23,5
16189,65,45,20
16190,2678,1704,974
16191,230,184,46
16192,3,1,2
16193,5,3,2
16194,21,12,9
16195,176,79,97
16196,335,232,103
16197,3,1,2
16198,466,307,159
16199,4,4,0
16202,179,104,75
16203,3917,1969,1948
16204,75,55,20
16205,38,32,6
16206,26,17,9
16209,18,10,8
16211,30,10,20
16212,47,30,17
16213,0,0,0
16215,62,40,22
16216,23,16,7
16217,5,4,1
16218,85,48,37
16219,29,13,16
16224,4,4,0
16225,3,1,2
16227,25,13,12
16228,28,19,9
16231,12,11,1
16234,3,2,1
16236,113,72,41
16237,22,14,8
16238,121,108,13
16239,19,12,7
16240,15,8,7
16242,65,43,22
16243,88,43,45
16244,222,160,62
16245,132,56,76
16246,44,27,17
16247,15,14,1
16248,158,94,64
16249,650,378,272
16250,18,9,9
16251,887,556,331
16253,23,14,9
16254,28,16,12
16255,26,14,12
16258,114,93,21
16259,7,6,1
16263,250,182,68
16264,44,33,11
16265,6,6,0
16266,26,17,9
16269,95,77,18
16270,109,75,34
16271,240,142,98
16272,13,5,8
16273,23,10,13
16274,10,9,1
16275,3,1,2
16276,14,13,1
16277,44,28,16
16278,0,0,0
16279,213,164,49
16280,8,7,1
16901,114,46,68
16902,6,1,5
16903,178,113,65
16904,45,29,16
16905,151,74,77
16906,3,2,1
16908,96,80,16
16909,57,26,31
16910,4,2,2
17001,185,85,100
17002,844,619,225
17003,75,34,41
17004,41,20,21
17005,74,43,31
17006,1222,651,571
17007,354,194,160
17008,1023,618,405
17009,1081,805,276
17010,135,99,36
17011,380,295,85
17012,145,106,39
17013,1460,833,627
17014,7,4,3
17015,2435,1171,1264
17016,119,81,38
17018,206,125,81
17019,465,247,218
17020,577,260,317
17021,38,28,10
17022,1492,820,672
17023,7017,3485,3532
17024,153,85,68
17025,168,88,80
17026,67,43,24
17027,510,322,188
17028,84,65,19
17029,18,14,4
17030,113,92,21
17031,68,48,20
17032,976,504,472
17033,1186,480,706
17034,1847,969,878
17035,37,26,11
17036,612,273,339
17037,30,8,22
17038,418,224,194
17039,339,127,212
17040,41,23,18
17041,51,22,29
17042,127,103,24
17043,174,84,90
17044,1801,1083,718
17046,79,46,33
17047,3175,1741,1434
17048,5063,2598,2465
17049,1042,675,367
17050,110,84,26
17051,26,21,5
17052,54,31,23
17054,173,106,67
17055,15,4,11
17056,3893,2872,1021
17057,136,94,42
17058,61,41,20
17060,39,22,17
17061,42,28,14
17062,2708,1269,1439
17063,103,89,14
17064,28,17,11
17065,74,16,58
17066,8161,3744,4417
17067,127,66,61
17068,17,9,8
17069,74,50,24
17070,58,53,5
17071,80,55,25
17073,1356,1018,338
17074,64,48,16
17075,65,20,45
17076,4,3,1
17077,211,163,48
17078,68,56,12
17079,36506,16344,20162
17080,33,16,17
17081,318,230,88
17082,39,27,12
17083,680,488,192
17084,28,22,6
17085,29,22,7
17086,1798,866,932
17087,52,24,28
17088,117,33,84
17089,973,651,322
17090,114,73,41
17091,29,15,14
17092,1008,513,495
17093,304,223,81
17094,239,120,119
17095,13313,6866,6447
17096,7,6,1
17097,78,42,36
17098,37,20,17
17099,1,0,1
17100,43,35,8
17101,98,66,32
17102,82,52,30
17103,1771,977,794
17105,164,80,84
17106,12,8,4
17107,38,12,26
17109,82,52,30
17110,314,207,107
17111,159,76,83
17112,9,8,1
17114,6880,3240,3640
17115,48,36,12
17116,40,18,22
17117,5069,2568,2501
17118,4367,2070,2297
17119,19,12,7
17120,128,61,67
17121,225,176,49
17123,246,160,86
17124,1462,825,637
17125,6,2,4
17126,36,15,21
17128,31,23,8
17129,64,45,19
17130,123,96,27
17132,502,304,198
17133,200,114,86
17134,54,29,25
17135,163,126,37
17136,63,43,20
17137,2003,1436,567
17138,229,126,103
17139,595,402,193
17140,456,231,225
17141,2007,1119,888
17142,369,235,134
17143,18,9,9
17144,71,53,18
17145,319,106,213
17146,718,482,236
17147,2304,1384,920
17148,335,218,117
17149,36,19,17
17150,2564,1942,622
17151,22,17,5
17152,4575,2331,2244
17153,47,27,20
17154,12,6,6
17155,6042,2580,3462
17157,306,76,230
17158,133,103,30
17159,568,407,161
17160,3112,1658,1454
17161,98,70,28
17162,343,209,134
17163,796,424,372
17164,844,487,357
17165,500,217,283
17166,130,111,19
17167,254,126,128
17168,23,15,8
17169,375,227,148
17170,28,13,15
17171,20,14,6
17172,53,18,35
17173,126,95,31
17174,39,26,13
17175,83,66,17
17176,12,8,4
17177,62,29,33
17178,1404,862,542
17180,2556,1589,967
17181,706,405,301
17182,49,35,14
17183,100,79,21
17184,277,136,141
17185,1286,876,410
17186,473,308,165
17187,50,20,30
17188,58,42,16
17189,271,171,100
17190,642,470,172
17191,102,96,6
17192,79,35,44
17193,790,421,369
17194,19,14,5
17195,205,178,27
17196,8,6,2
17197,144,76,68
17198,76,55,21
17199,3625,1939,1686
17200,197,139,58
17201,60,42,18
17202,2312,1199,1113
17203,81,80,1
17204,396,306,90
17205,39,14,25
17206,29,24,5
17207,382,202,180
17208,166,92,74
17209,163,92,71
17210,184,144,40
17211,203,150,53
17212,9,5,4
17213,1379,851,528
17214,92,50,42
17215,802,576,226
17216,32,16,16
17217,34,18,16
17218,91,58,33
17220,426,242,184
17221,603,375,228
17222,25,17,8
17223,151,104,47
17224,37,19,18
17225,42,36,6
17226,1204,889,315
17227,4,4,0
17228,62,53,9
17230,74,52,22
17232,10,7,3
17233,899,526,373
17234,34,27,7
17901,191,146,45
17902,349,213,136
17903,348,224,124
18001,335,182,153
18002,630,351,279
18003,6546,4205,2341
18004,256,172,84
18005,130,74,56
18006,3017,1623,1394
18007,555,227,328
18010,683,544,139
18011,798,427,371
18012,2468,1465,1003
18013,5313,3278,2035
18014,1515,1108,407
18015,176,87,89
18016,209,142,67
18017,9428,4799,4629
18018,68,51,17
18020,1017,458,559
18021,4708,2612,2096
18022,3874,2326,1548
18023,4199,2141,2058
18024,95,62,33
18025,76,40,36
18027,842,344,498
18028,885,601,284
18029,842,384,458
18030,282,160,122
18032,171,119,52
18033,162,121,41
18034,442,261,181
18035,357,185,172
18036,427,228,199
18037,665,395,270
18038,811,432,379
18039,1600,628,972
18040,69,45,24
18042,119,75,44
18043,67,54,13
18044,417,232,185
18045,528,266,262
18046,852,368,484
18047,917,596,321
18048,1455,751,704
18049,266,133,133
18050,1189,475,714
18051,1435,944,491
18053,872,468,404
18054,314,212,102
18056,1637,766,871
18057,1015,457,558
18059,2450,1303,1147
18061,1475,849,626
18062,2741,1406,1335
18063,441,240,201
18064,107,56,51
18066,1844,1128,716
18067,195,112,83
18068,281,167,114
18069,948,484,464
18070,62,28,34
18071,2198,997,1201
18072,629,446,183
18074,132,82,50
18076,657,350,307
18078,588,258,330
18079,2550,1009,1541
18082,403,183,220
18083,159,114,45
18084,497,318,179
18085,293,133,160
18086,149,77,72
18087,110937,56310,54627
18088,1231,714,517
18089,4302,2056,2246
18093,1597,728,869
18094,630,364,266
18095,502,250,252
18096,145,68,77
18097,226,85,141
18098,2055,1148,907
18099,278,157,121
18100,6973,3665,3308
18101,1216,741,475
18102,8738,4997,3741
18103,239,127,112
18105,5272,3446,1826
18107,1003,507,496
18108,193,72,121
18109,304,174,130
18111,280,190,90
18112,63,30,33
18114,450,335,115
18115,1188,470,718
18116,1274,784,490
18117,108,67,41
18119,965,311,654
18120,106,57,49
18121,43,31,12
18122,13745,8389,5356
18123,88,57,31
18124,682,377,305
18126,339,142,197
18127,3322,2166,1156
18128,205,104,101
18132,3629,2199,1430
18133,1056,574,482
18134,3745,2283,1462
18135,8997,5785,3212
18136,1686,955,731
18137,1314,855,459
18138,2330,1345,985
18140,21995,11397,10598
18141,159,87,72
18143,731,248,483
18144,69,37,32
18145,1760,1201,559
18146,556,261,295
18147,1280,697,583
18148,279,124,155
18149,1197,794,403
18150,1707,914,793
18151,121,82,39
18152,699,402,297
18153,3182,2037,1145
18154,192,114,78
18157,209,150,59
18158,6728,3229,3499
18159,1018,702,316
18161,73,40,33
18162,575,345,230
18163,111,59,52
18164,1090,647,443
18165,1869,1040,829
18167,1033,431,602
18168,220,110,110
18170,449,247,202
18171,2720,1487,1233
18173,2820,1778,1042
18174,285,166,119
18175,4367,2424,1943
18176,62,47,15
18177,235,119,116
18178,445,318,127
18179,355,153,202
18180,119,73,46
18181,102,76,26
18182,1185,441,744
18183,299,161,138
18184,493,249,244
18185,496,346,150
18187,343,157,186
18188,1146,658,488
18189,92,49,43
18192,4082,2538,1544
18193,2053,1100,953
18194,2580,1189,1391
18901,141,79,62
18902,965,380,585
18903,408,178,230
18904,416,205,211
18905,3121,1826,1295
18906,329,161,168
18907,695,340,355
18908,290,116,174
18909,187,93,94
18910,247,122,125
18911,2970,1289,1681
18912,985,571,414
18913,971,541,430
19001,35,13,22
19002,14,4,10
19003,5,1,4
19004,141,42,99
19005,64,40,24
19006,75,45,30
19007,55,36,19
19008,7,5,2
19009,18,5,13
19010,2,1,1
19011,81,45,36
19013,121,100,21
19015,9,6,3
19016,4,4,0
19017,5,5,0
19018,10,9,1
19019,11,8,3
19020,83,58,25
19021,282,197,85
19022,243,145,98
19023,26,22,4
19024,7387,5046,2341
19027,21,15,6
19031,1,0,1
19032,20,17,3
19033,12,10,2
19034,2,1,1
19036,54,36,18
19037,20,13,7
19038,1,1,0
19039,12,9,3
19040,2,2,0
19041,7,3,4
19042,3,3,0
19043,9,7,2
19044,103,45,58
19045,17,10,7
19046,15966,10000,5966
19047,6,2,4
19048,0,0,0
19049,6,5,1
19050,1,1,0
19051,13,11,2
19052,1,0,1
19053,510,335,175
19054,25,19,6
19055,10,7,3
19057,3,2,1
19058,8682,5022,3660
19059,1,1,0
19060,54,30,24
19061,5,4,1
19064,0,0,0
19065,33,21,12
19066,13,9,4
19067,0,0,0
19070,3,2,1
19071,1003,513,490
19073,2,1,1
19074,18,15,3
19075,20,13,7
19076,2,2,0
19078,11,5,6
19079,5,2,3
19080,8,7,1
19081,6,5,1
19082,3,2,1
19086,195,94,101
19087,6,3,3
19088,4,4,0
19089,2,1,1
19090,11,6,5
19091,6,6,0
19092,126,92,34
19095,4,3,1
19096,28,19,9
19097,1,0,1
19098,2,1,1
