Codigo Municipio,1 hijo/a,2 hijos/as,3 hijos/as,4 o más hijos/as
08156,1100,2150,560,285
47109,10,20,10,15
40155,230,550,155,55
09248,*,15,*,*
09249,*,*,*,*
34120,6065,9935,4055,3245
37229,*,15,15,5
14048,85,190,75,125
34121,5,20,10,25
43100,355,595,130,65
08157,940,1395,520,215
08905,245,425,100,75
46187,145,230,130,45
07040,32335,47130,18145,11185
43099,45,60,15,10
21054,480,1365,555,525
14049,1045,2625,1370,1080
19208,*,*,10,*
35016,28655,40995,18455,18120
46188,75,130,40,30
22168,*,*,*,*
17123,40,80,15,*
44176,*,25,10,15
46189,40,80,20,15
16148,*,110,50,45
41070,560,920,375,70
06098,35,80,50,35
45127,55,150,35,20
16149,10,20,10,*
10137,40,55,35,20
21055,1025,970,465,195
17124,265,235,150,85
18151,40,45,*,20
09250,*,75,*,*
31201,11815,24050,9700,7685
09251,35,60,45,10
44177,*,20,*,10
50200,75,115,35,*
22170,55,75,40,15
45128,175,450,145,110
27041,285,365,165,125
05179,15,35,10,20
08158,175,635,175,100
16150,*,15,10,10
28104,1590,2095,620,290
50201,35,75,15,10
50202,10,25,10,*
37230,10,45,15,15
37231,15,40,25,15
32057,65,65,30,45
41071,370,1065,345,250
27042,245,240,80,70
37232,15,50,30,35
34122,*,10,*,*
24110,100,170,110,90
27043,165,215,85,65
29077,*,15,20,20
03100,55,130,40,35
09253,*,10,*,15
17125,15,20,10,*
19209,*,*,*,*
16151,*,10,*,*
45129,10,35,20,10
34123,145,205,135,105
19210,*,*,*,*
19211,30,80,40,20
08159,1575,2665,625,295
28106,9210,14125,5165,2960
17126,35,55,20,10
16152,*,*,*,*
06099,45,160,70,85
05180,*,10,*,15
44178,*,10,10,*
33045,615,650,270,170
47110,15,80,35,35
45130,15,75,20,30
04072,85,145,55,35
09255,*,*,*,*
20064,1310,2145,715,715
10138,20,95,55,45
05181,*,*,*,*
38027,665,795,480,320
43101,15,15,10,*
37233,*,10,*,*
27044,415,485,135,50
19212,60,160,50,60
50203,130,195,35,20
46190,5765,7905,2965,1645
11025,290,605,320,360
21056,165,535,235,110
02058,35,35,35,50
04073,*,85,15,40
28107,30,55,20,*
17128,35,75,45,*
43102,55,95,35,*
12088,*,15,*,*
21057,45,145,65,105
34124,*,5,*,*
37234,15,55,25,35
36037,355,435,205,125
26113,*,5,*,*
23066,360,720,200,375
04074,220,545,140,125
16153,65,185,80,60
27045,55,150,85,50
47111,105,145,80,30
47112,250,415,205,155
46191,270,395,105,60
49145,25,40,10,30
40156,*,90,20,25
37235,15,25,25,15
34125,*,10,5,*
19213,*,*,*,10
03101,710,915,225,130
41072,200,545,465,295
17129,25,25,5,*
28108,400,455,160,85
14050,185,420,120,125
05182,55,100,90,60
18152,*,135,100,100
13061,515,1010,600,250
14051,40,210,135,80
50204,295,575,65,70
16154,390,760,585,210
05183,*,20,20,15
09256,20,45,25,30
34126,15,35,25,20
09259,10,20,10,15
09257,*,*,10,*
09258,*,20,15,10
47113,10,20,10,10
50205,15,10,*,*
37236,10,20,10,20
37237,35,40,15,35
37238,10,15,*,*
26114,*,10,*,*
10139,5,20,10,*
37239,5,35,15,25
41073,125,295,120,125
23067,160,370,245,105
03102,820,1425,615,130
49146,15,40,35,15
05184,*,50,25,20
37240,40,145,35,40
45131,15,30,25,25
37241,10,15,15,15
37242,*,10,10,15
28109,195,265,40,85
40157,*,*,*,*
49147,20,65,10,15
49148,15,30,*,*
18153,770,1385,460,485
39048,200,185,95,75
03103,20,40,15,10
25164,30,85,15,*
12089,620,1160,205,180
37243,20,20,*,*
37244,*,20,10,15
01044,15,35,5,20
47114,335,620,350,225
41074,180,520,230,205
47115,20,25,20,35
22172,35,120,25,30
05185,*,15,15,*
19214,*,*,*,15
06100,110,185,45,35
19215,*,35,15,*
33046,45,75,40,*
33047,55,200,70,100
37245,20,45,20,40
37246,560,815,355,310
09261,15,65,35,35
37247,10,25,20,20
44179,45,75,10,*
14052,525,1545,810,560
39049,35,50,15,15
22173,25,25,*,*
02060,50,170,85,75
02059,20,35,40,20
49149,30,70,20,25
45132,120,385,115,35
49150,*,35,15,15
17130,30,65,15,10
44180,*,*,*,*
08160,40,45,20,10
43103,95,165,50,25
09262,*,25,10,5
16155,65,70,50,35
17132,165,235,95,55
10140,85,225,80,50
10141,10,60,25,10
06101,25,125,25,25
16156,*,20,10,*
44181,*,15,*,*
37248,15,20,10,10
37249,*,10,*,*
19216,*,20,*,10
34127,*,15,10,10
28110,230,330,120,90
44182,15,35,15,10
10142,65,145,45,55
22174,40,65,20,20
22175,20,40,15,*
31202,330,765,295,170
22176,15,35,10,*
19217,*,*,*,*
25165,40,50,*,*
24112,*,45,25,30
22177,*,20,*,*
49151,65,110,40,20
50206,40,70,45,15
32058,690,810,170,145
43104,175,470,115,40
37250,40,30,40,30
49152,45,95,45,30
29079,100,510,125,210
49153,10,20,10,15
34904,20,30,20,35
37251,*,25,10,5
40158,*,*,*,*
32059,265,215,135,80
22178,10,10,10,*
39050,*,40,20,20
10143,5,25,15,10
10144,40,175,75,75
33048,20,15,20,*
39051,*,10,*,*
47116,*,65,15,40
16157,15,30,20,20
31203,*,*,*,*
32060,105,130,55,60
07041,175,350,130,110
03104,2535,5200,1545,660
46192,65,160,50,*
02061,35,60,65,75
18154,40,145,105,105
28111,40,95,40,55
49154,10,15,*,20
46193,830,1545,425,330
46194,1145,2710,895,730
16158,35,95,40,50
13062,30,85,50,25
13063,195,510,305,285
05186,110,250,105,100
49155,*,20,*,10
05187,115,295,110,140
31204,*,*,*,*
10145,*,20,10,20
50207,15,15,*,*
39052,2080,2550,895,435
08161,1100,1990,665,255
09265,*,*,*,*
03902,1190,2770,1015,630
41075,620,1865,605,450
46195,295,410,110,*
43105,10,30,15,*
33049,640,1100,485,340
50208,195,355,130,60
12090,10,35,10,*
38901,140,215,120,80
18910,50,120,75,60
16159,*,40,25,15
40159,15,15,*,*
40160,*,10,10,15
16160,*,15,10,*
09266,*,*,*,*
08163,1940,3995,1105,575
09267,*,15,15,15
37252,*,15,15,5
43106,65,200,70,25
25166,*,35,*,*
46196,5,20,20,*
19218,*,5,*,*
09268,*,10,10,*
09269,*,*,*,*
19219,*,*,*,*
49156,10,25,25,25
42139,*,*,*,*
28112,5,25,10,10
09270,15,10,*,35
26115,*,*,*,*
37253,*,25,10,*
49157,10,25,10,10
34129,15,20,10,15
15066,385,655,240,230
10146,80,260,90,110
25167,*,45,*,20
18157,60,175,90,30
18158,470,2030,630,730
03105,430,1070,380,300
50209,245,460,80,95
50210,*,*,*,*
28113,3370,5975,1705,1145
34130,10,25,15,30
47117,25,50,30,20
18159,20,170,60,80
47118,15,20,20,15
47119,*,25,10,*
49158,10,30,20,15
32061,155,185,60,15
28114,*,30,5,*
10147,95,230,60,55
19220,320,255,135,80
19221,*,15,*,*
16161,*,10,*,*
43107,20,90,20,15
22181,*,*,10,*
44183,10,15,*,*
37254,5,30,20,15
31205,25,110,25,15
29080,460,1200,430,435
37255,*,5,*,10
43108,165,310,85,70
08164,80,180,40,35
22182,10,40,10,*
03106,40,145,40,*
17133,225,230,80,35
17134,20,45,20,*
25911,40,95,25,*
10148,2475,5650,2080,1590
50211,30,50,15,*
10149,*,70,20,20
50212,*,*,*,*
50213,5,15,15,*
48077,425,515,195,145
30032,190,530,270,210
44184,*,10,*,*
25168,55,80,40,30
12093,25,35,*,*
25169,10,45,15,5
08165,135,290,110,65
46199,630,1205,290,220
08166,160,135,65,20
43109,260,350,80,45
43110,30,55,15,10
43111,215,370,160,*
25171,280,335,215,65
46202,1685,2930,740,340
46200,170,445,130,60
46203,435,690,240,90
12094,110,145,40,*
07044,915,1800,545,230
34131,*,15,*,*
34132,10,10,*,5
34133,*,15,10,*
24113,15,65,20,45
49160,*,5,*,*
49159,20,30,35,20
13064,175,240,65,45
03901,390,340,100,*
19222,15,15,10,*
44185,*,15,10,*
43112,40,45,25,*
32063,275,255,145,70
27047,305,245,75,60
15067,645,1300,685,295
36041,1180,2090,915,550
27046,230,200,120,60
24114,290,455,255,180
39053,*,35,*,10
45133,170,450,230,215
39054,510,675,195,85
34134,*,*,*,*
22184,10,35,20,5
18161,10,20,20,15
08167,645,920,255,200
46197,220,415,75,65
07042,1015,2080,775,245
47121,35,95,30,50
03107,425,370,165,130
18162,125,180,90,65
34135,15,65,*,35
50214,*,*,*,*
24115,6140,9710,2865,1925
33050,35,65,25,50
43113,45,100,20,25
25030,15,25,10,*
17135,60,70,15,10
25173,190,325,95,90
08182,375,465,235,55
36043,465,850,265,290
36042,1920,3065,1200,1050
15068,565,775,310,400
36044,230,390,200,80
15069,625,1025,475,310
32064,115,50,15,40
27048,335,345,170,45
15070,1240,1240,445,400
36038,6210,10650,3970,3275
43141,10,25,*,*
08168,50,60,30,25
17136,15,35,10,*
25172,240,315,155,80
23069,305,1150,385,230
32062,155,155,40,20
17137,415,640,165,115
43114,45,55,15,15
07043,425,770,190,155
36039,1430,2090,995,660
17140,70,135,55,*
10150,15,45,40,30
16162,*,*,*,10
36040,260,490,140,120
17138,95,190,85,*
12091,25,30,20,*
25174,65,110,25,*
44187,30,50,*,*
10151,5,25,25,15
16163,*,15,15,*
47122,135,350,100,115
42140,*,*,*,*
45134,125,255,180,60
49162,15,35,15,10
15071,655,1200,595,485
27049,140,205,110,40
48078,4270,6820,2485,1680
18163,15,35,30,25
13065,195,405,305,245
24116,20,45,25,40
14053,310,1035,410,475
39055,75,130,65,70
46198,65,140,60,20
05188,*,10,*,*
19223,*,20,10,*
37256,15,30,10,25
42141,*,15,15,*
02062,*,75,40,35
05189,30,65,20,60
16165,*,*,*,*
09272,*,20,20,35
34136,10,25,15,20
47123,35,50,30,35
47124,35,55,15,25
42142,*,15,*,*
22186,30,30,5,5
05190,*,5,*,*
23070,180,600,440,285
02901,105,365,180,160
19224,*,20,*,*
19225,90,130,45,*
34137,*,*,*,*
16166,35,40,10,25
49163,5,35,20,20
14054,1175,2425,890,500
02063,90,155,130,135
02064,10,55,30,30
44189,5,10,*,*
16908,*,30,25,15
16167,20,50,20,25
37257,*,5,*,*
50215,*,*,*,*
44190,*,10,10,*
02065,*,85,45,30
28115,4080,10690,5325,2305
50216,10,70,5,10
13066,200,415,135,160
47125,*,*,*,*
49164,*,25,10,15
10152,30,100,35,25
24117,15,75,40,30
28116,85,80,45,10
16169,*,*,*,*
13067,10,65,30,30
40161,*,*,*,*
09273,*,10,*,5
34139,*,30,15,10
26117,255,435,230,140
43115,15,30,10,*
40162,20,65,45,30
19226,*,*,*,*
28117,*,10,*,15
43116,45,110,25,*
50217,55,70,50,20
26118,*,5,*,*
49165,*,*,5,*
24118,*,10,15,20
11026,405,650,315,310
09274,70,130,90,90
19227,*,*,*,*
05191,*,15,10,*
43117,15,35,5,*
08169,4695,9165,2715,1800
43118,80,95,50,*
08171,250,370,150,30
08170,50,65,20,15
25175,10,40,15,*
33051,1130,995,350,315
25176,35,70,25,*
25177,35,75,35,*
26119,15,45,20,*
08230,615,1475,455,375
08172,2155,3715,1195,945
09275,25,20,*,*
17139,150,240,65,35
24119,70,125,45,30
16170,80,140,50,60
14055,1220,2965,1260,1110
24120,20,20,15,45
33052,55,90,35,45
16171,150,410,245,90
25179,15,40,5,*
41076,180,330,235,160
46205,1610,2795,640,375
50218,10,20,*,*
06102,70,170,100,55
50219,600,580,150,90
16172,*,85,35,30
45135,215,755,440,280
12092,20,30,10,*
09276,35,50,*,*
37258,*,30,25,25
19228,*,*,*,*
22187,50,45,10,*
41077,510,1435,600,730
18164,85,225,170,200
13068,40,145,75,95
21058,155,340,240,175
44191,75,120,60,60
06103,270,810,445,245
06104,30,100,65,60
28118,*,5,*,*
24121,25,70,50,*
41078,175,350,225,150
45136,230,1170,555,325
06107,120,235,95,160
40163,*,*,*,15
37259,*,*,*,*
46201,*,10,*,*
49166,100,180,90,90
06108,130,345,240,115
34140,*,10,*,10
19229,*,15,*,*
44192,25,70,30,15
37260,10,15,10,20
06105,40,100,60,45
13069,40,100,45,45
06106,15,50,40,45
41079,725,1500,695,570
16174,*,35,25,*
45137,110,285,150,110
49167,10,35,20,15
06902,100,295,125,60
50220,*,*,*,*
24122,100,185,100,90
23071,130,280,90,175
22188,10,15,10,5
45138,65,195,115,75
37261,20,30,15,15
14056,1650,3655,1770,1580
22902,10,30,25,5
31206,190,375,120,90
39056,300,335,85,45
09277,*,15,5,5
28902,30,85,30,20
23072,145,305,195,155
37262,*,10,*,*
05192,*,10,5,10
37263,20,50,20,15
38028,2775,3005,1620,1645
45139,10,35,10,15
10153,20,60,20,20
11027,5700,10270,4885,3660
35017,2725,3775,1455,1075
13070,50,115,65,35
30033,870,1890,785,540
21059,10,45,15,10
11028,2555,4975,1635,1625
37264,*,10,10,10
11029,450,780,450,395
22189,15,35,10,*
13071,4070,6735,2975,1910
44193,10,20,*,*
31207,30,45,10,10
22190,10,10,*,*
22193,25,50,20,10
46204,875,1220,395,180
17141,855,1055,265,200
08174,40,80,25,*
25180,25,50,15,*
43119,105,120,45,*
07045,120,215,115,30
08175,355,670,190,100
25181,15,30,10,*
25182,90,210,85,30
08176,20,30,10,*
29081,20,50,15,15
45140,125,250,70,55
18165,310,700,210,180
04075,625,945,530,415
21060,925,1785,715,920
38029,120,190,90,95
38030,155,480,45,60
32065,85,105,45,25
47126,*,*,*,*
04076,40,270,65,95
50221,*,*,*,*
18167,65,220,190,200
08177,*,*,*,*
17142,290,420,145,80
46101,105,180,45,15
46102,1925,3550,1185,1135
46103,130,190,50,50
46104,170,280,175,40
03060,*,20,5,*
26120,200,245,70,65
09279,*,45,15,15
18168,45,100,65,70
19230,65,80,15,*
17043,10,25,*,*
45141,65,210,75,55
43120,35,45,40,*
46206,55,90,50,*
23073,220,735,330,325
22195,20,40,*,*
28119,275,315,170,45
06109,235,510,315,420
24123,65,70,50,80
24124,20,60,40,20
09281,10,15,10,20
34141,15,30,15,15
42144,20,55,35,20
24125,30,95,20,25
09280,*,*,*,*
09283,*,*,*,*
09287,10,30,10,*
09288,10,15,*,*
45142,740,1500,685,495
09289,80,225,120,135
16175,405,1035,485,335
42145,5,15,10,15
09292,*,10,10,*
47127,5,15,15,15
09294,5,10,10,5
47129,90,145,70,45
34143,20,30,10,10
47130,10,10,*,*
49170,10,15,10,10
09901,*,80,25,35
09295,*,*,*,*
47128,*,*,10,*
49168,10,20,5,*
49169,*,*,*,*
09298,*,*,*,*
09301,40,85,35,20
09297,30,30,10,35
32066,*,175,*,*
50222,120,280,125,75
42148,*,*,*,*
27050,450,545,120,120
33053,115,145,*,*
49171,20,105,60,50
45143,105,165,110,75
27056,230,165,80,25
49172,50,75,50,45
26121,*,*,*,*
09302,*,20,10,10
47131,*,15,15,20
49173,50,55,20,20
09303,*,*,*,*
42149,35,45,20,35
09304,*,20,10,25
17143,25,30,*,*
16176,*,*,*,*
03109,215,525,190,160
44194,20,25,5,*
46207,740,1065,330,215
46208,130,215,60,30
46209,175,370,110,110
03110,70,110,20,30
46210,30,35,30,20
37265,10,30,15,30
04077,15,60,15,*
32067,220,180,80,105
08178,40,60,25,30
39057,175,375,135,60
14057,265,1065,415,385
32068,175,305,60,100
47132,*,*,*,*
40164,10,20,15,10
28120,105,285,60,60
26122,5,10,10,5
39058,80,110,40,45
43121,95,145,30,10
05193,10,25,5,25
46212,175,255,160,45
46211,255,270,150,*
41080,90,195,120,100
45144,50,125,90,60
40181,325,755,265,245
38031,2775,4325,1865,1540
10154,*,30,15,10
42151,*,*,*,*
09306,10,15,10,5
40165,*,10,10,10
19231,*,*,*,*
45145,340,430,200,100
02066,25,35,25,15
19232,*,15,*,*
42152,*,10,5,*
26123,15,20,20,*
09307,10,10,10,10
09308,*,10,*,10
37266,*,15,*,*
36045,2515,4485,1485,665
03111,405,970,365,310
28121,15,40,15,*
17144,20,40,15,*
24127,25,45,25,20
33054,230,215,115,75
09309,10,40,40,35
16177,10,15,*,*
06110,15,15,15,10
39059,980,1220,595,455
09310,*,*,*,*
34146,*,5,*,5
03112,70,185,100,*
08179,60,115,25,*
42153,*,*,*,*
50223,105,185,65,35
40166,15,40,20,15
06111,35,100,20,35
43122,15,15,*,*
47133,285,355,105,*
34147,20,15,20,10
19233,*,10,*,*
42154,*,15,*,*
39060,795,1090,250,290
49174,10,20,15,*
46213,1660,3100,850,605
34149,*,*,*,*
34151,*,20,15,10
06112,25,65,25,30
45146,5,10,10,5
50224,*,10,*,*
19234,*,*,*,*
37267,15,35,15,15
42155,*,30,*,30
09311,*,10,*,*
13072,30,135,55,50
43123,7555,13610,5200,3700
49175,10,25,*,35
34152,25,15,10,10
34154,*,*,*,*
09314,*,*,*,15
09316,*,5,15,*
09312,*,15,*,15
09315,55,30,15,*
24129,10,15,10,*
09317,*,*,*,*
42156,*,*,*,*
40168,*,10,*,*
25183,35,70,20,30
15072,825,1925,780,330
24130,35,40,20,25
40170,155,275,125,70
42157,*,*,*,*
19235,*,15,10,10
43124,65,105,35,*
32069,555,670,405,200
33055,160,185,135,60
27051,1200,1150,495,230
33056,550,795,300,230
36046,535,665,215,160
31208,140,510,200,165
26124,45,120,70,65
39061,275,545,245,135
39062,130,320,75,75
46214,1385,2900,690,520
43125,50,240,25,65
34155,*,25,10,10
27052,105,140,65,30
28122,40,55,35,20
15073,1870,3565,1630,1155
27053,65,55,40,50
01047,70,165,60,35
33057,205,255,80,60
06113,120,325,235,290
25905,25,80,10,15
25185,75,120,40,25
34156,*,*,5,*
17145,145,295,95,45
12095,125,200,50,30
40171,*,*,*,*
50225,305,340,210,65
30034,60,145,95,140
24131,65,115,45,55
24132,45,65,25,50
17146,395,430,190,35
45147,60,80,50,30
43126,130,225,50,50
44195,*,15,*,5
19237,*,10,*,*
29082,3065,5095,1865,1220
26125,170,670,130,135
37268,15,10,10,5
41081,2225,5145,1585,1210
25186,20,35,*,25
05194,*,15,20,*
09318,*,*,*,*
44196,15,30,10,*
05195,*,30,10,25
49176,85,110,40,45
40172,*,*,*,*
19238,*,*,*,*
29083,105,315,195,175
04078,65,160,65,70
46215,165,225,125,30
10155,30,175,70,90
39063,45,70,85,85
49177,10,40,15,20
02067,70,145,140,60
32071,180,290,110,45
33058,220,245,125,115
42158,10,20,*,*
24133,30,50,15,30
27054,140,240,55,85
39064,115,200,70,80
17147,1150,1480,400,270
08180,3065,4990,1625,800
06114,10,25,5,10
25913,5,15,10,*
17148,100,375,45,75
17149,50,45,20,15
43127,95,140,20,50
43128,90,185,40,30
17150,140,315,75,25
43129,460,885,270,180
17151,25,25,15,*
28123,5695,9985,2060,950
05196,*,*,*,10
09321,95,280,90,160
49178,80,65,30,25
47134,15,30,10,*
24134,335,570,245,170
47135,*,15,*,*
37269,25,95,40,30
49179,25,80,30,15
10156,*,20,5,5
28124,*,15,*,*
10157,*,45,25,15
19239,10,20,*,10
10158,15,40,35,50
02068,*,50,45,40
28125,170,535,175,85
19240,10,5,*,10
45148,15,30,30,35
13901,*,130,100,95
10159,10,65,25,10
37270,15,25,20,10
28126,*,20,*,*
22197,30,120,40,*
26126,*,*,*,*
06115,60,180,110,75
08181,795,1440,395,245
46216,375,895,350,225
43130,20,35,15,*
21061,650,960,275,225
41082,295,575,250,250
43131,555,830,225,155
40173,*,30,10,*
08183,445,870,195,180
02069,730,1960,1105,765
36047,260,400,150,140
44197,*,10,*,*
26127,15,30,15,15
43132,50,55,25,*
49180,*,20,10,15
15074,460,590,310,160
03113,1170,2920,855,375
09323,*,*,*,*
42159,*,*,*,*
37271,15,75,25,25
03114,220,370,155,30
10160,15,30,15,25
19241,*,5,*,*
19242,*,20,*,5
50227,*,20,*,*
31209,10,20,5,10
45149,30,125,55,35
31210,15,20,*,15
29084,1950,4600,2075,1595
41083,85,200,65,45
24136,15,95,50,60
04079,5905,9995,3130,2640
43133,770,990,320,235
21062,120,220,105,115
36048,485,925,310,195
10901,85,195,55,75
38032,1495,2335,285,515
17152,1470,2800,755,460
49181,*,55,15,40
12096,90,190,60,25
25189,270,315,120,75
11030,1670,3525,1425,1330
46217,85,185,45,30
46218,85,195,50,50
47137,*,*,*,*
43134,35,50,15,10
42160,15,15,25,15
44198,*,30,15,10
09325,*,20,10,35
16181,*,10,10,*
28127,5440,10985,3910,1940
28128,60,40,30,10
39065,15,50,15,*
32072,535,600,255,80
10161,*,*,*,10
09326,15,15,10,*
08184,6265,9535,2950,1835
47138,15,25,15,20
32073,165,220,65,45
44199,*,5,*,*
44200,*,5,*,*
44201,55,100,25,20
08185,*,30,20,*
41084,115,530,145,195
18170,*,55,25,45
09327,*,*,*,*
09328,*,15,*,5
47139,90,140,65,80
50228,30,45,25,*
19243,*,*,*,*
39066,80,130,50,45
50229,*,10,10,*
39067,60,115,45,70
46219,5,25,15,10
13902,15,65,35,45
39068,55,110,50,20
17153,25,35,10,5
08901,20,45,20,*
23074,165,520,255,160
14058,655,1360,575,510
08187,15700,29360,9290,6290
24137,110,140,75,115
50241,60,110,45,20
22199,980,1255,530,225
23075,105,605,210,215
12097,*,15,*,*
19244,*,10,10,10
16185,*,10,*,*
19245,75,270,140,45
13073,50,60,40,35
40174,*,55,35,55
15075,1455,2275,420,440
31212,*,20,5,25
50230,90,185,100,105
16186,40,70,50,30
19246,*,*,*,*
47140,*,10,*,15
37272,10,35,*,5
08188,*,20,15,*
03115,40,50,35,*
37273,10,15,10,*
46220,5490,9655,3050,1580
24139,175,360,145,100
37303,*,35,20,20
22200,20,35,15,*
26128,15,15,*,10
37274,10415,20475,8165,6370
18171,120,405,165,45
29085,*,40,15,*
33059,440,750,345,145
22201,20,50,15,10
22202,15,25,*,*
09329,*,15,*,10
09330,130,240,145,90
25190,45,40,10,15
49183,15,15,10,*
36049,835,985,565,190
44203,*,*,*,*
34157,160,315,135,180
09332,15,15,5,5
37275,5,20,*,10
08190,30,45,15,*
31213,*,20,*,5
44204,*,*,*,*
42161,10,25,15,15
46221,35,75,30,*
17154,15,10,*,*
22203,10,20,*,*
50231,25,55,30,*
03116,120,185,110,55
31214,5,10,15,*
34158,25,20,10,5
16187,*,10,*,*
07059,500,565,235,145
09334,*,*,*,*
08191,915,995,250,115
22204,125,135,40,55
19247,10,25,5,10
16188,*,15,15,10
37276,10,20,10,10
05197,*,15,*,10
02070,25,70,40,50
18173,645,1555,705,675
43135,20,75,40,*
10162,30,100,40,25
43905,1870,3335,935,405
17155,1650,3030,1695,1175
41085,345,575,330,175
16189,*,40,20,10
05198,*,10,5,5
47141,*,10,15,15
06116,60,245,125,140
36050,805,1210,430,420
50232,15,30,10,*
06117,55,235,145,100
10163,10,40,25,10
37277,*,10,*,*
01051,450,415,190,195
12098,80,130,30,*
01052,15,55,15,15
40176,15,65,25,35
49184,15,25,20,15
27055,90,280,60,50
44205,45,145,60,45
50233,*,25,*,*
31215,375,730,290,260
09335,*,5,*,*
24141,15,20,*,15
44206,10,10,15,*
28129,1045,1565,445,285
49185,5,25,20,10
32074,145,130,75,65
19248,*,10,5,*
24142,2575,4125,1245,770
19249,*,10,*,*
38033,265,605,340,180
46903,550,950,270,70
26129,150,130,70,*
35018,1785,1880,640,490
05199,*,5,5,*
05200,*,*,*,*
21063,185,380,275,130
45150,30,70,50,30
05201,15,95,55,35
35019,4125,5150,2105,1975
13074,135,155,45,40
34159,15,35,20,20
49186,30,40,20,10
47142,*,10,10,15
34160,15,20,10,*
32075,635,575,175,75
16190,230,1160,400,270
34161,*,*,*,*
40177,*,25,30,*
49187,100,165,85,95
37278,55,110,40,15
38023,10655,17485,6830,5905
24144,30,70,65,90
40178,*,15,10,15
40906,130,390,140,*
32076,460,360,120,40
24145,60,70,35,60
42162,135,480,200,110
37284,30,50,30,20
22205,35,85,30,*
05206,*,*,*,*
24146,25,65,10,10
05208,*,*,*,*
49188,*,10,10,10
05207,60,70,60,65
42163,*,*,*,*
39069,190,315,115,90
37285,30,60,30,25
11031,6460,11585,4810,4205
28130,3180,5655,1605,730
03118,605,1330,1040,250
05209,*,10,*,15
03904,115,155,125,80
30035,1370,3730,1750,1425
11902,245,485,240,310
41086,1055,2810,1170,910
05901,*,35,25,15
05210,*,15,*,*
05211,10,70,45,35
38034,335,635,210,215
22207,15,25,5,*
05212,10,25,15,25
09337,*,25,*,10
05213,*,15,*,*
21064,640,1000,610,185
49189,25,30,15,20
24148,95,285,135,95
42164,70,395,95,70
47143,10,25,10,*
13075,*,40,25,10
28131,1285,2210,995,390
16191,50,150,115,95
05214,*,*,*,*
09338,25,25,10,0
34163,*,*,*,10
16192,*,*,*,5
28132,1425,2255,680,315
05215,5,10,20,15
50234,20,40,10,15
45151,60,100,80,20
33061,35,35,30,70
45152,45,100,55,85
09339,*,15,15,15
10164,50,135,50,45
31217,15,65,10,30
28133,540,1015,360,250
49190,*,20,*,*
47144,*,10,*,*
37286,25,25,15,15
05216,10,25,15,15
33060,2070,2825,770,335
44207,10,45,15,*
40182,25,20,15,30
50235,270,345,140,90
38035,1825,1270,735,610
39070,15,30,*,*
40183,*,20,15,20
05217,*,*,*,*
49191,30,55,20,20
03120,305,1115,230,130
05218,10,20,10,5
37287,15,55,40,*
47145,40,75,60,35
22903,60,140,40,10
47146,15,35,10,15
37036,*,10,10,10
49192,5,20,15,10
26130,15,25,20,5
09340,*,*,*,*
24149,*,20,10,10
26131,*,5,*,*
01053,35,65,50,25
37288,20,20,10,15
37289,*,25,25,15
41088,25,65,35,45
47147,*,30,5,5
45153,110,280,165,125
05219,*,*,*,*
02071,55,140,95,80
24150,5,30,30,20
49193,40,100,45,25
40184,15,35,20,15
49194,*,95,20,10
47148,25,60,35,45
06119,40,115,65,20
37291,20,35,30,20
05220,30,50,25,30
30036,1295,2475,1725,770
39071,15,60,25,55
37290,15,15,*,10
42165,30,85,20,*
16193,*,15,*,*
47149,*,5,*,*
37292,*,15,*,*
12101,55,80,30,*
26132,10,20,10,5
47150,30,75,25,5
34165,*,10,*,*
45154,90,200,80,40
11033,1820,3515,1290,1400
39072,15,45,20,30
15076,665,205,120,85
47151,*,*,*,*
38036,540,1090,270,550
14059,40,115,50,25
28134,5905,10115,3775,1715
21066,35,85,50,25
33063,80,70,*,*
26139,*,10,*,*
06123,345,725,260,340
05231,15,25,10,10
39080,255,575,240,205
49208,25,70,30,25
26142,60,125,70,45
47156,20,30,10,*
03122,3935,7220,2420,1220
09360,*,*,*,*
49209,20,50,65,45
32070,85,75,*,*
25191,35,70,15,*
24143,50,70,35,30
05204,45,125,40,55
37280,5,10,*,5
37281,*,*,*,5
40179,60,125,75,30
05205,*,15,5,*
37282,*,35,10,20
06118,20,30,15,15
37279,30,145,55,35
32077,240,165,65,20
37283,10,10,*,10
03117,45,130,20,*
40180,*,60,30,15
22206,20,35,10,10
31216,300,685,160,205
11032,4055,7490,3360,3700
21065,45,45,20,*
41087,610,1725,685,360
31219,10,10,*,5
08194,2385,4685,1605,1100
08195,*,20,*,*
08196,2185,3360,1265,610
08197,650,1665,505,165
17157,15,25,5,*
17183,20,50,10,10
07046,1730,2315,730,825
08198,585,655,200,75
08199,55,95,45,45
08200,6065,11910,3760,2320
08201,25,75,25,10
43136,1225,1955,710,335
08203,315,345,150,70
08202,1280,2445,665,460
08204,325,535,140,75
17158,50,60,*,*
08205,6160,10395,4090,1665
08206,80,130,45,35
25196,*,*,*,*
08207,205,310,115,55
08208,860,900,210,40
17159,60,105,30,15
08210,505,825,240,135
17160,1745,2975,785,745
08211,3370,6450,1675,1285
17161,110,190,70,25
08212,70,70,30,15
17162,20,20,10,*
08209,545,1225,385,140
08213,760,1035,390,75
17163,270,435,150,45
25192,100,155,65,*
25197,15,30,10,5
17164,475,700,300,160
08215,240,585,120,110
08193,120,170,65,*
08216,*,*,*,*
17165,110,110,15,*
43137,155,380,135,55
43902,360,465,175,190
