Codigo Municipio,Sin Estudios,Con Estudios
45143,510,885
27056,400,1070
49172,375,220
26121,20,4
09302,50,57
47131,115,67
49173,250,132
09303,20,52
42149,120,330
09304,35,155
17143,30,135
16176,25,4
03109,1275,2050
44194,60,65
46207,1820,5140
46208,460,785
46209,655,1395
03110,85,515
46210,120,240
37265,85,130
04077,140,162
32067,635,825
08178,90,360
39057,625,1815
14057,2515,3810
32068,710,897
47132,2,22
40164,65,110
28120,325,1270
26122,25,85
39058,260,620
43121,260,500
05193,110,107
46212,545,1340
46211,520,1290
41080,635,735
45144,420,550
40181,965,3665
38031,10505,20890
10154,65,127
42151,2,27
09306,55,67
40165,45,40
19231,2,7
45145,880,2420
02066,185,80
19232,40,37
42152,40,40
26123,60,82
09307,60,52
09308,50,22
37266,40,32
36045,7410,18180
03111,2035,3875
28121,75,145
17144,65,160
24127,145,167
33054,570,1195
09309,130,205
16177,45,42
06110,70,87
39059,2020,6925
09310,2,7
34146,15,35
03112,195,840
08179,125,495
42153,5,12
50223,385,610
40166,80,220
06111,300,222
43122,2,90
47133,305,2175
34147,70,120
19233,20,67
42154,15,62
39060,1675,5205
49174,65,85
46213,5790,11695
34149,10,4
34151,60,117
06112,215,200
45146,75,35
50224,35,17
19234,30,4
37267,75,127
42155,95,70
09311,35,22
13072,465,432
43123,21780,63220
49175,115,137
34152,60,80
34154,25,27
09314,35,67
09316,35,45
09312,55,47
09315,50,335
24129,45,67
09317,5,4
42156,10,4
40168,30,4
25183,100,405
15072,4255,5920
24130,75,390
40170,590,1370
42157,15,4
19235,60,47
43124,155,440
32069,1450,3115
33055,425,1175
27051,2590,6015
33056,1365,4065
36046,1345,2860
31208,1020,2030
26124,325,550
39061,805,2935
39062,395,1390
46214,3560,13105
43125,425,715
34155,65,72
27052,470,485
28122,135,380
15073,7500,15900
27053,265,330
01047,175,835
33057,525,1175
06113,1280,1620
25905,80,310
25185,230,565
34156,20,35
17145,435,1150
12095,385,735
40171,2,4
50225,1125,1570
30034,600,640
24131,325,485
24132,220,415
17146,630,2500
45147,200,455
43126,290,1010
44195,40,52
19237,10,22
29082,5740,26930
26125,1080,2040
37268,50,62
41081,8395,20960
25186,60,160
05194,75,77
09318,20,32
44196,85,67
05195,150,92
49176,410,325
40172,2,4
19238,2,30
29083,1110,1420
04078,515,610
46215,445,1115
10155,520,615
39063,405,540
49177,130,165
02067,510,675
32071,960,542
33058,530,1385
42158,50,55
24133,140,220
27054,595,750
39064,385,970
17147,2750,6550
08180,8010,21775
06114,90,42
25913,10,80
17148,390,1360
17149,80,275
43127,210,685
43128,270,805
17150,370,1275
43129,1625,3615
17151,45,130
28123,5630,52035
05196,25,22
09321,860,1225
49178,140,545
47134,60,117
24134,1210,2860
47135,30,37
37269,235,217
49179,195,192
10156,55,40
28124,20,45
10157,120,132
19239,75,32
10158,205,137
02068,195,155
28125,725,2435
19240,40,17
45148,220,102
13901,520,535
10159,160,132
37270,80,117
28126,25,27
22197,145,390
26126,20,4
06115,495,790
08181,1570,6420
46216,625,4685
43130,45,180
21061,2640,3610
41082,1385,2240
43131,1320,3735
40173,25,135
08183,1235,3785
02069,4505,8965
36047,1125,1555
44197,30,22
26127,105,180
43132,100,295
49180,65,55
15074,1375,2890
03113,3925,12710
09323,15,37
42159,20,22
37271,145,250
03114,640,1425
10160,95,87
19241,15,22
19242,50,57
50227,25,87
31209,40,110
45149,350,307
31210,50,175
29084,9165,20830
41083,470,715
24136,275,300
04079,17785,51290
43133,2115,4660
21062,775,805
36048,1880,3625
10901,470,680
38032,2050,12235
17152,3855,12070
49181,250,127
12096,310,665
25189,440,1970
11030,6910,17130
46217,370,585
46218,330,775
47137,10,4
43134,65,245
42160,35,195
44198,65,130
09325,130,70
16181,45,22
28127,4580,63870
28128,190,180
39065,70,177
32072,1405,2645
10161,20,22
09326,30,130
08184,13845,46485
47138,125,115
32073,735,670
44199,2,37
44200,20,17
44201,205,400
08185,35,97
41084,1610,1390
18170,150,180
09327,10,12
09328,30,17
47139,375,860
50228,100,190
19243,25,12
39066,260,660
50229,25,27
39067,325,590
46219,50,100
13902,205,302
39068,210,480
17153,30,175
08901,60,190
23074,1335,1855
14058,4205,4600
08187,43820,126650
24137,480,717
50241,235,440
22199,1790,6680
23075,1715,1795
12097,25,32
19244,40,47
16185,35,17
19245,565,910
13073,285,275
40174,195,217
15075,2745,10205
31212,65,105
50230,380,895
16186,290,225
19246,15,17
47140,50,65
37272,60,82
08188,20,80
03115,125,280
37273,25,75
46220,14715,40285
24139,700,1710
37303,100,77
22200,55,215
26128,25,95
37274,28495,102465
18171,910,1290
29085,85,112
33059,1555,3460
22201,135,155
22202,55,65
09329,40,77
09330,365,1500
25190,70,255
49183,40,52
36049,1980,5255
44203,2,4
34157,570,1990
09332,20,120
37275,75,47
08190,75,205
31213,30,67
44204,5,4
42161,55,87
46221,110,270
17154,2,65
22203,35,47
50231,100,215
03116,455,845
31214,25,47
34158,70,185
16187,50,22
07059,1305,2910
09334,20,17
08191,1525,4235
22204,270,935
19247,65,92
16188,75,27
37276,105,72
05197,35,80
02070,300,205
18173,3730,6400
43135,145,255
10162,340,255
43905,2865,19190
17155,8085,14830
41085,920,3300
16189,145,120
05198,50,17
47141,60,67
06116,845,850
36050,3115,5080
50232,95,82
06117,710,770
10163,145,120
37277,25,22
01051,845,3145
12098,280,455
01052,80,205
40176,155,282
49184,125,57
27055,600,815
44205,355,420
50233,45,57
31215,1515,3600
09335,15,32
24141,45,47
44206,60,75
28129,835,8755
49185,75,87
32074,630,495
19248,35,17
24142,5260,21175
19249,10,17
38033,1385,2660
46903,455,4850
26129,355,720
35018,4205,10400
05199,15,22
05200,20,17
21063,1130,1825
45150,270,187
05201,235,335
35019,11025,34740
13074,470,575
34159,80,205
49186,95,160
47142,75,82
34160,50,92
32075,1290,2745
16190,2780,3470
34161,10,12
40177,80,80
49187,490,795
37278,150,625
38023,30570,98570
24144,365,400
40178,70,42
40906,240,1800
32076,1015,1325
24145,190,475
42162,850,1800
37284,135,177
22205,170,270
05206,5,7
24146,140,125
05208,35,12
49188,65,72
05207,345,395
42163,2,27
39069,490,1505
37285,200,240
11031,18345,60250
28130,6265,27215
03118,2545,6140
05209,70,32
03904,550,1005
30035,6990,18475
11902,1750,1970
41086,4140,13435
05901,140,127
05210,40,52
05211,225,217
38034,1535,2815
22207,55,50
05212,160,77
09337,45,72
05213,60,32
21064,2200,4530
49189,150,72
24148,645,1095
42164,445,1495
47143,50,70
13075,120,75
28131,2145,12415
16191,555,535
05214,10,17
09338,35,175
34163,30,17
16192,35,7
28132,3080,11850
05215,70,102
50234,90,160
45151,400,257
33061,205,187
45152,450,272
09339,90,47
10164,380,335
31217,140,230
28133,1895,4520
49190,35,32
47144,30,32
37286,120,82
05216,80,130
33060,4685,11460
44207,105,75
40182,105,125
50235,610,1960
38035,2480,10800
39070,50,82
40183,75,75
05217,40,27
49191,115,185
03120,1030,4505
05218,60,72
37287,140,215
47145,205,420
22903,185,550
47146,105,130
37036,40,27
49192,70,87
26130,90,135
09340,45,27
24149,90,72
26131,20,27
01053,120,455
37288,90,170
37289,105,145
41088,240,295
47147,45,82
45153,1030,800
05219,20,17
02071,550,555
24150,110,140
49193,245,255
40184,115,155
49194,200,145
47148,195,297
06119,330,385
37291,100,160
05220,105,290
30036,6215,12605
39071,170,247
37290,35,100
42165,160,380
16193,55,17
47149,25,12
37292,2,72
12101,170,272
26132,35,105
47150,160,165
34165,25,47
45154,310,1205
11033,6900,17395
39072,145,202
15076,970,1537
47151,2,17
38036,1790,5675
14059,320,360
28134,11710,53975
21066,270,345
33063,205,230
26139,35,22
06123,2110,2790
05231,60,110
39080,870,2950
49208,260,162
26142,370,510
47156,70,77
03122,9795,34740
09360,2,4
49209,285,305
32070,390,167
25191,115,240
24143,215,285
05204,310,387
37280,35,42
37281,10,22
40179,235,585
05205,55,22
37282,120,102
06118,115,92
37279,315,460
32077,675,515
37283,55,85
03117,130,460
40180,135,225
22206,70,125
31216,795,3405
11032,22670,32100
21065,100,215
41087,3405,7110
31219,20,55
08194,8470,19405
08195,15,52
08196,5205,15985
08197,1120,7210
17157,35,75
17183,70,200
07046,4235,14330
08198,800,3595
08199,230,525
08200,17525,50240
08201,105,315
43136,3015,9350
08203,425,2275
08202,3740,10125
08204,420,2620
17158,90,275
08205,6350,58985
08206,170,610
25196,60,70
08207,250,1665
08208,1285,3045
17159,90,560
08210,1020,3720
17160,5405,12725
08211,7420,27725
17161,345,725
08212,145,420
17162,30,145
08209,1340,5315
08213,1215,5330
17163,410,2135
25192,245,680
25197,40,135
17164,1640,3210
08215,855,2065
08193,160,850
08216,2,4
17165,230,415
43137,575,1450
43902,1390,1585
07049,515,1150
03119,2715,15380
07050,1295,3240
17167,850,2125
17168,110,300
12902,820,1590
08218,2140,6630
08217,5835,20560
17185,790,1615
46222,115,280
17166,170,380
12099,190,690
07048,4795,15490
08903,40,160
17169,480,2190
08220,415,1990
17903,350,650
08221,1535,10965
17171,40,155
25193,255,570
07051,1800,5310
08222,410,1575
08223,505,1455
07052,1310,4620
08225,5,80
08224,185,660
17172,80,385
25902,180,420
08226,185,700
08227,700,1925
08228,65,230
17173,45,145
12100,470,1185
08229,180,380
17174,35,155
17175,205,450
17176,25,100
17177,155,445
08231,5385,18260
08232,540,1330
08233,480,1555
08234,570,2730
17178,665,1075
08189,30,90
08235,695,3395
08236,490,1160
08237,545,1305
08238,1740,13020
08239,50,455
25194,120,330
08240,2600,7320
08241,15,47
08098,545,1870
08262,1915,5620
08264,455,3965
08265,375,1250
08263,6365,16245
06120,1430,2100
10165,120,130
45155,265,200
21067,230,210
43138,1115,1985
21068,560,407
35021,3320,12350
09343,50,47
08243,40,125
34167,60,52
22208,55,110
49197,50,135
26134,45,47
08244,1000,5045
17180,3170,6600
08245,33705,66145
43139,545,1845
24151,185,330
49199,85,185
24152,215,212
15077,4040,4800
17181,710,3240
49200,280,745
24153,95,175
49201,100,225
39073,1285,8640
34168,10,27
50236,80,47
38037,3070,11110
09345,70,47
22209,15,150
10166,140,105
45156,1610,2385
13076,300,230
04080,70,105
50237,40,67
16194,150,100
13077,1550,2345
44208,20,12
10167,155,130
05222,90,42
38038,38915,134450
42166,2,37
18174,210,225
45157,685,1725
05221,185,182
09346,55,27
23076,365,485
24154,460,602
26135,80,85
14061,440,375
47152,20,47
49202,125,82
07053,175,1170
08246,480,1365
44209,370,635
26136,40,52
50238,20,57
33062,195,245
08247,220,720
08248,1285,4340
07054,7740,20495
18175,3545,8610
04081,200,167
08249,70,220
09347,50,85
09348,65,50
17182,55,197
35022,16585,36880
12102,240,455
07055,2925,6730
08250,2740,5065
08251,1405,4140
08253,45,87
39074,1655,5795
08254,420,1370
22906,60,125
35023,4045,8025
42167,115,185
28135,380,615
24155,195,340
49203,180,135
42168,35,97
05226,55,22
16196,335,325
08256,110,570
08255,10,105
08257,25,37
24158,160,142
08259,1485,5965
37293,55,62
49204,40,37
05224,35,50
05225,125,270
07056,945,4180
09350,180,340
16195,315,222
05902,135,162
09351,20,22
09352,70,57
24156,95,152
24157,770,1995
05227,130,325
16197,55,4
08258,230,650
40185,300,690
09353,20,32
24159,790,1195
06121,1630,1975
10168,135,102
37294,1880,9800
40186,30,12
45158,900,1885
09354,5,7
21069,835,985
43140,805,1780
17184,270,1080
08260,5305,14940
03121,6515,20595
08261,500,2175
38039,3715,7945
31220,275,535
14060,2150,2925
22212,30,42
39075,28040,126445
07057,3220,7365
24160,310,465
50239,2,32
47153,30,85
34169,170,250
10169,275,212
23077,310,390
15078,15820,66645
37296,190,167
10170,100,147
05228,70,110
38040,3300,6105
05904,45,90
24161,125,155
23904,1670,1415
37297,125,330
34170,25,17
09355,55,37
34171,420,660
37298,110,72
49205,175,162
47154,45,105
49206,470,535
09356,15,4
10171,230,117
10172,365,355
39076,865,2695
41089,2145,4550
15079,935,740
23079,1620,2395
39077,75,195
39078,355,1065
19250,2,12
40188,30,42
40189,235,350
37299,95,132
33064,50,137
26138,1665,3790
05229,35,42
40190,10,30
09358,110,107
45901,425,475
23080,1105,1030
05230,50,37
40191,140,107
30901,3845,8480
39079,2505,7100
28136,155,495
28137,330,1430
06122,2345,4365
37300,225,315
49207,95,177
24162,330,1315
47155,440,2710
34174,95,120
08192,1210,4490
26140,95,175
26141,80,47
48082,10655,30100
36051,5510,9285
49210,255,225
47157,190,390
37301,10,37
09361,70,47
33065,320,820
24163,525,3340
22213,1345,2305
39081,125,310
09362,65,165
43142,330,970
12103,35,42
32078,850,437
27057,3570,8255
17186,1025,2975
31222,15,47
44210,300,650
25201,40,77
25200,85,265
31223,380,775
45159,60,27
09363,400,665
50240,420,725
19251,20,17
10173,255,440
41090,2015,1685
37302,165,170
40192,85,102
17187,100,535
38041,1700,5840
43143,5,27
27058,1780,2230
03123,2650,5590
29086,475,810
19252,60,27
40193,80,150
47158,290,665
22214,15,57
43144,200,1055
46223,2455,5835
29087,205,335
50242,40,47
46224,25,120
12104,1730,5995
40194,9920,36510
20070,260,880
23081,750,940
06124,790,990
44211,15,12
10174,85,72
45160,480,655
22215,25,92
19254,30,4
39082,540,1180
03124,205,310
46225,155,210
07058,700,2300
17188,45,95
43145,1080,3290
19901,25,4
46226,10,17
22217,170,290
24164,135,245
43146,2,27
07047,435,2020
04082,145,92
22218,25,12
43044,1205,3685
03125,140,332
44212,20,17
25202,2,100
25035,135,280
08267,1505,5310
46227,235,740
37304,80,105
40195,320,735
40196,30,17
09365,15,22
37305,75,120
17190,125,745
28138,15,52
34175,50,37
04083,965,1010
42171,15,90
25204,665,975
46228,510,2125
17191,50,110
47159,225,825
05232,25,65
10175,670,750
37306,155,127
37307,100,67
05233,145,95
28140,515,2205
10176,195,190
22220,65,120
45161,2180,12090
31224,310,685
48084,6630,18345
50243,190,170
22221,10,70
17192,55,110
11034,905,1470
19255,45,42
25203,2410,7840
08269,360,2360
41091,125205,458605
28141,860,5445
45162,425,315
25205,120,465
19256,20,27
33066,10645,34200
37309,25,17
10177,440,1265
50244,60,170
29088,1335,1580
12105,440,465
04084,155,215
22222,105,430
46229,315,860
47160,220,260
37310,40,82
05234,15,22
19257,920,2875
50245,40,62
23082,835,1130
46230,4350,11355
36052,2565,5415
38042,1860,2315
17193,1100,3235
47161,570,3625
46231,720,2225
46232,375,625
07060,795,2200
44213,20,37
05235,45,82
06125,945,860
50246,25,4
16198,760,830
08270,3230,20300
17052,20,105
39083,415,772
27059,1200,1000
50247,145,635
37311,115,107
15080,930,965
24165,185,147
08271,2,35
33067,230,575
02072,960,670
13078,4095,6935
26143,30,190
05236,60,52
06126,935,1295
05237,100,95
13080,225,152
13079,4800,8300
19258,50,37
09366,50,32
16199,15,4
25206,90,220
42172,2,4
43147,125,395
46233,1215,2855
07061,2675,8915
39084,235,655
05238,340,485
25207,2065,5475
33068,490,770
19259,5,12
04085,170,270
28143,30,37
15081,495,670
07062,2710,7160
48904,805,2895
12106,305,970
45163,3075,6215
22223,30,52
48085,1410,9180
18176,120,125
48086,405,1700
08272,25,110
20065,1020,2340
04086,1090,1115
09368,10,4
42173,6280,27160
25208,55,167
37312,140,132
23084,485,540
31225,25,17
25209,415,1430
18177,290,190
26144,60,155
50248,115,455
25210,420,1000
46234,150,200
12107,105,250
05239,85,127
26145,90,165
40198,15,12
05240,1495,2360
09369,200,280
45164,110,85
42174,35,135
19260,25,17
34177,45,105
24166,505,1025
33069,920,2605
28144,770,4040
26146,45,37
24167,285,490
34176,50,95
19261,25,17
22904,315,590
16909,315,450
40199,30,70
37313,225,345
09372,15,205
09373,170,310
36053,1860,4100
39085,1465,5600
08273,560,1835
25211,170,520
46235,6860,17365
42175,10,12
12108,125,420
04087,70,130
48076,40,260
46236,305,745
31226,180,400
25212,65,190
08274,1665,3650
09374,25,70
17194,15,70
34178,20,62
34179,15,12
40200,45,17
49214,270,460
37314,30,35
04088,1115,1865
04089,480,480
27060,1265,1660
32079,525,920
50249,145,210
38043,6540,13080
31227,1575,7575
08276,30,220
18901,225,425
04090,155,255
42176,2,17
42177,25,37
37315,40,42
08277,15,110
28145,610,1910
50250,5,32
25215,40,90
06127,1165,1840
10178,405,375
25216,60,190
45165,21025,50105
06128,1995,2655
10179,170,117
10180,3895,3425
16202,455,450
12109,220,500
06129,330,320
17195,60,305
42178,75,55
19262,45,100
37316,210,600
34180,35,35
22225,1105,1860
47162,15,32
09375,10,22
06130,100,95
38044,1290,1085
33070,1090,2375
49216,75,92
08278,995,3980
19263,15,17
33071,290,395
16203,3530,9310
19264,20,17
50251,2315,6735
37317,140,157
02073,2605,2865
03127,130,450
37318,70,137
09377,175,450
42181,135,300
22226,295,565
34181,140,330
11035,5645,9185
42182,20,22
43148,24845,85280
25217,2950,10435
25218,20,72
25219,30,115
19265,85,47
50252,1960,4105
46237,1925,5865
46238,4480,10515
08275,45,210
08280,2,105
38045,1665,2305
29089,1640,1800
16204,200,107
38046,2275,6910
35024,3255,13430
08281,630,4260
32080,200,195
09378,5,12
16205,60,42
42183,35,72
37319,70,57
35025,985,890
10181,315,440
37320,30,52
35026,25025,57840
22227,70,160
45166,730,1185
19266,75,225
37321,105,47
15082,2850,12675
12110,75,147
46239,245,312
25220,345,1030
35027,3035,7660
04091,180,220
17196,60,165
37322,735,2015
09380,40,37
08279,43395,130395
46240,70,177
50253,200,235
44215,70,87
13081,370,362
26147,2,4
44216,5575,23395
19267,2,4
03128,2295,8190
33072,575,1037
08282,785,5700
35028,3750,12555
03129,380,1080
31228,110,430
47163,125,157
28146,690,1345
05241,1205,2440
50254,55,132
22228,70,445
19268,25,7
38047,855,1450
04092,960,2140
16206,165,57
35029,1390,3240
33073,3470,6070
09381,20,17
05242,315,375
31229,2,17
26148,65,125
12111,160,285
25221,30,105
46241,150,275
28147,305,680
25222,2,42
43149,240,545
43150,625,875
19269,45,32
09382,15,4
02074,3215,3480
50255,55,115
26149,30,12
45167,720,1095
41092,3675,4225
12112,55,52
32081,1105,1240
12113,30,77
39086,155,227
05243,35,42
45168,11400,57120
03130,2,4
40201,20,27
20071,3025,12510
29090,805,1120
22229,55,82
41093,2625,16000
13082,10725,20385
36054,3735,7705
08283,1530,4830
37323,160,217
15083,590,590
25223,340,775
24168,175,335
24206,635,1245
12114,80,122
47164,100,300
19271,35,17
19270,2,4
08284,4005,8970
47165,2345,5315
19272,40,27
37324,165,215
15084,2145,1500
09384,125,180
08285,3095,8390
24169,1335,1835
19274,180,1085
10182,50,105
44217,15,12
22230,75,210
42184,10,37
26150,65,67
05244,40,22
44218,20,4
03131,60,250
25224,35,97
25225,210,595
37325,55,42
05245,110,220
10183,385,645
10184,365,480
44219,95,100
49219,2595,5615
12115,90,137
34182,270,650
16209,65,67
22232,30,60
13083,1220,1450
50256,45,37
44220,50,87
45169,85,147
50257,70,117
12116,30,22
31230,40,75
50258,15,27
11036,360,335
44223,20,45
25227,115,495
08286,765,2265
10187,180,270
47169,25,42
45171,425,1055
43151,35,62
13084,545,480
44224,15,4
43152,260,295
06131,525,550
47170,2,4
10188,240,272
24170,890,1285
19279,65,77
23086,4840,7040
44225,35,95
49220,65,82
12119,70,92
12120,115,110
26153,2,4
22233,20,65
44227,40,37
40206,50,105
05247,110,130
40202,30,47
46242,110,260
25226,70,190
42185,10,12
12117,1910,2945
23085,1210,1130
40203,150,800
14062,600,495
18178,435,385
12118,15,62
44221,120,260
47166,135,145
45170,175,62
47167,105,150
47168,15,7
10185,290,222
09386,25,22
40204,65,127
44222,45,82
26151,175,297
26152,15,12
10186,475,560
19277,2,4
19278,30,4
43153,3360,9390
23087,4760,7090
25228,580,2700
25907,130,395
09387,55,57
49221,145,117
25230,495,1395
50259,2,4
40205,85,165
28148,21080,79900
28149,1005,4760
28150,785,2350
19280,785,3120
10190,245,277
10189,1100,1645
16211,310,155
44226,90,102
28151,865,2970
25231,150,460
50260,15,17
09388,15,4
39087,10370,36820
08287,290,875
46243,50,80
50261,95,125
08288,595,1305
08289,460,3855
47171,160,300
28152,1210,15735
03132,185,475
06132,395,515
06133,630,1180
10191,205,330
10192,395,465
19281,2,22
28153,115,470
44228,55,72
19282,120,85
19283,30,4
19284,2,4
29901,12055,43130
26154,2,4
34184,10,12
17197,25,117
46244,17005,47930
22234,385,720
13085,1115,1395
10193,550,910
30037,9470,16405
09389,40,27
23088,2765,3455
10194,255,260
23090,750,655
23091,380,415
44229,40,87
22235,40,60
22236,125,130
50262,375,905
30038,5570,11430
28154,1510,4325
25232,655,1200
49222,150,275
31231,50,75
46245,140,365
09390,210,455
47172,40,87
25233,65,235
37327,65,110
44230,60,105
03133,19965,57185
45172,465,300
44231,25,27
50263,165,82
44232,170,257
45173,3280,7290
17198,55,500
17199,2235,6995
43154,45,87
29091,3835,10025
19285,10,12
42187,10,42
16212,155,127
16213,5,12
17200,125,530
19286,140,650
05246,35,30
09391,155,275
43155,8730,19650
19287,75,100
19288,5,4
18179,330,280
09392,20,12
17201,30,92
50264,80,102
17202,805,3890
29092,335,280
30039,8710,16075
45174,170,180
15085,1710,1925
46246,365,730
27061,405,750
24171,210,157
37328,90,127
49223,425,475
16215,115,155
19289,15,12
12121,565,825
44234,35,32
44235,45,47
22239,20,62
06134,245,317
32082,830,562
50265,25,27
50266,70,62
47173,395,545
15086,1280,1790
11037,2350,3450
49224,70,75
37329,2,4
25234,1310,3845
28903,2435,30135
04901,270,297
40207,90,610
16216,175,145
09394,305,560
39088,2,4
42188,15,12
18180,265,430
26155,75,87
27062,270,400
16217,55,32
26157,85,215
21070,2145,4215
47174,90,220
19290,265,830
19291,420,835
34185,15,22
44236,35,42
24172,255,162
48087,95,360
06135,440,740
10195,2320,5570
09395,40,125
09396,55,97
39089,55,102
31232,6125,22870
47175,1515,5620
26158,130,170
46247,390,675
36055,3920,10375
35030,3250,7535
31233,15,60
24173,435,570
40208,290,675
46248,1535,3880
45175,385,390
18181,180,82
04093,860,2240
04094,130,67
23092,7835,21380
48088,40,130
11038,6185,7925
31234,35,115
19293,300,1750
42189,10,62
16218,120,85
39090,195,530
48065,905,2540
45176,825,3095
18182,995,1090
31123,135,570
19294,10,7
31235,50,125
30040,360,450
04095,400,410
17204,335,500
08290,205,1300
17205,40,160
43156,2195,3740
43157,110,265
17203,50,115
31236,285,1025
41094,1735,4675
05249,35,60
50267,225,370
31237,30,165
50268,10,42
47176,120,102
30041,4480,10420
31238,20,95
16219,50,37
49225,95,72
09398,20,52
45177,1335,1160
31239,70,250
31240,155,410
24174,190,295
48089,305,2625
48074,900,2630
01054,205,850
20072,1110,3860
47177,35,55
04096,120,170
31241,55,105
31242,65,170
44237,200,255
50269,90,215
20077,1400,4230
50270,10,22
31244,50,102
31243,35,275
47178,80,110
40210,30,62
26160,245,535
17206,25,150
31245,25,37
06136,775,840
50271,105,185
12122,365,520
20073,1060,3760
19296,15,22
50272,2670,11605
31246,20,130
46249,3595,6655
41095,14770,27130
44238,725,1995
31247,25,135
08291,760,3850
42190,60,47
49226,105,185
05251,45,27
09400,120,210
17014,10,47
24185,165,330
50274,55,17
39095,695,1665
15088,1840,1965
44239,15,7
27063,750,1170
44240,60,122
47179,140,260
34186,45,17
49227,125,175
39091,620,1395
28155,245,315
19297,2,12
10196,150,162
44241,150,440
09403,50,32
47180,45,52
19298,20,47
19299,30,47
42191,45,100
28156,205,895
19300,120,710
06137,415,650
10197,40,72
37330,125,210
05252,45,22
16906,60,47
19301,15,12
44243,5,22
49228,20,22
24175,425,1370
10198,530,705
37331,125,112
24176,175,155
02075,910,800
42192,10,17
01055,250,670
19302,20,32
37332,40,27
50273,15,4
10199,95,67
06901,890,1430
37333,65,172
10200,280,150
37334,35,47
42193,2,4
28157,225,445
21071,95,105
19303,30,27
44244,35,27
37335,205,240
44245,95,170
24177,150,250
26161,2,4
42194,95,85
28158,175,555
13086,140,47
28159,240,465
16224,35,32
37336,10,32
24178,20,42
10201,60,130
28160,1155,8000
16225,30,37
28161,7730,45150
16227,75,42
42195,70,27
47181,60,110
19304,60,190
10202,335,305
39092,410,625
16228,110,82
34189,25,17
28162,405,2285
13087,7270,18380
23093,1500,1940
19305,85,87
24179,120,180
28163,125,330
24180,450,760
42196,2,4
39093,140,192
40211,25,55
24181,610,1055
34190,35,12
19306,25,4
39094,295,302
24182,190,237
44246,385,1480
42197,50,27
37337,40,90
24183,365,515
33034,4470,7085
24184,120,87
49229,40,72
19307,10,12
47182,455,1010
06138,505,585
28164,1085,2215
16902,115,22
34192,65,32
40212,10,12
40213,35,65
45179,370,257
24187,340,545
09405,65,47
28165,530,1720
09406,40,220
15087,2090,4025
37338,15,55
47183,80,65
46250,133085,539010
10203,1800,3195
24188,915,3315
06139,290,310
06140,410,217
06141,865,1000
41096,1525,4905
14063,530,620
13088,280,365
16903,570,835
37339,115,200
22242,25,27
19308,30,17
36056,1975,3195
26162,50,65
19309,2,12
16231,15,4
44247,110,230
12124,855,1630
03134,50,105
12125,95,145
17208,270,805
25043,150,780
25901,85,230
03136,165,395
03137,360,405
03135,60,170
17207,665,1755
12126,8140,18920
46251,1040,1710
47186,55675,213415
46252,70,65
09408,25,4
12123,2,52
08292,280,870
25238,55,160
08293,50,140
43158,35,75
07063,215,1435
29093,1260,1030
16173,145,102
22243,10,27
34196,25,42
22901,190,610
06146,695,525
09904,185,345
22244,15,22
09908,205,302
09409,25,95
06147,210,170
09410,790,2495
09411,55,72
06148,480,530
09902,155,305
09905,95,290
40218,70,32
09412,335,500
48080,2600,7770
09413,200,257
09414,65,97
09415,140,170
39101,105,220
31260,285,945
09416,10,42
34902,75,72
18907,870,1105
38049,1045,2730
18902,480,505
24191,50,57
44249,20,12
38050,1455,1052
09417,10,7
37343,15,22
40219,165,515
40220,20,42
40221,25,12
46253,50,67
09418,35,27
49230,60,42
35032,1275,2140
25240,340,1175
17170,50,140
43159,35,42
08294,165,1835
12127,40,30
08295,2385,9050
17209,75,600
43160,355,1010
08296,250,1565
43161,5290,14950
25906,100,165
25239,165,610
09419,40,32
50275,35,57
09407,10,4
45180,935,2340
18183,315,325
47184,110,335
50276,25,92
37340,75,72
16234,30,17
40214,80,175
14064,160,170
35031,2285,5190
19310,2,4
42198,2,4
40215,50,57
31249,620,1410
50277,45,27
38048,900,3340
28166,105,265
06142,160,135
47185,25,47
16236,415,575
10204,245,242
24189,1165,4440
06143,1495,1980
06144,210,395
19311,55,17
06145,460,462
37341,10,62
21072,3380,7300
10205,1040,1115
40216,150,690
24190,70,102
16237,60,32
37342,60,200
43162,875,3960
25909,35,115
16238,310,235
08297,20,67
24193,140,215
37344,115,122
15089,1420,2900
24196,895,1275
24197,275,520
39096,285,455
39097,185,410
47187,40,57
35033,2755,3730
05253,20,62
49231,190,170
37345,65,87
24198,295,330
47188,40,57
49232,45,42
16239,80,70
24194,90,205
33074,1265,2460
49233,60,47
40222,65,165
24199,140,245
40223,80,165
24201,450,600
18911,1205,6030
10902,335,377
44250,2,4
37346,75,175
32083,490,445
11039,4875,5535
45181,1060,1265
42200,40,42
47189,70,82
05254,80,140
04097,160,100
18184,840,1565
04098,870,1040
29094,19685,43265
04099,2605,3135
47190,30,65
22245,135,210
50278,70,137
50279,45,22
42201,10,12
42202,15,12
28167,1300,7825
34199,275,1075
37347,105,400
16240,65,52
47191,30,60
28168,445,970
22909,135,220
43163,7285,22195
49234,175,235
34023,1510,4120
46254,455,800
17210,150,520
45182,515,640
18185,180,420
45183,435,2000
45184,75,72
26163,35,110
47192,40,67
37348,40,77
40224,20,4
26164,15,32
28169,115,1320
04100,2955,8590
50280,105,225
25242,250,570
32084,605,462
03138,1015,2830
17211,225,775
32085,4475,7925
34201,75,100
43164,60,217
49235,180,305
22247,10,12
31251,630,2700
47193,200,1380
42204,30,27
19314,20,17
32086,1195,1650
