Codigo Municipio,Nº de Jubilados
43115,45
40162,135
19226,*
28117,45
43116,160
50217,180
26118,20
49165,30
24118,65
11026,1145
09274,415
19227,30
05191,45
43117,60
08169,10995
43118,245
08171,565
08170,130
25175,45
33051,2245
25176,175
25177,170
26119,70
08230,1665
08172,4740
09275,65
17139,310
24119,300
16170,255
14055,5005
24120,160
33052,305
16171,740
25179,75
41076,640
46205,3025
50218,60
06102,350
50219,420
16172,205
45135,1325
12092,80
09276,50
37258,105
19228,10
22187,105
41077,2215
18164,650
13068,285
21058,740
44191,305
06103,1100
06104,190
28118,25
24121,235
41078,810
45136,1565
06107,440
40163,40
37259,15
46201,25
49166,385
06108,670
34140,50
19229,30
44192,160
37260,80
06105,220
13069,235
06106,110
41079,1870
16174,80
45137,490
49167,120
06902,345
50220,40
24122,485
23071,500
22188,45
45138,305
37261,130
14056,5435
22902,90
31206,505
39056,600
09277,45
28902,110
23072,605
37262,20
05192,50
37263,150
38028,7275
45139,125
10153,130
11027,12900
35017,2975
13070,230
30033,3025
21059,55
11028,5595
37264,40
11029,1340
22189,60
13071,10445
44193,50
31207,95
22190,35
22193,110
46204,1700
17141,1385
08174,80
25180,60
43119,120
07045,350
08175,1220
25181,70
25182,265
08176,50
29081,95
45140,280
18165,650
04075,1350
21060,1955
38029,375
38030,665
32065,335
47126,25
04076,375
50221,*
18167,455
08177,25
17142,380
46101,270
46102,5260
46103,260
46104,590
03060,40
26120,505
09279,60
18168,205
19230,35
17043,60
45141,340
43120,125
46206,240
23073,1295
22195,30
28119,360
06109,1175
24123,445
24124,240
09281,50
34141,50
42144,155
24125,285
09280,10
09283,40
09287,40
09288,35
45142,1750
09289,555
16175,1075
42145,60
09292,35
47127,70
09294,40
47129,265
34143,75
47130,20
49170,45
09901,180
09295,25
47128,20
49168,30
49169,20
09298,40
09301,90
09297,100
32066,325
50222,430
42148,*
27050,1445
33053,625
49171,280
45143,365
27056,475
49172,270
26121,20
09302,65
47131,85
49173,195
09303,40
42149,130
09304,45
17143,40
16176,35
03109,655
44194,45
46207,1320
46208,385
46209,520
03110,275
46210,135
37265,85
04077,115
32067,735
08178,140
39057,720
14057,1385
32068,795
47132,20
40164,55
28120,340
26122,25
39058,290
43121,305
05193,105
46212,460
46211,455
41080,350
45144,360
40181,940
38031,6500
10154,50
42151,20
09306,55
40165,45
19231,5
45145,505
02066,130
19232,40
42152,30
26123,75
09307,40
09308,35
37266,40
36045,6810
03111,1020
28121,45
17144,65
24127,185
33054,760
09309,95
16177,35
06110,70
39059,2740
09310,*
34146,15
03112,335
08179,130
42153,15
50223,350
40166,95
06111,130
43122,15
47133,230
34147,70
19233,25
42154,25
39060,1415
49174,60
46213,4395
34149,10
34151,65
06112,120
45146,70
50224,30
19234,30
37267,75
42155,75
09311,30
13072,325
43123,17435
49175,85
34152,50
34154,25
09314,55
09316,30
09312,35
09315,40
24129,50
09317,5
42156,10
40168,25
25183,125
15072,3175
24130,135
40170,315
42157,10
19235,60
43124,170
32069,1465
33055,485
27051,2600
33056,1675
36046,990
31208,750
26124,320
39061,1065
39062,545
46214,2780
43125,390
34155,45
27052,460
28122,125
15073,6125
27053,280
01047,190
33057,400
06113,685
25905,110
25185,190
34156,30
17145,560
12095,320
40171,*
50225,595
30034,420
24131,420
24132,290
17146,480
45147,145
43126,255
44195,45
19237,20
29082,5265
26125,890
37268,50
41081,4525
25186,60
05194,65
09318,40
44196,75
05195,100
49176,380
40172,*
19238,10
29083,785
04078,230
46215,390
10155,310
39063,365
49177,120
02067,345
32071,835
33058,750
42158,50
24133,185
27054,630
39064,410
17147,2490
08180,5710
06114,65
25913,20
17148,385
17149,100
43127,250
43128,255
17150,305
43129,1110
17151,50
28123,5285
05196,20
09321,560
49178,130
47134,75
24134,1220
47135,50
37269,215
49179,170
10156,40
28124,15
10157,120
19239,70
10158,175
02068,115
28125,625
19240,35
45148,190
13901,280
10159,145
37270,55
28126,30
22197,165
26126,15
06115,365
08181,1475
46216,800
43130,85
21061,1200
41082,870
43131,1110
40173,35
08183,1315
02069,2490
36047,1220
44197,40
26127,90
43132,105
49180,80
15074,1420
03113,9135
09323,40
42159,30
37271,130
03114,755
10160,100
19241,20
19242,50
50227,20
31209,50
45149,295
31210,90
29084,6605
41083,335
24136,305
04079,7955
43133,1775
21062,485
36048,1585
10901,265
38032,2025
17152,3545
49181,180
12096,320
25189,460
11030,3950
46217,275
46218,335
47137,20
43134,85
42160,75
44198,80
09325,90
16181,40
28127,8660
28128,135
39065,85
32072,1215
10161,25
09326,30
08184,11230
47138,75
32073,655
44199,*
44200,20
44201,165
08185,70
41084,860
18170,100
09327,10
09328,40
47139,295
50228,105
19243,20
39066,270
50229,30
39067,340
46219,60
13902,115
39068,215
17153,50
08901,85
23074,730
14058,2275
08187,40375
24137,415
50241,305
22199,2075
23075,840
12097,40
19244,40
16185,35
19245,405
13073,185
40174,160
15075,3310
31212,80
50230,380
16186,190
19246,30
47140,55
37272,55
08188,35
03115,175
37273,55
46220,13580
24139,740
37303,95
22200,65
26128,30
37274,35510
18171,715
29085,85
33059,2090
22201,140
22202,50
09329,50
09330,430
25190,105
49183,50
36049,1525
44203,*
34157,560
09332,15
37275,65
08190,110
31213,25
44204,15
42161,70
46221,110
17154,15
22203,35
50231,115
03116,310
31214,20
34158,80
16187,50
07059,995
09334,15
08191,1885
22204,230
19247,50
16188,50
37276,65
05197,45
02070,205
18173,2380
43135,120
10162,205
43905,3170
17155,3690
41085,700
16189,85
05198,40
47141,45
06116,510
36050,2010
50232,65
06117,400
10163,120
37277,25
01051,835
12098,255
01052,65
40176,140
49184,80
27055,605
44205,315
50233,40
31215,1175
09335,15
24141,65
44206,55
28129,1045
49185,60
32074,550
19248,25
24142,5345
19249,25
38033,995
46903,615
26129,360
35018,1930
05199,25
05200,30
21063,510
45150,180
05201,205
35019,7805
13074,275
34159,65
49186,140
47142,85
34160,45
32075,1205
16190,1440
34161,10
40177,70
49187,355
37278,105
38023,23010
24144,360
40178,45
40906,170
32076,1080
24145,320
42162,750
37284,175
22205,180
05206,10
24146,145
05208,35
49188,55
05207,285
42163,10
39069,500
37285,225
11031,14140
28130,4480
03118,4940
05209,55
03904,250
30035,5225
11902,950
41086,3880
05901,135
05210,45
05211,155
38034,850
22207,40
05212,120
09337,35
05213,65
21064,1115
49189,120
24148,680
42164,580
47143,45
13075,85
28131,2775
16191,385
05214,15
09338,20
34163,25
16192,30
28132,1855
05215,60
50234,80
45151,245
33061,215
45152,275
09339,85
10164,305
31217,140
28133,1355
49190,45
47144,15
37286,95
05216,75
33060,5585
44207,115
40182,80
50235,620
38035,2405
39070,50
40183,80
05217,25
49191,120
03120,2450
05218,50
37287,105
47145,245
22903,225
47146,65
37036,35
49192,65
26130,60
09340,25
24149,60
26131,25
01053,160
37288,70
37289,135
41088,145
47147,40
45153,520
05219,20
02071,340
24150,130
49193,240
40184,100
49194,150
47148,155
06119,160
37291,90
05220,130
30036,3605
39071,200
37290,35
42165,145
16193,50
47149,25
37292,30
12101,160
26132,45
47150,145
34165,30
45154,295
11033,4470
39072,140
15076,1025
47151,10
38036,1470
14059,225
28134,10040
21066,160
33063,230
26139,30
06123,1325
05231,60
39080,920
49208,225
26142,250
47156,65
03122,7445
09360,*
49209,225
32070,360
25191,140
24143,195
05204,230
37280,35
37281,20
40179,175
05205,40
37282,100
06118,100
37279,265
32077,610
37283,50
03117,225
40180,130
22206,85
31216,1010
11032,9950
21065,105
41087,1785
31219,35
08194,6425
08195,25
08196,3275
08197,1610
17157,30
17183,65
07046,3230
08198,870
08199,170
08200,15020
08201,120
43136,2985
08203,545
08202,2810
08204,550
17158,120
08205,10055
08206,190
25196,40
08207,385
08208,1105
17159,145
08210,1085
17160,4210
08211,7435
17161,305
08212,145
17162,40
08209,1335
08213,1200
17163,515
25192,255
25197,55
17164,1270
08215,705
08193,200
08216,*
17165,265
43137,495
43902,870
07049,540
03119,3195
07050,1090
17167,930
17168,125
12902,500
08218,2070
08217,5135
17185,725
46222,105
17166,130
12099,290
07048,2835
08903,85
17169,450
08220,490
17903,190
08221,2565
17171,55
25193,250
07051,1850
08222,345
08223,485
07052,1455
08225,30
08224,140
17172,95
25902,245
08226,250
08227,570
08228,65
17173,55
12100,560
08229,220
17174,45
17175,155
17176,30
17177,185
08231,4580
08232,525
08233,515
08234,620
17178,435
08189,40
08235,865
08236,520
08237,635
08238,2050
08239,100
25194,145
08240,2000
08241,35
08098,575
08262,2000
08264,820
08265,445
08263,4850
06120,840
10165,105
45155,215
21067,145
43138,810
21068,325
35021,2925
09343,30
08243,40
34167,50
22208,55
49197,70
26134,60
08244,1060
17180,1975
08245,23965
43139,610
24151,250
49199,110
24152,215
15077,3090
17181,685
49200,285
24153,120
49201,140
39073,1720
34168,30
50236,85
38037,3035
09345,45
22209,30
10166,125
45156,920
13076,210
04080,80
50237,35
16194,140
13077,1050
44208,20
10167,130
05222,55
38038,35440
42166,30
18174,130
45157,475
05221,160
09346,50
23076,210
24154,385
26135,80
14061,320
47152,30
49202,90
07053,280
08246,355
44209,385
26136,35
50238,45
33062,195
08247,210
08248,990
07054,4660
18175,2645
04081,130
08249,50
09347,70
09348,45
17182,45
35022,7265
12102,215
07055,1920
08250,1850
08251,965
08253,50
39074,1520
08254,510
22906,60
35023,2780
42167,115
28135,180
24155,275
49203,155
42168,50
05226,50
16196,235
08256,125
08255,30
08257,25
24158,170
08259,1425
37293,50
49204,45
05224,35
05225,160
07056,1215
09350,165
16195,260
05902,115
09351,20
09352,80
24156,150
24157,765
05227,115
16197,45
08258,245
40185,405
09353,15
24159,905
06121,970
10168,100
37294,1550
40186,20
45158,590
09354,10
21069,500
43140,605
17184,330
08260,3815
03121,7355
08261,550
38039,2255
31220,270
14060,1225
22212,35
39075,40575
07057,2550
24160,295
50239,20
47153,70
34169,170
10169,200
23077,215
15078,18820
37296,165
10170,105
05228,90
38040,2775
05904,65
24161,155
23904,1060
37297,180
34170,25
09355,55
34171,470
37298,90
49205,155
47154,55
49206,420
09356,15
10171,165
10172,220
39076,990
41089,1040
15079,755
23079,950
39077,115
39078,415
19250,10
40188,35
40189,215
37299,85
33064,90
26138,1230
05229,40
40190,10
09358,95
45901,230
23080,640
05230,45
40191,105
30901,2170
39079,2485
28136,165
28137,275
06122,1500
37300,195
49207,155
24162,355
47155,330
34174,85
08192,1285
26140,95
26141,65
48082,10770
36051,4170
49210,175
47157,160
37301,40
09361,60
33065,360
24163,635
22213,985
39081,175
09362,55
43142,330
12103,50
32078,755
27057,3680
17186,885
31222,20
44210,215
25201,40
25200,130
31223,355
45159,55
09363,395
50240,430
19251,15
10173,135
41090,965
37302,150
40192,80
17187,170
38041,1335
43143,25
27058,1900
03123,1615
29086,565
19252,55
40193,70
47158,270
22214,30
43144,295
46223,1660
29087,325
50242,40
46224,45
12104,2015
40194,10740
20070,280
23081,545
06124,585
44211,25
10174,70
45160,325
22215,55
19254,30
39082,565
03124,190
46225,130
07058,740
17188,45
43145,920
19901,20
46226,20
22217,145
24164,190
43146,10
07047,545
04082,125
22218,20
43044,1235
03125,160
44212,25
25202,25
25035,145
08267,1270
46227,175
37304,95
40195,315
40196,*
09365,25
37305,85
17190,195
28138,10
34175,50
04083,690
42171,50
25204,420
46228,540
17191,45
47159,225
05232,40
10175,485
37306,165
37307,100
05233,105
28140,325
10176,110
22220,80
45161,1170
31224,340
48084,7245
50243,150
22221,20
17192,50
11034,565
19255,50
25203,2360
08269,575
41091,125955
28141,605
45162,380
25205,135
19256,25
33066,11310
37309,25
10177,425
50244,105
29088,755
12105,355
04084,125
22222,100
46229,305
47160,170
37310,35
05234,25
19257,950
50245,50
23082,620
46230,2990
36052,2485
38042,1205
17193,780
47161,560
46231,730
46232,330
07060,740
44213,35
05235,45
06125,615
50246,20
16198,490
08270,4750
17052,35
39083,470
27059,1240
50247,165
37311,120
15080,875
24165,225
08271,5
33067,340
02072,465
13078,2480
26143,40
05236,70
06126,540
05237,95
13080,180
13079,2850
19258,35
09366,35
16199,20
25206,125
42172,*
43147,185
46233,1020
07061,2910
39084,300
05238,300
25207,1695
33068,550
19259,5
04085,145
28143,15
15081,415
07062,1615
48904,1010
12106,390
45163,1945
22223,30
48085,1965
18176,75
48086,505
08272,30
20065,870
04086,805
09368,20
42173,7690
25208,70
37312,105
23084,280
31225,30
25209,410
18177,210
26144,65
50248,180
25210,390
46234,115
12107,120
05239,85
26145,90
40198,20
05240,915
09369,155
45164,95
42174,55
19260,20
34177,45
24166,655
33069,1055
28144,1115
26146,40
24167,315
34176,50
19261,25
22904,350
16909,295
40199,25
37313,205
09372,30
09373,205
36053,1590
39085,1725
08273,465
25211,210
46235,5980
42175,10
12108,155
04087,75
48076,95
46236,305
31226,190
25212,85
08274,1625
09374,30
17194,25
34178,25
34179,20
40200,20
49214,310
37314,15
04088,770
04089,405
27060,1380
32079,600
50249,135
38043,3585
31227,2210
08276,55
18901,210
04090,145
42176,10
42177,50
37315,45
08277,50
28145,330
50250,20
25215,45
06127,835
10178,315
25216,100
45165,14310
06128,1025
10179,145
10180,1305
16202,390
12109,205
06129,210
17195,90
42178,90
19262,70
37316,280
34180,45
22225,930
47162,25
09375,10
06130,85
38044,570
33070,1155
49216,65
08278,1125
19263,20
33071,295
16203,2200
19264,20
50251,2570
37317,120
02073,1445
03127,230
37318,60
09377,140
42181,180
22226,320
34181,100
11035,2855
42182,30
43148,24105
25217,2765
25218,20
25219,45
19265,90
50252,1445
46237,1730
46238,3780
08275,55
08280,35
38045,1140
29089,905
16204,135
38046,1605
35024,2665
08281,925
32080,250
09378,10
16205,55
42183,45
37319,75
35025,580
10181,255
37320,30
35026,14375
22227,90
45166,550
19266,80
37321,100
15082,3215
12110,115
46239,340
25220,355
35027,2460
04091,155
17196,55
37322,480
09380,40
08279,38195
46240,85
50253,155
44215,75
13081,220
26147,*
44216,6205
19267,20
03128,3735
33072,800
08282,1080
35028,2605
03129,410
31228,120
47163,115
28146,435
05241,905
50254,70
22228,70
19268,10
38047,820
04092,785
16206,135
35029,650
33073,3635
09381,15
05242,150
31229,10
26148,70
12111,200
25221,30
46241,145
28147,210
25222,20
43149,285
43150,505
19269,35
09382,15
02074,1715
50255,115
26149,30
45167,535
41092,1735
12112,25
32081,980
12113,40
39086,145
05243,25
45168,13470
03130,10
40201,20
20071,3910
29090,625
22229,55
41093,2760
13082,6110
36054,3000
08283,1430
37323,155
15083,445
25223,285
24168,170
24206,645
12114,85
47164,130
19271,40
19270,*
08284,2840
47165,1530
19272,20
37324,155
15084,1490
09384,105
08285,2665
24169,1080
19274,170
10182,20
44217,15
22230,85
42184,30
26150,65
05244,40
44218,25
03131,150
25224,55
25225,240
37325,50
05245,90
10183,295
10184,300
44219,105
49219,2185
12115,90
34182,225
16209,75
22232,30
13083,750
50256,40
44220,50
45169,70
50257,90
12116,30
31230,40
50258,30
11036,235
44223,25
25227,260
08286,605
10187,160
47169,35
45171,375
43151,55
13084,395
44224,15
43152,180
06131,290
47170,35
10188,165
24170,850
19279,45
23086,2895
44225,45
49220,70
12119,75
12120,110
26153,*
22233,15
44227,55
40206,50
05247,125
40202,40
46242,160
25226,100
42185,20
12117,1275
23085,625
40203,85
14062,385
18178,310
12118,20
44221,155
47166,110
45170,145
47167,100
47168,10
10185,180
09386,25
40204,75
44222,65
26151,175
26152,20
10186,305
19277,*
19278,25
43153,2600
23087,2925
25228,470
25907,185
09387,45
49221,115
25230,525
50259,*
40205,105
28148,15175
28149,620
28150,555
19280,440
10190,160
10189,800
16211,215
44226,105
28151,585
25231,180
50260,15
09388,*
39087,12330
08287,285
46243,45
50261,120
08288,510
08289,655
47171,150
28152,2435
03132,265
06132,235
06133,375
10191,125
10192,345
19281,*
28153,75
44228,60
19282,90
19283,25
19284,*
29901,11395
26154,*
34184,25
17197,50
46244,11815
22234,335
13085,730
10193,320
30037,4430
09389,35
23088,1460
10194,215
23090,470
23091,270
44229,50
22235,50
22236,100
50262,330
30038,3125
28154,840
25232,500
49222,115
31231,55
46245,135
09390,220
47172,60
25233,95
37327,50
44230,75
03133,24745
45172,275
44231,35
50263,105
44232,160
45173,1935
17198,105
17199,1915
43154,65
29091,4260
19285,10
42187,25
16212,125
16213,10
17200,200
19286,120
05246,40
09391,140
43155,7145
19287,65
19288,10
18179,230
09392,25
17201,40
50264,75
17202,960
29092,130
30039,4800
45174,130
15085,1295
46246,300
27061,480
24171,195
37328,85
49223,415
16215,105
19289,15
12121,525
44234,35
44235,40
22239,40
06134,175
32082,680
50265,15
50266,75
47173,250
15086,1040
11037,1395
49224,65
37329,*
25234,1375
28903,4245
04901,225
40207,105
16216,145
09394,295
39088,*
42188,25
18180,180
26155,75
27062,265
16217,50
26157,95
21070,1540
47174,85
19290,215
19291,315
34185,20
44236,35
24172,255
48087,145
06135,250
10195,1925
09395,55
09396,50
39089,60
31232,6330
47175,1235
26158,130
46247,350
36055,3330
35030,1530
31233,30
24173,430
40208,260
46248,1120
45175,245
18181,110
04093,1045
04094,80
23092,5730
48088,35
11038,3180
31234,30
19293,340
42189,15
16218,95
39090,165
48065,845
45176,380
18182,635
31123,190
19294,15
31235,80
30040,270
04095,280
17204,175
08290,260
17205,60
43156,1380
43157,165
17203,50
31236,345
41094,950
05249,35
50267,185
31237,60
50268,20
47176,125
30041,2545
31238,40
16219,40
49225,75
09398,20
45177,655
31239,70
31240,160
24174,215
48089,540
48074,865
01054,190
20072,1005
47177,50
04096,95
31241,55
31242,95
44237,195
50269,85
20077,1545
50270,25
31244,50
31243,75
47178,60
40210,25
26160,210
17206,40
31245,45
06136,455
50271,120
12122,305
20073,1145
19296,20
50272,1920
31246,30
46249,2625
41095,8235
44238,705
31247,70
08291,845
42190,65
49226,100
05251,50
09400,110
17014,15
24185,200
50274,35
39095,625
15088,1525
44239,20
27063,695
44240,65
47179,130
34186,30
49227,80
39091,660
28155,155
19297,10
10196,115
44241,220
09403,65
47180,45
19298,20
19299,30
42191,80
28156,165
19300,110
06137,295
10197,30
37330,130
05252,25
16906,45
19301,20
44243,15
49228,20
24175,550
10198,430
37331,100
24176,165
02075,490
42192,20
01055,340
19302,25
37332,40
50273,20
10199,75
06901,490
37333,75
10200,285
37334,35
42193,*
28157,155
21071,80
19303,25
44244,30
37335,135
44245,115
24177,185
26161,*
42194,105
28158,180
13086,110
28159,155
16224,25
37336,10
24178,45
10201,65
28160,1330
16225,25
28161,5405
16227,60
42195,65
47181,55
19304,45
10202,235
39092,435
16228,95
34189,25
28162,330
13087,5290
23093,990
19305,70
24179,125
28163,80
24180,450
42196,*
39093,120
40211,30
24181,625
34190,25
19306,30
39094,370
24182,225
44246,445
42197,50
37337,45
24183,410
33034,4300
24184,125
49229,45
19307,10
47182,310
06138,255
28164,655
16902,90
34192,40
40212,15
40213,55
45179,275
24187,355
09405,80
28165,370
09406,45
15087,1980
37338,25
47183,55
46250,159905
10203,1460
24188,1060
06139,190
06140,215
06141,595
41096,990
14063,390
13088,185
16903,355
37339,140
22242,35
19308,40
36056,1245
26162,30
19309,15
16231,20
44247,155
12124,590
03134,75
12125,105
17208,240
25043,190
25901,90
03136,225
03137,310
03135,95
17207,615
12126,6610
46251,695
47186,70220
46252,75
09408,25
12123,15
08292,310
25238,80
08293,95
43158,30
07063,335
29093,670
16173,110
22243,10
34196,30
22901,285
06146,465
09904,185
22244,20
09908,185
09409,45
06147,150
09410,880
09411,55
06148,290
09902,150
09905,150
40218,60
09412,300
48080,2590
09413,200
09414,100
09415,95
39101,110
31260,385
09416,25
34902,70
18907,560
38049,920
18902,415
24191,50
44249,25
38050,1050
09417,20
37343,15
40219,215
40220,15
40221,15
46253,55
09418,30
49230,65
35032,1010
25240,335
17170,65
43159,35
08294,295
12127,35
08295,2040
17209,120
43160,315
08296,265
43161,4505
25906,90
25239,155
09419,25
50275,25
09407,10
45180,620
18183,280
47184,75
50276,45
37340,80
16234,25
40214,80
14064,115
35031,1385
19310,15
42198,10
40215,60
31249,545
50277,45
38048,915
28166,75
06142,95
47185,40
16236,265
10204,215
24189,965
06143,750
06144,185
19311,45
06145,275
37341,35
21072,2720
10205,700
40216,150
24190,85
16237,55
37342,70
43162,895
25909,65
16238,250
08297,45
24193,150
37344,75
15089,1265
24196,770
24197,300
39096,285
39097,200
47187,35
35033,1445
05253,25
49231,180
37345,75
24198,265
47188,45
49232,45
16239,55
24194,110
33074,1210
49233,60
40222,90
24199,185
40223,90
24201,520
18911,1005
10902,185
44250,10
37346,95
32083,505
11039,2205
45181,585
42200,45
47189,35
05254,80
04097,145
18184,615
04098,690
29094,13260
04099,1790
47190,40
22245,115
50278,70
50279,50
42201,*
42202,20
28167,845
34199,415
37347,125
16240,55
47191,40
28168,280
22909,90
43163,6035
49234,185
34023,1440
46254,440
17210,170
45182,325
18185,145
45183,280
45184,40
26163,40
47192,40
37348,40
40224,20
26164,30
28169,210
04100,1940
50280,115
25242,250
32084,570
03138,830
17211,285
32085,3705
34201,90
43164,85
49235,185
22247,10
31251,820
47193,270
42204,25
19314,15
32086,1160
10206,105
02076,115
04101,550
08298,7975
04102,1830
27064,730
22248,35
38051,1485
14065,420
09422,15
34093,40
09421,100
31252,20
49236,35
49237,80
37349,70
17212,35
17213,1305
25243,650
50281,30
36057,60410
26165,115
36059,2105
43165,185
17214,210
17215,370
36058,1660
08299,160
17217,110
17216,45
08301,10095
08300,975
17218,150
17220,175
12128,405
17221,780
38052,395
07065,670
08305,6560
36060,7270
25244,105
17223,215
27065,4570
43175,230
08306,100
25245,115
17224,125
43166,345
17225,70
17226,190
17227,35
32087,715
32088,600
46256,1365
25247,*
17228,75
12132,210
36061,2465
25248,355
25254,255
25249,80
25250,140
43168,45
08303,65
25251,160
08302,2315
08902,590
43167,115
08307,11885
43169,160
32089,805
12134,60
32090,395
32091,1065
12135,8355
32092,210
15091,430
43170,275
17230,130
25252,155
15090,510
43171,2415
08214,1600
08219,3475
17222,35
12136,725
43172,105
23094,975
43173,35
43174,60
09423,15
45186,950
38053,1075
02077,30
10207,240
28171,1010
10208,55
14066,1345
47195,110
47196,25
34202,15
21073,415
24202,3410
20075,1075
47197,315
24203,55
49238,125
01057,95
49239,310
45185,1630
47198,45
39098,480
23095,2310
40225,320
47199,30
34204,20
42205,35
47200,30
34205,30
28170,570
16242,140
34206,240
24205,335
24207,140
49240,115
09427,565
50283,40
34208,30
39099,775
49241,110
16243,210
09428,50
09429,15
09430,*
49242,185
50284,95
49243,60
05256,50
37351,120
47203,30
31254,660
14067,805
47204,110
50285,150
05257,60
06149,2470
45187,1165
24209,1195
44251,120
12129,775
09431,50
47205,130
09432,90
47206,45
39100,325
09433,25
47207,130
06150,270
16244,240
24210,250
49244,40
47208,30
06151,305
37352,55
09434,130
34210,40
14068,165
13089,725
44252,30
12130,150
34211,80
09437,100
03139,5760
34213,35
47209,10
47210,145
49245,100
09438,130
34214,60
49246,110
47211,15
16245,125
47212,125
06152,360
37353,50
50286,35
26166,30
21074,845
16246,240
47213,45
28172,985
09439,115
09440,40
49247,255
34215,45
34216,25
09441,30
50287,110
02078,310
16247,40
09442,140
26167,25
34217,115
49248,95
47214,420
46255,990
49249,35
49250,375
16248,280
49251,85
45188,570
34218,190
11040,95
02079,945
12131,40
24211,150
24901,420
13090,415
41097,645
28173,140
28174,350
28175,145
24212,450
11041,2075
34220,40
24213,75
37354,580
13091,235
49252,140
50903,600
09443,75
31255,50
16249,730
09444,30
09445,*
34221,55
26168,695
09446,5
24214,345
18908,280
34222,50
10209,105
10210,210
09447,20
45189,180
45190,195
24215,75
24216,455
49255,165
24217,65
34223,95
45191,175
34224,20
47215,25
34225,790
47216,35
49256,110
09448,90
22249,25
22250,75
47217,270
45192,785
19317,70
29095,980
09449,30
19318,20
05905,135
49257,80
45193,225
26169,25
49258,55
09450,*
46257,1725
14069,2100
47218,230
50288,690
05258,60
42206,*
16250,40
09451,100
50290,200
50289,45
28176,1575
29902,830
47219,15
13092,735
16251,560
23096,780
06153,4580
10211,195
19319,325
10212,565
21075,120
24218,185
49259,80
18187,170
47220,85
21076,500
13093,1230
47221,25
33075,135
28178,185
13094,125
41100,370
47222,20
22251,125
29098,435
09454,15
12133,45
05259,50
41098,910
23097,1380
05260,50
49260,420
37355,95
14070,480
06154,910
28177,1085
34227,35
44256,25
14071,330
30042,365
41099,1180
29096,920
29097,1010
18188,485
34228,40
24219,245
24902,175
02080,230
34229,25
24221,310
24222,2325
09455,15
09456,45
37356,50
26170,195
16253,130
37357,140
05261,25
16254,70
49263,30
37358,65
16255,85
37359,100
50291,60
16263,295
37360,85
10214,105
06156,325
37361,50
26171,105
42207,*
46258,885
49264,330
42208,10
44257,75
16258,150
16259,15
28179,250
10213,275
13095,45
06155,500
42209,50
44258,40
16910,50
49261,390
14072,430
09903,1120
49262,140
47223,45
49265,70
49266,30
23098,330
49267,35
26172,20
16264,205
16265,15
45194,30
24223,1040
28180,1090
05262,160
16266,130
19321,35
37362,515
24224,315
42211,35
37363,45
16269,205
23099,1090
46259,155
09458,55
37364,315
44260,45
37365,60
34230,*
47224,20
37366,15
44261,295
34231,85
34232,265
21077,390
50292,55
49268,175
02081,4470
23101,160
26173,*
50293,205
44262,50
50294,40
13096,2130
45195,755
16270,75
16271,245
06157,220
13097,665
26174,70
16272,130
24225,445
09460,80
34233,65
42212,20
37367,100
10215,180
37368,0
42213,20
19322,15
45196,325
19323,15
37369,45
37370,130
49269,135
24226,120
45197,505
47225,20
34234,30
37371,95
44263,110
09463,95
45198,605
05263,65
23903,1005
02082,55
09464,15
31257,210
34236,85
24227,585
34237,195
31258,1605
02083,95
47226,50
26175,15
47227,30
49270,65
02084,160
37372,40
40228,195
47228,130
40229,20
26176,40
09466,85
41101,1235
16273,140
09467,20
49272,50
49271,95
47229,80
33076,4245
14073,960
28181,3500
37373,280
28182,80
34238,135
09471,45
33077,620
24228,345
24229,230
09472,10
09473,40
40230,30
44264,125
19324,95
03140,6250
34240,25
34241,*
34242,40
34243,110
16274,85
12137,20
37374,250
09476,25
37375,200
26177,105
34245,130
34246,40
08304,205
17233,500
17232,45
47194,110
09424,30
25253,70
50282,45
37350,180
09425,245
43176,270
15092,2575
44265,90
25255,160
46260,590
12138,5335
16275,*
43177,130
26178,35
26179,15
42215,285
43178,245
49273,110
05264,10
29099,770
19325,35
44266,60
45199,420
41102,2805
13098,845
14074,770
50295,20
12139,135
05265,25
37376,620
01059,46795
27066,4285
44267,35
12140,390
08308,40
02085,120
09478,25
42216,15
18189,190
39102,665
42217,15
47230,105
03081,875
46145,5240
46143,1120
46146,465
27021,885
43052,325
32032,2870
46110,5170
27025,875
32036,780
32037,310
35034,2055
42218,25
40231,45
46261,495
45200,1185
19326,130
19327,160
22252,45
30043,5690
37377,90
01060,65
19329,50
19330,50
45201,430
42219,30
16276,25
45202,1005
33078,75
31261,55
46262,95
22253,35
02086,1285
45203,505
45204,180
45205,845
29100,675
19331,565
19332,40
31262,45
09480,65
18192,415
06158,2615
16277,60
16278,50
18913,285
11042,330
06159,595
50296,120
22254,405
06160,925
21078,780
48095,635
20078,355
01061,30
48096,1645
37378,65
37379,20
01062,105
49275,14170
48905,690
19333,100
05266,45
05267,40
50297,134815
37380,15
48097,300
47231,475
20079,4040
46263,215
26180,85
10216,490
10217,245
37381,80
16279,110
10218,455
06162,810
47232,40
06161,155
28183,235
26181,*
09482,15
16280,100
19334,25
40233,135
40234,140
15093,1675
09483,80
48024,300
48025,245
20025,340
20026,75
20027,720
48913,280
01018,295
31073,115
48915,115
31907,1305
20028,640
44268,5
10219,595
37382,95
19335,30
12141,45
26183,15
24230,210
18193,2090
31263,80
12142,60
50298,1390
21079,245
31264,60
14075,240
01063,405
18194,740
20081,1720
20080,2455
09485,25
31265,30
04103,1110
