Codigo Municipio,Número de transacciones anuales 2011
13033,10.0
13034,742.0
13035,3.0
13036,1.0
13037,2.0
13038,18.0
13039,100.0
13040,4.0
13041,0.0
13042,23.0
13043,5.0
13044,5.0
13045,4.0
13046,4.0
13047,29.0
13048,12.0
13049,9.0
13050,1.0
13051,4.0
13052,33.0
13053,215.0
13054,18.0
13055,5.0
13056,92.0
13057,5.0
13058,31.0
13059,1.0
13060,1.0
13061,45.0
13062,4.0
13063,32.0
13064,57.0
13065,10.0
13066,52.0
13067,1.0
13068,6.0
13069,3.0
13070,3.0
13071,364.0
13072,0.0
13073,4.0
13074,7.0
13075,4.0
13076,1.0
13077,18.0
13078,151.0
13079,63.0
13080,3.0
13081,4.0
13082,290.0
13083,8.0
13084,5.0
13085,17.0
13086,3.0
13087,321.0
13088,1.0
13089,8.0
13090,8.0
13091,1.0
13092,9.0
13093,37.0
13094,2.0
13095,1.0
13096,19.0
13097,11.0
13098,8.0
13901,7.0
13902,8.0
13903,1.0
13904,1.0
14001,22.0
14002,59.0
14003,13.0
14004,10.0
14005,33.0
14006,9.0
14007,110.0
14008,19.0
14009,12.0
14010,15.0
14011,6.0
14012,38.0
14013,129.0
14014,16.0
14015,11.0
14016,8.0
14017,105.0
14018,14.0
14019,33.0
14020,1.0
14021,1800.0
14022,40.0
14023,19.0
14024,7.0
14025,12.0
14026,12.0
14027,54.0
14028,2.0
14029,34.0
14030,28.0
14031,5.0
14032,7.0
14033,9.0
14034,1.0
14035,62.0
14036,7.0
14037,17.0
14038,414.0
14039,13.0
14040,14.0
14041,5.0
14042,128.0
14043,56.0
14044,37.0
14045,19.0
14046,19.0
14047,18.0
14048,2.0
14049,102.0
14050,6.0
14051,10.0
14052,70.0
14053,25.0
14054,105.0
14055,87.0
14056,215.0
14057,41.0
14058,84.0
14059,6.0
14060,17.0
14061,4.0
14062,7.0
14063,11.0
14064,3.0
14065,8.0
14066,25.0
14067,11.0
14068,6.0
14069,41.0
14070,9.0
14071,10.0
14072,9.0
14073,13.0
14074,16.0
14075,0.0
14901,
14902,
15001,16.0
15002,186.0
15003,5.0
15004,96.0
15005,178.0
15006,32.0
15007,3.0
15008,22.0
15009,70.0
15010,3.0
15011,151.0
15012,44.0
15013,43.0
15014,12.0
15015,15.0
15016,16.0
15017,96.0
15018,3.0
15019,218.0
15020,15.0
15021,65.0
15022,95.0
15023,68.0
15024,26.0
15025,1.0
15027,6.0
15028,25.0
15029,11.0
15030,1454.0
15031,173.0
15032,25.0
15033,2.0
15034,1.0
15035,50.0
15036,433.0
15037,52.0
15038,3.0
15039,6.0
15040,8.0
15041,65.0
15042,4.0
15043,33.0
15044,11.0
15045,3.0
15046,113.0
15047,3.0
15048,112.0
15049,3.0
15050,4.0
15051,34.0
15052,20.0
15053,27.0
15054,372.0
15055,22.0
15056,57.0
15057,52.0
15058,182.0
15059,62.0
15060,39.0
15061,51.0
15062,12.0
15064,6.0
15065,43.0
15066,29.0
15067,46.0
15068,28.0
15069,37.0
15070,111.0
15071,48.0
15072,44.0
15073,245.0
15074,11.0
15075,102.0
15076,10.0
15077,42.0
15078,692.0
15079,8.0
15080,9.0
15081,7.0
15082,45.0
15083,1.0
15084,3.0
15085,3.0
15086,1.0
15087,28.0
15088,49.0
15089,5.0
15090,6.0
15091,7.0
15092,22.0
15093,26.0
15901,67.0
15902,27.0
16001,2.0
16002,1.0
16003,1.0
16004,2.0
16005,1.0
16006,1.0
16007,5.0
16008,3.0
16009,1.0
16010,1.0
16011,1.0
16012,2.0
16013,0.0
16014,2.0
16015,1.0
16016,0.0
16017,3.0
16018,1.0
16019,1.0
16020,0.0
16022,1.0
16023,11.0
16024,0.0
16025,1.0
16026,0.0
16027,4.0
16029,1.0
16030,0.0
16031,0.0
16032,1.0
16033,3.0
16034,3.0
16035,0.0
16036,0.0
16038,1.0
16039,2.0
16040,0.0
16041,2.0
16042,7.0
16043,1.0
16044,0.0
16045,1.0
16046,1.0
16047,3.0
16048,3.0
16049,0.0
16050,3.0
16051,0.0
16052,1.0
16053,2.0
16055,5.0
16056,2.0
16057,3.0
16058,3.0
16060,7.0
16061,1.0
16062,0.0
16063,0.0
16064,2.0
16065,2.0
16066,15.0
16067,2.0
16068,0.0
16070,1.0
16071,0.0
16072,1.0
16073,2.0
16074,0.0
16078,521.0
16079,0.0
16081,0.0
16082,3.0
16083,0.0
16084,0.0
16085,1.0
16086,3.0
16087,0.0
16088,3.0
16089,1.0
16091,0.0
16092,1.0
16093,0.0
16094,6.0
16095,0.0
16096,2.0
16097,3.0
16098,2.0
16099,1.0
16100,3.0
16101,1.0
16102,1.0
16103,1.0
16104,0.0
16106,24.0
16107,1.0
16108,0.0
16109,0.0
16110,0.0
16111,0.0
16112,15.0
16113,23.0
16115,0.0
16116,0.0
16117,6.0
16118,4.0
16119,0.0
16121,1.0
16122,0.0
16123,0.0
16124,6.0
16125,20.0
16126,6.0
16128,0.0
16129,5.0
16130,2.0
16131,0.0
16132,0.0
16133,48.0
16134,23.0
16135,0.0
16137,0.0
16139,1.0
16140,1.0
16141,1.0
16142,2.0
16143,0.0
16145,1.0
16146,0.0
16147,3.0
16148,6.0
16149,3.0
16150,1.0
16151,0.0
16152,0.0
16153,3.0
16154,20.0
16155,1.0
16156,3.0
16157,1.0
16158,3.0
16159,1.0
16160,0.0
16161,0.0
16162,1.0
16163,0.0
16165,2.0
16166,1.0
16167,4.0
16169,1.0
16170,17.0
16171,8.0
16172,1.0
16173,4.0
16174,2.0
16175,16.0
16176,3.0
16177,0.0
16181,1.0
16185,2.0
16186,7.0
16187,3.0
16188,1.0
16189,0.0
16190,41.0
16191,11.0
16192,2.0
16193,2.0
16194,4.0
16195,2.0
16196,3.0
16197,1.0
16198,4.0
16199,0.0
16202,6.0
16203,233.0
16204,1.0
16205,1.0
16206,2.0
16209,1.0
16211,7.0
16212,4.0
16213,1.0
16215,0.0
16216,4.0
16217,1.0
16218,5.0
16219,1.0
16224,1.0
16225,0.0
16227,2.0
16228,3.0
16231,0.0
16234,1.0
16236,4.0
16237,0.0
16238,5.0
16239,1.0
16240,2.0
16242,3.0
16243,1.0
16244,3.0
16245,1.0
16246,4.0
16247,1.0
16248,3.0
16249,18.0
16250,0.0
16251,7.0
16253,7.0
16254,2.0
16255,2.0
16258,1.0
16259,1.0
16263,15.0
16264,4.0
16265,0.0
16266,2.0
16269,0.0
16270,2.0
16271,2.0
16272,2.0
16273,1.0
16274,0.0
16275,0.0
16276,0.0
16277,2.0
16278,0.0
16279,2.0
16280,0.0
16901,5.0
16902,2.0
16903,3.0
16904,4.0
16905,28.0
16906,0.0
16908,5.0
16909,22.0
16910,1.0
17001,4.0
17002,0.0
17003,0.0
17004,6.0
17005,0.0
17006,66.0
17007,7.0
17008,22.0
17009,25.0
17010,2.0
17011,5.0
17012,4.0
17013,88.0
17014,1.0
17015,119.0
17016,7.0
17018,6.0
17019,23.0
17020,36.0
17021,0.0
17022,39.0
17023,271.0
17024,15.0
17025,4.0
17026,4.0
17027,36.0
17028,0.0
17029,1.0
17030,284.0
17031,0.0
17032,52.0
17033,61.0
17034,183.0
17035,1.0
17036,8.0
17037,1.0
17038,1.0
17039,29.0
17040,2.0
17041,0.0
17042,2.0
17043,3.0
17044,48.0
17046,8.0
17047,451.0
17048,237.0
17049,30.0
17050,4.0
17051,0.0
17052,0.0
17054,4.0
17055,3.0
17056,6.0
17057,2.0
17058,1.0
17060,15.0
17061,10.0
17062,248.0
17063,7.0
17064,0.0
17065,0.0
17066,373.0
17067,0.0
17068,0.0
17069,20.0
17070,0.0
17071,24.0
17073,9.0
17074,0.0
17075,0.0
17076,0.0
17077,6.0
17078,9.0
17079,633.0
17080,3.0
17081,5.0
17082,30.0
17083,15.0
17084,4.0
17085,1.0
17086,18.0
17087,2.0
17088,15.0
17089,49.0
17090,2.0
17091,19.0
17092,140.0
17093,2.0
17094,38.0
17095,424.0
17096,0.0
17097,0.0
17098,2.0
17099,2.0
17100,0.0
17101,2.0
17102,4.0
17103,50.0
17105,1.0
17106,0.0
17107,7.0
17109,3.0
17110,5.0
17111,7.0
17112,2.0
17114,271.0
17115,1.0
17116,1.0
17117,268.0
17118,191.0
17119,0.0
17120,20.0
17121,9.0
17123,0.0
17124,53.0
17125,1.0
17126,4.0
17128,4.0
17129,0.0
17130,1.0
17132,12.0
17133,6.0
17134,2.0
17135,7.0
17136,0.0
17137,21.0
17138,6.0
17139,8.0
17140,14.0
17141,67.0
17142,17.0
17143,1.0
17144,1.0
17145,24.0
17146,16.0
17147,31.0
17148,8.0
17149,1.0
17150,4.0
17151,2.0
17152,715.0
17153,1.0
17154,0.0
17155,158.0
17157,0.0
17158,2.0
17159,3.0
17160,205.0
17161,8.0
17162,0.0
17163,35.0
17164,37.0
17165,0.0
17166,0.0
17167,17.0
17168,1.0
17169,11.0
17170,1.0
17171,2.0
17172,1.0
17173,2.0
17174,0.0
17175,4.0
17176,0.0
17177,1.0
17178,13.0
17180,94.0
17181,46.0
17182,11.0
17183,1.0
17184,4.0
17185,10.0
17186,42.0
17187,1.0
17188,3.0
17189,4.0
17190,8.0
17191,4.0
17192,3.0
17193,38.0
17194,0.0
17195,4.0
17196,1.0
17197,6.0
17198,4.0
17199,128.0
17200,1.0
17201,1.0
17202,114.0
17203,0.0
17204,1.0
17205,1.0
17206,3.0
17207,7.0
17208,2.0
17209,2.0
17210,3.0
17211,0.0
17212,0.0
17213,36.0
17214,2.0
17215,25.0
17216,0.0
17217,1.0
17218,0.0
17220,4.0
17221,23.0
17222,1.0
17223,5.0
17224,7.0
17225,1.0
17226,4.0
17227,2.0
17228,2.0
17230,10.0
17232,5.0
17233,4.0
17234,1.0
17901,6.0
17902,5.0
17903,2.0
18001,6.0
18002,2.0
18003,132.0
18004,3.0
18005,0.0
18006,50.0
18007,5.0
18010,44.0
18011,23.0
18012,12.0
18013,36.0
18014,104.0
18015,2.0
18016,5.0
18017,427.0
18018,0.0
18020,7.0
18021,175.0
18022,289.0
18023,127.0
18024,1.0
18025,0.0
18027,8.0
18028,2.0
18029,13.0
18030,3.0
18032,5.0
18033,2.0
18034,5.0
18035,17.0
18036,48.0
18037,7.0
18038,4.0
18039,14.0
18040,4.0
18042,14.0
18043,1.0
18044,7.0
18045,0.0
18046,7.0
18047,51.0
18048,61.0
18049,3.0
18050,23.0
18051,17.0
18053,8.0
18054,5.0
18056,22.0
18057,29.0
18059,30.0
18061,4.0
18062,165.0
18063,3.0
18064,1.0
18065,
18066,5.0
18067,3.0
18068,11.0
18069,2.0
18070,1.0
18071,20.0
18072,4.0
18074,3.0
18076,3.0
18077,
18078,4.0
18079,46.0
18082,14.0
18083,2.0
18084,47.0
18085,3.0
18086,1.0
18087,1565.0
18088,8.0
18089,91.0
18093,76.0
18094,21.0
18095,10.0
18096,2.0
18097,11.0
18098,60.0
18099,10.0
18100,59.0
18101,70.0
18102,41.0
18103,5.0
18105,40.0
18106,
18107,10.0
18108,5.0
18109,2.0
18111,31.0
18112,2.0
18114,7.0
18115,65.0
18116,18.0
18117,4.0
18119,25.0
18120,9.0
18121,0.0
18122,185.0
18123,3.0
18124,4.0
18126,34.0
18127,133.0
18128,3.0
18132,31.0
18133,21.0
18134,142.0
18135,28.0
18136,3.0
18137,5.0
18138,15.0
18140,570.0
18141,3.0
18143,6.0
18144,5.0
18145,94.0
18146,5.0
18147,52.0
18148,8.0
18149,48.0
18150,74.0
18151,1.0
18152,6.0
18153,56.0
18154,6.0
18157,6.0
18158,47.0
18159,5.0
18161,0.0
18162,13.0
18163,0.0
18164,25.0
18165,36.0
18167,4.0
18168,1.0
18170,6.0
18171,3.0
18173,127.0
18174,1.0
18175,155.0
18176,2.0
18177,25.0
18178,5.0
18179,2.0
18180,5.0
18181,1.0
18182,18.0
18183,12.0
18184,16.0
18185,2.0
18187,3.0
18188,16.0
18189,2.0
18192,20.0
18193,243.0
18194,18.0
18901,6.0
18902,4.0
18903,29.0
18904,6.0
18905,254.0
18906,3.0
18907,4.0
18908,6.0
18909,5.0
18910,3.0
18911,81.0
18912,12.0
18913,2.0
18914,
18915,
18916,
19001,9.0
19002,0.0
19003,0.0
19004,1.0
19005,0.0
19006,16.0
19007,3.0
19008,0.0
19009,2.0
19010,0.0
19011,3.0
19013,5.0
19015,1.0
19016,0.0
19017,0.0
19018,0.0
19019,1.0
19020,0.0
19021,7.0
19022,12.0
19023,1.0
19024,73.0
19027,0.0
19031,0.0
19032,4.0
19033,1.0
19034,0.0
19036,5.0
19037,2.0
19038,1.0
19039,0.0
19040,0.0
19041,0.0
19042,0.0
19043,1.0
19044,9.0
19045,0.0
19046,246.0
19047,0.0
19048,1.0
19049,1.0
19050,0.0
19051,1.0
19052,0.0
19053,31.0
19054,3.0
19055,0.0
19057,1.0
19058,67.0
19059,1.0
19060,2.0
19061,1.0
19064,0.0
19065,4.0
19066,0.0
19067,3.0
19070,0.0
19071,116.0
19073,0.0
19074,0.0
19075,1.0
19076,4.0
19078,1.0
19079,0.0
19080,1.0
19081,6.0
19082,3.0
19086,12.0
19087,0.0
19088,1.0
19089,0.0
19090,1.0
19091,0.0
19092,5.0
19095,0.0
19096,1.0
19097,3.0
19098,1.0
19099,0.0
19102,1.0
19103,1.0
19104,0.0
19105,12.0
19106,1.0
19107,0.0
19108,3.0
19109,0.0
19110,1.0
19111,0.0
19112,1.0
19113,7.0
19114,0.0
19115,0.0
19116,0.0
19117,7.0
19118,0.0
19119,0.0
19120,1.0
19121,9.0
19122,4.0
19123,0.0
19124,4.0
19125,1.0
19126,9.0
19127,0.0
19129,0.0
19130,860.0
19132,0.0
19133,1.0
19134,5.0
19135,1.0
19136,0.0
19138,5.0
19139,4.0
19142,7.0
19143,13.0
19145,1.0
19146,0.0
19147,0.0
19148,0.0
19150,0.0
19151,27.0
19152,13.0
19153,0.0
19154,1.0
19155,0.0
19156,10.0
19157,0.0
19159,2.0
19160,13.0
19161,2.0
19162,1.0
19163,6.0
19165,6.0
19166,1.0
19167,2.0
19168,4.0
19169,1.0
19170,6.0
19171,151.0
19172,3.0
19173,5.0
19174,0.0
19175,0.0
19176,3.0
19177,2.0
19178,1.0
19179,0.0
19181,3.0
19182,1.0
19183,3.0
19184,0.0
19185,3.0
19186,0.0
19187,1.0
19188,2.0
19189,1.0
19190,42.0
19191,2.0
19192,9.0
19193,0.0
19194,5.0
19195,2.0
19196,2.0
19197,0.0
19198,0.0
19199,0.0
19200,1.0
19201,0.0
19202,1.0
19203,1.0
19204,2.0
19208,4.0
19209,2.0
19210,0.0
19211,10.0
19212,9.0
19213,1.0
19214,1.0
19215,2.0
19216,5.0
19217,0.0
19218,2.0
19219,0.0
19220,29.0
19221,0.0
19222,2.0
19223,0.0
19224,2.0
19225,14.0
19226,0.0
19227,2.0
19228,1.0
19229,0.0
19230,32.0
19231,0.0
19232,0.0
19233,1.0
19234,0.0
19235,1.0
19237,0.0
19238,2.0
19239,0.0
19240,1.0
19241,2.0
19242,3.0
19243,1.0
19244,3.0
19245,14.0
19246,1.0
19247,3.0
19248,0.0
19249,0.0
19250,0.0
19251,0.0
19252,0.0
19254,3.0
19255,7.0
19256,0.0
19257,25.0
19258,1.0
19259,2.0
19260,1.0
19261,1.0
19262,5.0
19263,1.0
19264,2.0
19265,2.0
19266,5.0
19267,0.0
19268,0.0
19269,3.0
19270,1.0
19271,2.0
19272,2.0
19274,24.0
19277,1.0
19278,0.0
19279,0.0
19280,75.0
19281,0.0
19282,6.0
19283,2.0
19284,0.0
19285,3.0
19286,9.0
19287,3.0
19288,0.0
19289,1.0
19290,29.0
19291,5.0
19293,32.0
19294,0.0
19296,0.0
19297,1.0
19298,3.0
19299,0.0
19300,4.0
19301,1.0
19302,0.0
19303,0.0
19304,2.0
19305,0.0
19306,0.0
19307,0.0
19308,3.0
19309,0.0
19310,0.0
19311,0.0
19314,1.0
19317,1.0
19318,0.0
19319,51.0
19321,0.0
19322,3.0
19323,0.0
19324,2.0
19325,2.0
19326,378.0
19327,1.0
19329,1.0
19330,1.0
19331,50.0
19332,1.0
19333,5.0
19334,0.0
19335,1.0
19901,1.0
20001,1.0
20002,0.0
20003,1.0
20004,0.0
20005,3.0
20006,1.0
20007,0.0
20008,1.0
20009,61.0
20010,4.0
20011,5.0
20012,0.0
20013,171.0
20014,6.0
20015,9.0
20016,10.0
20017,55.0
20018,276.0
20019,106.0
20020,0.0
20021,2.0
20022,4.0
20023,0.0
20024,5.0
20025,10.0
20026,2.0
20027,17.0
20028,82.0
20029,44.0
20030,203.0
20031,1.0
20032,85.0
20033,4.0
20034,43.0
20035,7.0
20036,94.0
20037,2.0
20038,0.0
20039,9.0
20040,223.0
20041,0.0
20042,29.0
20043,11.0
20044,1.0
20045,474.0
20046,9.0
20047,3.0
20048,0.0
20049,29.0
20050,1.0
20051,107.0
20052,9.0
20053,67.0
20054,1.0
20055,112.0
20056,132.0
20057,1.0
20058,4.0
20059,119.0
20060,0.0
20061,74.0
20062,5.0
20063,38.0
20064,51.0
20065,36.0
20066,8.0
20067,201.0
20068,0.0
20069,1264.0
20070,12.0
20071,319.0
20072,17.0
20073,22.0
20074,167.0
20075,8.0
20076,60.0
20077,43.0
20078,55.0
20079,110.0
20080,85.0
20081,52.0
20901,9.0
20902,122.0
20903,186.0
20904,0.0
20905,1.0
20906,0.0
20907,0.0
21001,8.0
21002,163.0
21003,5.0
21004,12.0
21005,264.0
21006,46.0
21007,118.0
21008,15.0
21009,5.0
21010,812.0
21011,13.0
21012,0.0
21013,96.0
21014,13.0
21015,0.0
21016,17.0
21017,43.0
21018,15.0
21019,3.0
21020,4.0
21021,274.0
21022,1.0
21023,29.0
21024,2.0
21025,91.0
21026,4.0
21027,0.0
21028,2.0
21029,5.0
21030,3.0
21031,13.0
21032,19.0
21033,13.0
21034,12.0
21035,76.0
21036,1.0
21037,3.0
21038,8.0
21039,4.0
21040,33.0
21041,1116.0
21042,209.0
21043,10.0
21044,280.0
21045,2.0
21046,12.0
21047,14.0
21048,4.0
21049,30.0
21050,91.0
21051,2.0
21052,82.0
21053,14.0
21054,115.0
21055,66.0
21056,26.0
21057,6.0
21058,12.0
21059,1.0
21060,208.0
21061,32.0
21062,8.0
21063,47.0
21064,38.0
21065,8.0
21066,0.0
21067,5.0
21068,1.0
21069,6.0
21070,36.0
21071,1.0
21072,63.0
21073,9.0
21074,9.0
21075,0.0
21076,24.0
21077,9.0
21078,19.0
21079,15.0
21902,
22001,2.0
22002,0.0
22003,0.0
22004,0.0
22006,10.0
22007,1.0
22008,0.0
22009,4.0
22011,0.0
22012,0.0
22013,0.0
22014,0.0
22015,1.0
22016,3.0
22017,6.0
22018,2.0
22019,0.0
22020,2.0
22021,11.0
22022,1.0
22023,0.0
22024,6.0
22025,5.0
22027,0.0
22028,2.0
22029,1.0
22032,1.0
22035,1.0
22036,2.0
22037,1.0
22039,10.0
22040,1.0
22041,0.0
22042,0.0
22043,0.0
22044,1.0
22045,2.0
22046,2.0
22047,0.0
22048,72.0
22049,0.0
22050,0.0
22051,1.0
22052,3.0
22053,18.0
22054,68.0
22055,0.0
22057,9.0
22058,2.0
22059,32.0
22060,4.0
22061,52.0
22062,0.0
22063,0.0
22064,1.0
22066,6.0
22067,1.0
22068,0.0
22069,10.0
22072,3.0
22074,7.0
22075,1.0
22076,1.0
22077,3.0
22078,24.0
22079,1.0
22080,0.0
22081,1.0
22082,1.0
22083,2.0
22084,9.0
22085,0.0
22086,7.0
22087,0.0
22088,0.0
22089,1.0
22090,0.0
22094,0.0
22095,1.0
22096,1.0
22099,0.0
22102,1.0
22103,4.0
22105,1.0
22106,1.0
22107,0.0
22109,5.0
22110,3.0
22111,1.0
22112,93.0
22113,4.0
22114,0.0
22115,9.0
22116,9.0
22117,16.0
22119,0.0
22122,5.0
22124,0.0
22125,436.0
22126,0.0
22127,5.0
22128,5.0
22129,2.0
22130,237.0
22131,12.0
22133,2.0
22135,1.0
22136,4.0
22137,5.0
22139,0.0
22141,0.0
22142,3.0
22143,6.0
22144,1.0
22149,3.0
22150,4.0
22151,0.0
22155,1.0
22156,3.0
22157,0.0
22158,130.0
22160,2.0
22162,1.0
22163,4.0
22164,0.0
22165,4.0
22167,3.0
22168,0.0
22170,48.0
22172,0.0
22173,6.0
22174,1.0
22175,0.0
22176,0.0
22177,0.0
22178,0.0
22181,0.0
22182,1.0
22184,1.0
22186,4.0
22187,6.0
22188,2.0
22189,0.0
22190,1.0
22193,0.0
22195,0.0
22197,2.0
22199,116.0
22200,2.0
22201,1.0
22202,2.0
22203,0.0
22204,50.0
22205,5.0
22206,4.0
22207,1.0
22208,12.0
22209,0.0
22212,3.0
22213,26.0
22214,4.0
22215,0.0
22217,2.0
22218,0.0
22220,0.0
22221,15.0
22222,6.0
22223,2.0
22225,29.0
22226,6.0
22227,1.0
22228,1.0
22229,0.0
22230,1.0
22232,0.0
22233,0.0
22234,4.0
22235,0.0
22236,1.0
22239,0.0
22242,0.0
22243,0.0
22244,0.0
22245,0.0
22246,0.0
22247,0.0
22248,1.0
22249,6.0
22250,39.0
22251,1.0
22252,0.0
22253,0.0
22254,6.0
22901,3.0
22902,2.0
22903,4.0
22904,2.0
22905,0.0
22906,0.0
22907,11.0
22908,0.0
22909,0.0
23001,3.0
23002,118.0
23003,61.0
23004,4.0
23005,217.0
23006,31.0
23007,31.0
23008,14.0
23009,96.0
23010,74.0
23011,22.0
23012,27.0
23014,8.0
23015,4.0
23016,6.0
23017,11.0
23018,15.0
23019,6.0
23020,8.0
23021,3.0
23024,75.0
23025,12.0
23026,20.0
23027,6.0
23028,52.0
23029,5.0
23030,1.0
23031,2.0
23032,3.0
23033,11.0
23034,18.0
23035,6.0
23037,1.0
23038,23.0
23039,17.0
23040,9.0
23041,3.0
23042,3.0
23043,4.0
23044,25.0
23045,4.0
23046,11.0
23047,31.0
23048,1.0
23049,21.0
23050,840.0
23051,18.0
23052,10.0
23053,54.0
23054,13.0
23055,451.0
23056,13.0
23057,5.0
23058,153.0
23059,22.0
23060,161.0
23061,39.0
23062,9.0
23063,15.0
23064,5.0
23065,25.0
23066,45.0
23067,11.0
23069,41.0
23070,28.0
23071,12.0
23072,19.0
23073,23.0
23074,17.0
23075,13.0
23076,3.0
23077,10.0
23079,24.0
23080,6.0
23081,10.0
23082,23.0
23084,6.0
23085,11.0
23086,107.0
23087,66.0
23088,32.0
23090,5.0
23091,2.0
23092,182.0
23093,14.0
23094,33.0
23095,71.0
23096,23.0
23097,50.0
23098,3.0
23099,15.0
23101,1.0
23901,12.0
23902,13.0
23903,14.0
23904,10.0
23905,6.0
24001,2.0
24002,2.0
24003,8.0
24004,9.0
24005,1.0
24006,9.0
24007,10.0
24008,62.0
24009,5.0
24010,77.0
24011,1.0
24012,7.0
24014,67.0
24015,25.0
24016,4.0
24017,4.0
24018,3.0
24019,3.0
24020,2.0
24021,13.0
24022,0.0
24023,2.0
24024,0.0
24025,4.0
24026,7.0
24027,6.0
24028,4.0
24029,6.0
24030,22.0
24031,4.0
24032,0.0
24033,1.0
24034,17.0
24036,2.0
24037,3.0
24038,13.0
24039,7.0
24040,8.0
24041,5.0
24042,0.0
24043,0.0
24044,1.0
24046,4.0
24047,3.0
24049,6.0
24050,0.0
24051,4.0
24052,0.0
24053,3.0
24054,3.0
24055,5.0
24056,27.0
24057,12.0
24058,1.0
24059,2.0
24060,0.0
24061,9.0
24062,2.0
24063,1.0
24064,17.0
24065,33.0
24066,1.0
24067,0.0
24068,3.0
24069,0.0
24070,10.0
24071,6.0
24073,3.0
24074,1.0
24076,28.0
24077,0.0
24078,2.0
24079,5.0
24080,2.0
24081,2.0
24082,16.0
24083,7.0
24084,2.0
24086,2.0
24087,3.0
24088,7.0
24089,866.0
24090,4.0
24091,2.0
24092,4.0
24093,4.0
24094,19.0
24095,2.0
24096,0.0
24097,2.0
24098,51.0
24099,3.0
24100,6.0
24101,4.0
24102,3.0
24103,3.0
24104,5.0
24105,11.0
24106,2.0
24107,2.0
24108,2.0
24109,3.0
24110,11.0
24112,4.0
24113,1.0
24114,21.0
24115,591.0
24116,4.0
24117,0.0
24118,0.0
24119,2.0
24120,2.0
24121,22.0
24122,4.0
24123,12.0
24124,2.0
24125,4.0
24127,2.0
24129,0.0
24130,4.0
24131,2.0
24132,5.0
24133,4.0
24134,17.0
24136,3.0
24137,28.0
24139,23.0
24141,2.0
24142,178.0
24143,1.0
24144,3.0
24145,4.0
24146,0.0
24148,7.0
24149,0.0
24150,3.0
24151,7.0
24152,7.0
24153,2.0
24154,3.0
24155,4.0
24156,5.0
24157,22.0
24158,3.0
24159,8.0
24160,7.0
24161,8.0
24162,9.0
24163,51.0
24164,6.0
24165,3.0
24166,7.0
24167,4.0
24168,1.0
24169,18.0
24170,13.0
24171,1.0
24172,4.0
24173,5.0
24174,11.0
24175,26.0
24176,0.0
24177,0.0
24178,0.0
24179,1.0
24180,18.0
24181,35.0
24182,10.0
24183,8.0
24184,1.0
24185,5.0
24187,9.0
24188,74.0
24189,74.0
24190,0.0
24191,1.0
24193,2.0
24194,5.0
24196,13.0
24197,5.0
24198,5.0
24199,2.0
24201,7.0
24202,42.0
24203,1.0
24205,17.0
24206,7.0
24207,5.0
24209,19.0
24210,1.0
24211,1.0
24212,9.0
24213,2.0
24214,6.0
24215,4.0
24216,4.0
24217,0.0
24218,3.0
24219,2.0
24221,7.0
24222,145.0
24223,22.0
24224,7.0
24225,10.0
24226,1.0
24227,3.0
24228,3.0
24229,3.0
24230,3.0
24901,5.0
24902,1.0
25001,2.0
25002,5.0
25003,34.0
25004,3.0
25005,1.0
25006,0.0
25007,11.0
25008,2.0
25009,1.0
25010,3.0
25011,110.0
25012,8.0
25013,9.0
25014,0.0
25015,2.0
25016,9.0
25017,0.0
25019,48.0
25020,4.0
25021,17.0
25022,1.0
25023,26.0
25024,5.0
25025,56.0
25027,12.0
25029,6.0
25030,0.0
25031,0.0
25032,1.0
25033,12.0
25034,10.0
25035,0.0
25036,0.0
25037,1.0
25038,21.0
25039,5.0
25040,110.0
25041,2.0
25042,0.0
25043,14.0
25044,0.0
25045,2.0
25046,3.0
25047,6.0
25048,58.0
25049,1.0
25050,19.0
25051,20.0
25052,27.0
25053,13.0
25055,0.0
25056,1.0
25057,2.0
25058,68.0
25059,6.0
25060,1.0
25061,0.0
25062,2.0
25063,0.0
25064,0.0
25067,4.0
25068,0.0
25069,1.0
25070,3.0
25071,0.0
25072,39.0
25073,3.0
25074,0.0
25075,0.0
25076,0.0
25077,11.0
25078,6.0
25079,0.0
25081,0.0
25082,9.0
25085,0.0
25086,9.0
25087,0.0
25088,0.0
25089,0.0
25092,0.0
25093,2.0
25094,1.0
25096,6.0
25097,1.0
25098,2.0
25099,28.0
25100,3.0
25101,4.0
25102,5.0
25103,0.0
25104,0.0
25105,0.0
25109,1.0
25110,51.0
25111,0.0
25112,2.0
25113,1.0
25114,0.0
25115,3.0
25118,2.0
25119,40.0
25120,860.0
25121,10.0
25122,30.0
25123,2.0
25124,0.0
25125,0.0
25126,1.0
25127,2.0
25128,0.0
25129,0.0
25130,0.0
25131,1.0
25132,1.0
25133,0.0
25134,1.0
25135,9.0
25136,0.0
25137,104.0
25138,0.0
25139,3.0
25140,1.0
25141,3.0
25142,0.0
25143,1.0
25145,0.0
25146,0.0
25148,0.0
25149,2.0
25150,0.0
25151,2.0
25152,1.0
25153,0.0
25154,0.0
25155,4.0
25156,5.0
25157,1.0
25158,25.0
25161,1.0
25163,4.0
25164,0.0
25165,0.0
25166,0.0
25167,1.0
25168,2.0
25169,0.0
25170,2.0
25171,8.0
25172,14.0
25173,32.0
25174,1.0
25175,7.0
25176,2.0
25177,4.0
25179,0.0
25180,1.0
25181,1.0
25182,1.0
25183,11.0
