Codigo Municipio,Número de transacciones anuales 2011
25185,3.0
25186,2.0
25189,13.0
25190,1.0
25191,4.0
25192,2.0
25193,16.0
25194,0.0
25196,3.0
25197,0.0
25200,0.0
25201,0.0
25202,4.0
25203,65.0
25204,4.0
25205,0.0
25206,0.0
25207,51.0
25208,4.0
25209,32.0
25210,2.0
25211,1.0
25212,2.0
25215,2.0
25216,2.0
25217,133.0
25218,0.0
25219,1.0
25220,3.0
25221,0.0
25222,0.0
25223,4.0
25224,1.0
25225,1.0
25226,1.0
25227,7.0
25228,29.0
25230,9.0
25231,1.0
25232,10.0
25233,0.0
25234,54.0
25238,2.0
25239,6.0
25240,5.0
25242,4.0
25243,57.0
25244,4.0
25245,17.0
25247,2.0
25248,2.0
25249,0.0
25250,3.0
25251,11.0
25252,2.0
25253,2.0
25254,4.0
25255,2.0
25901,2.0
25902,2.0
25903,1.0
25904,0.0
25905,2.0
25906,4.0
25907,3.0
25908,5.0
25909,2.0
25910,0.0
25911,1.0
25912,3.0
25913,0.0
26001,4.0
26002,7.0
26003,5.0
26004,0.0
26005,18.0
26006,35.0
26007,8.0
26008,9.0
26009,32.0
26010,0.0
26011,127.0
26012,0.0
26013,9.0
26014,13.0
26015,0.0
26016,1.0
26017,4.0
26018,76.0
26019,0.0
26020,12.0
26021,26.0
26022,0.0
26023,0.0
26024,6.0
26025,0.0
26026,8.0
26027,0.0
26028,0.0
26029,0.0
26030,0.0
26031,1.0
26032,0.0
26033,1.0
26034,7.0
26035,0.0
26036,111.0
26037,0.0
26038,2.0
26039,0.0
26040,3.0
26041,0.0
26042,19.0
26043,24.0
26044,1.0
26045,1.0
26046,11.0
26047,22.0
26048,0.0
26049,18.0
26050,16.0
26051,1.0
26052,0.0
26053,1.0
26054,4.0
26055,0.0
26056,22.0
26057,0.0
26058,2.0
26059,11.0
26060,0.0
26061,57.0
26062,1.0
26063,4.0
26064,12.0
26065,0.0
26066,4.0
26067,0.0
26068,4.0
26069,1.0
26070,0.0
26071,104.0
26072,1.0
26073,2.0
26074,0.0
26075,0.0
26076,0.0
26077,0.0
26078,0.0
26079,8.0
26080,2.0
26081,1.0
26082,1.0
26083,5.0
26084,109.0
26086,0.0
26087,10.0
26088,1.0
26089,1037.0
26091,0.0
26092,0.0
26093,1.0
26094,2.0
26095,2.0
26096,4.0
26098,1.0
26099,9.0
26100,0.0
26101,0.0
26102,49.0
26103,25.0
26104,0.0
26105,18.0
26106,1.0
26107,1.0
26108,4.0
26109,1.0
26110,0.0
26111,1.0
26112,3.0
26113,0.0
26114,0.0
26115,1.0
26117,19.0
26118,1.0
26119,2.0
26120,23.0
26121,1.0
26122,2.0
26123,2.0
26124,11.0
26125,18.0
26126,0.0
26127,24.0
26128,6.0
26129,10.0
26130,3.0
26131,0.0
26132,4.0
26134,2.0
26135,0.0
26136,1.0
26138,76.0
26139,4.0
26140,7.0
26141,0.0
26142,10.0
26143,19.0
26144,3.0
26145,4.0
26146,2.0
26147,0.0
26148,0.0
26149,0.0
26150,1.0
26151,3.0
26152,2.0
26153,0.0
26154,0.0
26155,4.0
26157,8.0
26158,4.0
26160,8.0
26161,1.0
26162,3.0
26163,1.0
26164,2.0
26165,2.0
26166,0.0
26167,5.0
26168,46.0
26169,1.0
26170,2.0
26171,2.0
26172,1.0
26173,0.0
26174,1.0
26175,0.0
26176,0.0
26177,2.0
26178,0.0
26179,1.0
26180,3.0
26181,1.0
26183,4.0
27001,27.0
27002,2.0
27003,12.0
27004,7.0
27005,121.0
27006,16.0
27007,11.0
27008,5.0
27009,7.0
27010,14.0
27011,3.0
27012,1.0
27013,33.0
27014,5.0
27015,15.0
27016,91.0
27017,8.0
27018,19.0
27019,249.0
27020,10.0
27021,5.0
27022,40.0
27023,3.0
27024,3.0
27025,18.0
27026,13.0
27027,14.0
27028,594.0
27029,10.0
27030,35.0
27031,140.0
27032,17.0
27033,8.0
27034,2.0
27035,0.0
27037,0.0
27038,4.0
27039,8.0
27040,28.0
27041,12.0
27042,3.0
27043,2.0
27044,6.0
27045,2.0
27046,3.0
27047,9.0
27048,13.0
27049,7.0
27050,23.0
27051,87.0
27052,4.0
27053,2.0
27054,3.0
27055,2.0
27056,6.0
27057,78.0
27058,12.0
27059,6.0
27060,6.0
27061,1.0
27062,3.0
27063,19.0
27064,10.0
27065,60.0
27066,81.0
27901,9.0
27902,134.0
28001,21.0
28002,11.0
28003,2.0
28004,53.0
28005,1726.0
28006,427.0
28007,1547.0
28008,23.0
28009,67.0
28010,76.0
28011,1.0
28012,27.0
28013,457.0
28014,193.0
28015,354.0
28016,2.0
28017,2.0
28018,27.0
28019,6.0
28020,0.0
28021,3.0
28022,258.0
28023,51.0
28024,0.0
28025,3.0
28026,80.0
28027,3.0
28028,190.0
28029,3.0
28030,22.0
28031,24.0
28032,32.0
28033,20.0
28034,0.0
28035,6.0
28036,14.0
28037,9.0
28038,39.0
28039,2.0
28040,194.0
28041,60.0
28042,7.0
28043,173.0
28044,28.0
28045,172.0
28046,24.0
28047,332.0
28048,3.0
28049,423.0
28050,40.0
28051,4.0
28052,24.0
28053,58.0
28054,76.0
28055,4.0
28056,2.0
28057,8.0
28058,1223.0
28059,13.0
28060,5.0
28061,124.0
28062,1.0
28063,4.0
28064,0.0
28065,1692.0
28066,31.0
28067,28.0
28068,80.0
28069,4.0
28070,1.0
28071,3.0
28072,30.0
28073,67.0
28074,769.0
28075,26.0
28076,12.0
28078,2.0
28079,20425.0
28080,305.0
28082,62.0
28083,119.0
28084,63.0
28085,34.0
28086,34.0
28087,11.0
28088,2.0
28089,23.0
28090,38.0
28091,13.0
28092,1720.0
28093,24.0
28094,7.0
28095,19.0
28096,124.0
28097,0.0
28099,15.0
28100,31.0
28101,1.0
28102,4.0
28104,211.0
28106,616.0
28107,1.0
28108,48.0
28109,18.0
28110,16.0
28111,2.0
28112,2.0
28113,255.0
28114,3.0
28115,946.0
28116,5.0
28117,1.0
28118,0.0
28119,15.0
28120,5.0
28121,2.0
28122,6.0
28123,1484.0
28124,0.0
28125,20.0
28126,3.0
28127,546.0
28128,1.0
28129,65.0
28130,223.0
28131,140.0
28132,101.0
28133,47.0
28134,1466.0
28135,8.0
28136,2.0
28137,11.0
28138,0.0
28140,11.0
28141,51.0
28143,0.0
28144,37.0
28145,17.0
28146,17.0
28147,10.0
28148,996.0
28149,66.0
28150,19.0
28151,20.0
28152,181.0
28153,6.0
28154,20.0
28155,1.0
28156,3.0
28157,2.0
28158,1.0
28159,4.0
28160,87.0
28161,678.0
28162,22.0
28163,6.0
28164,15.0
28165,9.0
28166,2.0
28167,74.0
28168,8.0
28169,7.0
28170,13.0
28171,29.0
28172,317.0
28173,3.0
28174,7.0
28175,18.0
28176,146.0
28177,66.0
28178,7.0
28179,11.0
28180,32.0
28181,121.0
28182,0.0
28183,2.0
28901,9.0
28902,3.0
28903,197.0
29001,30.0
29002,21.0
29003,3.0
29004,0.0
29005,65.0
29006,4.0
29007,233.0
29008,85.0
29009,5.0
29010,7.0
29011,18.0
29012,91.0
29013,4.0
29014,0.0
29015,248.0
29016,6.0
29017,86.0
29018,4.0
29019,2.0
29020,8.0
29021,0.0
29022,3.0
29023,394.0
29024,1.0
29025,1312.0
29026,5.0
29027,5.0
29028,17.0
29029,1.0
29030,1.0
29031,15.0
29032,39.0
29033,14.0
29034,12.0
29035,4.0
29036,2.0
29037,3.0
29038,209.0
29039,13.0
29040,10.0
29041,235.0
29042,80.0
29043,12.0
29044,6.0
29045,46.0
29046,13.0
29047,1.0
29048,9.0
29049,10.0
29050,1.0
29051,1277.0
29052,0.0
29053,66.0
29054,853.0
29055,29.0
29056,4.0
29057,1.0
29058,8.0
29059,9.0
29060,4.0
29061,7.0
29062,2.0
29063,4.0
29064,4.0
29065,1.0
29066,1.0
29067,3485.0
29068,740.0
29069,2208.0
29070,1667.0
29071,5.0
29072,28.0
29073,2.0
29074,8.0
29075,453.0
29076,90.0
29077,4.0
29079,18.0
29080,87.0
29081,1.0
29082,585.0
29083,6.0
29084,240.0
29085,1.0
29086,11.0
29087,7.0
29088,14.0
29089,37.0
29090,16.0
29091,465.0
29092,1.0
29093,6.0
29094,989.0
29095,24.0
29096,3.0
29097,20.0
29098,2.0
29099,16.0
29100,10.0
29901,908.0
29902,0.0
29903,
29904,
30001,27.0
30002,49.0
30003,389.0
30004,3.0
30005,201.0
30006,4.0
30007,37.0
30008,442.0
30009,168.0
30010,86.0
30011,32.0
30012,66.0
30013,71.0
30014,16.0
30015,133.0
30016,1558.0
30017,67.0
30018,95.0
30019,155.0
30020,57.0
30021,67.0
30022,139.0
30023,40.0
30024,319.0
30025,58.0
30026,578.0
30027,447.0
30028,49.0
30029,70.0
30030,2680.0
30031,4.0
30032,12.0
30033,79.0
30034,4.0
30035,525.0
30036,291.0
30037,445.0
30038,78.0
30039,192.0
30040,2.0
30041,177.0
30042,18.0
30043,166.0
30901,53.0
30902,253.0
31001,17.0
31002,1.0
31003,0.0
31004,0.0
31005,4.0
31006,14.0
31007,0.0
31008,0.0
31009,3.0
31010,59.0
31011,2.0
31012,2.0
31013,2.0
31014,12.0
31015,8.0
31016,116.0
31017,0.0
31018,5.0
31019,26.0
31020,4.0
31021,1.0
31022,0.0
31023,482.0
31024,2.0
31025,5.0
31026,0.0
31027,22.0
31028,0.0
31029,4.0
31030,2.0
31031,5.0
31032,15.0
31033,0.0
31034,0.0
31035,0.0
31036,5.0
31037,0.0
31038,14.0
31039,0.0
31040,1.0
31041,38.0
31042,22.0
31043,1.0
31044,0.0
31045,3.0
31046,0.0
31047,0.0
31048,1.0
31049,7.0
31050,32.0
31051,2.0
31052,0.0
31053,3.0
31054,6.0
31055,3.0
31056,1.0
31057,19.0
31058,1.0
31059,1.0
31060,277.0
31061,0.0
31062,1.0
31063,1.0
31064,12.0
31065,19.0
31066,5.0
31067,2.0
31068,25.0
31069,3.0
31070,21.0
31071,0.0
31072,40.0
31073,0.0
31074,3.0
31075,0.0
31076,25.0
31077,36.0
31078,5.0
31079,1.0
31080,2.0
31081,1.0
31082,3.0
31083,1.0
31084,13.0
31085,12.0
31086,201.0
31087,1.0
31088,49.0
31089,6.0
31090,0.0
31091,1.0
31092,3.0
31093,2.0
31094,0.0
31095,0.0
31096,0.0
31097,63.0
31098,15.0
31099,0.0
31100,0.0
31101,15.0
31102,1.0
31103,0.0
31104,11.0
31105,6.0
31106,4.0
31107,5.0
31108,22.0
31109,41.0
31110,3.0
31111,0.0
31112,1.0
31113,0.0
31114,0.0
31115,0.0
31116,1.0
31117,5.0
31118,0.0
31119,0.0
31120,4.0
31121,0.0
31122,159.0
31123,4.0
31124,0.0
31125,1.0
31126,0.0
31127,1.0
31128,3.0
31129,2.0
31130,9.0
31131,8.0
31132,0.0
31133,1.0
31134,0.0
31135,1.0
31136,1.0
31137,0.0
31138,7.0
31139,5.0
31140,0.0
31141,0.0
31142,4.0
31143,1.0
31144,3.0
31145,1.0
31146,0.0
31147,0.0
31148,1.0
31149,52.0
31150,1.0
31151,0.0
31152,11.0
31153,19.0
31154,0.0
31155,0.0
31156,1.0
31157,24.0
31158,2.0
31159,4.0
31160,1.0
31161,3.0
31162,0.0
31163,11.0
31164,2.0
31165,21.0
31166,1.0
31167,5.0
31168,0.0
31169,21.0
31170,0.0
31171,11.0
31172,1.0
31173,1.0
31174,0.0
31175,4.0
31176,20.0
31177,3.0
31178,2.0
31179,2.0
31180,2.0
31181,0.0
31182,0.0
31183,9.0
31184,0.0
31185,3.0
31186,1.0
31187,0.0
31188,0.0
31189,3.0
31190,1.0
31191,50.0
31192,2.0
31193,7.0
31194,1.0
31195,1.0
31196,0.0
31197,0.0
31198,1.0
31199,0.0
31200,4.0
31201,1433.0
31202,35.0
31203,0.0
31204,0.0
31205,2.0
31206,14.0
31207,6.0
31208,19.0
31209,2.0
31210,0.0
31211,0.0
31212,0.0
31213,2.0
31214,3.0
31215,84.0
31216,41.0
31217,2.0
31219,0.0
31220,5.0
31221,10.0
31222,0.0
31223,4.0
31224,3.0
31225,0.0
31226,4.0
31227,69.0
31228,1.0
31229,0.0
31230,2.0
31231,0.0
31232,272.0
31233,1.0
31234,5.0
31235,0.0
31236,3.0
31237,0.0
31238,1.0
31239,1.0
31240,0.0
31241,3.0
31242,2.0
31243,5.0
31244,0.0
31245,1.0
31246,0.0
31247,0.0
31248,1.0
31249,8.0
31250,10.0
31251,24.0
31252,0.0
31253,1.0
31254,12.0
31255,0.0
31256,0.0
31257,11.0
31258,75.0
31259,4.0
31260,5.0
31261,2.0
31262,2.0
31263,2.0
31264,0.0
31265,4.0
31901,67.0
31902,167.0
31903,175.0
31904,10.0
31905,13.0
31906,20.0
31907,70.0
31908,14.0
32001,94.0
32002,12.0
32003,4.0
32004,4.0
32005,0.0
32006,8.0
32007,1.0
32008,171.0
32009,74.0
32010,1.0
32011,4.0
32012,1.0
32013,3.0
32014,4.0
32015,4.0
32016,6.0
32017,3.0
32018,2.0
32019,122.0
32020,3.0
32021,2.0
32022,4.0
32023,14.0
32024,59.0
32025,5.0
32026,14.0
32027,2.0
32028,1.0
32029,1.0
32030,3.0
32031,11.0
32032,114.0
32033,3.0
32034,12.0
32035,1.0
32036,10.0
32037,1.0
32038,0.0
32039,3.0
32040,6.0
32041,0.0
32042,4.0
32043,21.0
32044,0.0
32045,9.0
32046,4.0
32047,7.0
32048,2.0
32049,4.0
32050,5.0
32051,5.0
32052,15.0
32053,3.0
32054,519.0
32055,5.0
32056,4.0
32057,3.0
32058,38.0
32059,5.0
32060,6.0
32061,2.0
32062,3.0
32063,19.0
32064,0.0
32065,1.0
32066,1.0
32067,2.0
32068,9.0
32069,16.0
32070,3.0
32071,2.0
32072,30.0
32073,3.0
32074,8.0
32075,50.0
32076,3.0
32077,8.0
32078,5.0
32079,5.0
32080,4.0
32081,8.0
32082,1.0
32083,3.0
32084,0.0
32085,89.0
32086,20.0
32087,8.0
32088,3.0
32089,6.0
32090,6.0
32091,4.0
32092,1.0
33001,20.0
33002,76.0
33003,7.0
33004,432.0
33005,16.0
33006,5.0
33007,5.0
33008,35.0
33009,15.0
33010,11.0
33011,21.0
33012,52.0
33013,14.0
33014,55.0
33015,11.0
33016,187.0
33017,32.0
33018,21.0
33019,34.0
33020,104.0
33021,21.0
33022,1.0
33023,1.0
33024,2009.0
33025,143.0
33026,62.0
33027,1.0
33028,8.0
33029,2.0
33030,1.0
33031,254.0
33032,127.0
33033,50.0
33034,68.0
33035,85.0
33036,288.0
33037,321.0
33038,12.0
33039,27.0
33040,30.0
33041,40.0
33042,35.0
33043,9.0
33044,1666.0
33045,37.0
33046,7.0
33047,14.0
33048,0.0
33049,37.0
33050,5.0
33051,32.0
33052,4.0
33053,27.0
33054,10.0
33055,26.0
33056,38.0
33057,4.0
33058,8.0
33059,26.0
33060,94.0
33061,2.0
33062,2.0
33063,0.0
33064,4.0
33065,4.0
33066,347.0
33067,2.0
33068,13.0
33069,58.0
33070,34.0
33071,4.0
33072,23.0
33073,32.0
33074,30.0
33075,0.0
33076,114.0
33077,5.0
33078,0.0
34001,0.0
34003,0.0
34004,50.0
34005,9.0
34006,1.0
34009,0.0
34010,1.0
34011,4.0
34012,3.0
34015,1.0
34017,6.0
34018,1.0
34019,1.0
34020,2.0
34022,28.0
34023,47.0
34024,0.0
34025,0.0
34027,25.0
34028,0.0
34029,6.0
34031,0.0
34032,0.0
34033,0.0
34034,1.0
34035,0.0
34036,3.0
34037,2.0
34038,3.0
34039,0.0
34041,2.0
34042,2.0
34045,1.0
34046,1.0
34047,27.0
34048,0.0
34049,3.0
34050,0.0
34051,0.0
34052,0.0
34053,0.0
34055,6.0
34056,41.0
34057,6.0
34058,3.0
34059,1.0
34060,1.0
34061,2.0
34062,0.0
34063,0.0
34066,2.0
34067,0.0
34068,1.0
34069,8.0
34070,2.0
34071,0.0
34072,0.0
34073,0.0
34074,8.0
34076,4.0
34077,8.0
34079,24.0
34080,30.0
34081,0.0
34082,0.0
34083,25.0
34084,0.0
34086,0.0
34087,4.0
34088,3.0
34089,1.0
34091,0.0
34092,2.0
34093,0.0
34094,0.0
34096,2.0
34098,10.0
34099,0.0
34100,0.0
34101,1.0
34102,0.0
34103,0.0
34104,0.0
34106,0.0
34107,0.0
34108,6.0
34109,1.0
34110,2.0
34112,0.0
34113,0.0
34114,1.0
34116,0.0
34120,415.0
34121,2.0
34122,1.0
34123,11.0
34124,0.0
34125,0.0
34126,0.0
34127,1.0
34129,1.0
34130,5.0
34131,0.0
34132,1.0
34133,1.0
34134,0.0
34135,12.0
34136,0.0
34137,0.0
34139,0.0
34140,0.0
34141,3.0
34143,4.0
34146,0.0
34147,1.0
34149,2.0
34151,0.0
34152,4.0
34154,0.0
34155,0.0
34156,1.0
34157,35.0
34158,4.0
34159,5.0
34160,0.0
34161,0.0
34163,1.0
34165,3.0
34167,0.0
34168,2.0
34169,3.0
34170,1.0
34171,6.0
34174,1.0
34175,0.0
34176,3.0
34177,1.0
34178,1.0
34179,0.0
34180,1.0
34181,11.0
34182,9.0
34184,0.0
34185,0.0
34186,2.0
34189,0.0
34190,1.0
34192,3.0
34196,1.0
34199,7.0
34201,0.0
34202,0.0
34204,0.0
34205,1.0
34206,13.0
34208,0.0
34210,0.0
34211,0.0
34213,0.0
34214,0.0
34215,2.0
34216,1.0
34217,21.0
34218,4.0
34220,0.0
34221,2.0
34222,0.0
34223,1.0
34224,0.0
34225,53.0
34227,0.0
34228,1.0
34229,1.0
34230,0.0
34231,3.0
34232,10.0
34233,2.0
34234,0.0
34236,4.0
34237,16.0
34238,3.0
34240,0.0
34241,0.0
34242,1.0
34243,2.0
34245,3.0
34246,0.0
34901,15.0
34902,2.0
34903,2.0
34904,2.0
35001,22.0
35002,127.0
35003,208.0
35004,345.0
35005,4.0
35006,157.0
35007,10.0
35008,27.0
35009,72.0
35010,27.0
35011,124.0
35012,659.0
35013,25.0
35014,291.0
35015,173.0
35016,1842.0
35017,264.0
35018,72.0
35019,944.0
35020,15.0
35021,50.0
35022,439.0
35023,48.0
35024,174.0
35025,3.0
35026,594.0
35027,45.0
35028,336.0
35029,15.0
35030,48.0
35031,20.0
35032,8.0
35033,26.0
35034,212.0
36001,8.0
36002,6.0
36003,91.0
36004,43.0
36005,30.0
36006,74.0
36007,2.0
36008,139.0
36009,31.0
36010,18.0
36013,9.0
36014,6.0
36015,7.0
36016,2.0
36017,60.0
36018,16.0
36019,4.0
36020,13.0
36021,37.0
36022,45.0
36023,92.0
36024,151.0
36025,3.0
36026,126.0
36027,22.0
36028,8.0
36029,39.0
36030,12.0
36031,5.0
36032,10.0
36033,31.0
36034,5.0
36035,71.0
36036,9.0
36037,3.0
36038,528.0
36039,156.0
36040,3.0
36041,103.0
36042,172.0
36043,15.0
36044,10.0
36045,65.0
36046,14.0
36047,8.0
36048,13.0
36049,35.0
36050,39.0
36051,311.0
36052,36.0
36053,23.0
36054,46.0
36055,56.0
36056,17.0
36057,1401.0
36058,10.0
36059,15.0
36060,248.0
36061,51.0
36901,23.0
36902,
37001,1.0
37002,1.0
37003,0.0
37004,0.0
37005,0.0
37006,1.0
37007,1.0
37008,47.0
37009,3.0
37010,7.0
37011,3.0
37012,1.0
37013,2.0
37014,8.0
37015,4.0
37016,7.0
37017,4.0
37018,0.0
37019,0.0
37020,3.0
37021,0.0
37022,0.0
37023,180.0
37024,0.0
37025,2.0
37026,1.0
37027,1.0
37028,1.0
37029,0.0
37030,0.0
37031,1.0
37032,6.0
37033,1.0
37034,0.0
37035,0.0
37036,1.0
37037,0.0
37038,4.0
37039,0.0
37040,1.0
37041,0.0
37042,1.0
37044,3.0
37045,0.0
37046,97.0
37047,0.0
37049,0.0
37050,0.0
37051,0.0
37052,2.0
37054,2.0
37055,1.0
37056,1.0
37057,2.0
37058,0.0
37059,0.0
37060,2.0
37061,0.0
37062,0.0
37063,0.0
37065,0.0
37067,29.0
37068,1.0
37069,7.0
37070,1.0
37071,0.0
37072,0.0
37073,10.0
37074,1.0
37077,3.0
37078,14.0
37079,2.0
37080,1.0
37081,9.0
37082,6.0
37083,3.0
37085,31.0
37086,0.0
37087,14.0
37088,1.0
37089,0.0
37090,4.0
37091,2.0
37092,80.0
37096,2.0
37097,0.0
37098,1.0
37099,0.0
37100,1.0
37101,1.0
37102,0.0
37103,1.0
37104,1.0
37106,3.0
37107,104.0
37108,1.0
37109,0.0
37110,3.0
37112,3.0
37113,1.0
37114,2.0
37115,0.0
37116,0.0
37117,27.0
37118,0.0
37119,4.0
37120,0.0
37121,3.0
37122,1.0
37123,0.0
37124,1.0
37125,0.0
37126,0.0
37127,2.0
37128,0.0
37129,1.0
37130,0.0
37131,2.0
37132,5.0
37133,0.0
37134,2.0
37135,32.0
37136,8.0
37137,0.0
37138,0.0
37139,0.0
37140,11.0
37141,1.0
37142,6.0
37143,2.0
37144,5.0
37145,5.0
37146,2.0
37147,0.0
37148,3.0
37149,0.0
37150,0.0
37151,1.0
37152,1.0
37154,0.0
37155,1.0
37156,14.0
37157,0.0
37158,0.0
37159,0.0
37160,3.0
37161,1.0
37162,3.0
37163,0.0
37164,2.0
37165,0.0
37166,2.0
37167,2.0
37168,4.0
37169,0.0
37170,8.0
37171,11.0
37172,5.0
37173,9.0
37174,1.0
37175,0.0
37176,1.0
37177,5.0
37178,1.0
37179,1.0
37180,0.0
37181,2.0
37182,0.0
37183,0.0
37184,0.0
37185,6.0
37186,0.0
37187,3.0
37188,3.0
37189,0.0
37190,1.0
37191,1.0
37192,9.0
37193,2.0
37194,1.0
37195,0.0
37196,0.0
37197,2.0
37198,1.0
37199,0.0
37200,2.0
37201,1.0
37202,5.0
37203,1.0
37204,1.0
37205,3.0
37206,0.0
37207,34.0
37208,0.0
37209,3.0
37211,1.0
37212,1.0
37213,0.0
37214,1.0
37215,2.0
37216,0.0
37217,0.0
37218,0.0
37219,1.0
37221,1.0
37222,0.0
37223,1.0
37224,0.0
37225,1.0
37226,1.0
37228,0.0
37229,1.0
37230,5.0
37231,3.0
37232,5.0
37233,1.0
37234,3.0
37235,2.0
37236,1.0
37237,2.0
37238,1.0
37239,1.0
37240,20.0
37241,0.0
37242,0.0
37243,0.0
37244,0.0
37245,6.0
37246,65.0
37247,4.0
37248,1.0
37249,0.0
37250,4.0
37251,0.0
37252,1.0
37253,3.0
37254,0.0
37255,0.0
37256,0.0
37257,0.0
37258,0.0
37259,0.0
37260,1.0
37261,3.0
37262,2.0
37263,2.0
37264,1.0
37265,0.0
37266,1.0
37267,0.0
37268,2.0
37269,1.0
37270,1.0
37271,2.0
37272,0.0
37273,0.0
37274,1043.0
37275,2.0
37276,0.0
37277,0.0
37278,12.0
37279,4.0
37280,0.0
37281,0.0
37282,2.0
37283,0.0
37284,1.0
37285,3.0
37286,5.0
37287,0.0
37288,3.0
37289,0.0
37290,0.0
37291,1.0
37292,3.0
37293,0.0
37294,190.0
37296,0.0
37297,0.0
37298,1.0
37299,0.0
37300,3.0
37301,0.0
37302,2.0
37303,1.0
37304,1.0
37305,0.0
37306,2.0
37307,0.0
37309,0.0
37310,0.0
37311,4.0
37312,2.0
37313,4.0
37314,0.0
37315,1.0
37316,5.0
37317,1.0
37318,0.0
37319,0.0
37320,0.0
37321,1.0
37322,19.0
37323,1.0
37324,0.0
37325,1.0
37327,1.0
37328,0.0
37329,0.0
37330,1.0
37331,0.0
37332,0.0
37333,1.0
37334,0.0
37335,2.0
37336,0.0
37337,2.0
37338,0.0
37339,2.0
37340,1.0
37341,2.0
37342,0.0
37343,1.0
37344,0.0
37345,0.0
37346,2.0
37347,3.0
37348,0.0
37349,0.0
37350,1.0
37351,1.0
37352,0.0
37353,0.0
37354,128.0
37355,3.0
37356,0.0
37357,3.0
37358,1.0
37359,1.0
37360,2.0
37361,1.0
37362,48.0
37363,0.0
37364,2.0
37365,1.0
37366,0.0
37367,0.0
37368,1.0
37369,0.0
37370,2.0
37371,0.0
37372,0.0
37373,3.0
37374,2.0
37375,2.0
37376,34.0
37377,0.0
37378,0.0
37379,0.0
37380,2.0
37381,2.0
37382,3.0
38001,1093.0
38002,0.0
38003,13.0
38004,39.0
38005,50.0
38006,1192.0
38007,9.0
38008,22.0
38009,38.0
38010,27.0
38011,141.0
38012,4.0
38013,19.0
38014,3.0
38015,13.0
38016,10.0
38017,369.0
38018,21.0
38019,88.0
38020,110.0
38021,8.0
38022,109.0
38023,606.0
38024,132.0
38025,71.0
38026,127.0
38027,31.0
38028,412.0
38029,6.0
38030,24.0
38031,160.0
38032,76.0
38033,13.0
38034,8.0
38035,321.0
38036,73.0
38037,41.0
38038,813.0
38039,57.0
38040,313.0
38041,33.0
38042,25.0
38043,186.0
38044,6.0
38045,62.0
38046,32.0
38047,17.0
38048,8.0
38049,22.0
38050,9.0
38051,23.0
38052,0.0
38053,13.0
38901,1.0
39001,22.0
39002,35.0
39003,3.0
39004,9.0
39005,14.0
39006,30.0
39007,2.0
39008,124.0
39009,61.0
39010,3.0
39011,28.0
39012,46.0
39013,0.0
39014,3.0
39015,10.0
39016,173.0
39017,11.0
39018,47.0
39019,54.0
39020,285.0
39021,0.0
39022,5.0
39023,106.0
39024,43.0
39025,30.0
39026,12.0
39027,21.0
39028,124.0
39029,9.0
39030,17.0
39031,38.0
39032,14.0
39033,0.0
39034,2.0
39035,137.0
39036,5.0
39037,5.0
39038,35.0
39039,4.0
39040,27.0
39041,4.0
39042,60.0
39043,37.0
39044,55.0
39045,1.0
39046,8.0
39047,141.0
39048,18.0
39049,3.0
39050,3.0
39051,0.0
39052,219.0
39053,4.0
39054,55.0
39055,12.0
39056,8.0
39057,50.0
39058,7.0
39059,77.0
39060,71.0
39061,58.0
39062,17.0
39063,13.0
39064,5.0
39065,3.0
39066,4.0
39067,3.0
39068,19.0
39069,13.0
39070,0.0
39071,1.0
39072,5.0
39073,244.0
39074,84.0
39075,1122.0
39076,150.0
39077,2.0
39078,12.0
39079,203.0
39080,44.0
39081,2.0
39082,8.0
39083,10.0
39084,9.0
39085,101.0
39086,2.0
39087,376.0
39088,0.0
39089,0.0
39090,16.0
39091,7.0
39092,7.0
39093,3.0
39094,20.0
39095,52.0
39096,4.0
39097,2.0
39098,13.0
39099,31.0
39100,2.0
39101,1.0
39102,98.0
40001,2.0
40002,0.0
40003,3.0
40004,8.0
40005,0.0
40006,1.0
40007,0.0
40008,4.0
40009,1.0
40010,1.0
40012,2.0
40013,1.0
40014,0.0
40015,1.0
40016,1.0
40017,0.0
40018,0.0
40019,0.0
40020,2.0
40021,0.0
40022,2.0
40024,21.0
40025,1.0
40026,1.0
40028,1.0
40029,0.0
40030,3.0
40031,25.0
40032,4.0
40033,2.0
40034,1.0
40035,1.0
40036,5.0
40037,0.0
40039,0.0
40040,21.0
40041,23.0
40043,4.0
40044,0.0
40045,1.0
40046,3.0
40047,0.0
40048,0.0
40049,0.0
40051,0.0
40052,0.0
40053,0.0
40054,4.0
40055,0.0
40056,0.0
40057,12.0
40058,3.0
40059,1.0
40060,0.0
40061,0.0
40062,0.0
40063,59.0
40065,1.0
40068,0.0
40069,0.0
40070,0.0
40071,1.0
40072,4.0
40073,3.0
40074,1.0
40075,0.0
40076,98.0
40077,15.0
40078,1.0
40079,6.0
40080,1.0
40081,0.0
40082,0.0
40083,2.0
40084,0.0
40086,1.0
40087,2.0
40088,1.0
40089,2.0
40091,0.0
40092,3.0
40093,1.0
40094,9.0
40095,1.0
40097,11.0
40099,0.0
40100,2.0
40101,55.0
40103,1.0
40104,9.0
40105,1.0
40106,3.0
40107,1.0
40108,0.0
40109,2.0
40110,3.0
40111,0.0
40112,35.0
40113,2.0
40115,2.0
40118,1.0
40119,0.0
40120,1.0
40121,3.0
40122,7.0
40123,4.0
40124,1.0
40125,0.0
40126,1.0
