Totales Territoriales;Provincias;Municipios;Grupos CNAE;Periodo;Total
Total Nacional;45 Toledo;45152 San Martín de Pusa;Total;2020;31
Total Nacional;45 Toledo;45153 San Pablo de los Montes;Total;2020;171
Total Nacional;45 Toledo;45154 San Román de los Montes;Total;2020;139
Total Nacional;45 Toledo;45155 Santa Ana de Pusa;Total;2020;10
Total Nacional;45 Toledo;45156 Santa Cruz de la Zarza;Total;2020;278
Total Nacional;45 Toledo;45157 Santa Cruz del Retamar;Total;2020;219
Total Nacional;45 Toledo;45158 Santa Olalla;Total;2020;207
Total Nacional;45 Toledo;45159 Sartajada;Total;2020;6
Total Nacional;45 Toledo;45160 Segurilla;Total;2020;56
Total Nacional;45 Toledo;45161 Seseña;Total;2020;1.553
Total Nacional;45 Toledo;45162 Sevilleja de la Jara;Total;2020;33
Total Nacional;45 Toledo;45163 Sonseca;Total;2020;691
Total Nacional;45 Toledo;45164 Sotillo de las Palomas;Total;2020;5
Total Nacional;45 Toledo;45165 Talavera de la Reina;Total;2020;5.264
Total Nacional;45 Toledo;45166 Tembleque;Total;2020;147
Total Nacional;45 Toledo;45167 Toboso, El;Total;2020;94
Total Nacional;45 Toledo;45168 Toledo;Total;2020;5.991
Total Nacional;45 Toledo;45169 Torralba de Oropesa;Total;2020;20
Total Nacional;45 Toledo;45170 Torrecilla de la Jara;Total;2020;6
Total Nacional;45 Toledo;45171 Torre de Esteban Hambrán, La;Total;2020;124
Total Nacional;45 Toledo;45172 Torrico;Total;2020;49
Total Nacional;45 Toledo;45173 Torrijos;Total;2020;1.051
Total Nacional;45 Toledo;45174 Totanés;Total;2020;26
Total Nacional;45 Toledo;45175 Turleque;Total;2020;38
Total Nacional;45 Toledo;45176 Ugena;Total;2020;358
Total Nacional;45 Toledo;45177 Urda;Total;2020;149
Total Nacional;45 Toledo;45179 Valdeverdeja;Total;2020;32
Total Nacional;45 Toledo;45180 Valmojado;Total;2020;280
Total Nacional;45 Toledo;45181 Velada;Total;2020;154
Total Nacional;45 Toledo;45182 Ventas con Peña Aguilera, Las;Total;2020;116
Total Nacional;45 Toledo;45183 Ventas de Retamosa, Las;Total;2020;241
Total Nacional;45 Toledo;45184 Ventas de San Julián, Las;Total;2020;10
Total Nacional;45 Toledo;45185 Villacañas;Total;2020;544
Total Nacional;45 Toledo;45186 Villa de Don Fadrique, La;Total;2020;229
Total Nacional;45 Toledo;45187 Villafranca de los Caballeros;Total;2020;283
Total Nacional;45 Toledo;45188 Villaluenga de la Sagra;Total;2020;224
Total Nacional;45 Toledo;45189 Villamiel de Toledo;Total;2020;44
Total Nacional;45 Toledo;45190 Villaminaya;Total;2020;29
Total Nacional;45 Toledo;45191 Villamuelas;Total;2020;28
Total Nacional;45 Toledo;45192 Villanueva de Alcardete;Total;2020;165
Total Nacional;45 Toledo;45193 Villanueva de Bogas;Total;2020;35
Total Nacional;45 Toledo;45194 Villarejo de Montalbán;Total;2020;.
Total Nacional;45 Toledo;45195 Villarrubia de Santiago;Total;2020;127
Total Nacional;45 Toledo;45196 Villaseca de la Sagra;Total;2020;75
Total Nacional;45 Toledo;45197 Villasequilla;Total;2020;126
Total Nacional;45 Toledo;45198 Villatobas;Total;2020;108
Total Nacional;45 Toledo;45199 Viso de San Juan, El;Total;2020;286
Total Nacional;45 Toledo;45200 Yébenes, Los;Total;2020;411
Total Nacional;45 Toledo;45201 Yeles;Total;2020;408
Total Nacional;45 Toledo;45202 Yepes;Total;2020;251
Total Nacional;45 Toledo;45203 Yuncler;Total;2020;257
Total Nacional;45 Toledo;45204 Yunclillos;Total;2020;44
Total Nacional;45 Toledo;45205 Yuncos;Total;2020;784
Total Nacional;45 Toledo;45901 Santo Domingo-Caudilla;Total;2020;77
Total Nacional;46 Valencia/València;46001 Ademuz;Total;2020;75
Total Nacional;46 Valencia/València;46002 Ador;Total;2020;96
Total Nacional;46 Valencia/València;46003 Atzeneta d'Albaida;Total;2020;100
Total Nacional;46 Valencia/València;46004 Agullent;Total;2020;221
Total Nacional;46 Valencia/València;46005 Alaquàs;Total;2020;1.844
Total Nacional;46 Valencia/València;46006 Albaida;Total;2020;546
Total Nacional;46 Valencia/València;46007 Albal;Total;2020;992
Total Nacional;46 Valencia/València;46008 Albalat de la Ribera;Total;2020;215
Total Nacional;46 Valencia/València;46009 Albalat dels Sorells;Total;2020;272
Total Nacional;46 Valencia/València;46010 Albalat dels Tarongers;Total;2020;69
Total Nacional;46 Valencia/València;46011 Alberic;Total;2020;647
Total Nacional;46 Valencia/València;46012 Alborache;Total;2020;60
Total Nacional;46 Valencia/València;46013 Alboraia/Alboraya;Total;2020;1.869
Total Nacional;46 Valencia/València;46014 Albuixech;Total;2020;254
Total Nacional;46 Valencia/València;46015 Alcàsser;Total;2020;692
Total Nacional;46 Valencia/València;46016 Alcàntera de Xúquer;Total;2020;69
Total Nacional;46 Valencia/València;46017 Alzira;Total;2020;2.960
Total Nacional;46 Valencia/València;46018 Alcublas;Total;2020;28
Total Nacional;46 Valencia/València;46019 Alcúdia, l';Total;2020;769
Total Nacional;46 Valencia/València;46020 Alcúdia de Crespins, l';Total;2020;308
Total Nacional;46 Valencia/València;46021 Aldaia;Total;2020;1.989
Total Nacional;46 Valencia/València;46022 Alfafar;Total;2020;1.054
Total Nacional;46 Valencia/València;46023 Alfauir;Total;2020;29
Total Nacional;46 Valencia/València;46024 Alfara de la Baronia;Total;2020;31
Total Nacional;46 Valencia/València;46025 Alfara del Patriarca;Total;2020;181
Total Nacional;46 Valencia/València;46026 Alfarp;Total;2020;83
Total Nacional;46 Valencia/València;46027 Alfarrasí;Total;2020;69
Total Nacional;46 Valencia/València;46028 Algar de Palancia;Total;2020;37
Total Nacional;46 Valencia/València;46029 Algemesí;Total;2020;1.557
Total Nacional;46 Valencia/València;46030 Algímia d'Alfara;Total;2020;65
Total Nacional;46 Valencia/València;46031 Alginet;Total;2020;869
Total Nacional;46 Valencia/València;46032 Almàssera;Total;2020;410
Total Nacional;46 Valencia/València;46033 Almiserà;Total;2020;13
Total Nacional;46 Valencia/València;46034 Almoines;Total;2020;188
Total Nacional;46 Valencia/València;46035 Almussafes;Total;2020;536
Total Nacional;46 Valencia/València;46036 Alpuente;Total;2020;36
Total Nacional;46 Valencia/València;46037 Alqueria de la Comtessa, l';Total;2020;116
Total Nacional;46 Valencia/València;46038 Andilla;Total;2020;10
Total Nacional;46 Valencia/València;46039 Anna;Total;2020;146
Total Nacional;46 Valencia/València;46040 Antella;Total;2020;46
Total Nacional;46 Valencia/València;46041 Aras de los Olmos;Total;2020;25
Total Nacional;46 Valencia/València;46042 Aielo de Malferit;Total;2020;279
Total Nacional;46 Valencia/València;46043 Aielo de Rugat;Total;2020;17
Total Nacional;46 Valencia/València;46044 Ayora;Total;2020;421
Total Nacional;46 Valencia/València;46045 Barxeta;Total;2020;82
Total Nacional;46 Valencia/València;46046 Barx;Total;2020;81
Total Nacional;46 Valencia/València;46047 Bèlgida;Total;2020;52
Total Nacional;46 Valencia/València;46048 Bellreguard;Total;2020;282
Total Nacional;46 Valencia/València;46049 Bellús;Total;2020;17
Total Nacional;46 Valencia/València;46050 Benagéber;Total;2020;13
Total Nacional;46 Valencia/València;46051 Benaguasil;Total;2020;669
Total Nacional;46 Valencia/València;46052 Benavites;Total;2020;36
Total Nacional;46 Valencia/València;46053 Beneixida;Total;2020;62
Total Nacional;46 Valencia/València;46054 Benetússer;Total;2020;822
Total Nacional;46 Valencia/València;46055 Beniarjó;Total;2020;143
Total Nacional;46 Valencia/València;46056 Beniatjar;Total;2020;12
Total Nacional;46 Valencia/València;46057 Benicolet;Total;2020;38
Total Nacional;46 Valencia/València;46058 Benifairó de les Valls;Total;2020;108
Total Nacional;46 Valencia/València;46059 Benifairó de la Valldigna;Total;2020;79
Total Nacional;46 Valencia/València;46060 Benifaió;Total;2020;759
Total Nacional;46 Valencia/València;46061 Beniflá;Total;2020;36
Total Nacional;46 Valencia/València;46062 Benigànim;Total;2020;383
Total Nacional;46 Valencia/València;46063 Benimodo;Total;2020;114
Total Nacional;46 Valencia/València;46064 Benimuslem;Total;2020;41
Total Nacional;46 Valencia/València;46065 Beniparrell;Total;2020;479
Total Nacional;46 Valencia/València;46066 Benirredrà;Total;2020;119
Total Nacional;46 Valencia/València;46067 Benissanó;Total;2020;156
Total Nacional;46 Valencia/València;46068 Benissoda;Total;2020;45
Total Nacional;46 Valencia/València;46069 Benissuera;Total;2020;6
Total Nacional;46 Valencia/València;46070 Bétera;Total;2020;2.006
Total Nacional;46 Valencia/València;46071 Bicorp;Total;2020;26
Total Nacional;46 Valencia/València;46072 Bocairent;Total;2020;325
Total Nacional;46 Valencia/València;46073 Bolbaite;Total;2020;63
Total Nacional;46 Valencia/València;46074 Bonrepòs i Mirambell;Total;2020;226
Total Nacional;46 Valencia/València;46075 Bufali;Total;2020;24
Total Nacional;46 Valencia/València;46076 Bugarra;Total;2020;33
Total Nacional;46 Valencia/València;46077 Buñol;Total;2020;483
Total Nacional;46 Valencia/València;46078 Burjassot;Total;2020;2.067
Total Nacional;46 Valencia/València;46079 Calles;Total;2020;26
Total Nacional;46 Valencia/València;46080 Camporrobles;Total;2020;63
Total Nacional;46 Valencia/València;46081 Canals;Total;2020;794
Total Nacional;46 Valencia/València;46082 Canet d'En Berenguer;Total;2020;401
Total Nacional;46 Valencia/València;46083 Carcaixent;Total;2020;1.070
Total Nacional;46 Valencia/València;46084 Càrcer;Total;2020;80
Total Nacional;46 Valencia/València;46085 Carlet;Total;2020;946
Total Nacional;46 Valencia/València;46086 Carrícola;Total;2020;5
Total Nacional;46 Valencia/València;46087 Casas Altas;Total;2020;7
Total Nacional;46 Valencia/València;46088 Casas Bajas;Total;2020;18
Total Nacional;46 Valencia/València;46089 Casinos;Total;2020;208
Total Nacional;46 Valencia/València;46090 Castelló de Rugat;Total;2020;167
Total Nacional;46 Valencia/València;46091 Castellonet de la Conquesta;Total;2020;6
Total Nacional;46 Valencia/València;46092 Castielfabib;Total;2020;26
Total Nacional;46 Valencia/València;46093 Catadau;Total;2020;179
Total Nacional;46 Valencia/València;46094 Catarroja;Total;2020;2.011
Total Nacional;46 Valencia/València;46095 Caudete de las Fuentes;Total;2020;45
Total Nacional;46 Valencia/València;46096 Cerdà;Total;2020;24
Total Nacional;46 Valencia/València;46097 Cofrentes;Total;2020;51
Total Nacional;46 Valencia/València;46098 Corbera;Total;2020;221
Total Nacional;46 Valencia/València;46099 Cortes de Pallás;Total;2020;19
Total Nacional;46 Valencia/València;46100 Cotes;Total;2020;15
Total Nacional;46 Valencia/València;46101 Quart de les Valls;Total;2020;49
Total Nacional;46 Valencia/València;46102 Quart de Poblet;Total;2020;1.488
Total Nacional;46 Valencia/València;46103 Quartell;Total;2020;139
Total Nacional;46 Valencia/València;46104 Quatretonda;Total;2020;160
Total Nacional;46 Valencia/València;46105 Cullera;Total;2020;1.414
Total Nacional;46 Valencia/València;46106 Chelva;Total;2020;134
Total Nacional;46 Valencia/València;46107 Chella;Total;2020;123
Total Nacional;46 Valencia/València;46108 Chera;Total;2020;26
Total Nacional;46 Valencia/València;46109 Cheste;Total;2020;528
Total Nacional;46 Valencia/València;46110 Xirivella;Total;2020;1.506
Total Nacional;46 Valencia/València;46111 Chiva;Total;2020;1.104
Total Nacional;46 Valencia/València;46112 Chulilla;Total;2020;44
Total Nacional;46 Valencia/València;46113 Daimús;Total;2020;231
Total Nacional;46 Valencia/València;46114 Domeño;Total;2020;48
Total Nacional;46 Valencia/València;46115 Dos Aguas;Total;2020;10
Total Nacional;46 Valencia/València;46116 Eliana, l';Total;2020;1.632
Total Nacional;46 Valencia/València;46117 Emperador;Total;2020;45
Total Nacional;46 Valencia/València;46118 Enguera;Total;2020;325
Total Nacional;46 Valencia/València;46119 Ènova, l';Total;2020;41
Total Nacional;46 Valencia/València;46120 Estivella;Total;2020;62
Total Nacional;46 Valencia/València;46121 Estubeny;Total;2020;8
Total Nacional;46 Valencia/València;46122 Faura;Total;2020;184
Total Nacional;46 Valencia/València;46123 Favara;Total;2020;128
Total Nacional;46 Valencia/València;46124 Fontanars dels Alforins;Total;2020;68
Total Nacional;46 Valencia/València;46125 Fortaleny;Total;2020;55
Total Nacional;46 Valencia/València;46126 Foios;Total;2020;488
Total Nacional;46 Valencia/València;46127 Font d'En Carròs, la;Total;2020;219
Total Nacional;46 Valencia/València;46128 Font de la Figuera, la;Total;2020;132
Total Nacional;46 Valencia/València;46129 Fuenterrobles;Total;2020;30
Total Nacional;46 Valencia/València;46130 Gavarda;Total;2020;47
Total Nacional;46 Valencia/València;46131 Gandia;Total;2020;5.273
Total Nacional;46 Valencia/València;46132 Genovés, el;Total;2020;176
Total Nacional;46 Valencia/València;46133 Gestalgar;Total;2020;28
Total Nacional;46 Valencia/València;46134 Gilet;Total;2020;229
Total Nacional;46 Valencia/València;46135 Godella;Total;2020;1.033
Total Nacional;46 Valencia/València;46136 Godelleta;Total;2020;209
Total Nacional;46 Valencia/València;46137 Granja de la Costera, la;Total;2020;21
Total Nacional;46 Valencia/València;46138 Guadasséquies;Total;2020;37
Total Nacional;46 Valencia/València;46139 Guadassuar;Total;2020;422
Total Nacional;46 Valencia/València;46140 Guardamar de la Safor;Total;2020;25
Total Nacional;46 Valencia/València;46141 Higueruelas;Total;2020;26
Total Nacional;46 Valencia/València;46142 Jalance;Total;2020;48
Total Nacional;46 Valencia/València;46143 Xeraco;Total;2020;344
Total Nacional;46 Valencia/València;46144 Jarafuel;Total;2020;32
Total Nacional;46 Valencia/València;46145 Xàtiva;Total;2020;2.212
Total Nacional;46 Valencia/València;46146 Xeresa;Total;2020;137
Total Nacional;46 Valencia/València;46147 Llíria;Total;2020;1.366
Total Nacional;46 Valencia/València;46148 Loriguilla;Total;2020;139
Total Nacional;46 Valencia/València;46149 Losa del Obispo;Total;2020;41
Total Nacional;46 Valencia/València;46150 Llutxent;Total;2020;158
Total Nacional;46 Valencia/València;46151 Llocnou d'En Fenollet;Total;2020;46
Total Nacional;46 Valencia/València;46152 Llocnou de la Corona;Total;2020;9
Total Nacional;46 Valencia/València;46153 Llocnou de Sant Jeroni;Total;2020;30
Total Nacional;46 Valencia/València;46154 Llanera de Ranes;Total;2020;90
Total Nacional;46 Valencia/València;46155 Llaurí;Total;2020;51
Total Nacional;46 Valencia/València;46156 Llombai;Total;2020;158
Total Nacional;46 Valencia/València;46157 Llosa de Ranes, la;Total;2020;233
Total Nacional;46 Valencia/València;46158 Macastre;Total;2020;64
Total Nacional;46 Valencia/València;46159 Manises;Total;2020;2.041
Total Nacional;46 Valencia/València;46160 Manuel;Total;2020;123
Total Nacional;46 Valencia/València;46161 Marines;Total;2020;87
Total Nacional;46 Valencia/València;46162 Massalavés;Total;2020;97
Total Nacional;46 Valencia/València;46163 Massalfassar;Total;2020;194
Total Nacional;46 Valencia/València;46164 Massamagrell;Total;2020;876
Total Nacional;46 Valencia/València;46165 Massanassa;Total;2020;762
Total Nacional;46 Valencia/València;46166 Meliana;Total;2020;632
Total Nacional;46 Valencia/València;46167 Millares;Total;2020;9
Total Nacional;46 Valencia/València;46168 Miramar;Total;2020;166
Total Nacional;46 Valencia/València;46169 Mislata;Total;2020;2.208
Total Nacional;46 Valencia/València;46170 Mogente/Moixent;Total;2020;321
Total Nacional;46 Valencia/València;46171 Moncada;Total;2020;1.316
Total Nacional;46 Valencia/València;46172 Montserrat;Total;2020;554
Total Nacional;46 Valencia/València;46173 Montaverner;Total;2020;142
Total Nacional;46 Valencia/València;46174 Montesa;Total;2020;51
Total Nacional;46 Valencia/València;46175 Montitxelvo/Montichelvo;Total;2020;29
Total Nacional;46 Valencia/València;46176 Montroi/Montroy;Total;2020;158
Total Nacional;46 Valencia/València;46177 Museros;Total;2020;530
Total Nacional;46 Valencia/València;46178 Nàquera/Náquera;Total;2020;653
Total Nacional;46 Valencia/València;46179 Navarrés;Total;2020;155
Total Nacional;46 Valencia/València;46180 Novelé/Novetlè;Total;2020;73
Total Nacional;46 Valencia/València;46181 Oliva;Total;2020;1.647
Total Nacional;46 Valencia/València;46182 Olocau;Total;2020;103
Total Nacional;46 Valencia/València;46183 Olleria, l';Total;2020;570
Total Nacional;46 Valencia/València;46184 Ontinyent;Total;2020;2.840
Total Nacional;46 Valencia/València;46185 Otos;Total;2020;17
Total Nacional;46 Valencia/València;46186 Paiporta;Total;2020;1.510
Total Nacional;46 Valencia/València;46187 Palma de Gandía;Total;2020;126
Total Nacional;46 Valencia/València;46188 Palmera;Total;2020;78
Total Nacional;46 Valencia/València;46189 Palomar, el;Total;2020;48
Total Nacional;46 Valencia/València;46190 Paterna;Total;2020;5.969
Total Nacional;46 Valencia/València;46191 Pedralba;Total;2020;168
Total Nacional;46 Valencia/València;46192 Petrés;Total;2020;38
Total Nacional;46 Valencia/València;46193 Picanya;Total;2020;774
Total Nacional;46 Valencia/València;46194 Picassent;Total;2020;1.274
Total Nacional;46 Valencia/València;46195 Piles;Total;2020;192
Total Nacional;46 Valencia/València;46196 Pinet;Total;2020;8
Total Nacional;46 Valencia/València;46197 Polinyà de Xúquer;Total;2020;136
Total Nacional;46 Valencia/València;46198 Potries;Total;2020;60
Total Nacional;46 Valencia/València;46199 Pobla de Farnals, la;Total;2020;523
Total Nacional;46 Valencia/València;46200 Pobla del Duc, la;Total;2020;161
Total Nacional;46 Valencia/València;46201 Puebla de San Miguel;Total;2020;.
Total Nacional;46 Valencia/València;46202 Pobla de Vallbona, la;Total;2020;1.948
Total Nacional;46 Valencia/València;46203 Pobla Llarga, la;Total;2020;275
Total Nacional;46 Valencia/València;46204 Puig de Santa Maria, el;Total;2020;725
Total Nacional;46 Valencia/València;46205 Puçol;Total;2020;1.318
Total Nacional;46 Valencia/València;46206 Quesa;Total;2020;35
Total Nacional;46 Valencia/València;46207 Rafelbunyol;Total;2020;730
Total Nacional;46 Valencia/València;46208 Rafelcofer;Total;2020;74
Total Nacional;46 Valencia/València;46209 Rafelguaraf;Total;2020;106
Total Nacional;46 Valencia/València;46210 Ráfol de Salem;Total;2020;32
Total Nacional;46 Valencia/València;46211 Real de Gandia, el;Total;2020;232
Total Nacional;46 Valencia/València;46212 Real;Total;2020;146
Total Nacional;46 Valencia/València;46213 Requena;Total;2020;1.246
Total Nacional;46 Valencia/València;46214 Riba-roja de Túria;Total;2020;2.125
Total Nacional;46 Valencia/València;46215 Riola;Total;2020;111
Total Nacional;46 Valencia/València;46216 Rocafort;Total;2020;722
Total Nacional;46 Valencia/València;46217 Rotglà i Corberà;Total;2020;85
Total Nacional;46 Valencia/València;46218 Ròtova;Total;2020;72
Total Nacional;46 Valencia/València;46219 Rugat;Total;2020;4
Total Nacional;46 Valencia/València;46220 Sagunto/Sagunt;Total;2020;3.586
Total Nacional;46 Valencia/València;46221 Salem;Total;2020;21
Total Nacional;46 Valencia/València;46222 Sant Joanet;Total;2020;37
Total Nacional;46 Valencia/València;46223 Sedaví;Total;2020;663
Total Nacional;46 Valencia/València;46224 Segart;Total;2020;11
Total Nacional;46 Valencia/València;46225 Sellent;Total;2020;17
Total Nacional;46 Valencia/València;46226 Sempere;Total;2020;.
Total Nacional;46 Valencia/València;46227 Senyera;Total;2020;57
Total Nacional;46 Valencia/València;46228 Serra;Total;2020;228
Total Nacional;46 Valencia/València;46229 Siete Aguas;Total;2020;85
Total Nacional;46 Valencia/València;46230 Silla;Total;2020;1.209
Total Nacional;46 Valencia/València;46231 Simat de la Valldigna;Total;2020;158
Total Nacional;46 Valencia/València;46232 Sinarcas;Total;2020;50
Total Nacional;46 Valencia/València;46233 Sollana;Total;2020;303
Total Nacional;46 Valencia/València;46234 Sot de Chera;Total;2020;13
